Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
2.71,227.30142,0.001646621,0.029870754,0.36122862,0.25664467,1.827419e-19,0.012824165,0.0064120824
2.712,228.37823,0.0016446033,0.029952316,0.36120823,0.25648737,2.4799684e-31,0.012824165,0.0064120824
2.714,229.458,0.0016425898,0.030033866,0.36118782,0.25633034,5.8636393e-19,0.012824165,0.0064120824
2.716,230.54066,0.0016405808,0.030115407,0.36116743,0.25617352,3.797909e-31,0.012824165,0.0064120824
2.718,231.62631,0.001638576,0.030196937,0.36114705,0.25601697,4.785084e-19,0.012824165,0.0064120824
2.72,232.71484,0.0016365757,0.030278455,0.36112666,0.25586063,7.560477e-32,0.012824165,0.0064120824
2.722,233.80634,0.0016345796,0.030359963,0.3611063,0.25570455,3.861354e-19,0.012824165,0.0064120824
2.724,234.90079,0.0016325879,0.030441461,0.36108592,0.25554872,4.9059506e-31,0.012824165,0.0064120824
2.726,235.99815,0.0016306004,0.030522948,0.36106557,0.25539312,6.7678537e-31,0.012824165,0.0064120824
2.728,237.09843,0.0016286172,0.030604426,0.3610452,0.25523776,8.1029e-31,0.012824165,0.0064120824
2.73,238.20164,0.0016266382,0.03068589,0.3610249,0.25508264,9.098825e-31,0.012824165,0.0064120824
2.732,239.30782,0.0016246636,0.030767346,0.36100453,0.25492778,2.8294198e-31,0.012824165,0.0064120824
2.734,240.4169,0.0016226931,0.03084879,0.3609842,0.25477314,6.039638e-19,0.012824165,0.0064120824
2.736,241.52893,0.0016207269,0.030930225,0.36096388,0.25461873,1.0121248e-30,0.012824165,0.0064120824
2.738,242.64389,0.0016187648,0.031011647,0.36094356,0.25446457,2.3129627e-19,0.012824165,0.0064120824
2.74,243.76178,0.001616807,0.03109306,0.36092326,0.25431064,3.742335e-31,0.012824165,0.0064120824
2.742,244.88258,0.0016148533,0.031174462,0.36090294,0.25415692,8.486461e-31,0.012824165,0.0064120824
2.744,246.00635,0.0016129038,0.031255852,0.36088264,0.25400347,2.9717938e-31,0.012824165,0.0064120824
2.746,247.13303,0.0016109584,0.031337235,0.36086237,0.25385025,3.228293e-31,0.012824165,0.0064120824
2.748,248.26262,0.001609017,0.031418603,0.36084208,0.25369725,1.203668e-30,0.012824165,0.0064120824
2.75,249.39516,0.00160708,0.031499963,0.3608218,0.25354448,4.792958e-19,0.012824165,0.0064120824
2.752,250.53062,0.0016051469,0.031581312,0.36080152,0.25339195,2.9533287e-31,0.012824165,0.0064120824
2.754,251.669,0.0016032179,0.03166265,0.36078125,0.25323966,4.9661053e-31,0.012824165,0.0064120824
2.756,252.81033,0.0016012931,0.031743977,0.36076102,0.25308758,8.3201005e-19,0.012824165,0.0064120824
2.758,253.95457,0.0015993722,0.031825297,0.36074075,0.25293574,2.4213373e-31,0.012824165,0.0064120824
2.76,255.10175,0.0015974555,0.0319066,0.36072052,0.25278413,1.3163516e-19,0.012824165,0.0064120824
2.762,256.25183,0.0015955426,0.031987898,0.36070028,0.25263274,3.6149613e-32,0.012824165,0.0064120824
2.764,257.40488,0.001593634,0.032069184,0.36068004,0.25248158,3.4346987e-32,0.012824165,0.0064120824
2.766,258.56082,0.0015917295,0.03215046,0.36065984,0.2523307,1.1790958e-19,0.012824165,0.0064120824
2.768,259.71973,0.0015898291,0.032231722,0.3606396,0.25218,8.080843e-32,0.012824165,0.0064120824
2.77,260.88153,0.0015879327,0.032312978,0.3606194,0.25202957,7.7889356e-31,0.012824165,0.0064120824
2.772,262.04623,0.0015860404,0.03239422,0.3605992,0.25187933,5.3694165e-19,0.012824165,0.0064120824
2.774,263.2139,0.001584152,0.032475453,0.36057898,0.25172934,5.0905004e-31,0.012824165,0.0064120824
2.776,264.3845,0.0015822676,0.03255667,0.3605588,0.25157958,4.9413546e-31,0.012824165,0.0064120824
2.778,265.558,0.001580387,0.032637883,0.36053863,0.25143003,9.172598e-31,0.012824165,0.0064120824
2.78,266.73444,0.0015785105,0.032719087,0.36051846,0.25128073,8.131401e-31,0.012824165,0.0064120824
2.782,267.91376,0.001576638,0.032800276,0.36049828,0.25113162,4.760131e-19,0.012824165,0.0064120824
2.784,269.09604,0.0015747693,0.032881454,0.3604781,0.25098276,4.61211e-31,0.012824165,0.0064120824
2.786,270.28125,0.0015729044,0.032962624,0.36045796,0.2508341,1.4464604e-30,0.012824165,0.0064120824
2.788,271.46936,0.0015710436,0.033043783,0.3604378,0.2506857,1.1148775e-18,0.012824165,0.0064120824
2.79,272.6604,0.0015691866,0.03312493,0.36041766,0.25053748,1.8598626e-30,0.012824165,0.0064120824
2.792,273.85437,0.0015673335,0.033206068,0.36039752,0.25038952,6.7064736e-31,0.012824165,0.0064120824
2.794,275.05127,0.0015654842,0.033287197,0.3603774,0.25024176,9.133566e-19,0.012824165,0.0064120824
2.796,276.25104,0.0015636388,0.03336831,0.36035728,0.2500942,8.165675e-19,0.012824165,0.0064120824
2.798,277.45377,0.0015617972,0.03344942,0.36033717,0.24994689,1.6683912e-31,0.012824165,0.0064120824
2.8,278.6594,0.0015599595,0.033530515,0.36031705,0.2497998,5.156335e-31,0.012824165,0.0064120824
2.802,279.86795,0.0015581255,0.0336116,0.36029693,0.24965292,1.0819405e-30,0.012824165,0.0064120824
2.804,281.07944,0.0015562954,0.033692673,0.36027685,0.24950625,9.6141595e-31,0.012824165,0.0064120824
2.806,282.29385,0.0015544691,0.03377374,0.36025676,0.24935982,3.1713285e-19,0.012824165,0.0064120824
2.808,283.51117,0.0015526465,0.03385479,0.36023667,0.24921359,8.638247e-31,0.012824165,0.0064120824
2.81,284.73138,0.0015508276,0.033935834,0.3602166,0.24906757,2.6659644e-30,0.012824165,0.0064120824
2.812,285.95453,0.0015490126,0.034016866,0.36019653,0.24892178,1.3616823e-30,0.012824165,0.0064120824
2.814,287.1806,0.0015472013,0.034097888,0.36017647,0.24877621,1.2828073e-31,0.012824165,0.0064120824
2.816,288.4096,0.0015453937,0.0341789,0.36015642,0.24863084,2.1141561e-30,0.012824165,0.0064120824
2.818,289.6415,0.0015435899,0.0342599,0.36013636,0.2484857,1.1351597e-30,0.012824165,0.0064120824
2.82,290.8763,0.0015417897,0.034340892,0.3601163,0.24834076,1.0974324e-30,0.012824165,0.0064120824
2.822,292.114,0.0015399933,0.034421872,0.36009628,0.24819604,5.3772025e-31,0.012824165,0.0064120824
2.824,293.35468,0.0015382005,0.03450284,0.36007625,0.24805152,8.4588585e-32,0.012824165,0.0064120824
2.826,294.59824,0.0015364115,0.034583803,0.36005622,0.24790724,2.406595e-32,0.012824165,0.0064120824
2.828,295.8447,0.0015346261,0.03466475,0.36003622,0.24776314,4.2206836e-20,0.012824165,0.0064120824
2.83,297.09412,0.0015328443,0.03474569,0.3600162,0.24761927,1.1805394e-20,0.012824165,0.0064120824
2.832,298.3464,0.0015310663,0.034826618,0.3599962,0.24747562,2.7287233e-19,0.012824165,0.0064120824
2.834,299.60162,0.0015292919,0.034907535,0.3599762,0.24733217,6.0537394e-19,0.012824165,0.0064120824
2.836,300.85974,0.0015275211,0.03498844,0.3599562,0.24718894,2.1662817e-30,0.012824165,0.0064120824
2.838,302.1208,0.0015257539,0.03506934,0.35993624,0.2470459,1.7721879e-31,0.012824165,0.0064120824
2.84,303.38474,0.0015239903,0.035150222,0.35991627,0.24690309,2.7352149e-19,0.012824165,0.0064120824
2.842,304.6516,0.0015222303,0.0352311,0.3598963,0.24676047,3.60902e-30,0.012824165,0.0064120824
2.844,305.9214,0.0015204739,0.035311963,0.35987633,0.24661808,8.65519e-31,0.012824165,0.0064120824
2.846,307.19406,0.0015187211,0.03539282,0.35985637,0.24647589,1.125886e-30,0.012824165,0.0064120824
2.848,308.46967,0.0015169719,0.035473663,0.35983643,0.2463339,1.5456166e-18,0.012824165,0.0064120824
2.85,309.74817,0.0015152261,0.0355545,0.3598165,0.24619213,5.1527777e-18,0.012824165,0.0064120824
2.852,311.0296,0.0015134839,0.035635322,0.35979655,0.24605055,1.5509014e-18,0.012824165,0.0064120824
2.854,312.31393,0.0015117454,0.035716135,0.35977662,0.24590918,7.7166875e-30,0.012824165,0.0064120824
2.856,313.60117,0.0015100102,0.035796937,0.35975668,0.24576803,4.183872e-30,0.012824165,0.0064120824
2.858,314.89133,0.0015082787,0.03587773,0.35973677,0.24562706,3.857762e-18,0.012824165,0.0064120824
2.86,316.18436,0.0015065506,0.03595851,0.35971686,0.24548632,7.710259e-18,0.012824165,0.0064120824
2.862,317.48032,0.001504826,0.03603928,0.35969695,0.24534577,3.4884684e-18,0.012824165,0.0064120824
2.864,318.7792,0.0015031049,0.036120046,0.35967708,0.24520542,3.3316376e-30,0.012824165,0.0064120824
2.866,320.08096,0.0015013872,0.036200795,0.35965717,0.24506529,4.667233e-31,0.012824165,0.0064120824
2.868,321.38565,0.0014996731,0.036281534,0.3596373,0.24492534,7.188704e-31,0.012824165,0.0064120824
2.87,322.69324,0.0014979624,0.036362264,0.3596174,0.2447856,8.463883e-31,0.012824165,0.0064120824
2.872,324.00375,0.0014962552,0.036442984,0.35959756,0.24464607,4.5345866e-30,0.012824165,0.0064120824
2.874,325.31714,0.0014945513,0.036523692,0.3595777,0.24450675,3.0513227e-30,0.012824165,0.0064120824
2.876,326.63345,0.0014928508,0.036604393,0.35955784,0.24436761,3.4616533e-30,0.012824165,0.0064120824
2.878,327.95267,0.0014911538,0.03668508,0.359538,0.24422868,3.1091848e-18,0.012824165,0.0064120824
2.88,329.27475,0.0014894602,0.036765758,0.35951814,0.24408995,2.4688667e-18,0.012824165,0.0064120824
2.882,330.5998,0.0014877701,0.036846425,0.3594983,0.24395141,3.3671195e-30,0.012824165,0.0064120824
2.884,331.9277,0.0014860833,0.03692708,0.35947847,0.24381308,1.383764e-29,0.012824165,0.0064120824
2.886,333.25854,0.0014843999,0.03700773,0.35945866,0.24367495,2.2096093e-18,0.012824165,0.0064120824
2.888,334.59225,0.0014827198,0.037088368,0.35943884,0.24353701,8.552168e-30,0.012824165,0.0064120824
2.89,335.9289,0.0014810431,0.037168995,0.35941902,0.24339926,3.0673315e-18,0.012824165,0.0064120824
2.892,337.26843,0.0014793697,0.03724961,0.35939923,0.24326172,3.3924545e-30,0.012824165,0.0064120824
2.894,338.61087,0.0014776997,0.037330214,0.35937944,0.24312438,6.9035162e-18,0.012824165,0.0064120824
2.896,339.95624,0.001476033,0.03741081,0.35935965,0.24298723,2.3369059e-30,0.012824165,0.0064120824
2.898,341.30444,0.0014743697,0.037491392,0.35933986,0.24285029,8.6511554e-30,0.012824165,0.0064120824
2.9,342.6556,0.0014727096,0.037571967,0.35932007,0.24271353,2.1017085e-30,0.012824165,0.0064120824
2.902,344.00964,0.0014710529,0.037652534,0.35930032,0.24257697,5.8997885e-30,0.012824165,0.0064120824
2.904,345.36658,0.0014693994,0.037733085,0.35928056,0.2424406,6.215971e-31,0.012824165,0.0064120824
2.906,346.7264,0.0014677492,0.03781363,0.3592608,0.24230443,9.090608e-18,0.012824165,0.0064120824
2.908,348.08914,0.0014661023,0.037894163,0.35924104,0.24216846,1.317655e-30,0.012824165,0.0064120824
2.91,349.4548,0.0014644586,0.037974685,0.3592213,0.24203266,2.344069e-18,0.012824165,0.0064120824
2.912,350.82333,0.0014628182,0.038055196,0.35920155,0.24189708,2.909594e-30,0.012824165,0.0064120824
2.914,352.19476,0.0014611812,0.0381357,0.35918182,0.24176167,2.313948e-18,0.012824165,0.0064120824
2.916,353.5691,0.0014595473,0.038216192,0.3591621,0.24162647,8.379666e-18,0.012824165,0.0064120824
2.918,354.94632,0.0014579166,0.038296673,0.3591424,0.24149145,6.441563e-31,0.012824165,0.0064120824
2.92,356.32648,0.0014562892,0.038377143,0.35912266,0.24135663,6.3803174e-18,0.012824165,0.0064120824
2.922,357.7095,0.001454665,0.038457602,0.35910296,0.241222,2.2247126e-30,0.012824165,0.0064120824
2.924,359.0954,0.0014530439,0.038538054,0.35908327,0.24108756,3.0584029e-30,0.012824165,0.0064120824
2.926,360.48422,0.0014514261,0.038618494,0.3590636,0.24095331,2.1635523e-18,0.012824165,0.0064120824
2.928,361.87595,0.0014498115,0.038698923,0.3590439,0.24081925,2.1849013e-30,0.012824165,0.0064120824
2.93,363.27057,0.0014482,0.038779344,0.35902423,0.24068537,5.3797507e-18,0.012824165,0.0064120824
2.932,364.66803,0.0014465917,0.03885975,0.35900456,0.2405517,1.0591082e-18,0.012824165,0.0064120824
2.934,366.06845,0.0014449866,0.03894015,0.3589849,0.2404182,3.8663852e-31,0.012824165,0.0064120824
2.936,367.47174,0.0014433846,0.03902054,0.35896522,0.24028489,1.8438832e-18,0.012824165,0.0064120824
2.938,368.87793,0.0014417857,0.03910092,0.35894558,0.24015176,5.8818485e-18,0.012824165,0.0064120824
2.94,370.28702,0.0014401901,0.039181285,0.35892594,0.24001884,3.685625e-30,0.012824165,0.0064120824
2.942,371.69897,0.0014385975,0.039261643,0.3589063,0.23988609,2.128939e-18,0.012824165,0.0064120824
2.944,373.11383,0.001437008,0.03934199,0.35888666,0.23975354,5.0825627e-19,0.012824165,0.0064120824
2.946,374.5316,0.0014354218,0.03942233,0.35886705,0.23962116,1.2456037e-31,0.012824165,0.0064120824
2.948,375.95224,0.0014338385,0.039502654,0.3588474,0.23948897,3.860348e-30,0.012824165,0.0064120824
2.95,377.3758,0.0014322583,0.03958297,0.3588278,0.23935698,3.4764204e-31,0.012824165,0.0064120824
2.952,378.80222,0.0014306812,0.039663278,0.3588082,0.23922516,2.6761123e-18,0.012824165,0.0064120824
2.954,380.23157,0.0014291073,0.039743572,0.3587886,0.23909354,7.8587866e-19,0.012824165,0.0064120824
2.956,381.66376,0.0014275364,0.03982386,0.358769,0.2389621,2.0117203e-30,0.012824165,0.0064120824
2.958,383.09888,0.0014259685,0.039904136,0.35874942,0.23883083,4.360176e-31,0.012824165,0.0064120824
2.96,384.53683,0.0014244036,0.0399844,0.35872984,0.23869975,3.3335224e-19,0.012824165,0.0064120824
2.962,385.97775,0.001422842,0.040064655,0.35871026,0.23856887,5.3152017e-32,0.012824165,0.0064120824
2.964,387.4215,0.0014212835,0.0401449,0.3586907,0.23843817,5.36679e-19,0.012824165,0.0064120824
2.966,388.86816,0.001419728,0.040225133,0.35867113,0.23830767,5.3897703e-19,0.012824165,0.0064120824
2.968,390.31772,0.0014181756,0.04030536,0.35865158,0.23817733,1.0824726e-18,0.012824165,0.0064120824
2.97,391.77014,0.0014166263,0.040385574,0.35863206,0.2380472,1.9727964e-30,0.012824165,0.0064120824
2.972,393.22546,0.0014150798,0.040465776,0.3586125,0.23791723,2.1692804e-30,0.012824165,0.0064120824
2.974,394.6837,0.0014135365,0.04054597,0.35859296,0.23778746,1.0617173e-18,0.012824165,0.0064120824
2.976,396.14478,0.0014119961,0.040626157,0.35857344,0.23765786,3.78142e-30,0.012824165,0.0064120824
2.978,397.60876,0.0014104588,0.04070633,0.35855392,0.23752844,8.909407e-31,0.012824165,0.0064120824
2.98,399.07562,0.0014089243,0.040786494,0.35853443,0.2373992,2.6950028e-18,0.012824165,0.0064120824
2.982,400.54538,0.001407393,0.040866643,0.3585149,0.23727016,2.9233208e-18,0.012824165,0.0064120824
2.984,402.01804,0.0014058646,0.04094679,0.3584954,0.23714128,3.7848003e-30,0.012824165,0.0064120824
2.986,403.49353,0.0014043391,0.04102692,0.35847592,0.2370126,1.13022e-29,0.012824165,0.0064120824
2.988,404.97195,0.0014028166,0.041107044,0.35845643,0.23688409,3.4417122e-18,0.012824165,0.0064120824
2.99,406.45325,0.0014012972,0.041187156,0.35843694,0.23675574,2.5341759e-30,0.012824165,0.0064120824
2.992,407.93744,0.0013997805,0.041267257,0.35841748,0.2366276,1.0649274e-30,0.012824165,0.0064120824
2.994,409.4245,0.0013982669,0.041347347,0.358398,0.23649962,1.4643148e-29,0.012824165,0.0064120824
2.996,410.91443,0.0013967562,0.04142743,0.35837853,0.23637183,5.5891296e-30,0.012824165,0.0064120824
2.998,412.40726,0.0013952483,0.0415075,0.35835907,0.23624422,1.06009526e-29,0.012824165,0.0064120824
3.0,413.90295,0.0013937434,0.04158756,0.35833964,0.23611678,1.4620946e-30,0.012824165,0.0064120824
3.002,415.40155,0.0013922415,0.041667614,0.3583202,0.23598951,1.5155543e-30,0.012824165,0.0064120824
3.004,416.90305,0.0013907425,0.041747656,0.35830075,0.23586243,2.2160071e-18,0.012824165,0.0064120824
3.006,418.40738,0.0013892463,0.041827686,0.35828134,0.23573554,3.8749884e-30,0.012824165,0.0064120824
3.008,419.9146,0.001387753,0.041907705,0.3582619,0.2356088,4.3731937e-30,0.012824165,0.0064120824
3.01,421.42474,0.0013862626,0.041987717,0.35824248,0.23548225,1.1167508e-17,0.012824165,0.0064120824
3.012,422.93774,0.001384775,0.042067718,0.35822308,0.23535587,2.4742637e-18,0.012824165,0.0064120824
3.014,424.4536,0.0013832904,0.042147707,0.35820368,0.23522967,4.947292e-18,0.012824165,0.0064120824
3.016,425.97238,0.0013818087,0.042227685,0.35818428,0.23510365,2.4722857e-18,0.012824165,0.0064120824
3.018,427.49402,0.0013803297,0.042307656,0.3581649,0.23497781,6.758675e-30,0.012824165,0.0064120824
3.02,429.01852,0.0013788536,0.042387616,0.3581455,0.23485214,1.0727534e-18,0.012824165,0.0064120824
3.022,430.54593,0.0013773803,0.042467564,0.35812613,0.23472664,6.1785503e-30,0.012824165,0.0064120824
3.024,432.0762,0.00137591,0.042547505,0.35810676,0.2346013,2.0184553e-30,0.012824165,0.0064120824
3.026,433.6093,0.0013744424,0.042627435,0.3580874,0.23447616,4.55001e-18,0.012824165,0.0064120824
3.028,435.14536,0.0013729776,0.042707354,0.35806805,0.23435119,2.0497177e-29,0.012824165,0.0064120824
3.03,436.68423,0.0013715157,0.04278726,0.35804868,0.23422639,4.2642617e-30,0.012824165,0.0064120824
3.032,438.22604,0.0013700565,0.04286716,0.35802934,0.23410176,6.9100137e-18,0.012824165,0.0064120824
3.034,439.7707,0.0013686002,0.042947046,0.35801,0.2339773,1.0387766e-18,0.012824165,0.0064120824
3.036,441.31824,0.0013671467,0.043026928,0.35799068,0.23385301,9.8660456e-30,0.012824165,0.0064120824
3.038,442.86862,0.001365696,0.043106794,0.35797134,0.23372892,1.190253e-29,0.012824165,0.0064120824
3.04,444.4219,0.001364248,0.043186653,0.35795203,0.23360497,4.1333996e-30,0.012824165,0.0064120824
3.042,445.97806,0.0013628028,0.0432665,0.35793272,0.23348121,3.8115188e-30,0.012824165,0.0064120824
3.044,447.53708,0.0013613604,0.043346338,0.3579134,0.23335761,1.08074635e-29,0.012824165,0.0064120824
3.046,449.099,0.0013599207,0.043426167,0.35789412,0.2332342,4.0209637e-30,0.012824165,0.0064120824
3.048,450.66376,0.0013584838,0.043505985,0.3578748,0.23311093,1.0641478e-29,0.012824165,0.0064120824
3.05,452.2314,0.0013570497,0.043585792,0.35785553,0.23298787,6.028416e-30,0.012824165,0.0064120824
3.052,453.80194,0.0013556182,0.043665588,0.35783625,0.23286495,4.685085e-18,0.012824165,0.0064120824
3.054,455.37534,0.0013541896,0.043745376,0.35781696,0.2327422,5.0164795e-31,0.012824165,0.0064120824
3.056,456.9516,0.0013527636,0.043825153,0.3577977,0.23261964,1.5631642e-29,0.012824165,0.0064120824
3.058,458.53076,0.0013513404,0.04390492,0.35777846,0.23249725,1.0920065e-30,0.012824165,0.0064120824
3.06,460.11276,0.0013499199,0.043984678,0.3577592,0.23237501,2.3734666e-18,0.012824165,0.0064120824
3.062,461.69763,0.0013485021,0.044064425,0.35773996,0.23225296,1.07645124e-17,0.012824165,0.0064120824
3.064,463.2854,0.0013470871,0.04414416,0.3577207,0.23213106,4.3704774e-18,0.012824165,0.0064120824
3.066,464.876,0.0013456747,0.04422389,0.35770148,0.23200934,7.739469e-19,0.012824165,0.0064120824
3.068,466.4695,0.0013442651,0.044303603,0.35768223,0.23188779,4.5017375e-30,0.012824165,0.0064120824
3.07,468.0659,0.0013428581,0.04438331,0.357663,0.2317664,1.0867266e-18,0.012824165,0.0064120824
3.072,469.66513,0.0013414538,0.04446301,0.3576438,0.23164518,2.3848347e-30,0.012824165,0.0064120824
3.074,471.2672,0.0013400521,0.044542693,0.3576246,0.23152414,1.110992e-18,0.012824165,0.0064120824
3.076,472.8722,0.0013386532,0.04462237,0.3576054,0.23140325,8.515379e-31,0.012824165,0.0064120824
3.078,474.48,0.0013372569,0.04470204,0.35758618,0.23128253,9.765907e-30,0.012824165,0.0064120824
3.08,476.09076,0.0013358633,0.044781692,0.357567,0.23116198,1.5087208e-30,0.012824165,0.0064120824
3.082,477.7043,0.0013344722,0.04486134,0.35754782,0.23104161,5.4846133e-19,0.012824165,0.0064120824
3.084,479.3207,0.001333084,0.044940975,0.35752863,0.23092139,1.6184265e-30,0.012824165,0.0064120824
3.086,480.94,0.0013316981,0.045020603,0.35750946,0.23080134,5.861015e-19,0.012824165,0.0064120824
3.088,482.56223,0.0013303151,0.045100216,0.3574903,0.23068146,1.5597484e-30,0.012824165,0.0064120824
3.09,484.18726,0.0013289347,0.04517982,0.35747114,0.23056175,3.646251e-32,0.012824165,0.0064120824
3.092,485.8152,0.0013275569,0.04525942,0.35745198,0.2304422,1.8096977e-20,0.012824165,0.0064120824
3.094,487.44592,0.0013261815,0.045339003,0.35743284,0.23032278,1.0910141e-30,0.012824165,0.0064120824
3.096,489.0796,0.0013248085,0.04541858,0.3574137,0.23020352,3.5138834e-31,0.012824165,0.0064120824
3.098,490.7161,0.0013234382,0.045498148,0.35739458,0.23008445,5.17694e-31,0.012824165,0.0064120824
3.1,492.35544,0.0013220705,0.0455777,0.35737544,0.22996552,3.412192e-31,0.012824165,0.0064120824
3.102,493.99765,0.0013207053,0.045657247,0.3573563,0.22984676,1.1433411e-30,0.012824165,0.0064120824
3.104,495.64273,0.0013193428,0.045736782,0.3573372,0.22972816,1.5372047e-18,0.012824165,0.0064120824
3.106,497.2907,0.0013179827,0.04581631,0.3573181,0.22960973,2.935805e-30,0.012824165,0.0064120824
3.108,498.9415,0.0013166253,0.045895826,0.357299,0.22949146,2.2071185e-18,0.012824165,0.0064120824
3.11,500.5952,0.0013152703,0.04597533,0.3572799,0.22937334,2.8296571e-30,0.012824165,0.0064120824
3.112,502.25174,0.001313918,0.046054825,0.35726082,0.2292554,1.0027959e-30,0.012824165,0.0064120824
3.114,503.91113,0.0013125682,0.04613431,0.35724175,0.2291376,7.050789e-18,0.012824165,0.0064120824
3.116,505.5734,0.0013112209,0.046213787,0.35722265,0.22901997,5.49076e-19,0.012824165,0.0064120824
3.118,507.23853,0.0013098761,0.04629325,0.3572036,0.2289025,2.1987335e-18,0.012824165,0.0064120824
3.12,508.90652,0.001308534,0.046372708,0.35718453,0.22878519,6.7199268e-18,0.012824165,0.0064120824
3.122,510.57736,0.0013071942,0.046452153,0.3571655,0.22866805,1.0664342e-29,0.012824165,0.0064120824
3.124,512.2511,0.001305857,0.04653159,0.3571464,0.22855106,5.563666e-30,0.012824165,0.0064120824
3.126,513.9277,0.0013045223,0.046611015,0.35712737,0.22843422,1.6944145e-29,0.012824165,0.0064120824
3.128,515.60706,0.0013031901,0.04669043,0.35710835,0.22831756,5.283687e-30,0.012824165,0.0064120824
3.13,517.28937,0.0013018603,0.04676984,0.3570893,0.22820105,8.767112e-31,0.012824165,0.0064120824
3.132,518.9745,0.0013005332,0.046849232,0.3570703,0.2280847,6.8623962e-18,0.012824165,0.0064120824
3.134,520.6625,0.0012992084,0.046928618,0.35705125,0.2279685,1.4557325e-29,0.012824165,0.0064120824
3.136,522.35333,0.0012978861,0.047007993,0.35703224,0.22785246,1.9180462e-30,0.012824165,0.0064120824
3.138,524.04706,0.0012965663,0.04708736,0.35701326,0.22773658,1.4745085e-29,0.012824165,0.0064120824
3.14,525.7436,0.0012952491,0.047166716,0.35699424,0.22762085,2.0641062e-29,0.012824165,0.0064120824
3.142,527.44305,0.0012939342,0.04724606,0.35697526,0.2275053,7.900638e-30,0.012824165,0.0064120824
3.144,529.1454,0.0012926217,0.0473254,0.35695627,0.22738989,5.0960414e-18,0.012824165,0.0064120824
3.146,530.8505,0.0012913118,0.04740472,0.3569373,0.22727464,1.3841571e-17,0.012824165,0.0064120824
3.148,532.5585,0.0012900042,0.04748404,0.3569183,0.22715954,1.408191e-17,0.012824165,0.0064120824
3.15,534.2693,0.0012886992,0.047563344,0.35689935,0.22704461,1.2585858e-29,0.012824165,0.0064120824
3.152,535.98303,0.0012873965,0.04764264,0.3568804,0.22692983,1.2831523e-29,0.012824165,0.0064120824
3.154,537.6996,0.0012860963,0.047721926,0.35686144,0.22681521,3.749486e-29,0.012824165,0.0064120824
3.156,539.419,0.0012847985,0.047801204,0.3568425,0.22670074,1.5961799e-29,0.012824165,0.0064120824
3.158,541.14124,0.0012835031,0.04788047,0.35682353,0.22658642,4.6278104e-18,0.012824165,0.0064120824
3.16,542.8664,0.0012822101,0.047959726,0.3568046,0.22647226,1.3456106e-18,0.012824165,0.0064120824
3.162,544.59436,0.0012809195,0.04803897,0.35678566,0.22635826,4.5739887e-18,0.012824165,0.0064120824
3.164,546.3252,0.0012796313,0.048118208,0.35676676,0.2262444,4.703413e-18,0.012824165,0.0064120824
3.166,548.05884,0.0012783455,0.048197433,0.35674784,0.22613071,3.012131e-30,0.012824165,0.0064120824
3.168,549.7954,0.0012770621,0.04827665,0.3567289,0.22601718,9.208682e-18,0.012824165,0.0064120824
3.17,551.5348,0.0012757811,0.04835586,0.35671002,0.22590378,1.8448783e-17,0.012824165,0.0064120824
3.172,553.27704,0.0012745024,0.048435055,0.35669112,0.22579055,2.2001445e-18,0.012824165,0.0064120824
3.174,555.0221,0.0012732261,0.04851424,0.35667223,0.22567746,4.6375964e-18,0.012824165,0.0064120824
3.176,556.77,0.0012719522,0.048593417,0.35665333,0.22556454,3.8357344e-29,0.012824165,0.0064120824
3.178,558.5209,0.0012706807,0.048672583,0.35663447,0.22545177,1.392523e-30,0.012824165,0.0064120824
3.18,560.2745,0.0012694114,0.04875174,0.35661557,0.22533914,1.01561456e-29,0.012824165,0.0064120824
3.182,562.03094,0.0012681446,0.04883089,0.3565967,0.22522667,1.6770715e-17,0.012824165,0.0064120824
3.184,563.79034,0.0012668801,0.048910026,0.35657784,0.22511435,1.0212129e-29,0.012824165,0.0064120824
3.186,565.5524,0.0012656179,0.04898915,0.356559,0.22500218,1.9197426e-17,0.012824165,0.0064120824
3.188,567.3175,0.001264358,0.04906827,0.35654014,0.22489017,4.7572208e-18,0.012824165,0.0064120824
3.19,569.0854,0.0012631005,0.049147375,0.3565213,0.2247783,2.8602169e-18,0.012824165,0.0064120824
3.192,570.85614,0.0012618453,0.049226474,0.35650247,0.2246666,4.5563207e-30,0.012824165,0.0064120824
3.194,572.6297,0.0012605925,0.049305562,0.35648364,0.22455503,1.3001622e-29,0.012824165,0.0064120824
3.196,574.4061,0.001259342,0.04938464,0.3564648,0.22444361,7.080544e-30,0.012824165,0.0064120824
3.198,576.18536,0.0012580936,0.049463708,0.356446,0.22433235,8.187282e-31,0.012824165,0.0064120824
3.2,577.9675,0.0012568476,0.049542766,0.3564272,0.22422124,8.0363595e-30,0.012824165,0.0064120824
3.202,579.7525,0.001255604,0.049621813,0.3564084,0.22411028,5.6296563e-19,0.012824165,0.0064120824
3.204,581.5403,0.0012543626,0.04970085,0.35638958,0.22399947,2.255812e-18,0.012824165,0.0064120824
3.206,583.33093,0.0012531235,0.049779877,0.35637078,0.2238888,2.2682066e-31,0.012824165,0.0064120824
3.208,585.12445,0.0012518867,0.049858898,0.356352,0.22377829,1.4362312e-30,0.012824165,0.0064120824
3.21,586.9208,0.0012506522,0.049937904,0.35633323,0.22366792,5.382278e-31,0.012824165,0.0064120824
