Time,gENSAL.delta,gENSAL.PELEC,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.122,20.32665,0.4000059,-8.98034e-08,0.3999995,1.0000021,0.99199665,1.0000037,0.9959876
0.124,20.326647,0.4000059,-9.12469e-08,0.3999995,1.0000021,0.99199665,1.0000037,0.9959876
0.126,20.326643,0.4000059,-9.268942e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.128,20.32664,0.4000059,-9.413093e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.13,20.326637,0.4000059,-9.557145e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.132,20.326633,0.4000059,-9.700484e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.134,20.32663,0.40000588,-9.84296e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.136,20.326626,0.40000588,-9.985256e-08,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.138,20.326622,0.40000588,-1.0127374e-07,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.14,20.326618,0.40000588,-1.0269313e-07,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.142,20.326614,0.40000588,-1.0411073e-07,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.144,20.32661,0.40000585,-1.05526546e-07,0.3999995,1.000002,0.99199665,1.0000037,0.9959876
0.146,20.326607,0.40000585,-1.0694057e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.148,20.326605,0.40000585,-1.083528e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.15,20.3266,0.40000585,-1.0976324e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.152,20.326595,0.40000585,-1.111719e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.154,20.326591,0.40000582,-1.1257877e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.156,20.326588,0.40000582,-1.1398385e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.158,20.326584,0.40000582,-1.1538714e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.16,20.32658,0.40000582,-1.1678864e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.162,20.326574,0.4000058,-1.1818836e-07,0.3999995,1.000002,0.99199665,1.0000037,0.99598753
0.164,20.326572,0.4000058,-1.1958629e-07,0.3999995,1.000002,0.9919966,1.0000037,0.99598753
0.166,20.326567,0.4000058,-1.2098242e-07,0.3999995,1.000002,0.9919966,1.0000037,0.99598753
0.168,20.326563,0.4000058,-1.2237676e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.17,20.326557,0.4000058,-1.2376933e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.172,20.326555,0.40000576,-1.251601e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.174,20.32655,0.40000576,-1.2654908e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.176,20.326544,0.40000576,-1.2793627e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.178,20.32654,0.40000576,-1.2932168e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.18,20.326536,0.40000573,-1.3070529e-07,0.3999995,1.000002,0.9919966,1.0000036,0.99598753
0.182,20.32653,0.40000573,-1.3208712e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.184,20.326527,0.40000573,-1.3346717e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.186,20.326523,0.40000573,-1.3484541e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.188,20.326517,0.4000057,-1.3622187e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.19,20.326511,0.4000057,-1.3759654e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.192,20.326506,0.4000057,-1.3896944e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.194,20.326502,0.4000057,-1.4034053e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.196,20.326496,0.40000567,-1.4170983e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.198,20.32649,0.40000567,-1.4307736e-07,0.3999995,1.000002,0.9919966,1.0000036,0.9959875
0.2,20.326487,0.40000567,-1.4444309e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.202,20.32648,0.40000567,-1.4580704e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.204,20.326475,0.40000564,-1.4716919e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.206,20.326471,0.40000564,-1.4852955e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.208,20.326466,0.40000564,-1.4988812e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.21,20.32646,0.4000056,-1.512449e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959875
0.212,20.326456,0.4000056,-1.5259991e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959874
0.214,20.32645,0.4000056,-1.5395312e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959874
0.216,20.326443,0.4000056,-1.5530453e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959874
0.218,20.326439,0.40000558,-1.5665417e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959874
0.22,20.326433,0.40000558,-1.5800202e-07,0.3999995,1.000002,0.9919965,1.0000036,0.9959874
0.222,20.326427,0.40000558,-1.5934808e-07,0.3999995,1.000002,0.9919965,1.0000035,0.9959874
0.224,20.326422,0.40000555,-1.6069234e-07,0.3999995,1.000002,0.9919965,1.0000035,0.9959874
0.226,20.326416,0.40000555,-1.6203482e-07,0.3999995,1.000002,0.9919965,1.0000035,0.9959874
0.228,20.32641,0.40000555,-1.633755e-07,0.3999995,1.000002,0.9919965,1.0000035,0.9959874
0.23,20.326405,0.40000555,-1.6471441e-07,0.3999995,1.000002,0.9919965,1.0000035,0.9959874
0.232,20.326399,0.40000552,-1.6605152e-07,0.3999995,1.000002,0.99199647,1.0000035,0.9959874
0.234,20.326393,0.40000552,-1.6738684e-07,0.3999995,1.000002,0.99199647,1.0000035,0.9959874
0.236,20.326387,0.40000552,-1.6872038e-07,0.3999995,1.000002,0.99199647,1.0000035,0.9959874
0.238,20.32638,0.4000055,-1.7005213e-07,0.3999995,1.000002,0.99199647,1.0000035,0.99598736
0.24,20.326376,0.4000055,-1.7138208e-07,0.3999995,1.000002,0.99199647,1.0000035,0.99598736
0.242,20.326368,0.4000055,-1.7271026e-07,0.3999995,1.000002,0.99199647,1.0000035,0.99598736
0.244,20.32636,0.40000546,-1.7403664e-07,0.3999995,1.000002,0.99199647,1.0000035,0.99598736
0.246,20.326357,0.40000546,-1.7536124e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.248,20.32635,0.40000546,-1.7668404e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.25,20.326344,0.40000543,-1.7800505e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.252,20.326336,0.40000543,-1.7932427e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.254,20.32633,0.40000543,-1.8064172e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.256,20.326324,0.4000054,-1.8195736e-07,0.3999995,1.0000019,0.99199647,1.0000035,0.99598736
0.258,20.326317,0.4000054,-1.8327123e-07,0.3999995,1.0000019,0.9919964,1.0000035,0.99598736
0.26,20.326311,0.4000054,-1.845833e-07,0.3999995,1.0000019,0.9919964,1.0000035,0.99598736
0.262,20.326303,0.40000537,-1.8589358e-07,0.3999995,1.0000019,0.9919964,1.0000035,0.9959873
0.264,20.326298,0.40000537,-1.871638e-07,0.3999995,1.0000019,0.9919964,1.0000035,0.9959873
0.266,20.326292,0.40000537,-1.884281e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.268,20.326284,0.40000534,-1.8968939e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.27,20.326279,0.40000534,-1.9094765e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.272,20.326271,0.40000534,-1.9220286e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.274,20.326265,0.4000053,-1.9345507e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.276,20.32626,0.4000053,-1.9470423e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.278,20.326252,0.4000053,-1.9595036e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.28,20.326246,0.40000528,-1.9719347e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.282,20.326239,0.40000528,-1.9843355e-07,0.3999995,1.0000019,0.9919964,1.0000033,0.9959873
0.284,20.326231,0.40000528,-1.9967061e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.9959873
0.286,20.326225,0.40000525,-2.0090464e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.288,20.326218,0.40000525,-2.0213564e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.29,20.326212,0.40000522,-2.033636e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.292,20.326204,0.40000522,-2.0458855e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.294,20.326197,0.40000522,-2.0581045e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.296,20.32619,0.4000052,-2.0702933e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.298,20.326183,0.4000052,-2.0824518e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.3,20.326176,0.4000052,-2.0945801e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.302,20.326168,0.40000516,-2.106678e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.304,20.326162,0.40000516,-2.1187458e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.306,20.326155,0.40000516,-2.1307832e-07,0.3999995,1.0000019,0.99199635,1.0000033,0.99598724
0.308,20.326147,0.40000513,-2.1427903e-07,0.3999995,1.0000019,0.99199635,1.0000032,0.9959872
0.31,20.32614,0.40000513,-2.1547672e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.312,20.326132,0.4000051,-2.1667137e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.314,20.326126,0.4000051,-2.17863e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.316,20.326117,0.4000051,-2.190516e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.318,20.32611,0.40000507,-2.2023717e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.32,20.326103,0.40000507,-2.2141971e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.322,20.326096,0.40000504,-2.2259923e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.324,20.326088,0.40000504,-2.237757e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.326,20.32608,0.40000504,-2.2494916e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959872
0.328,20.326073,0.400005,-2.261196e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959871
0.33,20.326065,0.400005,-2.2728699e-07,0.3999995,1.0000019,0.9919963,1.0000032,0.9959871
0.332,20.326057,0.40000498,-2.2845136e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.334,20.32605,0.40000498,-2.2961271e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.336,20.326042,0.40000498,-2.3077102e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.338,20.326035,0.40000495,-2.3192631e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.34,20.326025,0.40000495,-2.3307857e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.342,20.326017,0.40000492,-2.342278e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.344,20.32601,0.40000492,-2.3537399e-07,0.3999995,1.0000018,0.9919962,1.0000032,0.9959871
0.346,20.326002,0.40000492,-2.3651717e-07,0.3999995,1.0000018,0.9919962,1.0000031,0.9959871
0.348,20.325994,0.4000049,-2.376573e-07,0.3999995,1.0000018,0.9919962,1.0000031,0.99598706
0.35,20.325985,0.4000049,-2.3879443e-07,0.3999995,1.0000018,0.9919962,1.0000031,0.99598706
0.352,20.325977,0.40000486,-2.399285e-07,0.3999995,1.0000018,0.9919962,1.0000031,0.99598706
0.354,20.32597,0.40000486,-2.4105958e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.356,20.325962,0.40000483,-2.421876e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.358,20.325953,0.40000483,-2.433126e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.36,20.325945,0.40000483,-2.4443457e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.362,20.325935,0.4000048,-2.455535e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.364,20.325928,0.4000048,-2.4666943e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.366,20.32592,0.40000477,-2.4778234e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.99598706
0.368,20.32591,0.40000477,-2.4889218e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.995987
0.37,20.325903,0.40000474,-2.49999e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.995987
0.372,20.325893,0.40000474,-2.5110282e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.995987
0.374,20.325886,0.40000474,-2.522036e-07,0.3999995,1.0000018,0.99199617,1.0000031,0.995987
0.376,20.325876,0.4000047,-2.5330135e-07,0.3999995,1.0000018,0.9919961,1.0000031,0.995987
0.378,20.325869,0.4000047,-2.5439607e-07,0.3999995,1.0000018,0.9919961,1.0000031,0.995987
0.38,20.32586,0.40000468,-2.5548775e-07,0.3999995,1.0000018,0.9919961,1.000003,0.995987
0.382,20.325851,0.40000468,-2.565764e-07,0.3999995,1.0000018,0.9919961,1.000003,0.995987
0.384,20.325842,0.40000466,-2.5766204e-07,0.3999995,1.0000018,0.9919961,1.000003,0.995987
0.386,20.325834,0.40000466,-2.5874465e-07,0.3999995,1.0000018,0.9919961,1.000003,0.99598694
0.388,20.325825,0.40000463,-2.5982422e-07,0.3999995,1.0000018,0.9919961,1.000003,0.99598694
0.39,20.325815,0.40000463,-2.6090078e-07,0.3999995,1.0000018,0.9919961,1.000003,0.99598694
0.392,20.325806,0.4000046,-2.619743e-07,0.3999995,1.0000018,0.9919961,1.000003,0.99598694
0.394,20.325798,0.4000046,-2.6304477e-07,0.3999995,1.0000018,0.9919961,1.000003,0.99598694
0.396,20.325788,0.4000046,-2.6411223e-07,0.3999995,1.0000018,0.99199605,1.000003,0.99598694
0.398,20.325779,0.40000457,-2.6517668e-07,0.3999995,1.0000018,0.99199605,1.000003,0.99598694
0.4,20.325771,0.40000457,-2.662381e-07,0.3999995,1.0000018,0.99199605,1.000003,0.99598694
0.402,20.325762,0.40000454,-2.6729646e-07,0.3999995,1.0000018,0.99199605,1.000003,0.99598694
0.404,20.325752,0.40000454,-2.683518e-07,0.3999995,1.0000018,0.99199605,1.000003,0.9959869
0.406,20.325743,0.4000045,-2.6940413e-07,0.3999995,1.0000017,0.99199605,1.000003,0.9959869
0.408,20.325735,0.4000045,-2.7045343e-07,0.3999995,1.0000017,0.99199605,1.000003,0.9959869
0.41,20.325724,0.40000448,-2.714997e-07,0.3999995,1.0000017,0.99199605,1.000003,0.9959869
0.412,20.325716,0.40000448,-2.725429e-07,0.3999995,1.0000017,0.99199605,1.0000029,0.9959869
0.414,20.325706,0.40000445,-2.735831e-07,0.3999995,1.0000017,0.99199605,1.0000029,0.9959869
0.416,20.325697,0.40000445,-2.746203e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959869
0.418,20.325687,0.40000442,-2.7565446e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959869
0.42,20.325678,0.40000442,-2.7668557e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959869
0.422,20.325668,0.4000044,-2.7771367e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.424,20.325659,0.4000044,-2.7873872e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.426,20.32565,0.40000436,-2.7976077e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.428,20.32564,0.40000436,-2.8077977e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.43,20.325628,0.40000433,-2.8179576e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.432,20.32562,0.40000433,-2.828087e-07,0.3999995,1.0000017,0.991996,1.0000029,0.9959868
0.434,20.32561,0.4000043,-2.8381862e-07,0.3999995,1.0000017,0.99199593,1.0000029,0.9959868
0.436,20.3256,0.4000043,-2.8482552e-07,0.3999995,1.0000017,0.99199593,1.0000029,0.9959868
0.438,20.325592,0.40000427,-2.8582937e-07,0.3999995,1.0000017,0.99199593,1.0000029,0.99598676
0.44,20.32558,0.40000427,-2.8683021e-07,0.3999995,1.0000017,0.99199593,1.0000029,0.99598676
0.442,20.325571,0.40000424,-2.8782804e-07,0.3999995,1.0000017,0.99199593,1.0000027,0.99598676
0.444,20.325562,0.40000424,-2.888228e-07,0.3999995,1.0000017,0.99199593,1.0000027,0.99598676
0.446,20.32555,0.4000042,-2.8981455e-07,0.3999995,1.0000017,0.99199593,1.0000027,0.99598676
0.448,20.32554,0.4000042,-2.9080329e-07,0.3999995,1.0000017,0.99199593,1.0000027,0.99598676
0.45,20.32553,0.40000418,-2.9178898e-07,0.3999995,1.0000017,0.99199593,1.0000027,0.99598676
0.452,20.325521,0.40000418,-2.9277166e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.99598676
0.454,20.325512,0.40000415,-2.937513e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.456,20.3255,0.40000415,-2.947279e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.458,20.32549,0.40000412,-2.9570148e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.46,20.32548,0.40000412,-2.9667203e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.462,20.32547,0.4000041,-2.9763956e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.464,20.325459,0.4000041,-2.9860405e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.466,20.325447,0.40000406,-2.9956553e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.468,20.325438,0.40000403,-3.0052396e-07,0.3999995,1.0000017,0.9919959,1.0000027,0.9959867
0.47,20.325428,0.40000403,-3.0147936e-07,0.3999995,1.0000017,0.9919958,1.0000026,0.99598664
0.472,20.325417,0.400004,-3.0243174e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.474,20.325407,0.400004,-3.033811e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.476,20.325397,0.40000397,-3.0432744e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.478,20.325384,0.40000397,-3.0527073e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.48,20.325375,0.40000394,-3.06211e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.482,20.325365,0.40000394,-3.0714824e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.99598664
0.484,20.325352,0.4000039,-3.0808246e-07,0.3999995,1.0000015,0.9919958,1.0000026,0.9959866
0.486,20.325342,0.4000039,-3.0901364e-07,0.3999995,1.0000015,0.99199575,1.0000026,0.9959866
0.488,20.325333,0.40000388,-3.0994178e-07,0.3999995,1.0000015,0.99199575,1.0000026,0.9959866
0.49,20.32532,0.40000385,-3.108669e-07,0.3999995,1.0000015,0.99199575,1.0000026,0.9959866
0.492,20.32531,0.40000385,-3.1178902e-07,0.3999995,1.0000015,0.99199575,1.0000026,0.9959866
0.494,20.3253,0.40000382,-3.127081e-07,0.3999995,1.0000015,0.99199575,1.0000026,0.9959866
0.496,20.325287,0.40000382,-3.1362413e-07,0.3999995,1.0000015,0.99199575,1.0000025,0.9959866
0.498,20.325277,0.4000038,-3.1453715e-07,0.3999995,1.0000015,0.99199575,1.0000025,0.9959866
0.5,20.325266,0.4000038,-3.1544712e-07,0.3999995,1.0000015,0.99199575,1.0000025,0.9959865
0.502,20.325254,0.40000376,-3.163541e-07,0.3999995,1.0000015,0.99199575,1.0000025,0.9959865
0.504,20.325243,0.40000373,-3.17258e-07,0.3999995,1.0000015,0.9919957,1.0000025,0.9959865
0.506,20.325233,0.40000373,-3.181589e-07,0.3999995,1.0000015,0.9919957,1.0000025,0.9959865
