Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,36.640797,0.4786249,0.4000000059604645,0.0,0.8507862,0.8505985,0.8942224,0.870706
0.002,36.640465,0.47861868,0.4000000059604645,-1.8369446e-05,0.8507863,0.8505984,0.89422214,0.87070584
0.002,36.640465,0.09315945,0.4000000059604645,-1.8369446e-05,0.8977227,0.9305981,0.9577049,0.9439428
0.004,36.641094,0.10183995,0.4000000059604645,5.227785e-05,0.89677787,0.93013984,0.9574687,0.9436051
0.006,36.64423,0.11006406,0.4000000059604645,0.00012094563,0.8959811,0.9297589,0.9572787,0.9433286
0.008,36.649807,0.11786063,0.4000000059604645,0.00018773723,0.8953181,0.92944795,0.9571306,0.94310737
0.01,36.65775,0.12525669,0.4000000059604645,0.00025274942,0.894776,0.9292004,0.9570204,0.94293606
0.012,36.668003,0.1322776,0.4000000059604645,0.00031607292,0.8943431,0.9290101,0.95694435,0.94281
0.014,36.680508,0.13894708,0.4000000059604645,0.00037779263,0.8940087,0.92887145,0.95689917,0.94272476
0.016,36.695206,0.14528742,0.4000000059604645,0.0004379881,0.8937631,0.9287796,0.95688176,0.9426763
0.018,36.71204,0.15131944,0.4000000059604645,0.00049673393,0.89359754,0.9287298,0.95688945,0.942661
0.02,36.73097,0.15706272,0.4000000059604645,0.00055409985,0.893504,0.92871785,0.9569196,0.9426755
0.022,36.751938,0.16253552,0.4000000059604645,0.00061015127,0.8934752,0.92874,0.9569699,0.9427167
0.024,36.7749,0.16775502,0.4000000059604645,0.0006649494,0.89350444,0.9287928,0.95703834,0.94278204
0.026,36.799816,0.17273727,0.4000000059604645,0.0007185517,0.89358574,0.928873,0.9571229,0.9428688
0.028,36.826637,0.17749731,0.4000000059604645,0.00077101175,0.8937137,0.9289778,0.9572219,0.94297487
0.03,36.855328,0.18204926,0.4000000059604645,0.00082237995,0.89388335,0.92910445,0.95733374,0.943098
0.032,36.88585,0.18640631,0.4000000059604645,0.0008727034,0.8940901,0.92925066,0.95745695,0.94323635
0.034,36.918163,0.19058083,0.4000000059604645,0.0009220262,0.89432997,0.9294142,0.95759016,0.9433882
0.036,36.952236,0.1945844,0.4000000059604645,0.00097038987,0.89459914,0.92959315,0.95773226,0.943552
