Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.334238120791895,0.40000002555787134,0.4,0.0,0.9999999917469706,0.9919935380858338,0.9999999956670121,0.995984172865126
1.0058283805847169e-10,34.33423812079189,0.40000002555787134,0.4,-3.002890582510093e-19,0.9999999917469706,0.9919935380858338,0.9999999956670121,0.995984172865126
1.0058283805847169e-10,34.33423812079189,0.40000002555787134,0.4,-3.002890582510093e-19,0.9999999917469706,0.9919935380858338,0.9999999956670121,0.995984172865126
0.002,34.334238120684404,0.4000000255552262,0.4,-5.970980008024197e-12,0.9999999917470423,0.9919935380858939,0.9999999956670478,0.9959841728651732
0.004,34.334238120361995,0.4000000255473305,0.4,-1.1940169459335456e-11,0.9999999917472567,0.9919935380860732,0.9999999956671541,0.995984172865314
0.006,34.33423811982475,0.4000000255342434,0.4,-1.7906348814147902e-11,0.9999999917476137,0.9919935380863713,0.999999995667331,0.9959841728655481
0.008,34.334238119072786,0.40000002551602415,0.4,-2.3868312369392132e-11,0.999999991748112,0.9919935380867874,0.9999999956675781,0.995984172865875
0.01,34.33423811810629,0.40000002549272984,0.4,-2.982486813117791e-11,0.9999999917487516,0.9919935380873204,0.9999999956678945,0.9959841728662938
0.012,34.334238116925476,0.4000000254644174,0.4,-3.577483758998267e-11,0.9999999917495316,0.9919935380879701,0.9999999956682806,0.9959841728668046
0.014,34.334238115530596,0.40000002543114355,0.4,-4.1717055552042846e-11,0.9999999917504512,0.9919935380887352,0.9999999956687352,0.9959841728674059
0.016,34.334238113921955,0.4000000253929631,0.4,-4.765037002262484e-11,0.9999999917515096,0.9919935380896153,0.9999999956692582,0.9959841728680978
0.018,34.3342381120999,0.400000025349931,0.4,-5.3573641961758656e-11,0.999999991752706,0.9919935380906093,0.9999999956698492,0.9959841728688792
0.02,34.33423811006479,0.4000000253021019,0.4,-5.94857451956103e-11,0.9999999917540402,0.9919935380917164,0.9999999956705075,0.9959841728697498
0.022,34.334238107817065,0.4000000252495295,0.4,-6.538556621977166e-11,0.9999999917555109,0.9919935380929361,0.999999995671233,0.9959841728707091
0.024,34.33423810535719,0.4000000251922661,0.4,-7.127200417764406e-11,0.9999999917571173,0.9919935380942673,0.999999995672025,0.9959841728717561
0.026,34.33423810268565,0.4000000251303652,0.4,-7.714397059239374e-11,0.9999999917588587,0.991993538095709,0.999999995672883,0.9959841728728901
0.028,34.33423809980301,0.40000002506387844,0.4,-8.300038934965868e-11,0.9999999917607342,0.9919935380972607,0.9999999956738065,0.9959841728741109
0.03,34.334238096709825,0.4000000249928573,0.4,-8.884019658298112e-11,0.9999999917627429,0.9919935380989214,0.9999999956747953,0.9959841728754174
0.032,34.334238093406725,0.4000000249173536,0.4,-9.466234044683455e-11,0.9999999917648837,0.9919935381006901,0.9999999956758485,0.9959841728768092
0.034,34.33423808989436,0.4000000248374177,0.4,-1.0046578124848412e-10,0.9999999917671559,0.9919935381025661,0.999999995676966,0.9959841728782854
0.036,34.33423808617342,0.40000002475310076,0.4,-1.06249491169134e-10,0.9999999917695587,0.9919935381045483,0.9999999956781468,0.9959841728798455
0.038,34.334238082244646,0.40000002466445217,0.4,-1.1201245430932209e-10,0.9999999917720905,0.9919935381066358,0.9999999956793907,0.9959841728814888
0.04,34.33423807810878,0.4000000245715225,0.4,-1.17753666459785e-10,0.9999999917747511,0.991993538108828,0.9999999956806972,0.9959841728832143
0.042,34.334238073766656,0.40000002447436084,0.4,-1.23472135170631e-10,0.9999999917775388,0.9919935381111237,0.9999999956820655,0.9959841728850216
0.044,34.334238069219076,0.40000002437301646,0.4,-1.2916687966271236e-10,0.9999999917804528,0.9919935381135219,0.9999999956834954,0.9959841728869098
0.046,34.33423806446693,0.4000000242675382,0.4,-1.3483693062226863e-10,0.9999999917834921,0.9919935381160216,0.999999995684986,0.9959841728888783
0.048,34.33423805951113,0.4000000241579757,0.4,-1.4048133035008046e-10,0.9999999917866558,0.9919935381186222,0.9999999956865371,0.9959841728909261
0.05,34.334238054352596,0.4000000240443771,0.4,-1.4609913264041725e-10,0.9999999917899427,0.9919935381213225,0.9999999956881478,0.9959841728930526
0.052,34.33423804899232,0.4000000239267908,0.4,-1.516894026556615e-10,0.9999999917933512,0.9919935381241214,0.9999999956898177,0.9959841728952572
0.054,34.334238043431306,0.40000002380526495,0.4,-1.5725121689604575e-10,0.9999999917968808,0.9919935381270182,0.9999999956915462,0.9959841728975388
0.056,34.33423803767059,0.4000000236798478,0.4,-1.627836632947651e-10,0.99999999180053,0.9919935381300117,0.9999999956933328,0.9959841728998969
0.058,34.334238031711244,0.4000000235505872,0.4,-1.6828584105369182e-10,0.999999991804298,0.9919935381331009,0.9999999956951766,0.9959841729023305
0.06,34.334238025554384,0.40000002341753127,0.4,-1.7375686063256724e-10,0.9999999918081829,0.9919935381362849,0.9999999956970774,0.995984172904839
0.062,34.33423801920114,0.40000002328072676,0.4,-1.7919584373387016e-10,0.9999999918121841,0.9919935381395625,0.9999999956990343,0.9959841729074214
0.064,34.33423801265268,0.4000000231402226,0.4,-1.846019232401289e-10,0.9999999918163004,0.9919935381429327,0.9999999957010468,0.995984172910077
0.066,34.334238005910215,0.4000000229960654,0.4,-1.8997424330254908e-10,0.9999999918205301,0.9919935381463943,0.9999999957031142,0.9959841729128048
0.068,34.334237998974956,0.40000002284830266,0.4,-1.9531195920482964e-10,0.9999999918248722,0.9919935381499466,0.9999999957052359,0.9959841729156043
0.07,34.33423799184818,0.4000000226969823,0.4,-2.0061423735451625e-10,0.9999999918293256,0.9919935381535885,0.9999999957074115,0.9959841729184743
0.072,34.334237984531164,0.4000000225421508,0.4,-2.0588025532191097e-10,0.9999999918338888,0.9919935381573186,0.99999999570964,0.9959841729214143
0.074,34.33423797702524,0.400000022383856,0.4,-2.1110920178386954e-10,0.9999999918385603,0.9919935381611359,0.9999999957119209,0.995984172924423
0.076,34.33423796933175,0.400000022222145,0.4,-2.1630027655406418e-10,0.9999999918433392,0.9919935381650395,0.9999999957142537,0.9959841729275001
0.078,34.33423796145208,0.400000022057065,0.4,-2.214526905073261e-10,0.999999991848224,0.9919935381690284,0.9999999957166374,0.9959841729306443
0.08,34.334237953387635,0.40000002188866307,0.4,-2.2656566567691958e-10,0.9999999918532134,0.9919935381731011,0.9999999957190718,0.9959841729338549
0.082,34.33423794513984,0.4000000217169865,0.4,-2.3163843519833922e-10,0.9999999918583058,0.9919935381772567,0.9999999957215557,0.9959841729371309
0.084,34.33423793671016,0.4000000215420825,0.4,-2.366702432120356e-10,0.9999999918635001,0.991993538181494,0.999999995724089,0.9959841729404717
0.086,34.33423792810008,0.4000000213639978,0.4,-2.416603449779827e-10,0.9999999918687948,0.9919935381858119,0.9999999957266706,0.9959841729438762
0.088,34.33423791931112,0.4000000211827801,0.4,-2.4660800687783973e-10,0.9999999918741885,0.9919935381902093,0.9999999957293,0.9959841729473432
0.09,34.33423791034482,0.4000000209984762,0.4,-2.515125063457781e-10,0.99999999187968,0.9919935381946852,0.9999999957319764,0.9959841729508724
0.092,34.33423790120275,0.4000000208111333,0.4,-2.5637313187064326e-10,0.9999999918852677,0.9919935381992381,0.9999999957346992,0.9959841729544626
0.094,34.33423789188649,0.40000002062079854,0.4,-2.611891831321384e-10,0.9999999918909499,0.9919935382038669,0.9999999957374678,0.9959841729581128
0.096,34.334237882397666,0.40000002042751936,0.4,-2.6595997075871994e-10,0.9999999918967255,0.9919935382085706,0.9999999957402811,0.995984172961822
0.098,34.33423787273792,0.400000020231343,0.4,-2.706848165740255e-10,0.999999991902593,0.9919935382133481,0.9999999957431389,0.9959841729655898
0.1,34.33423786290892,0.40000002003231644,0.4,-2.753630534952763e-10,0.9999999919085508,0.9919935382181979,0.9999999957460401,0.9959841729694145
0.102,34.334237852912345,0.4000000198304867,0.4,-2.7999402551382234e-10,0.9999999919145977,0.9919935382231192,0.9999999957489843,0.9959841729732959
0.104,34.33423784274992,0.40000001962590165,0.4,-2.8457708766271776e-10,0.999999991920732,0.9919935382281105,0.9999999957519706,0.9959841729772325
0.106,34.334237832423376,0.40000001941860885,0.4,-2.89111606273957e-10,0.9999999919269522,0.9919935382331707,0.9999999957549983,0.9959841729812238
0.108,34.33423782193447,0.40000001920865536,0.4,-2.935969587104303e-10,0.999999991933257,0.9919935382382986,0.9999999957580668,0.9959841729852683
0.11,34.33423781128499,0.4000000189960881,0.4,-2.9803253339402514e-10,0.9999999919396444,0.9919935382434929,0.9999999957611752,0.9959841729893656
0.112,34.334237800476735,0.400000018780955,0.4,-3.024177300801558e-10,0.9999999919461134,0.9919935382487526,0.9999999957643226,0.9959841729935143
0.114,34.334237789511526,0.4000000185633037,0.4,-3.067519594448882e-10,0.9999999919526623,0.9919935382540763,0.9999999957675088,0.9959841729977138
0.116,34.33423777839121,0.40000001834318144,0.4,-3.1103464346106694e-10,0.9999999919592895,0.9919935382594627,0.9999999957707324,0.9959841730019627
0.118,34.334237767117656,0.40000001812063624,0.4,-3.152652152188984e-10,0.9999999919659935,0.9919935382649108,0.9999999957739933,0.9959841730062605
0.12,34.33423775569275,0.40000001789571527,0.4,-3.194431190318716e-10,0.9999999919727728,0.9919935382704194,0.9999999957772906,0.9959841730106062
0.122,34.3342377441184,0.400000017668466,0.4,-3.235678103373223e-10,0.9999999919796259,0.9919935382759869,0.9999999957806233,0.9959841730149984
0.124,34.33423773239651,0.4000000174389369,0.4,-3.2763875574831256e-10,0.9999999919865511,0.9919935382816124,0.9999999957839907,0.9959841730194364
0.126,34.33423772052905,0.4000000172071749,0.4,-3.316554331271268e-10,0.9999999919935467,0.9919935382872945,0.9999999957873922,0.9959841730239191
0.128,34.33423770851798,0.4000000169732284,0.4,-3.356173315096142e-10,0.9999999920006116,0.9919935382930322,0.9999999957908271,0.9959841730284458
0.13,34.33423769636527,0.40000001673714436,0.4,-3.3952395115922973e-10,0.9999999920077437,0.9919935382988236,0.9999999957942942,0.9959841730330149
0.132,34.334237684072924,0.4000000164989714,0.4,-3.433748035929741e-10,0.9999999920149417,0.9919935383046683,0.9999999957977933,0.9959841730376261
0.134,34.33423767164296,0.40000001625875703,0.4,-3.4716941140630006e-10,0.9999999920222039,0.9919935383105644,0.9999999958013234,0.995984173042278
0.136,34.33423765907741,0.4000000160165489,0.4,-3.509073085584503e-10,0.9999999920295288,0.9919935383165108,0.9999999958048836,0.9959841730469696
0.138,34.33423764637832,0.40000001577239525,0.4,-3.5458804017790884e-10,0.9999999920369149,0.9919935383225065,0.9999999958084735,0.9959841730517002
0.14,34.33423763354776,0.400000015526344,0.4,-3.582111626294121e-10,0.9999999920443604,0.9919935383285499,0.999999995812092,0.9959841730564685
0.142,34.334237620587814,0.40000001527844303,0.4,-3.617762435247573e-10,0.9999999920518637,0.99199353833464,0.9999999958157385,0.9959841730612736
0.144,34.334237607500576,0.4000000150287402,0.4,-3.6528286175955045e-10,0.9999999920594231,0.9919935383407752,0.9999999958194121,0.9959841730661144
0.146,34.334237594288155,0.40000001477728386,0.4,-3.687306074094472e-10,0.9999999920670376,0.9919935383469545,0.9999999958231122,0.9959841730709901
0.148,34.33423758095268,0.4000000145241213,0.4,-3.7211908187065995e-10,0.999999992074705,0.9919935383531765,0.999999995826838,0.9959841730758994
0.15,34.334237567496295,0.4000000142693009,0.4,-3.754478976632479e-10,0.9999999920824237,0.9919935383594402,0.9999999958305886,0.9959841730808418
0.152,34.334237553921156,0.40000001401287055,0.4,-3.7871667869916146e-10,0.9999999920901921,0.9919935383657439,0.9999999958343633,0.9959841730858155
0.154,34.33423754022942,0.40000001375487854,0.4,-3.819250600574307e-10,0.9999999920980089,0.9919935383720864,0.9999999958381613,0.9959841730908201
0.156,34.33423752642327,0.4000000134953723,0.4,-3.8507268805117663e-10,0.9999999921058722,0.9919935383784667,0.9999999958419821,0.9959841730958544
0.158,34.33423751250492,0.4000000132344004,0.4,-3.8815922028597564e-10,0.9999999921137805,0.9919935383848835,0.9999999958458246,0.9959841731009176
0.16,34.33423749847655,0.40000001297201054,0.4,-3.911843256187881e-10,0.9999999921217321,0.9919935383913352,0.999999995849688,0.9959841731060083
0.162,34.33423748434039,0.40000001270825053,0.4,-3.9414768408446234e-10,0.9999999921297255,0.9919935383978207,0.9999999958535717,0.9959841731111256
0.164,34.33423747009866,0.4000000124431684,0.4,-3.970489869822007e-10,0.999999992137759,0.9919935384043388,0.9999999958574749,0.9959841731162687
0.166,34.33423745575361,0.4000000121768123,0.4,-3.9988793681503315e-10,0.999999992145831,0.9919935384108881,0.9999999958613968,0.9959841731214366
0.168,34.33423744130748,0.40000001190922996,0.4,-4.0266424730927245e-10,0.99999999215394,0.9919935384174676,0.9999999958653367,0.9959841731266281
0.17,34.334237426762535,0.40000001164046894,0.4,-4.0537764340154394e-10,0.9999999921620841,0.9919935384240756,0.9999999958692938,0.9959841731318422
0.172,34.33423741212105,0.4000000113705775,0.4,-4.080278612085225e-10,0.9999999921702618,0.991993538430711,0.9999999958732672,0.9959841731370779
0.174,34.33423739738529,0.4000000110996029,0.4,-4.1061464813285367e-10,0.9999999921784716,0.9919935384373727,0.9999999958772563,0.9959841731423342
