Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.048,38.7615500464934,0.40395651586047154,0.4,-0.0011430130906241308,0.9926115948351297,0.9875599355106544,0.997053587644479,0.9922955742236975
5.05,38.72038763555286,0.4034043768467726,0.4,-0.0011437660048190179,0.9925718895657046,0.9875400886571891,0.997039515967974,0.992278484446107
5.052,38.679200441443804,0.4028533478388076,0.4,-0.001144389978556087,0.9925322195595674,0.98752023779041,0.9970254374169379,0.9922613887294859
5.054,38.63799310105072,0.4023034904190526,0.4,-0.0011448852904498794,0.9924925898299235,0.9875003855821887,0.9970113539032354,0.9922442893849526
5.056,38.59677024097008,0.40175486575223746,0.4,-0.001145252233427957,0.9924530053944988,0.9874805347174181,0.996997267349298,0.9922271887356452
5.058,38.5555364769968,0.40120753457903435,0.4,-0.0011454911146312145,0.9924134712747812,0.9874606878934936,0.9969831796877328,0.9922100891162609
5.06,38.514296413614396,0.4006615572098885,0.4,-0.001145602255312741,0.9923739924952566,0.9874408478197895,0.9969690928609246,0.9921929928725887
5.062,38.47305464348878,0.4001169935189823,0.4,-0.0011455859907352644,0.9923345740826334,0.9874210172171227,0.9969550088206323,0.9921759023610339
5.064,38.43181574696584,0.39957390293833817,0.4,-0.001145442670067214,0.9922952210650606,0.987401198817211,0.9969409295275784,0.9921588199481349
5.066,38.390584291572615,0.3990323444520562,0.4,-0.0011451726562774279,0.9922559384713368,0.9873813953621218,0.996926856951033,0.992141748010073
5.068,38.349364831522486,0.39849237659068876,0.4,-0.0011447763260285433,0.9922167313301108,0.9873616096037117,0.9969127930683901,0.9921246889321742
5.07,38.308161907224076,0.39795405742575496,0.4,-0.0011442540695690959,0.9921776046690782,0.9873418443030615,0.9968987398647409,0.9921076451084063
5.072,38.266980044794224,0.3974174445643883,0.4,-0.0011436062906243663,0.9921385635141666,0.9873221022299004,0.9968846993324386,0.9920906189408677
5.074,38.22582375557465,0.39688259514412294,0.4,-0.0011428334062859996,0.992099612888718,0.9873023861620266,0.9968706734706618,0.9920736128392708
5.076,38.1846975356529,0.39634956582781666,0.4,-0.0011419358469004352,0.992060757812664,0.9872826988847192,0.9968566642849701,0.9920566292204205
5.078,38.14360586538711,0.3958184127987089,0.4,-0.0011409140559561757,0.9920220033016948,0.987263043190144,0.9968426737868548,0.9920396705076854
5.08,38.10255320893504,0.3952891917556184,0.4,-0.0011397684899699314,0.9919833543664239,0.987243421876755,0.9968287039932883,0.9920227391304652
5.082,38.061544013787014,0.3947619579082711,0.4,-0.0011384996183716619,0.9919448160115485,0.9872238377486883,0.9968147569262668,0.9920058375236535
5.084,38.02058271030319,0.39423676597276996,0.4,-0.001137107923388561,0.9919063932350035,0.987204293615153,0.9968008346123499,0.991988968127095
5.086,37.97967371125493,0.393713670167195,0.4,-0.0011355938999280041,0.991868091027114,0.9871847922898145,0.9967869390821967,0.9919721333850385
5.088,37.938821411370526,0.3931927242073412,0.4,-0.001133958055459501,0.9918299143697434,0.9871653365901765,0.9967730723700987,0.991955335745587
5.09,37.89803018688496,0.3926739813025882,0.4,-0.00113220090989567,0.9917918682354373,0.9871459293369561,0.9967592365135093,0.9919385776601434
5.092,37.85730439509422,0.3921574941519067,0.4,-0.0011303229954722836,0.9917539575865665,0.9871265733534564,0.9967454335525703,0.9919218615828522
5.094,37.81664837391375,0.39164331493999455,0.4,-0.0011283248566274016,0.9917161873744665,0.987107271464936,0.9967316655296373,0.9919051899700406
5.096,37.77606644144151,0.3911314953335482,0.4,-0.001126207049879635,0.9916785625385768,0.9870880264979744,0.9967179344888015,0.9918885652796541
5.098,37.73556289552508,0.3906220864776644,0.4,-0.0011239701437055567,0.9916410880055758,0.9870688412798347,0.996704242475409,0.99187198997069
5.1,37.695142013333516,0.390115138992374,0.4,-0.0011216147184163058,0.9916037686885185,0.9870497186378252,0.9966905915355802,0.9918554665026326
5.102,37.654808050933525,0.3896107029693043,0.4,-0.0011191413660334056,0.9915666094859698,0.9870306613986564,0.9966769837157252,0.9918389973348797
5.104,37.61456524287015,0.3891088279684745,0.4,-0.0011165506901638343,0.9915296152811409,0.9870116723877987,0.9966634210620613,0.9918225849261744
5.106,37.57441780175188,0.38860956301521454,0.4,-0.0011138433058743623,0.9914927909410237,0.9869927544288383,0.9966499056201259,0.9918062317340317
5.108,37.53436991784043,0.38811295659721745,0.4,-0.0011110198395652084,0.9914561413155271,0.9869739103428294,0.9966364394342913,0.9917899402141653
5.11,37.49442575864501,0.3876190566617138,0.4,-0.0011080809288430268,0.991419671236613,0.9869551429476493,0.9966230245472774,0.9917737128199137
5.112,37.45458946852121,0.38712791061277624,0.4,-0.0011050272223932691,0.9913833855174347,0.9869364550573502,0.9966096629996642,0.9917575520016652
5.114,37.414865168274446,0.3866395653087449,0.4,-0.0011018593798519292,0.9913472889514775,0.9869178494815126,0.9965963568294072,0.9917414602062851
5.116,37.375256954768034,0.3861540670597801,0.4,-0.0010985780716767268,0.9913113863117003,0.9868993290245986,0.9965831080713473,0.9917254398765402
5.118,37.33576890053596,0.3856714616255354,0.4,-0.0010951839790177384,0.9912756823496801,0.9868808964853041,0.9965699187567266,0.9917094934505256
5.12,37.29640505340033,0.3851917942129538,0.4,-0.0010916777935875191,0.9912401817947594,0.9868625546559139,0.9965567909127022,0.9916936233610922
5.122,37.2571694360934,0.3847151094741835,0.4,-0.0010880602175307214,0.9912048893531982,0.9868443063216569,0.9965437265618614,0.9916778320352739
5.124,37.2180660458844,0.38424145150461403,0.4,-0.001084331963293268,0.9911698097073268,0.9868261542600631,0.996530727721738,0.9916621218937179
5.126,37.17909885421104,0.3837708638410294,0.4,-0.001080493753491084,0.991134947514706,0.9868081012403216,0.9965177964043298,0.9916464953501152
5.128,37.14027180631584,0.38330338945987924,0.4,-0.0010765463207784317,0.9911003074072888,0.9867901500226414,0.9965049346156191,0.9916309548106339
5.13,37.10158882088697,0.382839070775665,0.4,-0.0010724904077158523,0.9910658939905889,0.9867723033576145,0.9964921443550917,0.991615502673354
5.132,37.06305378970414,0.38237794963943944,0.4,-0.0010683267666377733,0.9910317118428522,0.9867545639855804,0.9964794276152623,0.9916001413277041
5.134,37.024670577289065,0.38192006733742156,0.4,-0.0010640561595197798,0.9909977655142364,0.9867369346359954,0.9964667863811982,0.9915848731539024
5.136,36.98644302056082,0.3814654645897212,0.4,-0.0010596793578456,0.9909640595259929,0.9867194180268037,0.996454222630048,0.9915697005223979
5.138,36.94837492849589,0.381014181549174,0.4,-0.0010551971424737983,0.9909305983696588,0.9867020168638115,0.9964417383305715,0.9915546257933179
5.14,36.91047008179311,0.38056625780028563,0.4,-0.0010506103035042424,0.9908973865062513,0.9866847338400665,0.996429335442673,0.9915396513159155
5.142,36.87273223254336,0.3801217323582847,0.4,-0.0010459196401443355,0.9908644283654711,0.98666757163524,0.9964170159169379,0.9915247794280231
5.144,36.83516510390422,0.37968064366827886,0.4,-0.0010411259605750654,0.990831728344912,0.9866505329150129,0.9964047816941718,0.9915100124555086
