Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSDC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.42,35.61933544202866,0.43190874999392104,0.4,-0.00014101902619622904,1.4081909167994582,1.000707122935091,0.9921771977265995,1.0001649317458448,0.9961652210475888
5.422,35.61412509768515,0.4316973610787132,0.4,-0.0001484362013673039,1.4083026164552694,1.0007132036129216,0.9921826094048201,1.0001683210644998,0.9961695847668998
5.424,35.608648642468616,0.4314817308648815,0.4,-0.0001558027992143128,1.4084112068588988,1.0007194613745394,0.9921881596871908,1.0001717974573638,0.9961740604667889
5.426,35.602907914851784,0.431261904219475,0.4,-0.00016311783877504522,1.4085166803298559,1.0007258932486531,0.99219384625045,1.0001753593673588,0.9961786462079739
5.428,35.596904788430926,0.4310379265263561,0.4,-0.00017038034972220682,1.4086190297767467,1.000732496236662,0.9921996667498669,1.0001790052233668,0.9961833400334749
5.43,35.5906411715409,0.4308098436783476,0.4,-0.00017758937248224472,1.4087182487004106,1.0007392673134925,0.9922056188199656,1.0001827334407543,0.9961881399692434
5.432,35.58411900686587,0.43057770206931756,0.4,-0.00018474395835233953,1.408814331196884,1.0007462034284482,0.9922117000752545,1.0001865424219007,0.9961930440247975
5.434,35.57734027104592,0.4303415485862088,0.4,-0.00019184316961551082,1.40890727196019,1.000753301506058,0.9922179081109603,1.0001904305567293,0.9961980501938572
5.436,35.57030697427947,0.43010143060100486,0.4,-0.00019888607965387402,1.4089970662849527,1.0007605584469375,0.992224240503765,1.000194396223241,0.9962031564549865
5.438,35.56302115992176,0.4298573959626417,0.4,-0.00020587177305997185,1.4090837100688314,1.000767971128651,0.9922306948125457,1.0001984377880468,0.9962083607722336
5.44,35.55548490407923,0.4296094929888639,0.4,-0.0002127993457462173,1.4091671998147772,1.000775536406582,0.9922372685791203,1.0002025536069095,0.9962136610957796
5.442,35.54770031520013,0.42935777045802215,0.4,-0.00021966790505239826,1.4092475326331078,1.0007832511148076,0.9922439593289926,1.0002067420252776,0.9962190553625832
5.444,35.53966953366119,0.42910227760081915,0.4,-0.0002264765698512804,1.4093247062434,1.000791112066976,0.9922507645721019,1.0002110013788297,0.9962245414970315
5.446,35.53139473135056,0.4288430640919992,0.4,-0.00023322447065223436,1.409398718976199,1.000799116057191,0.9922576818035752,1.000215329994013,0.9962301174115922
5.448,35.522878111247074,0.4285801800419895,0.4,-0.00023991074970292374,1.4094695697745416,1.0008072598608984,0.9922647085044798,1.0002197261885886,0.9962357810074643
5.45,35.51412190699587,0.42831367598848535,0.4,-0.0002465345610890062,1.4095372581952943,1.0008155402357755,0.9922718421425774,1.00022418827217,0.9962415301752326
5.452,35.50512838248042,0.42804360288798776,0.4,-0.00025309507083188365,1.4096017844103044,1.0008239539226254,0.9922790801730813,1.0002287145467714,0.9962473627955215
5.454,35.49589983139119,0.4277700121072924,0.4,-0.0002595914569844298,1.4096631492073624,1.0008324976462732,0.9922864200394126,1.000233303307348,0.9962532767396506
5.456,35.48643857679072,0.427492955414927,0.4,-0.00026602290972473254,1.4097213539909759,1.0008411681164633,0.9922938591739568,1.0002379528423402,0.9962592698702883
5.458,35.47674697067553,0.42721248497254627,0.4,-0.00027238863144780413,1.409776400782954,1.0008499620287614,0.9923013949988229,1.000242661434218,0.9962653400421082
5.46,35.466827393534665,0.42692865332627555,0.4,-0.00027868783685529503,1.4098282922228018,1.0008588760654547,0.992309024926599,1.0002474273600208,0.9962714851024418
5.462,35.45668225390507,0.42664151339801487,0.4,-0.0002849197530431434,1.4098770315679223,1.0008679068964563,0.9923167463611101,1.0002522488919015,0.9962777028919325
5.464,35.44631398792386,0.42635111847669377,0.4,-0.00029108361958719576,1.4099226226936294,1.0008770511802088,0.9923245566981741,1.000257124297667,0.9962839912451893
5.466,35.4357250588775,0.42605752220948895,0.4,-0.0002971786886267558,1.4099650700929671,1.000886305564588,0.9923324533263571,1.0002620518413152,0.9962903479914367
5.468,35.424917956748104,0.42576077859299666,0.4,-0.0003032042249460949,1.410004378876338,1.000895666687809,0.9923404336277261,1.0002670297835754,0.9962967709551653
5.47,35.41389519775673,0.4254609419643648,0.4,-0.0003091595060538605,1.410040554770939,1.000905131179329,0.992348494978602,1.000272056382443,0.9963032579567799
5.472,35.40265932390392,0.42515806699238906,0.4,-0.0003150438222604173,1.4100736041200053,1.000914695660752,0.9923566347503087,1.0002771298937134,0.9963098068132441
5.474,35.3912129025075,0.42485220866856865,0.4,-0.0003208564767530801,1.4101035338818615,1.0009243567467299,0.9923648503099206,1.0002822485715142,0.9963164153387257
5.476,35.37955852573764,0.424543422298124,0.4,-0.0003265967856692714,1.4101303516287804,1.0009341110458663,0.992373139021008,1.0002874106688335,0.9963230813452356
5.478,35.36769881014943,0.42423176349098335,0.4,-0.0003322640781675436,1.4101540655456506,1.0009439551616133,0.9923814982443784,1.0002926144380486,0.9963298026432668
5.48,35.35563639621277,0.42391728815273,0.4,-0.0003378576964964997,1.4101746844284513,1.0009538856931703,0.9923899253388148,1.0002978581314457,0.9963365770424276
5.482,35.34337394784007,0.4236000524755218,0.4,-0.000343376996061574,1.4101922176825368,1.0009638992363794,0.9923984176618118,1.0003031400017448,0.9963434023520757
5.484,35.33091415191128,0.4232801129289735,0.4,-0.0003488213454897051,1.4102066753207292,1.0009739923846162,0.992406972570306,1.0003084583026134,0.9963502763819425
5.486,35.31825971779688,0.422957526251014,0.4,-0.0003541901266918452,1.4102180679612213,1.0009841617296804,0.9924155874214031,1.0003138112891816,0.9963571969427581
5.488,35.30541337687852,0.4226323494387104,0.4,-0.0003594827349233374,1.4102264068252892,1.0009944038626806,0.9924242595731007,1.000319197218551,0.9963641618468708
5.49,35.29237788206761,0.4223046397390663,0.4,-0.000364698578842127,1.4102317037348167,1.001004715374915,0.9924329863850053,1.000324614350301,0.9963711689088607
5.492,35.27915600732176,0.42197445463979294,0.4,-0.00036983708056483733,1.410233971109631,1.0010150928587516,0.9924417652190471,1.0003300609469898,0.9963782159461512
5.494,35.265750547159314,0.42164185186005554,0.4,-0.00037489767572065734,1.4102332219646514,1.0010255329084987,0.9924505934401856,1.0003355352746521,0.9963853007796131
5.496,35.252164316171964,0.421306889341195,0.4,-0.0003798798135030734,1.4102294699068514,1.001036032121274,0.9924594684171123,1.0003410356032898,0.9963924212341649
5.498,35.23840014853555,0.42096962523742976,0.4,-0.00038478295671941264,1.410222729132036,1.0010465870978682,0.9924683875229475,1.0003465602073616,0.9963995751393674
5.5,35.22446089751905,0.4206301179065326,0.4,-0.000389606581838228,1.410213014421435,1.0010571944436013,0.9924773481359295,1.0003521073662647,0.9964067603300117
5.502,35.21034943499202,0.4202884259004905,0.4,-0.0003943501790344769,1.4102003411381139,1.0010678507691757,0.992486347640099,1.0003576753648113,0.9964139746467036
5.504,35.19606865093034,0.4199446079561464,0.4,-0.00039901325223252153,1.4101847252232023,1.001078552691521,0.9924953834259767,1.000363262493703,0.9964212159364386
5.506,35.18162145292051,0.419598722985822,0.4,-0.00040359531914693704,1.4101661831919439,1.001089296834633,0.9925044528912322,1.0003688670499948,0.9964284820531739
5.508,35.1670107656625,0.4192508300679281,0.4,-0.0004080959113211126,1.4101447321295675,1.0011000798304066,0.9925135534413491,1.0003744873375569,0.9964357708583917
5.51,35.15223953047126,0.4189009884375568,0.4,-0.00041251457416367353,1.4101203896869807,1.0011108983194605,0.9925226824902796,1.000380121667529,0.9964430802216558
5.512,35.13731070477692,0.41854925747706656,0.4,-0.0004168508669826805,1.4100931740762896,1.0011217489519564,0.9925318374610942,1.00038576835877,0.9964504080211635
5.514,35.12222726162386,0.41819569670665013,0.4,-0.00042110436301763597,1.4100631040661442,1.0011326283884074,0.9925410157866209,1.0003914257382998,0.9964577521442867
5.516,35.106992189168636,0.4178403657748993,0.4,-0.00042527464946927194,1.4100301989769128,1.0011435333004828,0.9925502149100787,1.000397092141735,0.996465110488109
5.518,35.09160849017682,0.4174833244493542,0.4,-0.00042936132752714723,1.4099944786756868,1.0011544603718,0.9925594322857022,1.000402765913719,0.9964724809599534
5.52,35.07607918151899,0.4171246326070529,0.4,-0.00043336401239501567,1.4099559635711183,1.0011654062987123,0.9925686653793576,1.0004084454083448,0.9964798614779038
5.522,35.060407293665804,0.4167643502250707,0.4,-0.00043728233331399315,1.4099146746080915,1.0011763677910845,0.9925779116691493,1.0004141289895714,0.9964872499713159
5.524,35.04459587018224,0.4164025373710597,0.4,-0.00044111593358350207,1.4098706332622317,1.0011873415730617,0.992587168646019,1.0004198150316306,0.996494644381323
