Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,iEEET1.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.952,33.76012352858774,0.38947964887706377,0.4,8.618483469251252e-05,1.4177906845460935,0.9999603260712563,0.9920351049979732,1.000009208451588,0.9960067636238964
6.954,33.763270164850304,0.38956268206185696,0.4,8.862501967860708e-05,1.4178486659723828,0.9999550846507346,0.9920314921668065,1.0000069570538421,0.9960038550499335
6.956,33.76650429251562,0.389647108066006,0.4,9.10454142498876e-05,1.417907533431406,0.9999498163834161,0.992027854685847,1.0000046916869438,0.9960009275392765
6.958,33.769825193328636,0.3897329096884294,0.4,9.344569685292288e-05,1.417967278052127,0.9999445220409368,0.992024193094391,1.0000024126709552,0.9959979815158535
6.96,33.7732321375315,0.3898200695649654,0.4,9.582555000217271e-05,1.4180278908757025,0.9999392023961586,0.9920205079334499,1.000000120326782,0.9959950174048264
6.962,33.77672438401066,0.3899085701715965,0.4,9.818466031732776e-05,1.418089362856927,0.9999338582230886,0.9920167997457006,0.9999978149761554,0.9959920356325599
6.964,33.78030118044533,0.38999839382768947,0.4,0.00010052271855989726,1.4181516848656766,0.9999284902967975,0.9920130690754382,0.9999954969416097,0.9959890366265871
6.966,33.78396176345719,0.39008952269924874,0.4,0.00010283941966902853,1.4182148476883403,0.9999230993933415,0.992009316468528,0.9999931665464654,0.99598602081558
6.968,33.78770535876149,0.39018193880218305,0.4,0.0001051344627965719,1.418278842029251,0.9999176862896808,0.9920055424723568,0.9999908241148067,0.9959829886293147
6.97,33.791531181319286,0.39027562400558546,0.4,0.00010740755134136716,1.4183436585121048,0.9999122517636013,0.9920017476357861,0.9999884699714637,0.995979940498641
6.972,33.795438435490944,0.3903705600350237,0.4,0.00010965839298276558,1.418409287681377,0.9999067965936356,0.9919979325091021,0.9999861044419911,0.9959768768554486
6.974,33.7994263151908,0.39046672847584485,0.4,0.00011188669971337224,1.4184757200037306,0.999901321558984,0.9919940976439703,0.9999837278526493,0.9959737981326361
6.976,33.803494004043074,0.39056411077648845,0.4,0.00011409218787102239,1.418542945869418,0.9998958274394362,0.9919902435933843,0.9999813405303832,0.9959707047640781
6.978,33.80764067553882,0.39066268825181033,0.4,0.00011627457816996941,1.4186109555936786,0.9998903150152935,0.9919863709116207,0.9999789428028036,0.9959675971845926
6.98,33.81186549319405,0.3907624420864185,0.4,0.00011843359573129778,1.4186797394181268,0.9998847850672907,0.9919824801541883,0.9999765349981661,0.9959644758299082
6.982,33.81616761070887,0.3908633533380149,0.4,0.00012056897011254765,1.4187492875121372,0.9998792383765185,0.9919785718777815,0.9999741174453505,0.9959613411366323
6.984,33.82054617212779,0.39096540294074933,0.4,0.00012268043533656377,1.4188195899742224,0.9998736757243459,0.9919746466402302,0.9999716904738412,0.9959581935422174
6.986,33.82500031200091,0.39106857170857795,0.4,0.0001247677299195481,1.4188906368334049,0.9998680978923449,0.9919707050004523,0.9999692544137061,0.9959550334849282
6.988,33.82952915554622,0.39117284033863253,0.4,0.00012683059689832976,1.418962418050583,0.99986250566221,0.9919667475184047,0.9999668095955759,0.9959518614038092
6.99,33.83413181881279,0.3912781894145955,0.4,0.00012886878385683892,1.4190349235198927,0.9998568998156852,0.991962774755034,0.9999643563506234,0.9959486777386506
6.992,33.838807408844964,0.39138459941007947,0.4,0.00013088204295179823,1.419108143070061,0.9998512811344841,0.991958787272227,0.999961895010542,0.9959454829299547
6.994,33.8435550238474,0.39149205069201587,0.4,0.0001328701309376123,1.4191820664657577,0.9998456504002159,0.9919547856327618,0.9999594259075238,0.9959422774189026
6.996,33.848373753351055,0.3916005235240477,0.4,0.00013483280919046806,1.4192566834089386,0.9998400083943083,0.9919507704002587,0.9999569493742402,0.9959390616473203
6.998,33.85326267837993,0.39170999806992535,0.4,0.00013676984373163438,1.4193319835401854,0.9998343558979305,0.991946742139129,0.9999544657438175,0.9959358360576438
7.0,33.858220871618784,0.3918204543969085,0.4,0.00013868100524997446,1.4194079564400406,0.9998286936919177,0.9919427014145258,0.9999519753498157,0.995932601092885
7.002,33.863247397581496,0.39193187247917194,0.4,0.00014056606912365193,1.4194845916303365,0.9998230225566948,0.9919386487922929,0.9999494785262073,0.9959293571965967
7.004,33.86834131278029,0.39204423220121243,0.4,0.0001424248154410436,1.4195618785755206,0.9998173432722008,0.9919345848389151,0.999946975607353,0.9959261048128382
7.006,33.87350166589566,0.3921575133612609,0.4,0.00014425702902085344,1.4196398066839764,0.9998116566178126,0.9919305101214664,0.9999444669279796,0.9959228443861385
7.008,33.878727497947004,0.3922716956746932,0.4,0.0001460624994314239,1.4197183653093388,0.9998059633722687,0.9919264252075589,0.9999419528231567,0.995919576361462
7.01,33.884017842463955,0.3923867587774449,0.4,0.0001478410210092558,1.4197975437518073,0.9998002643135934,0.9919223306652911,0.9999394336282729,0.9959163011841714
7.012,33.88937172565835,0.3925026822294273,0.4,0.00014959239287672064,1.4198773312594535,0.9997945602190216,0.9919182270631963,0.9999369096790123,0.995913019299992
7.014,33.89478816659685,0.39261944551794126,0.4,0.00015131641895897854,1.4199577170295252,0.9997888518649221,0.9919141149701898,0.99993438131133,0.9959097311549743
7.016,33.900266177374085,0.3927370280610927,0.4,0.00015301290800009152,1.4200386902097475,0.9997831400267218,0.9919099949555166,0.9999318488614273,0.9959064371954575
7.018,33.90580476328646,0.39285540921120776,0.4,0.00015468167357834554,1.4201202398996193,0.9997774254788301,0.9919058675886979,0.9999293126657272,0.9959031378680311
7.02,33.91140292300644,0.39297456825824495,0.4,0.00015632253412076587,1.4202023551517082,0.999771708994563,0.9919017334394783,0.9999267730608489,0.9958998336194982
7.022,33.91705964875733,0.39309448443320727,0.4,0.00015793531291683814,1.4202850249729406,0.9997659913460656,0.9918975930777714,0.9999242303835816,0.9958965248968358
7.024,33.922773926488595,0.39321513691155047,0.4,0.00015951983813142735,1.4203682383258895,0.9997602733042381,0.9918934470736056,0.9999216849708593,0.9958932121471571
7.026,33.928544736051556,0.39333650481659066,0.4,0.0001610759428169065,1.4204519841300602,0.9997545556386583,0.9918892959970701,0.9999191371597338,0.9958898958176718
7.028,33.93437105137557,0.39345856722290473,0.4,0.00016260346492448163,1.4205362512631727,0.9997488391175052,0.9918851404182589,0.9999165872873471,0.9958865763556465
7.03,33.9402518406446,0.3935813031597327,0.4,0.00016410224731472535,1.420621028562442,0.9997431245074834,0.9918809809072162,0.9999140356909054,0.9958832542083647
7.032,33.946186066474056,0.3937046916143691,0.4,0.0001655721377673119,1.4207063048258566,0.9997374125737457,0.9918768180338798,0.9999114827076507,0.9958799298230868
7.034,33.95217268608815,0.3938287115355549,0.4,0.0001670129889899653,1.4207920688134537,0.9997317040798175,0.9918726523680249,0.9999089286748318,0.9958766036470085
