Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSST1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
4.722,32.1692014308445,0.3656721274630244,0.4,-0.0008188058234936671,1.5260301753144057,1.0091802886425745,0.9976474602230011,1.0036956774378936,1.0006481463132053
4.724,32.139870767649846,0.3652437596392905,0.4,-0.0008106589113682336,1.5259915121389733,1.0091980320898775,0.9976598251616335,1.0037028940981438,1.0006577889839954
4.726,32.11083517152613,0.36482220161557943,0.4,-0.0008024134751518103,1.5259528719712545,1.009215495930854,0.99767198401598,1.0037099861113505,1.0006672681930617
4.728,32.08209816046904,0.36440750112493064,0.4,-0.0007940711206550772,1.5259142566238215,1.0092326810542869,0.9976839376466382,1.0037169543371867,1.000676584838672
4.73,32.05366319446882,0.36399970462967,0.4,-0.0007856334645416443,1.5258756678777847,1.0092495883896953,0.9976956869396904,1.0037237996479806,1.0006857398375602
4.732,32.025533675124976,0.363598857317384,0.4,-0.0007771021340296985,1.525837107482814,1.0092662189061976,0.9977072328056975,1.0037305229279194,1.0006947341240124
4.734,31.99771294527165,0.3632050030971427,0.4,-0.0007684787665927301,1.525798577157193,1.0092825736113793,0.9977185761786987,1.0037371250722626,1.000703568648955
4.736,31.970204288613832,0.36281818459597504,0.4,-0.0007597650096594724,1.5257600785878742,1.0092986535501662,0.9977297180152207,1.0037436069865615,1.0007122443790561
4.738,31.943010929374392,0.36243844315558504,0.4,-0.0007509625203130509,1.525721613430564,1.0093144598036956,0.9977406592932915,1.003749969585887,1.0007207622958314
4.74,31.916136031951986,0.36206581882932154,0.4,-0.0007420729649894481,1.5256831833098192,1.009329993488199,0.9977514010114665,1.0037562137940677,1.0007291233947602
4.742,31.88958270058972,0.36170035037939124,0.4,-0.0007330980191752771,1.5256447898191545,1.0093452557538833,0.9977619441878604,1.003762340542932,1.0007373286844101
4.744,31.86335397905482,0.3613420752743198,0.4,-0.0007240393671050009,1.5256064345211757,1.0093602477838228,0.9977722898591918,1.0037683507715667,1.0007453791855754
4.746,31.83745285032916,0.36099102968665503,0.4,-0.0007148987014575927,1.5255681189477217,1.009374970792854,0.9977824390798341,1.0037742454255787,1.0007532759304176
4.748,31.811882236310748,0.36064724849092167,0.4,-0.0007056777230527412,1.5255298446000192,1.0093894260264806,0.9977923929208816,1.0037800254563711,1.0007610199616264
4.75,31.786644997526075,0.36031076526181344,0.4,-0.000696378140546594,1.5254916129488596,1.0094036147597842,0.9978021524692234,1.003785691820428,1.0007686123315853
4.752,31.761743932853545,0.3599816122726316,0.4,-0.0006870016701271772,1.5254534254347893,1.0094175382963433,0.9978117188266307,1.0037912454786109,1.0007760541015507
4.754,31.73718177925779,0.3596598204939666,0.4,-0.0006775500352094868,1.5254152834683041,1.009431197967162,0.9978210931088546,1.003796687395465,1.000783346340845
4.756,31.71296121153498,0.35934541959262006,0.4,-0.0006680249661303289,1.5253771884300718,1.0094445951296083,0.9978302764447404,1.0038020185385401,1.0007904901260596
4.758,31.689084842069185,0.3590384379307668,0.4,-0.0006584281998429862,1.5253391416711555,1.0094577311663622,0.9978392699753494,1.0038072398777207,1.0007974865402725
4.76,31.665555220599604,0.35873890256535856,0.4,-0.0006487614796117036,1.525301144513259,1.0094706074843738,0.9978480748530999,1.0038123523845692,1.000804336672278
4.762,31.642374833998925,0.35844683924776405,0.4,-0.0006390265547061334,1.5252631982489793,1.009483225513834,0.9978566922409187,1.003817357031683,1.0008110416158338
4.764,31.619546106062597,0.3581622724236478,0.4,-0.0006292251800957267,1.525225304142075,1.0094955867071544,0.9978651233114075,1.0038222547920626,1.000817602468916
4.766,31.5970713973092,0.35788522523308447,0.4,-0.0006193591161441809,1.5251874634277418,1.009507692537964,0.9978733692460267,1.0038270466384946,1.0008240203329943
4.768,31.574953004791666,0.3576157195109091,0.4,-0.0006094301283039243,1.5251496773129047,1.0095195445001135,0.9978814312342899,1.0038317335429479,1.0008302963123201
4.77,31.553193161919637,0.35735377578729804,0.4,-0.0005994399868107847,1.5251119469765213,1.0095311441066948,0.9978893104729785,1.003836316475981,1.0008364315132268
4.772,31.531794038292734,0.3570994132885894,0.4,-0.0005893904663788214,1.5250742735698863,1.009542492889076,0.9978970081653699,1.0038407964061697,1.0008424270434515
4.774,31.510757739544854,0.3568526499383256,0.4,-0.0005792833458954326,1.5250366582169612,1.0095535923959487,0.9979045255204818,1.0038451742995427,1.0008482840114674
4.776,31.490086307199388,0.3566135023585317,0.4,-0.0005691204081167171,1.5249991020147016,1.0095644441923894,0.9979118637523354,1.0038494511190337,1.0008540035258349
4.778,31.469781718535433,0.3563819858712207,0.4,-0.0005589034393632342,1.524961606033401,1.0095750498589375,0.9979190240792318,1.0038536278239514,1.0008595866945666
4.78,31.449845886464935,0.3561581145001239,0.4,-0.0005486342292161448,1.5249241713170403,1.0095854109906872,0.9979260077230491,1.0038577053694586,1.0008650346245123
4.782,31.430280659420806,0.3559419009726502,0.4,-0.0005383145702138377,1.524886798883647,1.0095955291963965,0.9979328159085561,1.003861684706074,1.0008703484207584
4.784,31.411087821255876,0.35573335672206424,0.4,-0.0005279462575490235,1.5248494897256633,1.0096054060976114,0.997939449862742,1.0038655667791805,1.0008755291860438
4.786,31.392269091152784,0.35553249188989106,0.4,-0.0005175310887664378,1.524812244810321,1.0096150433278082,0.997945910814167,1.0038693525285578,1.0008805780201961
4.788,31.373826123544756,0.3553393153285387,0.4,-0.0005070708634611321,1.5247750650800238,1.0096244425315495,0.9979521999923275,1.0038730428879237,1.00088549601958
4.79,31.35576050804722,0.35515383460414135,0.4,-0.0004965673829774602,1.5247379514527413,1.0096336053636619,0.9979583186270453,1.0038766387844968,1.0008902842765706
4.792,31.3380737694002,0.3549760559996172,0.4,-0.0004860224501087354,1.5247009048223976,1.0096425334884258,0.9979642679478682,1.0038801411385692,1.0008949438790369
4.794,31.320767367421606,0.35480598451794554,0.4,-0.0004754378687977023,1.5246639260592847,1.009651228578789,0.9979700491834959,1.003883550863102,1.0008994759098486
4.796,31.303842696971163,0.35464362388565374,0.4,-0.0004648154438377997,1.5246270160104607,1.0096596923155938,0.9979756635612215,1.0038868688633311,1.0009038814463977
4.798,31.28730108792523,0.35448897655651834,0.4,-0.000454156980575319,1.524590175500173,1.0096679263868245,0.9979811123063925,1.003890096036393,1.0009081615601414
4.8,31.271143805162176,0.3543420437154754,0.4,-0.0004434642846124327,1.524553405330271,1.009675932486872,0.9979863966418928,1.003893233270966,1.0009123173161594
4.802,31.25537204855853,0.35420282528273944,0.4,-0.0004327391615112359,1.5245167062806335,1.0096837123158202,0.9979915177876416,1.0038962814469263,1.0009163497727338
4.804,31.239986952995743,0.3540713199181284,0.4,-0.0004219834164987738,1.5244800791095967,1.009691267578748,0.9979964769601137,1.0038992414350232,1.0009202599809437
4.806,31.224989588377532,0.3539475250255931,0.4,-0.00041119885417316014,1.5244435245543817,1.0096985999850518,0.9980012753718785,1.0039021140965685,1.00092404898428
4.808,31.21038095965779,0.3538314367579497,0.4,-0.0004003872782107568,1.5244070433315393,1.0097057112477892,0.9980059142311596,1.0039049002831442,1.0009277178182798
4.81,31.19616200687903,0.35372305002181115,0.4,-0.000389550491074558,1.524370636137376,1.0097126030830383,0.998010394741412,1.0039076008363255,1.0009312675101771
4.812,31.182333605221295,0.35362235848271933,0.4,-0.00037869029372374893,1.5243343036484054,1.0097192772092827,0.9980147181009225,1.0039102165874214,1.0009346990785741
4.814,31.168896565061512,0.35352935457047246,0.4,-0.00036780848532454207,1.5242980465217848,1.0097257353468083,0.9980188855024265,1.0039127483572312,1.0009380135331305
4.816,31.155851632043213,0.353444029484646,0.4,-0.0003569068629622597,1.5242618653957634,1.0097319792171275,0.9980228981327464,1.0039151969558173,1.000941211874269
4.818,31.14319948715662,0.35336637320030884,0.4,-0.00034598722135480457,1.5242257608901273,1.0097380105424205,0.9980267571724503,1.0039175631822959,1.000944295092906
4.82,31.13094074682899,0.35329637447392714,0.4,-0.00033505135256748584,1.5241897336066481,1.009743831044994,0.9980304637955277,1.003919847824642,1.0009472641701906
4.822,31.119075963025253,0.3532340208494563,0.4,-0.000324101045729302,1.5241537841295298,1.0097494424467655,0.9980340191690894,1.0039220516595146,1.0009501200772741
4.824,31.107605623358776,0.35317929866462305,0.4,-0.00031313808675064754,1.5241179130258566,1.0097548464687645,0.9980374244530821,1.0039241754520918,1.0009528637750877
4.826,31.096530151212296,0.353132193057386,0.4,-0.000302164258042583,1.5240821208460422,1.0097600448306525,0.9980406808000272,1.0039262199559305,1.0009554962141436
4.828,31.08584990586893,0.3530926879725811,0.4,-0.00029118133823763343,1.5240464081242775,1.0097650392502686,0.9980437893547756,1.003928185912835,1.000958018334355
4.83,31.075565182653214,0.3530607661687474,0.4,-0.0002801911019122155,1.5240107753789771,1.0097698314431882,0.9980467512542839,1.003930074052745,1.00096043106487
4.832,31.065676213082078,0.35303640922512797,0.4,-0.00026919531931065746,1.5239752231132264,1.00977442312231,0.99804956762741,1.0039318850936418,1.0009627353239305
4.834,31.05618316502575,0.3530195975488485,0.4,-0.0002581957560709499,1.5239397518152233,1.0097788159974563,0.9980522395947276,1.003933619741465,1.0009649320187406
4.836,31.047086142878495,0.3530103103822663,0.4,-0.00024719417295218985,1.5239043619587218,1.0097830117749969,0.9980547682683579,1.0039352786900484,1.0009670220453601
4.838,31.038385187739134,0.35300852581049164,0.4,-0.00023619232556381707,1.5238690540034718,1.0097870121574923,0.9980571547518247,1.0039368626210727,1.0009690062886114
4.84,31.03008027760129,0.35301422076907946,0.4,-0.00022519196409660357,1.5238338283956558,1.0097908188433582,0.9980594001399232,1.0039383722040296,1.0009708856220056
4.842,31.02217132755325,0.35302737105188164,0.4,-0.00021419483305553337,1.5237986855683263,1.0097944335265485,0.9980615055186121,1.0039398080962054,1.000972660907686
4.844,31.014658189987443,0.35304795131907063,0.4,-0.00020320267099453208,1.5237636259418303,1.009797857896257,0.9980634719649195,1.0039411709426758,1.0009743329963874
4.846,31.007540654819458,0.353075935105319,0.4,-0.0001922172102531436,1.5237286499242457,1.0098010936366437,0.9980653005468731,1.0039424613763204,1.0009759027274145
4.848,31.00081844971642,0.3531112948281411,0.4,-0.00018124017669511242,1.5236937579117964,1.009804142426574,0.9980669923234411,1.0039436800178465,1.0009773709286351
4.85,30.994491240334813,0.3531540017963905,0.4,-0.00017027328944900627,1.5236589502892774,1.009807005939384,0.9980685483444975,1.0039448274758325,1.0009787384164912
4.852,30.988558630567603,0.3532040262189142,0.4,-0.00015931826065083735,1.5236242274304672,1.0098096858426602,0.9980699696508011,1.0039459043467818,1.0009800059960252
4.854,30.983020162800553,0.353261337213356,0.4,-0.00014837679518877594,1.523589589698537,1.0098121837980398,0.9980712572739935,1.0039469112151929,1.0009811744609236
4.856,30.977875318177723,0.35332590281511345,0.4,-0.00013745059044991412,1.5235550374464586,1.009814501461032,0.998072412236613,1.0039478486536433,1.0009822445935748
4.858,30.973123516876008,0.3533976899864395,0.4,-0.00012654133606921112,1.5235205710174,1.0098166404808546,0.9980734355521275,1.0039487172228863,1.0009832171651447
4.86,30.96876411838873,0.3534766646256918,0.4,-0.00011565071368057668,1.5234861907451225,1.009818602500293,0.9980743282249821,1.003949517471962,1.0009840929356664
4.862,30.96479642181812,0.35356279157672404,0.4,-0.0001047803966701839,1.5234518969543664,1.0098203891555735,0.9980750912506628,1.0039502499383206,1.000984872654143
4.864,30.961219666176632,0.3536560346384173,0.4,-9.393204993196765e-05,1.5234176899612313,1.0098220020762585,0.9980757256157785,1.003950915147961,1.0009855570586705
4.866,30.95803303069702,0.35375635657434923,0.4,-8.310732962543672e-05,1.5233835700735545,1.0098234428851556,0.9980762322981559,1.0039515136155772,1.000986146876569
4.868,30.955235635151137,0.3538637191226026,0.4,-7.230788293575494e-05,1.5233495375912762,1.0098247131982498,0.9980766122669518,1.003952045844723,1.000986642824532
4.87,30.95282654017727,0.35397808300570205,0.4,-6.153534783618002e-05,1.5233155928068025,1.0098258146246466,0.9980768664827796,1.0039525123279853,1.0009870456087886
4.872,30.95080474761601,0.35409940794068534,0.4,-5.079135285281364e-05,1.5232817360053603,1.0098267487665384,0.9980769958978515,1.0039529135471694,1.0009873559252798
4.874,30.949169200854566,0.3542276526493036,0.4,-4.0077516831789696e-05,1.5232479674653374,1.0098275172191813,0.9980770014561332,1.0039532499734978,1.0009875744598462
4.876,30.94791878517936,0.35436277486834344,0.4,-2.9395448708852533e-05,1.523214287458632,1.0098281215708953,0.9980768840935149,1.003953522067817,1.000987701888431
4.878,30.947052328136973,0.35450473136007843,0.4,-1.8746747281412077e-05,1.5231806962509755,1.0098285634030753,0.9980766447379944,1.0039537302808197,1.0009877388772934
4.88,30.94656859990312,0.3546534779228384,0.4,-8.133000983027817e-06,1.5231471941022579,1.0098288442902195,0.9980762843098749,1.0039538750532728,1.0009876860832367
4.882,30.94646631365983,0.35480896940169826,0.4,2.444212339555043e-06,1.5231137812668427,1.0098289657999757,0.9980758037219751,1.0039539568162608,1.0009875441538456
4.884,30.946744125980516,0.35497115969928444,0.4,1.2983325646866456e-05,1.523080457993874,1.0098289294931997,0.9980752038798512,1.0039539759914349,1.0009873137277383
4.886,30.947400637222962,0.35514000178669314,0.4,2.348278292458587e-05,1.5230472245275704,1.0098287369240297,0.9980744856820322,1.0039539329912726,1.0009869954348252
4.888,30.948434391930142,0.35531544771452367,0.4,3.394103939887901e-05,1.5230140811075188,1.0098283896399767,0.9980736500202677,1.0039538282193516,1.0009865898965826
4.89,30.949843879238678,0.35549744862401667,0.4,4.435656174907774e-05,1.5229810279689509,1.0098278891820252,0.9980726977797855,1.0039536620706242,1.0009860977263372
4.892,30.95162753329498,0.3556859547583031,0.4,5.4727828317753126e-05,1.522948065343014,1.009827237084754,0.9980716298395615,1.0039534349317087,1.0009855195295554
4.894,30.95378373367882,0.35588091547375433,0.4,6.50533293181013e-05,1.5229151934570346,1.0098264348764636,0.9980704470725994,1.0039531471811838,1.000984855904148
4.896,30.956310805834402,0.35608227925143604,0.4,7.533156703869244e-05,1.522882412534767,1.0098254840793217,0.9980691503462216,1.003952799189893,1.000984107440782
4.898,30.959207021508714,0.3562899937086624,0.4,8.556105604546694e-05,1.5228497227966389,1.0098243862095193,0.9980677405223697,1.0039523913212576,1.0009832747232001
4.9,30.962470599197097,0.35650400561064277,0.4,9.574032338103023e-05,1.5228171244599824,1.0098231427774391,0.9980662184579141,1.0039519239315948,1.0009823583285522
4.902,30.966099704595965,0.3567242608822286,0.4,0.00010586790876116915,1.5227846177392588,1.0098217552878361,0.9980645850049732,1.0039513973704457,1.000981358827731
4.904,30.97009245106252,0.356950704619748,0.4,0.0001159423647686406,1.522752202846268,1.0098202252400306,0.9980628410112398,1.0039508119809062,1.0009802767857177
4.906,30.97444690008143,0.3571832811029339,0.4,0.00012596225704412155,1.5227198799903576,1.0098185541281106,0.9980609873203187,1.0039501680999687,1.0009791127619354
4.908,30.97916106173827,0.3574219338069349,0.4,0.00013592616447437157,1.5226876493786106,1.0098167434411467,0.9980590247720691,1.0039494660588666,1.0009778673106091
4.91,30.98423289519979,0.3576666054144135,0.4,0.0001458326793775352,1.5226555112160325,1.0098147946634153,0.9980569542029556,1.003948706183425,1.0009765409811306
4.912,30.98966030920067,0.35791723782772755,0.4,0.00015568040768563503,1.5226234657057223,1.0098127092746343,0.9980547764464055,1.003947888794417,1.0009751343184312
4.914,30.9954411625369,0.3581737721811898,0.4,0.00016546796912414897,1.5225915130490355,1.0098104887502053,0.9980524923331742,1.003947014207926,1.0009736478633608
4.916,31.001573264565522,0.3584361488534047,0.4,0.00017519399738872361,1.5225596534457368,1.0098081345614673,0.9980501026917149,1.0039460827357105,1.0009720821530719
4.918,31.0080543757107,0.3587043074796819,0.4,0.0001848571403189547,1.5225278870941423,1.0098056481759583,0.9980476083485544,1.0039450946855735,1.0009704377214057
4.92,31.014882207975983,0.3589781869645205,0.4,0.0001944560600692856,1.5224962141912528,1.0098030310576835,0.9980450101286745,1.003944050361738,1.0009687150992879
4.922,31.02205442546267,0.3592577254941646,0.4,0.00020398943327692228,1.5224646349328717,1.009800284667394,0.9980423088558987,1.003942950065223,1.0009669148151252
4.924,31.02956864489416,0.3595428605492259,0.4,0.00021345595122681718,1.5224331495137187,1.0097974104628693,0.9980395053532798,1.003941794094223,1.000965037395204
4.926,31.037422436146212,0.35983352891737225,0.4,0.00022285432001365607,1.5224017581275313,1.0097944098992118,0.9980366004434972,1.0039405827444938,1.0009630833640988
