Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,sEXS.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.334238120791895,0.4000000255578714,0.4,0.0,1.4351069202266544,0.9999999917469705,0.9919935380858339,0.9999999956670121,0.9959841728651261
1.0058283805847169e-10,34.33423812079189,0.40000002555787134,0.4,-3.002890585771464e-19,1.4351069202266542,0.9999999917469706,0.9919935380858339,0.9999999956670123,0.9959841728651261
1.0058283805847169e-10,34.33423812079189,0.40000002555787134,0.4,-3.002890585771464e-19,1.4351069202266542,0.9999999917469706,0.9919935380858339,0.9999999956670123,0.9959841728651261
0.002,34.334238120684404,0.4000000255552261,0.4,-5.970979995054303e-12,1.4351069202266493,0.9999999917470423,0.9919935380858939,0.9999999956670478,0.9959841728651732
0.004,34.334238120361995,0.40000002554733044,0.4,-1.1940169446365561e-11,1.435106920226616,0.9999999917472567,0.9919935380860732,0.9999999956671541,0.995984172865314
0.006,34.33423811982475,0.4000000255342434,0.4,-1.7906348801178007e-11,1.4351069202265256,0.9999999917476137,0.9919935380863713,0.999999995667331,0.9959841728655481
0.008,34.334238119072786,0.40000002551602404,0.4,-2.386831235209894e-11,1.43510692022635,0.999999991748112,0.9919935380867873,0.999999995667578,0.9959841728658749
0.01,34.33423811810629,0.40000002549272984,0.4,-2.982486809226823e-11,1.435106920226061,0.9999999917487516,0.9919935380873204,0.9999999956678947,0.9959841728662938
0.012,34.334238116925476,0.400000025464417,0.4,-3.5774837505678356e-11,1.4351069202256306,0.9999999917495315,0.99199353808797,0.9999999956682806,0.9959841728668045
0.014,34.334238115530596,0.4000000254311431,0.4,-4.171705538775751e-11,1.4351069202250315,0.9999999917504508,0.991993538088735,0.9999999956687351,0.9959841728674058
0.016,34.334238113921955,0.4000000253929623,0.4,-4.7650369732963853e-11,1.435106920224236,0.9999999917515091,0.991993538089615,0.999999995669258,0.9959841728680976
0.018,34.3342381120999,0.4000000253499301,0.4,-5.3573641501327387e-11,1.4351069202232167,0.9999999917527056,0.991993538090609,0.9999999956698489,0.9959841728688789
0.02,34.33423811006479,0.4000000253021005,0.4,-5.948574443687144e-11,1.4351069202219466,0.9999999917540393,0.991993538091716,0.9999999956705072,0.9959841728697495
0.022,34.334238107817065,0.4000000252495274,0.4,-6.538556505896605e-11,1.435106920220399,0.9999999917555095,0.9919935380929353,0.9999999956712324,0.9959841728707084
0.024,34.33423810535719,0.40000002519226324,0.4,-7.127200242670822e-11,1.4351069202185471,0.9999999917571154,0.9919935380942662,0.9999999956720242,0.995984172871755
0.026,34.33423810268565,0.40000002513036104,0.4,-7.714396801138461e-11,1.4351069202163647,0.999999991758856,0.9919935380957074,0.9999999956728818,0.9959841728728888
0.028,34.33423809980301,0.4000000250638727,0.4,-8.300038562729877e-11,1.4351069202138254,0.9999999917607305,0.9919935380972585,0.9999999956738052,0.9959841728741091
0.03,34.334238096709825,0.4000000249928497,0.4,-8.884019132585029e-11,1.4351069202109032,0.999999991762738,0.9919935380989185,0.9999999956747934,0.9959841728754151
0.032,34.334238093406725,0.40000002491734377,0.4,-9.466233317720831e-11,1.4351069202075728,0.9999999917648773,0.9919935381006864,0.999999995675846,0.9959841728768061
0.034,34.33423808989436,0.40000002483740527,0.4,-1.004657713827172e-10,1.4351069202038085,0.9999999917671478,0.9919935381025613,0.9999999956769627,0.9959841728782816
0.036,34.33423808617342,0.4000000247530848,0.4,-1.0624947804143846e-10,1.435106920199585,0.9999999917695485,0.9919935381045423,0.9999999956781428,0.9959841728798405
0.038,34.334238082244646,0.40000002466443246,0.4,-1.1201243705503823e-10,1.4351069201948774,0.9999999917720777,0.9919935381066284,0.9999999956793857,0.9959841728814824
0.04,34.33423807810879,0.40000002457149786,0.4,-1.177536440845542e-10,1.435106920189661,0.9999999917747351,0.9919935381088186,0.9999999956806909,0.9959841728832066
0.042,34.334238073766656,0.4000000244743309,0.4,-1.2347210651580933e-10,1.4351069201839113,0.9999999917775195,0.9919935381111123,0.999999995682058,0.9959841728850123
0.044,34.33423806921908,0.4000000243729802,0.4,-1.291668433059346e-10,1.4351069201776043,0.9999999917804295,0.9919935381135082,0.9999999956834862,0.9959841728868984
0.046,34.33423806446694,0.40000002426749515,0.4,-1.3483688500498573e-10,1.435106920170716,0.9999999917834642,0.9919935381160052,0.999999995684975,0.9959841728888644
0.048,34.33423805951114,0.4000000241579242,0.4,-1.4048127367380028e-10,1.4351069201632227,0.9999999917866225,0.9919935381186026,0.9999999956865239,0.9959841728909097
0.05,34.3342380543526,0.4000000240443159,0.4,-1.460990627824003e-10,1.4351069201551012,0.9999999917899031,0.9919935381212992,0.9999999956881322,0.9959841728930332
0.052,34.334238048992326,0.4000000239267186,0.4,-1.5168931719702233e-10,1.4351069201463282,0.9999999917933046,0.9919935381240941,0.9999999956897994,0.9959841728952342
0.054,34.33423804343131,0.4000000238051802,0.4,-1.5725111319957236e-10,1.4351069201368811,0.9999999917968261,0.9919935381269862,0.9999999956915249,0.9959841728975122
0.056,34.334238037670595,0.4000000236797492,0.4,-1.6278353829307727e-10,1.4351069201267375,0.9999999918004664,0.9919935381299743,0.9999999956933077,0.9959841728998657
0.058,34.33423803171126,0.40000002355047365,0.4,-1.682856913335455e-10,1.435106920115875,0.9999999918042245,0.9919935381330578,0.9999999956951477,0.9959841729022946
0.06,34.3342380255544,0.4000000234174002,0.4,-1.737566824262079e-10,1.4351069201042719,0.9999999918080984,0.9919935381362353,0.9999999956970441,0.9959841729047976
0.062,34.33423801920116,0.4000000232805772,0.4,-1.791956327936571e-10,1.4351069200919064,0.9999999918120872,0.9919935381395055,0.9999999956989962,0.9959841729073738
0.064,34.33423801265271,0.4000000231400517,0.4,-1.8460167491419307e-10,1.4351069200787572,0.9999999918161898,0.9919935381428677,0.9999999957010034,0.9959841729100228
0.066,34.334238005910244,0.40000002299587106,0.4,-1.8997395243535717e-10,1.4351069200648034,0.9999999918204042,0.9919935381463206,0.9999999957030647,0.9959841729127432
0.068,34.334237998975,0.40000002284808317,0.4,-1.9531162006584963e-10,1.4351069200500244,0.9999999918247299,0.9919935381498631,0.99999999570518,0.9959841729155344
0.07,34.334237991848234,0.4000000226967347,0.4,-2.0061384372036013e-10,1.4351069200343995,0.9999999918291649,0.9919935381534942,0.9999999957073483,0.9959841729183956
0.072,34.33423798453124,0.40000002254187267,0.4,-2.0587980038122214e-10,1.435106920017909,0.999999991833708,0.9919935381572127,0.999999995709569,0.9959841729213257
0.074,34.33423797702534,0.4000000223835445,0.4,-2.11108678074635e-10,1.4351069200005329,0.9999999918383577,0.9919935381610173,0.9999999957118414,0.9959841729243238
0.076,34.33423796933187,0.40000002222179737,0.4,-2.1629967593983635e-10,1.435106919982252,0.999999991843113,0.9919935381649069,0.9999999957141646,0.995984172927389
0.078,34.33423796145223,0.40000002205667784,0.4,-2.2145200421613256e-10,1.435106919963047,0.9999999918479718,0.9919935381688805,0.9999999957165383,0.9959841729305207
0.08,34.334237953387806,0.4000000218882332,0.4,-2.2656488413265443e-10,1.4351069199428996,0.9999999918529332,0.9919935381729368,0.9999999957189617,0.9959841729337177
0.082,34.33423794514004,0.40000002171651067,0.4,-2.3163754796456016e-10,1.435106919921791,0.9999999918579955,0.9919935381770747,0.9999999957214338,0.9959841729369789
0.084,34.334237936710394,0.4000000215415568,0.4,-2.3666923912598623e-10,1.435106919899703,0.9999999918631571,0.9919935381812928,0.9999999957239541,0.9959841729403035
0.086,34.33423792810035,0.40000002136341833,0.4,-2.4165921199063043e-10,1.4351069198766182,0.9999999918684166,0.9919935381855902,0.999999995726522,0.9959841729436907
0.088,34.334237919311434,0.40000002118214273,0.4,-2.466067319371467e-10,1.435106919852519,0.9999999918737722,0.9919935381899653,0.9999999957291363,0.9959841729471393
0.09,34.33423791034519,0.4000000209977771,0.4,-2.515110754831673e-10,1.4351069198273885,0.9999999918792228,0.9919935381944169,0.9999999957317968,0.9959841729506484
0.092,34.33423790120317,0.4000000208103674,0.4,-2.563715301145323e-10,1.4351069198012096,0.9999999918847666,0.9919935381989443,0.9999999957345024,0.9959841729542172
0.094,34.33423789188697,0.4000000206199619,0.4,-2.611873943933724e-10,1.4351069197739663,0.9999999918904021,0.9919935382035457,0.9999999957372525,0.9959841729578445
0.096,34.33423788239822,0.4000000204266067,0.4,-2.659579778997441e-10,1.4351069197456425,0.9999999918961278,0.9919935382082202,0.9999999957400463,0.9959841729615292
0.098,34.33423787273855,0.4000000202303491,0.4,-2.7068260131161097e-10,1.4351069197162223,0.999999991901942,0.9919935382129662,0.999999995742883,0.9959841729652706
0.1,34.33423786290963,0.40000002003123647,0.4,-2.7536059626649787e-10,1.4351069196856905,0.9999999919078427,0.9919935382177827,0.9999999957457618,0.9959841729690675
0.102,34.334237852913155,0.4000000198293152,0.4,-2.7999130559062594e-10,1.4351069196540323,0.999999991913829,0.9919935382226684,0.9999999957486823,0.9959841729729192
0.104,34.33423784275083,0.40000001962463266,0.4,-2.845740830589695e-10,1.4351069196212327,0.9999999919198989,0.9919935382276218,0.9999999957516431,0.9959841729768242
0.106,34.3342378324244,0.4000000194172365,0.4,-2.8910829349685344e-10,1.4351069195872779,0.9999999919260507,0.9919935382326418,0.9999999957546438,0.9959841729807817
0.108,34.33423782193562,0.4000000192071731,0.4,-2.93593312911814e-10,1.4351069195521537,0.9999999919322827,0.9919935382377272,0.9999999957576837,0.9959841729847908
0.11,34.334237811286286,0.40000001899449017,0.4,-2.9802852831418174e-10,1.4351069195158466,0.9999999919385932,0.9919935382428765,0.9999999957607618,0.9959841729888503
0.112,34.33423780047818,0.40000001877923463,0.4,-3.024133377840928e-10,1.4351069194783435,0.9999999919449809,0.9919935382480884,0.9999999957638774,0.9959841729929594
0.114,34.33423778951313,0.40000001856145373,0.4,-3.067471505730862e-10,1.4351069194396315,0.9999999919514436,0.9919935382533615,0.9999999957670297,0.9959841729971164
0.116,34.334237778392996,0.40000001834119464,0.4,-3.1102938694414215e-10,1.4351069193996984,0.9999999919579802,0.9919935382586947,0.9999999957702178,0.995984173001321
0.118,34.334237767119646,0.4000000181185055,0.4,-3.152594783467753e-10,1.4351069193585317,0.9999999919645883,0.9919935382640866,0.999999995773441,0.9959841730055718
0.12,34.33423775569495,0.4000000178934326,0.4,-3.1943686730030577e-10,1.4351069193161199,0.9999999919712664,0.9919935382695358,0.9999999957766985,0.995984173009868
0.122,34.33423774412083,0.4000000176660243,0.4,-3.235610074349306e-10,1.4351069192724517,0.999999991978013,0.9919935382750411,0.9999999957799893,0.9959841730142079
0.124,34.33423773239921,0.4000000174363273,0.4,-3.276313635565732e-10,1.435106919227516,0.9999999919848264,0.9919935382806009,0.9999999957833128,0.9959841730185911
0.126,34.33423772053202,0.4000000172043892,0.4,-3.3164741156041716e-10,1.4351069191813024,0.9999999919917043,0.991993538286214,0.999999995786668,0.9959841730230161
0.128,34.33423770852125,0.40000001697025783,0.4,-3.3560863852601914e-10,1.4351069191338006,0.9999999919986455,0.9919935382918791,0.9999999957900542,0.9959841730274821
0.13,34.33423769636887,0.40000001673398045,0.4,-3.395145426502975e-10,1.4351069190850005,0.9999999920056482,0.9919935382975946,0.9999999957934705,0.9959841730319879
0.132,34.334237684076875,0.40000001649560496,0.4,-3.433646332583407e-10,1.435106919034893,0.9999999920127101,0.9919935383033593,0.9999999957969161,0.9959841730365323
0.134,34.334237671647294,0.40000001625517834,0.4,-3.471584309201362e-10,1.4351069189834689,0.9999999920198299,0.9919935383091719,0.9999999958003901,0.9959841730411144
0.136,34.33423765908215,0.40000001601274854,0.4,-3.5089546731654837e-10,1.4351069189307193,0.9999999920270057,0.991993538315031,0.9999999958038919,0.9959841730457331
0.138,34.33423764638351,0.4000000157683634,0.4,-3.5457528526309665e-10,1.4351069188766359,0.999999992034236,0.9919935383209351,0.9999999958074204,0.9959841730503871
0.14,34.33423763355342,0.40000001552207015,0.4,-3.581974388396543e-10,1.4351069188212107,0.9999999920415183,0.991993538326883,0.9999999958109749,0.9959841730550755
0.142,34.33423762059398,0.4000000152739166,0.4,-3.617614931937383e-10,1.435106918764436,0.9999999920488514,0.991993538332873,0.9999999958145543,0.995984173059797
0.144,34.33423760750729,0.4000000150239504,0.4,-3.6526702470047196e-10,1.4351069187063048,0.9999999920562331,0.991993538338904,0.999999995818158,0.9959841730645508
0.146,34.334237594295466,0.40000001477221964,0.4,-3.687136209755539e-10,1.4351069186468102,0.9999999920636622,0.9919935383449743,0.9999999958217851,0.9959841730693353
0.148,34.334237580960625,0.40000001451877165,0.4,-3.721008807261051e-10,1.4351069185859455,0.999999992071136,0.9919935383510831,0.999999995825435,0.9959841730741501
0.15,34.33423756750492,0.40000001426365406,0.4,-3.7542841393440855e-10,1.4351069185237049,0.9999999920786533,0.9919935383572285,0.9999999958291064,0.9959841730789935
0.152,34.33423755393051,0.4000000140069151,0.4,-3.786958417217255e-10,1.4351069184600824,0.999999992086212,0.9919935383634091,0.9999999958327986,0.9959841730838646
0.154,34.33423754023955,0.4000000137486018,0.4,-3.819027963418106e-10,1.4351069183950729,0.9999999920938107,0.9919935383696237,0.9999999958365109,0.9959841730887621
0.156,34.33423752643424,0.4000000134887624,0.4,-3.850489212889943e-10,1.435106918328671,0.9999999921014469,0.9919935383758708,0.9999999958402424,0.9959841730936853
0.158,34.334237512516765,0.4000000132274443,0.4,-3.881338712463032e-10,1.4351069182608727,0.9999999921091195,0.9919935383821491,0.999999995843992,0.9959841730986327
0.16,34.33423749848934,0.40000001296469506,0.4,-3.9115731203574234e-10,1.4351069181916734,0.9999999921168259,0.9919935383884569,0.9999999958477592,0.9959841731036033
0.162,34.334237484354176,0.4000000127005626,0.4,-3.9411892065936617e-10,1.4351069181210692,0.9999999921245648,0.9919935383947932,0.9999999958515429,0.9959841731085959
0.164,34.334237470113514,0.40000001243509486,0.4,-3.9701838528847064e-10,1.4351069180490568,0.9999999921323343,0.9919935384011563,0.9999999958553422,0.9959841731136095
0.166,34.334237455769596,0.40000001216833914,0.4,-3.9985540527440125e-10,1.435106917975633,0.9999999921401324,0.9919935384075449,0.9999999958591563,0.995984173118643
0.168,34.334237441324674,0.40000001190034307,0.4,-4.0262969109667357e-10,1.4351069179007954,0.9999999921479574,0.9919935384139578,0.9999999958629846,0.9959841731236954
0.17,34.334237426781016,0.40000001163115434,0.4,-4.053409643997213e-10,1.4351069178245413,0.9999999921558073,0.9919935384203931,0.999999995866826,0.995984173128765
0.172,34.33423741214089,0.40000001136082,0.4,-4.079889579453398e-10,1.4351069177468687,0.9999999921636803,0.9919935384268498,0.9999999958706796,0.9959841731338513
0.174,34.334237397406575,0.40000001108938815,0.4,-4.105734156429494e-10,1.435106917667776,0.9999999921715746,0.9919935384333263,0.9999999958745447,0.9959841731389529
0.176,34.33423738258037,0.4000000108169058,0.4,-4.130940924890692e-10,1.4351069175872622,0.9999999921794885,0.9919935384398214,0.9999999958784204,0.995984173144069
0.178,34.334237367664564,0.4000000105434208,0.4,-4.1555075459325666e-10,1.4351069175053262,0.9999999921874201,0.9919935384463333,0.9999999958823057,0.9959841731491978
0.18,34.33423735266148,0.40000001026898,0.4,-4.1794317916081457e-10,1.4351069174219675,0.9999999921953675,0.9919935384528612,0.9999999958861999,0.995984173154339
0.182,34.334237337573434,0.4000000099936311,0.4,-4.2027115444091143e-10,1.4351069173371862,0.9999999922033287,0.9919935384594031,0.999999995890102,0.9959841731594908
0.184,34.334237322402736,0.40000000971742083,0.4,-4.225344798087242e-10,1.4351069172509823,0.999999992211302,0.9919935384659578,0.9999999958940112,0.9959841731646525
0.186,34.334237307151724,0.4000000094403971,0.4,-4.247329655708897e-10,1.4351069171633564,0.9999999922192859,0.9919935384725239,0.9999999958979269,0.9959841731698229
0.188,34.334237291822745,0.4000000091626062,0.4,-4.2686643319031627e-10,1.4351069170743096,0.9999999922272781,0.9919935384791004,0.999999995901848,0.9959841731750008
0.19,34.33423727641813,0.4000000088840954,0.4,-4.2893471506353393e-10,1.4351069169838433,0.999999992235277,0.9919935384856853,0.9999999959057734,0.9959841731801852
0.192,34.334237260940235,0.4000000086049117,0.4,-4.3093765455960393e-10,1.435106916891959,0.9999999922432806,0.9919935384922774,0.9999999959097027,0.9959841731853748
0.194,34.3342372453914,0.4000000083251019,0.4,-4.3287510604389694e-10,1.4351069167986588,0.9999999922512876,0.9919935384988756,0.999999995913635,0.9959841731905688
0.196,34.334237229774004,0.4000000080447126,0.4,-4.3474693478514213e-10,1.435106916703945,0.9999999922592956,0.9919935385054784,0.9999999959175693,0.9959841731957659
