Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.83,37.39100412924898,0.3793551194221033,0.4,-0.0003628862362853523,1.3277777431113778,0.9768175447704682,0.9782999144351229,0.9908438731123569,0.9845550841374915
5.832,37.37802789651936,0.37918514111332613,0.4,-0.00035800903900922923,1.3278102006563803,0.9768215766308708,0.978303320782058,0.9908458057915429,0.9845577028096513
5.834,37.365227944430906,0.3790187978611891,0.4,-0.0003530930094861569,1.3278459033880428,0.9768254626895423,0.9783066169789267,0.9908476717247281,0.9845602340512185
5.836,37.3526056555702,0.3788561051227198,0.4,-0.00034813900243331285,1.3278848315824436,0.9768292038753129,0.97830980360557,0.9908494713661076,0.984562678388562
5.838,37.340162381691286,0.37869707774587485,0.4,-0.00034314787602799204,1.3279269649611773,0.9768328011329578,0.9783128812529258,0.9908512051754329,0.9845650363561143
5.84,37.32789944359369,0.3785417299689065,0.4,-0.00033812049176489646,1.3279722827035099,0.9768362554227711,0.978315850522715,0.9908528736177803,0.9845673084960954
5.842,37.315818131005535,0.37839007541983094,0.4,-0.0003330577143133246,1.3280207634586048,0.9768395677201421,0.978318712027128,0.9908544771633201,0.9845694953582395
5.844,37.30391970247189,0.37824212711600746,0.4,-0.0003279604113742494,1.3280723853578154,0.9768427390151324,0.9783214663885155,0.9908560162870903,0.984571597499523
5.846,37.29220538524814,0.3780978974638166,0.4,-0.0003228294535373368,1.3281271260270315,0.9768457703120582,0.9783241142390819,0.9908574914687729,0.9845736154838983
5.848,37.28067637519859,0.37795739825844354,0.4,-0.00031766571413789207,1.3281849625990805,0.9768486626290741,0.9783266562205827,0.9908589031924728,0.9845755498820278
5.85,37.269333836700206,0.37782064068376836,0.4,-0.00031247006911380357,1.3282458717261676,0.9768514169977613,0.9783290929840242,0.9908602519465005,0.9845774012710241
5.852,37.25817890255147,0.37768763531235494,0.4,-0.0003072433968624732,1.3283098295923568,0.9768540344627181,0.9783314251893681,0.9908615382231579,0.984579170234193
5.854,37.24721267388647,0.3775583921055456,0.4,-0.00030198657809778304,1.3283768119260808,0.976856516081154,0.9783336535052377,0.9908627625185262,0.9845808573607774
5.856,37.23643622009401,0.3774329204136579,0.4,-0.00029670049570708687,1.3284467940126738,0.9768588629224884,0.9783357786086307,0.9908639253322596,0.9845824632457103
5.858,37.22585057874199,0.3773112289762824,0.4,-0.0002913860346082958,1.3285197507069217,0.9768610760679524,0.9783378011846331,0.9908650271673802,0.9845839884893656
5.86,37.21545675550683,0.3771933259226838,0.4,-0.0002860440816070449,1.3285956564456245,0.9768631566101948,0.9783397219261394,0.9908660685300777,0.9845854336973174
5.862,37.20525572410815,0.37707921877230094,0.4,-0.00028067552525399316,1.3286744852601589,0.9768651056528923,0.9783415415335743,0.9908670499295124,0.984586799480101
5.864,37.19524842624844,0.3769689144353491,0.4,-0.0002752812557022414,1.3287562107890414,0.9768669243103629,0.9783432607146211,0.9908679718776205,0.9845880864529775
5.866,37.18543577155798,0.37686241921352215,0.4,-0.00026986216456494,1.3288408062904813,0.9768686137071865,0.9783448801839528,0.9908688348889277,0.9845892952357048
5.868,37.175818637544836,0.3767597388007942,0.4,-0.0002644191447730712,1.3289282446549189,0.9768701749778268,0.9783464006629687,0.9908696394803601,0.9845904264523111
5.87,37.166397869549975,0.3766608782843193,0.4,-0.00025895309043345817,1.3290184984175406,0.9768716092662589,0.9783478228795339,0.990870386171064,0.9845914807308725
5.872,37.15717428070746,0.3765658421454312,0.4,-0.00025346489668698493,1.3291115397707685,0.9768729177256046,0.9783491475677246,0.9908710754822274,0.984592458703296
5.874,37.1481486519098,0.3764746342607401,0.4,-0.0002479554595670988,1.3292073405767149,0.9768741015177663,0.9783503754675775,0.9908717079369064,0.9845933610051061
5.876,37.13932173177835,0.3763872579033263,0.4,-0.00024242567585857906,1.3293058723795965,0.9768751618130724,0.9783515073248441,0.9908722840598545,0.984594188275236
5.878,37.130694236638824,0.3763037157440327,0.4,-0.0002368764429566241,1.329407106418105,0.9768760997899243,0.9783525438907498,0.9908728043773581,0.9845949411558245
5.88,37.1222668505018,0.37622400985284954,0.4,-0.00023130865872623982,1.3295110136377233,0.976876916634449,0.9783534859217565,0.9908732694170728,0.9845956202920146
5.882,37.114040225048385,0.3761481417003987,0.4,-0.00022572322136200093,1.3296175647029855,0.9768776135401577,0.9783543341793325,0.9908736797078671,0.9845962263317609
5.884,37.10601497962084,0.3760761121595088,0.4,-0.00022012102924816846,1.3297267300096753,0.9768781917076094,0.978355089429725,0.9908740357796687,0.984596759925637
5.886,37.09819170121827,0.3760079215068885,0.4,-0.00021450298081921403,1.3298384796969531,0.9768786523440799,0.9783557524437394,0.990874338163315,0.9845972217266519
5.888,37.09057094449732,0.3759435694248892,0.4,-0.00020886997442073438,1.3299527836594116,0.9768789966632365,0.9783563239965211,0.9908745873904081,0.9845976123900676
5.89,37.08315323177789,0.3758830550033629,0.4,-0.00020322290817082633,1.3300696115590496,0.9768792258848189,0.9783568048673458,0.9908747839931744,0.9845979325732246
5.892,37.07593905305377,0.37582637674161096,0.4,-0.0001975626798219047,1.3301889328371632,0.9768793412343239,0.978357195839412,0.9908749285043278,0.984598182935369
5.894,37.068928866008335,0.3757735325504249,0.4,-0.0001918901866230142,1.330310716726145,0.976879343942699,0.9783574976996403,0.9908750214569378,0.9845983641374882
5.896,37.0621230960351,0.3757245197542168,0.4,-0.00018620632518261625,1.3304349322611906,0.9768792352460386,0.978357711238476,0.9908750633843014,0.984598476842147
5.898,37.055522136263264,0.37567933509323853,0.4,-0.00018051199133192224,1.330561548291903,0.9768790163852882,0.9783578372496996,0.99087505481982,0.9845985217133332
5.9,37.04912634758813,0.37563797472589294,0.4,-0.0001748080799887533,1.3306905334937946,0.9768786886059537,0.9783578765302401,0.99087499629688,0.9845984994163037
5.902,37.042936058706445,0.3756004342311293,0.4,-0.0001690954850219781,1.3308218563796768,0.9768782531578171,0.9783578298799944,0.9908748883487377,0.9845984106174396
5.904,37.03695156615656,0.3755667086109295,0.4,-0.0001633750991165083,1.3309554853109375,0.9768777112946575,0.978357698101653,0.99087473150841,0.9845982559841029
5.906,37.031173134363534,0.3755367922928775,0.4,-0.00015764781363892223,1.3310913885087008,0.9768770642739798,0.9783574820005274,0.9908745263085665,0.9845980361844995
5.908,37.02560099568893,0.37551067913281705,0.4,-0.00015191451850369705,1.3312295340648619,0.9768763133567467,0.9783571823843883,0.99087427328143,0.9845977518875482
5.91,37.02023535048556,0.37548836241759254,0.4,-0.00014617610204009903,1.3313698899529942,0.9768754598071201,0.9783568000633042,0.9908739729586762,0.9845974037627515
5.912,37.015076367156865,0.3754698348678761,0.4,-0.00014043345085971117,1.3315124240391287,0.9768745048922065,0.9783563358494867,0.9908736258713438,0.9845969924800756
5.914,37.010124182221205,0.37545508864107247,0.4,-0.00013468744972466856,1.3316571040923944,0.9768734498818079,0.9783557905571421,0.9908732325497429,0.9845965187098306
5.916,37.00537890038073,0.37544411533431366,0.4,-0.00012893898141657994,1.3318038977955202,0.9768722960481829,0.9783551650023274,0.9908727935233727,0.9845959831225592
5.918,37.00084059459507,0.375436905987529,0.4,-0.000123188926606185,1.3319527727551956,0.9768710446658088,0.9783544600028113,0.9908723093208396,0.9845953863889289
5.92,36.996509306159645,0.3754334510865967,0.4,-0.0001174381637237253,1.3321036965122834,0.9768696970111529,0.9783536763779405,0.9908717804697822,0.984594729179628
5.922,36.99238504478866,0.37543374056657797,0.4,-0.00011168756883009887,1.3322566365518818,0.9768682543624497,0.9783528149485116,0.9908712074967992,0.9845940121652691
5.924,36.9884677887027,0.37543776381502597,0.4,-0.00010593801548877584,1.332411560313234,0.9768667179994845,0.9783518765366477,0.9908705909273822,0.9845932360162941
5.926,36.98475748472091,0.3754455096753734,0.4,-0.00010019037463852367,1.332568435199481,0.9768650892033819,0.9783508619656804,0.9908699312858517,0.9845924014028867
5.928,36.98125404835778,0.3754569664503994,0.4,-9.444551446691938e-05,1.332727228587255,0.9768633692564009,0.9783497720600364,0.9908692290952986,0.9845915089948878
5.93,36.97795736392449,0.3754721219057683,0.4,-8.870430028471755e-05,1.3328879078361076,0.9768615594417377,0.9783486076451295,0.9908684848775283,0.9845905594617163
5.932,36.97486728463465,0.3754909632736467,0.4,-8.296759440105063e-05,1.3330504402977763,0.976859661043333,0.9783473695472584,0.9908676991530105,0.9845895534722949
5.934,36.971983632714654,0.37551347725639056,0.4,-7.723625599950957e-05,1.3332147933252783,0.9768576753456849,0.9783460585935071,0.990866872440831,0.9845884916949795
5.936,36.969306199518385,0.37553965003031,0.4,-7.151114101508101e-05,1.3333809342818377,0.9768556036336707,0.9783446756116533,0.9908660052586501,0.9845873747974941
5.938,36.96683474564637,0.3755694672495013,0.4,-6.57931020120088e-05,1.3335488305496357,0.9768534471923707,0.9783432214300787,0.9908650981226615,0.9845862034468694
5.94,36.964569001069336,0.3756029140497537,0.4,-6.00829880625557e-05,1.3337184495383878,0.9768512073069022,0.9783416968776867,0.9908641515475594,0.9845849783093865
5.942,36.962508665256046,0.37563997505252267,0.4,-5.438164462671239e-05,1.3338897586937404,0.9768488852622559,0.978340102783823,0.9908631660465043,0.9845837000505242
5.944,36.960653407305536,0.3756806343689758,0.4,-4.868991343282863e-05,1.3340627255054904,0.9768464823431411,0.9783384399782018,0.9908621421310982,0.984582369334912
5.946,36.95900286608355,0.37572487560410206,0.4,-4.30086323592341e-05,1.334237317515622,0.9768439998338335,0.978336709290836,0.9908610803113582,0.9845809868262854
5.948,36.957556650363294,0.37577268186089374,0.4,-3.7338635316823314e-05,1.3344135023261579,0.9768414390180332,0.978334911551973,0.9908599810956976,0.984579553187447
5.95,36.95631433897032,0.3758240357445878,0.4,-3.1680752132650766e-05,1.3345912476068282,0.9768388011787236,0.9783330475920337,0.9908588449909089,0.984578069080231
5.952,36.95527548093167,0.3758789193669782,0.4,-2.603580843451088e-05,1.3347705211025531,0.9768360875980401,0.9783311182415568,0.9908576725021503,0.9845765351654725
5.954,36.95443959562908,0.37593731435078787,0.4,-2.0404625536568416e-05,1.3349512906407324,0.9768332995571419,0.9783291243311476,0.9908564641329364,0.9845749521029792
5.956,36.95380617295633,0.375999201834105,0.4,-1.4788020326013389e-05,1.3351335241383524,0.9768304383360902,0.9783270666914302,0.9908552203851319,0.9845733205515089
5.958,36.95337467348061,0.37606456247488107,0.4,-9.186805150785263e-06,1.3353171896088971,0.9768275052137322,0.9783249461530047,0.9908539417589483,0.9845716411687497
5.96,36.95314452860799,0.37613337645548983,0.4,-3.6017877083405867e-06,1.335502255169072,0.9768245014675903,0.978322763546408,0.9908526287529446,0.9845699146113042
5.962,36.95311514075278,0.37620562348734526,0.4,1.966229064471778e-06,1.3356886890453334,0.9768214283737546,0.978320519702079,0.990851281864031,0.9845681415346771
5.964,36.95328588351089,0.37628128281557804,0.4,7.516447100454649e-06,1.3358764595802244,0.9768182872067864,0.9783182154503279,0.990849901587475,0.9845663225932683
5.966,36.95365610183709,0.376360333223772,0.4,1.304807330998194e-05,1.3360655352385187,0.9768150792396195,0.9783158516213087,0.9908484884169115,0.9845644584403656
5.968,36.95422511222611,0.3764427530387521,0.4,1.8560319687819767e-05,1.3362558846131725,0.9768118057434714,0.9783134290449959,0.9908470428443553,0.9845625497281447
5.97,36.95499220289763,0.3765285201354333,0.4,2.4052403418787453e-05,1.3364474764310763,0.9768084679877589,0.9783109485511647,0.9908455653602167,0.9845605971076714
5.972,36.95595663398493,0.37661761194172116,0.4,2.952354698228457e-05,1.3366402795586192,0.9768050672400173,0.9783084109693757,0.9908440564533206,0.9845586012289057
5.974,36.95711763772744,0.376710005443464,0.4,3.497297825564248e-05,1.3368342630070527,0.9768016047658244,0.9783058171289613,0.9908425166109263,0.98455656274071
5.976,36.95847441866686,0.376805677189461,0.4,4.03999306163272e-05,1.337029395937665,0.9767980818287326,0.9783031678590169,0.9908409463187524,0.984554482290862
5.978,36.960026153846975,0.3769046032965187,0.4,4.580364304293259e-05,1.337225647666758,0.9767944996901987,0.978300463988396,0.990839346061003,0.9845523605260672
5.98,36.961771993017166,0.3770067594545593,0.4,5.1183360214991374e-05,1.337422987670432,0.9767908596095265,0.9782977063457058,0.9908377163203961,0.9845501980919774
5.982,36.96371105883932,0.37711212093177543,0.4,5.6538332611563596e-05,1.3376213855891745,0.976787162843807,0.9782948957593081,0.9908360575781949,0.9845479956332097
5.984,36.96584244709848,0.3772206625798366,0.4,6.186781660862937e-05,1.3378208112322605,0.9767834106478674,0.9782920330573242,0.9908343703142427,0.9845457537933708
5.986,36.96816522691676,0.3773323588391379,0.4,6.717107457522727e-05,1.3380212345819558,0.9767796042742222,0.9782891190676393,0.9908326550069965,0.9845434732150807
5.988,36.97067844097091,0.37744718374409914,0.4,7.24473749683661e-05,1.3382226257975325,0.9767757449730273,0.9782861546179121,0.9908309121335666,0.9845411545400012
5.99,36.97338110571307,0.3775651109285041,0.4,7.769599242667101e-05,1.3384249552190914,0.9767718339920423,0.9782831405355875,0.9908291421697563,0.9845387984088667
5.992,36.97627221159506,0.37768611363088683,0.4,8.291620786279104e-05,1.3386281933711972,0.9767678725765915,0.9782800776479093,0.9908273455901035,0.9845364054615158
5.994,36.979350723295866,0.3778101646999587,0.4,8.810730855451194e-05,1.3388323109663223,0.9767638619695322,0.9782769667819384,0.9908255228679248,0.9845339763369263
5.996,36.98261557995237,0.3779372366000762,0.4,9.326858823460137e-05,1.3390372789081062,0.9767598034112258,0.9782738087645714,0.9908236744753612,0.9845315116732526
5.998,36.986065695393364,0.37806730141675143,0.4,9.839934717934992e-05,1.3392430682944287,0.9767556981395117,0.9782706044225612,0.9908218008834253,0.9845290121078639
