Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
-0.0166667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0116667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00666667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00166667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00333333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00833333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0133333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0183333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0233333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0283333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0333333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0383333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0433333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0483333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0533333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0583333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0633333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0683333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0733333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0783333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0833333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0883333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0933333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0983333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.103333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.108333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.113333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.118333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.123333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.128333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.133333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.138333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.143333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.148333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.153333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.158333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.163333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.168333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.173333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.178333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.183333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.188333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.193333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.198333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
