Time(s) " gENROE.delta" " gENROE.PELEC" " gENROE.PMECH" " gENROE.SPEED" " iEEEST.VOTHSG" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.32098 " 51.6303" " 0.690589" " 0.4" " 0.000463324" " 0.016" " 0.941709" " 0.951896" " 51.6303" " 1.12964"
2.32197 " 51.6383" " 0.69042" " 0.4" " 0.000429365" " 0.016" " 0.941928" " 0.952035" " 51.6383" " 1.12964"
2.32297 " 51.6457" " 0.690241" " 0.4" " 0.000395428" " 0.016" " 0.942144" " 0.952172" " 51.6457" " 1.12964"
2.32397 " 51.6525" " 0.690052" " 0.4" " 0.000361514" " 0.016" " 0.942359" " 0.952309" " 51.6525" " 1.12964"
2.32497 " 51.6587" " 0.689852" " 0.4" " 0.000327625" " 0.016" " 0.942572" " 0.952445" " 51.6587" " 1.12964"
2.32597 " 51.6643" " 0.689641" " 0.4" " 0.000293761" " 0.016" " 0.942783" " 0.952581" " 51.6643" " 1.12964"
2.32697 " 51.6693" " 0.68942" " 0.4" " 0.000259924" " 0.016" " 0.942992" " 0.952715" " 51.6693" " 1.12964"
2.32797 " 51.6737" " 0.689188" " 0.4" " 0.000226115" " 0.016" " 0.9432" " 0.952849" " 51.6737" " 1.12964"
2.32897 " 51.6774" " 0.688946" " 0.4" " 0.000192335" " 0.016" " 0.943407" " 0.952982" " 51.6774" " 1.12964"
2.32997 " 51.6806" " 0.688694" " 0.4" " 0.000158585" " 0.016" " 0.943612" " 0.953115" " 51.6806" " 1.12964"
2.33097 " 51.6831" " 0.688431" " 0.4" " 0.000124867" " 0.016" " 0.943815" " 0.953247" " 51.6831" " 1.12964"
2.33197 " 51.6851" " 0.688158" " 0.4" " 9.11824e-05" " 0.016" " 0.944017" " 0.953378" " 51.6851" " 1.12964"
2.33297 " 51.6864" " 0.687875" " 0.4" " 5.75315e-05" " 0.016" " 0.944217" " 0.953509" " 51.6864" " 1.12964"
2.33397 " 51.6872" " 0.687581" " 0.4" " 2.39159e-05" " 0.016" " 0.944417" " 0.953639" " 51.6872" " 1.12964"
2.33497 " 51.6873" " 0.687278" " 0.4" " -9.66321e-06" " 0.016" " 0.944614" " 0.953769" " 51.6873" " 1.12964"
2.33597 " 51.6868" " 0.686964" " 0.4" " -4.32047e-05" " 0.016" " 0.944811" " 0.953898" " 51.6868" " 1.12964"
2.33697 " 51.6857" " 0.686639" " 0.4" " -7.67073e-05" " 0.016" " 0.945006" " 0.954027" " 51.6857" " 1.12964"
2.33797 " 51.684" " 0.686305" " 0.4" " -0.00011017" " 0.016" " 0.945201" " 0.954155" " 51.684" " 1.12964"
2.33897 " 51.6818" " 0.68596" " 0.4" " -0.000143591" " 0.016" " 0.945394" " 0.954283" " 51.6818" " 1.12964"
2.33997 " 51.6789" " 0.685605" " 0.4" " -0.00017697" " 0.016" " 0.945585" " 0.95441" " 51.6789" " 1.12964"
2.34097 " 51.6754" " 0.68524" " 0.4" " -0.000210305" " 0.016" " 0.945776" " 0.954537" " 51.6754" " 1.12964"
2.34197 " 51.6713" " 0.684865" " 0.4" " -0.000243596" " 0.016" " 0.945966" " 0.954663" " 51.6713" " 1.12964"
2.34297 " 51.6666" " 0.68448" " 0.4" " -0.000276841" " 0.016" " 0.946155" " 0.95479" " 51.6666" " 1.12964"
2.34397 " 51.6613" " 0.684085" " 0.4" " -0.000310038" " 0.016" " 0.946342" " 0.954915" " 51.6613" " 1.12964"
2.34497 " 51.6555" " 0.68368" " 0.4" " -0.000343187" " 0.016" " 0.946529" " 0.955041" " 51.6555" " 1.12964"
2.34597 " 51.649" " 0.683266" " 0.4" " -0.000376287" " 0.016" " 0.946715" " 0.955166" " 51.649" " 1.12964"
2.34697 " 51.6419" " 0.682841" " 0.4" " -0.000409336" " 0.016" " 0.9469" " 0.955291" " 51.6419" " 1.12964"
2.34797 " 51.6343" " 0.682406" " 0.4" " -0.000442334" " 0.016" " 0.947084" " 0.955415" " 51.6343" " 1.12964"
2.34897 " 51.626" " 0.681962" " 0.4" " -0.000475278" " 0.016" " 0.947267" " 0.955539" " 51.626" " 1.12964"
2.34997 " 51.6171" " 0.681507" " 0.4" " -0.000508169" " 0.016" " 0.947449" " 0.955664" " 51.6171" " 1.12964"
2.35097 " 51.6077" " 0.681043" " 0.4" " -0.000541004" " 0.016" " 0.947631" " 0.955787" " 51.6077" " 1.12964"
2.35197 " 51.5977" " 0.680569" " 0.4" " -0.000573783" " 0.016" " 0.947811" " 0.955911" " 51.5977" " 1.12964"
2.35297 " 51.587" " 0.680086" " 0.4" " -0.000606504" " 0.016" " 0.947992" " 0.956034" " 51.587" " 1.12964"
2.35397 " 51.5758" " 0.679592" " 0.4" " -0.000639167" " 0.016" " 0.948171" " 0.956157" " 51.5758" " 1.12964"
2.35497 " 51.564" " 0.679089" " 0.4" " -0.00067177" " 0.016" " 0.94835" " 0.95628" " 51.564" " 1.12964"
2.35597 " 51.5517" " 0.678576" " 0.4" " -0.000704313" " 0.016" " 0.948528" " 0.956403" " 51.5517" " 1.12964"
2.35697 " 51.5387" " 0.678053" " 0.4" " -0.000736793" " 0.016" " 0.948705" " 0.956525" " 51.5387" " 1.12964"
2.35797 " 51.5251" " 0.677522" " 0.4" " -0.00076921" " 0.016" " 0.948882" " 0.956648" " 51.5251" " 1.12964"
2.35897 " 51.511" " 0.67698" " 0.4" " -0.000801563" " 0.016" " 0.949058" " 0.95677" " 51.511" " 1.12964"
2.35997 " 51.4963" " 0.676429" " 0.4" " -0.000833851" " 0.016" " 0.949233" " 0.956892" " 51.4963" " 1.12964"
2.36097 " 51.481" " 0.675869" " 0.4" " -0.000866072" " 0.016" " 0.949408" " 0.957014" " 51.481" " 1.12964"
2.36197 " 51.4651" " 0.675298" " 0.4" " -0.000898225" " 0.016" " 0.949583" " 0.957136" " 51.4651" " 1.12964"
2.36297 " 51.4486" " 0.674719" " 0.4" " -0.00093031" " 0.016" " 0.949757" " 0.957258" " 51.4486" " 1.12964"
2.36397 " 51.4316" " 0.67413" " 0.4" " -0.000962326" " 0.016" " 0.94993" " 0.95738" " 51.4316" " 1.12964"
2.36497 " 51.414" " 0.673532" " 0.4" " -0.00099427" " 0.016" " 0.950103" " 0.957501" " 51.414" " 1.12964"
2.36597 " 51.3958" " 0.672924" " 0.4" " -0.00102614" " 0.016" " 0.950275" " 0.957623" " 51.3958" " 1.12964"
2.36697 " 51.377" " 0.672307" " 0.4" " -0.00105794" " 0.016" " 0.950448" " 0.957744" " 51.377" " 1.12964"
2.36797 " 51.3577" " 0.671681" " 0.4" " -0.00108967" " 0.016" " 0.950619" " 0.957866" " 51.3577" " 1.12964"
2.36897 " 51.3378" " 0.671045" " 0.4" " -0.00112132" " 0.016" " 0.950791" " 0.957987" " 51.3378" " 1.12964"
2.36997 " 51.3173" " 0.6704" " 0.4" " -0.00115289" " 0.016" " 0.950961" " 0.958109" " 51.3173" " 1.12964"
2.37097 " 51.2963" " 0.669746" " 0.4" " -0.00118439" " 0.016" " 0.951132" " 0.95823" " 51.2963" " 1.12964"
2.37197 " 51.2747" " 0.669083" " 0.4" " -0.00121581" " 0.016" " 0.951302" " 0.958352" " 51.2747" " 1.12964"
2.37297 " 51.2525" " 0.668411" " 0.4" " -0.00124714" " 0.016" " 0.951472" " 0.958473" " 51.2525" " 1.12964"
2.37397 " 51.2298" " 0.667729" " 0.4" " -0.0012784" " 0.016" " 0.951641" " 0.958594" " 51.2298" " 1.12964"
2.37497 " 51.2065" " 0.667039" " 0.4" " -0.00130958" " 0.016" " 0.95181" " 0.958715" " 51.2065" " 1.12964"
2.37597 " 51.1827" " 0.666339" " 0.4" " -0.00134067" " 0.016" " 0.951979" " 0.958837" " 51.1827" " 1.12964"
2.37697 " 51.1583" " 0.665631" " 0.4" " -0.00137168" " 0.016" " 0.952148" " 0.958958" " 51.1583" " 1.12964"
2.37797 " 51.1333" " 0.664913" " 0.4" " -0.00140261" " 0.016" " 0.952316" " 0.959079" " 51.1333" " 1.12964"
2.37897 " 51.1078" " 0.664187" " 0.4" " -0.00143345" " 0.016" " 0.952484" " 0.959201" " 51.1078" " 1.12964"
2.37997 " 51.0817" " 0.663451" " 0.4" " -0.0014642" " 0.016" " 0.952652" " 0.959322" " 51.0817" " 1.12964"
2.38097 " 51.055" " 0.662707" " 0.4" " -0.00149486" " 0.016" " 0.95282" " 0.959443" " 51.055" " 1.12964"
2.38197 " 51.0279" " 0.661954" " 0.4" " -0.00152544" " 0.016" " 0.952987" " 0.959565" " 51.0279" " 1.12964"
2.38297 " 51.0001" " 0.661192" " 0.4" " -0.00155593" " 0.016" " 0.953154" " 0.959686" " 51.0001" " 1.12964"
2.38397 " 50.9719" " 0.660422" " 0.4" " -0.00158632" " 0.016" " 0.953321" " 0.959808" " 50.9719" " 1.12964"
2.38497 " 50.943" " 0.659642" " 0.4" " -0.00161662" " 0.016" " 0.953488" " 0.959929" " 50.943" " 1.12964"
2.38597 " 50.9137" " 0.658854" " 0.4" " -0.00164683" " 0.016" " 0.953654" " 0.960051" " 50.9137" " 1.12964"
2.38697 " 50.8837" " 0.658058" " 0.4" " -0.00167695" " 0.016" " 0.953821" " 0.960173" " 50.8837" " 1.12964"
2.38797 " 50.8533" " 0.657252" " 0.4" " -0.00170697" " 0.016" " 0.953987" " 0.960294" " 50.8533" " 1.12964"
2.38897 " 50.8223" " 0.656438" " 0.4" " -0.0017369" " 0.016" " 0.954153" " 0.960416" " 50.8223" " 1.12964"
2.38997 " 50.7908" " 0.655616" " 0.4" " -0.00176673" " 0.016" " 0.954319" " 0.960538" " 50.7908" " 1.12964"
2.39097 " 50.7587" " 0.654784" " 0.4" " -0.00179646" " 0.016" " 0.954484" " 0.96066" " 50.7587" " 1.12964"
2.39197 " 50.7261" " 0.653945" " 0.4" " -0.00182609" " 0.016" " 0.95465" " 0.960782" " 50.7261" " 1.12964"
2.39297 " 50.6929" " 0.653097" " 0.4" " -0.00185562" " 0.016" " 0.954816" " 0.960904" " 50.6929" " 1.12964"
2.39397 " 50.6593" " 0.65224" " 0.4" " -0.00188505" " 0.016" " 0.954981" " 0.961026" " 50.6593" " 1.12964"
2.39497 " 50.6251" " 0.651375" " 0.4" " -0.00191438" " 0.016" " 0.955146" " 0.961148" " 50.6251" " 1.12964"
2.39597 " 50.5904" " 0.650502" " 0.4" " -0.0019436" " 0.016" " 0.955311" " 0.96127" " 50.5904" " 1.12964"
2.39697 " 50.5551" " 0.649621" " 0.4" " -0.00197272" " 0.016" " 0.955476" " 0.961392" " 50.5551" " 1.12964"
2.39797 " 50.5193" " 0.648731" " 0.4" " -0.00200174" " 0.016" " 0.955641" " 0.961515" " 50.5193" " 1.12964"
2.39897 " 50.483" " 0.647833" " 0.4" " -0.00203065" " 0.016" " 0.955806" " 0.961637" " 50.483" " 1.12964"
2.39997 " 50.4462" " 0.646926" " 0.4" " -0.00205946" " 0.016" " 0.955971" " 0.96176" " 50.4462" " 1.12964"
2.40097 " 50.4089" " 0.646012" " 0.4" " -0.00208815" " 0.016" " 0.956136" " 0.961882" " 50.4089" " 1.12964"
2.40197 " 50.3711" " 0.645089" " 0.4" " -0.00211674" " 0.016" " 0.9563" " 0.962005" " 50.3711" " 1.12964"
2.40297 " 50.3327" " 0.644159" " 0.4" " -0.00214522" " 0.016" " 0.956465" " 0.962127" " 50.3327" " 1.12964"
2.40397 " 50.2938" " 0.64322" " 0.4" " -0.00217359" " 0.016" " 0.956629" " 0.96225" " 50.2938" " 1.12964"
2.40497 " 50.2544" " 0.642273" " 0.4" " -0.00220184" " 0.016" " 0.956794" " 0.962373" " 50.2544" " 1.12964"
2.40597 " 50.2146" " 0.641318" " 0.4" " -0.00222999" " 0.016" " 0.956958" " 0.962496" " 50.2146" " 1.12964"
2.40697 " 50.1742" " 0.640355" " 0.4" " -0.00225802" " 0.016" " 0.957122" " 0.962619" " 50.1742" " 1.12964"
2.40797 " 50.1333" " 0.639385" " 0.4" " -0.00228593" " 0.016" " 0.957286" " 0.962742" " 50.1333" " 1.12964"
2.40897 " 50.0919" " 0.638406" " 0.4" " -0.00231373" " 0.016" " 0.957451" " 0.962865" " 50.0919" " 1.12964"
2.40997 " 50.05" " 0.63742" " 0.4" " -0.00234142" " 0.016" " 0.957615" " 0.962988" " 50.05" " 1.12964"
2.41097 " 50.0076" " 0.636426" " 0.4" " -0.00236899" " 0.016" " 0.957779" " 0.963112" " 50.0076" " 1.12964"
2.41197 " 49.9647" " 0.635424" " 0.4" " -0.00239644" " 0.016" " 0.957943" " 0.963235" " 49.9647" " 1.12964"
2.41297 " 49.9213" " 0.634414" " 0.4" " -0.00242377" " 0.016" " 0.958107" " 0.963358" " 49.9213" " 1.12964"
2.41397 " 49.8774" " 0.633397" " 0.4" " -0.00245098" " 0.016" " 0.958271" " 0.963482" " 49.8774" " 1.12964"
2.41497 " 49.8331" " 0.632372" " 0.4" " -0.00247807" " 0.016" " 0.958435" " 0.963605" " 49.8331" " 1.12964"
2.41597 " 49.7882" " 0.631339" " 0.4" " -0.00250504" " 0.016" " 0.958599" " 0.963729" " 49.7882" " 1.12964"
2.41697 " 49.7429" " 0.630299" " 0.4" " -0.00253189" " 0.016" " 0.958762" " 0.963852" " 49.7429" " 1.12964"
2.41797 " 49.6971" " 0.629251" " 0.4" " -0.00255861" " 0.016" " 0.958926" " 0.963976" " 49.6971" " 1.12964"
2.41897 " 49.6508" " 0.628196" " 0.4" " -0.00258521" " 0.016" " 0.95909" " 0.9641" " 49.6508" " 1.12964"
2.41997 " 49.604" " 0.627134" " 0.4" " -0.00261169" " 0.016" " 0.959254" " 0.964224" " 49.604" " 1.12964"
2.42097 " 49.5568" " 0.626064" " 0.4" " -0.00263804" " 0.016" " 0.959417" " 0.964347" " 49.5568" " 1.12964"
2.42197 " 49.509" " 0.624987" " 0.4" " -0.00266426" " 0.016" " 0.959581" " 0.964471" " 49.509" " 1.12964"
2.42297 " 49.4608" " 0.623902" " 0.4" " -0.00269035" " 0.016" " 0.959744" " 0.964595" " 49.4608" " 1.12964"
2.42397 " 49.4122" " 0.62281" " 0.4" " -0.00271632" " 0.016" " 0.959908" " 0.964719" " 49.4122" " 1.12964"
2.42497 " 49.3631" " 0.621711" " 0.4" " -0.00274216" " 0.016" " 0.960072" " 0.964843" " 49.3631" " 1.12964"
2.42597 " 49.3135" " 0.620605" " 0.4" " -0.00276787" " 0.016" " 0.960235" " 0.964967" " 49.3135" " 1.12964"
2.42697 " 49.2634" " 0.619491" " 0.4" " -0.00279344" " 0.016" " 0.960398" " 0.965091" " 49.2634" " 1.12964"
2.42797 " 49.2129" " 0.61837" " 0.4" " -0.00281889" " 0.016" " 0.960562" " 0.965215" " 49.2129" " 1.12964"
2.42897 " 49.1619" " 0.617243" " 0.4" " -0.0028442" " 0.016" " 0.960725" " 0.965339" " 49.1619" " 1.12964"
2.42997 " 49.1105" " 0.616108" " 0.4" " -0.00286938" " 0.016" " 0.960888" " 0.965463" " 49.1105" " 1.12964"
2.43097 " 49.0586" " 0.614966" " 0.4" " -0.00289442" " 0.016" " 0.961052" " 0.965587" " 49.0586" " 1.12964"
2.43197 " 49.0063" " 0.613818" " 0.4" " -0.00291933" " 0.016" " 0.961215" " 0.965711" " 49.0063" " 1.12964"
2.43297 " 48.9535" " 0.612662" " 0.4" " -0.00294411" " 0.016" " 0.961378" " 0.965835" " 48.9535" " 1.12964"
2.43397 " 48.9003" " 0.6115" " 0.4" " -0.00296875" " 0.016" " 0.961541" " 0.965959" " 48.9003" " 1.12964"
2.43497 " 48.8466" " 0.610331" " 0.4" " -0.00299325" " 0.016" " 0.961704" " 0.966083" " 48.8466" " 1.12964"
2.43597 " 48.7926" " 0.609155" " 0.4" " -0.00301761" " 0.016" " 0.961867" " 0.966208" " 48.7926" " 1.12964"
2.43697 " 48.738" " 0.607973" " 0.4" " -0.00304183" " 0.016" " 0.96203" " 0.966332" " 48.738" " 1.12964"
2.43797 " 48.683" " 0.606783" " 0.4" " -0.00306591" " 0.016" " 0.962193" " 0.966456" " 48.683" " 1.12964"
2.43897 " 48.6276" " 0.605587" " 0.4" " -0.00308986" " 0.016" " 0.962355" " 0.96658" " 48.6276" " 1.12964"
2.43997 " 48.5718" " 0.604385" " 0.4" " -0.00311366" " 0.016" " 0.962518" " 0.966704" " 48.5718" " 1.12964"
2.44097 " 48.5155" " 0.603176" " 0.4" " -0.00313732" " 0.016" " 0.962681" " 0.966828" " 48.5155" " 1.12964"
2.44197 " 48.4589" " 0.601961" " 0.4" " -0.00316084" " 0.016" " 0.962843" " 0.966952" " 48.4589" " 1.12964"
2.44297 " 48.4018" " 0.600739" " 0.4" " -0.00318421" " 0.016" " 0.963006" " 0.967076" " 48.4018" " 1.12964"
2.44397 " 48.3442" " 0.599511" " 0.4" " -0.00320744" " 0.016" " 0.963168" " 0.967199" " 48.3442" " 1.12964"
2.44497 " 48.2863" " 0.598276" " 0.4" " -0.00323053" " 0.016" " 0.96333" " 0.967323" " 48.2863" " 1.12964"
2.44597 " 48.2279" " 0.597035" " 0.4" " -0.00325346" " 0.016" " 0.963492" " 0.967447" " 48.2279" " 1.12964"
2.44697 " 48.1692" " 0.595788" " 0.4" " -0.00327626" " 0.016" " 0.963655" " 0.967571" " 48.1692" " 1.12964"
2.44797 " 48.11" " 0.594535" " 0.4" " -0.0032989" " 0.016" " 0.963816" " 0.967694" " 48.11" " 1.12964"
2.44897 " 48.0504" " 0.593276" " 0.4" " -0.0033214" " 0.016" " 0.963978" " 0.967818" " 48.0504" " 1.12964"
2.44997 " 47.9904" " 0.59201" " 0.4" " -0.00334375" " 0.016" " 0.96414" " 0.967941" " 47.9904" " 1.12964"
2.45097 " 47.93" " 0.590738" " 0.4" " -0.00336595" " 0.016" " 0.964302" " 0.968065" " 47.93" " 1.12964"
2.45197 " 47.8692" " 0.589461" " 0.4" " -0.003388" " 0.016" " 0.964463" " 0.968188" " 47.8692" " 1.12964"
2.45297 " 47.808" " 0.588177" " 0.4" " -0.0034099" " 0.016" " 0.964625" " 0.968311" " 47.808" " 1.12964"
2.45397 " 47.7465" " 0.586888" " 0.4" " -0.00343165" " 0.016" " 0.964786" " 0.968435" " 47.7465" " 1.12964"
2.45497 " 47.6845" " 0.585593" " 0.4" " -0.00345324" " 0.016" " 0.964947" " 0.968558" " 47.6845" " 1.12964"
2.45597 " 47.6222" " 0.584292" " 0.4" " -0.00347469" " 0.016" " 0.965108" " 0.968681" " 47.6222" " 1.12964"
2.45697 " 47.5594" " 0.582985" " 0.4" " -0.00349597" " 0.016" " 0.965269" " 0.968803" " 47.5594" " 1.12964"
2.45797 " 47.4963" " 0.581672" " 0.4" " -0.00351711" " 0.016" " 0.96543" " 0.968926" " 47.4963" " 1.12964"
2.45897 " 47.4328" " 0.580354" " 0.4" " -0.00353809" " 0.016" " 0.965591" " 0.969049" " 47.4328" " 1.12964"
2.45996 " 47.3689" " 0.57903" " 0.4" " -0.00355892" " 0.016" " 0.965751" " 0.969171" " 47.3689" " 1.12964"
2.46096 " 47.3047" " 0.577701" " 0.4" " -0.00357959" " 0.016" " 0.965911" " 0.969294" " 47.3047" " 1.12964"
2.46196 " 47.2401" " 0.576366" " 0.4" " -0.0036001" " 0.016" " 0.966071" " 0.969416" " 47.2401" " 1.12964"
2.46296 " 47.1751" " 0.575026" " 0.4" " -0.00362046" " 0.016" " 0.966231" " 0.969538" " 47.1751" " 1.12964"
2.46396 " 47.1097" " 0.57368" " 0.4" " -0.00364066" " 0.016" " 0.966391" " 0.96966" " 47.1097" " 1.12964"
2.46496 " 47.044" " 0.572329" " 0.4" " -0.0036607" " 0.016" " 0.966551" " 0.969782" " 47.044" " 1.12964"
2.46596 " 46.9779" " 0.570973" " 0.4" " -0.00368058" " 0.016" " 0.96671" " 0.969903" " 46.9779" " 1.12964"
2.46696 " 46.9115" " 0.569611" " 0.4" " -0.0037003" " 0.016" " 0.966869" " 0.970025" " 46.9115" " 1.12964"
2.46796 " 46.8447" " 0.568244" " 0.4" " -0.00371986" " 0.016" " 0.967028" " 0.970146" " 46.8447" " 1.12964"
2.46896 " 46.7776" " 0.566873" " 0.4" " -0.00373926" " 0.016" " 0.967187" " 0.970267" " 46.7776" " 1.12964"
2.46996 " 46.7101" " 0.565496" " 0.4" " -0.0037585" " 0.016" " 0.967346" " 0.970388" " 46.7101" " 1.12964"
2.47096 " 46.6423" " 0.564114" " 0.4" " -0.00377757" " 0.016" " 0.967504" " 0.970509" " 46.6423" " 1.12964"
2.47196 " 46.5741" " 0.562727" " 0.4" " -0.00379649" " 0.016" " 0.967662" " 0.97063" " 46.5741" " 1.12964"
2.47296 " 46.5056" " 0.561335" " 0.4" " -0.00381524" " 0.016" " 0.96782" " 0.97075" " 46.5056" " 1.12964"
2.47396 " 46.4368" " 0.559938" " 0.4" " -0.00383382" " 0.016" " 0.967978" " 0.97087" " 46.4368" " 1.12964"
2.47496 " 46.3676" " 0.558536" " 0.4" " -0.00385225" " 0.016" " 0.968136" " 0.97099" " 46.3676" " 1.12964"
2.47596 " 46.2981" " 0.55713" " 0.4" " -0.0038705" " 0.016" " 0.968293" " 0.97111" " 46.2981" " 1.12964"
2.47696 " 46.2283" " 0.555719" " 0.4" " -0.0038886" " 0.016" " 0.96845" " 0.971229" " 46.2283" " 1.12964"
2.47796 " 46.1581" " 0.554303" " 0.4" " -0.00390652" " 0.016" " 0.968607" " 0.971348" " 46.1581" " 1.12964"
2.47896 " 46.0876" " 0.552883" " 0.4" " -0.00392428" " 0.016" " 0.968763" " 0.971468" " 46.0876" " 1.12964"
2.47996 " 46.0168" " 0.551458" " 0.4" " -0.00394188" " 0.016" " 0.968919" " 0.971586" " 46.0168" " 1.12964"
2.48096 " 45.9457" " 0.550029" " 0.4" " -0.0039593" " 0.016" " 0.969075" " 0.971705" " 45.9457" " 1.12964"
2.48196 " 45.8743" " 0.548596" " 0.4" " -0.00397656" " 0.016" " 0.969231" " 0.971823" " 45.8743" " 1.12964"
2.48296 " 45.8026" " 0.547157" " 0.4" " -0.00399365" " 0.016" " 0.969386" " 0.971941" " 45.8026" " 1.12964"
2.48396 " 45.7305" " 0.545715" " 0.4" " -0.00401057" " 0.016" " 0.969542" " 0.972059" " 45.7305" " 1.12964"
2.48496 " 45.6582" " 0.544269" " 0.4" " -0.00402732" " 0.016" " 0.969696" " 0.972177" " 45.6582" " 1.12964"
2.48596 " 45.5855" " 0.542818" " 0.4" " -0.0040439" " 0.016" " 0.969851" " 0.972294" " 45.5855" " 1.12964"
2.48696 " 45.5126" " 0.541363" " 0.4" " -0.00406031" " 0.016" " 0.970005" " 0.972411" " 45.5126" " 1.12964"
2.48796 " 45.4394" " 0.539904" " 0.4" " -0.00407654" " 0.016" " 0.970159" " 0.972528" " 45.4394" " 1.12964"
2.48896 " 45.3658" " 0.538441" " 0.4" " -0.00409261" " 0.016" " 0.970313" " 0.972644" " 45.3658" " 1.12964"
2.48996 " 45.292" " 0.536974" " 0.4" " -0.00410851" " 0.016" " 0.970466" " 0.97276" " 45.292" " 1.12964"
2.49096 " 45.2179" " 0.535503" " 0.4" " -0.00412423" " 0.016" " 0.970619" " 0.972876" " 45.2179" " 1.12964"
2.49196 " 45.1435" " 0.534029" " 0.4" " -0.00413978" " 0.016" " 0.970772" " 0.972992" " 45.1435" " 1.12964"
2.49296 " 45.0689" " 0.53255" " 0.4" " -0.00415516" " 0.016" " 0.970924" " 0.973107" " 45.0689" " 1.12964"
2.49396 " 44.994" " 0.531068" " 0.4" " -0.00417036" " 0.016" " 0.971076" " 0.973222" " 44.994" " 1.12964"
2.49496 " 44.9188" " 0.529582" " 0.4" " -0.00418539" " 0.016" " 0.971227" " 0.973337" " 44.9188" " 1.12964"
2.49596 " 44.8433" " 0.528093" " 0.4" " -0.00420024" " 0.016" " 0.971379" " 0.973451" " 44.8433" " 1.12964"
2.49696 " 44.7675" " 0.5266" " 0.4" " -0.00421492" " 0.016" " 0.971529" " 0.973565" " 44.7675" " 1.12964"
2.49796 " 44.6915" " 0.525103" " 0.4" " -0.00422943" " 0.016" " 0.97168" " 0.973678" " 44.6915" " 1.12964"
2.49896 " 44.6153" " 0.523603" " 0.4" " -0.00424376" " 0.016" " 0.97183" " 0.973792" " 44.6153" " 1.12964"
2.49996 " 44.5388" " 0.5221" " 0.4" " -0.00425791" " 0.016" " 0.97198" " 0.973905" " 44.5388" " 1.12964"
2.50096 " 44.462" " 0.520593" " 0.4" " -0.00427188" " 0.016" " 0.972129" " 0.974017" " 44.462" " 1.12964"
2.50196 " 44.385" " 0.519084" " 0.4" " -0.00428568" " 0.016" " 0.972278" " 0.97413" " 44.385" " 1.12964"
2.50296 " 44.3077" " 0.517571" " 0.4" " -0.00429931" " 0.016" " 0.972427" " 0.974241" " 44.3077" " 1.12964"
2.50396 " 44.2302" " 0.516055" " 0.4" " -0.00431275" " 0.016" " 0.972575" " 0.974353" " 44.2302" " 1.12964"
2.50496 " 44.1524" " 0.514535" " 0.4" " -0.00432602" " 0.016" " 0.972722" " 0.974464" " 44.1524" " 1.12964"
2.50596 " 44.0745" " 0.513013" " 0.4" " -0.0043391" " 0.016" " 0.97287" " 0.974575" " 44.0745" " 1.12964"
2.50696 " 43.9962" " 0.511488" " 0.4" " -0.00435201" " 0.016" " 0.973017" " 0.974685" " 43.9962" " 1.12964"
2.50796 " 43.9178" " 0.509961" " 0.4" " -0.00436474" " 0.016" " 0.973163" " 0.974795" " 43.9178" " 1.12964"
2.50896 " 43.8391" " 0.50843" " 0.4" " -0.0043773" " 0.016" " 0.973309" " 0.974905" " 43.8391" " 1.12964"
2.50996 " 43.7602" " 0.506896" " 0.4" " -0.00438967" " 0.016" " 0.973455" " 0.975014" " 43.7602" " 1.12964"
2.51096 " 43.6811" " 0.50536" " 0.4" " -0.00440186" " 0.016" " 0.9736" " 0.975123" " 43.6811" " 1.12964"
2.51196 " 43.6017" " 0.503821" " 0.4" " -0.00441387" " 0.016" " 0.973744" " 0.975231" " 43.6017" " 1.12964"
2.51296 " 43.5222" " 0.50228" " 0.4" " -0.0044257" " 0.016" " 0.973889" " 0.975339" " 43.5222" " 1.12964"
2.51396 " 43.4424" " 0.500736" " 0.4" " -0.00443735" " 0.016" " 0.974032" " 0.975447" " 43.4424" " 1.12964"
2.51496 " 43.3624" " 0.49919" " 0.4" " -0.00444882" " 0.016" " 0.974176" " 0.975554" " 43.3624" " 1.12964"
2.51596 " 43.2822" " 0.497641" " 0.4" " -0.00446011" " 0.016" " 0.974318" " 0.97566" " 43.2822" " 1.12964"
2.51696 " 43.2019" " 0.49609" " 0.4" " -0.00447122" " 0.016" " 0.974461" " 0.975767" " 43.2019" " 1.12964"
2.51796 " 43.1213" " 0.494537" " 0.4" " -0.00448214" " 0.016" " 0.974603" " 0.975873" " 43.1213" " 1.12964"
2.51896 " 43.0405" " 0.492982" " 0.4" " -0.00449288" " 0.016" " 0.974744" " 0.975978" " 43.0405" " 1.12964"
2.51996 " 42.9595" " 0.491424" " 0.4" " -0.00450345" " 0.016" " 0.974885" " 0.976083" " 42.9595" " 1.12964"
2.52096 " 42.8784" " 0.489865" " 0.4" " -0.00451382" " 0.016" " 0.975025" " 0.976187" " 42.8784" " 1.12964"
2.52196 " 42.797" " 0.488303" " 0.4" " -0.00452402" " 0.016" " 0.975165" " 0.976292" " 42.797" " 1.12964"
2.52296 " 42.7155" " 0.48674" " 0.4" " -0.00453403" " 0.016" " 0.975305" " 0.976395" " 42.7155" " 1.12964"
2.52396 " 42.6338" " 0.485174" " 0.4" " -0.00454386" " 0.016" " 0.975443" " 0.976498" " 42.6338" " 1.12964"
2.52496 " 42.5519" " 0.483607" " 0.4" " -0.0045535" " 0.016" " 0.975582" " 0.976601" " 42.5519" " 1.12964"
