Time(s); gENROE.delta; gENROE.PELEC; gENROE.PMECH; gENROE.SPEED; pSS2A.VOTHSG; GEN1.V; LOAD.V; GEN2.V; FAULT.V
2.20198; 46.3956; 0.631256; 0.4; 0.00428062; 0.016; 0.991293; 0.999534; 46.3956; 1.12964
2.20298; 46.4724; 0.632398; 0.4; 0.00425334; 0.016; 0.991293; 0.999534; 46.4724; 1.12964
2.20398; 46.5487; 0.633532; 0.4; 0.00422593; 0.016; 0.991293; 0.999534; 46.5487; 1.12964
2.20498; 46.6245; 0.634656; 0.4; 0.00419838; 0.016; 0.991293; 0.999534; 46.6245; 1.12964
2.20598; 46.6998; 0.63577; 0.4; 0.00417071; 0.016; 0.991293; 0.999534; 46.6998; 1.12964
2.20698; 46.7747; 0.636875; 0.4; 0.00414291; 0.016; 0.991293; 0.999534; 46.7747; 1.12964
2.20798; 46.849; 0.637971; 0.4; 0.00411498; 0.016; 0.991293; 0.999534; 46.849; 1.12964
2.20898; 46.9228; 0.639056; 0.4; 0.00408693; 0.016; 0.991293; 0.999534; 46.9228; 1.12964
2.20998; 46.9961; 0.640132; 0.4; 0.00405875; 0.016; 0.991293; 0.999534; 46.9961; 1.12964
2.21098; 47.0689; 0.641198; 0.4; 0.00403044; 0.016; 0.991293; 0.999534; 47.0689; 1.12964
2.21198; 47.1412; 0.642253; 0.4; 0.00400201; 0.016; 0.991293; 0.999534; 47.1412; 1.12964
2.21298; 47.213; 0.643299; 0.4; 0.00397347; 0.016; 0.991293; 0.999534; 47.213; 1.12964
2.21398; 47.2843; 0.644334; 0.4; 0.0039448; 0.016; 0.991293; 0.999534; 47.2843; 1.12964
2.21498; 47.355; 0.645359; 0.4; 0.00391601; 0.016; 0.991293; 0.999534; 47.355; 1.12964
2.21598; 47.4252; 0.646374; 0.4; 0.00388711; 0.016; 0.991293; 0.999534; 47.4252; 1.12964
2.21698; 47.4949; 0.647378; 0.4; 0.00385809; 0.016; 0.991293; 0.999534; 47.4949; 1.12964
2.21798; 47.5641; 0.648372; 0.4; 0.00382895; 0.016; 0.991293; 0.999534; 47.5641; 1.12964
2.21898; 47.6328; 0.649355; 0.4; 0.0037997; 0.016; 0.991293; 0.999534; 47.6328; 1.12964
2.21998; 47.7009; 0.650327; 0.4; 0.00377033; 0.016; 0.991293; 0.999534; 47.7009; 1.12964
2.22098; 47.7685; 0.651288; 0.4; 0.00374086; 0.016; 0.991293; 0.999534; 47.7685; 1.12964
2.22198; 47.8356; 0.652239; 0.4; 0.00371127; 0.016; 0.991293; 0.999534; 47.8356; 1.12964
2.22298; 47.9021; 0.653179; 0.4; 0.00368158; 0.016; 0.991293; 0.999534; 47.9021; 1.12964
2.22398; 47.9681; 0.654107; 0.4; 0.00365177; 0.016; 0.991293; 0.999534; 47.9681; 1.12964
2.22498; 48.0336; 0.655025; 0.4; 0.00362187; 0.016; 0.991293; 0.999534; 48.0336; 1.12964
2.22598; 48.0985; 0.655932; 0.4; 0.00359185; 0.016; 0.991293; 0.999534; 48.0985; 1.12964
2.22698; 48.1629; 0.656827; 0.4; 0.00356173; 0.016; 0.991293; 0.999534; 48.1629; 1.12964
2.22798; 48.2267; 0.657712; 0.4; 0.00353151; 0.016; 0.991293; 0.999534; 48.2267; 1.12964
2.22898; 48.29; 0.658585; 0.4; 0.00350119; 0.016; 0.991293; 0.999534; 48.29; 1.12964
2.22998; 48.3528; 0.659447; 0.4; 0.00347077; 0.016; 0.991293; 0.999534; 48.3528; 1.12964
2.23098; 48.415; 0.660298; 0.4; 0.00344025; 0.016; 0.991293; 0.999534; 48.415; 1.12964
2.23198; 48.4766; 0.661137; 0.4; 0.00340963; 0.016; 0.991293; 0.999534; 48.4766; 1.12964
2.23298; 48.5377; 0.661965; 0.4; 0.00337892; 0.016; 0.991293; 0.999534; 48.5377; 1.12964
2.23398; 48.5983; 0.662782; 0.4; 0.00334811; 0.016; 0.991293; 0.999534; 48.5983; 1.12964
2.23498; 48.6583; 0.663587; 0.4; 0.00331721; 0.016; 0.991293; 0.999534; 48.6583; 1.12964
2.23598; 48.7177; 0.66438; 0.4; 0.00328621; 0.016; 0.991293; 0.999534; 48.7177; 1.12964
2.23698; 48.7766; 0.665163; 0.4; 0.00325513; 0.016; 0.991293; 0.999534; 48.7766; 1.12964
2.23798; 48.8349; 0.665933; 0.4; 0.00322396; 0.016; 0.991293; 0.999534; 48.8349; 1.12964
2.23898; 48.8926; 0.666692; 0.4; 0.00319269; 0.016; 0.991293; 0.999534; 48.8926; 1.12964
2.23998; 48.9498; 0.66744; 0.4; 0.00316135; 0.016; 0.991293; 0.999534; 48.9498; 1.12964
2.24098; 49.0064; 0.668176; 0.4; 0.00312991; 0.016; 0.991293; 0.999534; 49.0064; 1.12964
2.24198; 49.0625; 0.6689; 0.4; 0.0030984; 0.016; 0.991293; 0.999534; 49.0625; 1.12964
2.24298; 49.118; 0.669613; 0.4; 0.0030668; 0.016; 0.991293; 0.999534; 49.118; 1.12964
2.24398; 49.1729; 0.670314; 0.4; 0.00303512; 0.016; 0.991293; 0.999534; 49.1729; 1.12964
2.24498; 49.2273; 0.671004; 0.4; 0.00300336; 0.016; 0.991293; 0.999534; 49.2273; 1.12964
2.24598; 49.281; 0.671681; 0.4; 0.00297152; 0.016; 0.991293; 0.999534; 49.281; 1.12964
2.24698; 49.3342; 0.672347; 0.4; 0.0029396; 0.016; 0.991293; 0.999534; 49.3342; 1.12964
2.24798; 49.3869; 0.673001; 0.4; 0.00290761; 0.016; 0.991293; 0.999534; 49.3869; 1.12964
2.24898; 49.4389; 0.673644; 0.4; 0.00287554; 0.016; 0.991293; 0.999534; 49.4389; 1.12964
2.24998; 49.4904; 0.674275; 0.4; 0.00284341; 0.016; 0.991293; 0.999534; 49.4904; 1.12964
2.25098; 49.5413; 0.674894; 0.4; 0.0028112; 0.016; 0.991293; 0.999534; 49.5413; 1.12964
2.25198; 49.5916; 0.675502; 0.4; 0.00277892; 0.016; 0.991293; 0.999534; 49.5916; 1.12964
2.25298; 49.6413; 0.676097; 0.4; 0.00274657; 0.016; 0.991293; 0.999534; 49.6413; 1.12964
2.25398; 49.6905; 0.676681; 0.4; 0.00271415; 0.016; 0.991293; 0.999534; 49.6905; 1.12964
2.25498; 49.739; 0.677254; 0.4; 0.00268167; 0.016; 0.991293; 0.999534; 49.739; 1.12964
2.25598; 49.787; 0.677814; 0.4; 0.00264912; 0.016; 0.991293; 0.999534; 49.787; 1.12964
2.25698; 49.8344; 0.678363; 0.4; 0.00261651; 0.016; 0.991293; 0.999534; 49.8344; 1.12964
2.25798; 49.8812; 0.6789; 0.4; 0.00258384; 0.016; 0.991293; 0.999534; 49.8812; 1.12964
2.25898; 49.9274; 0.679425; 0.4; 0.00255111; 0.016; 0.991293; 0.999534; 49.9274; 1.12964
2.25998; 49.973; 0.679938; 0.4; 0.00251831; 0.016; 0.991293; 0.999534; 49.973; 1.12964
2.26098; 50.0181; 0.68044; 0.4; 0.00248546; 0.016; 0.991293; 0.999534; 50.0181; 1.12964
2.26198; 50.0625; 0.68093; 0.4; 0.00245256; 0.016; 0.991293; 0.999534; 50.0625; 1.12964
2.26298; 50.1064; 0.681408; 0.4; 0.0024196; 0.016; 0.991293; 0.999534; 50.1064; 1.12964
2.26398; 50.1496; 0.681875; 0.4; 0.00238658; 0.016; 0.991293; 0.999534; 50.1496; 1.12964
2.26498; 50.1923; 0.68233; 0.4; 0.00235351; 0.016; 0.991293; 0.999534; 50.1923; 1.12964
2.26598; 50.2343; 0.682773; 0.4; 0.0023204; 0.016; 0.991293; 0.999534; 50.2343; 1.12964
2.26698; 50.2758; 0.683204; 0.4; 0.00228723; 0.016; 0.991293; 0.999534; 50.2758; 1.12964
2.26798; 50.3167; 0.683624; 0.4; 0.00225401; 0.016; 0.991293; 0.999534; 50.3167; 1.12964
2.26898; 50.357; 0.684032; 0.4; 0.00222075; 0.016; 0.991293; 0.999534; 50.357; 1.12964
2.26998; 50.3966; 0.684428; 0.4; 0.00218744; 0.016; 0.991293; 0.999534; 50.3966; 1.12964
2.27098; 50.4357; 0.684812; 0.4; 0.00215409; 0.016; 0.991293; 0.999534; 50.4357; 1.12964
2.27198; 50.4742; 0.685186; 0.4; 0.0021207; 0.016; 0.991293; 0.999534; 50.4742; 1.12964
2.27298; 50.5121; 0.685547; 0.4; 0.00208726; 0.016; 0.991293; 0.999534; 50.5121; 1.12964
2.27398; 50.5493; 0.685897; 0.4; 0.00205378; 0.016; 0.991293; 0.999534; 50.5493; 1.12964
2.27498; 50.586; 0.686235; 0.4; 0.00202027; 0.016; 0.991293; 0.999534; 50.586; 1.12964
2.27598; 50.6221; 0.686561; 0.4; 0.00198672; 0.016; 0.991293; 0.999534; 50.6221; 1.12964
2.27698; 50.6575; 0.686876; 0.4; 0.00195313; 0.016; 0.991293; 0.999534; 50.6575; 1.12964
2.27798; 50.6924; 0.687179; 0.4; 0.00191951; 0.016; 0.991293; 0.999534; 50.6924; 1.12964
2.27898; 50.7266; 0.687471; 0.4; 0.00188585; 0.016; 0.991293; 0.999534; 50.7266; 1.12964
2.27998; 50.7603; 0.687751; 0.4; 0.00185217; 0.016; 0.991293; 0.999534; 50.7603; 1.12964
2.28098; 50.7933; 0.68802; 0.4; 0.00181845; 0.016; 0.991293; 0.999534; 50.7933; 1.12964
2.28198; 50.8257; 0.688277; 0.4; 0.0017847; 0.016; 0.991293; 0.999534; 50.8257; 1.12964
2.28298; 50.8575; 0.688523; 0.4; 0.00175093; 0.016; 0.991293; 0.999534; 50.8575; 1.12964
2.28398; 50.8888; 0.688757; 0.4; 0.00171712; 0.016; 0.991293; 0.999534; 50.8888; 1.12964
2.28498; 50.9194; 0.68898; 0.4; 0.0016833; 0.016; 0.991293; 0.999534; 50.9194; 1.12964
2.28598; 50.9493; 0.689191; 0.4; 0.00164945; 0.016; 0.991293; 0.999534; 50.9493; 1.12964
2.28698; 50.9787; 0.689391; 0.4; 0.00161558; 0.016; 0.991293; 0.999534; 50.9787; 1.12964
2.28798; 51.0075; 0.68958; 0.4; 0.00158168; 0.016; 0.991293; 0.999534; 51.0075; 1.12964
2.28898; 51.0357; 0.689757; 0.4; 0.00154777; 0.016; 0.991293; 0.999534; 51.0357; 1.12964
2.28998; 51.0632; 0.689923; 0.4; 0.00151384; 0.016; 0.991293; 0.999534; 51.0632; 1.12964
2.29098; 51.0902; 0.690077; 0.4; 0.00147989; 0.016; 0.991293; 0.999534; 51.0902; 1.12964
2.29198; 51.1165; 0.69022; 0.4; 0.00144592; 0.016; 0.991293; 0.999534; 51.1165; 1.12964
2.29298; 51.1422; 0.690352; 0.4; 0.00141194; 0.016; 0.991293; 0.999534; 51.1422; 1.12964
2.29398; 51.1673; 0.690472; 0.4; 0.00137795; 0.016; 0.991293; 0.999534; 51.1673; 1.12964
2.29498; 51.1918; 0.690582; 0.4; 0.00134395; 0.016; 0.991293; 0.999534; 51.1918; 1.12964
2.29598; 51.2157; 0.690679; 0.4; 0.00130993; 0.016; 0.991293; 0.999534; 51.2157; 1.12964
2.29698; 51.239; 0.690766; 0.4; 0.00127591; 0.016; 0.991293; 0.999534; 51.239; 1.12964
2.29798; 51.2617; 0.690842; 0.4; 0.00124188; 0.016; 0.991293; 0.999534; 51.2617; 1.12964
2.29898; 51.2837; 0.690906; 0.4; 0.00120784; 0.016; 0.991293; 0.999534; 51.2837; 1.12964
2.29998; 51.3051; 0.69096; 0.4; 0.00117379; 0.016; 0.991293; 0.999534; 51.3051; 1.12964
2.30098; 51.326; 0.691002; 0.4; 0.00113975; 0.016; 0.991293; 0.999534; 51.326; 1.12964
2.30198; 51.3462; 0.691033; 0.4; 0.0011057; 0.016; 0.991293; 0.999534; 51.3462; 1.12964
2.30298; 51.3658; 0.691053; 0.4; 0.00107164; 0.016; 0.991293; 0.999534; 51.3658; 1.12964
2.30398; 51.3847; 0.691062; 0.4; 0.00103759; 0.016; 0.991293; 0.999534; 51.3847; 1.12964
2.30498; 51.4031; 0.69106; 0.4; 0.00100354; 0.016; 0.991293; 0.999534; 51.4031; 1.12964
2.30598; 51.4209; 0.691046; 0.4; 0.000969494; 0.016; 0.991293; 0.999534; 51.4209; 1.12964
2.30698; 51.438; 0.691023; 0.4; 0.00093545; 0.016; 0.991293; 0.999534; 51.438; 1.12964
2.30798; 51.4545; 0.690988; 0.4; 0.00090141; 0.016; 0.991293; 0.999534; 51.4545; 1.12964
2.30898; 51.4705; 0.690942; 0.4; 0.000867377; 0.016; 0.991293; 0.999534; 51.4705; 1.12964
2.30998; 51.4858; 0.690885; 0.4; 0.000833351; 0.016; 0.991293; 0.999534; 51.4858; 1.12964
2.31098; 51.5005; 0.690817; 0.4; 0.000799335; 0.016; 0.991293; 0.999534; 51.5005; 1.12964
2.31198; 51.5145; 0.690739; 0.4; 0.000765328; 0.016; 0.991293; 0.999534; 51.5145; 1.12964
2.31298; 51.528; 0.690649; 0.4; 0.000731333; 0.016; 0.991293; 0.999534; 51.528; 1.12964
2.31398; 51.5409; 0.690549; 0.4; 0.000697351; 0.016; 0.991293; 0.999534; 51.5409; 1.12964
2.31498; 51.5531; 0.690438; 0.4; 0.000663382; 0.016; 0.991293; 0.999534; 51.5531; 1.12964
2.31598; 51.5648; 0.690316; 0.4; 0.000629429; 0.016; 0.991293; 0.999534; 51.5648; 1.12964
2.31698; 51.5758; 0.690184; 0.4; 0.000595492; 0.016; 0.991293; 0.999534; 51.5758; 1.12964
2.31798; 51.5862; 0.690041; 0.4; 0.000561573; 0.016; 0.991293; 0.999534; 51.5862; 1.12964
2.31898; 51.596; 0.689887; 0.4; 0.000527672; 0.016; 0.991293; 0.999534; 51.596; 1.12964
2.31998; 51.6052; 0.689723; 0.4; 0.000493792; 0.016; 0.991293; 0.999534; 51.6052; 1.12964
2.32098; 51.6138; 0.689548; 0.4; 0.000459933; 0.016; 0.991293; 0.999534; 51.6138; 1.12964
2.32197; 51.6218; 0.689362; 0.4; 0.000426097; 0.016; 0.991293; 0.999534; 51.6218; 1.12964
2.32297; 51.6291; 0.689166; 0.4; 0.000392285; 0.016; 0.991293; 0.999534; 51.6291; 1.12964
2.32397; 51.6359; 0.688959; 0.4; 0.000358498; 0.016; 0.991293; 0.999534; 51.6359; 1.12964
2.32497; 51.642; 0.688742; 0.4; 0.000324737; 0.016; 0.991293; 0.999534; 51.642; 1.12964
2.32597; 51.6476; 0.688514; 0.4; 0.000291004; 0.016; 0.991293; 0.999534; 51.6476; 1.12964
2.32697; 51.6525; 0.688276; 0.4; 0.0002573; 0.016; 0.991293; 0.999534; 51.6525; 1.12964
2.32797; 51.6568; 0.688028; 0.4; 0.000223625; 0.016; 0.991293; 0.999534; 51.6568; 1.12964
2.32897; 51.6606; 0.687768; 0.4; 0.000189982; 0.016; 0.991293; 0.999534; 51.6606; 1.12964
2.32997; 51.6637; 0.687499; 0.4; 0.000156371; 0.016; 0.991293; 0.999534; 51.6637; 1.12964
2.33097; 51.6662; 0.687219; 0.4; 0.000122794; 0.016; 0.991293; 0.999534; 51.6662; 1.12964
2.33197; 51.6681; 0.686929; 0.4; 8.92517e-05; 0.016; 0.991293; 0.999534; 51.6681; 1.12964
2.33297; 51.6694; 0.686629; 0.4; 5.57455e-05; 0.016; 0.991293; 0.999534; 51.6694; 1.12964
2.33397; 51.6701; 0.686319; 0.4; 2.22765e-05; 0.016; 0.991293; 0.999534; 51.6701; 1.12964
2.33497; 51.6702; 0.685998; 0.4; -1.1154e-05; 0.016; 0.991293; 0.999534; 51.6702; 1.12964
2.33597; 51.6697; 0.685667; 0.4; -4.4545e-05; 0.016; 0.991293; 0.999534; 51.6697; 1.12964
2.33697; 51.6686; 0.685326; 0.4; -7.78951e-05; 0.016; 0.991293; 0.999534; 51.6686; 1.12964
2.33797; 51.6669; 0.684974; 0.4; -0.000111203; 0.016; 0.991293; 0.999534; 51.6669; 1.12964
2.33897; 51.6646; 0.684613; 0.4; -0.000144468; 0.016; 0.991293; 0.999534; 51.6646; 1.12964
2.33997; 51.6617; 0.684242; 0.4; -0.000177689; 0.016; 0.991293; 0.999534; 51.6617; 1.12964
2.34097; 51.6582; 0.68386; 0.4; -0.000210864; 0.016; 0.991293; 0.999534; 51.6582; 1.12964
2.34197; 51.6541; 0.683468; 0.4; -0.000243992; 0.016; 0.991293; 0.999534; 51.6541; 1.12964
2.34297; 51.6494; 0.683067; 0.4; -0.000277072; 0.016; 0.991293; 0.999534; 51.6494; 1.12964
2.34397; 51.6441; 0.682655; 0.4; -0.000310104; 0.016; 0.991293; 0.999534; 51.6441; 1.12964
2.34497; 51.6382; 0.682234; 0.4; -0.000343085; 0.016; 0.991293; 0.999534; 51.6382; 1.12964
2.34597; 51.6318; 0.681803; 0.4; -0.000376015; 0.016; 0.991293; 0.999534; 51.6318; 1.12964
2.34697; 51.6247; 0.681362; 0.4; -0.000408892; 0.016; 0.991293; 0.999534; 51.6247; 1.12964
2.34797; 51.6171; 0.68091; 0.4; -0.000441716; 0.016; 0.991293; 0.999534; 51.6171; 1.12964
2.34897; 51.6088; 0.68045; 0.4; -0.000474485; 0.016; 0.991293; 0.999534; 51.6088; 1.12964
2.34997; 51.6; 0.679979; 0.4; -0.000507198; 0.016; 0.991293; 0.999534; 51.6; 1.12964
2.35097; 51.5905; 0.679499; 0.4; -0.000539854; 0.016; 0.991293; 0.999534; 51.5905; 1.12964
2.35197; 51.5805; 0.679009; 0.4; -0.000572451; 0.016; 0.991293; 0.999534; 51.5805; 1.12964
2.35297; 51.5699; 0.678509; 0.4; -0.000604989; 0.016; 0.991293; 0.999534; 51.5699; 1.12964
2.35397; 51.5588; 0.677999; 0.4; -0.000637467; 0.016; 0.991293; 0.999534; 51.5588; 1.12964
2.35497; 51.547; 0.67748; 0.4; -0.000669883; 0.016; 0.991293; 0.999534; 51.547; 1.12964
2.35597; 51.5346; 0.676952; 0.4; -0.000702237; 0.016; 0.991293; 0.999534; 51.5346; 1.12964
2.35697; 51.5217; 0.676413; 0.4; -0.000734527; 0.016; 0.991293; 0.999534; 51.5217; 1.12964
2.35797; 51.5082; 0.675865; 0.4; -0.000766751; 0.016; 0.991293; 0.999534; 51.5082; 1.12964
2.35897; 51.4941; 0.675308; 0.4; -0.00079891; 0.016; 0.991293; 0.999534; 51.4941; 1.12964
2.35997; 51.4794; 0.674741; 0.4; -0.000831002; 0.016; 0.991293; 0.999534; 51.4794; 1.12964
2.36097; 51.4642; 0.674165; 0.4; -0.000863025; 0.016; 0.991293; 0.999534; 51.4642; 1.12964
2.36197; 51.4484; 0.673579; 0.4; -0.000894979; 0.016; 0.991293; 0.999534; 51.4484; 1.12964
2.36297; 51.432; 0.672984; 0.4; -0.000926862; 0.016; 0.991293; 0.999534; 51.432; 1.12964
2.36397; 51.415; 0.67238; 0.4; -0.000958674; 0.016; 0.991293; 0.999534; 51.415; 1.12964
2.36497; 51.3975; 0.671766; 0.4; -0.000990413; 0.016; 0.991293; 0.999534; 51.3975; 1.12964
2.36597; 51.3794; 0.671143; 0.4; -0.00102208; 0.016; 0.991293; 0.999534; 51.3794; 1.12964
2.36697; 51.3607; 0.670511; 0.4; -0.00105367; 0.016; 0.991293; 0.999534; 51.3607; 1.12964
2.36797; 51.3414; 0.669869; 0.4; -0.00108518; 0.016; 0.991293; 0.999534; 51.3414; 1.12964
2.36897; 51.3216; 0.669219; 0.4; -0.00111662; 0.016; 0.991293; 0.999534; 51.3216; 1.12964
2.36997; 51.3012; 0.668559; 0.4; -0.00114798; 0.016; 0.991293; 0.999534; 51.3012; 1.12964
2.37097; 51.2803; 0.66789; 0.4; -0.00117926; 0.016; 0.991293; 0.999534; 51.2803; 1.12964
2.37197; 51.2588; 0.667212; 0.4; -0.00121046; 0.016; 0.991293; 0.999534; 51.2588; 1.12964
2.37297; 51.2367; 0.666525; 0.4; -0.00124158; 0.016; 0.991293; 0.999534; 51.2367; 1.12964
2.37397; 51.2141; 0.665829; 0.4; -0.00127262; 0.016; 0.991293; 0.999534; 51.2141; 1.12964
2.37497; 51.1909; 0.665124; 0.4; -0.00130357; 0.016; 0.991293; 0.999534; 51.1909; 1.12964
2.37597; 51.1671; 0.66441; 0.4; -0.00133444; 0.016; 0.991293; 0.999534; 51.1671; 1.12964
2.37697; 51.1428; 0.663687; 0.4; -0.00136523; 0.016; 0.991293; 0.999534; 51.1428; 1.12964
2.37797; 51.118; 0.662955; 0.4; -0.00139592; 0.016; 0.991293; 0.999534; 51.118; 1.12964
2.37897; 51.0926; 0.662214; 0.4; -0.00142654; 0.016; 0.991293; 0.999534; 51.0926; 1.12964
2.37997; 51.0666; 0.661465; 0.4; -0.00145706; 0.016; 0.991293; 0.999534; 51.0666; 1.12964
2.38097; 51.0401; 0.660706; 0.4; -0.00148749; 0.016; 0.991293; 0.999534; 51.0401; 1.12964
2.38197; 51.0131; 0.659939; 0.4; -0.00151783; 0.016; 0.991293; 0.999534; 51.0131; 1.12964
2.38297; 50.9855; 0.659163; 0.4; -0.00154808; 0.016; 0.991293; 0.999534; 50.9855; 1.12964
2.38397; 50.9573; 0.658379; 0.4; -0.00157824; 0.016; 0.991293; 0.999534; 50.9573; 1.12964
2.38497; 50.9287; 0.657586; 0.4; -0.0016083; 0.016; 0.991293; 0.999534; 50.9287; 1.12964
2.38597; 50.8994; 0.656784; 0.4; -0.00163827; 0.016; 0.991293; 0.999534; 50.8994; 1.12964
2.38697; 50.8697; 0.655974; 0.4; -0.00166815; 0.016; 0.991293; 0.999534; 50.8697; 1.12964
2.38797; 50.8394; 0.655155; 0.4; -0.00169792; 0.016; 0.991293; 0.999534; 50.8394; 1.12964
2.38897; 50.8086; 0.654327; 0.4; -0.0017276; 0.016; 0.991293; 0.999534; 50.8086; 1.12964
2.38997; 50.7772; 0.653491; 0.4; -0.00175718; 0.016; 0.991293; 0.999534; 50.7772; 1.12964
2.39097; 50.7453; 0.652647; 0.4; -0.00178667; 0.016; 0.991293; 0.999534; 50.7453; 1.12964
2.39197; 50.7129; 0.651794; 0.4; -0.00181605; 0.016; 0.991293; 0.999534; 50.7129; 1.12964
2.39297; 50.6799; 0.650933; 0.4; -0.00184533; 0.016; 0.991293; 0.999534; 50.6799; 1.12964
2.39397; 50.6464; 0.650064; 0.4; -0.0018745; 0.016; 0.991293; 0.999534; 50.6464; 1.12964
2.39497; 50.6124; 0.649186; 0.4; -0.00190358; 0.016; 0.991293; 0.999534; 50.6124; 1.12964
2.39597; 50.5779; 0.6483; 0.4; -0.00193255; 0.016; 0.991293; 0.999534; 50.5779; 1.12964
2.39697; 50.5429; 0.647406; 0.4; -0.00196141; 0.016; 0.991293; 0.999534; 50.5429; 1.12964
2.39797; 50.5073; 0.646504; 0.4; -0.00199017; 0.016; 0.991293; 0.999534; 50.5073; 1.12964
2.39897; 50.4712; 0.645593; 0.4; -0.00201882; 0.016; 0.991293; 0.999534; 50.4712; 1.12964
2.39997; 50.4346; 0.644674; 0.4; -0.00204736; 0.016; 0.991293; 0.999534; 50.4346; 1.12964
2.40097; 50.3975; 0.643748; 0.4; -0.0020758; 0.016; 0.991293; 0.999534; 50.3975; 1.12964
2.40197; 50.3599; 0.642813; 0.4; -0.00210412; 0.016; 0.991293; 0.999534; 50.3599; 1.12964
2.40297; 50.3218; 0.64187; 0.4; -0.00213233; 0.016; 0.991293; 0.999534; 50.3218; 1.12964
2.40397; 50.2831; 0.64092; 0.4; -0.00216043; 0.016; 0.991293; 0.999534; 50.2831; 1.12964
2.40497; 50.244; 0.639961; 0.4; -0.00218842; 0.016; 0.991293; 0.999534; 50.244; 1.12964
2.40597; 50.2043; 0.638994; 0.4; -0.00221629; 0.016; 0.991293; 0.999534; 50.2043; 1.12964
2.40697; 50.1642; 0.63802; 0.4; -0.00224405; 0.016; 0.991293; 0.999534; 50.1642; 1.12964
2.40797; 50.1236; 0.637038; 0.4; -0.00227169; 0.016; 0.991293; 0.999534; 50.1236; 1.12964
2.40897; 50.0824; 0.636048; 0.4; -0.00229922; 0.016; 0.991293; 0.999534; 50.0824; 1.12964
2.40997; 50.0408; 0.63505; 0.4; -0.00232663; 0.016; 0.991293; 0.999534; 50.0408; 1.12964
2.41097; 49.9987; 0.634045; 0.4; -0.00235392; 0.016; 0.991293; 0.999534; 49.9987; 1.12964
2.41197; 49.956; 0.633032; 0.4; -0.00238109; 0.016; 0.991293; 0.999534; 49.956; 1.12964
2.41297; 49.9129; 0.632012; 0.4; -0.00240815; 0.016; 0.991293; 0.999534; 49.9129; 1.12964
2.41397; 49.8693; 0.630984; 0.4; -0.00243508; 0.016; 0.991293; 0.999534; 49.8693; 1.12964
2.41497; 49.8253; 0.629948; 0.4; -0.00246189; 0.016; 0.991293; 0.999534; 49.8253; 1.12964
2.41597; 49.7807; 0.628905; 0.4; -0.00248857; 0.016; 0.991293; 0.999534; 49.7807; 1.12964
2.41697; 49.7357; 0.627854; 0.4; -0.00251514; 0.016; 0.991293; 0.999534; 49.7357; 1.12964
2.41797; 49.6902; 0.626796; 0.4; -0.00254158; 0.016; 0.991293; 0.999534; 49.6902; 1.12964
2.41897; 49.6442; 0.625731; 0.4; -0.00256789; 0.016; 0.991293; 0.999534; 49.6442; 1.12964
2.41997; 49.5977; 0.624658; 0.4; -0.00259408; 0.016; 0.991293; 0.999534; 49.5977; 1.12964
2.42097; 49.5508; 0.623578; 0.4; -0.00262014; 0.016; 0.991293; 0.999534; 49.5508; 1.12964
2.42197; 49.5034; 0.622491; 0.4; -0.00264607; 0.016; 0.991293; 0.999534; 49.5034; 1.12964
2.42297; 49.4555; 0.621397; 0.4; -0.00267187; 0.016; 0.991293; 0.999534; 49.4555; 1.12964
2.42397; 49.4072; 0.620296; 0.4; -0.00269755; 0.016; 0.991293; 0.999534; 49.4072; 1.12964
2.42497; 49.3584; 0.619188; 0.4; -0.00272309; 0.016; 0.991293; 0.999534; 49.3584; 1.12964
2.42597; 49.3092; 0.618073; 0.4; -0.0027485; 0.016; 0.991293; 0.999534; 49.3092; 1.12964
2.42697; 49.2595; 0.616951; 0.4; -0.00277379; 0.016; 0.991293; 0.999534; 49.2595; 1.12964
2.42797; 49.2093; 0.615821; 0.4; -0.00279893; 0.016; 0.991293; 0.999534; 49.2093; 1.12964
2.42897; 49.1587; 0.614685; 0.4; -0.00282395; 0.016; 0.991293; 0.999534; 49.1587; 1.12964
2.42997; 49.1076; 0.613543; 0.4; -0.00284883; 0.016; 0.991293; 0.999534; 49.1076; 1.12964
2.43097; 49.0561; 0.612393; 0.4; -0.00287358; 0.016; 0.991293; 0.999534; 49.0561; 1.12964
2.43197; 49.0042; 0.611237; 0.4; -0.00289819; 0.016; 0.991293; 0.999534; 49.0042; 1.12964
2.43297; 48.9518; 0.610074; 0.4; -0.00292266; 0.016; 0.991293; 0.999534; 48.9518; 1.12964
2.43397; 48.899; 0.608905; 0.4; -0.00294699; 0.016; 0.991293; 0.999534; 48.899; 1.12964
2.43497; 48.8457; 0.607729; 0.4; -0.00297119; 0.016; 0.991293; 0.999534; 48.8457; 1.12964
2.43597; 48.792; 0.606546; 0.4; -0.00299525; 0.016; 0.991293; 0.999534; 48.792; 1.12964
2.43697; 48.7379; 0.605357; 0.4; -0.00301917; 0.016; 0.991293; 0.999534; 48.7379; 1.12964
2.43797; 48.6833; 0.604162; 0.4; -0.00304295; 0.016; 0.991293; 0.999534; 48.6833; 1.12964
2.43897; 48.6283; 0.60296; 0.4; -0.00306659; 0.016; 0.991293; 0.999534; 48.6283; 1.12964
2.43997; 48.5729; 0.601752; 0.4; -0.00309008; 0.016; 0.991293; 0.999534; 48.5729; 1.12964
2.44097; 48.5171; 0.600537; 0.4; -0.00311344; 0.016; 0.991293; 0.999534; 48.5171; 1.12964
