Time(s); generator.delta; generator.PELEC; generator.PMECH; generator.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
0.23; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.235; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.24; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.245; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.25; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.255; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.26; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.265; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.27; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.275; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.28; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.285; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.29; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
0.295; 34.4037; 0.4; 0.4; 0; 0.016; 1; 0.991993; 1
