Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,eXST1.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
2.496,132.38116,0.0021301075,0.022255033,1.749428,0.2919014,7.560594e-32,0.012824165,0.0064120824
2.498,133.18399,0.0021276588,0.022345956,1.7484009,0.29173356,4.5507956e-32,0.012824165,0.0064120824
2.5,133.99008,0.0021252148,0.02243687,1.7473754,0.29156595,1.5474941e-32,0.012824165,0.0064120824
2.502,134.79944,0.002122775,0.022527777,1.7463514,0.29139856,5.9783847e-31,0.012824165,0.0064120824
2.504,135.61208,0.0021203395,0.022618676,1.7453289,0.29123136,2.318156e-31,0.012824165,0.0064120824
2.506,136.428,0.0021179086,0.022709567,1.7443078,0.29106435,1.2588104e-19,0.012824165,0.0064120824
2.508,137.24716,0.0021154818,0.022800451,1.7432882,0.29089755,1.8854936e-19,0.012824165,0.0064120824
2.51,138.06963,0.0021130594,0.022891328,1.74227,0.29073095,3.143689e-31,0.012824165,0.0064120824
2.512,138.89534,0.002110641,0.022982197,1.7412531,0.29056454,4.8912158e-32,0.012824165,0.0064120824
2.514,139.72433,0.0021082268,0.023073059,1.7402377,0.2903983,5.886063e-32,0.012824165,0.0064120824
2.516,140.55661,0.0021058165,0.023163913,1.7392236,0.29023227,2.1296981e-31,0.012824165,0.0064120824
2.518,141.39215,0.0021034102,0.02325476,1.7382107,0.2900664,1.4056121e-31,0.012824165,0.0064120824
2.52,142.23094,0.002101008,0.023345597,1.7371992,0.28990072,6.7533076e-33,0.012824165,0.0064120824
2.522,143.07303,0.0020986097,0.023436429,1.7361888,0.2897352,1.5713845e-19,0.012824165,0.0064120824
2.524,143.91837,0.002096215,0.023527253,1.7351797,0.28956985,4.6897464e-32,0.012824165,0.0064120824
2.526,144.76698,0.0020938243,0.023618069,1.7341716,0.2894047,1.253005e-31,0.012824165,0.0064120824
2.528,145.61887,0.0020914376,0.023708878,1.7331648,0.28923967,1.1700828e-31,0.012824165,0.0064120824
2.53,146.47403,0.0020890543,0.023799678,1.732159,0.28907484,1.0680747e-19,0.012824165,0.0064120824
2.532,147.33244,0.0020866746,0.023890473,1.7311544,0.28891015,6.059472e-32,0.012824165,0.0064120824
2.534,148.19414,0.0020842985,0.023981258,1.7301508,0.2887456,2.9540288e-32,0.012824165,0.0064120824
2.536,149.0591,0.0020819278,0.024072036,1.7291493,0.28858134,2.7255294e-32,0.012824165,0.0064120824
2.538,149.92732,0.0020795618,0.024162807,1.7281498,0.2884173,4.7306275e-20,0.012824165,0.0064120824
2.54,150.79881,0.0020771995,0.024253571,1.7271513,0.28825346,7.6509154e-32,0.012824165,0.0064120824
2.542,151.67358,0.002074841,0.024344327,1.7261541,0.28808975,1.1831476e-19,0.012824165,0.0064120824
2.544,152.5516,0.0020724863,0.024435075,1.725158,0.28792626,3.839194e-31,0.012824165,0.0064120824
2.546,153.4329,0.0020701352,0.024525816,1.7241632,0.28776288,3.7981976e-31,0.012824165,0.0064120824
2.548,154.31747,0.0020677878,0.024616549,1.7231694,0.28759968,1.9339608e-19,0.012824165,0.0064120824
2.55,155.2053,0.0020654441,0.024707275,1.7221768,0.28743666,1.1893193e-31,0.012824165,0.0064120824
2.552,156.09639,0.0020631042,0.024797993,1.7211853,0.2872738,4.86456e-31,0.012824165,0.0064120824
2.554,156.99075,0.0020607677,0.024888704,1.7201949,0.28711107,1.0385956e-31,0.012824165,0.0064120824
2.556,157.88838,0.0020584348,0.024979407,1.7192055,0.2869485,4.7415373e-19,0.012824165,0.0064120824
2.558,158.78926,0.0020561055,0.025070103,1.7182173,0.2867861,3.7999802e-31,0.012824165,0.0064120824
2.56,159.69344,0.0020537795,0.025160791,1.7172301,0.28662387,8.083827e-32,0.012824165,0.0064120824
2.562,160.60085,0.002051457,0.02525147,1.7162439,0.28646177,1.2569318e-19,0.012824165,0.0064120824
2.564,161.51154,0.002049138,0.025342144,1.7152586,0.2862998,4.776576e-31,0.012824165,0.0064120824
2.566,162.42548,0.0020468226,0.02543281,1.7142744,0.286138,6.9016926e-20,0.012824165,0.0064120824
2.568,163.3427,0.0020445103,0.025523467,1.7132912,0.28597632,4.1958186e-32,0.012824165,0.0064120824
2.57,164.26317,0.0020422016,0.025614118,1.7123088,0.28581482,6.0943046e-32,0.012824165,0.0064120824
2.572,165.1869,0.002039896,0.025704762,1.7113274,0.2856534,6.7798347e-32,0.012824165,0.0064120824
2.574,166.11392,0.0020375936,0.025795396,1.710347,0.28549218,8.632335e-32,0.012824165,0.0064120824
2.576,167.04417,0.0020352947,0.025886025,1.7093674,0.28533107,2.4261078e-32,0.012824165,0.0064120824
2.578,167.9777,0.0020329999,0.025976645,1.7083895,0.28517017,3.6198532e-32,0.012824165,0.0064120824
2.58,168.9145,0.0020307095,0.026067259,1.7074132,0.2850095,8.648259e-32,0.012824165,0.0064120824
2.582,169.85455,0.0020284224,0.026157863,1.706438,0.28484896,1.3277462e-19,0.012824165,0.0064120824
2.584,170.79787,0.002026139,0.02624846,1.7054636,0.28468856,1.155465e-31,0.012824165,0.0064120824
2.586,171.74445,0.0020238587,0.026339052,1.7044905,0.28452834,2.5078071e-19,0.012824165,0.0064120824
2.588,172.69427,0.002021582,0.026429635,1.7035183,0.28436825,7.7079976e-31,0.012824165,0.0064120824
2.59,173.64737,0.0020193087,0.02652021,1.7025472,0.28420833,2.7422461e-31,0.012824165,0.0064120824
2.592,174.60373,0.0020170386,0.026610779,1.7015771,0.28404853,1.3048292e-19,0.012824165,0.0064120824
2.594,175.56335,0.002014772,0.026701339,1.7006079,0.28388888,1.606303e-31,0.012824165,0.0064120824
2.596,176.52623,0.0020125087,0.026791891,1.6996397,0.28372937,4.123313e-31,0.012824165,0.0064120824
2.598,177.49237,0.0020102486,0.026882436,1.6986725,0.28357002,2.656267e-31,0.012824165,0.0064120824
2.6,178.46176,0.0020079918,0.026972976,1.6977063,0.2834108,1.3363055e-31,0.012824165,0.0064120824
2.602,179.43443,0.0020057382,0.027063506,1.6967411,0.28325173,7.660343e-32,0.012824165,0.0064120824
2.604,180.41034,0.0020034881,0.027154028,1.6957768,0.2830928,3.7924655e-31,0.012824165,0.0064120824
2.606,181.38951,0.002001241,0.027244544,1.6948135,0.28293398,4.6240755e-31,0.012824165,0.0064120824
2.608,182.37193,0.0019989973,0.027335051,1.6938511,0.28277534,1.3079929e-31,0.012824165,0.0064120824
2.61,183.35764,0.0019967568,0.027425552,1.6928896,0.28261682,1.6845799e-31,0.012824165,0.0064120824
2.612,184.34659,0.0019945195,0.027516045,1.6919291,0.28245845,2.6101358e-31,0.012824165,0.0064120824
2.614,185.33879,0.0019922853,0.02760653,1.6909695,0.2823002,6.972085e-20,0.012824165,0.0064120824
2.616,186.33426,0.0019900543,0.027697008,1.6900108,0.2821421,1.4809653e-20,0.012824165,0.0064120824
2.618,187.33298,0.0019878265,0.027787479,1.689053,0.28198412,1.0435802e-32,0.012824165,0.0064120824
2.62,188.33496,0.001985602,0.027877942,1.6880963,0.28182632,2.3048663e-32,0.012824165,0.0064120824
2.622,189.34018,0.001983381,0.027968397,1.6871408,0.28166866,1.7371575e-31,0.012824165,0.0064120824
2.624,190.34868,0.0019811634,0.028058846,1.6861863,0.28151113,1.8942276e-31,0.012824165,0.0064120824
2.626,191.36043,0.001978949,0.028149286,1.6852328,0.28135374,4.632478e-20,0.012824165,0.0064120824
2.628,192.37543,0.0019767375,0.02823972,1.68428,0.2811965,4.5149518e-32,0.012824165,0.0064120824
2.63,193.39368,0.0019745294,0.028330145,1.6833284,0.28103942,2.5362372e-31,0.012824165,0.0064120824
2.632,194.41519,0.0019723244,0.028420562,1.6823776,0.28088245,1.7762072e-32,0.012824165,0.0064120824
2.634,195.43996,0.0019701226,0.028510973,1.6814277,0.28072563,5.594627e-31,0.012824165,0.0064120824
2.636,196.46799,0.001967924,0.028601376,1.6804788,0.28056893,4.7069907e-31,0.012824165,0.0064120824
2.638,197.49927,0.0019657284,0.028691772,1.6795309,0.28041238,5.3995675e-32,0.012824165,0.0064120824
2.64,198.5338,0.0019635358,0.028782161,1.6785837,0.28025594,1.847902e-31,0.012824165,0.0064120824
2.642,199.57158,0.0019613465,0.028872542,1.6776376,0.28009966,1.1111046e-31,0.012824165,0.0064120824
2.644,200.61261,0.0019591602,0.028962914,1.6766924,0.2799435,2.5211147e-31,0.012824165,0.0064120824
2.646,201.6569,0.001956977,0.02905328,1.675748,0.27978748,2.1267735e-31,0.012824165,0.0064120824
2.648,202.70445,0.001954797,0.029143639,1.6748046,0.27963158,6.874633e-31,0.012824165,0.0064120824
2.65,203.75525,0.0019526198,0.02923399,1.673862,0.27947584,1.1916398e-30,0.012824165,0.0064120824
2.652,204.80931,0.0019504458,0.029324334,1.6729203,0.2793202,4.437555e-20,0.012824165,0.0064120824
2.654,205.86661,0.0019482748,0.029414669,1.6719797,0.27916473,1.7414031e-20,0.012824165,0.0064120824
2.656,206.92715,0.0019461069,0.029504998,1.6710398,0.27900937,2.7500056e-31,0.012824165,0.0064120824
2.658,207.99095,0.001943942,0.02959532,1.6701008,0.27885413,4.9072857e-32,0.012824165,0.0064120824
2.66,209.05803,0.0019417801,0.029685633,1.6691626,0.27869904,2.624136e-32,0.012824165,0.0064120824
2.662,210.12833,0.0019396213,0.029775938,1.6682254,0.27854404,1.5713703e-20,0.012824165,0.0064120824
2.664,211.20189,0.0019374654,0.029866237,1.6672891,0.27838922,7.475565e-20,0.012824165,0.0064120824
2.666,212.2787,0.0019353124,0.029956529,1.6663536,0.27823448,9.818147e-20,0.012824165,0.0064120824
2.668,213.35876,0.0019331626,0.030046813,1.665419,0.2780799,1.7791201e-31,0.012824165,0.0064120824
2.67,214.44206,0.0019310156,0.030137088,1.6644853,0.27792546,5.4013095e-19,0.012824165,0.0064120824
2.672,215.52863,0.0019288716,0.030227358,1.6635524,0.27777112,1.3848163e-31,0.012824165,0.0064120824
2.674,216.61844,0.0019267305,0.03031762,1.6626203,0.27761692,6.83869e-31,0.012824165,0.0064120824
2.676,217.71149,0.0019245924,0.030407874,1.6616892,0.27746284,3.6765431e-31,0.012824165,0.0064120824
2.678,218.8078,0.0019224572,0.03049812,1.6607589,0.27730888,1.3830005e-31,0.012824165,0.0064120824
2.68,219.90735,0.001920325,0.030588359,1.6598294,0.27715504,3.221545e-32,0.012824165,0.0064120824
2.682,221.01018,0.0019181957,0.03067859,1.6589007,0.27700135,9.4477415e-31,0.012824165,0.0064120824
2.684,222.11623,0.0019160693,0.030768815,1.6579729,0.27684778,5.9877624e-19,0.012824165,0.0064120824
2.686,223.22551,0.0019139458,0.03085903,1.657046,0.27669433,4.10468e-31,0.012824165,0.0064120824
2.688,224.33807,0.0019118252,0.03094924,1.6561198,0.276541,2.0937028e-19,0.012824165,0.0064120824
2.69,225.45386,0.0019097073,0.031039443,1.6551945,0.27638778,1.2353793e-31,0.012824165,0.0064120824
2.692,226.5729,0.0019075925,0.031129638,1.65427,0.2762347,3.4505816e-31,0.012824165,0.0064120824
2.694,227.6952,0.0019054805,0.031219823,1.6533464,0.27608174,1.0360166e-30,0.012824165,0.0064120824
2.696,228.82074,0.0019033713,0.031310003,1.6524236,0.27592888,7.238429e-33,0.012824165,0.0064120824
2.698,229.94952,0.001901265,0.031400178,1.6515015,0.27577618,4.641996e-32,0.012824165,0.0064120824
2.7,231.08156,0.0018991615,0.03149034,1.6505804,0.2756236,1.1607033e-19,0.012824165,0.0064120824
2.702,232.21681,0.0018970609,0.031580497,1.64966,0.27547112,1.2506818e-31,0.012824165,0.0064120824
2.704,233.35536,0.0018949631,0.03167065,1.6487404,0.27531874,2.9220874e-32,0.012824165,0.0064120824
2.706,234.49712,0.001892868,0.03176079,1.6478217,0.2751665,3.2773563e-31,0.012824165,0.0064120824
2.708,235.64214,0.0018907756,0.031850927,1.6469036,0.2750144,4.5159446e-31,0.012824165,0.0064120824
2.71,236.79036,0.0018886862,0.031941053,1.6459863,0.2748624,1.4152428e-31,0.012824165,0.0064120824
2.712,237.94188,0.0018865995,0.032031175,1.64507,0.2747105,3.483728e-31,0.012824165,0.0064120824
2.714,239.09662,0.0018845155,0.032121286,1.6441542,0.27455875,1.2069094e-30,0.012824165,0.0064120824
2.716,240.25461,0.0018824342,0.032211393,1.6432394,0.2744071,1.5370297e-31,0.012824165,0.0064120824
2.718,241.41585,0.0018803559,0.03230149,1.6423253,0.27425557,1.0878947e-30,0.012824165,0.0064120824
2.72,242.58032,0.0018782802,0.03239158,1.6414119,0.27410415,1.745826e-18,0.012824165,0.0064120824
2.722,243.74803,0.0018762072,0.032481663,1.6404994,0.27395284,1.5117121e-30,0.012824165,0.0064120824
2.724,244.919,0.001874137,0.03257174,1.6395875,0.27380165,7.675274e-19,0.012824165,0.0064120824
2.726,246.0932,0.0018720694,0.032661807,1.6386765,0.2736506,2.1810896e-18,0.012824165,0.0064120824
2.728,247.27063,0.0018700046,0.03275187,1.6377662,0.27349964,2.2941956e-18,0.012824165,0.0064120824
2.73,248.45132,0.0018679424,0.03284192,1.6368567,0.2733488,1.495829e-18,0.012824165,0.0064120824
2.732,249.63527,0.001865883,0.03293197,1.635948,0.27319807,1.7687942e-30,0.012824165,0.0064120824
2.734,250.82245,0.0018638263,0.033022005,1.6350398,0.27304745,8.799496e-19,0.012824165,0.0064120824
2.736,252.01283,0.0018617722,0.033112038,1.6341326,0.27289695,1.346206e-18,0.012824165,0.0064120824
2.738,253.20651,0.0018597208,0.03320206,1.633226,0.27274656,5.703011e-31,0.012824165,0.0064120824
2.74,254.4034,0.001857672,0.033292077,1.6323202,0.2725963,3.3117983e-30,0.012824165,0.0064120824
2.742,255.60352,0.0018556259,0.033382088,1.6314151,0.27244613,1.0104705e-18,0.012824165,0.0064120824
2.744,256.80692,0.0018535824,0.033472087,1.6305108,0.27229607,4.7796706e-30,0.012824165,0.0064120824
2.746,258.01352,0.0018515416,0.033562083,1.6296072,0.27214614,3.242923e-30,0.012824165,0.0064120824
2.748,259.2234,0.0018495034,0.03365207,1.6287043,0.2719963,2.281179e-30,0.012824165,0.0064120824
2.75,260.4365,0.0018474677,0.033742048,1.6278021,0.27184656,5.2239046e-19,0.012824165,0.0064120824
2.752,261.6528,0.0018454348,0.03383202,1.6269007,0.27169695,1.9878597e-30,0.012824165,0.0064120824
2.754,262.87238,0.0018434044,0.033921987,1.6259999,0.27154744,1.3118114e-31,0.012824165,0.0064120824
2.756,264.09518,0.0018413765,0.03401194,1.6250999,0.27139804,1.8611132e-18,0.012824165,0.0064120824
2.758,265.32123,0.0018393513,0.034101892,1.6242005,0.27124876,9.657225e-31,0.012824165,0.0064120824
2.76,266.5505,0.0018373287,0.034191836,1.6233019,0.27109957,2.494466e-30,0.012824165,0.0064120824
2.762,267.78305,0.0018353085,0.03428177,1.622404,0.2709505,3.4638915e-30,0.012824165,0.0064120824
2.764,269.0188,0.001833291,0.034371696,1.6215067,0.27080154,9.189446e-19,0.012824165,0.0064120824
2.766,270.2578,0.001831276,0.034461617,1.6206101,0.27065268,9.01144e-31,0.012824165,0.0064120824
2.768,271.50006,0.0018292636,0.03455153,1.6197143,0.27050394,5.791213e-31,0.012824165,0.0064120824
2.77,272.7455,0.0018272537,0.034641437,1.6188191,0.27035528,2.1722571e-30,0.012824165,0.0064120824
2.772,273.99423,0.0018252463,0.034731336,1.6179246,0.27020672,3.7325744e-19,0.012824165,0.0064120824
2.774,275.2462,0.0018232415,0.034821227,1.6170307,0.2700583,6.1279536e-31,0.012824165,0.0064120824
2.776,276.50137,0.001821239,0.03491111,1.6161376,0.26990995,4.9654047e-31,0.012824165,0.0064120824
2.778,277.7598,0.0018192392,0.035000987,1.6152452,0.2697617,2.90196e-19,0.012824165,0.0064120824
2.78,279.02142,0.0018172418,0.035090853,1.6143533,0.2696136,4.7487333e-19,0.012824165,0.0064120824
2.782,280.28632,0.0018152469,0.035180714,1.6134622,0.26946557,4.649704e-19,0.012824165,0.0064120824
2.784,281.55444,0.0018132546,0.035270568,1.6125717,0.26931766,2.8561732e-31,0.012824165,0.0064120824
2.786,282.8258,0.0018112645,0.035360415,1.6116818,0.26916984,3.2631944e-31,0.012824165,0.0064120824
2.788,284.10037,0.0018092771,0.035450254,1.6107926,0.2690221,7.544677e-32,0.012824165,0.0064120824
2.79,285.37823,0.0018072923,0.03554009,1.6099044,0.2688745,1.2334341e-31,0.012824165,0.0064120824
2.792,286.65927,0.0018053101,0.035629913,1.6090168,0.26872703,1.3344836e-31,0.012824165,0.0064120824
2.794,287.94357,0.0018033305,0.03571973,1.6081299,0.26857963,3.1966017e-31,0.012824165,0.0064120824
2.796,289.2311,0.0018013532,0.03580954,1.6072435,0.26843235,1.0988354e-30,0.012824165,0.0064120824
2.798,290.52185,0.0017993784,0.03589934,1.6063579,0.26828519,1.1102149e-30,0.012824165,0.0064120824
2.8,291.81586,0.0017974061,0.035989136,1.605473,0.2681381,8.0594327e-19,0.012824165,0.0064120824
2.802,293.1131,0.0017954363,0.036078922,1.6045887,0.26799113,1.7019941e-30,0.012824165,0.0064120824
2.804,294.41354,0.0017934688,0.036168706,1.6037052,0.26784426,2.2506501e-31,0.012824165,0.0064120824
2.806,295.71722,0.0017915039,0.036258478,1.6028222,0.26769748,2.3996008e-31,0.012824165,0.0064120824
2.808,297.02414,0.0017895413,0.036348242,1.6019399,0.26755083,2.17411e-31,0.012824165,0.0064120824
2.81,298.33432,0.0017875812,0.036438,1.6010582,0.26740426,1.0797972e-18,0.012824165,0.0064120824
2.812,299.64767,0.0017856235,0.036527753,1.6001773,0.26725778,1.7195592e-18,0.012824165,0.0064120824
2.814,300.9643,0.0017836682,0.036617495,1.5992969,0.26711142,1.2041055e-18,0.012824165,0.0064120824
2.816,302.28415,0.0017817153,0.03670723,1.5984172,0.26696515,6.462002e-31,0.012824165,0.0064120824
2.818,303.6072,0.0017797649,0.03679696,1.5975381,0.266819,4.548203e-19,0.012824165,0.0064120824
2.82,304.93353,0.0017778168,0.03688668,1.5966597,0.26667294,1.3987616e-18,0.012824165,0.0064120824
2.822,306.26306,0.0017758711,0.036976397,1.5957819,0.26652697,4.7383354e-31,0.012824165,0.0064120824
2.824,307.59583,0.0017739278,0.037066102,1.5949048,0.26638108,1.3841745e-18,0.012824165,0.0064120824
2.826,308.93182,0.0017719868,0.037155803,1.5940282,0.26623532,4.686505e-19,0.012824165,0.0064120824
2.828,310.27106,0.0017700484,0.037245493,1.5931524,0.26608965,1.0762237e-30,0.012824165,0.0064120824
2.83,311.6135,0.0017681122,0.03733518,1.5922772,0.2659441,5.385546e-31,0.012824165,0.0064120824
2.832,312.95917,0.0017661784,0.037424855,1.5914025,0.2657986,8.397705e-31,0.012824165,0.0064120824
2.834,314.3081,0.001764247,0.037514526,1.5905286,0.26565322,1.2630307e-30,0.012824165,0.0064120824
2.836,315.66022,0.0017623178,0.03760419,1.5896552,0.26550797,1.7893397e-18,0.012824165,0.0064120824
2.838,317.0156,0.0017603912,0.037693847,1.5887824,0.26536277,4.7603387e-30,0.012824165,0.0064120824
2.84,318.37418,0.0017584667,0.037783492,1.5879104,0.2652177,1.7748298e-30,0.012824165,0.0064120824
2.842,319.736,0.0017565447,0.037873134,1.5870389,0.2650727,3.0671267e-31,0.012824165,0.0064120824
2.844,321.10104,0.001754625,0.03796277,1.586168,0.26492783,1.2215925e-18,0.012824165,0.0064120824
2.846,322.46933,0.0017527075,0.038052395,1.5852978,0.26478302,1.926379e-18,0.012824165,0.0064120824
2.848,323.84082,0.0017507925,0.038142014,1.5844282,0.26463833,1.3243228e-30,0.012824165,0.0064120824
2.85,325.21555,0.0017488798,0.038231622,1.5835592,0.26449373,1.5569304e-18,0.012824165,0.0064120824
2.852,326.5935,0.0017469693,0.038321227,1.5826907,0.26434925,9.171529e-31,0.012824165,0.0064120824
2.854,327.97467,0.0017450611,0.038410824,1.5818229,0.26420483,4.545238e-31,0.012824165,0.0064120824
2.856,329.35907,0.0017431553,0.038500413,1.5809557,0.26406053,1.6894775e-30,0.012824165,0.0064120824
2.858,330.7467,0.0017412518,0.038589995,1.5800891,0.2639163,1.392639e-30,0.012824165,0.0064120824
2.86,332.13754,0.0017393506,0.03867957,1.5792232,0.2637722,7.13884e-19,0.012824165,0.0064120824
2.862,333.53165,0.0017374516,0.03876914,1.5783578,0.26362815,3.6508757e-31,0.012824165,0.0064120824
2.864,334.92892,0.001735555,0.0388587,1.5774931,0.2634842,4.082599e-31,0.012824165,0.0064120824
2.866,336.32944,0.0017336606,0.038948253,1.5766288,0.26334038,3.8876938e-19,0.012824165,0.0064120824
2.868,337.73322,0.0017317685,0.039037798,1.5757653,0.26319665,2.1325539e-31,0.012824165,0.0064120824
2.87,339.14017,0.0017298786,0.039127335,1.5749023,0.263053,3.5916175e-32,0.012824165,0.0064120824
2.872,340.55035,0.001727991,0.03921687,1.5740399,0.26290944,7.8705183e-32,0.012824165,0.0064120824
2.874,341.96378,0.0017261057,0.03930639,1.5731782,0.26276597,7.8024366e-32,0.012824165,0.0064120824
2.876,343.38043,0.0017242226,0.039395906,1.5723169,0.2626226,6.6706624e-31,0.012824165,0.0064120824
2.878,344.8003,0.0017223418,0.039485417,1.5714563,0.2624793,3.2730201e-31,0.012824165,0.0064120824
2.88,346.2234,0.0017204632,0.039574917,1.5705962,0.26233613,6.8558893e-31,0.012824165,0.0064120824
2.882,347.6497,0.0017185868,0.039664414,1.5697367,0.26219302,5.9472016e-31,0.012824165,0.0064120824
2.884,349.07922,0.0017167126,0.0397539,1.5688778,0.26205003,4.6395216e-19,0.012824165,0.0064120824
2.886,350.512,0.0017148406,0.03984338,1.5680195,0.26190713,6.376475e-31,0.012824165,0.0064120824
2.888,351.94794,0.0017129709,0.039932854,1.5671618,0.26176432,1.8554702e-30,0.012824165,0.0064120824
2.89,353.38715,0.0017111035,0.040022317,1.5663047,0.26162156,6.7495254e-31,0.012824165,0.0064120824
2.892,354.82956,0.0017092382,0.040111776,1.5654482,0.26147893,1.0834041e-18,0.012824165,0.0064120824
2.894,356.27518,0.0017073752,0.040201228,1.5645921,0.2613364,2.0463803e-30,0.012824165,0.0064120824
2.896,357.72403,0.0017055143,0.040290672,1.5637367,0.26119393,1.1368356e-30,0.012824165,0.0064120824
2.898,359.17612,0.0017036556,0.040380105,1.5628818,0.2610516,1.5348091e-18,0.012824165,0.0064120824
2.9,360.6314,0.0017017992,0.040469535,1.5620276,0.26090932,3.1117717e-31,0.012824165,0.0064120824
2.902,362.0899,0.0016999448,0.040558957,1.5611738,0.26076713,3.5413447e-18,0.012824165,0.0064120824
2.904,363.55167,0.0016980928,0.04064837,1.5603207,0.26062503,1.5513598e-18,0.012824165,0.0064120824
2.906,365.0166,0.001696243,0.040737778,1.5594682,0.26048303,2.2071996e-31,0.012824165,0.0064120824
2.908,366.48477,0.0016943952,0.040827177,1.5586162,0.26034114,1.8741516e-30,0.012824165,0.0064120824
2.91,367.95615,0.0016925497,0.04091657,1.5577646,0.2601993,1.3744066e-18,0.012824165,0.0064120824
2.912,369.43076,0.0016907062,0.041005954,1.5569137,0.26005757,2.1200484e-30,0.012824165,0.0064120824
2.914,370.9086,0.001688865,0.041095335,1.5560634,0.25991592,1.1738247e-18,0.012824165,0.0064120824
2.916,372.38962,0.001687026,0.041184705,1.5552137,0.2597744,3.0051641e-30,0.012824165,0.0064120824
2.918,373.87387,0.0016851891,0.041274067,1.5543644,0.25963292,1.0702006e-18,0.012824165,0.0064120824
2.92,375.36136,0.0016833543,0.041363426,1.5535158,0.25949153,2.0970307e-18,0.012824165,0.0064120824
2.922,376.85205,0.0016815217,0.041452773,1.5526677,0.25935024,1.9361191e-31,0.012824165,0.0064120824
2.924,378.34595,0.0016796913,0.041542113,1.5518202,0.25920904,1.3236058e-31,0.012824165,0.0064120824
2.926,379.84308,0.001677863,0.04163145,1.5509732,0.25906792,2.7664137e-30,0.012824165,0.0064120824
2.928,381.3434,0.0016760367,0.041720774,1.5501268,0.2589269,3.236595e-30,0.012824165,0.0064120824
2.93,382.847,0.0016742126,0.041810095,1.5492809,0.25878596,4.751483e-31,0.012824165,0.0064120824
2.932,384.35376,0.0016723907,0.04189941,1.5484354,0.25864512,6.64577e-31,0.012824165,0.0064120824
2.934,385.86374,0.0016705709,0.04198871,1.5475907,0.25850436,1.23044595e-29,0.012824165,0.0064120824
2.936,387.37695,0.0016687532,0.04207801,1.5467464,0.2583637,6.033029e-31,0.012824165,0.0064120824
2.938,388.89334,0.0016669376,0.042167302,1.5459027,0.25822312,1.9593255e-30,0.012824165,0.0064120824
2.94,390.413,0.0016651242,0.042256586,1.5450596,0.2580826,7.8471075e-30,0.012824165,0.0064120824
2.942,391.93582,0.0016633128,0.042345863,1.5442169,0.2579422,5.0406077e-31,0.012824165,0.0064120824
2.944,393.46188,0.0016615036,0.04243513,1.5433748,0.25780186,1.9497387e-18,0.012824165,0.0064120824
2.946,394.99115,0.0016596963,0.04252439,1.5425333,0.25766164,3.3944172e-31,0.012824165,0.0064120824
2.948,396.52362,0.0016578913,0.042613644,1.5416923,0.25752148,8.428049e-31,0.012824165,0.0064120824
2.95,398.05933,0.0016560883,0.042702895,1.5408517,0.2573814,5.8634932e-31,0.012824165,0.0064120824
2.952,399.59827,0.0016542873,0.042792134,1.5400119,0.25724143,5.9527203e-31,0.012824165,0.0064120824
2.954,401.14038,0.0016524886,0.042881366,1.5391724,0.25710154,9.199806e-31,0.012824165,0.0064120824
2.956,402.68573,0.0016506918,0.04297059,1.5383335,0.2569617,1.8986192e-31,0.012824165,0.0064120824
2.958,404.23425,0.0016488972,0.04305981,1.5374951,0.256822,2.3995537e-20,0.012824165,0.0064120824
2.96,405.786,0.0016471046,0.04314902,1.5366575,0.25668237,4.993053e-19,0.012824165,0.0064120824
2.962,407.34097,0.0016453143,0.043238223,1.5358202,0.2565428,1.7833338e-31,0.012824165,0.0064120824
2.964,408.89917,0.0016435259,0.04332742,1.5349835,0.25640336,1.1652541e-18,0.012824165,0.0064120824
2.966,410.46054,0.0016417396,0.043416608,1.5341474,0.25626397,1.7258533e-30,0.012824165,0.0064120824
2.968,412.02515,0.0016399553,0.04350579,1.5333117,0.25612468,2.6414483e-30,0.012824165,0.0064120824
2.97,413.593,0.0016381731,0.043594968,1.5324765,0.25598547,4.5448643e-19,0.012824165,0.0064120824
2.972,415.164,0.001636393,0.043684132,1.5316421,0.25584635,2.1816047e-30,0.012824165,0.0064120824
2.974,416.73822,0.001634615,0.043773293,1.530808,0.25570732,7.871293e-30,0.012824165,0.0064120824
2.976,418.31567,0.001632839,0.043862447,1.5299745,0.25556836,1.697666e-30,0.012824165,0.0064120824
2.978,419.89633,0.0016310649,0.043951593,1.5291414,0.2554295,2.0615812e-30,0.012824165,0.0064120824
2.98,421.4802,0.001629293,0.044040732,1.528309,0.25529072,5.5554004e-31,0.012824165,0.0064120824
2.982,423.0673,0.0016275231,0.044129863,1.527477,0.25515202,2.588094e-30,0.012824165,0.0064120824
2.984,424.65753,0.0016257552,0.044218987,1.5266457,0.2550134,1.4908656e-18,0.012824165,0.0064120824
2.986,426.251,0.0016239894,0.044308104,1.5258147,0.25487489,6.577417e-19,0.012824165,0.0064120824
2.988,427.84772,0.0016222256,0.044397213,1.5249844,0.25473642,1.4833872e-18,0.012824165,0.0064120824
2.99,429.44763,0.0016204638,0.044486314,1.5241544,0.25459805,3.1477475e-18,0.012824165,0.0064120824
2.992,431.05072,0.0016187041,0.04457541,1.5233251,0.2544598,2.9672722e-30,0.012824165,0.0064120824
2.994,432.65704,0.0016169463,0.0446645,1.5224962,0.25432158,3.761443e-18,0.012824165,0.0064120824
2.996,434.26657,0.0016151906,0.044753578,1.521668,0.25418347,2.5721174e-30,0.012824165,0.0064120824
