Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,sCRX.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.914,0.59924465,0.39999998,-1.058084e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.916,0.59924465,0.39999998,-1.0535112e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.918,0.59924465,0.39999998,-1.0489383e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.92,0.59924465,0.39999998,-1.0443654e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.922,0.59924465,0.39999998,-1.0397925e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.924,0.59924465,0.39999998,-1.0352196e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.926,0.59924465,0.39999998,-1.0306468e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.928,0.59924465,0.39999998,-1.0260739e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.93,0.59924465,0.39999998,-1.021501e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.932,0.59924465,0.39999998,-1.0169281e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.934,0.59924465,0.39999998,-1.0123553e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.936,0.59924465,0.39999998,-1.0077824e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.938,0.59924465,0.39999998,-1.0032095e-09,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.94,0.59924465,0.39999998,-9.986366e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.942,0.59924465,0.39999998,-9.940637e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.944,0.59924465,0.39999998,-9.894909e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.946,0.59924465,0.39999998,-9.84918e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.948,0.59924465,0.39999998,-9.803451e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.95,0.59924465,0.39999998,-9.757722e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.952,0.59924465,0.39999998,-9.711993e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.954,0.59924465,0.39999998,-9.666266e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.956,0.59924465,0.39999998,-9.620537e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.958,0.59924465,0.39999998,-9.574808e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.96,0.59924465,0.39999998,-9.529079e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.962,0.59924465,0.39999998,-9.483351e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.964,0.59924465,0.39999998,-9.437622e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.966,0.59924465,0.39999998,-9.391893e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.968,0.59924465,0.39999998,-9.346164e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.97,0.59924465,0.39999998,-9.3004354e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.972,0.59924465,0.39999998,-9.2547064e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.974,0.59924465,0.39999998,-9.208978e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.976,0.59924465,0.39999998,-9.163249e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.978,0.59924465,0.39999998,-9.1175206e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.98,0.59924465,0.39999998,-9.0717917e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.982,0.59924465,0.39999998,-9.026063e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.984,0.59924465,0.39999998,-8.980334e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.986,0.59924465,0.39999998,-8.9346053e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.988,0.59924465,0.39999998,-8.888877e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.99,0.59924465,0.39999998,-8.843148e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.992,0.59924465,0.39999998,-8.7974195e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.994,0.59924465,0.39999998,-8.7516905e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.996,0.59924465,0.39999998,-8.705962e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
1.998,0.59924465,0.39999998,-8.660233e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
2.0,0.59924465,0.39999998,-8.6145047e-10,1.4351071,0.99999994,0.9919935,0.99999994,0.9959841
2.0,0.59924465,0.050378896,-8.6145047e-10,0.84171754,0.58651894,0.1598131,0.059244867,1.0000001e-10
2.002,0.59927034,0.049212843,8.181998e-05,1.6350884,0.57862884,0.1576859,0.05856724,1e-10
2.004,0.59934753,0.048111048,0.00016389803,2.174673,0.57110137,0.15565692,0.057922274,1e-10
2.006,0.59947634,0.047068674,0.00024621878,2.546642,0.56391263,0.15371966,0.05730775,1e-10
2.008,0.59965694,0.046081632,0.0003287689,2.8072195,0.5570428,0.15186876,0.056721818,1e-10
2.01,0.5998895,0.04514637,0.00041153573,2.9937868,0.55047476,0.15009953,0.056162894,1e-10
2.012,0.6001741,0.044259723,0.00049450767,3.1310046,0.54419327,0.14840786,0.05562958,1e-10
2.014,0.60051095,0.043418847,0.00057767355,3.2353623,0.53818476,0.14679006,0.055120617,1e-10
2.016,0.6009001,0.042621136,0.0006610231,3.3178537,0.5324365,0.14524266,0.05463485,1e-10
2.018,0.60134166,0.041864194,0.00074454636,3.3854365,0.52693695,0.14376254,0.054171212,1e-10
2.02,0.6018358,0.041145805,0.00082823413,3.4427977,0.52167517,0.14234674,0.053728715,1e-10
2.022,0.6023825,0.04046389,0.00091207767,3.4931617,0.5166409,0.14099243,0.053306412,1e-10
2.024,0.602982,0.039816514,0.0009960687,3.5387437,0.51182425,0.139697,0.052903414,1e-10
2.026,0.60363424,0.039201856,0.0010801991,3.581015,0.507216,0.1384579,0.052518886,1e-10
2.028,0.6043394,0.03861821,0.0011644618,3.6209471,0.5028073,0.13727275,0.05215202,1e-10
2.03,0.60509753,0.038063966,0.0012488494,3.6591992,0.49858975,0.13613924,0.051802054,1e-10
2.032,0.60590875,0.037537616,0.0013333554,3.6961875,0.4945553,0.13505523,0.051468268,1e-10
2.034,0.60677314,0.03703773,0.0014179734,3.732279,0.4906962,0.13401861,0.05114996,1e-10
2.036,0.6076907,0.036562964,0.0015026974,3.767804,0.4870051,0.13302737,0.050846472,1e-10
2.038,0.6086615,0.03611208,0.0015875218,3.8028355,0.48347518,0.13207969,0.05055719,1e-10
2.04,0.60968566,0.035683874,0.0016724409,3.8374283,0.48009965,0.13117371,0.0502815,1e-10
2.042,0.61076313,0.03527721,0.0017574498,3.87171,0.47687203,0.13030769,0.050018825,1e-10
2.044,0.61189413,0.03489102,0.0018425434,3.9057474,0.47378615,0.12947993,0.049768616,1e-10
2.046,0.6130786,0.034524295,0.001927717,3.9396012,0.47083604,0.12868886,0.04953034,1e-10
2.048,0.6143166,0.034176085,0.0020129662,3.973312,0.46801612,0.12793294,0.04930349,1e-10
2.05,0.61560816,0.033845495,0.0020982868,4.0069175,0.46532097,0.1272107,0.0490876,1e-10
2.052,0.6169534,0.033531673,0.0021836746,4.040445,0.46274543,0.12652075,0.048882198,1e-10
2.054,0.61835223,0.033233877,0.0022691262,4.07392,0.460285,0.1258619,0.04868689,1e-10
2.056,0.6198048,0.032951385,0.0023546384,4.107363,0.4579353,0.12523292,0.048501283,1e-10
2.058,0.6213111,0.032683436,0.0024402074,4.1407957,0.45569146,0.12463252,0.048324946,1e-10
2.06,0.6228712,0.03242932,0.0025258295,4.1742334,0.45354885,0.124059446,0.04815748,1e-10
2.062,0.62448514,0.032188475,0.0026115018,4.207698,0.45150402,0.12351277,0.047998566,1e-10
2.064,0.6261529,0.03196024,0.0026972215,4.241202,0.44955257,0.12299128,0.047847826,1e-10
2.066,0.6278745,0.031743955,0.0027829846,4.274755,0.44768998,0.12249378,0.04770486,1e-10
2.068,0.62965006,0.031538997,0.0028687879,4.308365,0.44591206,0.12201913,0.047569305,1e-10
2.07,0.6314795,0.031345062,0.002954631,4.342042,0.4442171,0.121566854,0.047440995,1e-10
2.072,0.6333629,0.031161536,0.0030405107,4.37579,0.44260067,0.12113577,0.04731955,1e-10
2.074,0.6353002,0.030987844,0.0031264233,4.4096117,0.44105873,0.12072479,0.047204614,1e-10
2.07404,0.63533944,0.030984476,0.0031281367,4.410287,0.4410287,0.120716795,0.047202386,1e-10
2.07404,0.63533944,0.030984476,0.0031281367,4.410287,0.4410287,0.120716795,0.047202386,1e-10
2.076,0.6372916,0.030823458,0.0032123663,4.395875,0.4395875,0.12033289,0.04709586,1e-10
2.078,0.63933694,0.030668043,0.00329834,4.381849,0.4381849,0.11995949,0.04699308,1e-10
2.08,0.64143634,0.030521056,0.003384341,4.3684683,0.43684682,0.1196035,0.046895932,1e-10
2.082,0.6435898,0.030382013,0.003470367,4.3556976,0.4355698,0.11926397,0.0468041,1e-10
2.084,0.6457973,0.030250452,0.0035564154,4.343503,0.43435028,0.11893996,0.046717286,1e-10
2.086,0.6480589,0.030126398,0.003642487,4.331889,0.43318892,0.118631616,0.04663553,1e-10
2.088,0.6503746,0.030009268,0.0037285788,4.3208113,0.43208113,0.118337736,0.046558443,1e-10
2.09,0.65274435,0.029898671,0.0038146887,4.3102403,0.43102401,0.11805751,0.046485767,1e-10
2.092,0.65516824,0.029794244,0.0039008148,4.3001485,0.43001482,0.11779021,0.046417262,1e-10
2.094,0.65764624,0.02969606,0.0039869575,4.2905436,0.42905435,0.11753603,0.04635299,1e-10
2.096,0.66017836,0.02960361,0.0040731146,4.2813854,0.42813855,0.11729391,0.04629261,1e-10
2.098,0.6627646,0.0295166,0.004159284,4.272652,0.42726523,0.11706323,0.046235923,1e-10
2.1,0.66540504,0.029434746,0.0042454647,4.2643213,0.42643213,0.1168434,0.046182733,1e-10
2.102,0.6680996,0.02935796,0.004331656,4.256387,0.42563874,0.11663426,0.046132993,1e-10
2.104,0.6708483,0.029285934,0.004417856,4.2488256,0.42488253,0.116435155,0.046086486,1e-10
2.106,0.6736512,0.029218452,0.0045040646,4.2416186,0.42416188,0.11624562,0.04604307,1e-10
2.108,0.6765083,0.02915531,0.00459028,4.2347517,0.42347518,0.116065234,0.046002597,1e-10
2.11,0.6794196,0.029096315,0.0046765013,4.2282085,0.42282087,0.11589358,0.045964934,1e-10
2.112,0.68238497,0.029041281,0.0047627273,4.2219753,0.42219752,0.11573027,0.045929965,1e-10
2.114,0.6854046,0.028990041,0.004848957,4.2160378,0.4216038,0.11557493,0.04589756,1e-10
2.116,0.6884784,0.028942447,0.0049351905,4.210385,0.4210385,0.115427256,0.04586762,1e-10
2.118,0.6916064,0.028898418,0.0050214264,4.20501,0.420501,0.11528706,0.045840085,1e-10
2.12,0.6947886,0.02885778,0.0051076636,4.1998987,0.41998988,0.115153976,0.04581484,1e-10
2.122,0.6980249,0.028820418,0.005193902,4.1950426,0.41950426,0.11502775,0.045791794,1e-10
2.124,0.70131546,0.028786223,0.005280141,4.190432,0.4190432,0.114908144,0.045770876,1e-10
2.126,0.70466024,0.028755102,0.0053663794,4.1860604,0.418606,0.11479495,0.045752015,1e-10
2.128,0.70805913,0.02872697,0.0054526175,4.1819196,0.41819197,0.11468799,0.04573515,1e-10
2.13,0.7115122,0.028701754,0.0055388547,4.1780047,0.4178005,0.11458709,0.04572023,1e-10
2.132,0.71501946,0.028679244,0.0056250896,4.174298,0.41742977,0.11449179,0.0457071,1e-10
2.134,0.71858096,0.028659051,0.0057113203,4.170767,0.41707668,0.11440122,0.045695473,1e-10
2.136,0.7221966,0.028641343,0.0057975473,4.167425,0.41674253,0.11431574,0.045685474,1e-10
2.138,0.72586644,0.028626032,0.00588377,4.164266,0.41642663,0.11423517,0.045677032,1e-10
2.14,0.7295904,0.02861304,0.005969988,4.1612835,0.41612834,0.11415932,0.04567009,1e-10
2.142,0.7333686,0.028602296,0.0060562016,4.15847,0.41584703,0.11408804,0.045664594,1e-10
2.144,0.7372009,0.028593734,0.00614241,4.1558213,0.41558215,0.114021175,0.045660492,1e-10
2.146,0.7410874,0.02858729,0.0062286123,4.153332,0.4153332,0.113958575,0.045657735,1e-10
2.148,0.745028,0.028582813,0.006314808,4.150989,0.4150989,0.1138999,0.045656208,1e-10
2.15,0.74902284,0.028580144,0.006400996,4.1487784,0.41487783,0.11384478,0.045655794,1e-10
2.15,0.74902284,0.0032097886,0.006400996,3.5832214,0.35832214,9.617475e-33,0.012824165,0.0064120824
2.152,0.75307363,0.0031905277,0.0064931074,3.5724542,0.35724542,3.7774308e-23,0.012824165,0.0064120824
2.154,0.7571823,0.0031721422,0.0065852148,3.5621464,0.35621464,1.7084078e-32,0.012824165,0.0064120824
2.156,0.76134884,0.0031545912,0.006677318,3.5522783,0.35522783,8.264118e-33,0.012824165,0.0064120824
2.158,0.76557326,0.0031378344,0.006769417,3.542831,0.3542831,2.0266425e-32,0.012824165,0.0064120824
2.16,0.76985556,0.0031218317,0.0068615107,3.5337853,0.35337853,9.281433e-22,0.012824165,0.0064120824
2.162,0.77419573,0.0031065452,0.0069536,3.525123,0.35251227,9.614816e-33,0.012824165,0.0064120824
2.164,0.7785937,0.0030919395,0.0070456844,3.5168264,0.35168263,6.3419955e-33,0.012824165,0.0064120824
2.166,0.7830496,0.0030779815,0.0071377633,3.5088794,0.35088792,8.759566e-33,0.012824165,0.0064120824
2.168,0.78756326,0.00306464,0.007229837,3.5012665,0.35012665,8.16457e-33,0.012824165,0.0064120824
2.17,0.7921349,0.0030518854,0.0073219053,3.4939728,0.34939727,1.227767e-32,0.012824165,0.0064120824
2.172,0.79676425,0.0030396888,0.007413968,3.4869843,0.34869844,1.641209e-33,0.012824165,0.0064120824
2.174,0.8014515,0.003028024,0.007506025,3.4802873,0.34802872,2.5523954e-22,0.012824165,0.0064120824
2.176,0.80619663,0.0030168667,0.0075980765,3.4738693,0.34738693,1.2768729e-21,0.012824165,0.0064120824
2.178,0.8109996,0.0030061912,0.007690122,3.4677176,0.34677178,3.193829e-22,0.012824165,0.0064120824
2.18,0.81586033,0.002995976,0.0077821612,3.4618208,0.34618208,3.436387e-21,0.012824165,0.0064120824
2.182,0.8207789,0.0029861976,0.0078741945,3.4561667,0.3456167,3.8364093e-22,0.012824165,0.0064120824
2.184,0.8257553,0.0029768401,0.007966221,3.4507475,0.34507474,7.384287e-21,0.012824165,0.0064120824
2.186,0.83078957,0.002967882,0.008058242,3.4455514,0.34455514,9.459622e-33,0.012824165,0.0064120824
2.188,0.8358816,0.0029593033,0.008150256,3.4405682,0.34405681,2.232394e-32,0.012824165,0.0064120824
2.19,0.84103143,0.002951083,0.008242264,3.4357862,0.3435786,1.0560159e-22,0.012824165,0.0064120824
2.192,0.8462391,0.00294314,0.008334265,3.4311593,0.34311593,6.6438945e-21,0.012824165,0.0064120824
2.194,0.85150456,0.0029355285,0.008426259,3.4267197,0.34267196,6.6078674e-33,0.012824165,0.0064120824
2.196,0.8568278,0.002928247,0.008518247,3.422467,0.3422467,1.3543183e-32,0.012824165,0.0064120824
2.198,0.8622089,0.0029212935,0.008610227,3.418401,0.34184012,3.120285e-32,0.012824165,0.0064120824
2.2,0.8676477,0.002914567,0.008702201,3.4144633,0.3414463,2.0318611e-32,0.012824165,0.0064120824
2.202,0.8731443,0.0029081178,0.008794168,3.4106834,0.34106836,4.1888717e-21,0.012824165,0.0064120824
2.204,0.87869877,0.0029019502,0.008886128,3.407065,0.3407065,1.0139179e-20,0.012824165,0.0064120824
2.206,0.88431096,0.0028960626,0.008978081,3.403607,0.3403607,2.6741128e-21,0.012824165,0.0064120824
2.208,0.8899809,0.0028903687,0.009070027,3.4002595,0.34002593,1.7329477e-32,0.012824165,0.0064120824
2.21,0.8957086,0.002884899,0.009161965,3.3970406,0.33970407,4.2221144e-21,0.012824165,0.0064120824
2.212,0.9014941,0.0028796652,0.009253897,3.3939576,0.33939576,4.221251e-21,0.012824165,0.0064120824
2.214,0.90733737,0.0028746661,0.009345821,3.3910105,0.33910105,7.0683636e-33,0.012824165,0.0064120824
2.216,0.91323835,0.0028698356,0.009437738,3.3881602,0.33881602,3.755195e-21,0.012824165,0.0064120824
2.218,0.91919714,0.0028651846,0.009529648,3.3854134,0.33854136,8.928146e-33,0.012824165,0.0064120824
2.22,0.92521363,0.0028607293,0.00962155,3.3827806,0.33827806,3.740162e-33,0.012824165,0.0064120824
2.222,0.9312879,0.0028564697,0.009713446,3.380261,0.3380261,1.3760031e-32,0.012824165,0.0064120824
2.224,0.9374199,0.002852376,0.009805333,3.3778381,0.3377838,1.4246352e-32,0.012824165,0.0064120824
2.226,0.9436096,0.0028484361,0.009897213,3.3755043,0.33755043,1.0374991e-32,0.012824165,0.0064120824
2.228,0.94985706,0.0028446533,0.009989086,3.3732622,0.33732623,6.347566e-33,0.012824165,0.0064120824
2.23,0.9561622,0.0028410212,0.010080951,3.371108,0.3371108,2.8069728e-21,0.012824165,0.0064120824
2.232,0.96252507,0.002837533,0.010172809,3.3690376,0.33690378,8.213644e-33,0.012824165,0.0064120824
2.234,0.9689457,0.0028341815,0.010264658,3.3670475,0.33670476,1.06037106e-32,0.012824165,0.0064120824
2.236,0.97542405,0.0028309606,0.010356501,3.3651338,0.33651337,5.350867e-21,0.012824165,0.0064120824
2.238,0.98196006,0.0028278632,0.010448336,3.3632922,0.33632922,2.1443707e-32,0.012824165,0.0064120824
2.24,0.98855376,0.0028248837,0.010540163,3.36152,0.33615202,8.2204605e-33,0.012824165,0.0064120824
2.242,0.9952052,0.0028220164,0.010631982,3.3598137,0.33598137,8.092112e-33,0.012824165,0.0064120824
2.244,1.0019143,0.0028192538,0.010723795,3.3581688,0.3358169,1.4279973e-32,0.012824165,0.0064120824
2.246,1.008681,0.0028165898,0.010815598,3.3565817,0.33565816,2.5336626e-32,0.012824165,0.0064120824
2.248,1.0155056,0.0028140177,0.010907395,3.3550487,0.3355049,9.917451e-33,0.012824165,0.0064120824
2.25,1.0223877,0.002811531,0.010999183,3.3535662,0.33535662,2.4027738e-32,0.012824165,0.0064120824
2.252,1.0293275,0.002809124,0.011090963,3.3521302,0.335213,4.5008718e-32,0.012824165,0.0064120824
2.254,1.036325,0.0028067897,0.011182736,3.350737,0.3350737,3.978445e-21,0.012824165,0.0064120824
2.256,1.0433801,0.002804535,0.011274501,3.349391,0.3349391,2.0258071e-32,0.012824165,0.0064120824
2.258,1.050493,0.0028023873,0.011366257,3.3481083,0.33481085,1.4856938e-32,0.012824165,0.0064120824
2.26,1.0576634,0.0028003133,0.011458007,3.3468692,0.33468693,1.1243067e-20,0.012824165,0.0064120824
2.262,1.0648916,0.0027983086,0.0115497485,3.345671,0.3345671,5.668607e-21,0.012824165,0.0064120824
2.264,1.0721773,0.0027963691,0.011641482,3.3445113,0.33445114,8.074607e-33,0.012824165,0.0064120824
2.266,1.0795206,0.0027944907,0.011733207,3.3433878,0.33433878,1.5027589e-20,0.012824165,0.0064120824
2.268,1.0869217,0.0027926688,0.0118249245,3.3422978,0.33422977,7.972481e-34,0.012824165,0.0064120824
2.27,1.0943803,0.0027908997,0.011916634,3.341239,0.3341239,1.4546095e-32,0.012824165,0.0064120824
2.272,1.1018965,0.002789179,0.012008335,3.340209,0.33402088,1.2886753e-20,0.012824165,0.0064120824
2.274,1.1094704,0.002787503,0.012100029,3.339205,0.3339205,1.1952587e-32,0.012824165,0.0064120824
2.276,1.1171019,0.002785874,0.012191715,3.3382292,0.33382294,5.750602e-33,0.012824165,0.0064120824
2.278,1.1247909,0.0027843225,0.012283392,3.3372996,0.33372995,1.2040738e-32,0.012824165,0.0064120824
2.28,1.1325376,0.0027828168,0.012375061,3.336397,0.3336397,1.7758634e-32,0.012824165,0.0064120824
2.282,1.1403419,0.002781354,0.012466723,3.33552,0.333552,2.3334305e-32,0.012824165,0.0064120824
2.284,1.1482037,0.0027799313,0.012558377,3.3346667,0.33346668,1.3917853e-32,0.012824165,0.0064120824
2.286,1.1561232,0.002778546,0.012650022,3.3338358,0.3333836,1.1924733e-32,0.012824165,0.0064120824
2.288,1.1641003,0.0027771953,0.01274166,3.3330255,0.33330256,8.260306e-33,0.012824165,0.0064120824
2.29,1.1721349,0.0027758763,0.01283329,3.332234,0.3332234,1.4958856e-32,0.012824165,0.0064120824
2.292,1.180227,0.0027745864,0.0129249105,3.3314598,0.33314598,9.124194e-21,0.012824165,0.0064120824
2.294,1.1883768,0.002773323,0.013016524,3.330701,0.3330701,3.2376706e-32,0.012824165,0.0064120824
2.296,1.1965841,0.0027720854,0.013108129,3.3299577,0.33299577,1.1388834e-21,0.012824165,0.0064120824
2.298,1.2048489,0.0027709089,0.013199726,3.329251,0.3329251,1.3056808e-32,0.012824165,0.0064120824
2.3,1.2131714,0.0027697622,0.013291315,3.328562,0.3328562,1.6973733e-20,0.012824165,0.0064120824
2.302,1.2215513,0.0027686437,0.013382897,3.32789,0.332789,2.8276975e-32,0.012824165,0.0064120824
2.304,1.2299888,0.0027675517,0.013474469,3.3272336,0.33272338,2.3201749e-32,0.012824165,0.0064120824
2.306,1.2384838,0.0027664846,0.013566034,3.3265922,0.3326592,8.873207e-21,0.012824165,0.0064120824
2.308,1.2470363,0.0027654408,0.013657591,3.3259647,0.33259645,1.4057256e-32,0.012824165,0.0064120824
2.31,1.2556465,0.0027644187,0.013749139,3.3253498,0.33253497,3.3021417e-32,0.012824165,0.0064120824
2.312,1.264314,0.0027634164,0.01384068,3.3247468,0.33247468,2.4266775e-33,0.012824165,0.0064120824
2.314,1.2730391,0.0027624324,0.013932213,3.3241549,0.3324155,1.2832971e-20,0.012824165,0.0064120824
2.316,1.2818217,0.0027614648,0.014023737,3.3235726,0.33235726,9.338673e-33,0.012824165,0.0064120824
2.318,1.2906618,0.0027605372,0.014115253,3.3230143,0.33230144,1.6918843e-32,0.012824165,0.0064120824
2.32,1.2995595,0.0027596308,0.0142067615,3.3224688,0.33224687,3.3724166e-32,0.012824165,0.0064120824
2.322,1.3085146,0.002758744,0.014298261,3.321935,0.3321935,2.2201158e-32,0.012824165,0.0064120824
2.324,1.3175272,0.0027578757,0.014389753,3.321412,0.33214122,2.2351863e-32,0.012824165,0.0064120824
2.326,1.3265973,0.002757025,0.014481237,3.3208997,0.33209,3.3076166e-32,0.012824165,0.0064120824
2.328,1.3357248,0.002756191,0.0145727135,3.3203974,0.33203974,1.74317e-20,0.012824165,0.0064120824
2.33,1.3449099,0.0027553723,0.014664181,3.3199043,0.33199045,6.8618e-33,0.012824165,0.0064120824
2.332,1.3541524,0.0027545686,0.01475564,3.31942,0.33194202,1.4698112e-32,0.012824165,0.0064120824
2.334,1.3634524,0.0027537784,0.014847091,3.318944,0.3318944,1.9954832e-32,0.012824165,0.0064120824
2.336,1.3728098,0.002753001,0.014938535,3.3184755,0.33184755,2.1714234e-32,0.012824165,0.0064120824
2.338,1.3822247,0.0027522468,0.01502997,3.3180208,0.3318021,4.138611e-33,0.012824165,0.0064120824
2.34,1.391697,0.0027515087,0.015121397,3.317576,0.3317576,2.0995816e-32,0.012824165,0.0064120824
2.342,1.4012268,0.0027507846,0.015212816,3.3171394,0.33171394,6.920061e-33,0.012824165,0.0064120824
2.344,1.410814,0.0027500738,0.015304226,3.3167107,0.3316711,3.642645e-32,0.012824165,0.0064120824
2.346,1.4204587,0.0027493758,0.015395629,3.3162897,0.33162898,3.2200305e-32,0.012824165,0.0064120824
2.348,1.4301608,0.0027486896,0.015487024,3.315876,0.33158758,1.6353244e-32,0.012824165,0.0064120824
2.35,1.4399202,0.0027480149,0.015578411,3.315469,0.3315469,3.333826e-32,0.012824165,0.0064120824
2.352,1.4497372,0.002747351,0.01566979,3.3150685,0.33150685,1.2243099e-32,0.012824165,0.0064120824
2.354,1.4596114,0.0027466973,0.01576116,3.3146741,0.33146742,1.0892588e-20,0.012824165,0.0064120824
2.356,1.4695432,0.0027460533,0.01585252,3.3142855,0.33142853,1.05608455e-32,0.012824165,0.0064120824
2.358,1.4795324,0.002745422,0.015943874,3.3139045,0.33139044,4.7529868e-32,0.012824165,0.0064120824
2.36,1.4895788,0.0027448023,0.01603522,3.3135304,0.33135304,4.8698768e-32,0.012824165,0.0064120824
2.362,1.4996828,0.0027441923,0.016126558,3.313162,0.3313162,2.6186264e-32,0.012824165,0.0064120824
2.364,1.5098441,0.0027435918,0.016217887,3.3127997,0.33127996,2.773823e-32,0.012824165,0.0064120824
2.366,1.5200628,0.0027430004,0.01630921,3.3124425,0.33124426,1.7165558e-20,0.012824165,0.0064120824
2.368,1.5303389,0.0027424183,0.016400522,3.312091,0.33120912,1.8583428e-20,0.012824165,0.0064120824
2.37,1.5406723,0.0027418449,0.016491827,3.3117447,0.3311745,1.4897887e-31,0.012824165,0.0064120824
2.372,1.5510631,0.00274128,0.016583124,3.3114035,0.33114037,8.944275e-32,0.012824165,0.0064120824
2.374,1.5615113,0.0027407233,0.016674412,3.3110673,0.33110675,5.072241e-21,0.012824165,0.0064120824
2.376,1.5720167,0.0027401748,0.016765693,3.3107362,0.3310736,1.2075155e-32,0.012824165,0.0064120824
2.378,1.5825796,0.0027396334,0.016856967,3.3104088,0.3310409,1.471408e-32,0.012824165,0.0064120824
2.38,1.5931998,0.0027390986,0.01694823,3.310086,0.33100858,5.635314e-32,0.012824165,0.0064120824
2.382,1.6038774,0.0027385713,0.017039487,3.3097672,0.33097672,3.668997e-20,0.012824165,0.0064120824
2.384,1.6146123,0.0027380504,0.017130734,3.3094525,0.33094525,6.23557e-20,0.012824165,0.0064120824
2.386,1.6254045,0.0027375363,0.017221976,3.3091419,0.33091417,7.351652e-32,0.012824165,0.0064120824
2.388,1.6362541,0.0027370288,0.017313207,3.308835,0.3308835,2.612732e-31,0.012824165,0.0064120824
2.39,1.6471609,0.0027365275,0.017404431,3.308532,0.3308532,1.7674819e-31,0.012824165,0.0064120824
2.392,1.6581252,0.0027360322,0.017495647,3.3082325,0.33082324,6.5923234e-32,0.012824165,0.0064120824
2.394,1.6691467,0.002735543,0.017586855,3.307937,0.33079368,1.8122536e-19,0.012824165,0.0064120824
2.396,1.6802254,0.0027350597,0.017678054,3.3076446,0.33076447,4.8870173e-20,0.012824165,0.0064120824
2.398,1.6913615,0.0027345822,0.017769245,3.3073559,0.3307356,3.999725e-31,0.012824165,0.0064120824
2.4,1.702555,0.0027341105,0.017860427,3.3070705,0.33070704,1.0064581e-31,0.012824165,0.0064120824
2.402,1.7138056,0.002733644,0.017951604,3.3067884,0.33067885,2.9029133e-32,0.012824165,0.0064120824
2.404,1.7251135,0.0027331833,0.018042771,3.3065097,0.33065096,7.105028e-33,0.012824165,0.0064120824
2.406,1.7364788,0.002732728,0.018133929,3.3062341,0.33062342,8.49192e-32,0.012824165,0.0064120824
2.408,1.7479013,0.0027322778,0.01822508,3.3059618,0.3305962,7.2089765e-32,0.012824165,0.0064120824
2.41,1.759381,0.0027318331,0.018316222,3.305693,0.3305693,5.257078e-32,0.012824165,0.0064120824
2.412,1.7709181,0.0027313938,0.018407358,3.305427,0.3305427,8.92488e-32,0.012824165,0.0064120824
2.414,1.7825124,0.0027309596,0.018498484,3.3051643,0.33051643,1.6980026e-32,0.012824165,0.0064120824
