Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.038,34.4037,0.40000004,-1.103642e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.04,34.4037,0.40000004,-1.1597473e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.042,34.4037,0.40000004,-1.2156098e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.044,34.4037,0.40000004,-1.2712298e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.046,34.4037,0.40000004,-1.3266069e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.048,34.4037,0.40000004,-1.3817414e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.05,34.4037,0.40000004,-1.436633e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.052,34.4037,0.40000004,-1.4912821e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.054,34.4037,0.40000004,-1.5456883e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.056,34.4037,0.40000004,-1.5998519e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.058,34.4037,0.40000004,-1.6537727e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.06,34.4037,0.40000004,-1.7074508e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.062,34.4037,0.40000004,-1.7608862e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.064,34.4037,0.40000004,-1.8140789e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.066,34.4037,0.40000004,-1.866717e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.068,34.4037,0.40000004,-1.9179867e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.07,34.4037,0.40000004,-1.9688529e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.072,34.4037,0.40000004,-2.019315e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.074,34.4037,0.40000004,-2.0693734e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.076,34.4037,0.40000004,-2.1190281e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.078,34.4037,0.40000004,-2.168279e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.08,34.4037,0.40000004,-2.217126e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.082,34.4037,0.40000004,-2.2655694e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.084,34.4037,0.40000004,-2.313609e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.086,34.4037,0.40000004,-2.3612448e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.088,34.4037,0.40000004,-2.4084768e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.09,34.4037,0.40000004,-2.4553048e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.092,34.4037,0.4,-2.5017294e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.094,34.4037,0.4,-2.54775e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.096,34.4037,0.4,-2.593367e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.098,34.4037,0.4,-2.63858e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.1,34.4037,0.4,-2.6833893e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.102,34.4037,0.4,-2.727795e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.104,34.4037,0.4,-2.7717967e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.106,34.4037,0.4,-2.8153946e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.108,34.4037,0.4,-2.8585886e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.11,34.4037,0.4,-2.901379e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.112,34.4037,0.4,-2.9437658e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.114,34.4037,0.4,-2.9857486e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.116,34.4037,0.4,-3.0273278e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.118,34.4037,0.4,-3.068503e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.12,34.4037,0.4,-3.1092745e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.122,34.4037,0.4,-3.1496422e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.124,34.4037,0.4,-3.189606e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.126,34.4037,0.4,-3.2291664e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.128,34.4037,0.4,-3.2683228e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.13,34.4037,0.4,-3.3070754e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.132,34.4037,0.4,-3.34449e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.134,34.4037,0.4,-3.380337e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.136,34.4037,0.4,-3.4156597e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.138,34.4037,0.4,-3.4504577e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.14,34.4037,0.4,-3.4847308e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.142,34.4037,0.4,-3.5184794e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.144,34.4037,0.4,-3.551703e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.146,34.4037,0.4,-3.5844022e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.148,34.4037,0.4,-3.6165765e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.15,34.4037,0.4,-3.6482262e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.152,34.4037,0.4,-3.6793513e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.154,34.4037,0.4,-3.7099515e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.156,34.4037,0.4,-3.7400272e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.158,34.4037,0.4,-3.769578e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.16,34.4037,0.4,-3.7986042e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.162,34.4037,0.4,-3.8271059e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.164,34.4037,0.4,-3.8550826e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.166,34.4037,0.4,-3.8825348e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.168,34.4037,0.4,-3.9094622e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.17,34.4037,0.4,-3.935865e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.172,34.4037,0.4,-3.961743e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.174,34.4037,0.4,-3.9870962e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.176,34.4037,0.4,-4.011925e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.178,34.4037,0.4,-4.0362289e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.18,34.4037,0.4,-4.0600082e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.182,34.4037,0.4,-4.0832626e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.184,34.4037,0.4,-4.1059925e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.186,34.4037,0.4,-4.1281975e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.188,34.4037,0.4,-4.149878e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.19,34.4037,0.4,-4.1710338e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.192,34.4037,0.4,-4.1916648e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.194,34.4037,0.4,-4.2117712e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.196,34.4037,0.4,-4.231353e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.198,34.4037,0.4,-4.25041e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.2,34.4037,0.4,-4.2689421e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.202,34.4037,0.4,-4.2869497e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.204,34.4037,0.4,-4.3044326e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.206,34.4037,0.4,-4.3213907e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.208,34.4037,0.4,-4.3378243e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.21,34.4037,0.4,-4.3537332e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.212,34.4037,0.4,-4.3691173e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.214,34.4037,0.4,-4.3839765e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.216,34.4037,0.4,-4.3983114e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.218,34.4037,0.4,-4.4121212e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.22,34.4037,0.4,-4.4254067e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.222,34.4037,0.4,-4.4381673e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.224,34.4037,0.4,-4.450403e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.226,34.4037,0.4,-4.4621143e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.228,34.4037,0.4,-4.473301e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.23,34.4037,0.4,-4.4839626e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.232,34.4037,0.4,-4.4940998e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.234,34.4037,0.4,-4.5037124e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.236,34.4037,0.4,-4.5128e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.238,34.4037,0.4,-4.521363e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.24,34.4037,0.4,-4.5294013e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.242,34.4037,0.4,-4.536915e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.244,34.4037,0.4,-4.5439041e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.246,34.4037,0.4,-4.550368e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.248,34.4037,0.4,-4.5563078e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.25,34.4037,0.4,-4.5617227e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.252,34.4037,0.4,-4.566613e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.254,34.403698,0.4,-4.5709783e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.256,34.403698,0.4,-4.574819e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.258,34.403698,0.4,-4.578135e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.26,34.403698,0.4,-4.5809265e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.262,34.403698,0.4,-4.5831933e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.264,34.403698,0.4,-4.5640627e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.266,34.403698,0.4,-4.5433182e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.268,34.403698,0.4,-4.522574e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.27,34.403698,0.4,-4.5018297e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.272,34.403698,0.4,-4.4810855e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.274,34.403698,0.4,-4.4603413e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.276,34.403698,0.4,-4.439597e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.278,34.403698,0.4,-4.4188525e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.28,34.403698,0.4,-4.3981083e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.282,34.403698,0.4,-4.377364e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.284,34.403698,0.4,-4.3566198e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.286,34.403698,0.4,-4.3358755e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.288,34.403698,0.4,-4.3151313e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.29,34.403698,0.4,-4.294387e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.292,34.403698,0.4,-4.2736426e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.294,34.403698,0.4,-4.2528983e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.296,34.403698,0.4,-4.232154e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.298,34.403698,0.4,-4.2114098e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.3,34.403698,0.4,-4.1906656e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.302,34.403698,0.4,-4.1699214e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.304,34.403698,0.4,-4.1491768e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.306,34.403698,0.4,-4.1284326e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.308,34.403698,0.4,-4.1076884e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.31,34.403698,0.4,-4.086944e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.312,34.403698,0.4,-4.0662e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.314,34.403698,0.4,-4.0454556e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.316,34.403698,0.4,-4.0247114e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.318,34.403698,0.4,-4.003967e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.32,34.403698,0.4,-3.9832226e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.322,34.403698,0.4,-3.9624784e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.324,34.403698,0.4,-3.9417342e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.326,34.403698,0.4,-3.92099e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.328,34.403698,0.4,-3.9002457e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.33,34.403698,0.4,-3.8795012e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.332,34.403698,0.4,-3.858757e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.334,34.403698,0.4,-3.8380127e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.336,34.403698,0.4,-3.8172684e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.338,34.403698,0.4,-3.7965242e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.34,34.403698,0.4,-3.77578e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.342,34.403698,0.4,-3.7550357e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.344,34.403698,0.4,-3.7342912e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.346,34.403698,0.4,-3.713547e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.348,34.403698,0.4,-3.6928027e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.35,34.403698,0.4,-3.6720585e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.352,34.403698,0.4,-3.6513143e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.354,34.403698,0.4,-3.63057e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.356,34.403698,0.4,-3.6098258e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.358,34.403698,0.4,-3.5890813e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.36,34.403698,0.4,-3.568337e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.362,34.403698,0.4,-3.5475928e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.364,34.403698,0.4,-3.5268485e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.366,34.403698,0.4,-3.5061043e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.368,34.403698,0.4,-3.48536e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.37,34.403698,0.4,-3.4646155e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.372,34.403698,0.4,-3.4438713e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.374,34.403698,0.4,-3.423127e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.376,34.403698,0.4,-3.4023828e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.378,34.403698,0.4,-3.3816386e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.38,34.403698,0.4,-3.3608943e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.382,34.403698,0.4,-3.34015e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.384,34.403698,0.4,-3.3194056e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.386,34.403698,0.4,-3.2986613e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.388,34.403698,0.4,-3.277917e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.39,34.403698,0.4,-3.257173e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.392,34.403698,0.4,-3.2364286e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.394,34.403698,0.4,-3.2156844e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.396,34.403698,0.4,-3.19494e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.398,34.403698,0.4,-3.1741956e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.4,34.403698,0.4,-3.1534514e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.402,34.403698,0.4,-3.1327071e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.404,34.403698,0.4,-3.111963e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.406,34.403698,0.4,-3.0912187e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.408,34.403698,0.4,-3.0704744e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.41,34.403698,0.4,-3.04973e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.412,34.403698,0.4,-3.0289857e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.414,34.403698,0.4,-3.0082414e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.416,34.403698,0.4,-2.9874972e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.418,34.403698,0.4,-2.966753e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.42,34.403698,0.4,-2.9460087e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.422,34.403698,0.4,-2.9252642e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.424,34.403698,0.4,-2.90452e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.426,34.403698,0.4,-2.8837757e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.428,34.403698,0.4,-2.8630315e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.43,34.403698,0.4,-2.8422872e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.432,34.403698,0.4,-2.821543e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.434,34.403698,0.4,-2.8007988e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.436,34.403698,0.4,-2.7800542e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.438,34.403698,0.4,-2.75931e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.44,34.403698,0.4,-2.7385658e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.442,34.403698,0.4,-2.7178215e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.444,34.403698,0.4,-2.6970773e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.446,34.403698,0.4,-2.676333e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.448,34.403698,0.4,-2.6555885e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.45,34.403698,0.4,-2.6348443e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.452,34.403698,0.4,-2.6141e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.454,34.403698,0.4,-2.5933558e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.456,34.403698,0.4,-2.5726116e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.458,34.403698,0.4,-2.5518673e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.46,34.403698,0.4,-2.531123e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.462,34.403698,0.4,-2.5103786e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.464,34.403698,0.4,-2.4896343e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.466,34.403698,0.4,-2.46889e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.468,34.403698,0.4,-2.4481459e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.47,34.403698,0.4,-2.4274016e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.472,34.403698,0.4,-2.4066574e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.474,34.403698,0.4,-2.3859129e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.476,34.403698,0.4,-2.3651686e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.478,34.403698,0.4,-2.3444244e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.48,34.403698,0.4,-2.3236801e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.482,34.403698,0.4,-2.3029359e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.484,34.403698,0.4,-2.2821915e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.486,34.403698,0.4,-2.2614473e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.488,34.403698,0.4,-2.240703e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.49,34.403698,0.4,-2.2199588e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.492,34.403698,0.4,-2.1992144e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.494,34.403698,0.4,-2.1784702e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.496,34.403698,0.4,-2.157726e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.498,34.403698,0.4,-2.1369816e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.5,34.403698,0.4,-2.1162373e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.502,34.403698,0.4,-2.0954931e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.504,34.403698,0.4,-2.0747487e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.506,34.403698,0.4,-2.0540045e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.508,34.403698,0.4,-2.0332602e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.51,34.403698,0.4,-2.0125158e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.512,34.403698,0.4,-1.9917716e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.514,34.403698,0.4,-1.9710274e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.516,34.403698,0.4,-1.9502831e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.518,34.403698,0.4,-1.9295388e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.52,34.403698,0.4,-1.9087945e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.522,34.403698,0.4,-1.8880503e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.524,34.403698,0.4,-1.8673059e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.526,34.403698,0.4,-1.8582529e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.528,34.403698,0.4,-1.8511505e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.53,34.403698,0.4,-1.844048e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.532,34.403698,0.4,-1.8369455e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.534,34.403698,0.4,-1.8298431e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.536,34.403698,0.4,-1.8227406e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.538,34.403698,0.4,-1.815638e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.54,34.403698,0.4,-1.8085357e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.542,34.403698,0.4,-1.8014332e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.544,34.403698,0.4,-1.7943308e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.546,34.403698,0.4,-1.7872283e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.548,34.403698,0.4,-1.7801258e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.55,34.403698,0.4,-1.7730234e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.552,34.403698,0.4,-1.7659209e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.554,34.403698,0.4,-1.7588184e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.556,34.403698,0.4,-1.751716e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.558,34.403698,0.4,-1.7446135e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
0.56,34.403698,0.4,-1.7375111e-10,1.4314197,1.0,0.99199355,1.0,0.9959842
