Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,eSDC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.712,0.60045713,0.39999998,-1.3636978e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.714,0.60045713,0.39999998,-1.3595078e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.716,0.60045713,0.39999998,-1.3553179e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.718,0.60045713,0.39999998,-1.3511279e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.72,0.60045713,0.39999998,-1.3469379e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.722,0.60045713,0.39999998,-1.3427479e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.724,0.60045713,0.39999998,-1.3385579e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.726,0.60045713,0.39999998,-1.3343681e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.728,0.60045713,0.39999998,-1.3301781e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.73,0.60045713,0.39999998,-1.3259881e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.732,0.60045713,0.39999998,-1.3217981e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.734,0.60045713,0.39999998,-1.3176081e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.736,0.60045713,0.39999998,-1.3134182e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.738,0.60045713,0.39999998,-1.3092282e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.74,0.60045713,0.39999998,-1.3050382e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.742,0.60045713,0.39999998,-1.3008482e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.744,0.60045713,0.39999998,-1.2966582e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.746,0.60045713,0.39999998,-1.2924682e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.748,0.60045713,0.39999998,-1.2882783e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.75,0.60045713,0.39999998,-1.2840883e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.752,0.60045713,0.39999998,-1.2798983e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.754,0.60045713,0.39999998,-1.2757084e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.756,0.60045713,0.39999998,-1.2715184e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.758,0.60045713,0.39999998,-1.2673285e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.76,0.60045713,0.39999998,-1.2631385e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.762,0.60045713,0.39999998,-1.2589485e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.764,0.60045713,0.39999998,-1.2547585e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.766,0.60045713,0.39999998,-1.2505685e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.768,0.60045713,0.39999998,-1.2463786e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.77,0.60045713,0.39999998,-1.2421886e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.772,0.6004571,0.39999998,-1.2379986e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.774,0.6004571,0.39999998,-1.2338086e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.776,0.6004571,0.39999998,-1.2296186e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.778,0.6004571,0.39999998,-1.2254286e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.78,0.6004571,0.39999998,-1.2212388e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.782,0.6004571,0.39999998,-1.2170488e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.784,0.6004571,0.39999998,-1.2128588e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.786,0.6004571,0.39999998,-1.2086688e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.788,0.6004571,0.39999998,-1.2044788e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.79,0.6004571,0.39999998,-1.2002889e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.792,0.6004571,0.39999998,-1.1960989e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.794,0.6004571,0.39999998,-1.1919089e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.796,0.6004571,0.39999998,-1.1877189e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.798,0.6004571,0.39999998,-1.1835289e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.8,0.6004571,0.39999998,-1.179339e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.802,0.6004571,0.39999998,-1.175149e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.804,0.6004571,0.39999998,-1.170959e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.806,0.6004571,0.39999998,-1.1667691e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.808,0.6004571,0.39999998,-1.1625791e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.81,0.6004571,0.39999998,-1.1583892e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.812,0.6004571,0.39999998,-1.1541992e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.814,0.6004571,0.39999998,-1.1500092e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.816,0.6004571,0.39999998,-1.1458192e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.818,0.6004571,0.39999998,-1.1416292e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.82,0.6004571,0.39999998,-1.1374393e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.822,0.6004571,0.39999998,-1.1332493e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.824,0.6004571,0.39999998,-1.1290593e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.826,0.6004571,0.39999998,-1.1248693e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.828,0.6004571,0.39999998,-1.1206793e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.83,0.6004571,0.39999998,-1.1164893e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.832,0.6004571,0.39999998,-1.1122995e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.834,0.6004571,0.39999998,-1.1081095e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.836,0.6004571,0.39999998,-1.1039195e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.838,0.6004571,0.39999998,-1.0997295e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.84,0.6004571,0.39999998,-1.0955395e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.842,0.6004571,0.39999998,-1.0913496e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.844,0.6004571,0.39999998,-1.0871596e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.846,0.6004571,0.39999998,-1.0829696e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.848,0.6004571,0.39999998,-1.0787796e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.85,0.6004571,0.39999998,-1.0745896e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.852,0.6004571,0.39999998,-1.0703997e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.854,0.6004571,0.39999998,-1.0662097e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.856,0.6004571,0.39999998,-1.0620197e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.858,0.6004571,0.39999998,-1.0578298e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.86,0.6004571,0.39999998,-1.0536398e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.862,0.6004571,0.39999998,-1.0494499e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.864,0.6004571,0.39999998,-1.0452599e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.866,0.6004571,0.39999998,-1.0410699e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.868,0.6004571,0.39999998,-1.0368799e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.87,0.6004571,0.39999998,-1.0326899e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.872,0.6004571,0.39999998,-1.0285e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.874,0.6004571,0.39999998,-1.02431e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.876,0.6004571,0.39999998,-1.02012e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.878,0.6004571,0.39999998,-1.01593e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.88,0.6004571,0.39999998,-1.01174e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.882,0.6004571,0.39999998,-1.00755e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.884,0.6004571,0.39999998,-1.0033602e-09,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.886,0.6004571,0.39999998,-9.991702e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.888,0.6004571,0.39999998,-9.949802e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.89,0.6004571,0.39999998,-9.907902e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.892,0.6004571,0.39999998,-9.866002e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.894,0.6004571,0.39999998,-9.824103e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.896,0.6004571,0.39999998,-9.782203e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.898,0.6004571,0.39999998,-9.740303e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.9,0.6004571,0.39999998,-9.698403e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.902,0.6004571,0.39999998,-9.656503e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.904,0.6004571,0.39999998,-9.614604e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.906,0.6004571,0.39999998,-9.572704e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.908,0.6004571,0.39999998,-9.530804e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.91,0.6004571,0.39999998,-9.488904e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.912,0.6004571,0.39999998,-9.447005e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.914,0.6004571,0.39999998,-9.405106e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.916,0.6004571,0.39999998,-9.363206e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.918,0.6004571,0.39999998,-9.321306e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.92,0.6004571,0.39999998,-9.279406e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.922,0.6004571,0.39999998,-9.2375063e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.924,0.6004571,0.39999998,-9.1956065e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.926,0.6004571,0.39999998,-9.1537067e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.928,0.6004571,0.39999998,-9.111807e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.93,0.6004571,0.39999998,-9.0699076e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.932,0.6004571,0.39999998,-9.028008e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.934,0.6004571,0.39999998,-8.986108e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.936,0.6004571,0.39999998,-8.944208e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.938,0.6004571,0.39999998,-8.9023083e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.94,0.6004571,0.39999998,-8.8604085e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.942,0.6004571,0.39999998,-8.8185087e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.944,0.6004571,0.39999998,-8.7766094e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.946,0.6004571,0.39999998,-8.7347096e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.948,0.6004571,0.39999998,-8.69281e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.95,0.6004571,0.39999998,-8.65091e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.952,0.6004571,0.39999998,-8.60901e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.954,0.6004571,0.39999998,-8.5671104e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.956,0.6004571,0.39999998,-8.5252105e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.958,0.6004571,0.39999998,-8.483311e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.96,0.6004571,0.39999998,-8.4414115e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.962,0.6004571,0.39999998,-8.3995116e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.964,0.6004571,0.39999998,-8.357612e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.966,0.6004571,0.39999998,-8.315712e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.968,0.6004571,0.39999998,-8.273812e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.97,0.6004571,0.39999998,-8.231913e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.972,0.6004571,0.39999998,-8.190013e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.974,0.6004571,0.39999998,-8.1481133e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.976,0.6004571,0.39999998,-8.1062135e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.978,0.6004571,0.39999998,-8.0643137e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.98,0.6004571,0.39999998,-8.022414e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.982,0.6004571,0.39999998,-7.980514e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.984,0.6004571,0.39999998,-7.938615e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.986,0.6004571,0.39999998,-7.896715e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.988,0.6004571,0.39999998,-7.854815e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.99,0.6004571,0.39999998,-7.8129153e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.992,0.6004571,0.39999998,-7.7710155e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.994,0.6004571,0.39999998,-7.7291157e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.996,0.6004571,0.39999998,-7.6872164e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
1.998,0.6004571,0.39999998,-7.6453166e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
2.0,0.6004571,0.39999998,-7.603417e-10,1.4314198,0.99999994,0.9919935,0.9999999,0.9959841
2.0,0.6004571,0.050378893,-7.603417e-10,1.4314198,0.58651894,0.1598131,0.059244867,1.0000001e-10
2.002,0.60048276,0.049213853,8.1819504e-05,1.4314665,0.5786351,0.15768763,0.05856788,1e-10
2.004,0.60055995,0.04810701,0.00016389685,1.4317603,0.5710745,0.15564965,0.057919823,1e-10
2.006,0.60068876,0.047055297,0.0002462187,1.4325118,0.5638239,0.15369558,0.057299476,1e-10
2.008,0.6008694,0.046055783,0.00032877293,1.4339203,0.55687046,0.15182196,0.056705672,1e-10
2.01,0.601102,0.04510564,0.00041154757,1.4361786,0.5502015,0.15002531,0.056137234,1e-10
2.012,0.6013866,0.044202168,0.00049453106,1.4394679,0.54380447,0.14830227,0.055593036,1e-10
2.014,0.60172343,0.043342847,0.00057771266,1.4439515,0.5376678,0.14664966,0.055072013,1e-10
2.016,0.60211265,0.04252533,0.0006610823,1.4497577,0.5317804,0.14506447,0.054573156,1e-10
2.0173912,0.60241425,0.041980088,0.00071918446,1.4545155,0.52782625,0.14399998,0.05423868,1e-10
2.0173912,0.60241425,0.041980088,0.00071918446,1.4545155,0.52782625,0.14399998,0.05423868,1e-10
2.018,0.60255426,0.041747384,0.0007446304,1.4567544,0.5261317,0.14354384,0.054095495,1e-10
2.02,0.6030484,0.041006926,0.00082834804,1.4644275,0.5207115,0.14208502,0.053638116,1e-10
2.022,0.6035952,0.04030198,0.0009122266,1.4721844,0.51551014,0.14068536,0.053200137,1e-10
2.024,0.60419476,0.03963067,0.0009962582,1.4798467,0.51051825,0.13934235,0.05278071,1e-10
2.026,0.6048472,0.03899123,0.001080435,1.4874101,0.5057269,0.13805355,0.052379027,1e-10
2.028,0.6055525,0.038382,0.0011647497,1.494909,0.50112754,0.13681664,0.051994313,1e-10
2.03,0.60631084,0.037801407,0.0012491957,1.5024406,0.49671188,0.1356294,0.051625825,1e-10
2.032,0.6071223,0.037247963,0.0013337662,1.510002,0.49247217,0.13448969,0.051272858,1e-10
2.034,0.6079869,0.036720272,0.0014184549,1.5175718,0.48840085,0.1333955,0.050934736,1e-10
2.036,0.60890484,0.036217015,0.0015032563,1.5251436,0.48449075,0.13234484,0.050610814,1e-10
2.038,0.60987604,0.03573694,0.0015881646,1.5327038,0.480735,0.1313359,0.05030048,1e-10
2.04,0.6109006,0.035278875,0.0016731746,1.5402545,0.47712702,0.13036686,0.050003137,1e-10
2.042,0.6119786,0.0348417,0.0017582811,1.5477935,0.47366047,0.12943605,0.049718227,1e-10
2.044,0.6131101,0.034424372,0.0018434796,1.5553266,0.47032934,0.12854178,0.04944521,1e-10
2.046,0.61429524,0.034025896,0.0019287653,1.5628549,0.4671279,0.12768255,0.04918357,1e-10
2.048,0.6155339,0.033645328,0.002014134,1.5703769,0.46405056,0.12685683,0.048932824,1e-10
2.05,0.6168263,0.0332818,0.0020995818,1.5778989,0.46109217,0.12606324,0.048692502,1e-10
2.052,0.61817235,0.032934457,0.0021851046,1.5854173,0.4582476,0.12530036,0.04846215,1e-10
2.054,0.61957216,0.03260251,0.0022706988,1.5929344,0.45551205,0.12456692,0.048241343,1e-10
2.056,0.6210258,0.032285225,0.002356361,1.6004502,0.45288095,0.12386168,0.048029684,1e-10
2.058,0.62253326,0.031981874,0.0024420875,1.607963,0.45034978,0.12318341,0.047826767,1e-10
2.06,0.62409467,0.0316918,0.0025278754,1.6154717,0.4479144,0.122531,0.04763223,1e-10
2.062,0.6257099,0.031414364,0.0026137216,1.6229764,0.44557077,0.121903345,0.04744571,1e-10
2.064,0.6273791,0.031148957,0.0026996234,1.6304768,0.44331494,0.1212994,0.04726687,1e-10
2.066,0.62910235,0.030895025,0.0027855777,1.6379715,0.44114333,0.12071817,0.04709539,1e-10
2.068,0.63087964,0.030652013,0.002871582,1.6454618,0.43905228,0.12015869,0.046930943,1e-10
2.07,0.63271093,0.03041942,0.0029576342,1.6529472,0.4370385,0.11962005,0.046773247,1e-10
2.072,0.6345963,0.030196762,0.0030437312,1.6604275,0.43509874,0.11910138,0.046622016,1e-10
2.074,0.6365358,0.029983578,0.0031298713,1.6679021,0.43322983,0.11860184,0.046476975,1e-10
2.076,0.6385294,0.029779434,0.0032160522,1.6753708,0.4314289,0.11812064,0.04633787,1e-10
2.078,0.6405772,0.02958392,0.0033022717,1.682833,0.4296931,0.117657006,0.046204448,1e-10
2.08,0.6426792,0.029396646,0.003388528,1.6902878,0.42801973,0.11721022,0.046076477,1e-10
2.082,0.64483535,0.02921724,0.0034748192,1.6977344,0.42640617,0.11677956,0.045953732,1e-10
2.084,0.6470458,0.029045347,0.0035611435,1.7051784,0.42484996,0.116364375,0.04583599,1e-10
2.086,0.6493104,0.028880635,0.0036474993,1.7126184,0.4233487,0.11596402,0.045723047,1e-10
2.088,0.6516294,0.028722784,0.0037338843,1.7200556,0.4219001,0.11557787,0.045614704,1e-10
2.09,0.65400255,0.02857149,0.0038202978,1.727492,0.420502,0.11520534,0.045510773,1e-10
2.092,0.65643007,0.028426463,0.0039067375,1.7349298,0.4191523,0.11484586,0.045411065,1e-10
2.094,0.65891194,0.02828744,0.0039932025,1.7423637,0.41784903,0.114498906,0.045315415,1e-10
2.096,0.6614481,0.028154168,0.0040796916,1.7497916,0.41659036,0.11416398,0.045223657,1e-10
2.098,0.6640386,0.028026393,0.0041662026,1.7572161,0.4153744,0.11384058,0.045135636,1e-10
2.1,0.6666835,0.02790388,0.0042527355,1.7646359,0.41419944,0.11352823,0.045051187,1e-10
2.102,0.66938275,0.027786408,0.004339288,1.77205,0.41306373,0.113226466,0.044970177,1e-10
2.104,0.6721364,0.027673764,0.0044258595,1.779459,0.41196576,0.11293488,0.044892456,1e-10
2.106,0.67494446,0.027565755,0.004512449,1.7868675,0.410904,0.112653054,0.044817902,1e-10
2.108,0.6778069,0.027462183,0.0045990543,1.794272,0.40987694,0.112380594,0.044746384,1e-10
2.11,0.6807238,0.027362866,0.004685676,1.801672,0.4088832,0.11211712,0.04467777,1e-10
2.112,0.68369514,0.02726763,0.0047723125,1.8090672,0.40792146,0.111862265,0.044611953,1e-10
2.114,0.68672085,0.027176304,0.0048589623,1.8164572,0.40699038,0.111615665,0.044548813,1e-10
2.116,0.6898011,0.027088748,0.004945625,1.8238435,0.40608883,0.11137704,0.044488255,1e-10
2.118,0.6929357,0.027004804,0.0050323,1.8312249,0.4052156,0.11114605,0.044430166,1e-10
2.12,0.69612485,0.026924329,0.005118986,1.8386016,0.40436953,0.110922374,0.04437445,1e-10
2.122,0.6993684,0.026847186,0.0052056825,1.8459735,0.40354958,0.11070574,0.044321008,1e-10
2.124,0.7026665,0.02677324,0.005292388,1.8533406,0.4027547,0.11049586,0.04426975,1e-10
2.126,0.70601904,0.02670238,0.005379103,1.8607029,0.40198392,0.110292464,0.044220597,1e-10
2.128,0.7094261,0.026634486,0.0054658265,1.8680602,0.40123636,0.11009532,0.04417346,1e-10
2.13,0.7128876,0.026569443,0.005552557,1.8754131,0.40051103,0.10990418,0.044128258,1e-10
2.132,0.7164036,0.026507143,0.0056392946,1.8827616,0.39980707,0.109718785,0.044084914,1e-10
2.134,0.71997416,0.026447482,0.005726038,1.890106,0.39912367,0.10953893,0.044043355,1e-10
2.136,0.7235992,0.026390366,0.0058127875,1.897446,0.39846003,0.10936439,0.044003505,1e-10
2.138,0.7272787,0.026335709,0.0058995415,1.9047813,0.39781547,0.10919498,0.043965306,1e-10
2.14,0.73101276,0.026283413,0.0059863008,1.9121124,0.39718917,0.109030485,0.043928683,1e-10
2.142,0.7348013,0.026233397,0.0060730632,1.9194392,0.3965805,0.10887072,0.04389358,1e-10
2.144,0.7386444,0.026185578,0.0061598294,1.926762,0.3959887,0.10871551,0.043859925,1e-10
2.146,0.74254197,0.026139878,0.0062465984,1.9340807,0.39541316,0.10856467,0.043827668,1e-10
2.148,0.7464941,0.02609623,0.00633337,1.9413953,0.39485335,0.10841804,0.043796755,1e-10
2.15,0.75050074,0.026054561,0.0064201434,1.9487056,0.39430866,0.10827547,0.04376713,1e-10
2.15,0.75050074,0.0028988877,0.0064201434,1.9487056,0.34052667,5.2480632e-33,0.012824165,0.0064120824
2.152,0.75456357,0.0028770305,0.006512326,1.9560117,0.33924046,2.1537754e-32,0.012824165,0.0064120824
2.154,0.7586844,0.002856063,0.0066045057,1.9633133,0.33800203,5.5669363e-33,0.012824165,0.0064120824
2.156,0.76286304,0.002835925,0.006696681,1.9706105,0.3368083,2.0854082e-32,0.012824165,0.0064120824
2.158,0.7670997,0.0028166038,0.0067888526,1.9779031,0.335659,1.09872906e-32,0.012824165,0.0064120824
2.16,0.7713942,0.0027980367,0.0068810196,1.9851909,0.33455083,1.1934174e-32,0.012824165,0.0064120824
2.162,0.7757466,0.0027802251,0.006973183,1.9924738,0.33348432,1.2082213e-21,0.012824165,0.0064120824
2.164,0.7801569,0.0027630986,0.007065342,1.9997517,0.33245558,1.6841754e-32,0.012824165,0.0064120824
2.166,0.7846252,0.0027466556,0.0071574957,2.0070245,0.3314649,3.068651e-32,0.012824165,0.0064120824
2.168,0.7891513,0.002730838,0.0072496454,2.014292,0.33050907,4.1245172e-21,0.012824165,0.0064120824
2.17,0.7937353,0.0027156386,0.00734179,2.0215542,0.32958803,1.5312612e-32,0.012824165,0.0064120824
2.172,0.7983773,0.002701026,0.0074339295,2.0288107,0.32870007,3.0693023e-21,0.012824165,0.0064120824
2.174,0.80307704,0.002686967,0.007526064,2.0360618,0.32784352,2.0369817e-32,0.012824165,0.0064120824
2.176,0.80783474,0.0026734425,0.0076181935,2.0433068,0.3270174,1.1224033e-32,0.012824165,0.0064120824
2.178,0.8126504,0.002660428,0.007710317,2.0505462,0.32622045,1.2651417e-32,0.012824165,0.0064120824
2.18,0.81752384,0.0026478968,0.007802436,2.0577793,0.32545125,4.588016e-21,0.012824165,0.0064120824
2.182,0.82245517,0.0026358243,0.007894549,2.0650063,0.3247085,2.7757683e-32,0.012824165,0.0064120824
2.184,0.82744443,0.0026241867,0.007986656,2.072227,0.32399088,4.596681e-21,0.012824165,0.0064120824
2.186,0.8324915,0.002612961,0.008078758,2.0794413,0.32329714,1.7258019e-32,0.012824165,0.0064120824
2.188,0.8375965,0.0026021376,0.008170853,2.086649,0.3226269,2.3301979e-32,0.012824165,0.0064120824
2.19,0.8427593,0.002591704,0.008262943,2.09385,0.32197943,1.13609244e-32,0.012824165,0.0064120824
2.192,0.84798,0.0025816336,0.008355026,2.101044,0.3213533,1.6171083e-32,0.012824165,0.0064120824
2.194,0.85325855,0.0025719074,0.008447104,2.108231,0.32074735,7.911239e-33,0.012824165,0.0064120824
2.196,0.85859495,0.0025625064,0.008539176,2.115411,0.3201606,6.175894e-21,0.012824165,0.0064120824
2.198,0.8639892,0.0025534166,0.00863124,2.1225839,0.31959227,1.544246e-32,0.012824165,0.0064120824
2.2,0.8694413,0.0025446462,0.008723299,2.1297493,0.31904292,1.4341315e-32,0.012824165,0.0064120824
2.202,0.8749512,0.0025361637,0.008815351,2.136907,0.3185107,2.0729308e-20,0.012824165,0.0064120824
2.204,0.880519,0.0025279538,0.008907396,2.1440575,0.31799477,1.14489366e-32,0.012824165,0.0064120824
2.206,0.8861446,0.002520002,0.008999435,2.1511998,0.31749424,6.535617e-21,0.012824165,0.0064120824
2.208,0.891828,0.0025122932,0.009091468,2.1583345,0.31700826,5.3872043e-33,0.012824165,0.0064120824
2.21,0.89756924,0.0025048403,0.009183493,2.1654613,0.31653768,3.1747469e-21,0.012824165,0.0064120824
2.212,0.9033683,0.0024976244,0.009275513,2.1725798,0.31608143,1.3587341e-32,0.012824165,0.0064120824
