Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,eSST1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.072,0.6004573,0.4,-2.5833844e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.074,0.6004573,0.4,-2.5788829e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.076,0.6004573,0.4,-2.5743814e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.078,0.6004573,0.4,-2.5698796e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.08,0.6004573,0.4,-2.5653781e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.082,0.6004573,0.4,-2.5608764e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.084,0.6004573,0.4,-2.556375e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.086,0.6004573,0.4,-2.5518734e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.088,0.6004573,0.4,-2.5473716e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.09,0.6004573,0.4,-2.5428701e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.092,0.6004573,0.4,-2.5383684e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.094,0.6004573,0.4,-2.533867e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.096,0.6004573,0.4,-2.5293654e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.098,0.60045725,0.4,-2.5248637e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.1,0.60045725,0.4,-2.5203621e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.102,0.60045725,0.4,-2.5158604e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.104,0.60045725,0.4,-2.511359e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.106,0.60045725,0.4,-2.5068574e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.108,0.60045725,0.4,-2.5023557e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.11,0.60045725,0.4,-2.4978541e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.112,0.60045725,0.4,-2.4933526e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.114,0.60045725,0.4,-2.488851e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.116,0.60045725,0.4,-2.4843494e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.118,0.60045725,0.4,-2.4798477e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.12,0.60045725,0.4,-2.4753462e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.122,0.60045725,0.4,-2.4708446e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.124,0.60045725,0.4,-2.466343e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.126,0.60045725,0.4,-2.4618414e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.128,0.60045725,0.4,-2.4573397e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.13,0.60045725,0.4,-2.4528382e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.132,0.60045725,0.4,-2.4483366e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.134,0.60045725,0.4,-2.443835e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.136,0.60045725,0.4,-2.4393334e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.138,0.60045725,0.4,-2.4348317e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.14,0.60045725,0.4,-2.4303302e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.142,0.60045725,0.4,-2.4258286e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.144,0.60045725,0.4,-2.421327e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.146,0.60045725,0.4,-2.4168254e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.148,0.60045725,0.4,-2.412324e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.15,0.60045725,0.4,-2.4078222e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.152,0.60045725,0.4,-2.4033207e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.154,0.60045725,0.4,-2.398819e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.156,0.60045725,0.4,-2.3943174e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.158,0.60045725,0.4,-2.389816e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.16,0.60045725,0.4,-2.3853142e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.162,0.60045725,0.4,-2.3808127e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.164,0.60045725,0.4,-2.376311e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.166,0.60045725,0.4,-2.3718094e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.168,0.60045725,0.4,-2.367308e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.17,0.60045725,0.4,-2.3628062e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.172,0.60045725,0.39999998,-2.3583047e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.174,0.60045725,0.39999998,-2.353803e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.176,0.60045725,0.39999998,-2.3493014e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.178,0.60045725,0.39999998,-2.3448e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.18,0.60045725,0.39999998,-2.3402982e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.182,0.60045725,0.39999998,-2.3357967e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.184,0.60045725,0.39999998,-2.3312952e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.186,0.60045725,0.39999998,-2.3267934e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.188,0.60045725,0.39999998,-2.322292e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.19,0.60045725,0.39999998,-2.3177902e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.192,0.60045725,0.39999998,-2.3132887e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.194,0.60045725,0.39999998,-2.3087872e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.196,0.60045725,0.39999998,-2.3042854e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.198,0.60045725,0.39999998,-2.299784e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.2,0.60045725,0.39999998,-2.2952822e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.202,0.60045725,0.39999998,-2.2907807e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.204,0.60045725,0.39999998,-2.2862792e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.206,0.60045725,0.39999998,-2.2817774e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.208,0.60045725,0.39999998,-2.277276e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.21,0.60045725,0.39999998,-2.2727744e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.212,0.60045725,0.39999998,-2.2682727e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.214,0.60045725,0.39999998,-2.2637712e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.216,0.60045725,0.39999998,-2.2592694e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.218,0.60045725,0.39999998,-2.254768e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.22,0.60045725,0.39999998,-2.2502664e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.222,0.60045725,0.39999998,-2.2457647e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.224,0.60045725,0.39999998,-2.2412632e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.226,0.60045725,0.39999998,-2.2367614e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.228,0.60045725,0.39999998,-2.23226e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.23,0.60045725,0.39999998,-2.2277584e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.232,0.60045725,0.39999998,-2.2232567e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.234,0.60045725,0.39999998,-2.2187552e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.236,0.60045725,0.39999998,-2.2142534e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.238,0.60045725,0.39999998,-2.209752e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.24,0.60045725,0.39999998,-2.2052504e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.242,0.60045725,0.39999998,-2.2007487e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.244,0.60045725,0.39999998,-2.1962472e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.246,0.60045725,0.39999998,-2.1917457e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.248,0.60045725,0.39999998,-2.187244e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.25,0.60045725,0.39999998,-2.1827424e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.252,0.60045725,0.39999998,-2.1782407e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.254,0.60045725,0.39999998,-2.1737392e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.256,0.60045725,0.39999998,-2.1692377e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.258,0.60045725,0.39999998,-2.164736e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.26,0.60045725,0.39999998,-2.1602344e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.262,0.60045725,0.39999998,-2.1557327e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.264,0.60045725,0.39999998,-2.1512312e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.266,0.60045725,0.39999998,-2.1467297e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.268,0.60045725,0.39999998,-2.142228e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.27,0.60045725,0.39999998,-2.1377264e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.272,0.60045725,0.39999998,-2.1332247e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.274,0.60045725,0.39999998,-2.1287232e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.276,0.60045725,0.39999998,-2.1242217e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.278,0.60045725,0.39999998,-2.11972e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.28,0.60045725,0.39999998,-2.1152184e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.282,0.60045725,0.39999998,-2.110717e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.284,0.60045725,0.39999998,-2.1062152e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.286,0.60045725,0.39999998,-2.1017137e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.288,0.60045725,0.39999998,-2.097212e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.29,0.60045725,0.39999998,-2.0927104e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.292,0.60045725,0.39999998,-2.088209e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.294,0.60045725,0.39999998,-2.0837072e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.296,0.60045725,0.39999998,-2.0792057e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.298,0.60045725,0.39999998,-2.074704e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.3,0.60045725,0.39999998,-2.0702025e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.302,0.60045725,0.39999998,-2.065701e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.304,0.60045725,0.39999998,-2.0611992e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.306,0.60045725,0.39999998,-2.0566977e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.308,0.60045725,0.39999998,-2.0521962e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.31,0.60045725,0.39999998,-2.0476945e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.312,0.60045725,0.39999998,-2.043193e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.314,0.60045725,0.39999998,-2.0386912e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.316,0.60045725,0.39999998,-2.0341897e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.318,0.60045725,0.39999998,-2.0296882e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.32,0.60045725,0.39999998,-2.0251865e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.322,0.60045725,0.39999998,-2.020685e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.324,0.60045725,0.39999998,-2.0161832e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.326,0.60045725,0.39999998,-2.0116817e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.328,0.60045725,0.39999998,-2.0071802e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.33,0.60045725,0.39999998,-2.0026785e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.332,0.60045725,0.39999998,-1.998177e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.334,0.60045725,0.39999998,-1.9936752e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.336,0.60045725,0.39999998,-1.9891737e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.338,0.60045725,0.39999998,-1.9846722e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.34,0.60045725,0.39999998,-1.9801705e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.342,0.60045725,0.39999998,-1.975669e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.344,0.60045725,0.39999998,-1.9711675e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.346,0.60045725,0.39999998,-1.9666657e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.348,0.60045725,0.39999998,-1.9621642e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.35,0.60045725,0.39999998,-1.9576625e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.352,0.60045725,0.39999998,-1.953161e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.354,0.60045725,0.39999998,-1.9486595e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.356,0.60045725,0.39999998,-1.9441577e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.358,0.60045725,0.39999998,-1.9396562e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.36,0.60045725,0.39999998,-1.9351545e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.362,0.60045725,0.39999998,-1.930653e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.364,0.60045725,0.39999998,-1.9261515e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.366,0.60045725,0.39999998,-1.9216497e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.368,0.60045725,0.39999998,-1.9171482e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.37,0.60045725,0.39999998,-1.9126465e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.372,0.60045725,0.39999998,-1.908145e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.374,0.60045725,0.39999998,-1.9036435e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.376,0.60045725,0.39999998,-1.8991417e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.378,0.60045725,0.39999998,-1.8946402e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.38,0.60045725,0.39999998,-1.8901387e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.382,0.60045725,0.39999998,-1.885637e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.384,0.60045725,0.39999998,-1.8811355e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.386,0.60045725,0.39999998,-1.8766337e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.388,0.60045725,0.39999998,-1.8721322e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.39,0.60045725,0.39999998,-1.8676307e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.392,0.60045725,0.39999998,-1.863129e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.394,0.60045725,0.39999998,-1.8586275e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.396,0.60045725,0.39999998,-1.8541259e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.398,0.60045725,0.39999998,-1.8496242e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.4,0.60045725,0.39999998,-1.8451226e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.402,0.60045725,0.39999998,-1.8406211e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.404,0.60045725,0.39999998,-1.8361195e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.406,0.60045725,0.39999998,-1.8316179e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.408,0.60045725,0.39999998,-1.8271162e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.41,0.60045725,0.39999998,-1.8226146e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.412,0.60045725,0.39999998,-1.8181131e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.414,0.60045725,0.39999998,-1.8136115e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.416,0.60045725,0.39999998,-1.8091099e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.418,0.60045725,0.39999998,-1.8046082e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.42,0.60045725,0.39999998,-1.8001067e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.422,0.60045725,0.39999998,-1.7956051e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.424,0.60045725,0.39999998,-1.7911035e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.426,0.60045725,0.39999998,-1.7866019e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.428,0.60045725,0.39999998,-1.7821002e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.43,0.60045725,0.39999998,-1.7775987e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.432,0.60045725,0.39999998,-1.7730971e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.434,0.60045725,0.39999998,-1.7685955e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.436,0.60045725,0.39999998,-1.7640939e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.438,0.60045725,0.39999998,-1.7595924e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.44,0.60045725,0.39999998,-1.7550907e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.442,0.60045725,0.39999998,-1.7505891e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.444,0.60045725,0.39999998,-1.7460875e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.446,0.60045725,0.39999998,-1.7415859e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.448,0.60045725,0.39999998,-1.7370844e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.45,0.60045725,0.39999998,-1.7325827e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.452,0.60045725,0.39999998,-1.7280811e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.454,0.60045725,0.39999998,-1.7235795e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.456,0.60045725,0.39999998,-1.719078e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.458,0.60045725,0.39999998,-1.7145764e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.46,0.60045725,0.39999998,-1.7100747e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.462,0.60045725,0.39999998,-1.7055731e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.464,0.60045725,0.39999998,-1.7010715e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.466,0.60045725,0.39999998,-1.69657e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.468,0.60045725,0.39999998,-1.6920684e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.47,0.60045725,0.39999998,-1.6875668e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.472,0.60045725,0.39999998,-1.6830651e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.474,0.60045725,0.39999998,-1.6785636e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.476,0.60045725,0.39999998,-1.674062e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.478,0.60045725,0.39999998,-1.6695604e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.48,0.60045725,0.39999998,-1.6650588e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.482,0.6004572,0.39999998,-1.6605572e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.484,0.6004572,0.39999998,-1.6560556e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.486,0.6004572,0.39999998,-1.651554e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.488,0.6004572,0.39999998,-1.6470524e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.49,0.6004572,0.39999998,-1.6425508e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.492,0.6004572,0.39999998,-1.6380493e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.494,0.6004572,0.39999998,-1.6335476e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.496,0.6004572,0.39999998,-1.629046e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.498,0.6004572,0.39999998,-1.6245444e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.5,0.6004572,0.39999998,-1.6200429e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.502,0.6004572,0.39999998,-1.6155413e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.504,0.6004572,0.39999998,-1.6110396e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.506,0.6004572,0.39999998,-1.606538e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.508,0.6004572,0.39999998,-1.6020364e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.51,0.6004572,0.39999998,-1.5975349e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.512,0.6004572,0.39999998,-1.5930333e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.514,0.6004572,0.39999998,-1.5885316e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.516,0.6004572,0.39999998,-1.58403e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.518,0.6004572,0.39999998,-1.5795285e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.52,0.6004572,0.39999998,-1.5750269e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.522,0.6004572,0.39999998,-1.5705253e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.524,0.6004572,0.39999998,-1.5660236e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.526,0.6004572,0.39999998,-1.561522e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.528,0.6004572,0.39999998,-1.5570205e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.53,0.6004572,0.39999998,-1.5525189e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.532,0.6004572,0.39999998,-1.5480173e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.534,0.6004572,0.39999998,-1.5435156e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.536,0.6004572,0.39999998,-1.5390141e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.538,0.6004572,0.39999998,-1.5345125e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.54,0.6004572,0.39999998,-1.5300109e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.542,0.6004572,0.39999998,-1.5255093e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.544,0.6004572,0.39999998,-1.5210077e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.546,0.6004572,0.39999998,-1.5165061e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.548,0.6004572,0.39999998,-1.5120045e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.55,0.6004572,0.39999998,-1.5075029e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.552,0.6004572,0.39999998,-1.5030013e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.554,0.6004572,0.39999998,-1.4984998e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.556,0.6004572,0.39999998,-1.4939981e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.558,0.6004572,0.39999998,-1.4894965e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.56,0.6004572,0.39999998,-1.4849949e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.562,0.6004572,0.39999998,-1.4804933e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.564,0.6004572,0.39999998,-1.4759918e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.566,0.6004572,0.39999998,-1.4714902e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.568,0.6004572,0.39999998,-1.4669885e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.57,0.6004572,0.39999998,-1.4624869e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
1.572,0.6004572,0.39999998,-1.4579854e-09,1.4314197,0.99999994,0.9919934,0.9999999,0.9959841
