Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,eSST4B.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.092,-9.259864,1.1002175,-0.06103432,8.41,1.8711472,1.8142469,1.8064715,1.810352
1.094,-9.298264,1.1065025,-0.06120376,8.41,1.8718404,1.8156886,1.8083224,1.8119979
1.096,-9.336771,1.1125495,-0.061374724,8.41,1.8725759,1.8171979,1.8102534,1.8137177
1.098,-9.375386,1.1183473,-0.061547153,8.41,1.873353,1.818773,1.8122618,1.815509
1.1,-9.41411,1.1238848,-0.06172097,8.41,1.8741705,1.8204118,1.814345,1.8173697
1.102,-9.452944,1.1291512,-0.061896116,8.41,1.8750278,1.8221123,1.8165002,1.8192971
1.104,-9.491888,1.1341362,-0.062072508,8.41,1.8759236,1.823872,1.8187244,1.8212887
1.106,-9.530945,1.1388296,-0.06225007,8.41,1.8768568,1.8256886,1.8210145,1.8233418
1.108,-9.570112,1.1432213,-0.062428724,8.41,1.8778263,1.8275597,1.8233674,1.8254534
1.11,-9.609394,1.1473018,-0.06260838,8.41,1.8788307,1.8294824,1.8257794,1.8276206
1.112,-9.6487875,1.151062,-0.06278914,8.41,1.8798685,1.8314542,1.8282472,1.8298401
1.114,-9.688295,1.1544931,-0.06297083,8.41,1.8809384,1.8334719,1.8307669,1.8321087
1.116,-9.727917,1.1575865,-0.063153334,8.41,1.8820388,1.8355327,1.8333349,1.834423
1.118,-9.767654,1.1603345,-0.06333655,8.41,1.8831683,1.8376335,1.8359474,1.8367794
1.12,-9.807507,1.1627294,-0.06352041,8.41,1.884325,1.839771,1.8386,1.8391744
1.122,-9.847474,1.1647643,-0.063704796,8.41,1.8855073,1.841942,1.8412888,1.8416042
1.124,-9.887559,1.1664327,-0.06388962,8.41,1.8867135,1.8441429,1.8440094,1.844065
1.126,-9.927759,1.1677287,-0.0640748,8.41,1.8879415,1.8463703,1.8467575,1.8465528
1.128,-9.968076,1.1686467,-0.06426021,8.41,1.8891895,1.8486208,1.8495287,1.8490636
1.13,-10.00851,1.1691822,-0.06444574,8.41,1.8904555,1.8508903,1.8523183,1.8515934
1.132,-10.049059,1.1693308,-0.064631306,8.41,1.8917373,1.8531754,1.8551217,1.8541377
1.134,-10.089726,1.1690891,-0.06481678,8.41,1.8930329,1.8554721,1.8579342,1.8566924
1.136,-10.130509,1.1684542,-0.065002054,8.41,1.8943402,1.8577764,1.8607512,1.8592533
1.138,-10.171411,1.1674241,-0.06518735,8.41,1.8956575,1.8600855,1.8635683,1.8618166
1.14,-10.212427,1.1659971,-0.065372385,8.41,1.8969826,1.8623947,1.8663806,1.8643777
1.142,-10.253561,1.1641724,-0.06555702,8.41,1.8983126,1.8647,1.869183,1.8669318
1.144,-10.294811,1.16195,-0.06574112,8.41,1.8996456,1.8669972,1.8719703,1.8694744
1.146,-10.336176,1.1593304,-0.065924615,8.41,1.9009789,1.8692825,1.8747379,1.8720012
1.148,-10.377656,1.1563152,-0.06610738,8.41,1.9023104,1.8715516,1.8774807,1.8745075
1.15,-10.419251,1.1529065,-0.0662893,8.41,1.9036375,1.8738004,1.8801937,1.8769889
1.152,-10.460959,1.1491075,-0.06647029,8.41,1.904958,1.8760247,1.8828721,1.8794405
1.154,-10.502782,1.1449217,-0.06665021,8.41,1.9062693,1.8782206,1.8855107,1.8818582
1.156,-10.544716,1.1403539,-0.06682898,8.41,1.9075688,1.8803837,1.8881047,1.8842373
1.158,-10.586762,1.1354096,-0.067006476,8.41,1.9088544,1.8825101,1.8906492,1.8865732
1.16,-10.628919,1.130095,-0.067182586,8.41,1.9101231,1.8845956,1.8931394,1.8888614
1.162,-10.671185,1.1244171,-0.0673572,8.41,1.9113728,1.8866363,1.8955703,1.8910977
1.164,-10.713563,1.1183841,-0.06753058,8.41,1.9126029,1.8886299,1.8979393,1.8932794
1.166,-10.75605,1.1120046,-0.06770244,8.41,1.9138099,1.8905717,1.9002409,1.8954016
1.168,-10.798645,1.1052878,-0.06787264,8.41,1.9149913,1.8924576,1.9024701,1.8974596
1.17,-10.841346,1.0982442,-0.06804108,8.41,1.9161445,1.8942838,1.9046224,1.8994493
1.172,-10.884152,1.0908847,-0.068207674,8.41,1.9172673,1.8960465,1.9066938,1.9013668
1.174,-10.927062,1.0832213,-0.06837233,8.41,1.9183575,1.8977423,1.9086798,1.9032081
1.176,-10.970074,1.0752665,-0.06853498,8.41,1.9194127,1.8993675,1.9105763,1.9049695
1.178,-11.013186,1.0670336,-0.06869552,8.41,1.9204309,1.9009188,1.9123796,1.9066471
1.18,-11.056399,1.0585369,-0.068853885,8.41,1.9214097,1.902393,1.9140857,1.9082376
1.182,-11.099709,1.049791,-0.06900999,8.41,1.9223471,1.9037867,1.9156909,1.9097373
1.184,-11.143115,1.0408114,-0.069163755,8.41,1.9232409,1.9050969,1.9171917,1.9111432
1.186,-11.186616,1.0316143,-0.069315165,8.41,1.9240896,1.9063212,1.9185852,1.9124522
1.188,-11.230216,1.0222161,-0.06946444,8.41,1.924894,1.9074594,1.9198709,1.9136645
1.19,-11.27391,1.0126342,-0.0696113,8.41,1.9256501,1.9085068,1.9210438,1.9147748
1.192,-11.317695,1.0028865,-0.0697557,8.41,1.9263566,1.909461,1.922101,1.9157808
1.194,-11.361569,0.9929912,-0.069897614,8.41,1.9270114,1.9103199,1.9230404,1.91668
1.196,-11.405533,0.9829672,-0.07003699,8.41,1.9276134,1.9110816,1.9238594,1.9174703
1.198,-11.449582,0.97283375,-0.07017381,8.41,1.928161,1.9117438,1.9245559,1.9181498
1.2,-11.493716,0.9626105,-0.070308045,8.41,1.9286531,1.912305,1.9251282,1.9187165
1.202,-11.537933,0.9523174,-0.07043968,8.41,1.9290884,1.9127637,1.9255745,1.9191691
1.204,-11.582231,0.9419748,-0.07056871,8.41,1.9294657,1.9131185,1.9258934,1.9195058
1.206,-11.626608,0.9316033,-0.070695125,8.41,1.9297839,1.9133682,1.9260838,1.9197258
1.208,-11.6710615,0.9212236,-0.07081892,8.41,1.9300423,1.9135119,1.9261446,1.9198279
1.21,-11.715593,0.9108567,-0.07094008,8.41,1.930241,1.9135498,1.926076,1.9198124
1.212,-11.760204,0.9005236,-0.071058564,8.41,1.9303802,1.913482,1.9258784,1.9196795
1.214,-11.804889,0.89024544,-0.071174435,8.41,1.9304583,1.9133073,1.9255506,1.919428
1.216,-11.849645,0.88004345,-0.07128773,8.41,1.930475,1.9130256,1.9250927,1.919058
1.218,-11.894472,0.8699387,-0.07139845,8.41,1.9304299,1.912637,1.924505,1.9185694
1.22,-11.939367,0.8599522,-0.07150666,8.41,1.9303232,1.9121418,1.9237881,1.917963
1.222,-11.98433,0.8501049,-0.07161238,8.41,1.9301547,1.9115406,1.9229428,1.9172394
1.224,-12.029359,0.8404176,-0.07171567,8.41,1.9299246,1.9108342,1.9219701,1.9163996
1.226,-12.0744505,0.8309108,-0.071816586,8.41,1.929633,1.9100236,1.9208717,1.9154446
1.228,-12.119605,0.82160467,-0.07191519,8.41,1.9292804,1.9091097,1.919649,1.9143759
1.23,-12.164821,0.8125191,-0.07201155,8.41,1.9288673,1.9080942,1.9183037,1.913195
1.232,-12.210094,0.8036737,-0.07210575,8.41,1.9283943,1.9069786,1.9168382,1.911904
1.234,-12.255428,0.7950878,-0.07219756,8.41,1.9278626,1.905765,1.915255,1.9105052
1.236,-12.30082,0.78678,-0.07228713,8.41,1.9272732,1.9044555,1.9135568,1.9090009
1.238,-12.346269,0.77876836,-0.072374634,8.41,1.9266264,1.9030522,1.9117464,1.9073935
1.24,-12.391771,0.7710705,-0.072460175,8.41,1.925924,1.9015574,1.9098268,1.9056858
1.242,-12.437327,0.7637034,-0.07254382,8.41,1.9251667,1.899974,1.9078013,1.9038808
1.244,-12.482935,0.75668347,-0.07262568,8.41,1.9243563,1.8983045,1.9056735,1.9019817
1.246,-12.528594,0.75002646,-0.07270585,8.41,1.9234941,1.8965521,1.9034473,1.899992
1.248,-12.574304,0.74374723,-0.07278444,8.41,1.9225818,1.89472,1.9011267,1.8979152
1.25,-12.620061,0.7378602,-0.07286156,8.41,1.921621,1.8928117,1.8987161,1.8957553
1.252,-12.665867,0.7323788,-0.072937325,8.41,1.9206136,1.8908305,1.8962198,1.8935163
1.254,-12.71172,0.7273156,-0.073011875,8.41,1.9195617,1.8887805,1.8936427,1.8912023
1.256,-12.75762,0.7226826,-0.07308532,8.41,1.9184672,1.8866655,1.8909895,1.8888178
1.258,-12.803564,0.71849054,-0.07315727,8.41,1.917331,1.8844885,1.8882643,1.8863664
1.26,-12.849553,0.71474963,-0.07322821,8.41,1.9161563,1.8822544,1.8854733,1.8838536
1.262,-12.895587,0.71146894,-0.073298275,8.41,1.9149455,1.8799676,1.8826215,1.8812841
1.264,-12.941664,0.70865667,-0.07336757,8.41,1.9137007,1.8776327,1.879715,1.8786632
1.266,-12.987784,0.7063201,-0.07343624,8.41,1.9124247,1.8752544,1.8767593,1.875996
1.268,-13.033947,0.7044655,-0.0735044,8.41,1.9111198,1.8728373,1.8737603,1.8732879
1.27,-13.0801525,0.7030981,-0.07357219,8.41,1.909789,1.8703864,1.8707242,1.8705443
1.272,-13.1264,0.70222235,-0.07363974,8.41,1.9084349,1.8679067,1.8676572,1.8677709
1.274,-13.172689,0.70184135,-0.07370721,8.41,1.9070601,1.8654034,1.8645656,1.8649735
1.276,-13.219021,0.7019575,-0.07377471,8.41,1.9056679,1.8628818,1.8614559,1.862158
1.278,-13.265394,0.7025716,-0.07384224,8.41,1.9042599,1.8603458,1.8583336,1.859329
1.28,-13.3118105,0.70368344,-0.07390985,8.41,1.9028385,1.8578006,1.8552048,1.856492
1.282,-13.358269,0.7052926,-0.0739778,8.41,1.9014076,1.8552523,1.852077,1.8536541
1.284,-13.40477,0.70739704,-0.074046224,8.41,1.8999702,1.8527062,1.8489568,1.8508214
1.286,-13.451314,0.7099939,-0.07411525,8.41,1.8985293,1.850168,1.8458512,1.8479997
1.288,-13.497902,0.71307915,-0.07418501,8.41,1.897088,1.847643,1.8427668,1.8451954
1.29,-13.544535,0.7166478,-0.07425562,8.41,1.8956497,1.845137,1.8397104,1.8424145
1.292,-13.591212,0.72069377,-0.07432723,8.41,1.8942171,1.8426554,1.836689,1.8396635
1.294,-13.637937,0.7252101,-0.07439996,8.41,1.8927938,1.8402039,1.8337096,1.8369484
1.296,-13.684708,0.7301886,-0.074473955,8.41,1.8913826,1.8377879,1.8307787,1.8342755
1.298,-13.731527,0.7356204,-0.07454932,8.41,1.8899871,1.8354132,1.8279035,1.831651
1.3,-13.778391,0.74149346,-0.07462592,8.41,1.8886075,1.8330827,1.8250881,1.8290786
1.302,-13.825303,0.7477978,-0.074704036,8.41,1.887249,1.8308035,1.822341,1.8265659
1.304,-13.872265,0.7545214,-0.07478379,8.41,1.8859143,1.828581,1.8196684,1.8241189
1.306,-13.919277,0.76165134,-0.074865274,8.41,1.8846068,1.8264204,1.817077,1.8217435
1.308,-13.966342,0.7691735,-0.0749486,8.41,1.8833293,1.8243269,1.814573,1.8194453
1.31,-14.01346,0.7770731,-0.07503386,8.41,1.8820848,1.8223056,1.8121628,1.81723
1.312,-14.060634,0.7853344,-0.075121135,8.41,1.8808763,1.8203614,1.8098521,1.815103
1.314,-14.107863,0.79394084,-0.07521053,8.41,1.8797067,1.8184993,1.8076472,1.81307
1.316,-14.155151,0.8028749,-0.07530212,8.41,1.878579,1.8167241,1.8055537,1.8111361
1.318,-14.202499,0.8121186,-0.07539598,8.41,1.8774958,1.8150401,1.8035771,1.8093064
1.32,-14.249906,0.821652,-0.07549219,8.41,1.8764591,1.8134515,1.8017222,1.807585
1.322,-14.297371,0.83145475,-0.0755908,8.41,1.8754711,1.8119617,1.7999933,1.805976
1.324,-14.344899,0.84150696,-0.07569188,8.41,1.874535,1.8105755,1.7983961,1.8044846
1.326,-14.392491,0.85178745,-0.075795494,8.41,1.873653,1.8092966,1.796935,1.803115
1.328,-14.440149,0.8622742,-0.07590169,8.41,1.8728276,1.8081288,1.7956144,1.8018711
1.33,-14.487876,0.8729448,-0.07601051,8.41,1.8720611,1.8070755,1.7944381,1.8007565
1.332,-14.535671,0.88377595,-0.07612199,8.41,1.8713555,1.8061397,1.7934098,1.7997746
1.334,-14.583537,0.8947441,-0.07623617,8.41,1.8707129,1.8053244,1.792533,1.7989286
1.336,-14.631477,0.9058251,-0.07635308,8.41,1.870135,1.8046322,1.7918105,1.7982213
1.338,-14.679491,0.9169942,-0.076472715,8.41,1.8696235,1.8040656,1.7912451,1.7976553
1.34,-14.727582,0.92822653,-0.076595105,8.41,1.8691802,1.8036267,1.7908391,1.7972329
1.342,-14.775749,0.939496,-0.07672038,8.41,1.8688058,1.8033165,1.7905936,1.7969549
1.344,-14.823995,0.9507772,-0.07684847,8.41,1.8685019,1.8031368,1.7905107,1.7968234
1.346,-14.872321,0.96204406,-0.07697936,8.41,1.8682698,1.8030891,1.7905912,1.7968396
1.348,-14.920732,0.9732705,-0.07711305,8.41,1.8681104,1.8031743,1.7908362,1.7970043
1.35,-14.969226,0.98442996,-0.07724951,8.41,1.8680246,1.8033926,1.7912459,1.7973181
1.352,-15.017806,0.9954959,-0.07738872,8.41,1.8680129,1.8037446,1.79182,1.7977808
1.354,-15.066475,1.0064418,-0.077530645,8.41,1.868076,1.8042299,1.7925583,1.798392
1.356,-15.115234,1.0172411,-0.077675246,8.41,1.8682139,1.8048482,1.7934595,1.7991514
1.358,-15.164084,1.0278672,-0.07782248,8.41,1.8684269,1.8055986,1.7945224,1.8000576
1.36,-15.213029,1.0382936,-0.07797228,8.41,1.8687149,1.80648,1.795745,1.8011092
1.362,-15.262068,1.0484941,-0.078124665,8.41,1.8690776,1.8074911,1.7971251,1.8023041
1.364,-15.311201,1.0584426,-0.07827966,8.41,1.8695143,1.8086294,1.7986598,1.8036401
1.366,-15.360434,1.0681134,-0.07843709,8.41,1.8700246,1.8098931,1.800346,1.8051145
1.368,-15.409764,1.0774814,-0.07859689,8.41,1.8706074,1.8112798,1.8021803,1.8067244
1.37,-15.459196,1.0865215,-0.07875898,8.41,1.871262,1.8127863,1.8041586,1.8084662
1.372,-15.508731,1.0952094,-0.07892325,8.41,1.8719869,1.8144095,1.8062764,1.8103362
1.374,-15.55837,1.1035212,-0.07908962,8.41,1.8727806,1.8161459,1.8085291,1.8123301
1.376,-15.608112,1.1114339,-0.07925797,8.41,1.8736417,1.8179914,1.8109113,1.8144435
1.378,-15.657963,1.1189247,-0.0794282,8.41,1.8745682,1.8199419,1.8134174,1.8166713
1.38,-15.707921,1.1259724,-0.07960018,8.41,1.875558,1.8219926,1.8160415,1.8190082
1.382,-15.757988,1.1325557,-0.07977377,8.41,1.8766091,1.824139,1.8187771,1.8214487
1.384,-15.808165,1.1386554,-0.07994914,8.41,1.8777192,1.826376,1.8216178,1.8239871
1.386,-15.858451,1.1442522,-0.080126025,8.41,1.8788855,1.8286978,1.8245566,1.8266171
1.388,-15.908849,1.1493284,-0.08030424,8.41,1.8801055,1.831099,1.8275859,1.8293321
1.39,-15.95936,1.1538671,-0.08048366,8.41,1.8813759,1.8335735,1.8306983,1.8321252
1.392,-16.009983,1.157853,-0.08066414,8.41,1.8826938,1.8361149,1.8338856,1.8349893
1.394,-16.060722,1.1612718,-0.08084553,8.41,1.8840557,1.8387167,1.8371397,1.8379172
1.396,-16.111574,1.1641105,-0.08102767,8.41,1.8854584,1.8413725,1.8404521,1.8409011
1.398,-16.162542,1.1663579,-0.081210405,8.41,1.8868982,1.844075,1.8438143,1.8439335
1.4,-16.213625,1.1680036,-0.08139357,8.41,1.8883712,1.8468173,1.8472171,1.8470061
1.402,-16.264824,1.1690391,-0.08157699,8.41,1.8898736,1.849592,1.8506517,1.8501108
1.404,-16.31614,1.169458,-0.08176059,8.41,1.891402,1.8523922,1.8541093,1.8532399
1.406,-16.367569,1.1692551,-0.08194442,8.41,1.8929529,1.855211,1.8575814,1.8563856
1.408,-16.419113,1.1684264,-0.082128115,8.41,1.8945215,1.8580402,1.8610579,1.8595387
1.41,-16.470776,1.1669699,-0.0823115,8.41,1.8961035,1.8608721,1.8645293,1.8626906
1.412,-16.52255,1.1648855,-0.082494415,8.41,1.8976945,1.863699,1.8679861,1.8658328
1.414,-16.574442,1.1621746,-0.082676694,8.41,1.8992901,1.8665129,1.8714188,1.8689564
1.416,-16.626448,1.1588408,-0.082858145,8.41,1.9008859,1.869306,1.874818,1.872053
1.418,-16.678566,1.1548892,-0.083038606,8.41,1.9024774,1.8720704,1.8781741,1.8751137
1.42,-16.730795,1.1503268,-0.08321789,8.41,1.9040598,1.8747984,1.8814775,1.87813
1.422,-16.783138,1.1451628,-0.08339581,8.41,1.9056287,1.8774822,1.884719,1.8810931
1.424,-16.83559,1.1394078,-0.083572194,8.41,1.9071795,1.8801138,1.8878894,1.8839947
1.426,-16.888155,1.133075,-0.08374731,8.41,1.9087099,1.8826884,1.890982,1.8868289
1.428,-16.940832,1.1261785,-0.083920844,8.41,1.9102145,1.8851974,1.893987,1.8895864
1.43,-16.993618,1.1187345,-0.08409255,8.41,1.9116886,1.8876332,1.8968954,1.8922591
1.432,-17.04651,1.1107612,-0.084262274,8.41,1.9131277,1.8899884,1.8996986,1.8948389
1.434,-17.099508,1.1022782,-0.08442989,8.41,1.9145274,1.8922564,1.9023886,1.8973184
1.436,-17.152613,1.0933074,-0.08459526,8.41,1.9158838,1.8944302,1.9049573,1.8996902
1.438,-17.205818,1.0838717,-0.08475826,8.41,1.9171923,1.8965034,1.907397,1.9019473
1.44,-17.259125,1.0739963,-0.08491875,8.41,1.9184493,1.8984697,1.9097006,1.9040827
1.442,-17.312529,1.0637074,-0.085076615,8.41,1.9196504,1.9003229,1.9118611,1.9060899
1.444,-17.366034,1.0530332,-0.08523182,8.41,1.9207932,1.9020585,1.9138725,1.9079639
1.446,-17.419638,1.0420035,-0.08538439,8.41,1.9218758,1.9036729,1.915731,1.9097006
1.448,-17.473337,1.0306485,-0.08553413,8.41,1.9228933,1.9051594,1.9174287,1.9112931
1.45,-17.52713,1.0189999,-0.085680954,8.41,1.9238424,1.9065133,1.9189608,1.9127364
1.452,-17.581013,1.0070913,-0.0858248,8.41,1.9247202,1.9077306,1.9203221,1.9140259
1.454,-17.634987,0.99495643,-0.08596561,8.41,1.9255239,1.9088069,1.9215082,1.9151573
1.456,-17.689047,0.98263055,-0.086103335,8.41,1.9262507,1.909739,1.9225153,1.9161271
1.458,-17.743193,0.9701495,-0.08623794,8.41,1.9268984,1.9105235,1.9233397,1.9169316
1.46,-17.79742,0.95755,-0.086369395,8.41,1.9274647,1.9111578,1.9239787,1.9175683
1.462,-17.851728,0.9448693,-0.08649769,8.41,1.9279476,1.9116395,1.9244295,1.9180344
1.464,-17.906118,0.93214536,-0.08662269,8.41,1.9283476,1.9119685,1.9246923,1.9183302
1.466,-17.960587,0.9194162,-0.08674446,8.41,1.9286622,1.9121426,1.9247648,1.9184533
1.468,-18.015131,0.90672016,-0.08686302,8.41,1.92889,1.9121606,1.9246458,1.9184026
1.47,-18.06975,0.89409554,-0.08697838,8.41,1.9290302,1.9120218,1.924335,1.9181776
1.472,-18.12444,0.88158095,-0.08709059,8.41,1.9290819,1.9117262,1.9238329,1.9177784
1.474,-18.179197,0.86921453,-0.08719968,8.41,1.9290451,1.9112742,1.9231399,1.9172056
1.476,-18.234024,0.85703427,-0.0873057,8.41,1.9289194,1.9106666,1.9222578,1.9164602
1.478,-18.288914,0.8450779,-0.08740874,8.41,1.928705,1.9099046,1.921188,1.9155439
1.48,-18.343868,0.83338225,-0.087508865,8.41,1.9284023,1.9089899,1.9199331,1.9144586
1.482,-18.398884,0.82198393,-0.08760606,8.41,1.9280123,1.907925,1.9184964,1.9132072
1.484,-18.45396,0.8109187,-0.08770023,8.41,1.9275362,1.9067129,1.9168817,1.9117932
1.486,-18.509096,0.80022115,-0.08779166,8.41,1.926975,1.9053562,1.9150927,1.9102199
1.488,-18.564287,0.78992486,-0.087880425,8.41,1.9263302,1.9038585,1.913134,1.9084911
1.49,-18.619534,0.78006244,-0.087966666,8.41,1.9256034,1.9022238,1.9110106,1.9066116
1.492,-18.674833,0.77066517,-0.08805049,8.41,1.9247966,1.9004565,1.9087284,1.9045861
1.494,-18.730185,0.7617631,-0.08813205,8.41,1.9239122,1.8985612,1.9062932,1.9024203
1.496,-18.785587,0.75338465,-0.08821149,8.41,1.9229524,1.8965434,1.9037116,1.90012
1.498,-18.841038,0.74555683,-0.08828898,8.41,1.9219203,1.8944083,1.9009907,1.8976916
1.5,-18.896536,0.738305,-0.08836468,8.41,1.9208186,1.8921623,1.8981383,1.8951418
1.502,-18.95208,0.73165274,-0.08843834,8.41,1.9196498,1.8898107,1.8951614,1.892477
1.504,-19.007671,0.7256219,-0.088510334,8.41,1.9184177,1.8873606,1.8920687,1.8897053
1.506,-19.063307,0.7202323,-0.08858089,8.41,1.9171258,1.884819,1.8888693,1.8868344
1.508,-19.118984,0.71550214,-0.08865017,8.41,1.915778,1.8821934,1.885572,1.8838726
1.51,-19.174707,0.71144736,-0.08871835,8.41,1.9143783,1.8794914,1.8821867,1.8808286
1.512,-19.23047,0.708082,-0.08878562,8.41,1.9129308,1.876721,1.8787229,1.8777113
1.514,-19.286278,0.705418,-0.08885219,8.41,1.9114399,1.8738902,1.8751911,1.8745298
1.516,-19.342125,0.70346516,-0.088918254,8.41,1.9099101,1.8710076,1.8716018,1.8712937
1.518,-19.398016,0.70223117,-0.08898402,8.41,1.9083462,1.8680818,1.8679658,1.8680128
1.52,-19.453945,0.7017212,-0.08904953,8.41,1.9067519,1.865121,1.8642933,1.8646961
1.522,-19.509916,0.701938,-0.089114815,8.41,1.9051311,1.8621331,1.8605945,1.8613529
1.524,-19.565926,0.7028829,-0.089180246,8.41,1.90349,1.8591285,1.8568819,1.8579944
1.526,-19.621979,0.7045548,-0.08924602,8.41,1.9018333,1.8561163,1.8531668,1.8546311
1.528,-19.678072,0.7069501,-0.08931234,8.41,1.9001665,1.8531059,1.8494611,1.8512733
1.53,-19.734207,0.71006334,-0.0893794,8.41,1.8984947,1.850107,1.8457763,1.8479317
1.532,-19.790386,0.7138865,-0.089447394,8.41,1.8968233,1.8471289,1.8421245,1.8446172
1.534,-19.84661,0.71840966,-0.08951653,8.41,1.8951575,1.8441813,1.8385173,1.8413403
1.536,-19.902876,0.7236206,-0.089586996,8.41,1.8935028,1.8412739,1.8349668,1.8381119
1.538,-19.959185,0.7295033,-0.08965868,8.41,1.8918618,1.8384136,1.831482,1.8349398
1.54,-20.01554,0.7360419,-0.089731894,8.41,1.890241,1.835611,1.8280758,1.831836
1.542,-20.07194,0.74321795,-0.08980684,8.41,1.888646,1.8328755,1.8247597,1.8288109
1.544,-20.128387,0.7510107,-0.08988368,8.41,1.8870819,1.8302165,1.8215452,1.8258748
1.546,-20.184885,0.7593975,-0.08996255,8.41,1.8855538,1.8276429,1.8184432,1.8230376
1.548,-20.241434,0.76835376,-0.090043604,8.41,1.8840669,1.8251634,1.8154645,1.8203092
1.55,-20.298035,0.77785313,-0.09012698,8.41,1.8826263,1.8227868,1.8126197,1.8176991
1.552,-20.354689,0.7878673,-0.09021281,8.41,1.8812368,1.8205214,1.809919,1.8152165
1.554,-20.411398,0.79836595,-0.09030121,8.41,1.8799025,1.8183746,1.8073715,1.81287
1.556,-20.46816,0.80931664,-0.09039229,8.41,1.878627,1.8163533,1.8049858,1.810667
1.558,-20.524982,0.82068664,-0.09048617,8.41,1.8774157,1.8144656,1.8027713,1.8086165
1.56,-20.581863,0.83244133,-0.09058293,8.41,1.8762727,1.8127186,1.8007367,1.8067262
1.562,-20.638807,0.8445445,-0.09068267,8.41,1.8752023,1.8111187,1.7988896,1.8050032
1.564,-20.695814,0.85695857,-0.090785466,8.41,1.8742083,1.8096721,1.7972374,1.8034542
1.566,-20.752888,0.869645,-0.09089137,8.41,1.8732944,1.8083847,1.7957869,1.8020854
1.568,-20.81003,0.88256407,-0.091000445,8.41,1.872464,1.8072613,1.7945439,1.8009025
1.57,-20.86724,0.8956749,-0.09111273,8.41,1.8717202,1.8063071,1.7935139,1.7999104
1.572,-20.924522,0.9089352,-0.09122837,8.41,1.8710654,1.8055251,1.7927009,1.799113
1.574,-20.981878,0.92230266,-0.09134736,8.41,1.8705025,1.8049192,1.7921089,1.798514
1.576,-21.039309,0.9357344,-0.09146969,8.41,1.8700339,1.8044927,1.7917414,1.7981168
1.578,-21.096819,0.9491866,-0.09159537,8.41,1.8696616,1.8042477,1.7916006,1.7979238
1.58,-21.154408,0.9626152,-0.09172438,8.41,1.8693876,1.8041862,1.7916881,1.7979366
1.582,-21.212078,0.9759759,-0.09185672,8.41,1.8692132,1.8043092,1.792005,1.7981561
1.584,-21.269835,0.989224,-0.09199234,8.41,1.8691396,1.8046173,1.7925508,1.7985827
1.586,-21.327677,1.0023152,-0.092131205,8.41,1.8691676,1.8051102,1.7933251,1.7992158
1.588,-21.385609,1.0152047,-0.0922733,8.41,1.8692974,1.8057871,1.7943257,1.8000541
1.59,-21.44363,1.0278484,-0.092418686,8.41,1.869529,1.8066461,1.7955499,1.8010951
1.592,-21.501743,1.0402025,-0.09256718,8.41,1.8698622,1.8076851,1.7969946,1.8023365
1.594,-21.55995,1.0522239,-0.09271872,8.41,1.8702964,1.8089017,1.7986555,1.8037745
1.596,-21.618254,1.0638701,-0.0928732,8.41,1.8708305,1.8102918,1.8005275,1.8054048
1.598,-21.676655,1.0750992,-0.093030505,8.41,1.8714634,1.8118515,1.8026046,1.8072226
1.6,-21.735157,1.0858707,-0.09319052,8.41,1.8721931,1.813576,1.8048801,1.809222
1.602,-21.79376,1.096145,-0.093353115,8.41,1.8730174,1.8154595,1.8073468,1.8113964
1.604,-21.852467,1.105884,-0.09351813,8.41,1.8739341,1.8174962,1.8099962,1.8137387
1.606,-21.911278,1.1150508,-0.09368561,8.41,1.8749404,1.8196793,1.8128196,1.8162413
1.608,-21.970194,1.1236103,-0.093855366,8.41,1.8760328,1.8220013,1.8158072,1.8188956
1.61,-22.029219,1.1315291,-0.09402717,8.41,1.8772081,1.8244547,1.8189486,1.8216925
1.612,-22.088352,1.1387755,-0.09420086,8.41,1.8784623,1.8270307,1.8222331,1.8246222
1.614,-22.147594,1.1453199,-0.094376236,8.41,1.879791,1.8297204,1.8256488,1.8276745
1.616,-22.206947,1.1511352,-0.09455312,8.41,1.8811898,1.8325144,1.8291837,1.8308386
1.618,-22.266413,1.1561962,-0.09473129,8.41,1.882654,1.8354027,1.8328252,1.8341032
1.62,-22.32599,1.1604803,-0.09491055,8.41,1.884178,1.8383752,1.8365601,1.8374567
1.622,-22.385681,1.1639676,-0.09509073,8.41,1.885757,1.8414211,1.8403752,1.8408871
1.624,-22.445486,1.1666416,-0.09527187,8.41,1.887386,1.8445305,1.8442575,1.8443829
1.626,-22.505404,1.1684871,-0.09545357,8.41,1.8890587,1.8476913,1.8481923,1.8479307
1.628,-22.565437,1.1694926,-0.09563561,8.41,1.8907688,1.8508922,1.8521652,1.8515177
1.63,-22.625586,1.1696494,-0.09581776,8.41,1.8925102,1.8541211,1.8561615,1.8551304
1.632,-22.685848,1.168952,-0.0959998,8.41,1.8942764,1.8573662,1.8601665,1.8587558
1.634,-22.746223,1.167398,-0.09618149,8.41,1.8960607,1.8606155,1.8641654,1.8623803
1.636,-22.806715,1.1649883,-0.0963626,8.41,1.8978564,1.8638567,1.8681432,1.8659902
1.638,-22.867317,1.1617268,-0.09654287,8.41,1.8996565,1.8670775,1.872085,1.8695719
1.64,-22.928036,1.1576221,-0.09672234,8.41,1.901456,1.8702675,1.8759776,1.8731138
1.642,-22.988867,1.1526843,-0.096900746,8.41,1.9032476,1.8734145,1.8798065,1.8766023
