Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,20.32674794209209,0.40005195416081235,0.3999995,0.0,0.3999995,0.999995648405602,0.9919906094543625,0.999998130995232,0.9959817896052154
0.002,20.326747728003546,0.4000519489390615,0.3999995000000003,-1.1893432261617731e-08,0.3999995000000003,0.9999956485429189,0.9919906095702947,0.999998131063824,0.995981789696149
0.004,20.326747085806154,0.400051933530796,0.3999995000000039,-2.3783439769649843e-08,0.3999995000000039,0.9999956489337208,0.9919906099038035,0.9999981312605087,0.9959817899573267
0.006,20.326746015664277,0.40005190829517806,0.3999995000000189,-3.566775443166583e-08,0.3999995000000189,0.9999956495489638,0.9919906104352272,0.9999981315727845,0.9959817903727589
0.008,20.326744517822505,0.4000518735591633,0.3999995000000572,-4.754418608365644e-08,0.3999995000000572,0.9999956503628552,0.991990611147052,0.9999981319895275,0.9959817909282116
0.01,20.326742592602972,0.4000518296206472,0.39999950000013423,-5.941061554211029e-08,0.39999950000013423,0.9999956513525081,0.9919906120236875,0.9999981325008461,0.99598179161102
0.012,20.326740240402927,0.40005177675131093,0.3999995000002677,-7.126498833566153e-08,0.3999995000002677,0.9999956524976281,0.9919906130512597,0.9999981330979492,0.9959817924099216
0.014,20.326737461692495,0.40005171519919497,0.3999995000004773,-8.310530905137138e-08,0.3999995000004773,0.999995653780238,0.9919906142174303,0.9999981337730286,0.995981793314907
0.016,20.32673425701265,0.4000516451910259,0.3999995000007845,-9.492963623679887e-08,0.3999995000007845,0.9999956551844252,0.991990615511232,0.999998134519155,0.995981794317086
0.018,20.32673062697336,0.40005156693432165,0.3999995000012114,-1.0673607780458164e-07,0.3999995000012114,0.9999956566961209,0.9919906169229215,0.9999981353301818,0.995981795408567
0.02,20.326726572251886,0.4000514806192944,0.3999995000017814,-1.1852278689168602e-07,0.3999995000017814,0.9999956583028992,0.9919906184438483,0.999998136200662,0.9959817965823503
0.022,20.3267220935912,0.40005138642057203,0.39999950000251816,-1.3028795812944142e-07,0.39999950000251816,0.9999956599937982,0.9919906200663368,0.9999981371257716,0.9959817978322306
0.024,20.326717191798597,0.40005128449875377,0.39999950000344575,-1.4202982428540537e-07,0.39999950000344575,0.9999956617591605,0.9919906217835804,0.9999981381012429,0.9959817991527123
0.026,20.32671186774433,0.40005117500181875,0.39999950000458845,-1.5374665324124477e-07,0.39999950000458845,0.9999956635904902,0.9919906235895481,0.9999981391233033,0.9959818005389309
0.028,20.326706122360434,0.40005105806639746,0.3999995000059705,-1.6543674527449183e-07,0.3999995000059705,0.999995665480324,0.9919906254788977,0.9999981401886205,0.9959818019865848
0.03,20.326699956639576,0.4000509338189235,0.3999995000076162,-1.7709843061515952e-07,0.3999995000076162,0.9999956674221181,0.9919906274469026,0.9999981412942555,0.9959818034918732
0.032,20.32669337163404,0.40005080237667334,0.39999950000954954,-1.8873006725077284e-07,0.39999950000954954,0.9999956694101451,0.9919906294893827,0.9999981424376175,0.9959818050514406
0.034,20.32668636845474,0.4000506638487082,0.3999995000117944,-2.0033003895615088e-07,0.3999995000117944,0.9999956714394036,0.9919906316026437,0.9999981436164266,0.9959818066623279
0.036,20.326678948270345,0.400050518336724,0.3999995000143743,-2.1189675352629345e-07,0.3999995000143743,0.9999956735055359,0.9919906337834242,0.9999981448286782,0.9959818083219282
0.038,20.326671112306432,0.4000503659358208,0.39999950001731244,-2.2342864119292036e-07,0.39999950001731244,0.999995675604756,0.9919906360288459,0.9999981460726123,0.9959818100279463
0.04,20.326662861844706,0.40005020673519764,0.39999950002063167,-2.349241532070718e-07,0.39999950002063167,0.9999956777337841,0.9919906383363716,0.9999981473466865,0.9959818117783653
0.042,20.326654198222275,0.40005004081878226,0.39999950002435436,-2.463817605718095e-07,0.39999950002435436,0.9999956798897889,0.991990640703765,0.9999981486495496,0.9959818135714128
0.044,20.326645122830943,0.40004986826579825,0.39999950002850243,-2.577999529106618e-07,0.39999950002850243,0.9999956820703364,0.9919906431290582,0.9999981499800221,0.9959818154055353
0.046,20.326635637116574,0.4000496891512793,0.3999995000330976,-2.691772374586678e-07,0.3999995000330976,0.9999956842733434,0.9919906456105191,0.999998151337074,0.9959818172793709
0.048,20.326625742578468,0.40004950354653307,0.39999950003816076,-2.8051213816431136e-07,0.39999950003816076,0.9999956864970369,0.9919906481466256,0.9999981527198092,0.9959818191917283
0.05,20.32661544076877,0.4000493115195609,0.39999950004371254,-2.918031948916371e-07,0.39999950004371254,0.9999956887399172,0.99199065073604,0.9999981541274486,0.995981821141567
0.052,20.326604733291916,0.4000491131354363,0.3999995000497731,-3.030489627128698e-07,0.3999995000497731,0.9999956910007258,0.991990653377587,0.9999981555593175,0.9959818231279779
0.054,20.326593621804097,0.4000489084566488,0.39999950005636203,-3.142480112829192e-07,0.39999950005636203,0.9999956932784169,0.9919906560702355,0.9999981570148319,0.9959818251501695
0.056,20.326582108012744,0.4000486975434112,0.3999995000634983,-3.2539892428763985e-07,0.3999995000634983,0.9999956955721304,0.9919906588130797,0.9999981584934875,0.9959818272074521
0.058,20.326570193676023,0.4000484804539408,0.3999995000712009,-3.3650029895888486e-07,0.3999995000712009,0.9999956978811713,0.9919906616053253,0.999998159994852,0.9959818292992272
0.06,20.32655788060237,0.40004825724471066,0.3999995000794876,-3.475507456498917e-07,0.3999995000794876,0.9999957002049867,0.9919906644462745,0.999998161518553,0.995981831424974
0.062,20.32654517065001,0.40004802797067784,0.39999950008837626,-3.585488874650339e-07,0.39999950008837626,0.9999957025431505,0.9919906673353143,0.9999981630642737,0.9959818335842412
0.064,20.326532065726514,0.4000477926854884,0.399999500097884,-3.6949335993863227e-07,0.399999500097884,0.9999957048953458,0.9919906702719059,0.999998164631743,0.9959818357766378
0.066,20.326518567788366,0.4000475514416635,0.39999950010802726,-3.8038281075812117e-07,0.39999950010802726,0.9999957072613508,0.9919906732555744,0.9999981662207315,0.9959818380018247
0.068,20.326504678840497,0.4000473042907657,0.39999950011882246,-3.9121589952731817e-07,0.39999950011882246,0.9999957096410275,0.991990676285901,0.9999981678310451,0.9959818402595086
0.07,20.3264904009359,0.4000470512835512,0.3999995001302852,-4.019912975654491e-07,0.3999995001302852,0.9999957120343095,0.9919906793625151,0.999998169462521,0.9959818425494356
0.072,20.32647573617518,0.4000467924701048,0.3999995001424305,-4.127076877389738e-07,0.3999995001424305,0.9999957144411925,0.9919906824850873,0.9999981711150221,0.9959818448713852
0.074,20.326460686706156,0.40004652789996153,0.3999995001552733,-4.233637643225653e-07,0.3999995001552733,0.9999957168617263,0.991990685653324,0.9999981727884346,0.995981847225166
0.076,20.326445254723456,0.4000462576222185,0.3999995001688276,-4.3395823288630795e-07,0.3999995001688276,0.9999957192960055,0.9919906888669614,0.9999981744826637,0.9959818496106113
0.078,20.326429442468093,0.4000459816856332,0.3999995001831074,-4.44489810206882e-07,0.3999995001831074,0.9999957217441652,0.991990692125762,0.9999981761976316,0.9959818520275756
0.08,20.326413252227088,0.4000457001387128,0.3999995001981257,-4.549572241999033e-07,0.3999995001981257,0.9999957242063732,0.9919906954295092,0.9999981779332742,0.9959818544759309
0.082,20.32639668633305,0.4000454130297941,0.3999995002138955,-4.653592138715283e-07,0.3999995002138955,0.999995726682825,0.9919906987780043,0.9999981796895385,0.9959818569555635
0.084,20.32637974716379,0.40004512040711515,0.3999995002304292,-4.756945292872158e-07,0.3999995002304292,0.9999957291737402,0.9919907021710636,0.9999981814663818,0.9959818594663722
0.086,20.32636243714191,0.40004482231888083,0.39999950024773856,-4.859619315558941e-07,0.39999950024773856,0.9999957316793575,0.9919907056085145,0.9999981832637687,0.9959818620082656
0.088,20.32634475873442,0.40004451881331915,0.399999500265835,-4.961601928281611e-07,0.399999500265835,0.9999957341999316,0.9919907090901948,0.9999981850816703,0.9959818645811599
0.09,20.326326714452332,0.4000442099387335,0.3999995002847296,-5.062880963066265e-07,0.3999995002847296,0.99999573673573,0.9919907126159484,0.9999981869200626,0.9959818671849776
0.092,20.32630830685026,0.4000438957435495,0.39999950030443276,-5.163444362674916e-07,0.39999950030443276,0.9999957392870307,0.9919907161856253,0.9999981887789254,0.9959818698196454
0.094,20.32628953852603,0.40004357627635395,0.39999950032495474,-5.263280180919006e-07,0.39999950032495474,0.999995741854119,0.9919907197990784,0.9999981906582409,0.9959818724850936
0.096,20.32627041212027,0.40004325158593423,0.39999950034630516,-5.362376583061073e-07,0.39999950034630516,0.999995744437286,0.9919907234561632,0.9999981925579932,0.9959818751812538
0.098,20.32625093031601,0.4000429217213082,0.39999950036849324,-5.460721846295139e-07,0.39999950036849324,0.9999957470368271,0.9919907271567359,0.9999981944781673,0.9959818779080593
0.1,20.326231095838285,0.4000425867317548,0.39999950039152776,-5.558304360295375e-07,0.39999950039152776,0.99999574965304,0.9919907309006526,0.9999981964187484,0.995981880665443
0.102,20.326210911453725,0.40004224666683774,0.3999995004154171,-5.655112627827003e-07,0.3999995004154171,0.9999957522862231,0.9919907346877677,0.9999981983797215,0.9959818834533373
0.104,20.326190379970132,0.40004190157642927,0.3999995004401693,-5.751135265409212e-07,0.3999995004401693,0.9999957549366751,0.991990738517934,0.9999982003610707,0.995981886271673
0.106,20.326169504236102,0.40004155151072934,0.39999950046579186,-5.84636100402754e-07,0.39999950046579186,0.9999957576046938,0.9919907423910015,0.9999982023627786,0.995981889120379
0.108,20.32614828714058,0.4000411965202809,0.3999995004922918,-5.940778689886473e-07,0.3999995004922918,0.9999957602905746,0.9919907463068166,0.9999982043848266,0.9959818919993824
0.11,20.326126731612458,0.40004083665598783,0.39999950051967603,-6.034377285197226e-07,0.39999950051967603,0.9999957629946106,0.9919907502652219,0.9999982064271933,0.9959818949086064
