Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.4037,0.40000004,0.4,0.0,0.4,1.0,0.99199355,1.0,0.9959842
1e-10,34.4037,0.40000004,0.4,-2.9495076e-19,0.4,1.0,0.99199355,1.0,0.9959842
0.002,34.4037,0.40000004,0.4,-5.898484e-12,0.4,1.0,0.99199355,1.0,0.9959842
0.004,34.4037,0.40000004,0.4,-1.1794888e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.006,34.4037,0.40000004,0.4,-1.7687258e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.008,34.4037,0.40000004,0.4,-2.3575454e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.01,34.4037,0.40000004,0.4,-2.9454925e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.012,34.4037,0.40000004,0.4,-3.532651e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.014,34.4037,0.40000004,0.4,-4.119052e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.016,34.4037,0.40000004,0.4,-4.7046964e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.018,34.4037,0.40000004,0.4,-5.2883007e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.02,34.4037,0.40000004,0.4,-5.87026e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.022,34.4037,0.40000004,0.4,-6.4508156e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.024,34.4037,0.40000004,0.4,-7.0299676e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.026,34.4037,0.40000004,0.4,-7.607715e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.028,34.4037,0.40000004,0.4,-8.18406e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.03,34.4037,0.40000004,0.4,-8.7590005e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.032,34.4037,0.40000004,0.4,-9.3325375e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.034,34.4037,0.40000004,0.4,-9.90158e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.036,34.4037,0.40000004,0.4,-1.04663805e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.038,34.4037,0.40000004,0.4,-1.102864e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.04,34.4037,0.40000004,0.4,-1.1588358e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.042,34.4037,0.40000004,0.4,-1.2145535e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.044,34.4037,0.40000004,0.4,-1.2700171e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.046,34.4037,0.40000004,0.4,-1.3252266e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.048,34.4037,0.40000004,0.4,-1.380182e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.05,34.4037,0.40000004,0.4,-1.4348832e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.052,34.4037,0.40000004,0.4,-1.4893303e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.054,34.4037,0.40000004,0.4,-1.5435234e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.056,34.4037,0.40000004,0.4,-1.5974623e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.058,34.4037,0.40000004,0.4,-1.6511471e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.06,34.4037,0.40000004,0.4,-1.7045779e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.062,34.4037,0.40000004,0.4,-1.7577545e-10,0.4,1.0,0.99199355,1.0,0.9959842
