Time,gENSAL.delta,gENSAL.PELEC,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,20.326748,0.40005195,0.0,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
1e-10,20.326748,0.40005195,-5.9471835e-16,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.002,20.326748,0.40005195,-1.1893354e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.004,20.326748,0.40005192,-2.3782833e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.006,20.326746,0.40005192,-3.5665003e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.008,20.326744,0.40005186,-4.7539626e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.01,20.326742,0.40005183,-5.93991e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.012,20.32674,0.40005177,-7.124482e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.014,20.326736,0.4000517,-8.307733e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.016,20.326735,0.40005165,-9.489662e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.018,20.32673,0.40005156,-1.0668244e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.02,20.326727,0.40005147,-1.1844103e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.022,20.326721,0.4000514,-1.301762e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.024,20.32672,0.4000513,-1.4188794e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.026,20.326712,0.40005118,-1.5357625e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.028,20.326706,0.4000511,-1.6524115e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.03,20.3267,0.40005094,-1.7688262e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.032,20.326694,0.40005082,-1.8850066e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.034,20.326687,0.40005067,-2.0004782e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.036,20.32668,0.40005055,-2.1152796e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.038,20.326672,0.4000504,-2.229672e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.04,20.326664,0.40005025,-2.3436554e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.042,20.326654,0.40005007,-2.4572302e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.044,20.326647,0.40004992,-2.5703957e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.046,20.326637,0.40004975,-2.6831526e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.048,20.326628,0.40004957,-2.7955002e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.05,20.326618,0.40004936,-2.907439e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.052,20.326605,0.40004918,-3.018969e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.054,20.326595,0.40004897,-3.1300902e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.056,20.326584,0.40004876,-3.2408025e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.058,20.326572,0.40004855,-3.3511054e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.06,20.32656,0.40004832,-3.461e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.062,20.326548,0.4000481,-3.5704852e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.064,20.326534,0.40004787,-3.6795615e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.066,20.32652,0.40004763,-3.7876964e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.068,20.326508,0.4000474,-3.893499e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.07,20.326494,0.40004715,-3.9986173e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.072,20.326479,0.4000469,-4.1030518e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.074,20.326466,0.40004665,-4.206802e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.076,20.32645,0.4000464,-4.3098683e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.078,20.326437,0.40004614,-4.4122504e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.08,20.326422,0.40004587,-4.513948e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.082,20.326405,0.4000456,-4.614962e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.084,20.32639,0.40004534,-4.7152918e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959819
0.086,20.326372,0.40004504,-4.814937e-07,0.3999995,0.9999957,0.9919907,0.9999982,0.9959819
0.088,20.326355,0.40004474,-4.9138987e-07,0.3999995,0.9999957,0.9919907,0.9999982,0.9959819
0.09,20.326338,0.40004447,-5.0121764e-07,0.3999995,0.9999957,0.9919907,0.9999982,0.9959819
0.092,20.32632,0.40004414,-5.10977e-07,0.3999995,0.9999957,0.9919907,0.9999982,0.9959819
0.094,20.326303,0.40004385,-5.2066787e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.096,20.326284,0.40004355,-5.302904e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.098,20.326265,0.40004322,-5.398445e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.1,20.326246,0.40004292,-5.493302e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.102,20.32623,0.4000426,-5.5874744e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.104,20.326208,0.40004227,-5.680963e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.106,20.326187,0.4000419,-5.773768e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.108,20.326168,0.40004158,-5.8658884e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.11,20.326147,0.40004122,-5.9573244e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.112,20.326126,0.4000409,-6.0480767e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.114,20.326105,0.40004054,-6.138145e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.9959819
0.116,20.326082,0.40004015,-6.227529e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.99598193
0.118,20.326061,0.4000398,-6.316229e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.99598193
0.12,20.326038,0.40003943,-6.404245e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.99598193
0.122,20.326017,0.40003905,-6.4915764e-07,0.3999995,0.99999577,0.99199075,0.9999982,0.99598193
0.124,20.325993,0.40003866,-6.578224e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.126,20.325968,0.40003827,-6.6641877e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.128,20.325945,0.40003788,-6.749467e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.13,20.32592,0.4000375,-6.8340626e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.132,20.325897,0.4000371,-6.915801e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.134,20.325874,0.40003672,-6.9941495e-07,0.3999995,0.99999577,0.9919908,0.9999982,0.99598193
0.136,20.325853,0.40003636,-7.0715333e-07,0.3999995,0.9999958,0.9919908,0.9999982,0.99598193
0.138,20.32583,0.400036,-7.1479514e-07,0.3999995,0.9999958,0.9919908,0.9999982,0.99598193
0.14,20.325808,0.40003562,-7.223404e-07,0.3999995,0.9999958,0.9919908,0.9999982,0.99598193
0.142,20.325785,0.40003526,-7.297892e-07,0.3999995,0.9999958,0.9919908,0.9999982,0.99598193
0.144,20.325762,0.40003487,-7.371414e-07,0.3999995,0.9999958,0.9919908,0.9999983,0.99598193
0.146,20.325739,0.4000345,-7.443971e-07,0.3999995,0.9999958,0.9919908,0.9999983,0.99598193
0.148,20.325714,0.40003413,-7.515563e-07,0.3999995,0.9999958,0.9919908,0.9999983,0.99598193
0.15,20.325691,0.40003374,-7.586189e-07,0.3999995,0.9999958,0.9919908,0.9999983,0.99598193
0.152,20.325666,0.40003335,-7.65585e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.99598193
0.154,20.325642,0.40003297,-7.724546e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.156,20.325619,0.40003258,-7.7922766e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.158,20.325594,0.40003216,-7.859042e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.16,20.32557,0.40003178,-7.924842e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.162,20.325544,0.4000314,-7.989676e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.164,20.32552,0.40003097,-8.0535455e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.166,20.325495,0.40003055,-8.1164495e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.168,20.325468,0.40003017,-8.1783884e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.17,20.325443,0.40002975,-8.239362e-07,0.3999995,0.9999958,0.99199086,0.9999983,0.995982
0.172,20.325417,0.40002933,-8.29937e-07,0.3999995,0.9999959,0.99199086,0.9999983,0.995982
0.174,20.325392,0.4000289,-8.358413e-07,0.3999995,0.9999959,0.99199086,0.9999983,0.995982
0.176,20.325365,0.4000285,-8.4164907e-07,0.3999995,0.9999959,0.99199086,0.9999983,0.995982
0.178,20.325338,0.40002808,-8.473603e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.995982
0.18,20.325312,0.40002766,-8.52975e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.995982
0.182,20.325285,0.40002722,-8.5849314e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.995982
0.184,20.325258,0.4000268,-8.639148e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.995982
0.186,20.325232,0.40002638,-8.692399e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.995982
0.188,20.325203,0.40002593,-8.7446847e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.99598205
0.19,20.325176,0.4000255,-8.796005e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.99598205
0.192,20.325148,0.40002507,-8.8463605e-07,0.3999995,0.9999959,0.9919909,0.9999983,0.99598205
0.194,20.32512,0.40002462,-8.8957506e-07,0.3999995,0.9999959,0.9919909,0.99999833,0.99598205
0.196,20.32509,0.40002418,-8.944175e-07,0.3999995,0.9999959,0.9919909,0.99999833,0.99598205
0.198,20.325064,0.40002373,-8.9916347e-07,0.3999995,0.9999959,0.9919909,0.99999833,0.99598205
0.2,20.325035,0.40002328,-9.0381286e-07,0.3999995,0.9999959,0.9919909,0.99999833,0.99598205
0.202,20.325006,0.40002283,-9.0836573e-07,0.3999995,0.9999959,0.991991,0.99999833,0.99598205
0.204,20.324976,0.40002236,-9.128221e-07,0.3999995,0.9999959,0.991991,0.99999833,0.99598205
0.206,20.324947,0.4000219,-9.171819e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.208,20.324919,0.40002143,-9.214452e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.21,20.32489,0.400021,-9.256119e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.212,20.32486,0.4000205,-9.296822e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.214,20.32483,0.40002006,-9.336559e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.216,20.324799,0.4000196,-9.3753306e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.218,20.324768,0.4000191,-9.4131366e-07,0.3999995,0.99999595,0.991991,0.99999833,0.99598205
0.22,20.324738,0.40001863,-9.449978e-07,0.3999995,0.99999595,0.991991,0.99999833,0.9959821
0.222,20.324707,0.40001816,-9.4858535e-07,0.3999995,0.99999595,0.991991,0.99999833,0.9959821
0.224,20.324677,0.40001768,-9.5207645e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.226,20.324646,0.40001717,-9.554709e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.228,20.324615,0.4000167,-9.58769e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.23,20.324583,0.40001622,-9.619704e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.232,20.32455,0.4000157,-9.650753e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.234,20.324518,0.40001523,-9.680838e-07,0.3999995,0.99999595,0.99199104,0.99999833,0.9959821
0.236,20.324486,0.40001473,-9.709956e-07,0.3999995,0.999996,0.99199104,0.9999984,0.9959821
0.238,20.324453,0.40001422,-9.73811e-07,0.3999995,0.999996,0.99199104,0.9999984,0.9959821
0.24,20.32442,0.40001372,-9.765298e-07,0.3999995,0.999996,0.99199104,0.9999984,0.9959821
0.242,20.324389,0.4000132,-9.791521e-07,0.3999995,0.999996,0.99199104,0.9999984,0.9959821
0.244,20.324356,0.4000127,-9.816778e-07,0.3999995,0.999996,0.99199104,0.9999984,0.9959821
0.246,20.324324,0.4000122,-9.84107e-07,0.3999995,0.999996,0.9919911,0.9999984,0.9959821
0.248,20.32429,0.4000117,-9.864398e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.25,20.324257,0.40001118,-9.886759e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.252,20.324224,0.40001065,-9.908156e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.254,20.32419,0.40001014,-9.928586e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.256,20.324156,0.4000096,-9.948053e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.258,20.324121,0.4000091,-9.966553e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.26,20.324087,0.40000856,-9.984088e-07,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.262,20.324053,0.40000802,-1.0000658e-06,0.3999995,0.999996,0.9919911,0.9999984,0.99598217
0.264,20.324026,0.4000076,-1.0022544e-06,0.3999995,0.99999607,0.9919911,0.9999984,0.99598217
0.266,20.323997,0.4000072,-1.0044142e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.268,20.323973,0.4000068,-1.0064978e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.27,20.323946,0.40000638,-1.0085051e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.272,20.32392,0.400006,-1.0104363e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.274,20.323895,0.40000558,-1.0122912e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.276,20.323866,0.4000052,-1.0140701e-06,0.3999995,0.99999607,0.99199116,0.9999984,0.99598217
0.278,20.323841,0.40000477,-1.0157727e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.28,20.323816,0.4000044,-1.0173992e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.282,20.32379,0.40000397,-1.0189494e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.284,20.323763,0.40000358,-1.0204235e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.286,20.323736,0.4000032,-1.0218214e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.288,20.323711,0.40000278,-1.0231431e-06,0.3999995,0.99999607,0.99199116,0.99999845,0.9959822
0.29,20.323687,0.4000024,-1.0243887e-06,0.3999995,0.99999607,0.9919912,0.99999845,0.9959822
0.292,20.32366,0.400002,-1.025558e-06,0.3999995,0.99999607,0.9919912,0.99999845,0.9959822
0.294,20.323635,0.40000162,-1.0266513e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.296,20.323608,0.40000123,-1.0276682e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.298,20.323584,0.40000084,-1.028609e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.3,20.323557,0.40000045,-1.0294737e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.302,20.323532,0.40000007,-1.0302621e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.304,20.323507,0.39999968,-1.0309743e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.306,20.323483,0.3999993,-1.0316104e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.308,20.323458,0.3999989,-1.0321703e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959822
0.31,20.323431,0.39999852,-1.032654e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959823
0.312,20.323408,0.39999816,-1.0330615e-06,0.3999995,0.9999961,0.9919912,0.99999845,0.9959823
0.314,20.323381,0.39999777,-1.0333929e-06,0.3999995,0.9999961,0.9919913,0.99999845,0.9959823
0.316,20.323357,0.39999738,-1.033648e-06,0.3999995,0.9999961,0.9919913,0.99999845,0.9959823
0.318,20.323332,0.399997,-1.0338271e-06,0.3999995,0.9999961,0.9919913,0.99999845,0.9959823
0.32,20.323307,0.39999664,-1.0339298e-06,0.3999995,0.9999961,0.9919913,0.99999845,0.9959823
0.322,20.323282,0.39999625,-1.0339564e-06,0.3999995,0.9999961,0.9919913,0.9999985,0.9959823
0.324,20.323257,0.3999959,-1.0339069e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.326,20.323233,0.3999955,-1.0337811e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.328,20.323208,0.39999515,-1.0335791e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.33,20.323183,0.39999476,-1.033301e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.332,20.323158,0.3999944,-1.0329468e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.334,20.323133,0.39999405,-1.0325163e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.336,20.32311,0.39999366,-1.0320095e-06,0.3999995,0.9999962,0.9919913,0.9999985,0.9959823
0.338,20.323086,0.3999933,-1.0314268e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.9959823
0.34,20.323061,0.39999294,-1.0307677e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.9959823
0.342,20.323036,0.39999256,-1.0300325e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.99598235
0.344,20.323013,0.3999922,-1.029221e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.99598235
0.346,20.322989,0.39999184,-1.0283335e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.99598235
0.348,20.322966,0.39999148,-1.0273698e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.99598235
0.35,20.32294,0.39999112,-1.0263298e-06,0.3999995,0.9999962,0.99199134,0.9999985,0.99598235
0.352,20.322918,0.39999077,-1.0252137e-06,0.3999995,0.99999624,0.99199134,0.9999985,0.99598235
0.354,20.322893,0.3999904,-1.0240213e-06,0.3999995,0.99999624,0.99199134,0.9999985,0.99598235
0.356,20.32287,0.39999005,-1.0227528e-06,0.3999995,0.99999624,0.99199134,0.9999985,0.99598235
0.358,20.322845,0.3999897,-1.0214081e-06,0.3999995,0.99999624,0.99199134,0.9999985,0.99598235
0.36,20.322823,0.39998934,-1.0199873e-06,0.3999995,0.99999624,0.99199134,0.9999985,0.99598235
0.362,20.322798,0.399989,-1.0184903e-06,0.3999995,0.99999624,0.9919914,0.9999985,0.99598235
0.364,20.322773,0.39998865,-1.016917e-06,0.3999995,0.99999624,0.9919914,0.9999985,0.99598235
0.366,20.32275,0.3999883,-1.0152677e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.99598235
0.368,20.322727,0.39998794,-1.013542e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.99598235
0.37,20.322704,0.3999876,-1.0117403e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.99598235
0.372,20.32268,0.39998725,-1.0098623e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.99598235
0.374,20.322657,0.39998692,-1.0079082e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.9959824
0.376,20.322634,0.39998657,-1.0058778e-06,0.3999995,0.99999624,0.9919914,0.99999857,0.9959824
0.378,20.32261,0.3999862,-1.0037713e-06,0.3999995,0.9999963,0.9919914,0.99999857,0.9959824
0.38,20.322588,0.39998588,-1.0015887e-06,0.3999995,0.9999963,0.9919914,0.99999857,0.9959824
0.382,20.322563,0.39998555,-9.993298e-07,0.3999995,0.9999963,0.9919914,0.99999857,0.9959824
0.384,20.322542,0.3999852,-9.969948e-07,0.3999995,0.9999963,0.9919914,0.99999857,0.9959824
0.386,20.322517,0.39998487,-9.945835e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.388,20.322496,0.39998454,-9.920961e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.39,20.322472,0.39998418,-9.895325e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.392,20.322449,0.39998385,-9.868927e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.394,20.322428,0.39998353,-9.841767e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.396,20.322403,0.3999832,-9.813846e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.398,20.322382,0.39998287,-9.785163e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.4,20.32236,0.3999825,-9.755718e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.402,20.322336,0.39998218,-9.725511e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.404,20.322313,0.39998186,-9.694542e-07,0.3999995,0.9999963,0.99199146,0.99999857,0.9959824
0.406,20.32229,0.39998153,-9.662812e-07,0.3999995,0.99999636,0.99199146,0.99999857,0.99598247
0.408,20.322268,0.39998123,-9.630319e-07,0.3999995,0.99999636,0.99199146,0.99999857,0.99598247
0.41,20.322247,0.3999809,-9.597064e-07,0.3999995,0.99999636,0.99199146,0.9999986,0.99598247
0.412,20.322224,0.39998057,-9.563048e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.414,20.322203,0.39998025,-9.5282707e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.416,20.32218,0.39997992,-9.4927304e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.418,20.322157,0.39997962,-9.456429e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.42,20.322136,0.3999793,-9.4193655e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.422,20.322113,0.39997897,-9.38154e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.424,20.322092,0.39997867,-9.342953e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.426,20.322071,0.39997834,-9.3036044e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.428,20.322048,0.399978,-9.2634934e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.43,20.322025,0.3999777,-9.2226213e-07,0.3999995,0.99999636,0.9919915,0.9999986,0.99598247
0.432,20.322006,0.3999774,-9.180987e-07,0.3999995,0.9999964,0.9919915,0.9999986,0.99598247
0.434,20.321983,0.3999771,-9.138591e-07,0.3999995,0.9999964,0.9919915,0.9999986,0.99598247
0.436,20.32196,0.3999768,-9.0954325e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.99598247
0.438,20.321941,0.39997646,-9.0515124e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.99598247
0.44,20.321918,0.39997616,-9.006831e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.442,20.321898,0.39997587,-8.961387e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.444,20.321877,0.39997557,-8.915182e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.446,20.321856,0.39997524,-8.868215e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.448,20.321833,0.39997494,-8.820486e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.45,20.321812,0.39997464,-8.771995e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.452,20.32179,0.39997435,-8.7227426e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.454,20.32177,0.39997405,-8.672728e-07,0.3999995,0.9999964,0.9919916,0.9999986,0.9959825
0.456,20.321749,0.39997375,-8.621952e-07,0.3999995,0.9999965,0.9919916,0.9999987,0.9959825
0.458,20.321728,0.39997345,-8.5704136e-07,0.3999995,0.9999965,0.9919916,0.9999987,0.9959825
0.46,20.321707,0.39997315,-8.5181136e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.462,20.321686,0.39997286,-8.4650515e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.464,20.321665,0.39997256,-8.411228e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.466,20.321646,0.3999723,-8.3566425e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.468,20.321625,0.399972,-8.301295e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.47,20.321604,0.3999717,-8.245186e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959825
0.472,20.321583,0.3999714,-8.1883155e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959826
0.474,20.321562,0.39997113,-8.1306825e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959826
0.476,20.321543,0.39997083,-8.072288e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959826
0.478,20.321522,0.39997056,-8.0131315e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959826
0.48,20.321503,0.39997026,-7.9532134e-07,0.3999995,0.9999965,0.99199164,0.9999987,0.9959826
0.482,20.321482,0.39997,-7.892533e-07,0.3999995,0.99999654,0.99199164,0.9999987,0.9959826
0.484,20.32146,0.3999697,-7.8310916e-07,0.3999995,0.99999654,0.99199164,0.9999987,0.9959826
0.486,20.32144,0.39996943,-7.768888e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.488,20.32142,0.39996913,-7.705922e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.49,20.321402,0.39996886,-7.6421946e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.492,20.32138,0.3999686,-7.577705e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.494,20.32136,0.3999683,-7.5124547e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.496,20.32134,0.39996803,-7.446442e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.498,20.321321,0.39996776,-7.379667e-07,0.3999995,0.99999654,0.9919917,0.9999987,0.9959826
0.5,20.321302,0.3999675,-7.3121305e-07,0.3999995,0.99999654,0.9919917,0.99999875,0.9959826
0.502,20.321281,0.39996722,-7.243832e-07,0.3999995,0.99999654,0.9919917,0.99999875,0.9959826
0.504,20.32126,0.39996696,-7.174772e-07,0.3999995,0.99999654,0.9919917,0.99999875,0.99598265
0.506,20.321241,0.3999667,-7.10495e-07,0.3999995,0.9999966,0.9919917,0.99999875,0.99598265
0.508,20.321224,0.39996642,-7.034366e-07,0.3999995,0.9999966,0.9919917,0.99999875,0.99598265
