Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,eSST4B.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,28.845947596514186,0.3999995954270285,0.399999529123306,0.0,1.32747454492666,0.9999999710638116,0.99199352855409,0.9999999886090717,0.9959841644626976
0.002,28.845947596215836,0.3999995954196828,0.399999529123306,-1.6574489197784814e-11,1.327474544926821,0.9999999710640095,0.9919935285542562,0.9999999886091702,0.9959841644628279
0.004,28.845947595320887,0.39999959539774155,0.399999529123306,-3.314365727008495e-11,1.3274745449272978,0.9999999710645986,0.9919935285547502,0.999999988609463,0.9959841644632159
0.006,28.8459475938296,0.3999995953613518,0.399999529123306,-4.9703874483812235e-11,1.3274745449280778,0.9999999710655713,0.9919935285555675,0.9999999886099473,0.9959841644638573
0.008,28.845947591742362,0.39999959531065776,0.399999529123306,-6.625154782187911e-11,1.327474544929144,0.9999999710669204,0.9919935285567023,0.9999999886106193,0.9959841644647478
0.01,28.845947589059683,0.399999595245803,0.399999529123306,-8.278312056917795e-11,1.3274745449304775,0.9999999710686386,0.9919935285581496,0.9999999886114761,0.9959841644658833
0.012,28.845947585782213,0.39999959516692907,0.399999529123306,-9.929507207434573e-11,1.3274745449320544,0.999999971070718,0.9919935285599035,0.999999988612514,0.9959841644672592
0.014,28.845947581910714,0.39999959507417737,0.399999529123306,-1.157839174097582e-10,1.3274745449338505,0.9999999710731514,0.9919935285619591,0.9999999886137297,0.9959841644688713
0.016,28.845947577446086,0.3999995949676881,0.399999529123306,-1.322462071286686e-10,1.3274745449358394,0.9999999710759311,0.9919935285643108,0.9999999886151201,0.9959841644707151
0.018,28.84594757238935,0.3999995948476006,0.399999529123306,-1.4867852711949085e-10,1.3274745449379945,0.9999999710790496,0.9919935285669529,0.9999999886166814,0.9959841644727863
0.02,28.845947566741636,0.39999959471405333,0.399999529123306,-1.6507749826348097e-10,1.3274745449402874,0.9999999710824987,0.99199352856988,0.9999999886184102,0.9959841644750803
0.022,28.845947560504214,0.3999995945671838,0.399999529123306,-1.8143977635147002e-10,1.3274745449426892,0.9999999710862714,0.9919935285730869,0.9999999886203034,0.9959841644775929
0.024,28.845947553678457,0.3999995944071293,0.399999529123306,-1.9776205182943835e-10,1.327474544945172,0.9999999710903595,0.9919935285765679,0.9999999886223574,0.9959841644803198
0.026,28.84594754626587,0.39999959423402637,0.399999529123306,-2.1404104972912633e-10,1.3274745449477061,0.9999999710947559,0.9919935285803174,0.999999988624569,0.9959841644832562
0.028,28.845947538268064,0.3999995940480113,0.399999529123306,-2.3027352942286045e-10,1.327474544950263,0.9999999710994524,0.9919935285843302,0.9999999886269342,0.9959841644863979
0.03,28.845947529686775,0.3999995938492189,0.399999529123306,-2.4645628454953806e-10,1.3274745449528136,0.9999999711044414,0.9919935285886009,0.9999999886294502,0.9959841644897406
0.032,28.845947520523847,0.3999995936377845,0.399999529123306,-2.625861428989795e-10,1.32747454495533,0.9999999711097153,0.9919935285931237,0.9999999886321131,0.9959841644932798
0.034,28.84594751078124,0.3999995934138433,0.399999529123306,-2.786599662939667e-10,1.3274745449577836,0.9999999711152667,0.9919935285978935,0.99999998863492,0.9959841644970111
0.036,28.845947500461033,0.3999995931775294,0.399999529123306,-2.946746505254801e-10,1.3274745449601477,0.9999999711210876,0.9919935286029048,0.9999999886378672,0.9959841645009302
0.038,28.845947489565408,0.399999592928977,0.399999529123306,-3.1062712531800447e-10,1.3274745449623935,0.9999999711271708,0.9919935286081522,0.9999999886409513,0.9959841645050326
0.04,28.845947478096658,0.3999995926683203,0.399999529123306,-3.265143542115675e-10,1.3274745449644954,0.9999999711335086,0.99199352861363,0.9999999886441691,0.9959841645093142
0.042,28.84594746605719,0.39999959239569327,0.399999529123306,-3.4233333449235074e-10,1.3274745449664267,0.9999999711400932,0.9919935286193334,0.9999999886475173,0.9959841645137706
0.044,28.845947453449508,0.3999995921112293,0.399999529123306,-3.580810972643918e-10,1.3274745449681618,0.9999999711469177,0.9919935286252568,0.9999999886509925,0.9959841645183976
0.046,28.845947440276237,0.3999995918150621,0.399999529123306,-3.7375470725066937e-10,1.327474544969676,0.9999999711539744,0.9919935286313949,0.9999999886545913,0.9959841645231906
0.048,28.845947426540096,0.39999959150732556,0.399999529123306,-3.893512629596363e-10,1.3274745449709444,0.999999971161256,0.9919935286377425,0.9999999886583105,0.9959841645281458
0.05,28.84594741224391,0.3999995911881531,0.399999529123306,-4.048678965811366e-10,1.3274745449719434,0.9999999711687553,0.9919935286442945,0.999999988662147,0.9959841645332589
0.052,28.845947397390603,0.3999995908576785,0.399999529123306,-4.2030177398871823e-10,1.32747454497265,0.9999999711764649,0.9919935286510456,0.9999999886660974,0.9959841645385253
0.054,28.84594738198321,0.3999995905160348,0.399999529123306,-4.3565009467024424e-10,1.327474544973041,0.9999999711843776,0.9919935286579903,0.9999999886701584,0.9959841645439416
0.056,28.84594736602486,0.3999995901633566,0.399999529123306,-4.5091009187592236e-10,1.3274745449730951,0.9999999711924865,0.9919935286651242,0.999999988674327,0.9959841645495031
0.058,28.845947349518777,0.3999995897997772,0.399999529123306,-4.660790326206181e-10,1.3274745449727907,0.9999999712007841,0.9919935286724417,0.9999999886786001,0.9959841645552059
0.06,28.845947332468295,0.3999995894254305,0.399999529123306,-4.811542175797712e-10,1.3274745449721075,0.9999999712092636,0.9919935286799378,0.9999999886829741,0.9959841645610457
0.062,28.84594731487683,0.3999995890404511,0.399999529123306,-4.961329812767461e-10,1.3274745449710255,0.9999999712179184,0.9919935286876077,0.9999999886874464,0.9959841645670188
0.064,28.845947296747905,0.3999995886449728,0.399999529123306,-5.110126920226944e-10,1.3274745449695249,0.9999999712267411,0.9919935286954462,0.9999999886920137,0.9959841645731212
0.066,28.845947278085134,0.39999958823913084,0.399999529123306,-5.257907520252644e-10,1.327474544967587,0.9999999712357253,0.9919935287034484,0.999999988696673,0.9959841645793486
0.068,28.845947258892224,0.39999958782305933,0.399999529123306,-5.404645974047921e-10,1.3274745449651943,0.999999971244864,0.9919935287116094,0.999999988701421,0.9959841645856975
0.07,28.845947239172972,0.3999995873968935,0.399999529123306,-5.550316982151176e-10,1.327474544962329,0.9999999712541507,0.9919935287199245,0.9999999887062551,0.9959841645921637
0.072,28.845947218931258,0.39999958696076815,0.399999529123306,-5.694895585939274e-10,1.3274745449589742,0.9999999712635786,0.9919935287283886,0.9999999887111719,0.9959841645987432
0.074,28.845947198171064,0.39999958651481937,0.399999529123306,-5.838357166609854e-10,1.3274745449551137,0.9999999712731414,0.9919935287369973,0.9999999887161688,0.9959841646054326
0.076,28.845947176896455,0.39999958605918245,0.399999529123306,-5.980677447170458e-10,1.3274745449507326,0.9999999712828326,0.9919935287457456,0.9999999887212427,0.9959841646122278
0.078,28.845947155111585,0.3999995855939934,0.399999529123306,-6.121832493340603e-10,1.3274745449458156,0.999999971292646,0.9919935287546291,0.9999999887263907,0.9959841646191253
0.08,28.845947132820687,0.39999958511938866,0.399999529123306,-6.26179871271911e-10,1.3274745449403487,0.9999999713025749,0.9919935287636429,0.9999999887316101,0.9959841646261213
0.082,28.84594711002809,0.39999958463550483,0.399999529123306,-6.40055285672699e-10,1.3274745449343175,0.9999999713126132,0.9919935287727821,0.9999999887368977,0.9959841646332117
0.084,28.84594708673819,0.39999958414247905,0.399999529123306,-6.538072021023781e-10,1.327474544927709,0.9999999713227552,0.9919935287820429,0.999999988742251,0.9959841646403935
0.086,28.845947062955478,0.39999958364044824,0.399999529123306,-6.674333646640903e-10,1.3274745449205108,0.9999999713329941,0.9919935287914203,0.9999999887476673,0.9959841646476627
0.088,28.845947038684525,0.3999995831295497,0.399999529123306,-6.809315519519059e-10,1.3274745449127108,0.9999999713433242,0.9919935288009097,0.9999999887531436,0.9959841646550157
0.09,28.84594701392997,0.39999958260992174,0.399999529123306,-6.942995772428e-10,1.3274745449042982,0.99999997135374,0.9919935288105071,0.9999999887586771,0.9959841646624491
0.092,28.845946988696543,0.3999995820817023,0.399999529123306,-7.075352885174691e-10,1.3274745448952612,0.999999971364235,0.9919935288202079,0.9999999887642655,0.9959841646699593
0.094,28.84594696298904,0.39999958154502996,0.399999529123306,-7.206365685412849e-10,1.3274745448855907,0.9999999713748038,0.9919935288300076,0.9999999887699058,0.9959841646775429
0.096,28.845946936812343,0.39999958100004324,0.399999529123306,-7.336013349961331e-10,1.3274745448752758,0.9999999713854405,0.991993528839902,0.9999999887755955,0.9959841646851965
0.098,28.845946910171406,0.399999580446882,0.399999529123306,-7.464275404919785e-10,1.3274745448643084,0.9999999713961397,0.991993528849887,0.9999999887813319,0.9959841646929166
0.1,28.84594688307125,0.399999579885685,0.399999529123306,-7.591131726848259e-10,1.3274745448526795,0.9999999714068958,0.9919935288599581,0.9999999887871125,0.9959841647007
0.102,28.84594685551697,0.3999995793165926,0.399999529123306,-7.716562543137276e-10,1.3274745448403804,0.999999971417703,0.9919935288701114,0.9999999887929347,0.9959841647085429
0.104,28.845946827513732,0.39999957873974445,0.399999529123306,-7.840548433441877e-10,1.3274745448274043,0.9999999714285563,0.9919935288803425,0.9999999887987959,0.9959841647164426
0.106,28.845946799066777,0.39999957815528087,0.399999529123306,-7.963070329473445e-10,1.3274745448137437,0.9999999714394504,0.9919935288906476,0.999999988804694,0.9959841647243957
0.108,28.845946770181406,0.3999995775633431,0.399999529123306,-8.084109516433752e-10,1.3274745447993923,0.9999999714503799,0.9919935289010225,0.999999988810626,0.9959841647323987
0.11,28.84594674086299,0.39999957696407173,0.399999529123306,-8.203647633431287e-10,1.3274745447843435,0.9999999714613392,0.9919935289114631,0.9999999888165898,0.9959841647404486
0.112,28.845946711116966,0.3999995763576086,0.399999529123306,-8.321666674892165e-10,1.3274745447685923,0.999999971472324,0.9919935289219657,0.999999988822583,0.9959841647485425
0.114,28.84594668094883,0.3999995757440949,0.399999529123306,-8.438148990745167e-10,1.3274745447521334,0.9999999714833288,0.991993528932526,0.999999988828603,0.9959841647566768
0.116,28.84594665036415,0.3999995751236725,0.399999529123306,-8.55307728637548e-10,1.3274745447349623,0.9999999714943487,0.9919935289431406,0.9999999888346477,0.9959841647648487
0.118,28.84594661936856,0.39999957449648404,0.399999529123306,-8.66643462401247e-10,1.3274745447170744,0.9999999715053789,0.9919935289538053,0.9999999888407146,0.9959841647730553
