Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eXST1.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.403699900638316,0.4000000252477879,0.4,0.0,1.4314197089012368,0.9999999913060579,0.991993537824914,0.9999999954927361,0.9959841726474759
0.002,34.40369990053214,0.4000000252451747,0.4,-5.898536516009043e-12,1.4314197089012366,0.9999999913061287,0.9919935378249732,0.9999999954927712,0.9959841726475224
0.004,34.403699900213645,0.4000000252373749,0.4,-1.1795304186909625e-11,1.431419708901234,0.9999999913063407,0.9919935378251504,0.9999999954928764,0.9959841726476616
0.006,34.40369989968291,0.4000000252244468,0.4,-1.7689098299667676e-11,1.4314197089012228,0.9999999913066933,0.9919935378254449,0.9999999954930512,0.9959841726478929
0.008,34.403699898940076,0.4000000252064479,0.4,-2.3578727658041512e-11,1.431419708901194,0.9999999913071855,0.9919935378258559,0.9999999954932951,0.9959841726482157
0.01,34.403699897985305,0.4000000251834358,0.4,-2.9463014779291924e-11,1.4314197089011356,0.9999999913078172,0.9919935378263824,0.9999999954936079,0.9959841726486295
0.012,34.403699896818814,0.40000002515546684,0.4,-3.534079544023584e-11,1.4314197089010332,0.9999999913085876,0.991993537827024,0.999999995493989,0.9959841726491337
0.014,34.40369989544086,0.40000002512259586,0.4,-4.121091854538572e-11,1.4314197089008707,0.9999999913094958,0.99199353782778,0.9999999954944381,0.9959841726497278
0.016,34.40369989385173,0.4000000250848778,0.4,-4.707224602102877e-11,1.4314197089006302,0.9999999913105412,0.9919935378286492,0.9999999954949547,0.9959841726504112
0.018,34.403699892051776,0.40000002504236726,0.4,-5.292365259690033e-11,1.4314197089002931,0.9999999913117231,0.9919935378296311,0.9999999954955383,0.9959841726511831
0.02,34.40369989004136,0.4000000249951169,0.4,-5.876402571107138e-11,1.4314197088998397,0.9999999913130406,0.9919935378307246,0.9999999954961888,0.9959841726520431
0.022,34.403699887820906,0.4000000249431806,0.4,-6.45922653326932e-11,1.4314197088992495,0.9999999913144931,0.9919935378319292,0.9999999954969052,0.9959841726529903
0.024,34.40369988539087,0.40000002488661035,0.4,-7.040728379771213e-11,1.4314197088985017,0.9999999913160795,0.991993537833244,0.9999999954976874,0.9959841726540244
0.026,34.40369988275175,0.40000002482545804,0.4,-7.620800583264768e-11,1.4314197088975749,0.9999999913177993,0.9919935378346679,0.9999999954985347,0.9959841726551446
0.028,34.403699879904075,0.40000002475977514,0.4,-8.199336825412327e-11,1.4314197088964478,0.999999991319651,0.9919935378362003,0.9999999954994467,0.9959841726563501
0.03,34.40369987684842,0.40000002468961277,0.4,-8.776232001642253e-11,1.431419708895099,0.9999999913216346,0.9919935378378403,0.9999999955004231,0.9959841726576403
0.032,34.403699873585396,0.4000000246150215,0.4,-9.351382194344483e-11,1.4314197088935077,0.9999999913237484,0.9919935378395869,0.9999999955014631,0.9959841726590146
0.034,34.403699870115645,0.4000000245360513,0.4,-9.924684686921238e-11,1.4314197088916527,0.9999999913259916,0.9919935378414393,0.9999999955025665,0.9959841726604723
