Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSST1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
4.006,15.230311357591603,0.39544315801148483,0.4,-0.0006507798339302942,1.704203245328915,0.9434054294115563,0.9070605474444191,0.9303538824587994,0.9168822372419226
4.008,15.20690402858248,0.3950969590167305,0.4,-0.0006496138703028921,1.7042982130089892,0.9434183613378565,0.9070555976593561,0.9303415119335227,0.9168723361056063
4.01,15.183540125992426,0.39475236840316497,0.4,-0.0006483673189804528,1.704393182319205,0.9434312326067813,0.907050659628097,0.9303291876644638,0.9168624692305042
4.012,15.160222544017039,0.3944094300834696,0.4,-0.0006470405684127122,1.7044881528151594,0.9434440441633636,0.9070457357809119,0.9303169124942771,0.9168526394229523
4.014,15.136954162684189,0.3940681876187717,0.4,-0.0006456340172315244,1.7045831240422369,0.9434567969705926,0.9070408285509993,0.930304689260129,0.916842849487002
4.016,15.113737847489002,0.3937286842134505,0.4,-0.0006441480741671655,1.7046780955355705,0.943469492009075,0.9070359403739519,0.9302925207931625,0.9168331022238589
4.018,15.090576449031785,0.3933909627100125,0.4,-0.0006425831579634322,1.7047730668200045,0.9434821302766904,0.907031073687216,0.9302804099179545,0.9168234004313172
4.02,15.067472802659125,0.39305506558403724,0.4,-0.000640939697291568,1.704868037410065,0.9434947127882362,0.9070262309295495,0.9302683594519747,0.9168137469031913
4.022,15.044429728108048,0.39272103493919464,0.4,-0.0006392181306630191,1.704963006809941,0.9435072405750705,0.9070214145404757,0.9302563722050436,0.9168041444287481
4.024,15.021450029153396,0.3923889125023328,0.4,-0.0006374189063410481,1.7050579745134578,0.9435197146847437,0.9070166269597318,0.9302444509787873,0.9167945957921328
4.026,14.998536493258312,0.3920587396186364,0.4,-0.0006355424822512084,1.7051529400040697,0.9435321361806268,0.9070118706267185,0.9302325985660933,0.9167851037717972
4.028,14.975691891228072,0.391730557246858,0.4,-0.0006335893258907128,1.7052479027548553,0.9435445061415318,0.9070071479799415,0.9302208177505643,0.916775671139923
4.03,14.952918976867117,0.39140440595462495,0.4,-0.0006315599142367,1.705342862228511,0.9435568256613263,0.9070024614564545,0.9302091113059724,0.9167663006618448
4.032,14.930220486639502,0.3910803259138115,0.4,-0.0006294547336534262,1.705437817877362,0.9435690958485431,0.9069978134912977,0.9301974819957127,0.9167569950954737
