Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,sEXS.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.334236,0.40000004,0.4000000059604645,0.0,1.4351069,1.0,0.99199355,1.0,0.9959842
0.002,34.334236,0.40000004,0.4000000059604645,-5.9711862e-12,1.4351069,1.0,0.99199355,1.0,0.9959842
0.004,34.334236,0.40000004,0.4000000059604645,-1.1940577e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.006,34.334236,0.40000004,0.4000000059604645,-1.7906954e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.008,34.334236,0.40000004,0.4000000059604645,-2.386911e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.01,34.334236,0.40000004,0.4000000059604645,-2.9825854e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.012,34.334236,0.40000004,0.4000000059604645,-3.5776007e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.014,34.334236,0.40000004,0.4000000059604645,-4.1718403e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.016,34.334236,0.40000004,0.4000000059604645,-4.7651893e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.018,34.334236,0.40000004,0.4000000059604645,-5.3575335e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.02,34.334236,0.40000004,0.4000000059604645,-5.948761e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.022,34.334236,0.40000004,0.4000000059604645,-6.538759e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.024,34.334236,0.40000004,0.4000000059604645,-7.127419e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.026,34.334236,0.40000004,0.4000000059604645,-7.714631e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.028,34.334236,0.40000004,0.4000000059604645,-8.3002875e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.03,34.334236,0.40000004,0.4000000059604645,-8.884283e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.032,34.334236,0.40000004,0.4000000059604645,-9.4665116e-11,1.4351069,1.0,0.99199355,1.0,0.9959842
0.034,34.334236,0.40000004,0.4000000059604645,-1.00468696e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.036,34.334236,0.40000004,0.4000000059604645,-1.06252535e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.038,34.334236,0.40000004,0.4000000059604645,-1.12015626e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.04,34.334236,0.40000004,0.4000000059604645,-1.1775697e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.042,34.334236,0.40000004,0.4000000059604645,-1.2347555e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.044,34.334236,0.40000004,0.4000000059604645,-1.2917041e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.046,34.334236,0.40000004,0.4000000059604645,-1.3484057e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.048,34.334236,0.40000004,0.4000000059604645,-1.4048507e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.05,34.334236,0.40000004,0.4000000059604645,-1.4610298e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.052,34.334236,0.40000004,0.4000000059604645,-1.5169334e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.054,34.334236,0.40000004,0.4000000059604645,-1.5725524e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.056,34.334236,0.40000004,0.4000000059604645,-1.6278776e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.058,34.334236,0.40000004,0.4000000059604645,-1.6829e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.06,34.334236,0.40000004,0.4000000059604645,-1.7376109e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.062,34.334236,0.40000004,0.4000000059604645,-1.7920013e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.064,34.334236,0.40000004,0.4000000059604645,-1.8460626e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.066,34.334236,0.40000004,0.4000000059604645,-1.8997862e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.068,34.334236,0.40000004,0.4000000059604645,-1.9531636e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.07,34.334236,0.40000004,0.4000000059604645,-2.0061866e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.072,34.334236,0.40000004,0.4000000059604645,-2.0588468e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.074,34.334236,0.40000004,0.4000000059604645,-2.1111364e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.076,34.334236,0.40000004,0.4000000059604645,-2.163047e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.078,34.334236,0.40000004,0.4000000059604645,-2.2145709e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.08,34.334236,0.40000004,0.4000000059604645,-2.2657003e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.082,34.334236,0.40000004,0.4000000059604645,-2.3164275e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.084,34.334236,0.40000004,0.4000000059604645,-2.3667449e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.086,34.334236,0.40000004,0.4000000059604645,-2.416645e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
0.088,34.334236,0.40000004,0.4000000059604645,-2.4661206e-10,1.4351069,1.0,0.99199355,1.0,0.9959842
