Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSDC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.648,7.875733892579478,0.40709191368113606,0.4,-0.00011826755998904893,1.9796670023443297,1.0198440383402583,0.9559755633594363,0.9638008374229423,0.9582479030170945
5.65,7.871446779328617,0.406988402953383,0.4,-0.00011990134220689996,1.9796614839575917,1.0198409884468398,0.9559700271319977,0.9637946055499987,0.9582416798466122
5.652,7.867101289147114,0.4068840635421232,0.4,-0.00012151069091389383,1.9796562819995773,1.0198379191841644,0.9559644488857839,0.9637883250235664,0.9582354085882208
5.654,7.862698305058844,0.40677891431363405,0.4,-0.00012309541698729285,1.9796513976497345,1.0198348306961411,0.955958829349028,0.9637819967818312,0.9582290901351608
5.656,7.858238716816331,0.40667297421206705,0.4,-0.00012465533573902232,1.979646832051205,1.019831723130189,0.9559531692553729,0.9637756217686827,0.9582227253865118
5.658,7.853723420740782,0.40656626225620063,0.4,-0.00012619026693307198,1.9796425863107896,1.0198285966372436,0.9559474693437783,0.9637692009335792,0.9582163152470671
5.66,7.8491533195615215,0.40645879753618397,0.4,-0.00012770003480213206,1.979638661498907,1.0198254513717577,0.955941730358424,0.963762735231408,0.9582098606272066
5.662,7.844529322254812,0.40635059921028277,0.4,-0.0001291844680634739,1.9796350586495481,1.0198222874917044,0.9559359530486112,0.9637562256223472,0.9582033624427692
5.664,7.8398523438821455,0.40624168650162007,0.4,-0.00013064339993406167,1.979631778760225,1.0198191051585792,0.9559301381686657,0.9637496730717265,0.9581968216149233
5.666,7.8351233054279925,0.4061320786949193,0.4,-0.00013207666814490527,1.9796288227919132,1.0198159045373987,0.9559242864778366,0.9637430785498867,0.9581902390700378
5.668,7.830343133637055,0.4060217951332433,0.4,-0.0001334841149546465,1.979626191668992,1.0198126857967003,0.9559183987401971,0.9637364430320372,0.9581836157395506
5.67,7.825512760851026,0.4059108552147346,0.4,-0.00013486558716238885,1.9796238862791755,1.0198094491085417,0.9559124757245426,0.963729767498115,0.9581769525598375
5.672,7.820633124844925,0.4057992783893576,0.4,-0.0001362209361197581,1.979621907473443,1.019806194648497,0.9559065182042873,0.9637230529326414,0.9581702504720793
5.674,7.81570516866299,0.40568708415563753,0.4,-0.0001375500177422043,1.9796202560659604,1.0198029225956535,0.955900526957361,0.9637163003245771,0.9581635104221266
5.676,7.810729840454203,0.4055742920574066,0.4,-0.0001388526925195377,1.9796189328340006,1.0197996331326056,0.9558945027661042,0.9637095106671784,0.9581567333603674
5.678,7.805708093307424,0.4054609216805457,0.4,-0.00014012882552570896,1.9796179385178567,1.0197963264454522,0.9558884464171628,0.9637026849578514,0.9581499202415907
5.68,7.800640885086196,0.4053469926497348,0.4,-0.00014137828642782257,1.9796172738207511,1.019793002723786,0.9558823587013806,0.9636958241980054,0.9581430720248488
5.682,7.795529178263248,0.4052325246252014,0.4,-0.000142600949494393,1.979616939408741,1.0197896621606883,0.9558762404136915,0.9636889293929062,0.9581361896733213
5.684,7.790373939754707,0.4051175372994756,0.4,-0.00014379669360283816,1.979616935910619,1.019786304952719,0.9558700923530109,0.9636820015515271,0.9581292741541757
5.686,7.785176140754042,0.4050020503941475,0.4,-0.00014496540224621964,1.9796172639178096,1.0197829312999052,0.9558639153221251,0.9636750416864011,0.9581223264384288
5.688,7.779936756565806,0.4048860836566304,0.4,-0.00014610696353921991,1.9796179239842615,1.0197795414057333,0.9558577101275822,0.963668050813472,0.9581153475008065
5.69,7.774656766439149,0.40476965685692856,0.4,-0.00014722127022336653,1.9796189166263372,1.0197761354771326,0.9558514775795776,0.9636610299519425,0.9581083383196022
5.692,7.769337153401184,0.4046527897844093,0.4,-0.00014830821967149816,1.9796202423226963,1.0197727137244643,0.9558452184918425,0.9636539801241244,0.9581012998765348
5.694,7.763978904090174,0.4045355022445852,0.4,-0.00014936771389148203,1.9796219015141787,1.0197692763615058,0.9558389336815305,0.9636469023552876,0.958094233156607
5.696,7.758583008588624,0.40441781405589683,0.4,-0.00015039965952917453,1.9796238946036813,1.0197658236054354,0.9558326239691006,0.9636397976735059,0.9580871391479605
5.698,7.7531504602562675,0.40429974504650823,0.4,-0.00015140396787063408,1.9796262219560337,1.019762355676815,0.9558262901782041,0.9636326671095062,0.958080018841732
5.7,7.747682255563,0.404181315051107,0.4,-0.00015238055484358305,1.9796288838978693,1.019758872799571,0.9558199331355647,0.9636255116965131,0.9580728732319078
5.702,7.742179393921752,0.404062543907714,0.4,-0.00015332934101812748,1.9796318807174949,1.0197553752009774,0.9558135536708636,0.9636183324700963,0.9580657033151785
5.704,7.736642877521369,0.40394345145449995,0.4,-0.00015425025160672738,1.9796352126647565,1.0197518631116316,0.9558071526166185,0.9636111304680143,0.9580585100907909
5.706,7.73107371115949,0.40382405752661177,0.4,-0.00015514321646342764,1.9796388799509035,1.0197483367654359,0.9558007308080648,0.9636039067300599,0.9580512945604014
5.708,7.725472902075492,0.40370438195301045,0.4,-0.0001560081700823459,1.97964288274845,1.019744796399572,0.9557942890830349,0.963596662297904,0.9580440577279273
5.71,7.719841459783468,0.4035844445533163,0.4,-0.000156845051595427,1.9796472211910343,1.0197412422544787,0.9557878282818364,0.9635893982149388,0.9580368005993977
5.712,7.7141803959053235,0.4034642651346674,0.4,-0.0001576538047694576,1.979651895373277,1.0197376745738256,0.9557813492471304,0.9635821155261208,0.958029524182804
5.714,7.708490724003988,0.403343863488585,0.4,-0.00015843437800235074,1.979656905350636,1.0197340936044863,0.9557748528238076,0.9635748152778141,0.958022229487949
5.716,7.702773459416775,0.4032232593878552,0.4,-0.0001591867243186981,1.979662251139263,1.0197304995965102,0.9557683398588633,0.9635674985176302,0.9580149175262964
5.718,7.697029619088906,0.4031024725834202,0.4,-0.00015991080136459844,1.9796679327158542,1.019726892803095,0.9557618112012743,0.9635601662942722,0.9580075893108185
5.72,7.6912602214072425,0.4029815228012824,0.4,-0.00016060657140175833,1.9796739500175047,1.0197232734805544,0.9557552677018716,0.9635528196573733,0.9580002458558442
5.722,7.68546628603424,0.40286042973942016,0.4,-0.00016127400130087368,1.9796803029415597,1.0197196418882883,0.9557487102132141,0.9635454596573394,0.9579928881769059
5.724,7.679648833742164,0.4027392130647209,0.4,-0.00016191306253429121,1.979686991345465,1.019715998288749,0.9557421395894614,0.9635380873451878,0.9579855172905858
5.726,7.673808886247558,0.4026178924099216,0.4,-0.00016252373116795819,1.979694015046619,1.019712342947407,0.9557355566862447,0.9635307037723878,0.9579781342143615
5.728,7.667947466046041,0.4024964873705712,0.4,-0.00016310598785265743,1.9797013738222213,1.0197086761327172,0.955728962360539,0.9635233099907003,0.9579707399664527
5.73,7.662065596247411,0.40237501750200133,0.4,-0.00016365981781453617,1.9797090674091262,1.0197049981160813,0.9557223574705326,0.9635159070520168,0.9579633355656643
5.732,7.656164300411131,0.4022535023163161,0.4,-0.0001641852108449291,1.979717095503692,1.0197013091718108,0.9557157428754965,0.9635084960081974,0.9579559220312316
5.734,7.650244602382156,0.40213196127939577,0.4,-0.0001646821612894826,1.9797254577616339,1.0196976095770878,0.9557091194356544,0.963501077910911,0.9579485003826647
5.736,7.644307526127196,0.40201041380791736,0.4,-0.0001651506680365798,1.9797341537978768,1.0196938996119247,0.9557024880120486,0.9634936538114725,0.9579410716395903
5.738,7.63835409557139,0.40188887926639183,0.4,-0.000165590734505074,1.9797431831864087,1.019690179559125,0.9556958494664106,0.9634862247606809,0.9579336368215973
5.74,7.632385334435448,0.40176737696421716,0.4,-0.0001660023686313314,1.9797525454601375,1.0196864497042382,0.9556892046610249,0.9634787918086584,0.957926196948077
5.742,7.626402266073256,0.40164592615274974,0.4,-0.00016638558285559087,1.9797622401107462,1.0196827103355175,0.9556825544585974,0.9634713560046866,0.9579187530380664
5.744,7.620405913309996,0.40152454602239374,0.4,-0.00016674039410764077,1.9797722665885533,1.019678961743876,0.9556758997221199,0.9634639183970453,0.9579113061100907
5.746,7.614397298280787,0.4014032556997078,0.4,-0.00016706682379182046,1.9797826243023735,1.019675204222839,0.9556692413147365,0.9634564800328494,0.9579038571820043
5.748,7.608377442269893,0.4012820742445319,0.4,-0.00016736489777134815,1.979793312619381,1.0196714380684988,0.9556625800996065,0.9634490419578869,0.9578964072708324
5.75,7.602347365550473,0.40116102064713083,0.4,-0.00016763464635198282,1.9798043308649755,1.0196676635794653,0.9556559169397703,0.963441605216456,0.9578889573926125
5.752,7.596308087224981,0.4010401138253589,0.4,-0.0001678761042650212,1.979815678322652,1.0196638810568166,0.9556492526980114,0.9634341708512024,0.9578815085622344
5.754,7.590260625066135,0.4009193726218454,0.4,-0.00016808931064963705,1.979827354233872,1.0196600908040498,0.9556425882367208,0.9634267399029567,0.9578740617932826
5.756,7.584205995358583,0.4007988158011977,0.4,-0.00016827430903456624,1.9798393577979403,1.0196562931270285,0.9556359244177588,0.9634193134105719,0.9578666180978749
5.758,7.578145212741212,0.400678462047226,0.4,-0.0001684311473191427,1.979851688171883,1.0196524883339304,0.9556292621023185,0.9634118924107612,0.9578591784865051
5.76,7.57207929005015,0.40055832996019125,0.4,-0.0001685598777536908,1.9798643444703319,1.0196486767351942,0.9556226021507868,0.9634044779379356,0.9578517439678821
5.762,7.566009238162498,0.40043843805407014,0.4,-0.0001686605569192781,1.9798773257654112,1.0196448586434634,0.9556159454226058,0.9633970710240407,0.9578443155487697
5.764,7.559936065840798,0.4003188047538464,0.4,-0.00016873324570683429,1.9798906310866293,1.0196410343735323,0.9556092927761353,0.963389672698396,0.9578368942338287
5.766,7.55386077957827,0.40019944839282084,0.4,-0.00016877800929564126,1.979904259420776,1.0196372042422883,0.955602645068513,0.9633822839875317,0.9578294810254557
5.768,7.54778438344481,0.4000803872099462,0.4,-0.00016879491713120006,1.979918209711823,1.0196333685686536,0.9555960031555155,0.9633749059150284,0.9578220769236245
5.77,7.54170787893383,0.39996163934718243,0.4,-0.000168784042902479,1.9799324808608312,1.0196295276735277,0.955589367891419,0.9633675395013541,0.9578146829257261
5.772,7.5356322648099034,0.3998432228468787,0.4,-0.00016874546451854948,1.979947071725862,1.0196256818797262,0.955582740128859,0.9633601857637047,0.957807300026409
5.774,7.52955853695728,0.3997251556491743,0.4,-0.00016867926408461472,1.979961981121896,1.019621831511921,0.9555761207186921,0.9633528457158422,0.9577999292174204
5.776,7.5234876882292525,0.3996074555894285,0.4,-0.00016858552787743633,1.9799772078207556,1.019617976896578,0.9555695105098545,0.9633455203679341,0.957792571487447
5.778,7.517420708298443,0.3994901403956704,0.4,-0.00016846434632016564,1.979992750551035,1.0196141183618948,0.9555629103492224,0.963338210726394,0.9577852278219556
5.78,7.511358583507987,0.39937322768607597,0.4,-0.0001683158139565843,1.980008607998037,1.0196102562377372,0.9555563210814726,0.9633309177937223,0.9577778992030355
5.782,7.505302296723671,0.39925673496646963,0.4,-0.00016814002942476105,1.9800247788037149,1.0196063908555746,0.9555497435489425,0.9633236425683454,0.9577705866092389
5.784,7.499252827187016,0.3991406796278495,0.4,-0.00016793709543012954,1.9800412615666225,1.0196025225484149,0.9555431785914884,0.9633163860444587,0.9577632910154232
5.786,7.493211150369343,0.3990250789439399,0.4,-0.00016770711871799416,1.9800580548418707,1.0195986516507378,0.955536627046348,0.963309149211868,0.957756013392594
5.788,7.487178237826845,0.3989099500687687,0.4,-0.00016745021004546928,1.9800751571410915,1.0195947784984292,0.9555300897479981,0.9633019330558316,0.9577487547077466
