Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,sCRX.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.084,34.334236,0.40000004,-4.6039986e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.086,34.334236,0.40000004,-4.712211e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.088,34.334236,0.40000004,-4.8203475e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.09,34.334236,0.40000004,-4.928407e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.092,34.334236,0.40000004,-5.03639e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.094,34.334236,0.40000004,-5.1442967e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.096,34.334236,0.40000004,-5.2521265e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.098,34.334236,0.40000004,-5.359879e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.1,34.334236,0.40000004,-5.467556e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.102,34.334236,0.40000004,-5.575156e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.104,34.334236,0.40000004,-5.682679e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.106,34.334236,0.40000004,-5.7901256e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.108,34.334236,0.40000004,-5.897496e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.11,34.334236,0.40000004,-6.004789e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.112,34.334236,0.40000004,-6.112006e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.114,34.334236,0.40000004,-6.219146e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.116,34.334236,0.40000004,-6.3262096e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.118,34.334236,0.40000004,-6.433196e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.12,34.334236,0.40000004,-6.540106e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.122,34.334236,0.40000004,-6.64694e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.124,34.334236,0.40000004,-6.753697e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.126,34.334236,0.40000004,-6.860377e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.128,34.334236,0.40000004,-6.966981e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.13,34.334236,0.40000004,-7.0735084e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.132,34.334236,0.40000004,-7.1794887e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.134,34.334236,0.40000004,-7.2848066e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.136,34.334236,0.40000004,-7.3899875e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.138,34.334236,0.40000004,-7.4950307e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.14,34.334236,0.40000004,-7.599936e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.142,34.334236,0.40000004,-7.7047047e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.144,34.334236,0.40000004,-7.8093354e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.146,34.334236,0.40000004,-7.913829e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.148,34.334236,0.40000004,-8.0181844e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.15,34.334236,0.40000004,-8.122403e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.152,34.334236,0.40000004,-8.226484e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.154,34.334236,0.40000004,-8.3304275e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.156,34.334236,0.40000004,-8.4342333e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.158,34.334236,0.40000004,-8.5379015e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.16,34.334236,0.40000004,-8.6414326e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.162,34.334236,0.40000004,-8.7448265e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.164,34.334236,0.40000004,-8.848082e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.166,34.334236,0.40000004,-8.951201e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.168,34.334236,0.40000004,-9.054182e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.17,34.334236,0.40000004,-9.1570257e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.172,34.334236,0.40000004,-9.259732e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.174,34.334236,0.40000004,-9.362301e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.176,34.334236,0.40000004,-9.464731e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.178,34.334236,0.40000004,-9.567025e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.18,34.334236,0.40000004,-9.669182e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.182,34.334236,0.40000004,-9.7712e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.184,34.334236,0.40000004,-9.873081e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.186,34.334236,0.40000004,-9.974825e-10,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.188,34.334236,0.40000004,-1.0076432e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.19,34.334236,0.40000004,-1.0177901e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.192,34.334236,0.40000004,-1.0279232e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.194,34.334236,0.40000004,-1.0380427e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.196,34.334236,0.40000004,-1.0481482e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.198,34.334236,0.40000004,-1.0582402e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.2,34.334236,0.40000004,-1.0683183e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.202,34.334236,0.40000004,-1.0783827e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.204,34.334236,0.40000004,-1.0884333e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.206,34.334236,0.40000004,-1.0984703e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.208,34.334236,0.40000004,-1.1084934e-09,1.4351069,0.99999994,0.9919935,0.99999994,0.99598414
0.21,34.334236,0.40000004,-1.1185028e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.212,34.334236,0.40000004,-1.1284985e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.214,34.334236,0.40000004,-1.1384804e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.216,34.334236,0.40000004,-1.1484486e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.218,34.334236,0.40000004,-1.158403e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.22,34.334236,0.40000004,-1.1683436e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.222,34.334236,0.40000004,-1.1782706e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.224,34.334236,0.40000004,-1.1881838e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.226,34.334236,0.40000004,-1.1980832e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.228,34.334236,0.40000004,-1.207969e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.23,34.334236,0.40000004,-1.2178408e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.232,34.334236,0.40000004,-1.227699e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.234,34.334236,0.40000004,-1.2375435e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.236,34.334236,0.40000004,-1.2473742e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.238,34.334236,0.40000004,-1.2571911e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.24,34.334236,0.40000004,-1.2669943e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.242,34.334236,0.40000004,-1.2767838e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.244,34.334236,0.40000004,-1.2865594e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.246,34.334236,0.40000004,-1.2963214e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.248,34.334236,0.40000004,-1.3060696e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.25,34.334236,0.40000004,-1.3158041e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.252,34.334236,0.40000004,-1.3255248e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.254,34.334236,0.40000004,-1.3352318e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.256,34.334236,0.40000004,-1.344925e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.258,34.334236,0.40000004,-1.3546044e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.26,34.334236,0.40000004,-1.3642701e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.262,34.334236,0.40000004,-1.3739222e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.264,34.334236,0.40000004,-1.3832852e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.266,34.334236,0.40000004,-1.3926047e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.268,34.334236,0.40000004,-1.4019016e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.27,34.334236,0.40000004,-1.4111758e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.272,34.334236,0.40000004,-1.4204274e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.274,34.334236,0.40000004,-1.4296564e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.276,34.334236,0.40000004,-1.4388626e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.278,34.334236,0.40000004,-1.4480462e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.28,34.334236,0.40000004,-1.4572071e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.282,34.334236,0.40000004,-1.4663454e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.284,34.334236,0.40000004,-1.475461e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.286,34.334236,0.40000004,-1.4845539e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.288,34.334236,0.40000004,-1.4936242e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.29,34.334236,0.40000004,-1.5026719e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.292,34.334236,0.40000004,-1.5116968e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.294,34.334236,0.40000004,-1.520699e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.296,34.334236,0.40000004,-1.5296787e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.298,34.334236,0.40000004,-1.5386357e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.3,34.334236,0.40000004,-1.54757e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.302,34.334236,0.40000004,-1.5564815e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.304,34.334236,0.40000004,-1.5653705e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.306,34.334236,0.40000004,-1.5742369e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.308,34.334236,0.40000004,-1.5830804e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.31,34.334236,0.40000004,-1.5919014e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.312,34.334236,0.40000004,-1.6006997e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.314,34.334236,0.40000004,-1.6094753e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.316,34.334236,0.40000004,-1.6182283e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.318,34.334236,0.40000004,-1.6269587e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.32,34.334236,0.40000004,-1.6356664e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.322,34.334236,0.40000004,-1.6443513e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.324,34.334236,0.40000004,-1.6530136e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.326,34.334236,0.40000004,-1.6616533e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.328,34.334236,0.40000004,-1.6702704e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.33,34.334236,0.40000004,-1.6788646e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.332,34.334236,0.40000004,-1.6874363e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.334,34.334236,0.40000004,-1.6959854e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.336,34.334236,0.40000004,-1.7045116e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.338,34.334236,0.40000004,-1.7130154e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.34,34.334236,0.40000004,-1.7214964e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.342,34.334236,0.40000004,-1.7299547e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.344,34.334236,0.40000004,-1.7383904e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.346,34.334236,0.40000004,-1.7468035e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.348,34.334236,0.40000004,-1.7551938e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.35,34.334236,0.40000004,-1.7635615e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.352,34.334236,0.40000004,-1.7719065e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.354,34.334236,0.40000004,-1.7802289e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.356,34.334236,0.40000004,-1.7885287e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.358,34.334232,0.40000004,-1.7968057e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.36,34.334232,0.40000004,-1.80506e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.362,34.334232,0.40000004,-1.8132917e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.364,34.334232,0.40000004,-1.8215008e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.366,34.334232,0.40000004,-1.8296872e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.368,34.334232,0.40000004,-1.8378509e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.37,34.334232,0.40000004,-1.845992e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.372,34.334232,0.40000004,-1.8541104e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.374,34.334232,0.40000004,-1.8622062e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.376,34.334232,0.40000004,-1.8702793e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.378,34.334232,0.40000004,-1.8783295e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.38,34.334232,0.40000004,-1.8863573e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.382,34.334232,0.40000004,-1.8943624e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.384,34.334232,0.40000004,-1.9023447e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.386,34.334232,0.40000004,-1.9103046e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.388,34.334232,0.40000004,-1.9182416e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.39,34.334232,0.40000004,-1.9261561e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.392,34.334232,0.40000004,-1.9340478e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.394,34.334232,0.40000004,-1.9419168e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.396,34.334232,0.40000004,-1.9497635e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.398,34.334232,0.40000004,-1.9575872e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.4,34.334232,0.40000004,-1.9653883e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.402,34.334232,0.40000004,-1.9731667e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.404,34.334232,0.40000004,-1.9809225e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.406,34.334232,0.40000004,-1.9886557e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.408,34.334232,0.40000004,-1.996366e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.41,34.334232,0.40000004,-2.0040538e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.412,34.334232,0.40000004,-2.011719e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.414,34.334232,0.40000004,-2.0193613e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.416,34.334232,0.40000004,-2.0269812e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.418,34.334232,0.40000004,-2.0345783e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.42,34.334232,0.40000004,-2.042153e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.422,34.334232,0.40000004,-2.0497046e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.424,34.334232,0.40000004,-2.0572337e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.426,34.334232,0.40000004,-2.0647402e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.428,34.334232,0.40000004,-2.072224e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.43,34.334232,0.40000004,-2.079685e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.432,34.334232,0.40000004,-2.0871236e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.434,34.334232,0.40000004,-2.0945394e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.436,34.334232,0.40000004,-2.1019326e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.438,34.334232,0.40000004,-2.1093032e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.44,34.334232,0.40000004,-2.116651e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.442,34.334232,0.40000004,-2.123976e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.444,34.334232,0.40000004,-2.1312787e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.446,34.334232,0.40000004,-2.1385584e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.448,34.334232,0.40000004,-2.1458157e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.45,34.334232,0.40000004,-2.1530502e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.452,34.334232,0.40000004,-2.160262e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.454,34.334232,0.40000004,-2.1674513e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.456,34.334232,0.40000004,-2.1746178e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.458,34.33423,0.40000004,-2.1817617e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.46,34.33423,0.40000004,-2.1888829e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.462,34.33423,0.40000004,-2.1959814e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.464,34.33423,0.40000004,-2.2030573e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.466,34.33423,0.40000004,-2.2101103e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.468,34.33423,0.40000004,-2.217141e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.47,34.33423,0.40000004,-2.2241489e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.472,34.33423,0.40000004,-2.231134e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.474,34.33423,0.40000004,-2.2380966e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.476,34.33423,0.40000004,-2.2450364e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.478,34.33423,0.40000004,-2.2519537e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.48,34.33423,0.40000004,-2.2588482e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.482,34.33423,0.40000004,-2.26572e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.484,34.33423,0.40000004,-2.2725695e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.486,34.33423,0.40000004,-2.279396e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.488,34.33423,0.40000004,-2.2862e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.49,34.33423,0.40000004,-2.2929811e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.492,34.33423,0.40000004,-2.2997397e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.494,34.33423,0.40000004,-2.3064757e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.496,34.33423,0.40000004,-2.3131888e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.498,34.33423,0.40000004,-2.3198794e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.5,34.33423,0.40000004,-2.3265474e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.502,34.33423,0.40000004,-2.3331925e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.504,34.33423,0.40000004,-2.3398152e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.506,34.33423,0.40000004,-2.346415e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
0.508,34.33423,0.40000004,-2.3529925e-09,1.435107,0.99999994,0.9919935,0.99999994,0.99598414
