Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,iEEET2.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.196,34.403698,0.40000004,-9.787148e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.198,34.403698,0.40000004,-9.881301e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.2,34.403698,0.40000004,-9.975325e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.202,34.403698,0.40000004,-1.0069219e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.204,34.403698,0.40000004,-1.0162982e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.206,34.403698,0.40000004,-1.0256614e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.208,34.403698,0.40000004,-1.0350117e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.21,34.403698,0.40000004,-1.0443489e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.212,34.403698,0.40000004,-1.053673e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.214,34.403698,0.40000004,-1.0629841e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.216,34.403698,0.40000004,-1.0722823e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.218,34.403698,0.40000004,-1.0815673e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.22,34.403698,0.40000004,-1.0908393e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.222,34.403698,0.40000004,-1.1000983e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.224,34.403698,0.40000004,-1.1093443e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.226,34.403698,0.40000004,-1.1185772e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.228,34.403698,0.40000004,-1.1277971e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.23,34.403698,0.40000004,-1.1370039e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.232,34.403698,0.40000004,-1.1461977e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.234,34.403698,0.40000004,-1.1553785e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.236,34.403698,0.40000004,-1.1645462e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.238,34.403698,0.40000004,-1.1737009e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.24,34.403698,0.40000004,-1.1828426e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.242,34.403698,0.40000004,-1.1919713e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.244,34.403698,0.40000004,-1.2010869e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.246,34.403698,0.40000004,-1.2101894e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.248,34.403698,0.40000004,-1.2192789e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.25,34.403698,0.40000004,-1.2283554e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.252,34.403698,0.40000004,-1.2374188e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.254,34.403698,0.40000004,-1.2464693e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.256,34.403698,0.40000004,-1.2555067e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.258,34.403698,0.40000004,-1.264531e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.26,34.403698,0.40000004,-1.2735424e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.262,34.403698,0.40000004,-1.2825406e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.264,34.403698,0.40000004,-1.2912518e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.266,34.403698,0.40000004,-1.2999203e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.268,34.403698,0.40000004,-1.3085669e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.27,34.403698,0.40000004,-1.3171917e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.272,34.403698,0.40000004,-1.3257945e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.274,34.403698,0.40000004,-1.3343754e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.276,34.403698,0.40000004,-1.3429344e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.278,34.403698,0.40000004,-1.3514715e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.28,34.403698,0.40000004,-1.3599867e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.282,34.403698,0.40000004,-1.3684799e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.284,34.403698,0.40000004,-1.3769512e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.286,34.403698,0.40000004,-1.3854007e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.288,34.403698,0.40000004,-1.3938282e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.29,34.403698,0.40000004,-1.4022338e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.292,34.403698,0.40000004,-1.4106175e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.294,34.403698,0.40000004,-1.4189793e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.296,34.403698,0.40000004,-1.427319e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.298,34.403698,0.40000004,-1.435637e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.3,34.403698,0.40000004,-1.4439331e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.302,34.403698,0.40000004,-1.4522071e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.304,34.403698,0.40000004,-1.4604593e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.306,34.403698,0.40000004,-1.4686896e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.308,34.403698,0.40000004,-1.476898e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.31,34.403698,0.40000004,-1.4850845e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.312,34.403698,0.40000004,-1.493249e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.314,34.403698,0.40000004,-1.5013916e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.316,34.403698,0.40000004,-1.5095123e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.318,34.403698,0.40000004,-1.5176111e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.32,34.403698,0.40000004,-1.525688e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.322,34.403698,0.40000004,-1.5337429e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.324,34.403698,0.40000004,-1.541776e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.326,34.403698,0.40000004,-1.5497871e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.328,34.403694,0.40000004,-1.5577764e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.33,34.403694,0.40000004,-1.5657436e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.332,34.403694,0.40000004,-1.5736891e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.334,34.403694,0.40000004,-1.5816125e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.336,34.403694,0.40000004,-1.5895141e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.338,34.403694,0.40000004,-1.5973938e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.34,34.403694,0.40000004,-1.6052515e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.342,34.403694,0.40000004,-1.6130873e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.344,34.403694,0.40000004,-1.6209012e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.346,34.403694,0.40000004,-1.6286932e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.348,34.403694,0.40000004,-1.6364633e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.35,34.403694,0.40000004,-1.6442114e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.352,34.403694,0.40000004,-1.6519377e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.354,34.403694,0.40000004,-1.659642e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.356,34.403694,0.40000004,-1.6673244e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.358,34.403694,0.40000004,-1.6749849e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.36,34.403694,0.40000004,-1.6826235e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.362,34.403694,0.40000004,-1.6902402e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.364,34.403694,0.40000004,-1.6978349e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.366,34.403694,0.40000004,-1.7054078e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.368,34.403694,0.40000004,-1.7129587e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.37,34.403694,0.40000004,-1.7204878e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.372,34.403694,0.40000004,-1.7279949e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.374,34.403694,0.40000004,-1.73548e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.376,34.403694,0.40000004,-1.7429432e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.378,34.403694,0.40000004,-1.7503846e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.38,34.403694,0.40000004,-1.7578041e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.382,34.403694,0.40000004,-1.7652017e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.384,34.403694,0.40000004,-1.7725772e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.386,34.403694,0.40000004,-1.7799309e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.388,34.403694,0.40000004,-1.7872627e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.39,34.403694,0.40000004,-1.7945726e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.392,34.403694,0.40000004,-1.8018605e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.394,34.403694,0.40000004,-1.8091265e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.396,34.403694,0.40000004,-1.8163707e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.398,34.403694,0.40000004,-1.8235929e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.4,34.403694,0.40000004,-1.8307932e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.402,34.403694,0.40000004,-1.8379716e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.404,34.403694,0.40000004,-1.845128e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.406,34.403694,0.40000004,-1.8522626e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.408,34.403694,0.40000004,-1.8593752e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.41,34.403694,0.40000004,-1.8664659e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.412,34.403694,0.40000004,-1.8735349e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.414,34.403694,0.40000004,-1.8805817e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.416,34.403694,0.40000004,-1.8876067e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.418,34.403694,0.40000004,-1.8946098e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.42,34.403694,0.40000004,-1.9015909e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.422,34.403694,0.40000004,-1.9085502e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.424,34.403694,0.40000004,-1.9154875e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.426,34.403694,0.40000004,-1.922403e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.428,34.403694,0.40000004,-1.9292963e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.43,34.403694,0.40000004,-1.936168e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.432,34.403694,0.40000004,-1.9430175e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.434,34.403694,0.40000004,-1.9498454e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.436,34.403694,0.40000004,-1.9566513e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.438,34.403694,0.40000004,-1.9634352e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.44,34.40369,0.40000004,-1.9701971e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.442,34.40369,0.40000004,-1.9769373e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.444,34.40369,0.40000004,-1.9836555e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.446,34.40369,0.40000004,-1.9903517e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.448,34.40369,0.40000004,-1.997026e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.45,34.40369,0.40000004,-2.0036783e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.452,34.40369,0.40000004,-2.010309e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.454,34.40369,0.40000004,-2.0169175e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.456,34.40369,0.40000004,-2.0235043e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.458,34.40369,0.40000004,-2.030069e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.46,34.40369,0.40000004,-2.036612e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.462,34.40369,0.40000004,-2.0431328e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.464,34.40369,0.40000004,-2.0496318e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.466,34.40369,0.40000004,-2.056109e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.468,34.40369,0.40000004,-2.0625641e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.47,34.40369,0.40000004,-2.0689974e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.472,34.40369,0.40000004,-2.075409e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.474,34.40369,0.40000004,-2.0817983e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.476,34.40369,0.40000004,-2.0881659e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.478,34.40369,0.40000004,-2.0945115e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.48,34.40369,0.40000004,-2.1008353e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.482,34.40369,0.40000004,-2.1071371e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.484,34.40369,0.40000004,-2.113417e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.486,34.40369,0.40000004,-2.1196749e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.488,34.40369,0.40000004,-2.125911e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.49,34.40369,0.40000004,-2.1321251e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.492,34.40369,0.40000004,-2.1383173e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.494,34.40369,0.40000004,-2.1444877e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.496,34.40369,0.40000004,-2.1506361e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.498,34.40369,0.40000004,-2.1567625e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.5,34.40369,0.40000004,-2.1628672e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.502,34.40369,0.40000004,-2.1689497e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
