Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,iEEET1.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.196,34.403698,0.40000004,-9.788305e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.198,34.403698,0.40000004,-9.882506e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.2,34.403698,0.40000004,-9.976578e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.202,34.403698,0.40000004,-1.0070522e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.204,34.403698,0.40000004,-1.0164335e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.206,34.403698,0.40000004,-1.025802e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.208,34.403698,0.40000004,-1.0351574e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.21,34.403698,0.40000004,-1.0444999e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.212,34.403698,0.40000004,-1.0538296e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.214,34.403698,0.40000004,-1.0631462e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.216,34.403698,0.40000004,-1.0724499e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.218,34.403698,0.40000004,-1.0817407e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.22,34.403698,0.40000004,-1.0910185e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.222,34.403698,0.40000004,-1.1002833e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.224,34.403698,0.40000004,-1.1095352e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.226,34.403698,0.40000004,-1.1187742e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.228,34.403698,0.40000004,-1.1280002e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.23,34.403698,0.40000004,-1.1372133e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.232,34.403698,0.40000004,-1.1464135e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.234,34.403698,0.40000004,-1.1556007e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.236,34.403698,0.40000004,-1.1647749e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.238,34.403698,0.40000004,-1.1739363e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.24,34.403698,0.40000004,-1.1830846e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.242,34.403698,0.40000004,-1.1922201e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.244,34.403698,0.40000004,-1.2013426e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.246,34.403698,0.40000004,-1.2104521e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.248,34.403698,0.40000004,-1.2195487e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.25,34.403698,0.40000004,-1.2286323e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.252,34.403698,0.40000004,-1.237703e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.254,34.403698,0.40000004,-1.2467608e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.256,34.403698,0.40000004,-1.2558056e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.258,34.403698,0.40000004,-1.2648375e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.26,34.403698,0.40000004,-1.2738564e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.262,34.403698,0.40000004,-1.2828624e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.264,34.403698,0.40000004,-1.2915886e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.266,34.403698,0.40000004,-1.3002732e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.268,34.403698,0.40000004,-1.3089362e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.27,34.403698,0.40000004,-1.3175776e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.272,34.403698,0.40000004,-1.3261975e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.274,34.403698,0.40000004,-1.3347957e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.276,34.403698,0.40000004,-1.3433724e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.278,34.403698,0.40000004,-1.3519275e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.28,34.403698,0.40000004,-1.360461e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.282,34.403698,0.40000004,-1.3689729e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.284,34.403698,0.40000004,-1.3774633e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.286,34.403698,0.40000004,-1.385932e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.288,34.403698,0.40000004,-1.3943792e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.29,34.403698,0.40000004,-1.4028048e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.292,34.403698,0.40000004,-1.4112087e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.294,34.403698,0.40000004,-1.4195911e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.296,34.403698,0.40000004,-1.427952e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.298,34.403698,0.40000004,-1.4362912e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.3,34.403698,0.40000004,-1.4446089e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.302,34.403698,0.40000004,-1.4529049e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.304,34.403698,0.40000004,-1.4611794e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.306,34.403698,0.40000004,-1.4694322e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.308,34.403698,0.40000004,-1.4776635e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.31,34.403698,0.40000004,-1.4858733e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.312,34.403698,0.40000004,-1.4940614e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.314,34.403698,0.40000004,-1.502228e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.316,34.403698,0.40000004,-1.5103729e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.318,34.403698,0.40000004,-1.5184963e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.32,34.403698,0.40000004,-1.5265982e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.322,34.403698,0.40000004,-1.5346784e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.324,34.403698,0.40000004,-1.542737e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.326,34.403698,0.40000004,-1.5507741e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.328,34.403694,0.40000004,-1.5587895e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.33,34.403694,0.40000004,-1.5667834e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.332,34.403694,0.40000004,-1.5747557e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.334,34.403694,0.40000004,-1.5827064e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.336,34.403694,0.40000004,-1.5906355e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.338,34.403694,0.40000004,-1.5985431e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.34,34.403694,0.40000004,-1.606429e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.342,34.403694,0.40000004,-1.6142934e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.344,34.403694,0.40000004,-1.6221361e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.346,34.403694,0.40000004,-1.6299573e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.348,34.403694,0.40000004,-1.6377569e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.35,34.403694,0.40000004,-1.6455349e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.352,34.403694,0.40000004,-1.6532914e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.354,34.403694,0.40000004,-1.6610262e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.356,34.403694,0.40000004,-1.6687395e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.358,34.403694,0.40000004,-1.6764311e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.36,34.403694,0.40000004,-1.6841013e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.362,34.403694,0.40000004,-1.6917497e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.364,34.403694,0.40000004,-1.6993766e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.366,34.403694,0.40000004,-1.706982e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.368,34.403694,0.40000004,-1.7145658e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.37,34.403694,0.40000004,-1.722128e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.372,34.403694,0.40000004,-1.7296685e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.374,34.403694,0.40000004,-1.7371875e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.376,34.403694,0.40000004,-1.744685e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.378,34.403694,0.40000004,-1.7521607e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.38,34.403694,0.40000004,-1.759615e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.382,34.403694,0.40000004,-1.7670476e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.384,34.403694,0.40000004,-1.7744587e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.386,34.403694,0.40000004,-1.7818482e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.388,34.403694,0.40000004,-1.7892161e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.39,34.403694,0.40000004,-1.7965625e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.392,34.403694,0.40000004,-1.8038872e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.394,34.403694,0.40000004,-1.8111903e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.396,34.403694,0.40000004,-1.8184719e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.398,34.403694,0.40000004,-1.8257319e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.4,34.403694,0.40000004,-1.8329702e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.402,34.403694,0.40000004,-1.840187e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.404,34.403694,0.40000004,-1.8473822e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.406,34.403694,0.40000004,-1.854556e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.408,34.403694,0.40000004,-1.861708e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.41,34.403694,0.40000004,-1.8688384e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.412,34.403694,0.40000004,-1.8759474e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.414,34.403694,0.40000004,-1.8830346e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.416,34.403694,0.40000004,-1.8901003e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.418,34.403694,0.40000004,-1.8971444e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.42,34.403694,0.40000004,-1.904167e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.422,34.403694,0.40000004,-1.911168e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.424,34.403694,0.40000004,-1.9181472e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.426,34.403694,0.40000004,-1.9251052e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.428,34.403694,0.40000004,-1.9320412e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.43,34.403694,0.40000004,-1.9389559e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.432,34.403694,0.40000004,-1.9458488e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.434,34.403694,0.40000004,-1.9527204e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.436,34.403694,0.40000004,-1.9595703e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.438,34.403694,0.40000004,-1.9663986e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.44,34.40369,0.40000004,-1.9732052e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.442,34.40369,0.40000004,-1.9799902e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.444,34.40369,0.40000004,-1.9867539e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.446,34.40369,0.40000004,-1.9934958e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.448,34.40369,0.40000004,-2.000216e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.45,34.40369,0.40000004,-2.0069149e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.452,34.40369,0.40000004,-2.013592e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.454,34.40369,0.40000004,-2.0202475e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.456,34.40369,0.40000004,-2.0268816e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.458,34.40369,0.40000004,-2.033494e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.46,34.40369,0.40000004,-2.0400848e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.462,34.40369,0.40000004,-2.0466542e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.464,34.40369,0.40000004,-2.0532018e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.466,34.40369,0.40000004,-2.059728e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.468,34.40369,0.40000004,-2.0662323e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.47,34.40369,0.40000004,-2.0727153e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.472,34.40369,0.40000004,-2.0791766e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.474,34.40369,0.40000004,-2.0856163e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.476,34.40369,0.40000004,-2.0920345e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.478,34.40369,0.40000004,-2.098431e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.48,34.40369,0.40000004,-2.104806e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.482,34.40369,0.40000004,-2.1111595e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.484,34.40369,0.40000004,-2.1174913e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.486,34.40369,0.40000004,-2.1238014e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.488,34.40369,0.40000004,-2.13009e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.49,34.40369,0.40000004,-2.136357e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.492,34.40369,0.40000004,-2.1426025e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.494,34.40369,0.40000004,-2.1488265e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.496,34.40369,0.40000004,-2.1550288e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.498,34.40369,0.40000004,-2.1612094e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.5,34.40369,0.40000004,-2.1673687e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.502,34.40369,0.40000004,-2.1735063e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
