Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,eSAC2A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.628,28.845207,0.39999962,-3.1360237e-08,1.3274891,1.0000013,0.9919946,1.000001,0.99598515
1.63,28.845207,0.39999962,-3.136991e-08,1.3274893,1.0000013,0.9919946,1.000001,0.99598515
1.632,28.845203,0.39999962,-3.137958e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.634,28.845203,0.39999962,-3.1389252e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.636,28.845203,0.39999962,-3.1398923e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.638,28.845201,0.39999962,-3.1408597e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.64,28.845201,0.39999962,-3.1418267e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.642,28.845198,0.39999962,-3.1427938e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.644,28.845198,0.39999962,-3.1437608e-08,1.3274893,1.0000013,0.9919946,1.000001,0.9959852
1.646,28.845198,0.39999962,-3.1447282e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.648,28.845194,0.39999962,-3.1456953e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.65,28.845194,0.39999962,-3.1466623e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.652,28.845194,0.39999962,-3.1476297e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.654,28.84519,0.39999962,-3.1485968e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.656,28.84519,0.39999962,-3.1495638e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.658,28.84519,0.39999962,-3.150531e-08,1.3274894,1.0000013,0.9919946,1.000001,0.9959852
1.66,28.845186,0.39999962,-3.1514983e-08,1.3274895,1.0000013,0.9919946,1.000001,0.9959852
1.662,28.845186,0.39999962,-3.1524653e-08,1.3274895,1.0000013,0.9919946,1.000001,0.9959852
1.664,28.845186,0.39999962,-3.1534324e-08,1.3274895,1.0000013,0.9919946,1.000001,0.9959852
1.666,28.845184,0.39999962,-3.1543994e-08,1.3274895,1.0000013,0.9919947,1.000001,0.9959852
1.668,28.845184,0.39999962,-3.1553668e-08,1.3274895,1.0000013,0.9919947,1.000001,0.9959852
1.67,28.845184,0.39999962,-3.156334e-08,1.3274895,1.0000013,0.9919947,1.000001,0.9959852
1.672,28.84518,0.39999962,-3.157301e-08,1.3274895,1.0000013,0.9919947,1.000001,0.9959852
1.674,28.84518,0.39999962,-3.1582683e-08,1.3274896,1.0000013,0.9919947,1.000001,0.9959852
1.676,28.84518,0.39999962,-3.1592354e-08,1.3274896,1.0000013,0.9919947,1.000001,0.99598527
1.678,28.845177,0.39999962,-3.1602024e-08,1.3274896,1.0000013,0.9919947,1.000001,0.99598527
1.68,28.845177,0.39999962,-3.1611695e-08,1.3274896,1.0000013,0.9919947,1.000001,0.99598527
1.682,28.845173,0.39999962,-3.162137e-08,1.3274896,1.0000014,0.9919947,1.000001,0.99598527
1.684,28.845173,0.39999962,-3.163104e-08,1.3274896,1.0000014,0.9919947,1.0000011,0.99598527
1.686,28.845173,0.39999962,-3.164071e-08,1.3274896,1.0000014,0.9919947,1.0000011,0.99598527
1.688,28.84517,0.39999962,-3.165038e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.69,28.84517,0.39999962,-3.1660054e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.692,28.84517,0.39999962,-3.1669725e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.694,28.845167,0.39999962,-3.1679395e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.696,28.845167,0.39999962,-3.168907e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.698,28.845167,0.39999962,-3.169874e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.7,28.845163,0.39999962,-3.170841e-08,1.3274897,1.0000014,0.9919947,1.0000011,0.99598527
1.702,28.845163,0.39999962,-3.171808e-08,1.3274899,1.0000014,0.9919947,1.0000011,0.99598527
1.704,28.845163,0.39999962,-3.1727755e-08,1.3274899,1.0000014,0.9919947,1.0000011,0.99598527
1.706,28.84516,0.39999962,-3.1737425e-08,1.3274899,1.0000014,0.9919947,1.0000011,0.99598527
1.708,28.84516,0.39999962,-3.1747096e-08,1.3274899,1.0000014,0.99199474,1.0000011,0.99598527
1.71,28.84516,0.39999962,-3.1756766e-08,1.3274899,1.0000014,0.99199474,1.0000011,0.99598527
1.712,28.845156,0.39999962,-3.176644e-08,1.3274899,1.0000014,0.99199474,1.0000011,0.99598527
1.714,28.845156,0.39999962,-3.177611e-08,1.3274899,1.0000014,0.99199474,1.0000011,0.99598527
1.716,28.845156,0.39999962,-3.178578e-08,1.32749,1.0000014,0.99199474,1.0000011,0.99598527
1.718,28.845152,0.39999962,-3.1795455e-08,1.32749,1.0000014,0.99199474,1.0000011,0.99598527
1.72,28.845152,0.39999962,-3.1805126e-08,1.32749,1.0000014,0.99199474,1.0000011,0.99598527
1.722,28.84515,0.39999962,-3.1814796e-08,1.32749,1.0000014,0.99199474,1.0000011,0.9959853
1.724,28.84515,0.39999962,-3.1824467e-08,1.32749,1.0000014,0.99199474,1.0000011,0.9959853
1.726,28.84515,0.39999962,-3.183414e-08,1.32749,1.0000014,0.99199474,1.0000011,0.9959853
1.728,28.845146,0.39999962,-3.184381e-08,1.32749,1.0000014,0.99199474,1.0000011,0.9959853
1.73,28.845146,0.39999962,-3.185348e-08,1.32749,1.0000014,0.99199474,1.0000011,0.9959853
1.732,28.845146,0.39999962,-3.1863152e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.734,28.845142,0.39999962,-3.1872826e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.736,28.845142,0.39999962,-3.1882497e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.738,28.845142,0.39999962,-3.1892167e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.74,28.845139,0.39999962,-3.190184e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.742,28.845139,0.39999962,-3.191151e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.744,28.845139,0.3999996,-3.1921182e-08,1.3274901,1.0000014,0.99199474,1.0000011,0.9959853
1.746,28.845137,0.3999996,-3.1930853e-08,1.3274902,1.0000014,0.99199474,1.0000011,0.9959853
1.748,28.845137,0.3999996,-3.1940527e-08,1.3274902,1.0000014,0.99199474,1.0000011,0.9959853
1.75,28.845137,0.3999996,-3.1950197e-08,1.3274902,1.0000014,0.99199474,1.0000011,0.9959853
1.752,28.845133,0.3999996,-3.1959868e-08,1.3274902,1.0000014,0.9919948,1.0000011,0.9959853
1.754,28.845133,0.3999996,-3.196954e-08,1.3274902,1.0000014,0.9919948,1.0000011,0.9959853
1.756,28.845133,0.3999996,-3.1979212e-08,1.3274902,1.0000014,0.9919948,1.0000011,0.9959853
1.758,28.845129,0.3999996,-3.1988883e-08,1.3274902,1.0000015,0.9919948,1.0000011,0.9959853
1.76,28.845129,0.3999996,-3.1998553e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959853
1.762,28.845125,0.3999996,-3.2008227e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959853
1.764,28.845125,0.3999996,-3.2017898e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959853
1.766,28.845125,0.3999996,-3.2027568e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959854
1.768,28.845121,0.3999996,-3.203724e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959854
1.77,28.845121,0.3999996,-3.2046913e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959854
1.772,28.845121,0.3999996,-3.2056583e-08,1.3274903,1.0000015,0.9919948,1.0000011,0.9959854
1.774,28.84512,0.3999996,-3.2066254e-08,1.3274904,1.0000015,0.9919948,1.0000011,0.9959854
1.776,28.84512,0.3999996,-3.2075928e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.778,28.84512,0.3999996,-3.2085598e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.78,28.845116,0.3999996,-3.209527e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.782,28.845116,0.3999996,-3.210494e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.784,28.845116,0.3999996,-3.2114613e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.786,28.845112,0.3999996,-3.2124284e-08,1.3274904,1.0000015,0.9919948,1.0000012,0.9959854
1.788,28.845112,0.3999996,-3.2133954e-08,1.3274906,1.0000015,0.9919948,1.0000012,0.9959854
1.79,28.845112,0.3999996,-3.2143625e-08,1.3274906,1.0000015,0.9919948,1.0000012,0.9959854
1.792,28.845108,0.3999996,-3.21533e-08,1.3274906,1.0000015,0.9919948,1.0000012,0.9959854
1.794,28.845108,0.3999996,-3.216297e-08,1.3274906,1.0000015,0.99199486,1.0000012,0.9959854
1.796,28.845108,0.3999996,-3.217264e-08,1.3274906,1.0000015,0.99199486,1.0000012,0.9959854
1.798,28.845104,0.3999996,-3.2182314e-08,1.3274906,1.0000015,0.99199486,1.0000012,0.9959854
1.8,28.845104,0.3999996,-3.2191984e-08,1.3274906,1.0000015,0.99199486,1.0000012,0.9959854
1.802,28.845104,0.3999996,-3.2201655e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.9959854
1.804,28.845102,0.3999996,-3.2211325e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.9959854
1.806,28.845102,0.3999996,-3.2221e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.9959854
1.808,28.845098,0.3999996,-3.223067e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.9959854
1.81,28.845098,0.3999996,-3.224034e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.99598545
1.812,28.845098,0.3999996,-3.225001e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.99598545
1.814,28.845095,0.3999996,-3.2259685e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.99598545
1.816,28.845095,0.3999996,-3.2269355e-08,1.3274907,1.0000015,0.99199486,1.0000012,0.99598545
1.818,28.845095,0.3999996,-3.2279026e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.82,28.84509,0.3999996,-3.22887e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.822,28.84509,0.3999996,-3.229837e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.824,28.84509,0.3999996,-3.230804e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.826,28.845087,0.3999996,-3.231771e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.828,28.845087,0.3999996,-3.2327385e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.83,28.845087,0.3999996,-3.2337056e-08,1.3274908,1.0000015,0.99199486,1.0000012,0.99598545
1.832,28.845085,0.3999996,-3.2346726e-08,1.3274909,1.0000015,0.99199486,1.0000012,0.99598545
1.834,28.845085,0.3999996,-3.2356397e-08,1.3274909,1.0000015,0.99199486,1.0000012,0.99598545
1.836,28.845085,0.3999996,-3.236607e-08,1.3274909,1.0000017,0.99199486,1.0000012,0.99598545
1.838,28.845081,0.3999996,-3.237574e-08,1.3274909,1.0000017,0.9919949,1.0000012,0.99598545
1.84,28.845081,0.3999996,-3.238541e-08,1.3274909,1.0000017,0.9919949,1.0000012,0.99598545
1.842,28.845081,0.3999996,-3.2395086e-08,1.3274909,1.0000017,0.9919949,1.0000012,0.99598545
1.844,28.845078,0.3999996,-3.2404756e-08,1.3274909,1.0000017,0.9919949,1.0000012,0.99598545
1.846,28.845078,0.3999996,-3.2414427e-08,1.327491,1.0000017,0.9919949,1.0000012,0.99598545
1.848,28.845074,0.3999996,-3.2424097e-08,1.327491,1.0000017,0.9919949,1.0000012,0.99598545
1.85,28.845074,0.3999996,-3.243377e-08,1.327491,1.0000017,0.9919949,1.0000012,0.99598545
1.852,28.845074,0.3999996,-3.244344e-08,1.327491,1.0000017,0.9919949,1.0000012,0.99598545
1.854,28.84507,0.3999996,-3.2453112e-08,1.327491,1.0000017,0.9919949,1.0000012,0.9959855
1.856,28.84507,0.3999996,-3.2462783e-08,1.327491,1.0000017,0.9919949,1.0000012,0.9959855
1.858,28.84507,0.3999996,-3.2472457e-08,1.327491,1.0000017,0.9919949,1.0000012,0.9959855
1.86,28.845068,0.3999996,-3.2482127e-08,1.3274912,1.0000017,0.9919949,1.0000012,0.9959855
1.862,28.845068,0.3999996,-3.2491798e-08,1.3274912,1.0000017,0.9919949,1.0000012,0.9959855
1.864,28.845068,0.3999996,-3.250147e-08,1.3274912,1.0000017,0.9919949,1.0000012,0.9959855
1.866,28.845064,0.3999996,-3.2511142e-08,1.3274912,1.0000017,0.9919949,1.0000012,0.9959855
1.868,28.845064,0.3999996,-3.2520813e-08,1.3274912,1.0000017,0.9919949,1.0000013,0.9959855
1.87,28.845064,0.3999996,-3.2530483e-08,1.3274912,1.0000017,0.9919949,1.0000013,0.9959855
1.872,28.84506,0.3999996,-3.2540157e-08,1.3274912,1.0000017,0.9919949,1.0000013,0.9959855
1.874,28.84506,0.3999996,-3.2549828e-08,1.3274913,1.0000017,0.9919949,1.0000013,0.9959855
1.876,28.84506,0.3999996,-3.2559498e-08,1.3274913,1.0000017,0.9919949,1.0000013,0.9959855
1.878,28.845057,0.3999996,-3.2569172e-08,1.3274913,1.0000017,0.9919949,1.0000013,0.9959855
1.88,28.845057,0.3999996,-3.2578843e-08,1.3274913,1.0000017,0.9919949,1.0000013,0.9959855
1.882,28.845057,0.3999996,-3.2588513e-08,1.3274913,1.0000017,0.991995,1.0000013,0.9959855
1.884,28.845055,0.3999996,-3.2598184e-08,1.3274913,1.0000017,0.991995,1.0000013,0.9959855
1.886,28.845055,0.3999996,-3.2607858e-08,1.3274913,1.0000017,0.991995,1.0000013,0.9959855
1.888,28.84505,0.3999996,-3.261753e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.89,28.84505,0.3999996,-3.26272e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.892,28.84505,0.3999996,-3.263687e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.894,28.845047,0.3999996,-3.2646543e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.896,28.845047,0.3999996,-3.2656214e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.898,28.845047,0.3999996,-3.2665884e-08,1.3274914,1.0000017,0.991995,1.0000013,0.9959855
1.9,28.845043,0.3999996,-3.267556e-08,1.3274914,1.0000017,0.991995,1.0000013,0.99598557
1.902,28.845043,0.3999996,-3.268523e-08,1.3274914,1.0000017,0.991995,1.0000013,0.99598557
1.904,28.845043,0.3999996,-3.26949e-08,1.3274915,1.0000017,0.991995,1.0000013,0.99598557
1.906,28.84504,0.3999996,-3.270457e-08,1.3274915,1.0000017,0.991995,1.0000013,0.99598557
1.908,28.84504,0.3999996,-3.2714244e-08,1.3274915,1.0000017,0.991995,1.0000013,0.99598557
1.91,28.84504,0.3999996,-3.2723914e-08,1.3274915,1.0000017,0.991995,1.0000013,0.99598557
1.912,28.845037,0.3999996,-3.2733585e-08,1.3274915,1.0000018,0.991995,1.0000013,0.99598557
1.914,28.845037,0.3999996,-3.2743255e-08,1.3274915,1.0000018,0.991995,1.0000013,0.99598557
1.916,28.845037,0.3999996,-3.275293e-08,1.3274915,1.0000018,0.991995,1.0000013,0.99598557
1.918,28.845034,0.3999996,-3.27626e-08,1.3274916,1.0000018,0.991995,1.0000013,0.99598557
1.92,28.845034,0.3999996,-3.277227e-08,1.3274916,1.0000018,0.991995,1.0000013,0.99598557
1.922,28.845034,0.3999996,-3.2781944e-08,1.3274916,1.0000018,0.991995,1.0000013,0.99598557
1.924,28.84503,0.3999996,-3.2791615e-08,1.3274916,1.0000018,0.99199504,1.0000013,0.99598557
1.926,28.84503,0.3999996,-3.2801285e-08,1.3274916,1.0000018,0.99199504,1.0000013,0.99598557
1.928,28.845026,0.3999996,-3.2810956e-08,1.3274916,1.0000018,0.99199504,1.0000013,0.99598557
1.93,28.845026,0.3999996,-3.282063e-08,1.3274916,1.0000018,0.99199504,1.0000013,0.99598557
1.932,28.845026,0.3999996,-3.28303e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.934,28.845022,0.3999996,-3.283997e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.936,28.845022,0.3999996,-3.284964e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.938,28.845022,0.3999996,-3.2859315e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.94,28.84502,0.3999996,-3.2868986e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.942,28.84502,0.3999996,-3.2878656e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.99598557
1.944,28.84502,0.3999996,-3.288833e-08,1.3274918,1.0000018,0.99199504,1.0000013,0.9959856
1.946,28.845016,0.3999996,-3.2898e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.948,28.845016,0.3999996,-3.290767e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.95,28.845016,0.3999996,-3.291734e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.952,28.845013,0.3999996,-3.2927016e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.954,28.845013,0.3999996,-3.2936686e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.956,28.845013,0.3999996,-3.2946357e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.958,28.845009,0.3999996,-3.2956027e-08,1.3274919,1.0000018,0.99199504,1.0000013,0.9959856
1.96,28.845009,0.3999996,-3.29657e-08,1.327492,1.0000018,0.99199504,1.0000014,0.9959856
1.962,28.845009,0.3999996,-3.297537e-08,1.327492,1.0000018,0.99199504,1.0000014,0.9959856
1.964,28.845005,0.3999996,-3.2985042e-08,1.327492,1.0000018,0.99199504,1.0000014,0.9959856
1.966,28.845005,0.3999996,-3.2994716e-08,1.327492,1.0000018,0.99199504,1.0000014,0.9959856
1.968,28.845003,0.3999996,-3.3004387e-08,1.327492,1.0000018,0.9919951,1.0000014,0.9959856
1.97,28.845003,0.3999996,-3.3014057e-08,1.327492,1.0000018,0.9919951,1.0000014,0.9959856
1.972,28.845003,0.3999996,-3.3023728e-08,1.327492,1.0000018,0.9919951,1.0000014,0.9959856
1.974,28.845,0.3999996,-3.3033402e-08,1.327492,1.0000018,0.9919951,1.0000014,0.9959856
1.976,28.845,0.3999996,-3.3043072e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.978,28.845,0.3999996,-3.3052743e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.98,28.844995,0.3999996,-3.3062413e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.982,28.844995,0.3999996,-3.3072087e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.984,28.844995,0.3999996,-3.3081758e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.986,28.844992,0.3999996,-3.309143e-08,1.3274921,1.0000018,0.9919951,1.0000014,0.9959856
1.988,28.844992,0.3999996,-3.3101102e-08,1.3274921,1.0000019,0.9919951,1.0000014,0.9959857
1.99,28.844992,0.3999996,-3.3110773e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
1.992,28.84499,0.3999996,-3.3120443e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
1.994,28.84499,0.3999996,-3.3130114e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
1.996,28.84499,0.3999996,-3.3139788e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
1.998,28.844986,0.3999996,-3.314946e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
2.0,28.844986,0.3999996,-3.315913e-08,1.3274922,1.0000019,0.9919951,1.0000014,0.9959857
2.0,28.844986,0.050379008,-3.315913e-08,1.2246974,0.5865202,0.15981342,0.059244886,1e-10
2.0002813,28.845016,0.050261967,1.2264672e-05,1.2245474,0.58572394,0.1595991,0.059177816,1e-10
2.0002813,28.845016,0.050261967,1.2264672e-05,1.2245474,0.58572394,0.1595991,0.059177816,1e-10
2.0010483,28.845415,0.049947344,4.5806086e-05,1.2250394,0.5835795,0.15902184,0.05899729,1e-10
2.0010483,28.845415,0.049947344,4.5806086e-05,1.2250394,0.5835795,0.15902184,0.05899729,1e-10
2.002,28.84656,0.0495657,8.747003e-05,1.2256492,0.5809698,0.15831946,0.058777872,1e-10
2.004,28.851286,0.048794378,0.00017516242,1.2269323,0.57566726,0.15689252,0.058332954,1e-10
2.006,28.85917,0.04806274,0.00026303408,1.2282221,0.57060117,0.15552957,0.057909094,1e-10
2.008,28.870226,0.047368567,0.0003510752,1.2295243,0.5657604,0.15422758,0.05750527,1e-10
2.01,28.88445,0.04670977,0.00043927672,1.2308434,0.5611344,0.15298368,0.05712051,1e-10
2.012,28.901857,0.046084378,0.00052762986,1.2321835,0.55671304,0.15179509,0.05675389,1e-10
2.014,28.922443,0.045490548,0.0006161265,1.2335476,0.55248666,0.15065925,0.056404527,1e-10
2.016,28.946218,0.044926547,0.00070475903,1.2349389,0.5484461,0.14957362,0.056071587,1e-10
2.018,28.973188,0.044390734,0.0007935201,1.2363594,0.5445827,0.14853588,0.055754274,1e-10
2.02,29.003353,0.043881565,0.0008824028,1.237811,0.54088795,0.14754371,0.055451825,1e-10
2.022,29.036718,0.043397583,0.0009714007,1.2392951,0.53735393,0.14659496,0.055163518,1e-10
2.024,29.073296,0.042937424,0.0010605076,1.240813,0.53397304,0.14568758,0.054888662,1e-10
2.026,29.113077,0.04249981,0.0011497178,1.2423655,0.53073806,0.14481963,0.054626614,1e-10
2.028,29.156076,0.042083517,0.0012390257,1.243953,0.52764213,0.14398922,0.054376744,1e-10
2.03,29.20229,0.041687403,0.0013284264,1.2455759,0.5246786,0.14319456,0.05413846,1e-10
2.032,29.251722,0.04131039,0.0014179146,1.2472341,0.52184117,0.14243396,0.053911205,1e-10
2.034,29.30438,0.040951453,0.0015074861,1.2489277,0.51912385,0.14170578,0.05369444,1e-10
2.036,29.360266,0.040609643,0.001597136,1.2506565,0.51652104,0.1410085,0.05348765,1e-10
2.038,29.419376,0.04028404,0.0016868606,1.2524198,0.5140271,0.14034063,0.053290352,1e-10
2.04,29.48172,0.039973803,0.0017766556,1.2542173,0.5116371,0.13970079,0.05310209,1e-10
2.042,29.547297,0.039678108,0.0018665174,1.2560483,0.5093458,0.13908759,0.052922416,1e-10
2.044,29.61611,0.039396208,0.0019564424,1.2579123,0.50714874,0.13849981,0.052750923,1e-10
2.046,29.688158,0.03912738,0.0020464275,1.2598082,0.5050413,0.13793622,0.052587207,1e-10
2.048,29.76345,0.038870946,0.002136469,1.2617354,0.5030193,0.13739567,0.052430894,1e-10
2.05,29.841988,0.03862626,0.0022265643,1.263693,0.50107855,0.13687705,0.05228163,1e-10
2.052,29.923765,0.03839273,0.0023167103,1.26568,0.4992153,0.13637932,0.052139066,1e-10
2.054,30.008791,0.03816977,0.0024069045,1.2676988,0.49742582,0.13590147,0.052002884,1e-10
2.056,30.097061,0.03795686,0.0024971443,1.2697554,0.4957066,0.13544258,0.05187278,1e-10
2.058,30.188585,0.037753478,0.002587427,1.2718481,0.49405432,0.13500175,0.05174846,1e-10
2.06,30.283358,0.037559148,0.0026777505,1.273975,0.49246582,0.13457811,0.051629644,1e-10
2.062,30.381386,0.037373424,0.0027681126,1.2761343,0.4909381,0.13417086,0.05151608,1e-10
2.064,30.482664,0.03719586,0.0028585112,1.2783237,0.48946822,0.1337792,0.0514075,1e-10
2.066,30.587196,0.037026063,0.002948944,1.2805418,0.48805344,0.13340239,0.05130368,1e-10
2.068,30.694986,0.036863636,0.0030394096,1.2827868,0.48669115,0.13303974,0.051204383,1e-10
2.07,30.806036,0.036708213,0.0031299056,1.2850572,0.4853788,0.13269055,0.051109396,1e-10
2.072,30.920341,0.03655947,0.0032204308,1.2873517,0.48411423,0.13235423,0.051018525,1e-10
2.074,31.037907,0.036417075,0.0033109833,1.2896688,0.48289505,0.13203014,0.050931565,1e-10
2.076,31.158733,0.036280718,0.0034015616,1.2920071,0.4817192,0.13171774,0.05084834,1e-10
2.078,31.282816,0.036150113,0.0034921644,1.2943655,0.48058456,0.13141645,0.050768666,1e-10
2.08,31.41017,0.036024984,0.00358279,1.2967426,0.4794893,0.13112576,0.050692387,1e-10
2.082,31.54078,0.035905067,0.0036734373,1.2991374,0.4784315,0.13084517,0.050619338,1e-10
2.084,31.674654,0.035790123,0.003764105,1.3015486,0.47740945,0.13057423,0.05054937,1e-10
2.086,31.811794,0.03567991,0.0038547916,1.3039753,0.47642148,0.13031244,0.05048234,1e-10
2.088,31.9522,0.03557422,0.0039454964,1.3064166,0.475466,0.13005944,0.05041811,1e-10
2.09,32.09587,0.035472833,0.004036218,1.3088714,0.47454152,0.12981477,0.050356556,1e-10
2.092,32.242805,0.035375558,0.0041269553,1.3113388,0.47364658,0.12957807,0.050297547,1e-10
2.094,32.393013,0.0352822,0.0042177076,1.313818,0.4727798,0.12934895,0.050240967,1e-10
2.096,32.546482,0.035192586,0.004308474,1.316308,0.47193992,0.12912709,0.050186712,1e-10
2.098,32.703224,0.03510655,0.004399253,1.3188084,0.4711257,0.12891212,0.05013467,1e-10
2.1,32.86323,0.035023928,0.004490044,1.3213181,0.47033593,0.12870376,0.050084736,1e-10
2.102,33.026505,0.034944568,0.0045808465,1.3238366,0.46956947,0.12850167,0.050036818,1e-10
2.104,33.19305,0.03486833,0.0046716593,1.3263632,0.4688253,0.12830558,0.049990825,1e-10
2.106,33.362865,0.034795076,0.004762482,1.3288972,0.4681024,0.12811522,0.04994667,1e-10
2.108,33.53595,0.03472468,0.004853314,1.3314381,0.46739978,0.12793033,0.049904265,1e-10
2.11,33.712303,0.034657013,0.004944153,1.3339852,0.4667165,0.12775065,0.04986353,1e-10
2.112,33.89193,0.03459196,0.005035001,1.3365382,0.46605176,0.12757595,0.049824394,1e-10
2.114,34.074825,0.03452942,0.005125855,1.3390963,0.46540466,0.12740602,0.049786784,1e-10
2.116,34.26099,0.034469284,0.005216716,1.3416591,0.4647744,0.12724061,0.04975063,1e-10
2.118,34.450428,0.03441145,0.005307582,1.3442261,0.46416026,0.12707953,0.049715865,1e-10
2.12,34.643135,0.034355827,0.0053984537,1.3467971,0.46356153,0.1269226,0.049682427,1e-10
2.122,34.839115,0.034302324,0.00548933,1.3493713,0.46297753,0.12676965,0.04965026,1e-10
2.124,35.03837,0.03425086,0.00558021,1.3519486,0.46240756,0.12662046,0.0496193,1e-10
2.126,35.24089,0.034201346,0.005671094,1.3545285,0.461851,0.12647489,0.049589496,1e-10
2.128,35.44669,0.034153722,0.0057619815,1.3571106,0.46130735,0.12633277,0.049560796,1e-10
2.13,35.655754,0.034107905,0.005852871,1.3596947,0.46077597,0.12619397,0.049533155,1e-10
2.132,35.86809,0.03406383,0.0059437635,1.3622802,0.46025637,0.12605833,0.04950652,1e-10
2.134,36.083706,0.03402143,0.0060346574,1.3648672,0.459748,0.1259257,0.049480844,1e-10
2.136,36.30259,0.03398065,0.0061255526,1.367455,0.45925042,0.12579598,0.04945609,1e-10
2.138,36.524746,0.03394142,0.006216449,1.3700436,0.45876318,0.12566902,0.04943221,1e-10
