Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,eSST4B.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.204,-663.6129,0.9419748,-0.07056871,8.41,1.9294657,1.9131185,1.9258934,1.9195058
1.206,-666.1556,0.9316033,-0.070695125,8.41,1.9297839,1.9133682,1.9260838,1.9197258
1.208,-668.7026,0.9212236,-0.07081892,8.41,1.9300423,1.9135119,1.9261446,1.9198279
1.21,-671.2541,0.9108567,-0.07094008,8.41,1.930241,1.9135498,1.926076,1.9198124
1.212,-673.81006,0.9005236,-0.071058564,8.41,1.9303802,1.913482,1.9258784,1.9196795
1.214,-676.3703,0.89024544,-0.071174435,8.41,1.9304583,1.9133073,1.9255506,1.919428
1.216,-678.93463,0.88004345,-0.07128773,8.41,1.930475,1.9130256,1.9250927,1.919058
1.218,-681.50305,0.8699387,-0.07139845,8.41,1.9304299,1.912637,1.924505,1.9185694
1.22,-684.0754,0.8599522,-0.07150666,8.41,1.9303232,1.9121418,1.9237881,1.917963
1.222,-686.65155,0.8501049,-0.07161238,8.41,1.9301547,1.9115406,1.9229428,1.9172394
1.224,-689.2315,0.8404176,-0.07171567,8.41,1.9299246,1.9108342,1.9219701,1.9163996
1.226,-691.81506,0.8309108,-0.071816586,8.41,1.929633,1.9100236,1.9208717,1.9154446
1.228,-694.4022,0.82160467,-0.07191519,8.41,1.9292804,1.9091097,1.919649,1.9143759
1.23,-696.9929,0.8125191,-0.07201155,8.41,1.9288673,1.9080942,1.9183037,1.913195
1.232,-699.5869,0.8036737,-0.07210575,8.41,1.9283943,1.9069786,1.9168382,1.911904
1.234,-702.1843,0.7950878,-0.07219756,8.41,1.9278626,1.905765,1.915255,1.9105052
1.236,-704.7851,0.78678,-0.07228713,8.41,1.9272732,1.9044555,1.9135568,1.9090009
1.238,-707.3891,0.77876836,-0.072374634,8.41,1.9266264,1.9030522,1.9117464,1.9073935
1.24,-709.9962,0.7710705,-0.072460175,8.41,1.925924,1.9015574,1.9098268,1.9056858
1.242,-712.6064,0.7637034,-0.07254382,8.41,1.9251667,1.899974,1.9078013,1.9038808
1.244,-715.2195,0.75668347,-0.07262568,8.41,1.9243563,1.8983045,1.9056735,1.9019817
1.246,-717.8356,0.75002646,-0.07270585,8.41,1.9234941,1.8965521,1.9034473,1.899992
1.248,-720.4545,0.74374723,-0.07278444,8.41,1.9225818,1.89472,1.9011267,1.8979152
1.25,-723.07623,0.7378602,-0.07286156,8.41,1.921621,1.8928117,1.8987161,1.8957553
1.252,-725.70074,0.7323788,-0.072937325,8.41,1.9206136,1.8908305,1.8962198,1.8935163
1.254,-728.32794,0.7273156,-0.073011875,8.41,1.9195617,1.8887805,1.8936427,1.8912023
1.256,-730.95776,0.7226826,-0.07308532,8.41,1.9184672,1.8866655,1.8909895,1.8888178
1.258,-733.5902,0.71849054,-0.07315727,8.41,1.917331,1.8844885,1.8882643,1.8863664
1.26,-736.22516,0.71474963,-0.07322821,8.41,1.9161563,1.8822544,1.8854733,1.8838536
1.262,-738.86273,0.71146894,-0.073298275,8.41,1.9149455,1.8799676,1.8826215,1.8812841
1.264,-741.50275,0.70865667,-0.07336757,8.41,1.9137007,1.8776327,1.879715,1.8786632
1.266,-744.14526,0.7063201,-0.07343624,8.41,1.9124247,1.8752544,1.8767593,1.875996
1.268,-746.79016,0.7044655,-0.0735044,8.41,1.9111198,1.8728373,1.8737603,1.8732879
1.27,-749.43756,0.7030981,-0.07357219,8.41,1.909789,1.8703864,1.8707242,1.8705443
1.272,-752.08734,0.70222235,-0.07363974,8.41,1.9084349,1.8679067,1.8676572,1.8677709
1.274,-754.7395,0.70184135,-0.07370721,8.41,1.9070601,1.8654034,1.8645656,1.8649735
1.276,-757.3941,0.7019575,-0.07377471,8.41,1.9056679,1.8628818,1.8614559,1.862158
1.278,-760.0511,0.7025716,-0.07384224,8.41,1.9042599,1.8603458,1.8583336,1.859329
1.28,-762.7106,0.70368344,-0.07390985,8.41,1.9028385,1.8578006,1.8552048,1.856492
1.282,-765.37244,0.7052926,-0.0739778,8.41,1.9014076,1.8552523,1.852077,1.8536541
1.284,-768.03674,0.70739704,-0.074046224,8.41,1.8999702,1.8527062,1.8489568,1.8508214
1.286,-770.70355,0.7099939,-0.07411525,8.41,1.8985293,1.850168,1.8458512,1.8479997
1.288,-773.3728,0.71307915,-0.07418501,8.41,1.897088,1.847643,1.8427668,1.8451954
1.29,-776.0447,0.7166478,-0.07425562,8.41,1.8956497,1.845137,1.8397104,1.8424145
1.292,-778.7191,0.72069377,-0.07432723,8.41,1.8942171,1.8426554,1.836689,1.8396635
1.294,-781.39624,0.7252101,-0.07439996,8.41,1.8927938,1.8402039,1.8337096,1.8369484
1.296,-784.076,0.7301886,-0.074473955,8.41,1.8913826,1.8377879,1.8307787,1.8342755
1.298,-786.75854,0.7356204,-0.07454932,8.41,1.8899871,1.8354132,1.8279035,1.831651
1.3,-789.44366,0.74149346,-0.07462592,8.41,1.8886075,1.8330827,1.8250881,1.8290786
1.302,-792.13153,0.7477978,-0.074704036,8.41,1.887249,1.8308035,1.822341,1.8265659
1.304,-794.82227,0.7545214,-0.07478379,8.41,1.8859143,1.828581,1.8196684,1.8241189
1.306,-797.51587,0.76165134,-0.074865274,8.41,1.8846068,1.8264204,1.817077,1.8217435
1.308,-800.21246,0.7691735,-0.0749486,8.41,1.8833293,1.8243269,1.814573,1.8194453
1.31,-802.9121,0.7770731,-0.07503386,8.41,1.8820848,1.8223056,1.8121628,1.81723
1.312,-805.615,0.7853344,-0.075121135,8.41,1.8808763,1.8203614,1.8098521,1.815103
1.314,-808.32104,0.79394084,-0.07521053,8.41,1.8797067,1.8184993,1.8076472,1.81307
1.316,-811.03046,0.8028749,-0.07530212,8.41,1.878579,1.8167241,1.8055537,1.8111361
1.318,-813.7433,0.8121186,-0.07539598,8.41,1.8774958,1.8150401,1.8035771,1.8093064
1.32,-816.4595,0.821652,-0.07549219,8.41,1.8764591,1.8134515,1.8017222,1.807585
1.322,-819.179,0.83145475,-0.0755908,8.41,1.8754711,1.8119617,1.7999933,1.805976
1.324,-821.90216,0.84150696,-0.07569188,8.41,1.874535,1.8105755,1.7983961,1.8044846
1.326,-824.629,0.85178745,-0.075795494,8.41,1.873653,1.8092966,1.796935,1.803115
1.328,-827.3596,0.8622742,-0.07590169,8.41,1.8728276,1.8081288,1.7956144,1.8018711
1.33,-830.0942,0.8729448,-0.07601051,8.41,1.8720611,1.8070755,1.7944381,1.8007565
1.332,-832.83264,0.88377595,-0.07612199,8.41,1.8713555,1.8061397,1.7934098,1.7997746
1.334,-835.57513,0.8947441,-0.07623617,8.41,1.8707129,1.8053244,1.792533,1.7989286
1.336,-838.3219,0.9058251,-0.07635308,8.41,1.870135,1.8046322,1.7918105,1.7982213
1.338,-841.0729,0.9169942,-0.076472715,8.41,1.8696235,1.8040656,1.7912451,1.7976553
1.34,-843.8283,0.92822653,-0.076595105,8.41,1.8691802,1.8036267,1.7908391,1.7972329
1.342,-846.5881,0.939496,-0.07672038,8.41,1.8688058,1.8033165,1.7905936,1.7969549
1.344,-849.35236,0.9507772,-0.07684847,8.41,1.8685019,1.8031368,1.7905107,1.7968234
1.346,-852.1212,0.96204406,-0.07697936,8.41,1.8682698,1.8030891,1.7905912,1.7968396
1.348,-854.89496,0.9732705,-0.07711305,8.41,1.8681104,1.8031743,1.7908362,1.7970043
1.35,-857.67346,0.98442996,-0.07724951,8.41,1.8680246,1.8033926,1.7912459,1.7973181
1.352,-860.4569,0.9954959,-0.07738872,8.41,1.8680129,1.8037446,1.79182,1.7977808
1.354,-863.2454,1.0064418,-0.077530645,8.41,1.868076,1.8042299,1.7925583,1.798392
1.356,-866.0391,1.0172411,-0.077675246,8.41,1.8682139,1.8048482,1.7934595,1.7991514
1.358,-868.8381,1.0278672,-0.07782248,8.41,1.8684269,1.8055986,1.7945224,1.8000576
1.36,-871.64233,1.0382936,-0.07797228,8.41,1.8687149,1.80648,1.795745,1.8011092
1.362,-874.4521,1.0484941,-0.078124665,8.41,1.8690776,1.8074911,1.7971251,1.8023041
1.364,-877.2672,1.0584426,-0.07827966,8.41,1.8695143,1.8086294,1.7986598,1.8036401
1.366,-880.088,1.0681134,-0.07843709,8.41,1.8700246,1.8098931,1.800346,1.8051145
1.368,-882.9145,1.0774814,-0.07859689,8.41,1.8706074,1.8112798,1.8021803,1.8067244
1.37,-885.7467,1.0865215,-0.07875898,8.41,1.871262,1.8127863,1.8041586,1.8084662
1.372,-888.58484,1.0952094,-0.07892325,8.41,1.8719869,1.8144095,1.8062764,1.8103362
1.374,-891.42896,1.1035212,-0.07908962,8.41,1.8727806,1.8161459,1.8085291,1.8123301
1.376,-894.279,1.1114339,-0.07925797,8.41,1.8736417,1.8179914,1.8109113,1.8144435
1.378,-897.1352,1.1189247,-0.0794282,8.41,1.8745682,1.8199419,1.8134174,1.8166713
1.38,-899.9976,1.1259724,-0.07960018,8.41,1.875558,1.8219926,1.8160415,1.8190082
1.382,-902.8662,1.1325557,-0.07977377,8.41,1.8766091,1.824139,1.8187771,1.8214487
1.384,-905.74115,1.1386554,-0.07994914,8.41,1.8777192,1.826376,1.8216178,1.8239871
1.386,-908.6223,1.1442522,-0.080126025,8.41,1.8788855,1.8286978,1.8245566,1.8266171
1.388,-911.5099,1.1493284,-0.08030424,8.41,1.8801055,1.831099,1.8275859,1.8293321
1.39,-914.404,1.1538671,-0.08048366,8.41,1.8813759,1.8335735,1.8306983,1.8321252
1.392,-917.30444,1.157853,-0.08066414,8.41,1.8826938,1.8361149,1.8338856,1.8349893
1.394,-920.2116,1.1612718,-0.08084553,8.41,1.8840557,1.8387167,1.8371397,1.8379172
1.396,-923.1252,1.1641105,-0.08102767,8.41,1.8854584,1.8413725,1.8404521,1.8409011
1.398,-926.0455,1.1663579,-0.081210405,8.41,1.8868982,1.844075,1.8438143,1.8439335
1.4,-928.9723,1.1680036,-0.08139357,8.41,1.8883712,1.8468173,1.8472171,1.8470061
1.402,-931.90576,1.1690391,-0.08157699,8.41,1.8898736,1.849592,1.8506517,1.8501108
1.404,-934.84595,1.169458,-0.08176059,8.41,1.891402,1.8523922,1.8541093,1.8532399
1.406,-937.79266,1.1692551,-0.08194442,8.41,1.8929529,1.855211,1.8575814,1.8563856
1.408,-940.7459,1.1684264,-0.082128115,8.41,1.8945215,1.8580402,1.8610579,1.8595387
1.41,-943.70593,1.1669699,-0.0823115,8.41,1.8961035,1.8608721,1.8645293,1.8626906
1.412,-946.6724,1.1648855,-0.082494415,8.41,1.8976945,1.863699,1.8679861,1.8658328
1.414,-949.64557,1.1621746,-0.082676694,8.41,1.8992901,1.8665129,1.8714188,1.8689564
1.416,-952.6253,1.1588408,-0.082858145,8.41,1.9008859,1.869306,1.874818,1.872053
1.418,-955.61145,1.1548892,-0.083038606,8.41,1.9024774,1.8720704,1.8781741,1.8751137
1.42,-958.60394,1.1503268,-0.08321789,8.41,1.9040598,1.8747984,1.8814775,1.87813
1.422,-961.603,1.1451628,-0.08339581,8.41,1.9056287,1.8774822,1.884719,1.8810931
1.424,-964.6083,1.1394078,-0.083572194,8.41,1.9071795,1.8801138,1.8878894,1.8839947
1.426,-967.62,1.133075,-0.08374731,8.41,1.9087099,1.8826884,1.890982,1.8868289
1.428,-970.6382,1.1261785,-0.083920844,8.41,1.9102145,1.8851974,1.893987,1.8895864
1.43,-973.6626,1.1187345,-0.08409255,8.41,1.9116886,1.8876332,1.8968954,1.8922591
1.432,-976.6931,1.1107612,-0.084262274,8.41,1.9131277,1.8899884,1.8996986,1.8948389
1.434,-979.7297,1.1022782,-0.08442989,8.41,1.9145274,1.8922564,1.9023886,1.8973184
1.436,-982.77234,1.0933074,-0.08459526,8.41,1.9158838,1.8944302,1.9049573,1.8996902
1.438,-985.8208,1.0838717,-0.08475826,8.41,1.9171923,1.8965034,1.907397,1.9019473
1.44,-988.875,1.0739963,-0.08491875,8.41,1.9184493,1.8984697,1.9097006,1.9040827
1.442,-991.9348,1.0637074,-0.085076615,8.41,1.9196504,1.9003229,1.9118611,1.9060899
1.444,-995.0004,1.0530332,-0.08523182,8.41,1.9207932,1.9020585,1.9138725,1.9079639
1.446,-998.0717,1.0420035,-0.08538439,8.41,1.9218758,1.9036729,1.915731,1.9097006
1.448,-1001.1485,1.0306485,-0.08553413,8.41,1.9228933,1.9051594,1.9174287,1.9112931
1.45,-1004.2306,1.0189999,-0.085680954,8.41,1.9238424,1.9065133,1.9189608,1.9127364
1.452,-1007.3178,1.0070913,-0.0858248,8.41,1.9247202,1.9077306,1.9203221,1.9140259
1.454,-1010.41034,0.99495643,-0.08596561,8.41,1.9255239,1.9088069,1.9215082,1.9151573
1.456,-1013.50775,0.98263055,-0.086103335,8.41,1.9262507,1.909739,1.9225153,1.9161271
1.458,-1016.61005,0.9701495,-0.08623794,8.41,1.9268984,1.9105235,1.9233397,1.9169316
1.46,-1019.7171,0.95755,-0.086369395,8.41,1.9274647,1.9111578,1.9239787,1.9175683
1.462,-1022.82874,0.9448693,-0.08649769,8.41,1.9279476,1.9116395,1.9244295,1.9180344
1.464,-1025.9451,0.93214536,-0.08662269,8.41,1.9283476,1.9119685,1.9246923,1.9183302
1.466,-1029.0658,0.9194162,-0.08674446,8.41,1.9286622,1.9121426,1.9247648,1.9184533
1.468,-1032.191,0.90672016,-0.08686302,8.41,1.92889,1.9121606,1.9246458,1.9184026
1.47,-1035.3204,0.89409554,-0.08697838,8.41,1.9290302,1.9120218,1.924335,1.9181776
1.472,-1038.4539,0.88158095,-0.08709059,8.41,1.9290819,1.9117262,1.9238329,1.9177784
1.474,-1041.5913,0.86921453,-0.08719968,8.41,1.9290451,1.9112742,1.9231399,1.9172056
1.476,-1044.7327,0.85703427,-0.0873057,8.41,1.9289194,1.9106666,1.9222578,1.9164602
1.478,-1047.8776,0.8450779,-0.08740874,8.41,1.928705,1.9099046,1.921188,1.9155439
1.48,-1051.0262,0.83338225,-0.087508865,8.41,1.9284023,1.9089899,1.9199331,1.9144586
1.482,-1054.1783,0.82198393,-0.08760606,8.41,1.9280123,1.907925,1.9184964,1.9132072
1.484,-1057.3341,0.8109187,-0.08770023,8.41,1.9275362,1.9067129,1.9168817,1.9117932
1.486,-1060.4932,0.80022115,-0.08779166,8.41,1.926975,1.9053562,1.9150927,1.9102199
1.488,-1063.6553,0.78992486,-0.087880425,8.41,1.9263302,1.9038585,1.913134,1.9084911
1.49,-1066.8207,0.78006244,-0.087966666,8.41,1.9256034,1.9022238,1.9110106,1.9066116
1.492,-1069.9891,0.77066517,-0.08805049,8.41,1.9247966,1.9004565,1.9087284,1.9045861
1.494,-1073.1605,0.7617631,-0.08813205,8.41,1.9239122,1.8985612,1.9062932,1.9024203
1.496,-1076.3348,0.75338465,-0.08821149,8.41,1.9229524,1.8965434,1.9037116,1.90012
1.498,-1079.512,0.74555683,-0.08828898,8.41,1.9219203,1.8944083,1.9009907,1.8976916
1.5,-1082.6918,0.738305,-0.08836468,8.41,1.9208186,1.8921623,1.8981383,1.8951418
1.502,-1085.8741,0.73165274,-0.08843834,8.41,1.9196498,1.8898107,1.8951614,1.892477
1.504,-1089.0593,0.7256219,-0.088510334,8.41,1.9184177,1.8873606,1.8920687,1.8897053
1.506,-1092.2471,0.7202323,-0.08858089,8.41,1.9171258,1.884819,1.8888693,1.8868344
1.508,-1095.4371,0.71550214,-0.08865017,8.41,1.915778,1.8821934,1.885572,1.8838726
1.51,-1098.6298,0.71144736,-0.08871835,8.41,1.9143783,1.8794914,1.8821867,1.8808286
1.512,-1101.8248,0.708082,-0.08878562,8.41,1.9129308,1.876721,1.8787229,1.8777113
1.514,-1105.0223,0.705418,-0.08885219,8.41,1.9114399,1.8738902,1.8751911,1.8745298
1.516,-1108.2222,0.70346516,-0.088918254,8.41,1.9099101,1.8710076,1.8716018,1.8712937
1.518,-1111.4244,0.70223117,-0.08898402,8.41,1.9083462,1.8680818,1.8679658,1.8680128
1.52,-1114.6289,0.7017212,-0.08904953,8.41,1.9067519,1.865121,1.8642933,1.8646961
1.522,-1117.8358,0.701938,-0.089114815,8.41,1.9051311,1.8621331,1.8605945,1.8613529
1.524,-1121.0449,0.7028829,-0.089180246,8.41,1.90349,1.8591285,1.8568819,1.8579944
1.526,-1124.2566,0.7045548,-0.08924602,8.41,1.9018333,1.8561163,1.8531668,1.8546311
1.528,-1127.4705,0.7069501,-0.08931234,8.41,1.9001665,1.8531059,1.8494611,1.8512733
1.53,-1130.6868,0.71006334,-0.0893794,8.41,1.8984947,1.850107,1.8457763,1.8479317
1.532,-1133.9056,0.7138865,-0.089447394,8.41,1.8968233,1.8471289,1.8421245,1.8446172
1.534,-1137.127,0.71840966,-0.08951653,8.41,1.8951575,1.8441813,1.8385173,1.8413403
1.536,-1140.3508,0.7236206,-0.089586996,8.41,1.8935028,1.8412739,1.8349668,1.8381119
1.538,-1143.577,0.7295033,-0.08965868,8.41,1.8918618,1.8384136,1.831482,1.8349398
1.54,-1146.8059,0.7360419,-0.089731894,8.41,1.890241,1.835611,1.8280758,1.831836
1.542,-1150.0375,0.74321795,-0.08980684,8.41,1.888646,1.8328755,1.8247597,1.8288109
1.544,-1153.2716,0.7510107,-0.08988368,8.41,1.8870819,1.8302165,1.8215452,1.8258748
1.546,-1156.5088,0.7593975,-0.08996255,8.41,1.8855538,1.8276429,1.8184432,1.8230376
1.548,-1159.7488,0.76835376,-0.090043604,8.41,1.8840669,1.8251634,1.8154645,1.8203092
1.55,-1162.9917,0.77785313,-0.09012698,8.41,1.8826263,1.8227868,1.8126197,1.8176991
1.552,-1166.2378,0.7878673,-0.09021281,8.41,1.8812368,1.8205214,1.809919,1.8152165
1.554,-1169.4869,0.79836595,-0.09030121,8.41,1.8799025,1.8183746,1.8073715,1.81287
1.556,-1172.7393,0.80931664,-0.09039229,8.41,1.878627,1.8163533,1.8049858,1.810667
1.558,-1175.9949,0.82068664,-0.09048617,8.41,1.8774157,1.8144656,1.8027713,1.8086165
1.56,-1179.2539,0.83244133,-0.09058293,8.41,1.8762727,1.8127186,1.8007367,1.8067262
1.562,-1182.5166,0.8445445,-0.09068267,8.41,1.8752023,1.8111187,1.7988896,1.8050032
1.564,-1185.7828,0.85695857,-0.090785466,8.41,1.8742083,1.8096721,1.7972374,1.8034542
1.566,-1189.0529,0.869645,-0.09089137,8.41,1.8732944,1.8083847,1.7957869,1.8020854
1.568,-1192.3269,0.88256407,-0.091000445,8.41,1.872464,1.8072613,1.7945439,1.8009025
1.57,-1195.6049,0.8956749,-0.09111273,8.41,1.8717202,1.8063071,1.7935139,1.7999104
1.572,-1198.8868,0.9089352,-0.09122837,8.41,1.8710654,1.8055251,1.7927009,1.799113
1.574,-1202.1731,0.92230266,-0.09134736,8.41,1.8705025,1.8049192,1.7921089,1.798514
1.576,-1205.4636,0.9357344,-0.09146969,8.41,1.8700339,1.8044927,1.7917414,1.7981168
1.578,-1208.7587,0.9491866,-0.09159537,8.41,1.8696616,1.8042477,1.7916006,1.7979238
1.58,-1212.0582,0.9626152,-0.09172438,8.41,1.8693876,1.8041862,1.7916881,1.7979366
1.582,-1215.3625,0.9759759,-0.09185672,8.41,1.8692132,1.8043092,1.792005,1.7981561
1.584,-1218.6718,0.989224,-0.09199234,8.41,1.8691396,1.8046173,1.7925508,1.7985827
1.586,-1221.9858,1.0023152,-0.092131205,8.41,1.8691676,1.8051102,1.7933251,1.7992158
1.588,-1225.3052,1.0152047,-0.0922733,8.41,1.8692974,1.8057871,1.7943257,1.8000541
1.59,-1228.6295,1.0278484,-0.092418686,8.41,1.869529,1.8066461,1.7955499,1.8010951
1.592,-1231.9591,1.0402025,-0.09256718,8.41,1.8698622,1.8076851,1.7969946,1.8023365
1.594,-1235.2942,1.0522239,-0.09271872,8.41,1.8702964,1.8089017,1.7986555,1.8037745
1.596,-1238.6348,1.0638701,-0.0928732,8.41,1.8708305,1.8102918,1.8005275,1.8054048
1.598,-1241.9808,1.0750992,-0.093030505,8.41,1.8714634,1.8118515,1.8026046,1.8072226
1.6,-1245.3328,1.0858707,-0.09319052,8.41,1.8721931,1.813576,1.8048801,1.809222
1.602,-1248.6906,1.096145,-0.093353115,8.41,1.8730174,1.8154595,1.8073468,1.8113964
1.604,-1252.0541,1.105884,-0.09351813,8.41,1.8739341,1.8174962,1.8099962,1.8137387
1.606,-1255.4237,1.1150508,-0.09368561,8.41,1.8749404,1.8196793,1.8128196,1.8162413
1.608,-1258.7994,1.1236103,-0.093855366,8.41,1.8760328,1.8220013,1.8158072,1.8188956
1.61,-1262.1813,1.1315291,-0.09402717,8.41,1.8772081,1.8244547,1.8189486,1.8216925
1.612,-1265.5693,1.1387755,-0.09420086,8.41,1.8784623,1.8270307,1.8222331,1.8246222
1.614,-1268.9637,1.1453199,-0.094376236,8.41,1.879791,1.8297204,1.8256488,1.8276745
1.616,-1272.3644,1.1511352,-0.09455312,8.41,1.8811898,1.8325144,1.8291837,1.8308386
1.618,-1275.7715,1.1561962,-0.09473129,8.41,1.882654,1.8354027,1.8328252,1.8341032
1.62,-1279.185,1.1604803,-0.09491055,8.41,1.884178,1.8383752,1.8365601,1.8374567
1.622,-1282.6051,1.1639676,-0.09509073,8.41,1.885757,1.8414211,1.8403752,1.8408871
1.624,-1286.0316,1.1666416,-0.09527187,8.41,1.887386,1.8445305,1.8442575,1.8443829
1.626,-1289.4646,1.1684871,-0.09545357,8.41,1.8890587,1.8476913,1.8481923,1.8479307
1.628,-1292.9043,1.1694926,-0.09563561,8.41,1.8907688,1.8508922,1.8521652,1.8515177
1.63,-1296.3506,1.1696494,-0.09581776,8.41,1.8925102,1.8541211,1.8561615,1.8551304
1.632,-1299.8033,1.168952,-0.0959998,8.41,1.8942764,1.8573662,1.8601665,1.8587558
1.634,-1303.2626,1.167398,-0.09618149,8.41,1.8960607,1.8606155,1.8641654,1.8623803
1.636,-1306.7285,1.1649883,-0.0963626,8.41,1.8978564,1.8638567,1.8681432,1.8659902
1.638,-1310.2008,1.1617268,-0.09654287,8.41,1.8996565,1.8670775,1.872085,1.8695719
1.64,-1313.6797,1.1576221,-0.09672234,8.41,1.901456,1.8702675,1.8759776,1.8731138
1.642,-1317.165,1.1526843,-0.096900746,8.41,1.9032476,1.8734145,1.8798065,1.8766023
1.644,-1320.6567,1.1469276,-0.097077794,8.41,1.905024,1.876506,1.8835566,1.8800236
1.646,-1324.1549,1.140369,-0.09725327,8.41,1.9067785,1.8795302,1.8872137,1.8833649
1.648,-1327.6593,1.1330296,-0.09742696,8.41,1.908504,1.8824755,1.890764,1.8866135
1.65,-1331.1699,1.124933,-0.097598664,8.41,1.9101938,1.8853307,1.894194,1.8897567
1.652,-1334.6866,1.1161064,-0.09776818,8.41,1.9118414,1.8880845,1.8974905,1.8927826
1.654,-1338.2094,1.1065801,-0.097935304,8.41,1.9134399,1.8907264,1.9006407,1.8956792
1.656,-1341.7382,1.0963876,-0.098099895,8.41,1.9149834,1.8932463,1.903633,1.898436
1.658,-1345.2728,1.0855658,-0.09826197,8.41,1.9164684,1.8956368,1.9064584,1.9010445
1.66,-1348.8135,1.0741531,-0.098421216,8.41,1.917887,1.8978869,1.9091039,1.9034928
1.662,-1352.3595,1.0621912,-0.098577514,8.41,1.9192336,1.8999877,1.9115592,1.9057715
1.664,-1355.9114,1.0497246,-0.09873071,8.41,1.9205028,1.9019308,1.9138149,1.9078712
1.666,-1359.4686,1.0367996,-0.09888069,8.41,1.9216894,1.9037085,1.9158617,1.909784
1.668,-1363.0311,1.0234653,-0.09902734,8.41,1.9227885,1.9053134,1.9176917,1.9115018
1.67,-1366.5989,1.0097722,-0.09917056,8.41,1.9237955,1.9067389,1.9192971,1.9130175
1.672,-1370.1716,0.995773,-0.099310264,8.41,1.924706,1.9079791,1.9206712,1.9143249
1.674,-1373.7494,0.9815223,-0.099446386,8.41,1.9255183,1.9090307,1.9218102,1.9154203
1.676,-1377.3322,0.96707565,-0.09957887,8.41,1.9262288,1.909889,1.9227091,1.916299
1.678,-1380.9196,0.9524894,-0.099707685,8.41,1.9268336,1.9105496,1.9233632,1.9169564
1.68,-1384.5116,0.937821,-0.099832796,8.41,1.9273305,1.9110094,1.9237692,1.9173893
1.682,-1388.108,0.9231287,-0.099954195,8.41,1.9277169,1.9112663,1.9239252,1.9175955
1.684,-1391.7086,0.908471,-0.100071914,8.41,1.9279913,1.9113185,1.9238296,1.9175736
1.686,-1395.3136,0.89390653,-0.10018597,8.41,1.9281521,1.9111655,1.923482,1.9173229
1.688,-1398.9224,0.8794938,-0.100296415,8.41,1.9281985,1.9108069,1.9228829,1.9168437
1.69,-1402.535,0.86529106,-0.10040329,8.41,1.92813,1.9102439,1.922034,1.9161373
1.692,-1406.1516,0.85135627,-0.1005064,8.41,1.9279485,1.9094795,1.9209393,1.9152073
1.694,-1409.7719,0.83774585,-0.10060602,8.41,1.9276532,1.9085151,1.9196012,1.9140555
1.696,-1413.3956,0.82451516,-0.10070224,8.41,1.927245,1.9073539,1.918024,1.9126856
1.698,-1417.0227,0.8117185,-0.10079519,8.41,1.9267254,1.9059997,1.9162128,1.9111023
1.7,-1420.6531,0.7994084,-0.10088498,8.41,1.9260962,1.9044571,1.914174,1.9093109
1.702,-1424.2867,0.78763545,-0.100971796,8.41,1.9253596,1.9027318,1.9119145,1.9073179
1.704,-1427.9235,0.77644837,-0.1010558,8.41,1.9245185,1.9008298,1.9094424,1.9051301
1.706,-1431.5629,0.76589364,-0.1011372,8.41,1.9235758,1.898758,1.9067664,1.9027556
1.708,-1435.2053,0.75601524,-0.10121586,8.41,1.922535,1.8965238,1.903896,1.9002026
1.71,-1438.8505,0.7468545,-0.10129193,8.41,1.9213998,1.8941354,1.9008416,1.8974806
1.712,-1442.4985,0.7384497,-0.101365775,8.41,1.920175,1.8916017,1.8976146,1.8945997
1.714,-1446.1489,0.73083633,-0.1014376,8.41,1.9188648,1.8889322,1.8942268,1.8915706
1.716,-1449.8021,0.72404677,-0.10150763,8.41,1.9174746,1.8861371,1.890691,1.8884045
1.718,-1453.4576,0.71811,-0.101576105,8.41,1.9160099,1.8832269,1.8870206,1.8851138
1.72,-1457.1156,0.71305174,-0.10164329,8.41,1.9144762,1.8802129,1.8832295,1.8817109
1.722,-1460.776,0.70889413,-0.101709425,8.41,1.9128797,1.8771069,1.8793324,1.878209
1.724,-1464.4387,0.7056557,-0.10177478,8.41,1.9112267,1.8739208,1.8753444,1.8746217
1.726,-1468.1036,0.7033506,-0.101839036,8.41,1.9095213,1.8706648,1.8712789,1.8709608
1.728,-1471.7709,0.70199025,-0.10190281,8.41,1.9077718,1.8673533,1.8671532,1.8672422
1.73,-1475.4404,0.70158195,-0.10196637,8.41,1.9059852,1.8639996,1.8629838,1.8634808
1.732,-1479.1122,0.7021292,-0.102029964,8.41,1.9041687,1.8606169,1.8587877,1.8596914
1.734,-1482.7865,0.70363164,-0.102093846,8.41,1.9023297,1.857219,1.8545814,1.8558896
1.736,-1486.4628,0.706085,-0.10215828,8.41,1.9004756,1.8538198,1.8503826,1.852091
1.738,-1490.1416,0.7094815,-0.10222354,8.41,1.8986143,1.8504336,1.8462087,1.8483112
1.74,-1493.8229,0.71380913,-0.102289885,8.41,1.8967534,1.8470744,1.8420771,1.8445663
1.742,-1497.5063,0.7190515,-0.10235738,8.41,1.894899,1.8437545,1.8380038,1.8408703
1.744,-1501.1924,0.7251886,-0.10242617,8.41,1.8930578,1.8404874,1.8340052,1.837238
1.746,-1504.8807,0.73219806,-0.10249663,8.41,1.891239,1.8372879,1.8300999,1.8336862
1.748,-1508.5717,0.74005324,-0.10256899,8.41,1.8894503,1.8341701,1.8263048,1.8302305
