Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.196,34.403698,0.40000004,-9.790806e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.198,34.403698,0.40000004,-9.885109e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.2,34.403698,0.40000004,-9.979285e-10,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.202,34.403698,0.40000004,-1.0073334e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.204,34.403698,0.40000004,-1.0167255e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.206,34.403698,0.40000004,-1.0261049e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.208,34.403698,0.40000004,-1.0354715e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.21,34.403698,0.40000004,-1.0448253e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.212,34.403698,0.40000004,-1.0541664e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.214,34.403698,0.40000004,-1.0634947e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.216,34.403698,0.40000004,-1.0728104e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.218,34.403698,0.40000004,-1.0821132e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.22,34.403698,0.40000004,-1.0914033e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.222,34.403698,0.40000004,-1.1006807e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.224,34.403698,0.40000004,-1.1099451e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.226,34.403698,0.40000004,-1.119197e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.99598414
0.228,34.403698,0.40000004,-1.1284361e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.23,34.403698,0.40000004,-1.1376624e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.232,34.403698,0.40000004,-1.1468759e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.234,34.403698,0.40000004,-1.1560768e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.236,34.403698,0.40000004,-1.1652649e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.238,34.403698,0.40000004,-1.1744402e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.24,34.403698,0.40000004,-1.1836028e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.242,34.403698,0.40000004,-1.1927526e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.244,34.403698,0.40000004,-1.2018896e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.246,34.403698,0.40000004,-1.2110138e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.248,34.403698,0.40000004,-1.2201254e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.25,34.403698,0.40000004,-1.2292242e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.252,34.403698,0.40000004,-1.2383102e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.254,34.403698,0.40000004,-1.2473835e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.256,34.403698,0.40000004,-1.2564441e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.258,34.403698,0.40000004,-1.2654918e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.26,34.403698,0.40000004,-1.2745269e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.262,34.403698,0.40000004,-1.2835492e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.264,34.403698,0.40000004,-1.2894997e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.266,34.403698,0.40000004,-1.295216e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.268,34.403698,0.40000004,-1.3009324e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.27,34.403698,0.40000004,-1.3066487e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.272,34.403698,0.40000004,-1.3123651e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.274,34.403698,0.40000004,-1.3180814e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.276,34.403698,0.40000004,-1.3237977e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.278,34.403698,0.40000004,-1.329514e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.28,34.403698,0.40000004,-1.3352304e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.282,34.403698,0.40000004,-1.3409467e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.284,34.403698,0.40000004,-1.3466631e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.286,34.403698,0.40000004,-1.3523794e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.288,34.403698,0.40000004,-1.3580957e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.29,34.403698,0.40000004,-1.3638121e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.292,34.403698,0.40000004,-1.3695284e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.294,34.403698,0.40000004,-1.3752447e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.296,34.403698,0.40000004,-1.380961e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.298,34.403698,0.40000004,-1.3866774e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.3,34.403698,0.40000004,-1.3923938e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.302,34.403698,0.40000004,-1.3981101e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.304,34.403698,0.40000004,-1.4038264e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.306,34.403694,0.40000004,-1.4095427e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.308,34.403694,0.40000004,-1.415259e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.31,34.403694,0.40000004,-1.4209754e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.312,34.403694,0.40000004,-1.4266918e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.314,34.403694,0.40000004,-1.4324081e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.316,34.403694,0.40000004,-1.4381244e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.318,34.403694,0.40000004,-1.4438407e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.32,34.403694,0.40000004,-1.449557e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.322,34.403694,0.40000004,-1.4552735e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.324,34.403694,0.40000004,-1.4609898e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.326,34.403694,0.40000004,-1.4667061e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.328,34.403694,0.40000004,-1.4724224e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.33,34.403694,0.40000004,-1.4781387e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.332,34.403694,0.40000004,-1.483855e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.334,34.403694,0.40000004,-1.4895715e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.336,34.403694,0.40000004,-1.4952878e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.338,34.403694,0.40000004,-1.5010041e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.34,34.403694,0.40000004,-1.5067204e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.342,34.403694,0.40000004,-1.5124367e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.344,34.403694,0.40000004,-1.518153e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.346,34.403694,0.40000004,-1.5238694e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.348,34.403694,0.40000004,-1.5295858e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.35,34.403694,0.40000004,-1.5353021e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.352,34.403694,0.40000004,-1.5410184e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.354,34.403694,0.40000004,-1.5467347e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.356,34.403694,0.40000004,-1.5524511e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.358,34.403694,0.40000004,-1.5581674e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.36,34.403694,0.40000004,-1.5638838e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.362,34.403694,0.40000004,-1.5696001e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.364,34.403694,0.40000004,-1.5753164e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.366,34.403694,0.40000004,-1.5810327e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.368,34.403694,0.40000004,-1.5867491e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.37,34.403694,0.40000004,-1.5924654e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.372,34.403694,0.40000004,-1.5981818e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.374,34.403694,0.40000004,-1.6038981e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.376,34.403694,0.40000004,-1.6096144e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.378,34.403694,0.40000004,-1.6153308e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.38,34.403694,0.40000004,-1.6210471e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.382,34.403694,0.40000004,-1.6267634e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.384,34.403694,0.40000004,-1.6324797e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.386,34.403694,0.40000004,-1.6381961e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.388,34.403694,0.40000004,-1.6439125e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.39,34.403694,0.40000004,-1.6496288e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.392,34.403694,0.40000004,-1.6553451e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.394,34.403694,0.40000004,-1.6610614e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.396,34.403694,0.40000004,-1.6667777e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.398,34.40369,0.40000004,-1.6724941e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.4,34.40369,0.40000004,-1.6782105e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.402,34.40369,0.40000004,-1.6839268e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.404,34.40369,0.40000004,-1.6896431e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.406,34.40369,0.40000004,-1.6953594e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.408,34.40369,0.40000004,-1.7010757e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.41,34.40369,0.40000004,-1.7067922e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.412,34.40369,0.40000004,-1.7125085e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.414,34.40369,0.40000004,-1.7182248e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.416,34.40369,0.40000004,-1.7239411e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.418,34.40369,0.40000004,-1.7296574e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.42,34.40369,0.40000004,-1.7353737e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.422,34.40369,0.40000004,-1.7410902e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.424,34.40369,0.40000004,-1.7468065e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.426,34.40369,0.40000004,-1.7525228e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.428,34.40369,0.40000004,-1.7582391e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.43,34.40369,0.40000004,-1.7639554e-09,1.4314197,0.99999994,0.9919935,0.99999994,0.9959841
0.432,34.40369,0.40000004,-1.7696717e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.434,34.40369,0.40000004,-1.7753881e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.436,34.40369,0.40000004,-1.7811045e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.438,34.40369,0.40000004,-1.7868208e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.44,34.40369,0.40000004,-1.7925371e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.442,34.40369,0.40000004,-1.7982534e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.444,34.40369,0.40000004,-1.8039698e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.446,34.40369,0.40000004,-1.8096861e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.448,34.40369,0.40000004,-1.8154025e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.45,34.40369,0.40000004,-1.8211188e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.452,34.40369,0.40000004,-1.8268351e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.454,34.40369,0.40000004,-1.8325514e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.456,34.40369,0.40000004,-1.8382678e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.458,34.40369,0.40000004,-1.8439841e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.46,34.40369,0.40000004,-1.8497005e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.462,34.40369,0.40000004,-1.8554168e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.464,34.40369,0.40000004,-1.8611331e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.466,34.40369,0.40000004,-1.8668496e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.468,34.40369,0.40000004,-1.8725659e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.47,34.40369,0.40000004,-1.8782822e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.472,34.40369,0.40000004,-1.8839985e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.474,34.40369,0.40000004,-1.8897148e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.476,34.40369,0.40000004,-1.8954311e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.478,34.40369,0.40000004,-1.9011475e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.48,34.40369,0.40000004,-1.9068638e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.482,34.40369,0.40000004,-1.91258e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.484,34.40369,0.40000004,-1.9182964e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.486,34.40369,0.40000004,-1.9240127e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.488,34.40369,0.40000004,-1.929729e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.49,34.40369,0.40000004,-1.9354454e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.492,34.403687,0.40000004,-1.941162e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.494,34.403687,0.40000004,-1.9468782e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.496,34.403687,0.40000004,-1.9525945e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.498,34.403687,0.40000004,-1.9583108e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.5,34.403687,0.40000004,-1.9640272e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
0.502,34.403687,0.40000004,-1.9697435e-09,1.4314198,0.99999994,0.9919935,0.99999994,0.9959841
