Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,iEEET2.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
7.918,8.897589003247743,0.3991346430360808,0.4,-1.8927044344892508e-05,1.8281691835194704,1.0017566080277394,0.9442617634092829,0.9556742670165614,0.9482695130206789
7.92,8.896911335647996,0.3991097783192526,0.4,-1.8720190622408016e-05,1.828079768862981,1.0017429051315956,0.9442521962479601,0.9556671733195052,0.9482610744865405
7.922,8.896241218751587,0.3990850932907285,0.4,-1.8507567913116335e-05,1.827990949838477,1.0017291988543062,0.9442426333369326,0.9556600868867339,0.9482526422976195
7.924,8.895578859471785,0.3990605914201638,0.4,-1.828921914350348e-05,1.8279027262595282,1.0017154893835314,0.944233074921281,0.9556530079701875,0.9482442167144544
7.926,8.894924463162035,0.39903627613927717,0.4,-1.8065188042249236e-05,1.8278150979315078,1.0017017769067154,0.9442235212446086,0.9556459368198839,0.9482357979957596
7.928,8.89427823358725,0.3990121508414297,0.4,-1.7835519131238855e-05,1.8277280646516443,1.0016880616110755,0.9442139725490198,0.9556388736838931,0.9482273863983992
7.93,8.893640372895414,0.39898821888120467,0.4,-1.7600257716478543e-05,1.8276416262090764,1.0016743436835902,0.9442044290750943,0.9556318188083096,0.9482189821773589
7.932,8.893011081589512,0.39896448357400044,0.4,-1.7359449878914352e-05,1.827555782384908,1.0016606233109848,0.944194891061864,0.9556247724372262,0.94821058558572
7.934,8.892390558499809,0.3989409481956259,0.4,-1.7113142465157886e-05,1.8274705329522627,1.0016469006797213,0.9441853587467898,0.9556177348127074,0.9482021968746338
7.936,8.891779000756452,0.39891761598190584,0.4,-1.686138307811847e-05,1.82738587767634,1.0016331759759842,0.9441758323657389,0.9556107061747645,0.9481938162932952
7.938,8.89117660376241,0.3988944901282935,0.4,-1.6604220067545718e-05,1.8273018163144719,1.00161944938567,0.9441663121529611,0.9556036867613293,0.9481854440889173
