Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSDC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.403699900638316,0.4000000252477881,0.4,0.0,1.4314197089012368,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
0.002,34.40369990053214,0.4000000252451751,0.4,-5.8985365635653255e-12,1.4314197089012368,0.9999999913061285,0.991993537824973,0.9999999954927711,0.9959841726475221
0.004,34.403699900213645,0.40000002523737505,0.4,-1.1795304294992085e-11,1.4314197089012368,0.9999999913063403,0.9919935378251504,0.9999999954928763,0.9959841726476615
0.006,34.40369989968291,0.40000002522444666,0.4,-1.7689098453144767e-11,1.4314197089012366,0.999999991306693,0.9919935378254449,0.9999999954930512,0.9959841726478929
0.008,34.403699898940076,0.40000002520644823,0.4,-2.3578727848266638e-11,1.4314197089012362,0.9999999913071854,0.9919935378258559,0.9999999954932951,0.9959841726482157
0.01,34.403699897985305,0.4000000251834362,0.4,-2.946301505382137e-11,1.4314197089012348,0.9999999913078172,0.9919935378263823,0.9999999954936077,0.9959841726486294
0.012,34.403699896818814,0.40000002515546706,0.4,-3.534079575367497e-11,1.431419708901232,0.9999999913085874,0.9919935378270239,0.9999999954939889,0.9959841726491337
0.014,34.40369989544086,0.40000002512259614,0.4,-4.121091892151268e-11,1.4314197089012262,0.9999999913094957,0.99199353782778,0.9999999954944381,0.9959841726497278
0.016,34.40369989385173,0.40000002508487825,0.4,-4.70722464836217e-11,1.4314197089012164,0.9999999913105412,0.9919935378286492,0.9999999954949547,0.9959841726504112
0.018,34.403699892051776,0.4000000250423674,0.4,-5.292365316541408e-11,1.4314197089012006,0.999999991311723,0.9919935378296311,0.9999999954955383,0.9959841726511831
0.02,34.40369989004136,0.40000002499511744,0.4,-5.876402638766759e-11,1.4314197089011764,0.9999999913130408,0.9919935378307246,0.9999999954961887,0.9959841726520431
0.022,34.403699887820906,0.40000002494318143,0.4,-6.459226612818011e-11,1.431419708901141,0.9999999913144935,0.9919935378319293,0.9999999954969052,0.9959841726529904
0.024,34.40369988539087,0.40000002488661135,0.4,-7.040728480504067e-11,1.431419708901091,0.9999999913160801,0.9919935378332442,0.9999999954976875,0.9959841726540245
0.026,34.40369988275175,0.4000000248254594,0.4,-7.620800708208093e-11,1.4314197089010223,0.9999999913177998,0.9919935378346684,0.999999995498535,0.9959841726551449
0.028,34.403699879904075,0.4000000247597768,0.4,-8.199336989913833e-11,1.4314197089009308,0.999999991319652,0.9919935378362007,0.9999999954994471,0.9959841726563504
0.03,34.40369987684842,0.4000000246896152,0.4,-8.776232212619217e-11,1.4314197089008114,0.9999999913216359,0.991993537837841,0.9999999955004236,0.9959841726576409
