Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
2.462,119.30672,0.0019370987,0.020723915,0.27836287,3.0898786e-20,0.012824165,0.0064120824
2.464,120.05441,0.0019343856,0.020815019,0.27816787,2.452765e-19,0.012824165,0.0064120824
2.466,120.8054,0.0019316802,0.020906115,0.27797326,1.7903185e-31,0.012824165,0.0064120824
2.468,121.559654,0.0019289827,0.020997204,0.2777791,1.927623e-19,0.012824165,0.0064120824
2.47,122.3172,0.0019262928,0.021088287,0.27758536,2.4973916e-31,0.012824165,0.0064120824
2.472,123.07802,0.0019236102,0.021179361,0.27739203,1.1163318e-19,0.012824165,0.0064120824
2.474,123.84211,0.0019209352,0.021270428,0.2771991,3.5341496e-31,0.012824165,0.0064120824
2.476,124.60948,0.0019182675,0.021361487,0.27700654,1.4824179e-31,0.012824165,0.0064120824
2.478,125.380135,0.0019156069,0.021452539,0.27681437,1.8440544e-32,0.012824165,0.0064120824
2.48,126.154076,0.0019129534,0.021543581,0.2766226,2.3179888e-31,0.012824165,0.0064120824
2.482,126.93128,0.001910307,0.021634618,0.27643117,3.010046e-31,0.012824165,0.0064120824
2.484,127.711754,0.0019076675,0.021725647,0.2762401,3.3476783e-19,0.012824165,0.0064120824
2.486,128.49551,0.0019050348,0.021816669,0.27604944,2.4622264e-19,0.012824165,0.0064120824
2.488,129.28256,0.0019024087,0.021907682,0.27585912,3.0304925e-20,0.012824165,0.0064120824
2.49,130.07286,0.0018997893,0.021998689,0.27566913,1.167775e-19,0.012824165,0.0064120824
2.492,130.86647,0.0018971764,0.022089688,0.2754795,1.4484063e-31,0.012824165,0.0064120824
2.494,131.66333,0.00189457,0.022180678,0.2752902,7.551898e-20,0.012824165,0.0064120824
2.496,132.46347,0.0018919698,0.022271663,0.2751012,2.0450222e-32,0.012824165,0.0064120824
2.498,133.26689,0.0018893759,0.022362638,0.27491257,1.6244337e-31,0.012824165,0.0064120824
2.5,134.07358,0.001886788,0.022453608,0.27472425,6.007131e-32,0.012824165,0.0064120824
2.502,134.88354,0.0018842077,0.022544568,0.27453634,8.1493144e-33,0.012824165,0.0064120824
2.504,135.6968,0.001881637,0.022635523,0.27434897,1.2887188e-31,0.012824165,0.0064120824
2.506,136.5133,0.0018790726,0.022726469,0.27416196,1.1061209e-31,0.012824165,0.0064120824
2.508,137.3331,0.0018765144,0.022817407,0.27397528,2.5513814e-32,0.012824165,0.0064120824
2.51,138.15616,0.0018739625,0.022908337,0.27378893,7.690303e-32,0.012824165,0.0064120824
2.512,138.9825,0.0018714166,0.022999262,0.27360287,5.378203e-32,0.012824165,0.0064120824
2.514,139.8121,0.0018688767,0.023090178,0.27341715,1.00179443e-19,0.012824165,0.0064120824
2.516,140.64499,0.0018663428,0.023181086,0.27323174,8.8869354e-32,0.012824165,0.0064120824
2.518,141.48114,0.0018638148,0.023271987,0.2730466,1.5739927e-31,0.012824165,0.0064120824
2.52,142.32057,0.0018612925,0.02336288,0.2728618,2.9143544e-32,0.012824165,0.0064120824
2.522,143.16327,0.001858776,0.023453766,0.27267727,1.2232983e-19,0.012824165,0.0064120824
2.524,144.00925,0.0018562651,0.023544645,0.27249303,6.0819485e-31,0.012824165,0.0064120824
2.526,144.85849,0.0018537599,0.023635516,0.2723091,4.9157956e-31,0.012824165,0.0064120824
2.528,145.711,0.0018512601,0.02372638,0.27212542,5.2877065e-31,0.012824165,0.0064120824
2.53,146.56679,0.0018487656,0.023817236,0.27194205,2.1780785e-19,0.012824165,0.0064120824
2.532,147.42584,0.0018462767,0.023908082,0.2717589,1.5835772e-31,0.012824165,0.0064120824
2.534,148.28816,0.0018437929,0.023998924,0.27157608,2.3250223e-31,0.012824165,0.0064120824
2.536,149.15376,0.0018413144,0.024089757,0.27139348,1.4937606e-31,0.012824165,0.0064120824
2.538,150.02263,0.001838841,0.024180582,0.27121112,2.9811291e-31,0.012824165,0.0064120824
2.54,150.89476,0.0018363727,0.0242714,0.27102906,1.0494855e-30,0.012824165,0.0064120824
2.542,151.77017,0.0018339093,0.024362212,0.2708472,9.322047e-32,0.012824165,0.0064120824
2.544,152.64885,0.0018314508,0.024453014,0.2706656,4.961808e-32,0.012824165,0.0064120824
2.546,153.53078,0.0018289973,0.02454381,0.27048424,6.220617e-32,0.012824165,0.0064120824
2.548,154.416,0.0018265484,0.024634598,0.2703031,1.909921e-31,0.012824165,0.0064120824
2.55,155.30447,0.0018241043,0.02472538,0.2701222,1.769626e-31,0.012824165,0.0064120824
2.552,156.19623,0.0018216649,0.024816152,0.2699415,9.0204013e-20,0.012824165,0.0064120824
2.554,157.09123,0.0018192299,0.024906917,0.26976103,4.6924386e-20,0.012824165,0.0064120824
2.556,157.98953,0.001816801,0.024997676,0.2695809,6.926192e-33,0.012824165,0.0064120824
2.558,158.89107,0.0018143884,0.025088426,0.26940185,1.7255534e-32,0.012824165,0.0064120824
2.56,159.7959,0.0018119816,0.025179168,0.2692231,1.6394573e-31,0.012824165,0.0064120824
2.562,160.70396,0.0018095804,0.025269905,0.26904464,1.1825679e-31,0.012824165,0.0064120824
2.564,161.61533,0.0018071849,0.025360633,0.2688665,1.508722e-31,0.012824165,0.0064120824
2.566,162.52994,0.001804795,0.025451353,0.26868868,7.974202e-20,0.012824165,0.0064120824
2.568,163.44781,0.0018024108,0.025542066,0.26851115,3.1606043e-31,0.012824165,0.0064120824
2.57,164.36897,0.0018000321,0.02563277,0.2683339,2.528753e-31,0.012824165,0.0064120824
2.572,165.29338,0.0017976591,0.02572347,0.26815698,2.6347653e-31,0.012824165,0.0064120824
2.574,166.22105,0.0017952916,0.02581416,0.26798034,6.246359e-31,0.012824165,0.0064120824
2.576,167.152,0.0017929296,0.025904844,0.267804,3.8988972e-19,0.012824165,0.0064120824
2.578,168.0862,0.001790573,0.025995519,0.26762792,1.5132213e-31,0.012824165,0.0064120824
2.58,169.02368,0.001788222,0.026086187,0.26745218,4.037944e-31,0.012824165,0.0064120824
2.582,169.96442,0.0017858765,0.026176848,0.2672767,2.2076454e-31,0.012824165,0.0064120824
2.584,170.90842,0.0017835363,0.0262675,0.26710153,3.652616e-19,0.012824165,0.0064120824
2.586,171.85568,0.0017812015,0.026358146,0.26692665,9.432115e-31,0.012824165,0.0064120824
2.588,172.80621,0.0017788721,0.026448783,0.26675206,2.1121354e-19,0.012824165,0.0064120824
2.59,173.76,0.001776548,0.026539413,0.26657775,5.017479e-31,0.012824165,0.0064120824
2.592,174.71703,0.0017742292,0.026630037,0.26640373,6.8008376e-19,0.012824165,0.0064120824
2.594,175.67734,0.0017719158,0.026720652,0.26623,2.2224273e-19,0.012824165,0.0064120824
2.596,176.64091,0.0017696077,0.02681126,0.26605654,2.7030711e-31,0.012824165,0.0064120824
2.598,177.60776,0.0017673047,0.026901862,0.26588336,3.1717912e-19,0.012824165,0.0064120824
2.6,178.57785,0.0017650072,0.026992453,0.26571047,4.044539e-31,0.012824165,0.0064120824
2.602,179.55122,0.0017627146,0.02708304,0.26553786,2.6119194e-32,0.012824165,0.0064120824
2.604,180.52783,0.0017604274,0.027173618,0.2653655,1.2609296e-31,0.012824165,0.0064120824
2.606,181.50772,0.0017581453,0.027264187,0.26519346,1.0727491e-31,0.012824165,0.0064120824
2.608,182.49086,0.0017558682,0.02735475,0.26502168,4.608512e-32,0.012824165,0.0064120824
2.61,183.47725,0.0017535964,0.027445307,0.26485017,1.3660589e-32,0.012824165,0.0064120824
2.612,184.46692,0.001751332,0.027535854,0.2646791,3.4034382e-20,0.012824165,0.0064120824
2.614,185.45984,0.0017490729,0.027626395,0.26450834,4.369465e-20,0.012824165,0.0064120824
2.616,186.45602,0.0017468192,0.027716927,0.2643379,5.3108527e-20,0.012824165,0.0064120824
2.618,187.45546,0.0017445709,0.027807454,0.26416773,1.8969182e-19,0.012824165,0.0064120824
2.62,188.45816,0.0017423279,0.02789797,0.26399782,2.2458118e-31,0.012824165,0.0064120824
2.622,189.46411,0.0017400901,0.027988482,0.26382825,1.8908272e-31,0.012824165,0.0064120824
2.624,190.47333,0.0017378576,0.028078986,0.26365894,2.789955e-19,0.012824165,0.0064120824
2.626,191.48581,0.0017356303,0.028169481,0.26348993,1.5108221e-19,0.012824165,0.0064120824
2.628,192.50154,0.0017334083,0.028259968,0.26332122,2.822567e-30,0.012824165,0.0064120824
2.63,193.52052,0.0017311915,0.02835045,0.2631528,8.478453e-31,0.012824165,0.0064120824
2.632,194.54277,0.00172898,0.028440922,0.26298466,2.211138e-31,0.012824165,0.0064120824
2.634,195.56827,0.0017267736,0.02853139,0.2628168,1.9545549e-31,0.012824165,0.0064120824
2.636,196.59703,0.0017245724,0.028621847,0.26264924,5.878975e-31,0.012824165,0.0064120824
2.638,197.62904,0.0017223764,0.028712299,0.26248196,2.2604207e-19,0.012824165,0.0064120824
2.64,198.6643,0.0017201856,0.028802741,0.26231498,1.5309953e-30,0.012824165,0.0064120824
2.642,199.70284,0.0017179999,0.028893176,0.26214826,2.8017534e-31,0.012824165,0.0064120824
2.644,200.74461,0.0017158194,0.028983606,0.26198184,1.6064408e-19,0.012824165,0.0064120824
2.646,201.78966,0.001713644,0.029074026,0.26181573,8.27336e-31,0.012824165,0.0064120824
2.648,202.83795,0.0017114737,0.029164439,0.26164988,5.915398e-19,0.012824165,0.0064120824
2.65,203.8895,0.0017093085,0.029254846,0.26148432,1.1394326e-30,0.012824165,0.0064120824
2.652,204.94429,0.0017071484,0.029345244,0.26131904,3.0607797e-31,0.012824165,0.0064120824
2.654,206.00237,0.0017049934,0.029435635,0.26115406,1.8326505e-32,0.012824165,0.0064120824
2.656,207.06366,0.0017028435,0.02952602,0.26098934,1.1755112e-31,0.012824165,0.0064120824
2.658,208.12823,0.0017006985,0.029616395,0.26082492,1.3893839e-31,0.012824165,0.0064120824
2.66,209.19604,0.0016985587,0.029706763,0.2606608,1.5339823e-31,0.012824165,0.0064120824
2.662,210.26712,0.0016964239,0.029797124,0.26049694,1.1936202e-19,0.012824165,0.0064120824
2.664,211.34143,0.0016942942,0.029887479,0.26033336,1.168912e-32,0.012824165,0.0064120824
2.666,212.419,0.0016921684,0.029977825,0.26016998,6.990813e-20,0.012824165,0.0064120824
2.668,213.49985,0.0016900472,0.030068163,0.26000687,8.482805e-32,0.012824165,0.0064120824
2.67,214.58392,0.0016879309,0.030158494,0.25984403,8.8911137e-32,0.012824165,0.0064120824
2.672,215.67126,0.0016858194,0.030248819,0.25968146,6.4283454e-32,0.012824165,0.0064120824
2.674,216.76184,0.0016837126,0.030339135,0.25951916,4.655826e-19,0.012824165,0.0064120824
2.676,217.85568,0.0016816107,0.030429443,0.25935712,4.4788023e-31,0.012824165,0.0064120824
2.678,218.95276,0.0016795136,0.030519744,0.25919533,1.1922439e-31,0.012824165,0.0064120824
2.68,220.0531,0.0016774213,0.030610038,0.25903383,7.281607e-19,0.012824165,0.0064120824
2.682,221.15668,0.0016753337,0.030700326,0.2588726,2.5116997e-31,0.012824165,0.0064120824
2.684,222.2635,0.0016732508,0.030790605,0.25871164,2.1292134e-19,0.012824165,0.0064120824
2.686,223.37361,0.0016711727,0.030880876,0.2585509,5.166568e-31,0.012824165,0.0064120824
2.688,224.48694,0.0016690992,0.03097114,0.2583905,2.0837074e-19,0.012824165,0.0064120824
2.69,225.60353,0.0016670305,0.031061396,0.2582303,8.482376e-19,0.012824165,0.0064120824
2.692,226.72336,0.0016649665,0.031151647,0.25807038,6.425461e-19,0.012824165,0.0064120824
2.694,227.84644,0.0016629071,0.031241888,0.25791073,1.0847985e-30,0.012824165,0.0064120824
2.696,228.97278,0.0016608523,0.031332124,0.25775135,1.2416404e-18,0.012824165,0.0064120824
2.698,230.10236,0.0016588022,0.03142235,0.2575922,6.454004e-19,0.012824165,0.0064120824
2.7,231.23518,0.0016567566,0.03151257,0.25743333,5.8703287e-19,0.012824165,0.0064120824
2.702,232.37126,0.0016547157,0.03160278,0.25727472,3.1687409e-31,0.012824165,0.0064120824
2.704,233.51059,0.0016526794,0.031692985,0.25711638,2.9318022e-32,0.012824165,0.0064120824
2.706,234.65315,0.0016506477,0.031783182,0.25695828,3.1009941e-19,0.012824165,0.0064120824
2.708,235.79898,0.0016486206,0.03187337,0.25680044,6.7132744e-20,0.012824165,0.0064120824
2.71,236.94803,0.0016465979,0.031963553,0.25664288,2.4975868e-19,0.012824165,0.0064120824
2.712,238.10034,0.0016445798,0.032053728,0.25648555,1.6008457e-19,0.012824165,0.0064120824
2.714,239.2559,0.0016425662,0.032143895,0.2563285,3.7969733e-19,0.012824165,0.0064120824
2.716,240.41472,0.0016405571,0.032234058,0.25617167,1.6458188e-19,0.012824165,0.0064120824
2.718,241.57677,0.0016385525,0.03232421,0.25601512,2.8173955e-32,0.012824165,0.0064120824
2.72,242.74205,0.001636552,0.032414354,0.25585878,2.1758353e-31,0.012824165,0.0064120824
2.722,243.9106,0.0016345556,0.03250449,0.25570267,7.298725e-31,0.012824165,0.0064120824
2.724,245.08238,0.0016325635,0.03259462,0.2555468,1.5702546e-31,0.012824165,0.0064120824
2.726,246.25742,0.0016305757,0.032684743,0.25539118,3.3705423e-19,0.012824165,0.0064120824
2.728,247.43568,0.0016285924,0.03277486,0.25523582,2.3915117e-30,0.012824165,0.0064120824
2.73,248.61719,0.0016266133,0.03286497,0.2550807,5.50393e-30,0.012824165,0.0064120824
2.732,249.80196,0.0016246386,0.03295507,0.25492582,4.471465e-31,0.012824165,0.0064120824
2.734,250.98997,0.0016226681,0.03304516,0.25477117,1.4532193e-30,0.012824165,0.0064120824
2.736,252.18121,0.0016207019,0.033135246,0.25461677,1.1931571e-30,0.012824165,0.0064120824
2.738,253.3757,0.0016187399,0.033225324,0.2544626,2.307852e-30,0.012824165,0.0064120824
2.74,254.57344,0.0016167822,0.033315394,0.25430867,3.2712224e-18,0.012824165,0.0064120824
2.742,255.77441,0.0016148287,0.03340546,0.25415498,2.26555e-18,0.012824165,0.0064120824
2.744,256.97864,0.0016128793,0.033495516,0.25400156,9.7597525e-31,0.012824165,0.0064120824
2.746,258.1861,0.0016109343,0.033585563,0.25384834,1.999586e-30,0.012824165,0.0064120824
2.748,259.3968,0.0016089933,0.033675604,0.25369537,1.4032747e-18,0.012824165,0.0064120824
2.75,260.61075,0.0016070566,0.033765636,0.25354263,2.4404004e-18,0.012824165,0.0064120824
2.752,261.82794,0.0016051239,0.033855665,0.25339013,4.2049506e-30,0.012824165,0.0064120824
2.754,263.04834,0.0016031954,0.033945683,0.25323787,3.2510183e-18,0.012824165,0.0064120824
2.756,264.272,0.001601271,0.034035694,0.25308585,2.2788952e-30,0.012824165,0.0064120824
2.758,265.4989,0.0015993507,0.034125697,0.25293404,8.5754265e-30,0.012824165,0.0064120824
2.76,266.72906,0.0015974345,0.034215696,0.25278246,1.0871477e-18,0.012824165,0.0064120824
2.762,267.96246,0.0015955224,0.034305684,0.25263113,3.6792936e-30,0.012824165,0.0064120824
2.764,269.19907,0.0015936143,0.034395665,0.25248003,8.299001e-31,0.012824165,0.0064120824
2.766,270.43893,0.0015917103,0.03448564,0.25232914,4.9279864e-19,0.012824165,0.0064120824
2.768,271.68204,0.0015898102,0.034575608,0.25217852,3.199957e-18,0.012824165,0.0064120824
2.77,272.92838,0.0015879142,0.034665566,0.25202808,2.6085453e-30,0.012824165,0.0064120824
2.772,274.17798,0.0015860222,0.034755517,0.2518779,3.2108058e-18,0.012824165,0.0064120824
2.774,275.43076,0.0015841342,0.034845464,0.25172794,1.7858646e-30,0.012824165,0.0064120824
2.776,276.68683,0.0015822501,0.0349354,0.25157818,1.3758921e-30,0.012824165,0.0064120824
2.778,277.94614,0.0015803699,0.03502533,0.25142866,5.5424638e-30,0.012824165,0.0064120824
2.78,279.20865,0.0015784937,0.035115253,0.25127938,3.529422e-30,0.012824165,0.0064120824
2.782,280.47443,0.0015766214,0.035205167,0.2511303,5.3720637e-30,0.012824165,0.0064120824
2.784,281.74344,0.0015747531,0.035295077,0.25098148,2.9344125e-30,0.012824165,0.0064120824
2.786,283.01566,0.0015728886,0.035384975,0.25083286,1.5318123e-30,0.012824165,0.0064120824
2.788,284.29117,0.001571028,0.035474867,0.25068444,8.410847e-31,0.012824165,0.0064120824
2.79,285.56985,0.0015691713,0.035564754,0.25053626,3.583144e-30,0.012824165,0.0064120824
2.792,286.85184,0.0015673183,0.03565463,0.2503883,6.463385e-30,0.012824165,0.0064120824
2.794,288.137,0.0015654693,0.035744503,0.25024056,3.946281e-19,0.012824165,0.0064120824
2.796,289.4254,0.0015636241,0.035834365,0.25009304,4.598774e-31,0.012824165,0.0064120824
2.798,290.7171,0.0015617827,0.035924222,0.24994573,1.5284441e-30,0.012824165,0.0064120824
2.8,292.012,0.001559945,0.03601407,0.24979864,2.2963808e-18,0.012824165,0.0064120824
2.802,293.3101,0.0015581112,0.03610391,0.24965177,5.3906847e-30,0.012824165,0.0064120824
2.804,294.61145,0.0015562811,0.036193743,0.24950512,1.0990869e-18,0.012824165,0.0064120824
2.806,295.91605,0.0015544548,0.03628357,0.24935867,8.18489e-31,0.012824165,0.0064120824
2.808,297.22388,0.0015526322,0.036373388,0.24921244,5.2135977e-30,0.012824165,0.0064120824
2.81,298.5349,0.0015508133,0.0364632,0.24906643,5.4755467e-31,0.012824165,0.0064120824
2.812,299.8492,0.0015489982,0.036553003,0.24892062,2.5977274e-30,0.012824165,0.0064120824
2.814,301.16675,0.0015471868,0.0366428,0.24877504,3.0194675e-30,0.012824165,0.0064120824
2.816,302.4875,0.0015453789,0.03673259,0.24862964,7.656348e-19,0.012824165,0.0064120824
2.818,303.8115,0.0015435749,0.03682237,0.24848448,8.1368506e-19,0.012824165,0.0064120824
2.82,305.13873,0.0015417744,0.036912147,0.24833952,5.1647725e-32,0.012824165,0.0064120824
2.822,306.46918,0.0015399776,0.037001915,0.24819477,9.632095e-31,0.012824165,0.0064120824
2.824,307.80286,0.0015381845,0.037091672,0.24805023,2.1683278e-30,0.012824165,0.0064120824
2.826,309.13977,0.0015363949,0.037181426,0.2479059,5.2498136e-32,0.012824165,0.0064120824
2.828,310.47992,0.0015346092,0.03727117,0.24776179,4.416676e-32,0.012824165,0.0064120824
2.83,311.8233,0.0015328282,0.03736091,0.24761797,3.8152406e-32,0.012824165,0.0064120824
2.832,313.16992,0.0015310509,0.037450638,0.24747437,4.421442e-31,0.012824165,0.0064120824
2.834,314.51974,0.0015292772,0.03754036,0.247331,3.485206e-31,0.012824165,0.0064120824
2.836,315.8728,0.0015275072,0.037630077,0.24718781,5.521168e-31,0.012824165,0.0064120824
2.838,317.22913,0.0015257407,0.037719786,0.24704485,4.7322774e-31,0.012824165,0.0064120824
2.84,318.58865,0.001523978,0.037809487,0.2469021,2.0576925e-30,0.012824165,0.0064120824
2.842,319.9514,0.0015222187,0.03789918,0.24675955,3.9522866e-31,0.012824165,0.0064120824
2.844,321.3174,0.0015204631,0.037988868,0.2466172,2.4344318e-18,0.012824165,0.0064120824
2.846,322.6866,0.0015187111,0.038078547,0.24647507,1.2180358e-18,0.012824165,0.0064120824
2.848,324.05905,0.0015169627,0.038168214,0.24633315,1.9802228e-29,0.012824165,0.0064120824
2.85,325.43472,0.0015152177,0.03825788,0.24619144,2.8653904e-31,0.012824165,0.0064120824
2.852,326.81363,0.0015134764,0.038347535,0.24604993,5.9480357e-31,0.012824165,0.0064120824
2.854,328.19577,0.0015117385,0.038437184,0.24590863,7.738159e-30,0.012824165,0.0064120824
2.856,329.58112,0.0015100043,0.03852683,0.24576753,8.765737e-18,0.012824165,0.0064120824
2.858,330.9697,0.0015082734,0.038616464,0.24562664,5.432678e-33,0.012824165,0.0064120824
2.86,332.36148,0.0015065462,0.03870609,0.24548596,1.5267101e-18,0.012824165,0.0064120824
2.862,333.7565,0.0015048224,0.03879571,0.24534547,1.0631334e-18,0.012824165,0.0064120824
2.864,335.1548,0.0015031021,0.03888532,0.2452052,3.982287e-30,0.012824165,0.0064120824
2.866,336.55627,0.0015013852,0.038974926,0.24506512,1.088495e-18,0.012824165,0.0064120824
2.868,337.961,0.001499672,0.039064523,0.24492525,7.6233033e-31,0.012824165,0.0064120824
2.87,339.3689,0.001497962,0.039154116,0.24478558,1.0840541e-18,0.012824165,0.0064120824
2.872,340.7801,0.0014962555,0.039243698,0.2446461,8.11957e-30,0.012824165,0.0064120824
2.874,342.1945,0.0014945525,0.039333273,0.24450684,6.2238893e-18,0.012824165,0.0064120824
2.876,343.61206,0.0014928528,0.03942284,0.24436776,2.149169e-18,0.012824165,0.0064120824
2.878,345.0329,0.0014911566,0.039512403,0.2442289,3.561328e-18,0.012824165,0.0064120824
2.88,346.45697,0.0014894638,0.039601956,0.24409023,2.3636926e-18,0.012824165,0.0064120824
2.882,347.88425,0.0014877744,0.0396915,0.24395177,1.0158863e-30,0.012824165,0.0064120824
2.884,349.31476,0.0014860884,0.03978104,0.2438135,1.754984e-30,0.012824165,0.0064120824
2.886,350.7485,0.0014844057,0.03987057,0.24367543,4.232537e-18,0.012824165,0.0064120824
2.888,352.18546,0.0014827264,0.039960098,0.24353755,4.4354086e-18,0.012824165,0.0064120824
2.89,353.6256,0.0014810504,0.040049613,0.24339987,2.9312516e-30,0.012824165,0.0064120824
2.892,355.06903,0.0014793777,0.040139124,0.2432624,2.1279223e-18,0.012824165,0.0064120824
2.894,356.51562,0.0014777085,0.040228624,0.24312511,5.4544364e-30,0.012824165,0.0064120824
2.896,357.96548,0.0014760426,0.04031812,0.24298802,5.8025286e-30,0.012824165,0.0064120824
2.898,359.41855,0.0014743798,0.040407605,0.24285112,4.8850045e-19,0.012824165,0.0064120824
2.9,360.87482,0.0014727204,0.040497087,0.24271442,3.1468298e-18,0.012824165,0.0064120824
2.902,362.33432,0.0014710644,0.04058656,0.24257791,5.4497095e-18,0.012824165,0.0064120824
2.904,363.79706,0.0014694115,0.040676024,0.24244161,1.613515e-30,0.012824165,0.0064120824
2.906,365.263,0.001467762,0.040765483,0.24230549,3.203405e-18,0.012824165,0.0064120824
2.908,366.73218,0.0014661157,0.040854935,0.24216956,3.1717496e-18,0.012824165,0.0064120824
2.91,368.20456,0.0014644727,0.04094438,0.24203382,3.217422e-18,0.012824165,0.0064120824
2.912,369.68018,0.0014628329,0.041033816,0.24189828,1.348843e-30,0.012824165,0.0064120824
2.914,371.15903,0.0014611963,0.04112324,0.24176294,2.1120556e-31,0.012824165,0.0064120824
2.916,372.64105,0.001459563,0.041212663,0.24162777,1.0938671e-18,0.012824165,0.0064120824
2.918,374.1263,0.001457933,0.041302077,0.24149281,2.068485e-30,0.012824165,0.0064120824
2.92,375.6148,0.001456306,0.041391484,0.24135803,1.181884e-18,0.012824165,0.0064120824
2.922,377.1065,0.0014546823,0.041480884,0.24122344,9.041892e-30,0.012824165,0.0064120824
2.924,378.60144,0.0014530617,0.041570276,0.24108903,3.217895e-30,0.012824165,0.0064120824
2.926,380.09958,0.0014514443,0.04165966,0.24095482,8.444919e-31,0.012824165,0.0064120824
2.928,381.60092,0.0014498301,0.041749038,0.2408208,5.7933833e-19,0.012824165,0.0064120824
2.93,383.1055,0.0014482191,0.041838408,0.24068695,8.316357e-19,0.012824165,0.0064120824
2.932,384.61328,0.0014466112,0.04192777,0.2405533,1.778922e-19,0.012824165,0.0064120824
2.934,386.1243,0.0014450065,0.04201713,0.24041985,1.2770201e-30,0.012824165,0.0064120824
2.936,387.63852,0.0014434048,0.042106476,0.24028657,2.0668939e-32,0.012824165,0.0064120824
2.938,389.15598,0.0014418068,0.042195816,0.24015352,2.9701572e-19,0.012824165,0.0064120824
2.94,390.67664,0.0014402119,0.042285148,0.24002066,2.9392103e-19,0.012824165,0.0064120824
2.942,392.2005,0.0014386203,0.042374477,0.239888,2.119587e-31,0.012824165,0.0064120824
2.944,393.7276,0.0014370317,0.042463794,0.23975551,3.206746e-31,0.012824165,0.0064120824
2.946,395.25787,0.0014354462,0.04255311,0.23962322,1.8556357e-31,0.012824165,0.0064120824
2.948,396.79144,0.0014338639,0.04264241,0.2394911,1.2024656e-18,0.012824165,0.0064120824
2.95,398.32816,0.0014322846,0.04273171,0.23935919,6.747905e-31,0.012824165,0.0064120824
2.952,399.8681,0.0014307084,0.042820998,0.23922744,5.6102768e-30,0.012824165,0.0064120824
2.954,401.41125,0.0014291354,0.04291028,0.2390959,1.5287891e-30,0.012824165,0.0064120824
2.956,402.95764,0.0014275654,0.042999554,0.23896453,2.7009449e-18,0.012824165,0.0064120824
2.958,404.50726,0.0014259984,0.043088824,0.23883334,4.7812836e-32,0.012824165,0.0064120824
2.96,406.06006,0.0014244345,0.043178085,0.23870234,1.6273147e-18,0.012824165,0.0064120824
2.962,407.6161,0.0014228737,0.043267336,0.23857152,3.6459793e-18,0.012824165,0.0064120824
2.964,409.1753,0.0014213158,0.043356583,0.23844089,7.5639906e-30,0.012824165,0.0064120824
2.966,410.73776,0.0014197611,0.04344582,0.23831043,3.215144e-30,0.012824165,0.0064120824
2.968,412.3034,0.0014182093,0.043535054,0.23818016,1.0943276e-18,0.012824165,0.0064120824
2.97,413.87225,0.0014166605,0.04362428,0.23805007,3.4621227e-18,0.012824165,0.0064120824
2.972,415.44434,0.0014151147,0.043713495,0.23792017,4.1761395e-29,0.012824165,0.0064120824
2.974,417.01962,0.001413572,0.043802705,0.23779044,1.9825733e-30,0.012824165,0.0064120824
2.976,418.59814,0.0014120322,0.043891907,0.2376609,6.118887e-30,0.012824165,0.0064120824
2.978,420.17987,0.0014104954,0.0439811,0.23753153,1.1952238e-30,0.012824165,0.0064120824
2.98,421.7648,0.0014089616,0.04407029,0.23740235,2.2005356e-18,0.012824165,0.0064120824
2.982,423.35294,0.0014074307,0.04415947,0.23727334,5.4167897e-30,0.012824165,0.0064120824
2.984,424.94427,0.0014059028,0.04424864,0.23714451,2.4942525e-30,0.012824165,0.0064120824
2.986,426.53885,0.0014043779,0.044337805,0.23701586,4.259441e-18,0.012824165,0.0064120824
2.988,428.1366,0.0014028559,0.044426966,0.2368874,4.8754236e-18,0.012824165,0.0064120824
2.99,429.73758,0.0014013367,0.044516116,0.2367591,8.433977e-18,0.012824165,0.0064120824
2.992,431.34177,0.0013998206,0.04460526,0.23663098,1.3731729e-30,0.012824165,0.0064120824
2.994,432.94916,0.0013983073,0.044694398,0.23650303,6.1119975e-31,0.012824165,0.0064120824
2.996,434.55975,0.0013967969,0.044783525,0.23637527,1.3335431e-29,0.012824165,0.0064120824
2.998,436.17355,0.0013952894,0.04487265,0.23624769,2.5218132e-30,0.012824165,0.0064120824
3.0,437.7906,0.0013937849,0.04496176,0.23612028,2.5549366e-30,0.012824165,0.0064120824
3.002,439.41083,0.0013922831,0.04505087,0.23599304,8.639246e-30,0.012824165,0.0064120824
3.004,441.03424,0.0013907844,0.045139972,0.235866,1.1306116e-29,0.012824165,0.0064120824
3.006,442.66092,0.0013892885,0.045229062,0.23573911,4.719791e-18,0.012824165,0.0064120824
3.008,444.29074,0.0013877953,0.04531815,0.23561239,5.22952e-30,0.012824165,0.0064120824
3.01,445.92383,0.0013863051,0.04540723,0.23548587,4.2488992e-18,0.012824165,0.0064120824
3.012,447.5601,0.0013848176,0.0454963,0.23535949,4.9851312e-30,0.012824165,0.0064120824
3.014,449.19955,0.0013833331,0.045585364,0.2352333,5.3411292e-30,0.012824165,0.0064120824
3.016,450.84222,0.0013818514,0.04567442,0.23510729,3.351804e-30,0.012824165,0.0064120824
3.018,452.4881,0.0013803726,0.04576347,0.23498145,5.7235862e-30,0.012824165,0.0064120824
3.02,454.1372,0.0013788964,0.045852512,0.23485577,2.2898e-30,0.012824165,0.0064120824
3.022,455.7895,0.0013774232,0.045941547,0.23473027,3.2649381e-18,0.012824165,0.0064120824
