Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,36.640795779154985,0.40000002710138155,0.4,0.0,0.9999999923153072,0.9919935384147066,0.9999999958885789,0.9959841731407024
0.002,36.640795779041014,0.40000002709859506,0.4,-6.331585061543471e-12,0.9999999923153765,0.991993538414766,0.9999999958886139,0.9959841731407489
0.004,36.640795778699136,0.4000000270903499,0.4,-1.2661286392808913e-11,0.9999999923155585,0.9919935384149283,0.9999999958887084,0.9959841731408752
0.006,36.64079577812944,0.4000000270768087,0.4,-1.898784811236425e-11,0.9999999923158169,0.9919935384151706,0.9999999958888474,0.9959841731410624
0.008,36.64079577733206,0.40000002705812515,0.4,-2.531005127487713e-11,0.9999999923161185,0.9919935384154721,0.9999999958890173,0.9959841731412935
0.01,36.64079577630718,0.40000002703444376,0.4,-3.162671189969088e-11,0.9999999923164326,0.9919935384158137,0.9999999958892057,0.9959841731415524
0.012,36.64079577505501,0.40000002700590037,0.4,-3.7936678917257746e-11,0.999999992316731,0.9919935384161779,0.999999995889401,0.995984173141825
0.014,36.640795773575825,0.4000000269726242,0.4,-4.4238832251756095e-11,0.9999999923169891,0.9919935384165485,0.999999995889593,0.9959841731420979
0.016,36.640795771869925,0.4000000269347364,0.4,-5.053208113932732e-11,0.9999999923171834,0.9919935384169113,0.9999999958897721,0.9959841731423591
0.018,36.64079576993764,0.40000002689235115,0.4,-5.6815362450636077e-11,0.9999999923172924,0.9919935384172526,0.9999999958899294,0.9959841731425977
0.02,36.64079576777935,0.40000002684557723,0.4,-6.308763922311049e-11,0.9999999923172976,0.9919935384175602,0.9999999958900571,0.9959841731428035
0.022,36.640795765395474,0.400000026794517,0.4,-6.934789914778769e-11,0.9999999923171811,0.9919935384178236,0.9999999958901482,0.9959841731429678
0.024,36.64079576278646,0.4000000267392673,0.4,-7.559515344309463e-11,0.9999999923169272,0.9919935384180322,0.9999999958901958,0.995984173143082
0.026,36.64079575995279,0.4000000266799206,0.4,-8.182843535034018e-11,0.999999992316522,0.9919935384181772,0.9999999958901945,0.9959841731431388
0.028,36.640795756894995,0.40000002661656475,0.4,-8.8046799297157e-11,0.9999999923159524,0.9919935384182503,0.9999999958901385,0.9959841731431315
0.03,36.64079575361362,0.4000000265492826,0.4,-9.424931977776712e-11,0.9999999923152066,0.9919935384182441,0.9999999958900233,0.9959841731430538
0.032,36.64079575010924,0.4000000264781531,0.4,-1.0043509028512737e-10,0.999999992314275,0.9919935384181521,0.9999999958898446,0.9959841731429003
0.034,36.640795746382494,0.4000000264032521,0.4,-1.0660322241168324e-10,0.999999992313148,0.991993538417968,0.9999999958895984,0.9959841731426665
0.036,36.64079574243403,0.40000002632465087,0.4,-1.127528450733368e-10,0.9999999923118172,0.9919935384176867,0.9999999958892812,0.9959841731423473
0.038,36.64079573826452,0.400000026242419,0.4,-1.1888310370531333e-10,0.9999999923102756,0.991993538417303,0.99999999588889,0.9959841731419392
0.04,36.64079573387469,0.40000002615662195,0.4,-1.249931595401703e-10,0.9999999923085168,0.9919935384168133,0.9999999958884221,0.9959841731414387
0.042,36.64079572926527,0.400000026067322,0.4,-1.3108218880582568e-10,0.9999999923065349,0.9919935384162132,0.9999999958878751,0.9959841731408428
0.044,36.64079572443704,0.40000002597457984,0.4,-1.3714938232132943e-10,0.9999999923043255,0.9919935384154999,0.999999995887247,0.9959841731401488
0.046,36.64079571939079,0.4000000258784536,0.4,-1.4319394468408354e-10,0.999999992301884,0.9919935384146703,0.9999999958865358,0.9959841731393541
0.048,36.64079571412735,0.40000002577899846,0.4,-1.4921509390019986e-10,0.9999999922992072,0.991993538413722,0.9999999958857401,0.9959841731384571
0.05,36.64079570864759,0.4000000256762688,0.4,-1.5521206076843019e-10,0.999999992296292,0.9919935384126529,0.9999999958848584,0.995984173137456
0.052,36.64079570295238,0.40000002557031566,0.4,-1.6118408846296788e-10,0.9999999922931357,0.9919935384114611,0.9999999958838899,0.9959841731363492
0.054,36.64079569704264,0.400000025461189,0.4,-1.6713043215732108e-10,0.9999999922897369,0.9919935384101451,0.9999999958828334,0.9959841731351355
0.056,36.640795690919305,0.4000000253489375,0.4,-1.730503584903851e-10,0.9999999922860936,0.9919935384087041,0.9999999958816883,0.9959841731338143
0.058,36.64079568458334,0.4000000252336076,0.4,-1.7894314530704477e-10,0.9999999922822049,0.9919935384071366,0.999999995880454,0.9959841731323844
0.06,36.64079567803574,0.4000000251152446,0.4,-1.8480808121935946e-10,0.9999999922780701,0.9919935384054419,0.99999999587913,0.9959841731308454
0.062,36.6407956712775,0.40000002499389237,0.4,-1.9064446538175172e-10,0.9999999922736891,0.9919935384036198,0.9999999958777163,0.9959841731291972
0.064,36.640795664309685,0.4000000248695937,0.4,-1.964516070846171e-10,0.9999999922690613,0.99199353840167,0.9999999958762125,0.9959841731274391
0.066,36.640795657133346,0.40000002474239066,0.4,-2.0222882561381702e-10,0.9999999922641872,0.9919935383995923,0.9999999958746189,0.9959841731255714
0.068,36.64079564974957,0.40000002461232337,0.4,-2.0797544991562317e-10,0.9999999922590675,0.9919935383973867,0.9999999958729352,0.9959841731235942
0.07,36.64079564215949,0.40000002447943156,0.4,-2.1369081832218797e-10,0.9999999922537028,0.9919935383950533,0.9999999958711618,0.9959841731215076
0.072,36.64079563436422,0.4000000243437543,0.4,-2.1937427846507867e-10,0.999999992248094,0.9919935383925926,0.9999999958692992,0.995984173119312
0.074,36.640795626364934,0.4000000242053293,0.4,-2.250251869380602e-10,0.9999999922422426,0.991993538390005,0.9999999958673473,0.9959841731170076
0.076,36.640795618162805,0.40000002406419377,0.4,-2.3064290916091094e-10,0.9999999922361497,0.9919935383872911,0.999999995865307,0.9959841731145951
0.078,36.640795609759046,0.4000000239203846,0.4,-2.362268192864721e-10,0.999999992229817,0.9919935383844517,0.9999999958631786,0.9959841731120751
0.08,36.64079560115489,0.400000023773937,0.4,-2.417762999347648e-10,0.999999992223246,0.9919935383814874,0.9999999958609627,0.9959841731094484
0.082,36.64079559235158,0.40000002362488635,0.4,-2.4729074209355414e-10,0.9999999922164389,0.9919935383783991,0.99999999585866,0.9959841731067155
0.084,36.64079558335039,0.40000002347326785,0.4,-2.527695450016202e-10,0.9999999922093976,0.9919935383751879,0.9999999958562711,0.9959841731038775
0.086,36.640795574152605,0.4000000233191149,0.4,-2.582121159174614e-10,0.9999999922021237,0.9919935383718546,0.9999999958537967,0.9959841731009353
0.088,36.64079556475956,0.4000000231624623,0.4,-2.636178701971144e-10,0.9999999921946203,0.9919935383684005,0.9999999958512378,0.9959841730978896
0.09,36.640795555172566,0.40000002300334264,0.4,-2.6898623106934185e-10,0.9999999921868891,0.991993538364827,0.9999999958485952,0.9959841730947416
0.092,36.640795545393004,0.40000002284178915,0.4,-2.7431662953187375e-10,0.9999999921789324,0.9919935383611347,0.9999999958458695,0.9959841730914922
0.094,36.640795535422235,0.40000002267783447,0.4,-2.79608504390317e-10,0.9999999921707532,0.9919935383573252,0.9999999958430619,0.9959841730881427
0.096,36.64079552526166,0.4000000225115112,0.4,-2.848613019749793e-10,0.9999999921623536,0.9919935383533999,0.9999999958401732,0.9959841730846941
0.098,36.640795514912696,0.40000002234285037,0.4,-2.9007447619923367e-10,0.9999999921537361,0.9919935383493599,0.9999999958372042,0.9959841730811475
0.1,36.640795504376776,0.40000002217188496,0.4,-2.952474885119623e-10,0.9999999921449042,0.9919935383452069,0.9999999958341562,0.9959841730775043
0.102,36.64079549365536,0.4000000219986455,0.4,-3.003798077635341e-10,0.9999999921358597,0.9919935383409421,0.9999999958310299,0.9959841730737654
0.104,36.64079548274992,0.400000021823164,0.4,-3.0547091026633107e-10,0.999999992126606,0.9919935383365669,0.9999999958278265,0.9959841730699323
