Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,gGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.48,28.849682,0.40003675,0.40003675,-3.080869e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.482,28.849682,0.40003675,0.40003675,-3.0850323e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.484,28.849682,0.40003675,0.40003675,-3.0891957e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.486,28.849682,0.40003675,0.40003675,-3.093359e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.488,28.849682,0.40003675,0.40003675,-3.0975224e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.49,28.849682,0.40003675,0.40003675,-3.1016854e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.492,28.849682,0.40003675,0.40003675,-3.1058488e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.494,28.849682,0.40003675,0.40003675,-3.110012e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.496,28.849682,0.40003675,0.40003675,-3.1141755e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.498,28.849682,0.40003675,0.40003675,-3.118339e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.5,28.849682,0.40003675,0.40003675,-3.1225023e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.502,28.849682,0.40003675,0.40003675,-3.1266656e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.504,28.849682,0.40003675,0.40003675,-3.130829e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.506,28.849682,0.40003675,0.40003675,-3.1349924e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.508,28.849682,0.40003675,0.40003675,-3.1391557e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.51,28.849682,0.40003675,0.40003675,-3.143319e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.512,28.849682,0.40003675,0.40003675,-3.147482e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.514,28.849682,0.40003675,0.40003675,-3.1516455e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.516,28.849682,0.40003675,0.40003675,-3.155809e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.518,28.849682,0.40003675,0.40003675,-3.1599722e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.52,28.849682,0.40003675,0.40003675,-3.1641356e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.522,28.849682,0.40003675,0.40003675,-3.168299e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.524,28.849682,0.40003675,0.40003675,-3.1724623e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.526,28.849682,0.40003675,0.40003675,-3.1766257e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.528,28.849682,0.40003675,0.40003675,-3.180789e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.53,28.849682,0.40003675,0.40003675,-3.1849524e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.532,28.849682,0.40003675,0.40003675,-3.1891158e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.534,28.849682,0.40003675,0.40003675,-3.193279e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.536,28.849682,0.40003675,0.40003675,-3.1974422e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.538,28.849682,0.40003675,0.40003675,-3.2016055e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.54,28.849682,0.40003675,0.40003675,-3.205769e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.542,28.849682,0.40003675,0.40003675,-3.2099323e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.544,28.849682,0.40003675,0.40003675,-3.2140956e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.546,28.849682,0.40003675,0.40003675,-3.218259e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.548,28.849682,0.40003675,0.40003675,-3.2224224e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.55,28.849682,0.40003675,0.40003675,-3.2265857e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.552,28.849682,0.40003675,0.40003675,-3.230749e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.554,28.849682,0.40003675,0.40003675,-3.2349125e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.556,28.849682,0.40003675,0.40003675,-3.2390758e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.558,28.849682,0.40003675,0.40003675,-3.243239e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.56,28.849682,0.40003675,0.40003675,-3.2474022e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.562,28.849682,0.40003675,0.40003675,-3.2515656e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.564,28.849682,0.40003675,0.40003675,-3.255729e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.566,28.849682,0.40003675,0.40003675,-3.2598923e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.568,28.849682,0.40003675,0.40003675,-3.2640557e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.57,28.849682,0.40003675,0.40003675,-3.268219e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.572,28.849682,0.40003675,0.40003675,-3.2723824e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.574,28.849682,0.40003675,0.40003675,-3.2765458e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.576,28.849682,0.40003675,0.40003675,-3.280709e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.578,28.849682,0.40003675,0.40003675,-3.2848725e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.58,28.849682,0.40003675,0.40003675,-3.2890356e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.582,28.849682,0.40003675,0.40003675,-3.293199e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.584,28.849682,0.40003675,0.40003675,-3.2973623e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.586,28.849682,0.40003675,0.40003675,-3.3015256e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.588,28.849682,0.40003675,0.40003675,-3.305689e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.59,28.849682,0.40003675,0.40003675,-3.3098524e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.592,28.849682,0.40003675,0.40003675,-3.3140157e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.594,28.849682,0.40003675,0.40003675,-3.318179e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.596,28.849682,0.40003675,0.40003675,-3.3223425e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.598,28.849682,0.40003675,0.40003675,-3.326506e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.6,28.849682,0.40003675,0.40003675,-3.3306692e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.602,28.849682,0.40003675,0.40003675,-3.3348326e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.604,28.849682,0.40003675,0.40003675,-3.3389956e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.606,28.849682,0.40003675,0.40003675,-3.343159e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.608,28.849682,0.40003675,0.40003675,-3.3473223e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.61,28.849682,0.40003675,0.40003675,-3.3514857e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.612,28.849682,0.40003675,0.40003675,-3.355649e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.614,28.849682,0.40003675,0.40003675,-3.3598124e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.616,28.849682,0.40003675,0.40003675,-3.3639758e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.618,28.849682,0.40003675,0.40003675,-3.368139e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.62,28.849682,0.40003675,0.40003675,-3.3723025e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.622,28.849682,0.40003675,0.40003675,-3.376466e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.624,28.849682,0.40003675,0.40003675,-3.3806293e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.626,28.849682,0.40003675,0.40003675,-3.3847923e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.628,28.849682,0.40003675,0.40003675,-3.3889557e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.63,28.849682,0.40003675,0.40003675,-3.393119e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.632,28.849682,0.40003675,0.40003675,-3.3972824e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.634,28.849682,0.40003675,0.40003675,-3.4014458e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.636,28.849682,0.40003675,0.40003675,-3.405609e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.638,28.849682,0.40003675,0.40003675,-3.4097725e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.64,28.849682,0.40003675,0.40003675,-3.413936e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.642,28.849682,0.40003675,0.40003675,-3.4180992e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.644,28.849682,0.40003675,0.40003675,-3.4222626e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.646,28.849682,0.40003675,0.40003675,-3.426426e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.648,28.849682,0.40003675,0.40003675,-3.430589e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.65,28.849682,0.40003675,0.40003675,-3.4347524e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.652,28.849682,0.40003675,0.40003675,-3.4389157e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.654,28.849682,0.40003675,0.40003675,-3.443079e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.656,28.849682,0.40003675,0.40003675,-3.4472424e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.658,28.849682,0.40003675,0.40003675,-3.4514058e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.66,28.849682,0.40003675,0.40003675,-3.4555692e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.662,28.849682,0.40003675,0.40003675,-3.4597325e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.664,28.849682,0.40003675,0.40003675,-3.463896e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.666,28.849682,0.40003675,0.40003675,-3.4680593e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.668,28.849682,0.40003675,0.40003675,-3.4722226e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.67,28.849682,0.40003675,0.40003675,-3.476386e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.672,28.849682,0.40003675,0.40003675,-3.480549e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.674,28.849682,0.40003675,0.40003675,-3.4847124e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.676,28.849682,0.40003675,0.40003675,-3.4888758e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.678,28.849682,0.40003675,0.40003675,-3.493039e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.68,28.849682,0.40003675,0.40003675,-3.4972025e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.682,28.849682,0.40003675,0.40003675,-3.501366e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.684,28.849682,0.40003675,0.40003675,-3.5055292e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.686,28.849682,0.40003675,0.40003675,-3.5096926e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.688,28.849682,0.40003675,0.40003675,-3.513856e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.69,28.849682,0.40003675,0.40003675,-3.5180193e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.692,28.849682,0.40003675,0.40003675,-3.5221827e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.694,28.849682,0.40003675,0.40003675,-3.5263457e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.696,28.849682,0.40003675,0.40003675,-3.530509e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.698,28.849682,0.40003675,0.40003675,-3.5346725e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.7,28.849682,0.40003675,0.40003675,-3.5388358e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.702,28.849682,0.40003675,0.40003675,-3.5429992e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.704,28.849682,0.40003675,0.40003675,-3.5471626e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.706,28.849682,0.40003675,0.40003675,-3.551326e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.708,28.849682,0.40003675,0.40003675,-3.5554893e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.71,28.849682,0.40003675,0.40003675,-3.5596527e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.712,28.849682,0.40003675,0.40003675,-3.563816e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.714,28.849682,0.40003675,0.40003675,-3.5679794e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.716,28.849682,0.40003675,0.40003675,-3.5721424e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.718,28.849682,0.40003675,0.40003675,-3.5763058e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.72,28.849682,0.40003675,0.40003675,-3.580469e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.722,28.849682,0.40003675,0.40003675,-3.5846325e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.724,28.849682,0.40003675,0.40003675,-3.588796e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.726,28.849682,0.40003675,0.40003675,-3.5929592e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.728,28.849682,0.40003675,0.40003675,-3.5971226e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.73,28.849682,0.40003675,0.40003675,-3.601286e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.732,28.849682,0.40003675,0.40003675,-3.6054493e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.734,28.849682,0.40003675,0.40003675,-3.6096127e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.736,28.849682,0.40003675,0.40003675,-3.613776e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.738,28.849682,0.40003675,0.40003675,-3.6179394e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.74,28.849682,0.40003675,0.40003675,-3.6221025e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.742,28.849682,0.40003675,0.40003675,-3.626266e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.744,28.849682,0.40003675,0.40003675,-3.6304292e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.746,28.849682,0.40003675,0.40003675,-3.6345926e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.748,28.849682,0.40003675,0.40003675,-3.638756e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.75,28.849682,0.40003675,0.40003675,-3.6429193e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.752,28.849682,0.40003675,0.40003675,-3.6470827e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.754,28.849682,0.40003675,0.40003675,-3.651246e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.756,28.849682,0.40003675,0.40003675,-3.6554094e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.758,28.849682,0.40003675,0.40003675,-3.6595728e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.76,28.849682,0.40003675,0.40003675,-3.663736e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.762,28.849682,0.40003675,0.40003675,-3.667899e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.764,28.849682,0.40003675,0.40003675,-3.6720625e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.766,28.849682,0.40003675,0.40003675,-3.676226e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.768,28.849682,0.40003675,0.40003675,-3.6803893e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.77,28.849682,0.40003675,0.40003675,-3.6845526e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.772,28.849682,0.40003675,0.40003675,-3.688716e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.774,28.849682,0.40003675,0.40003675,-3.6928794e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.776,28.849682,0.40003675,0.40003675,-3.6970427e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.778,28.849682,0.40003675,0.40003675,-3.701206e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.78,28.849682,0.40003675,0.40003675,-3.7053695e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.782,28.849682,0.40003675,0.40003675,-3.7095328e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.784,28.849682,0.40003675,0.40003675,-3.7136962e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.786,28.849682,0.40003675,0.40003675,-3.7178592e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.788,28.849682,0.40003675,0.40003675,-3.7220226e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.79,28.849682,0.40003675,0.40003675,-3.726186e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.792,28.849682,0.40003675,0.40003675,-3.7303493e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.794,28.849682,0.40003675,0.40003675,-3.7345127e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.796,28.849682,0.40003675,0.40003675,-3.738676e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.798,28.849682,0.40003675,0.40003675,-3.7428394e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.8,28.849682,0.40003675,0.40003675,-3.7470028e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.802,28.849682,0.40003675,0.40003675,-3.751166e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.804,28.849682,0.40003675,0.40003675,-3.7553295e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.806,28.849682,0.40003675,0.40003675,-3.759493e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.808,28.849682,0.40003675,0.40003675,-3.763656e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.81,28.849682,0.40003675,0.40003675,-3.7678193e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.812,28.849682,0.40003675,0.40003675,-3.7719826e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.814,28.849682,0.40003675,0.40003675,-3.776146e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.816,28.849682,0.40003675,0.40003675,-3.7803094e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.818,28.849682,0.40003675,0.40003675,-3.7844727e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.82,28.849682,0.40003675,0.40003675,-3.788636e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.822,28.849682,0.40003675,0.40003675,-3.7927995e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.824,28.849682,0.40003675,0.40003675,-3.7969628e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.826,28.849682,0.40003675,0.40003675,-3.8011262e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.828,28.849682,0.40003675,0.40003675,-3.8052896e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.83,28.849682,0.40003675,0.40003675,-3.8094526e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.832,28.849682,0.40003675,0.40003675,-3.813616e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.834,28.849682,0.40003675,0.40003675,-3.8177793e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.836,28.849682,0.40003675,0.40003675,-3.8219427e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.838,28.849682,0.40003675,0.40003675,-3.826106e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.84,28.849682,0.40003675,0.40003675,-3.8302694e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.842,28.849682,0.40003675,0.40003675,-3.8344328e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.844,28.849682,0.40003675,0.40003675,-3.838596e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.846,28.849682,0.40003675,0.40003675,-3.8427595e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.848,28.849682,0.40003675,0.40003675,-3.846923e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.85,28.849682,0.40003675,0.40003675,-3.8510862e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.852,28.849682,0.40003675,0.40003675,-3.8552496e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.854,28.849682,0.40003675,0.40003675,-3.8594126e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.856,28.849682,0.40003675,0.40003675,-3.863576e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.858,28.849682,0.40003675,0.40003675,-3.8677394e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.86,28.849682,0.40003675,0.40003675,-3.8719027e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.862,28.849682,0.40003675,0.40003675,-3.876066e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.864,28.849682,0.40003675,0.40003675,-3.8802295e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.866,28.849682,0.40003675,0.40003675,-3.884393e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.868,28.849682,0.40003675,0.40003675,-3.8885562e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.87,28.849682,0.40003675,0.40003675,-3.8927196e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.872,28.849682,0.40003675,0.40003675,-3.896883e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.874,28.849682,0.40003675,0.40003675,-3.9010463e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.876,28.849682,0.40003675,0.40003675,-3.9052093e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.878,28.849682,0.40003675,0.40003675,-3.9093727e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.88,28.849682,0.40003675,0.40003675,-3.913536e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.882,28.849682,0.40003675,0.40003675,-3.9176994e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.884,28.849682,0.40003675,0.40003675,-3.9218628e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.886,28.849682,0.40003675,0.40003675,-3.9260262e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.888,28.849682,0.40003675,0.40003675,-3.9301895e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.89,28.849682,0.40003675,0.40003675,-3.934353e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.892,28.849682,0.40003675,0.40003675,-3.9385163e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.894,28.849682,0.40003675,0.40003675,-3.9426796e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.896,28.849682,0.40003675,0.40003675,-3.946843e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.898,28.849682,0.40003675,0.40003675,-3.951006e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.9,28.849682,0.40003675,0.40003675,-3.9551694e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.902,28.849682,0.40003675,0.40003675,-3.9593328e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.904,28.849682,0.40003675,0.40003675,-3.963496e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.906,28.849682,0.40003675,0.40003675,-3.9676595e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.908,28.849682,0.40003675,0.40003675,-3.971823e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.91,28.849682,0.40003675,0.40003675,-3.9759862e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.912,28.849682,0.40003675,0.40003675,-3.9801496e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.914,28.849682,0.40003675,0.40003675,-3.984313e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.916,28.849682,0.40003675,0.40003675,-3.9884763e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.918,28.849682,0.40003675,0.40003675,-3.9926397e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.92,28.849682,0.40003675,0.40003675,-3.996803e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.922,28.849682,0.40003675,0.40003675,-4.000966e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.924,28.849682,0.40003675,0.40003675,-4.0051294e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.926,28.849682,0.40003675,0.40003675,-4.0092928e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.928,28.849682,0.40003675,0.40003675,-4.0134562e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.93,28.849682,0.40003675,0.40003675,-4.0176195e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.932,28.849682,0.40003675,0.40003675,-4.021783e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.934,28.849682,0.40003675,0.40003675,-4.0259463e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
1.936,28.849682,0.40003675,0.40003675,-4.0301096e-17,0.40003675,0.9999942,0.99198985,0.9999976,0.99598116
