Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.676,34.403667,0.4,-8.331062e-10,4.858722e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.678,34.403667,0.4,-8.3037577e-10,4.8771436e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.68,34.403667,0.4,-8.276453e-10,4.8955653e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.682,34.403667,0.4,-8.2491486e-10,4.913987e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.684,34.403667,0.4,-8.2218443e-10,4.9324087e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.686,34.403667,0.4,-8.1945395e-10,4.9508304e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.688,34.403667,0.4,-8.167235e-10,4.969252e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.69,34.403667,0.4,-8.1399304e-10,4.987674e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.692,34.403667,0.4,-8.112626e-10,5.0060955e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.694,34.403667,0.4,-8.0853213e-10,5.0245172e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.696,34.403667,0.4,-8.058017e-10,5.042939e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.698,34.403667,0.4,-8.030712e-10,5.0613607e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.7,34.403667,0.4,-8.003408e-10,5.0797824e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.702,34.403667,0.4,-7.976103e-10,5.0982045e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.704,34.403667,0.4,-7.948799e-10,5.1166262e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.706,34.403667,0.4,-7.921494e-10,5.135048e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.708,34.403667,0.4,-7.89419e-10,5.1534697e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.71,34.403667,0.4,-7.866885e-10,5.1718914e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.712,34.403667,0.4,-7.8395807e-10,5.190313e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.714,34.403667,0.4,-7.812276e-10,5.2087348e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.716,34.403667,0.39999998,-7.7849716e-10,5.2271565e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.718,34.403667,0.39999998,-7.757667e-10,5.245578e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.72,34.403667,0.39999998,-7.7303625e-10,5.264e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.722,34.403667,0.39999998,-7.7030576e-10,5.2824216e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.724,34.403667,0.39999998,-7.6757534e-10,5.3008433e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.726,34.403667,0.39999998,-7.6484485e-10,5.319265e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.728,34.403667,0.39999998,-7.621144e-10,5.3376867e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.73,34.403667,0.39999998,-7.5938394e-10,5.3561084e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.732,34.403667,0.39999998,-7.566535e-10,5.37453e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.734,34.403667,0.39999998,-7.5392304e-10,5.392952e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.736,34.403667,0.39999998,-7.511926e-10,5.411374e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.738,34.403667,0.39999998,-7.484621e-10,5.4297957e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.74,34.403667,0.39999998,-7.457317e-10,5.4482174e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.742,34.403667,0.39999998,-7.430012e-10,5.466639e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.744,34.403667,0.39999998,-7.402708e-10,5.485061e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.746,34.403667,0.39999998,-7.375403e-10,5.5034826e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.748,34.403667,0.39999998,-7.348099e-10,5.5219043e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.75,34.403667,0.39999998,-7.320794e-10,5.540326e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.752,34.403667,0.39999998,-7.2934897e-10,5.5587477e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.754,34.403667,0.39999998,-7.266185e-10,5.5771694e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.756,34.403667,0.39999998,-7.2388806e-10,5.595591e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.758,34.403667,0.39999998,-7.211576e-10,5.614013e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.76,34.403667,0.39999998,-7.1842715e-10,5.6324345e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.762,34.403667,0.39999998,-7.1569667e-10,5.6508562e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.764,34.403667,0.39999998,-7.1296624e-10,5.669278e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.766,34.403667,0.39999998,-7.1023576e-10,5.6876996e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.768,34.403667,0.39999998,-7.0750533e-10,5.7061214e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.77,34.403667,0.39999998,-7.0477485e-10,5.7245435e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.772,34.403667,0.39999998,-7.020444e-10,5.742965e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.774,34.403667,0.39999998,-6.9931394e-10,5.761387e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.776,34.403667,0.39999998,-6.965835e-10,5.7798086e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.778,34.403667,0.39999998,-6.9385303e-10,5.7982303e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.78,34.403667,0.39999998,-6.911226e-10,5.816652e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.782,34.403667,0.39999998,-6.883921e-10,5.8350738e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.784,34.403667,0.39999998,-6.856617e-10,5.8534955e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.786,34.403667,0.39999998,-6.829312e-10,5.871917e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.788,34.403667,0.39999998,-6.802008e-10,5.890339e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.79,34.403667,0.39999998,-6.774703e-10,5.9087606e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.792,34.403667,0.39999998,-6.747399e-10,5.9271823e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.794,34.403667,0.39999998,-6.720094e-10,5.945604e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.796,34.403667,0.39999998,-6.6927897e-10,5.9640257e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.798,34.403667,0.39999998,-6.665485e-10,5.9824474e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.8,34.403667,0.39999998,-6.6381806e-10,6.000869e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.802,34.403667,0.39999998,-6.610876e-10,6.019291e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.804,34.403667,0.39999998,-6.5835715e-10,6.037713e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.806,34.403667,0.39999998,-6.5562666e-10,6.0561347e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.808,34.403667,0.39999998,-6.5289624e-10,6.0745564e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.81,34.403667,0.39999998,-6.5016575e-10,6.092978e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.812,34.403667,0.39999998,-6.474353e-10,6.1114e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.814,34.403667,0.39999998,-6.4470485e-10,6.1298215e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.816,34.403667,0.39999998,-6.419744e-10,6.1482432e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.818,34.403667,0.39999998,-6.3924394e-10,6.166665e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.82,34.403667,0.39999998,-6.365135e-10,6.1850867e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.822,34.403667,0.39999998,-6.33783e-10,6.2035084e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.824,34.403667,0.39999998,-6.310526e-10,6.22193e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.826,34.403667,0.39999998,-6.283221e-10,6.240352e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.828,34.403667,0.39999998,-6.255917e-10,6.2587735e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.83,34.403667,0.39999998,-6.228612e-10,6.277195e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.832,34.403667,0.39999998,-6.201308e-10,6.295617e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.834,34.403667,0.39999998,-6.174003e-10,6.3140386e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.836,34.403667,0.39999998,-6.1466987e-10,6.3324603e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.838,34.403667,0.39999998,-6.119394e-10,6.3508825e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.84,34.403667,0.39999998,-6.0920896e-10,6.369304e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.842,34.403667,0.39999998,-6.064785e-10,6.387726e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.844,34.403667,0.39999998,-6.0374805e-10,6.4061476e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.846,34.403667,0.39999998,-6.0101757e-10,6.4245693e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.848,34.403667,0.39999998,-5.9828714e-10,6.442991e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.85,34.403667,0.39999998,-5.9555666e-10,6.4614127e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.852,34.403667,0.39999998,-5.9282623e-10,6.4798344e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.854,34.403667,0.39999998,-5.9009575e-10,6.498256e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.856,34.403667,0.39999998,-5.873653e-10,6.516678e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.858,34.403667,0.39999998,-5.846349e-10,6.5350996e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.86,34.403667,0.39999998,-5.819044e-10,6.5535213e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.862,34.403667,0.39999998,-5.79174e-10,6.571943e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.864,34.403667,0.39999998,-5.764435e-10,6.5903647e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.866,34.403667,0.39999998,-5.737131e-10,6.6087864e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.868,34.403667,0.39999998,-5.709826e-10,6.627208e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.87,34.403667,0.39999998,-5.6825217e-10,6.6456303e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.872,34.403667,0.39999998,-5.655217e-10,6.664052e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.874,34.403667,0.39999998,-5.6279126e-10,6.6824737e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.876,34.403667,0.39999998,-5.600608e-10,6.7008954e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.878,34.403667,0.39999998,-5.5733035e-10,6.719317e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.88,34.403667,0.39999998,-5.5459987e-10,6.737739e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.882,34.403667,0.39999998,-5.5186944e-10,6.7561605e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.884,34.403667,0.39999998,-5.4913896e-10,6.7745822e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.886,34.403667,0.39999998,-5.4640853e-10,6.793004e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.888,34.403667,0.39999998,-5.4367805e-10,6.8114256e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.89,34.403667,0.39999998,-5.409476e-10,6.8298474e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.892,34.403667,0.39999998,-5.3821714e-10,6.848269e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.894,34.403667,0.39999998,-5.354867e-10,6.8666908e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.896,34.403667,0.39999998,-5.3275623e-10,6.8851125e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.898,34.403667,0.39999998,-5.300258e-10,6.903534e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.9,34.403667,0.39999998,-5.272953e-10,6.921956e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.902,34.403667,0.39999998,-5.245649e-10,6.9403776e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.904,34.403667,0.39999998,-5.218344e-10,6.9587998e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.906,34.403667,0.39999998,-5.19104e-10,6.9772215e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.908,34.403667,0.39999998,-5.163735e-10,6.995643e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.91,34.403667,0.39999998,-5.136431e-10,7.014065e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.912,34.403667,0.39999998,-5.109126e-10,7.0324866e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.914,34.403667,0.39999998,-5.0818216e-10,7.0509083e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.916,34.403667,0.39999998,-5.054517e-10,7.06933e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.918,34.403667,0.39999998,-5.0272125e-10,7.0877517e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.92,34.403667,0.39999998,-4.9999077e-10,7.1061734e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.922,34.403667,0.39999998,-4.9726034e-10,7.124595e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.924,34.403667,0.39999998,-4.9452986e-10,7.143017e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.926,34.403667,0.39999998,-4.9179943e-10,7.1614386e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.928,34.403667,0.39999998,-4.8906895e-10,7.1798603e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.93,34.403667,0.39999998,-4.863385e-10,7.198282e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.932,34.403667,0.39999998,-4.8360804e-10,7.2167037e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.934,34.403667,0.39999998,-4.808776e-10,7.2351254e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.936,34.403667,0.39999998,-4.7814713e-10,7.253547e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.938,34.403667,0.39999998,-4.754167e-10,7.2719692e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.94,34.403667,0.39999998,-4.726862e-10,7.290391e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.942,34.403667,0.39999998,-4.699558e-10,7.3088127e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.944,34.403667,0.39999998,-4.672253e-10,7.3272344e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.946,34.403667,0.39999998,-4.644949e-10,7.345656e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.948,34.403667,0.39999998,-4.6176443e-10,7.364078e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.95,34.403667,0.39999998,-4.5903398e-10,7.3824995e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.952,34.403667,0.39999998,-4.5630352e-10,7.400921e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.954,34.403667,0.39999998,-4.5357307e-10,7.419343e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.956,34.403667,0.39999998,-4.508426e-10,7.4377646e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.958,34.403667,0.39999998,-4.4811216e-10,7.456187e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.96,34.403667,0.39999998,-4.453817e-10,7.4746085e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.962,34.403667,0.39999998,-4.4265125e-10,7.49303e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.964,34.403667,0.39999998,-4.399208e-10,7.511452e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.966,34.403667,0.39999998,-4.3719034e-10,7.529874e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.968,34.403664,0.39999998,-4.3445988e-10,7.548295e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.97,34.403664,0.39999998,-4.3172943e-10,7.566717e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.972,34.403664,0.39999998,-4.2899898e-10,7.585139e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.974,34.403664,0.39999998,-4.2626852e-10,7.6035604e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.976,34.403664,0.39999998,-4.2353807e-10,7.621982e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.978,34.403664,0.39999998,-4.208076e-10,7.640404e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.98,34.403664,0.39999998,-4.1807716e-10,7.658826e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.982,34.403664,0.39999998,-4.153467e-10,7.677247e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.984,34.403664,0.39999998,-4.1261625e-10,7.695669e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.986,34.403664,0.39999998,-4.098858e-10,7.714091e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.988,34.403664,0.39999998,-4.0715534e-10,7.732512e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.99,34.403664,0.39999998,-4.0442488e-10,7.750934e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.992,34.403664,0.39999998,-4.0169443e-10,7.769356e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.994,34.403664,0.39999998,-3.9896397e-10,7.7877775e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.996,34.403664,0.39999998,-3.9623352e-10,7.806199e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.998,34.403664,0.39999998,-3.9350306e-10,7.824621e-09,0.99999994,0.9919934,0.9999999,0.9959841
2.0,34.403664,0.39999998,-3.907726e-10,7.843043e-09,0.99999994,0.9919934,0.9999999,0.9959841
2.0,34.403664,0.050378893,-3.907726e-10,7.843043e-09,0.58651894,0.1598131,0.059244867,1e-10
2.002,34.40514,0.04920938,8.182032e-05,0.0623813,0.5786062,0.15767977,0.058565136,1e-10
2.0021045,34.405296,0.049149927,8.610612e-05,0.06535059,0.57820195,0.15757078,0.058530442,1e-10
2.0021045,34.405296,0.049149927,8.610612e-05,0.06535059,0.57820195,0.15757078,0.058530442,1e-10
2.004,34.409557,0.04810086,0.00016389978,0.1,0.57103443,0.15563875,0.05791601,1e-10
2.006,34.416943,0.04704843,0.00024622405,0.1,0.5637789,0.15368333,0.05729519,1e-10
2.008,34.427288,0.046048425,0.00032878033,0.1,0.5568218,0.15180872,0.056701038,1e-10
2.01,34.440613,0.04509786,0.0004115567,0.1,0.5501496,0.15001123,0.0561323,1e-10
2.012,34.456924,0.044194043,0.00049454195,0.1,0.5437499,0.14828743,0.05558785,1e-10
2.014,34.476223,0.043334447,0.0005777254,0.1,0.53761095,0.1466342,0.05506661,1e-10
2.016,34.498524,0.042516705,0.00066109706,0.1,0.53172165,0.1450485,0.054567575,1e-10
2.018,34.523827,0.04173862,0.0007446477,0.1,0.52607155,0.1435275,0.054089785,1e-10
2.02,34.552143,0.04099794,0.0008283672,0.1,0.5206494,0.14206813,0.05363223,1e-10
2.022,34.583473,0.040291682,0.0009122398,0.1,0.51543796,0.14066578,0.053193387,1e-10
2.024,34.617832,0.039619606,0.0009962688,0.1,0.51044,0.13932112,0.052773435,1e-10
2.026,34.65522,0.038978677,0.0010804379,0.1,0.50563705,0.1380292,0.052370757,1e-10
2.028,34.695637,0.038368687,0.0011647498,0.1,0.50103146,0.1367906,0.05198551,1e-10
2.03,34.739094,0.037786774,0.0012491888,0.1,0.49660525,0.13560052,0.051616125,1e-10
2.032,34.78559,0.037232697,0.0013337568,0.1,0.49236012,0.13445936,0.0512627,1e-10
2.034,34.835136,0.036703937,0.0014184401,0.1,0.48827997,0.13336277,0.050923828,1e-10
2.036,34.88773,0.036200404,0.0015032412,0.1,0.4843671,0.13231139,0.050599676,1e-10
2.0376017,34.932053,0.035813857,0.0015712361,0.1,0.48134452,0.13149938,0.050349854,1e-10
2.0376017,34.932053,0.035813857,0.0015712361,0.1,0.48134452,0.13149938,0.050349854,1e-10
2.038,34.94338,0.035720132,0.00158815,0.1,0.48060912,0.13130184,0.050289154,1e-10
2.04,35.00208,0.035262164,0.0016731635,0.1,0.4770013,0.13033286,0.04999182,1e-10
2.042,35.06385,0.03482458,0.0017582721,0.1,0.4735311,0.12940104,0.04970657,1e-10
2.044,35.12868,0.034406472,0.0018434719,0.1,0.4701935,0.12850504,0.04943296,1e-10
2.046,35.196587,0.034005873,0.0019287522,0.1,0.46697506,0.12764122,0.049169824,1e-10
2.048,35.26757,0.033622716,0.0020141143,0.1,0.46387702,0.12680991,0.04891724,1e-10
2.05,35.341618,0.033256788,0.0020995587,0.1,0.46089944,0.12601112,0.048675194,1e-10
2.052,35.41875,0.032906175,0.0021850746,0.1,0.45802864,0.12524116,0.04844251,1e-10
2.054,35.498966,0.032570455,0.0022706608,0.1,0.45526272,0.124499515,0.048219003,1e-10
2.056,35.58226,0.03224999,0.002356321,0.1,0.45260602,0.12378734,0.048005022,1e-10
2.058,35.668636,0.031943366,0.0024420477,0.1,0.45004848,0.123101935,0.0477997,1e-10
2.06,35.758106,0.031648796,0.00252783,0.1,0.44757673,0.12243969,0.047601894,1e-10
2.062,35.85066,0.03136732,0.002613676,0.1,0.44520035,0.12180318,0.047412395,1e-10
2.064,35.946304,0.03109839,0.0026995835,0.1,0.442916,0.121191494,0.04723091,1e-10
2.066,36.045048,0.030839378,0.0027855362,0.1,0.44070303,0.120599076,0.047055684,1e-10
2.068,36.14688,0.030591572,0.0028715434,0.1,0.43857288,0.12002901,0.046887666,1e-10
2.07,36.25181,0.030354824,0.0029576053,0.1,0.4365253,0.119481206,0.046726823,1e-10
2.072,36.359837,0.030127523,0.0030437121,0.1,0.43454766,0.118952274,0.04657208,1e-10
2.074,36.470963,0.02990957,0.003129864,0.1,0.43263984,0.11844218,0.04642342,1e-10
2.076,36.585194,0.029700646,0.0032160599,0.1,0.43079987,0.11795039,0.046280667,1e-10
2.078,36.702522,0.02950033,0.0033022973,0.1,0.42902485,0.11747611,0.046143565,1e-10
2.08,36.82296,0.029308204,0.0033885743,0.1,0.42731184,0.117018566,0.04601186,1e-10
2.082,36.946503,0.029123861,0.003474889,0.1,0.425658,0.11657697,0.045885302,1e-10
2.084,37.073147,0.028946914,0.0035612392,0.1,0.42406046,0.11615058,0.04576365,1e-10
2.086,37.202904,0.02877699,0.0036476231,0.1,0.42251664,0.11573866,0.04564667,1e-10
2.088,37.33577,0.028613696,0.0037340387,0.1,0.42102352,0.11534042,0.045534108,1e-10
2.09,37.47175,0.02845665,0.0038204836,0.1,0.4195783,0.1149551,0.04542572,1e-10
2.092,37.610836,0.028305491,0.003906956,0.1,0.41817823,0.11458194,0.045321267,1e-10
2.094,37.753036,0.028159855,0.003993454,0.1,0.41682047,0.11422021,0.04522051,1e-10
2.096,37.89836,0.028019384,0.0040799747,0.1,0.41550228,0.11386915,0.04512321,1e-10
2.098,38.04679,0.027884804,0.004166525,0.1,0.41423023,0.11353053,0.04502991,1e-10
2.1,38.198338,0.027755398,0.0042530997,0.1,0.41299844,0.11320275,0.04494011,1e-10
2.102,38.353,0.027630735,0.004339696,0.1,0.41180336,0.11288489,0.044853516,1e-10
2.104,38.510784,0.027510546,0.004426312,0.1,0.41064295,0.112576365,0.044769943,1e-10
2.106,38.671684,0.027394572,0.0045129475,0.1,0.4095151,0.11227663,0.04468922,1e-10
2.108,38.835705,0.027282553,0.0045996,0.1,0.40841782,0.111985125,0.04461116,1e-10
2.11,39.00285,0.027174233,0.004686268,0.1,0.407349,0.1117013,0.044535592,1e-10
2.112,39.17311,0.027069971,0.0047729546,0.1,0.40631196,0.11142605,0.04446279,1e-10
2.114,39.34649,0.026969735,0.00485966,0.1,0.4053066,0.111159325,0.044392735,1e-10
2.116,39.52299,0.026872942,0.0049463795,0.1,0.404328,0.110899806,0.04432501,1e-10
2.118,39.702618,0.026779404,0.005033113,0.1,0.40337455,0.11064708,0.04425948,1e-10
2.12,39.885365,0.026688935,0.0051198592,0.1,0.4024448,0.110400744,0.04419602,1e-10
2.122,40.07124,0.02660135,0.0052066166,0.1,0.40153724,0.11016038,0.044134498,1e-10
2.124,40.260235,0.026516467,0.005293384,0.1,0.40065035,0.10992558,0.044074778,1e-10
2.126,40.452354,0.026434356,0.0053801625,0.1,0.39978483,0.109696545,0.044016916,1e-10
2.128,40.647602,0.026355468,0.0054669552,0.1,0.3989448,0.10947437,0.043961257,1e-10
2.13,40.84597,0.026279146,0.005553758,0.1,0.39812455,0.10925753,0.04390731,1e-10
2.132,41.047462,0.026205266,0.0056405696,0.1,0.39732304,0.10904572,0.043854993,1e-10
2.134,41.252083,0.026133697,0.0057273894,0.1,0.3965392,0.10883868,0.043804206,1e-10
2.136,41.459827,0.026064316,0.005814217,0.1,0.39577198,0.108636096,0.043754853,1e-10
2.138,41.6707,0.025996994,0.005901051,0.1,0.3950203,0.1084377,0.04370685,1e-10
2.14,41.8847,0.025931608,0.005987891,0.1,0.39428312,0.10824321,0.043660093,1e-10
2.142,42.101826,0.025868583,0.00607474,0.1,0.39356434,0.10805366,0.043614913,1e-10
2.144,42.32208,0.025807463,0.006161595,0.1,0.3928599,0.10786796,0.043570958,1e-10
2.146,42.545456,0.025748147,0.0062484555,0.1,0.39216894,0.10768589,0.04352816,1e-10
2.148,42.771965,0.02569054,0.00633532,0.1,0.39149067,0.10750722,0.04348644,1e-10
2.15,43.001602,0.025634548,0.006422189,0.1,0.3908243,0.107331745,0.04344573,1e-10
2.15,43.001602,0.002847791,0.006422189,0.1,0.3375122,1.3363008e-32,0.012824165,0.0064120824
2.152,43.23446,0.0028241714,0.006514384,0.1,0.3361096,1.6105761e-32,0.012824165,0.0064120824
2.154,43.47064,0.0028014106,0.0066065756,0.1,0.3347525,8.7814666e-33,0.012824165,0.0064120824
2.156,43.710133,0.0027794666,0.006698764,0.1,0.3334388,3.0161328e-22,0.012824165,0.0064120824
2.158,43.952946,0.0027582962,0.0067909486,0.1,0.33216652,2.5418477e-33,0.012824165,0.0064120824
2.16,44.19908,0.0027378579,0.00688313,0.1,0.3309336,5.374564e-22,0.012824165,0.0064120824
2.162,44.448532,0.0027181203,0.006975307,0.1,0.3297386,9.418098e-33,0.012824165,0.0064120824
2.164,44.701305,0.0026990492,0.0070674806,0.1,0.32857978,6.8297265e-33,0.012824165,0.0064120824
2.166,44.95739,0.0026805948,0.00715965,0.1,0.32745454,2.7239647e-21,0.012824165,0.0064120824
2.168,45.2168,0.0026627514,0.007251815,0.1,0.32636288,1.0520059e-22,0.012824165,0.0064120824
2.17,45.479523,0.0026454679,0.0073439754,0.1,0.32530195,2.0891307e-21,0.012824165,0.0064120824
2.172,45.74556,0.0026287537,0.0074361316,0.1,0.3242727,2.734592e-23,0.012824165,0.0064120824
2.174,46.01492,0.0026124984,0.0075282827,0.1,0.32326853,7.080754e-33,0.012824165,0.0064120824
2.176,46.287598,0.0025967322,0.0076204287,0.1,0.3222916,1.5969758e-32,0.012824165,0.0064120824
