Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,pSS2A.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.044,0.60045785,0.40000004,-2.2627779e-10,2.2376103e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.046,0.60045785,0.40000004,-2.3652166e-10,2.5028653e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.048,0.60045785,0.40000004,-2.4676142e-10,2.7835262e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.05,0.60045785,0.40000004,-2.5699712e-10,3.0795932e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.052,0.60045785,0.40000004,-2.672287e-10,3.3910662e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.054,0.60045785,0.40000004,-2.7745625e-10,3.717945e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.056,0.60045785,0.40000004,-2.8767969e-10,4.0602303e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.058,0.60045785,0.40000004,-2.9789904e-10,4.417921e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.06,0.60045785,0.40000004,-3.081143e-10,4.791018e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.062,0.60045785,0.40000004,-3.183255e-10,5.179521e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.064,0.60045785,0.40000004,-3.2853262e-10,5.58343e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.066,0.60045785,0.40000004,-3.387296e-10,5.9854385e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.068,0.60045785,0.40000004,-3.489007e-10,6.340372e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.07,0.60045785,0.40000004,-3.5906458e-10,6.701771e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.072,0.60045785,0.40000004,-3.6922126e-10,7.069637e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.074,0.60045785,0.40000004,-3.7937076e-10,7.44397e-11,0.99999994,0.9919935,0.99999994,0.99598414
