Time,gENSAL.delta,gENSAL.PELEC,iEESGO.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
-0.0166667, 20.323, 0.4, 0.4, 0, 1, 0.991993, 1, 0.995984
-0.0156667, 20.323, 0.4, 0.4, 5.06842e-12, 1, 0.991993, 1, 0.995984
-0.0146667, 20.323, 0.4, 0.4, 8.44737e-12, 1, 0.991993, 1, 0.995984
-0.0136667, 20.323, 0.4, 0.4, 1.18263e-11, 1, 0.991993, 1, 0.995984
-0.0126667, 20.323, 0.4, 0.4, 1.52053e-11, 1, 0.991993, 1, 0.995984
-0.0116667, 20.323, 0.4, 0.4, 1.85842e-11, 1, 0.991993, 1, 0.995984
-0.0106667, 20.323, 0.4, 0.4, 2.19632e-11, 1, 0.991993, 1, 0.995984
-0.00966667, 20.323, 0.4, 0.4, 2.53421e-11, 1, 0.991993, 1, 0.995984
-0.00866667, 20.323, 0.4, 0.4, 2.87211e-11, 1, 0.991993, 1, 0.995984
-0.00766667, 20.323, 0.4, 0.4, 3.21e-11, 1, 0.991993, 1, 0.995984
-0.00666667, 20.323, 0.4, 0.4, 3.5479e-11, 1, 0.991993, 1, 0.995984
-0.00566667, 20.323, 0.4, 0.4, 3.88579e-11, 1, 0.991993, 1, 0.995984
-0.00466667, 20.323, 0.4, 0.4, 4.22369e-11, 1, 0.991993, 1, 0.995984
-0.00366667, 20.323, 0.4, 0.4, 4.56158e-11, 1, 0.991993, 1, 0.995984
-0.00266667, 20.323, 0.4, 0.4, 4.89948e-11, 1, 0.991993, 1, 0.995984
-0.00166667, 20.323, 0.4, 0.4, 5.23737e-11, 1, 0.991993, 1, 0.995984
-0.000666665, 20.323, 0.4, 0.4, 5.57527e-11, 1, 0.991993, 1, 0.995984
0.000333335, 20.323, 0.4, 0.4, 5.91316e-11, 1, 0.991993, 1, 0.995984
0.00133333, 20.323, 0.4, 0.4, 6.25106e-11, 1, 0.991993, 1, 0.995984
0.00233334, 20.323, 0.4, 0.4, 6.58895e-11, 1, 0.991993, 1, 0.995984
0.00333334, 20.323, 0.4, 0.4, 6.92685e-11, 1, 0.991993, 1, 0.995984
0.00433334, 20.323, 0.4, 0.4, 7.26474e-11, 1, 0.991993, 1, 0.995984
0.00533334, 20.323, 0.4, 0.4, 7.60264e-11, 1, 0.991993, 1, 0.995984
0.00633334, 20.323, 0.4, 0.4, 7.94053e-11, 1, 0.991993, 1, 0.995984
0.00733334, 20.323, 0.4, 0.4, 8.27843e-11, 1, 0.991993, 1, 0.995984
0.00833334, 20.323, 0.4, 0.4, 8.61632e-11, 1, 0.991993, 1, 0.995984
0.00933334, 20.323, 0.4, 0.4, 8.95422e-11, 1, 0.991993, 1, 0.995984
0.0103333, 20.323, 0.4, 0.4, 9.29211e-11, 1, 0.991993, 1, 0.995984
0.0113333, 20.323, 0.4, 0.4, 9.63001e-11, 1, 0.991993, 1, 0.995984
0.0123333, 20.323, 0.4, 0.4, 9.9679e-11, 1, 0.991993, 1, 0.995984
0.0133333, 20.323, 0.4, 0.4, 1.03058e-10, 1, 0.991993, 1, 0.995984
0.0143333, 20.323, 0.4, 0.4, 1.06437e-10, 1, 0.991993, 1, 0.995984
0.0153333, 20.323, 0.4, 0.4, 1.09816e-10, 1, 0.991993, 1, 0.995984
0.0163333, 20.323, 0.4, 0.4, 1.13195e-10, 1, 0.991993, 1, 0.995984
0.0173333, 20.323, 0.4, 0.4, 1.16574e-10, 1, 0.991993, 1, 0.995984
0.0183333, 20.323, 0.4, 0.4, 1.19953e-10, 1, 0.991993, 1, 0.995984
