Time,gENSAL.delta,gENSAL.PELEC,hYGOV.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
-0.0166667, 20.323, 0.4, 0.4, 0, 1, 0.991993, 1, 0.995984
-0.0156667, 20.323, 0.4, 0.4, 1.01368e-11, 1, 0.991993, 1, 0.995984
-0.0146667, 20.323, 0.4, 0.4, 1.68947e-11, 1, 0.991993, 1, 0.995984
-0.0136667, 20.323, 0.4, 0.4, 2.36526e-11, 1, 0.991993, 1, 0.995984
-0.0126667, 20.323, 0.4, 0.4, 3.04105e-11, 1, 0.991993, 1, 0.995984
-0.0116667, 20.323, 0.4, 0.4, 3.71684e-11, 1, 0.991993, 1, 0.995984
-0.0106667, 20.323, 0.4, 0.4, 4.39263e-11, 1, 0.991993, 1, 0.995984
-0.00966667, 20.323, 0.4, 0.4, 5.06842e-11, 1, 0.991993, 1, 0.995984
-0.00866667, 20.323, 0.4, 0.4, 5.74421e-11, 1, 0.991993, 1, 0.995984
-0.00766667, 20.323, 0.4, 0.4, 6.42e-11, 1, 0.991993, 1, 0.995984
-0.00666667, 20.323, 0.4, 0.4, 7.09579e-11, 1, 0.991993, 1, 0.995984
-0.00566667, 20.323, 0.4, 0.4, 7.77158e-11, 1, 0.991993, 1, 0.995984
-0.00466667, 20.323, 0.4, 0.4, 8.44737e-11, 1, 0.991993, 1, 0.995984
-0.00366667, 20.323, 0.4, 0.4, 9.12316e-11, 1, 0.991993, 1, 0.995984
-0.00266667, 20.323, 0.4, 0.4, 9.79895e-11, 1, 0.991993, 1, 0.995984
-0.00166667, 20.323, 0.4, 0.4, 1.04747e-10, 1, 0.991993, 1, 0.995984
-0.000666665, 20.323, 0.4, 0.4, 1.11505e-10, 1, 0.991993, 1, 0.995984
0.000333335, 20.323, 0.4, 0.4, 1.18263e-10, 1, 0.991993, 1, 0.995984
0.00133333, 20.323, 0.4, 0.4, 1.25021e-10, 1, 0.991993, 1, 0.995984
0.00233334, 20.323, 0.4, 0.4, 1.31779e-10, 1, 0.991993, 1, 0.995984
0.00333334, 20.323, 0.4, 0.4, 1.38537e-10, 1, 0.991993, 1, 0.995984
0.00433334, 20.323, 0.4, 0.4, 1.45295e-10, 1, 0.991993, 1, 0.995984
0.00533334, 20.323, 0.4, 0.4, 1.52053e-10, 1, 0.991993, 1, 0.995984
0.00633334, 20.323, 0.4, 0.4, 1.58811e-10, 1, 0.991993, 1, 0.995984
0.00733334, 20.323, 0.4, 0.4, 1.65569e-10, 1, 0.991993, 1, 0.995984
0.00833334, 20.323, 0.4, 0.4, 1.72326e-10, 1, 0.991993, 1, 0.995984
0.00933334, 20.323, 0.4, 0.4, 1.79084e-10, 1, 0.991993, 1, 0.995984
0.0103333, 20.323, 0.4, 0.4, 1.85842e-10, 1, 0.991993, 1, 0.995984
0.0113333, 20.323, 0.4, 0.4, 1.926e-10, 1, 0.991993, 1, 0.995984
0.0123333, 20.323, 0.4, 0.4, 1.99358e-10, 1, 0.991993, 1, 0.995984
0.0133333, 20.323, 0.4, 0.4, 2.06116e-10, 1, 0.991993, 1, 0.995984
0.0143333, 20.323, 0.4, 0.4, 2.12874e-10, 1, 0.991993, 1, 0.995984
0.0153333, 20.323, 0.4, 0.4, 2.19632e-10, 1, 0.991993, 1, 0.995984
0.0163333, 20.323, 0.4, 0.4, 2.2639e-10, 1, 0.991993, 1, 0.995984
0.0173333, 20.323, 0.4, 0.4, 2.33148e-10, 1, 0.991993, 1, 0.995984
0.0183333, 20.323, 0.4, 0.4, 2.39905e-10, 1, 0.991993, 1, 0.995984
0.0193333, 20.323, 0.4, 0.4, 2.46663e-10, 1, 0.991993, 1, 0.995984
0.0203333, 20.323, 0.4, 0.4, 2.53421e-10, 1, 0.991993, 1, 0.995984
0.0213333, 20.323, 0.4, 0.4, 2.60179e-10, 1, 0.991993, 1, 0.995984
0.0223333, 20.323, 0.4, 0.4, 2.66937e-10, 1, 0.991993, 1, 0.995984
0.0233333, 20.323, 0.4, 0.4, 2.73695e-10, 1, 0.991993, 1, 0.995984
0.0243333, 20.323, 0.4, 0.4, 2.80453e-10, 1, 0.991993, 1, 0.995984
0.0253333, 20.323, 0.4, 0.4, 2.87211e-10, 1, 0.991993, 1, 0.995984
0.0263333, 20.323, 0.4, 0.4, 2.93969e-10, 1, 0.991993, 1, 0.995984
0.0273333, 20.323, 0.4, 0.4, 3.00726e-10, 1, 0.991993, 1, 0.995984
0.0283333, 20.323, 0.4, 0.4, 3.07484e-10, 1, 0.991993, 1, 0.995984
0.0293333, 20.323, 0.4, 0.4, 3.14242e-10, 1, 0.991993, 1, 0.995984
0.0303333, 20.323, 0.4, 0.4, 3.21e-10, 1, 0.991993, 1, 0.995984
0.0313333, 20.323, 0.4, 0.4, 3.27758e-10, 1, 0.991993, 1, 0.995984
0.0323333, 20.323, 0.4, 0.4, 3.34516e-10, 1, 0.991993, 1, 0.995984
0.0333333, 20.323, 0.4, 0.4, 3.41274e-10, 1, 0.991993, 1, 0.995984
0.0343333, 20.323, 0.4, 0.4, 3.48032e-10, 1, 0.991993, 1, 0.995984
0.0353333, 20.323, 0.4, 0.4, 3.5479e-10, 1, 0.991993, 1, 0.995984
0.0363333, 20.323, 0.4, 0.4, 3.61548e-10, 1, 0.991993, 1, 0.995984
0.0373333, 20.323, 0.4, 0.4, 3.68305e-10, 1, 0.991993, 1, 0.995984
0.0383333, 20.323, 0.4, 0.4, 3.75063e-10, 1, 0.991993, 1, 0.995984
0.0393333, 20.323, 0.4, 0.4, 3.81821e-10, 1, 0.991993, 1, 0.995984
0.0403333, 20.323, 0.4, 0.4, 3.88579e-10, 1, 0.991993, 1, 0.995984
0.0413333, 20.323, 0.4, 0.4, 3.95337e-10, 1, 0.991993, 1, 0.995984
0.0423333, 20.323, 0.4, 0.4, 4.02095e-10, 1, 0.991993, 1, 0.995984
0.0433333, 20.323, 0.4, 0.4, 4.08853e-10, 1, 0.991993, 1, 0.995984
0.0443333, 20.323, 0.4, 0.4, 4.15611e-10, 1, 0.991993, 1, 0.995984
0.0453333, 20.323, 0.4, 0.4, 4.22369e-10, 1, 0.991993, 1, 0.995984
0.0463333, 20.323, 0.4, 0.4, 4.29127e-10, 1, 0.991993, 1, 0.995984
0.0473333, 20.323, 0.4, 0.4, 4.35884e-10, 1, 0.991993, 1, 0.995984
0.0483333, 20.323, 0.4, 0.4, 4.42642e-10, 1, 0.991993, 1, 0.995984
0.0493333, 20.323, 0.4, 0.4, 4.494e-10, 1, 0.991993, 1, 0.995984
0.0503333, 20.323, 0.4, 0.4, 4.56158e-10, 1, 0.991993, 1, 0.995984
0.0513333, 20.323, 0.4, 0.4, 4.62916e-10, 1, 0.991993, 1, 0.995984
0.0523333, 20.323, 0.4, 0.4, 4.69674e-10, 1, 0.991993, 1, 0.995984
0.0533333, 20.323, 0.4, 0.4, 4.76432e-10, 1, 0.991993, 1, 0.995984
0.0543333, 20.323, 0.4, 0.4, 4.8319e-10, 1, 0.991993, 1, 0.995984
0.0553333, 20.323, 0.4, 0.4, 4.89948e-10, 1, 0.991993, 1, 0.995984
0.0563333, 20.323, 0.4, 0.4, 4.96706e-10, 1, 0.991993, 1, 0.995984
0.0573333, 20.323, 0.4, 0.4, 5.03463e-10, 1, 0.991993, 1, 0.995984
0.0583333, 20.323, 0.4, 0.4, 5.10221e-10, 1, 0.991993, 1, 0.995984
0.0593333, 20.323, 0.4, 0.4, 5.16979e-10, 1, 0.991993, 1, 0.995984
0.0603333, 20.323, 0.4, 0.4, 5.23737e-10, 1, 0.991993, 1, 0.995984
0.0613333, 20.323, 0.4, 0.4, 5.30495e-10, 1, 0.991993, 1, 0.995984
0.0623333, 20.323, 0.4, 0.4, 5.37253e-10, 1, 0.991993, 1, 0.995984
0.0633333, 20.323, 0.4, 0.4, 5.44011e-10, 1, 0.991993, 1, 0.995984
0.0643333, 20.323, 0.4, 0.4, 5.50768e-10, 1, 0.991993, 1, 0.995984
0.0653333, 20.323, 0.4, 0.4, 5.57526e-10, 1, 0.991993, 1, 0.995984
0.0663333, 20.323, 0.4, 0.4, 5.64284e-10, 1, 0.991993, 1, 0.995984
0.0673333, 20.323, 0.4, 0.4, 5.71042e-10, 1, 0.991993, 1, 0.995984
0.0683333, 20.323, 0.4, 0.4, 5.778e-10, 1, 0.991993, 1, 0.995984
0.0693333, 20.323, 0.4, 0.4, 5.84558e-10, 1, 0.991993, 1, 0.995984
0.0703333, 20.323, 0.4, 0.4, 5.91316e-10, 1, 0.991993, 1, 0.995984
0.0713333, 20.323, 0.4, 0.4, 5.98074e-10, 1, 0.991993, 1, 0.995984
0.0723333, 20.323, 0.4, 0.4, 6.04831e-10, 1, 0.991993, 1, 0.995984
