Time(s); gENROE.delta; gENROE.PELEC; sT5B.EFD; gENROE.PMECH; gENROE.SPEED; GEN1.V; LOAD.V; GEN2.V; FAULT.V
3.93686; 27.714; 0.329396; 1.34066; 0.4; 0.00157343; 0.00673093; 0.00570509; 0.00686525; 1.00828
3.93786; 27.7423; 0.330004; 1.34113; 0.4; 0.00158157; 0.00673328; 0.00570963; 0.00686255; 1.00825
3.93886; 27.7709; 0.330614; 1.3416; 0.4; 0.00158963; 0.00673564; 0.00571416; 0.00685987; 1.00823
3.93986; 27.7996; 0.331226; 1.3421; 0.4; 0.00159763; 0.00673812; 0.00571874; 0.0068572; 1.0082
3.94086; 27.8284; 0.33184; 1.34257; 0.4; 0.00160555; 0.00674048; 0.00572328; 0.00685455; 1.00818
3.94186; 27.8574; 0.332456; 1.34302; 0.4; 0.00161341; 0.00674275; 0.00572778; 0.0068519; 1.00815
3.94286; 27.8865; 0.333073; 1.34354; 0.4; 0.00162119; 0.00674536; 0.00573242; 0.00684929; 1.00813
3.94386; 27.9157; 0.333692; 1.34402; 0.4; 0.00162889; 0.00674774; 0.00573696; 0.00684667; 1.0081
3.94486; 27.9451; 0.334312; 1.34449; 0.4; 0.00163653; 0.00675012; 0.00574151; 0.00684407; 1.00808
3.94586; 27.9747; 0.334935; 1.34497; 0.4; 0.00164409; 0.00675251; 0.00574606; 0.00684149; 1.00805
3.94686; 28.0043; 0.335558; 1.34547; 0.4; 0.00165157; 0.00675502; 0.00575066; 0.00683892; 1.00802
3.94786; 28.0341; 0.336184; 1.34593; 0.4; 0.00165899; 0.00675731; 0.00575517; 0.00683636; 1.008
3.94886; 28.064; 0.336811; 1.34641; 0.4; 0.00166633; 0.00675972; 0.00575973; 0.00683382; 1.00797
3.94986; 28.0941; 0.337439; 1.34693; 0.4; 0.0016736; 0.00676236; 0.00576438; 0.0068313; 1.00795
3.95086; 28.1243; 0.338069; 1.34741; 0.4; 0.00168079; 0.00676476; 0.00576894; 0.00682879; 1.00792
3.95186; 28.1546; 0.3387; 1.3479; 0.4; 0.00168791; 0.00676718; 0.00577351; 0.00682629; 1.0079
3.95286; 28.1851; 0.339333; 1.34838; 0.4; 0.00169496; 0.0067696; 0.00577807; 0.0068238; 1.00787
3.95386; 28.2156; 0.339967; 1.34888; 0.4; 0.00170193; 0.00677213; 0.00578269; 0.00682133; 1.00785
3.95486; 28.2463; 0.340603; 1.34937; 0.4; 0.00170882; 0.00677456; 0.00578726; 0.00681887; 1.00782
3.95586; 28.2771; 0.34124; 1.34983; 0.4; 0.00171565; 0.00677688; 0.00579178; 0.00681642; 1.00779
3.95686; 28.3081; 0.341878; 1.35034; 0.4; 0.00172239; 0.00677943; 0.00579641; 0.006814; 1.00777
3.95786; 28.3392; 0.342517; 1.35085; 0.4; 0.00172907; 0.00678199; 0.00580103; 0.00681159; 1.00774
3.95886; 28.3703; 0.343158; 1.35132; 0.4; 0.00173566; 0.00678432; 0.00580557; 0.00680918; 1.00772
3.95986; 28.4016; 0.3438; 1.35181; 0.4; 0.00174218; 0.00678678; 0.00581015; 0.00680679; 1.00769
3.96086; 28.4331; 0.344443; 1.35232; 0.4; 0.00174863; 0.00678936; 0.00581478; 0.00680442; 1.00767
3.96186; 28.4646; 0.345088; 1.35281; 0.4; 0.001755; 0.00679182; 0.00581937; 0.00680206; 1.00764
3.96286; 28.4962; 0.345733; 1.3533; 0.4; 0.0017613; 0.00679428; 0.00582396; 0.00679971; 1.00762
3.96386; 28.528; 0.34638; 1.35379; 0.4; 0.00176752; 0.00679675; 0.00582855; 0.00679738; 1.00759
3.96486; 28.5599; 0.347028; 1.35431; 0.4; 0.00177366; 0.00679934; 0.00583319; 0.00679507; 1.00756
3.96586; 28.5918; 0.347677; 1.35481; 0.4; 0.00177973; 0.00680182; 0.00583778; 0.00679276; 1.00754
3.96686; 28.6239; 0.348327; 1.3553; 0.4; 0.00178572; 0.0068043; 0.00584238; 0.00679047; 1.00751
3.96786; 28.6561; 0.348978; 1.35582; 0.4; 0.00179163; 0.00680689; 0.00584703; 0.0067882; 1.00749
3.96886; 28.6884; 0.34963; 1.35629; 0.4; 0.00179747; 0.00680927; 0.00585159; 0.00678593; 1.00746
3.96986; 28.7208; 0.350283; 1.35681; 0.4; 0.00180324; 0.00681188; 0.00585624; 0.00678369; 1.00744
3.97086; 28.7534; 0.350936; 1.35729; 0.4; 0.00180892; 0.00681426; 0.0058608; 0.00678145; 1.00741
3.97186; 28.786; 0.351591; 1.35781; 0.4; 0.00181453; 0.00681688; 0.00586545; 0.00677923; 1.00739
3.97286; 28.8187; 0.352247; 1.35831; 0.4; 0.00182006; 0.00681939; 0.00587007; 0.00677702; 1.00736
3.97386; 28.8515; 0.352903; 1.35881; 0.4; 0.00182552; 0.0068219; 0.00587468; 0.00677483; 1.00733
3.97486; 28.8844; 0.353561; 1.35931; 0.4; 0.0018309; 0.00682442; 0.0058793; 0.00677265; 1.00731
3.97586; 28.9174; 0.354219; 1.35982; 0.4; 0.0018362; 0.00682694; 0.00588392; 0.00677048; 1.00728
3.97686; 28.9505; 0.354878; 1.36032; 0.4; 0.00184142; 0.00682947; 0.00588854; 0.00676833; 1.00726
3.97785; 28.9837; 0.355537; 1.36083; 0.4; 0.00184657; 0.006832; 0.00589316; 0.00676619; 1.00723
3.97885; 29.017; 0.356198; 1.36133; 0.4; 0.00185164; 0.00683454; 0.00589779; 0.00676407; 1.00721
3.97985; 29.0504; 0.356859; 1.36184; 0.4; 0.00185663; 0.00683709; 0.00590241; 0.00676196; 1.00718
3.98085; 29.0838; 0.35752; 1.36233; 0.4; 0.00186154; 0.00683952; 0.005907; 0.00675985; 1.00716
3.98185; 29.1174; 0.358183; 1.36286; 0.4; 0.00186638; 0.0068422; 0.00591168; 0.00675777; 1.00713
3.98285; 29.151; 0.358846; 1.36334; 0.4; 0.00187114; 0.00684464; 0.00591626; 0.0067557; 1.00711
3.98385; 29.1847; 0.359509; 1.36386; 0.4; 0.00187582; 0.00684722; 0.0059209; 0.00675364; 1.00708
3.98485; 29.2185; 0.360174; 1.36437; 0.4; 0.00188043; 0.00684979; 0.00592554; 0.0067516; 1.00705
3.98585; 29.2524; 0.360838; 1.36489; 0.4; 0.00188495; 0.00685237; 0.00593018; 0.00674957; 1.00703
3.98685; 29.2864; 0.361504; 1.36538; 0.4; 0.0018894; 0.00685484; 0.00593478; 0.00674755; 1.007
3.98785; 29.3204; 0.362169; 1.3659; 0.4; 0.00189377; 0.00685744; 0.00593943; 0.00674555; 1.00698
3.98885; 29.3546; 0.362835; 1.36641; 0.4; 0.00189806; 0.00686003; 0.00594407; 0.00674356; 1.00695
3.98985; 29.3888; 0.363502; 1.36693; 0.4; 0.00190228; 0.00686263; 0.00594873; 0.00674159; 1.00693
3.99085; 29.4231; 0.364169; 1.36745; 0.4; 0.00190641; 0.00686523; 0.00595338; 0.00673963; 1.0069
3.99185; 29.4574; 0.364836; 1.36795; 0.4; 0.00191047; 0.00686773; 0.00595799; 0.00673768; 1.00688
3.99285; 29.4918; 0.365504; 1.36845; 0.4; 0.00191445; 0.00687024; 0.0059626; 0.00673574; 1.00685
3.99385; 29.5263; 0.366172; 1.36893; 0.4; 0.00191835; 0.00687265; 0.00596717; 0.00673381; 1.00683
3.99485; 29.5609; 0.36684; 1.36946; 0.4; 0.00192218; 0.0068753; 0.00597183; 0.0067319; 1.0068
3.99585; 29.5955; 0.367509; 1.36996; 0.4; 0.00192592; 0.00687783; 0.00597645; 0.00673001; 1.00677
3.99685; 29.6302; 0.368177; 1.37049; 0.4; 0.00192959; 0.00688049; 0.00598112; 0.00672813; 1.00675
3.99785; 29.665; 0.368846; 1.37098; 0.4; 0.00193318; 0.00688293; 0.0059857; 0.00672625; 1.00672
3.99885; 29.6998; 0.369516; 1.37151; 0.4; 0.00193669; 0.0068856; 0.00599037; 0.0067244; 1.0067
3.99985; 29.7347; 0.370185; 1.372; 0.4; 0.00194012; 0.00688806; 0.00599495; 0.00672255; 1.00667
4.00085; 29.7697; 0.370854; 1.37254; 0.4; 0.00194347; 0.00689075; 0.00599963; 0.00672073; 1.00665
4.00185; 29.8047; 0.371524; 1.37303; 0.4; 0.00194675; 0.00689322; 0.00600422; 0.00671891; 1.00662
4.00285; 29.8397; 0.372194; 1.37355; 0.4; 0.00194994; 0.00689581; 0.00600886; 0.00671711; 1.0066
4.00385; 29.8749; 0.372863; 1.37407; 0.4; 0.00195306; 0.00689842; 0.0060135; 0.00671532; 1.00657
4.00485; 29.9101; 0.373533; 1.37459; 0.4; 0.0019561; 0.00690103; 0.00601814; 0.00671354; 1.00655
4.00585; 29.9453; 0.374203; 1.37508; 0.4; 0.00195906; 0.00690353; 0.00602274; 0.00671178; 1.00652
4.00685; 29.9806; 0.374873; 1.37556; 0.4; 0.00196195; 0.00690594; 0.00602729; 0.00671002; 1.0065
4.00785; 30.0159; 0.375542; 1.37609; 0.4; 0.00196475; 0.00690859; 0.00603194; 0.00670828; 1.00647
4.00885; 30.0513; 0.376212; 1.37664; 0.4; 0.00196748; 0.00691135; 0.00603664; 0.00670657; 1.00644
4.00985; 30.0868; 0.376882; 1.37713; 0.4; 0.00197013; 0.00691378; 0.00604121; 0.00670485; 1.00642
4.01085; 30.1222; 0.377551; 1.37764; 0.4; 0.00197269; 0.00691634; 0.00604582; 0.00670315; 1.00639
4.01185; 30.1578; 0.37822; 1.37813; 0.4; 0.00197519; 0.00691881; 0.00605039; 0.00670146; 1.00637
4.01285; 30.1934; 0.378889; 1.37867; 0.4; 0.0019776; 0.0069215; 0.00605505; 0.00669979; 1.00634
4.01385; 30.229; 0.379558; 1.37918; 0.4; 0.00197993; 0.0069241; 0.00605967; 0.00669813; 1.00632
4.01485; 30.2646; 0.380227; 1.37966; 0.4; 0.00198219; 0.00692648; 0.0060642; 0.00669647; 1.00629
4.01585; 30.3003; 0.380895; 1.3802; 0.4; 0.00198437; 0.00692921; 0.00606888; 0.00669485; 1.00627
4.01685; 30.3361; 0.381563; 1.3807; 0.4; 0.00198647; 0.00693173; 0.00607346; 0.00669322; 1.00624
4.01785; 30.3719; 0.382231; 1.38121; 0.4; 0.00198849; 0.00693425; 0.00607805; 0.00669161; 1.00622
4.01885; 30.4077; 0.382899; 1.38171; 0.4; 0.00199044; 0.0069368; 0.00608264; 0.00669001; 1.00619
4.01985; 30.4435; 0.383566; 1.3822; 0.4; 0.0019923; 0.00693924; 0.00608718; 0.00668842; 1.00617
4.02085; 30.4794; 0.384232; 1.38272; 0.4; 0.00199409; 0.00694182; 0.00609178; 0.00668685; 1.00614
4.02185; 30.5153; 0.384899; 1.38323; 0.4; 0.0019958; 0.00694441; 0.00609638; 0.00668529; 1.00612
4.02285; 30.5512; 0.385565; 1.38375; 0.4; 0.00199743; 0.00694701; 0.00610098; 0.00668375; 1.00609
4.02385; 30.5872; 0.38623; 1.38423; 0.4; 0.00199899; 0.0069494; 0.00610549; 0.0066822; 1.00607
4.02485; 30.6232; 0.386895; 1.38475; 0.4; 0.00200046; 0.00695204; 0.0061101; 0.00668069; 1.00604
4.02585; 30.6592; 0.38756; 1.38528; 0.4; 0.00200186; 0.00695468; 0.00611471; 0.00667918; 1.00602
4.02685; 30.6953; 0.388223; 1.38578; 0.4; 0.00200318; 0.00695722; 0.00611928; 0.00667768; 1.00599
4.02785; 30.7313; 0.388887; 1.38627; 0.4; 0.00200443; 0.00695967; 0.0061238; 0.00667619; 1.00597
4.02885; 30.7674; 0.38955; 1.38679; 0.4; 0.00200559; 0.00696224; 0.00612838; 0.00667472; 1.00594
4.02985; 30.8035; 0.390212; 1.38728; 0.4; 0.00200668; 0.00696473; 0.00613291; 0.00667326; 1.00592
4.03085; 30.8397; 0.390873; 1.3878; 0.4; 0.00200769; 0.00696734; 0.00613749; 0.00667181; 1.00589
4.03185; 30.8758; 0.391534; 1.38828; 0.4; 0.00200863; 0.00696974; 0.00614198; 0.00667037; 1.00587
4.03285; 30.912; 0.392195; 1.38879; 0.4; 0.00200948; 0.00697228; 0.00614653; 0.00666894; 1.00584
4.03385; 30.9482; 0.392854; 1.38929; 0.4; 0.00201026; 0.00697483; 0.00615107; 0.00666753; 1.00582
4.03485; 30.9844; 0.393513; 1.38978; 0.4; 0.00201096; 0.00697729; 0.00615558; 0.00666613; 1.00579
4.03585; 31.0206; 0.394171; 1.3903; 0.4; 0.00201159; 0.00697989; 0.00616013; 0.00666474; 1.00577
4.03685; 31.0568; 0.394828; 1.39077; 0.4; 0.00201214; 0.00698227; 0.00616459; 0.00666336; 1.00574
4.03785; 31.093; 0.395485; 1.39125; 0.4; 0.00201261; 0.00698468; 0.00616906; 0.00666199; 1.00572
4.03885; 31.1292; 0.39614; 1.39176; 0.4; 0.00201301; 0.00698722; 0.00617358; 0.00666064; 1.00569
4.03985; 31.1655; 0.396795; 1.39227; 0.4; 0.00201332; 0.00698979; 0.00617811; 0.0066593; 1.00567
4.04085; 31.2017; 0.397449; 1.39274; 0.4; 0.00201357; 0.00699215; 0.00618254; 0.00665796; 1.00564
4.04185; 31.2379; 0.398102; 1.39326; 0.4; 0.00201373; 0.00699475; 0.00618707; 0.00665665; 1.00562
4.04285; 31.2742; 0.398755; 1.39374; 0.4; 0.00201382; 0.00699716; 0.00619151; 0.00665534; 1.0056
4.04385; 31.3104; 0.399406; 1.39425; 0.4; 0.00201384; 0.00699969; 0.00619601; 0.00665404; 1.00557
4.04485; 31.3467; 0.400056; 1.39471; 0.4; 0.00201377; 0.00700202; 0.00620041; 0.00665275; 1.00555
4.04585; 31.3829; 0.400705; 1.39522; 0.4; 0.00201364; 0.00700461; 0.00620491; 0.00665148; 1.00552
4.04685; 31.4192; 0.401353; 1.39568; 0.4; 0.00201342; 0.00700687; 0.00620928; 0.00665021; 1.0055
4.04785; 31.4554; 0.402; 1.39618; 0.4; 0.00201313; 0.0070094; 0.00621374; 0.00664896; 1.00547
4.04885; 31.4917; 0.402646; 1.39669; 0.4; 0.00201277; 0.00701194; 0.00621821; 0.00664773; 1.00545
4.04985; 31.5279; 0.403292; 1.39717; 0.4; 0.00201233; 0.00701439; 0.00622264; 0.0066465; 1.00542
4.05085; 31.5641; 0.403935; 1.39764; 0.4; 0.00201181; 0.00701676; 0.00622702; 0.00664528; 1.0054
4.05185; 31.6003; 0.404578; 1.39812; 0.4; 0.00201122; 0.00701914; 0.00623141; 0.00664407; 1.00538
4.05285; 31.6365; 0.40522; 1.3986; 0.4; 0.00201055; 0.00702157; 0.0062358; 0.00664288; 1.00535
4.05385; 31.6727; 0.40586; 1.39907; 0.4; 0.00200981; 0.0070239; 0.00624016; 0.00664169; 1.00533
4.05485; 31.7089; 0.4065; 1.39954; 0.4; 0.00200899; 0.00702627; 0.00624451; 0.00664051; 1.0053
4.05585; 31.745; 0.407138; 1.40004; 0.4; 0.0020081; 0.00702878; 0.00624892; 0.00663936; 1.00528
4.05685; 31.7812; 0.407775; 1.4005; 0.4; 0.00200714; 0.00703109; 0.00625324; 0.0066382; 1.00525
4.05785; 31.8173; 0.40841; 1.40097; 0.4; 0.0020061; 0.00703343; 0.00625757; 0.00663706; 1.00523
4.05885; 31.8534; 0.409044; 1.40144; 0.4; 0.00200499; 0.0070358; 0.0062619; 0.00663593; 1.00521
4.05985; 31.8895; 0.409678; 1.40192; 0.4; 0.0020038; 0.0070382; 0.00626624; 0.00663481; 1.00518
4.06085; 31.9255; 0.410309; 1.40236; 0.4; 0.00200254; 0.00704041; 0.00627049; 0.00663369; 1.00516
4.06185; 31.9615; 0.410939; 1.40285; 0.4; 0.0020012; 0.00704288; 0.00627483; 0.0066326; 1.00513
4.06285; 31.9976; 0.411568; 1.4033; 0.4; 0.0019998; 0.00704515; 0.00627909; 0.0066315; 1.00511
4.06385; 32.0335; 0.412196; 1.40378; 0.4; 0.00199831; 0.00704757; 0.00628341; 0.00663043; 1.00509
4.06485; 32.0695; 0.412822; 1.40422; 0.4; 0.00199676; 0.0070498; 0.00628763; 0.00662935; 1.00506
4.06585; 32.1054; 0.413447; 1.4047; 0.4; 0.00199513; 0.00705217; 0.00629191; 0.0066283; 1.00504
4.06685; 32.1413; 0.41407; 1.40515; 0.4; 0.00199343; 0.00705446; 0.00629614; 0.00662725; 1.00502
4.06785; 32.1772; 0.414692; 1.40562; 0.4; 0.00199166; 0.00705678; 0.00630039; 0.00662621; 1.00499
4.06885; 32.213; 0.415312; 1.40606; 0.4; 0.00198981; 0.00705903; 0.00630459; 0.00662518; 1.00497
4.06985; 32.2488; 0.41593; 1.40654; 0.4; 0.0019879; 0.00706142; 0.00630884; 0.00662417; 1.00494
4.07085; 32.2846; 0.416548; 1.40698; 0.4; 0.00198591; 0.00706362; 0.00631301; 0.00662316; 1.00492
4.07185; 32.3203; 0.417163; 1.40742; 0.4; 0.00198384; 0.00706587; 0.00631718; 0.00662216; 1.0049
4.07285; 32.356; 0.417777; 1.40785; 0.4; 0.00198171; 0.00706803; 0.00632132; 0.00662116; 1.00487
4.07385; 32.3917; 0.418389; 1.40832; 0.4; 0.00197951; 0.00707036; 0.0063255; 0.00662019; 1.00485
4.07485; 32.4273; 0.419; 1.40876; 0.4; 0.00197723; 0.00707259; 0.00632965; 0.00661922; 1.00483
4.07585; 32.4628; 0.419609; 1.40919; 0.4; 0.00197488; 0.00707476; 0.00633376; 0.00661826; 1.0048
4.07685; 32.4984; 0.420217; 1.40963; 0.4; 0.00197246; 0.00707697; 0.00633787; 0.00661731; 1.00478
4.07785; 32.5338; 0.420822; 1.41006; 0.4; 0.00196998; 0.00707911; 0.00634194; 0.00661636; 1.00476
4.07885; 32.5693; 0.421426; 1.41052; 0.4; 0.00196742; 0.0070814; 0.00634607; 0.00661543; 1.00474
4.07985; 32.6047; 0.422029; 1.41094; 0.4; 0.00196479; 0.00708352; 0.00635011; 0.00661451; 1.00471
4.08085; 32.64; 0.422629; 1.41136; 0.4; 0.00196209; 0.00708566; 0.00635416; 0.00661359; 1.00469
4.08185; 32.6753; 0.423228; 1.4118; 0.4; 0.00195932; 0.00708785; 0.00635821; 0.00661269; 1.00467
4.08285; 32.7106; 0.423825; 1.41222; 0.4; 0.00195648; 0.00708997; 0.00636223; 0.00661179; 1.00464
4.08385; 32.7457; 0.42442; 1.41263; 0.4; 0.00195357; 0.00709203; 0.00636621; 0.0066109; 1.00462
4.08485; 32.7809; 0.425013; 1.41305; 0.4; 0.00195059; 0.00709414; 0.00637019; 0.00661002; 1.0046
4.08585; 32.816; 0.425605; 1.4135; 0.4; 0.00194754; 0.00709639; 0.00637423; 0.00660916; 1.00458
4.08685; 32.851; 0.426194; 1.41391; 0.4; 0.00194442; 0.00709847; 0.00637818; 0.0066083; 1.00455
4.08785; 32.886; 0.426782; 1.41433; 0.4; 0.00194124; 0.00710058; 0.00638214; 0.00660745; 1.00453
4.08885; 32.9209; 0.427368; 1.41474; 0.4; 0.00193798; 0.00710264; 0.00638606; 0.00660661; 1.00451
4.08985; 32.9557; 0.427952; 1.41514; 0.4; 0.00193466; 0.00710462; 0.00638995; 0.00660577; 1.00449
4.09085; 32.9905; 0.428534; 1.41556; 0.4; 0.00193127; 0.00710677; 0.00639389; 0.00660495; 1.00446
4.09185; 33.0253; 0.429113; 1.41593; 0.4; 0.00192782; 0.00710863; 0.00639769; 0.00660412; 1.00444
4.09285; 33.0599; 0.429691; 1.41638; 0.4; 0.00192429; 0.00711088; 0.00640165; 0.00660332; 1.00442
4.09385; 33.0945; 0.430267; 1.41677; 0.4; 0.0019207; 0.00711284; 0.00640547; 0.00660252; 1.0044
4.09485; 33.1291; 0.430841; 1.41717; 0.4; 0.00191704; 0.00711484; 0.0064093; 0.00660172; 1.00437
4.09585; 33.1636; 0.431413; 1.41753; 0.4; 0.00191331; 0.00711668; 0.00641305; 0.00660093; 1.00435
4.09685; 33.198; 0.431983; 1.41793; 0.4; 0.00190952; 0.00711868; 0.00641685; 0.00660016; 1.00433
4.09785; 33.2323; 0.43255; 1.41834; 0.4; 0.00190566; 0.00712074; 0.00642066; 0.00659939; 1.00431
4.09885; 33.2666; 0.433116; 1.41872; 0.4; 0.00190174; 0.00712261; 0.00642439; 0.00659863; 1.00429
4.09985; 33.3008; 0.433679; 1.4191; 0.4; 0.00189775; 0.00712455; 0.00642812; 0.00659787; 1.00426
4.10085; 33.3349; 0.434241; 1.4195; 0.4; 0.00189369; 0.00712654; 0.00643187; 0.00659713; 1.00424
4.10185; 33.3689; 0.4348; 1.41986; 0.4; 0.00188957; 0.00712835; 0.00643553; 0.00659639; 1.00422
4.10285; 33.4029; 0.435357; 1.42023; 0.4; 0.00188539; 0.00713022; 0.0064392; 0.00659565; 1.0042
4.10385; 33.4368; 0.435912; 1.42061; 0.4; 0.00188113; 0.00713216; 0.00644288; 0.00659493; 1.00418
4.10485; 33.4706; 0.436464; 1.42096; 0.4; 0.00187682; 0.00713392; 0.00644648; 0.00659421; 1.00416
4.10585; 33.5044; 0.437014; 1.42135; 0.4; 0.00187244; 0.00713586; 0.00645013; 0.00659351; 1.00414
4.10685; 33.538; 0.437563; 1.4217; 0.4; 0.001868; 0.00713762; 0.0064537; 0.0065928; 1.00411
4.10785; 33.5716; 0.438109; 1.42206; 0.4; 0.00186349; 0.00713945; 0.00645728; 0.0065921; 1.00409
4.10885; 33.6051; 0.438652; 1.42242; 0.4; 0.00185892; 0.00714122; 0.00646083; 0.00659141; 1.00407
4.10985; 33.6385; 0.439193; 1.42278; 0.4; 0.00185428; 0.00714306; 0.00646438; 0.00659074; 1.00405
4.11085; 33.6719; 0.439732; 1.42313; 0.4; 0.00184959; 0.00714483; 0.0064679; 0.00659006; 1.00403
4.11185; 33.7051; 0.440269; 1.42348; 0.4; 0.00184483; 0.00714656; 0.00647138; 0.00658939; 1.00401
4.11285; 33.7383; 0.440803; 1.42383; 0.4; 0.00184001; 0.00714835; 0.00647487; 0.00658873; 1.00399
4.11385; 33.7714; 0.441335; 1.42416; 0.4; 0.00183512; 0.00714997; 0.00647828; 0.00658807; 1.00397
4.11485; 33.8044; 0.441865; 1.42452; 0.4; 0.00183018; 0.00715178; 0.00648175; 0.00658743; 1.00395
4.11585; 33.8373; 0.442392; 1.42484; 0.4; 0.00182517; 0.00715342; 0.00648513; 0.00658678; 1.00393
4.11685; 33.8701; 0.442916; 1.42518; 0.4; 0.0018201; 0.00715512; 0.00648853; 0.00658615; 1.00391
4.11785; 33.9028; 0.443439; 1.42553; 0.4; 0.00181497; 0.00715689; 0.00649193; 0.00658553; 1.00389
4.11884; 33.9354; 0.443958; 1.42585; 0.4; 0.00180978; 0.0071585; 0.00649525; 0.0065849; 1.00387
4.11984; 33.9679; 0.444476; 1.42616; 0.4; 0.00180453; 0.00716006; 0.00649854; 0.00658428; 1.00385
4.12084; 34.0004; 0.444991; 1.42651; 0.4; 0.00179922; 0.0071618; 0.00650189; 0.00658368; 1.00383
4.12184; 34.0327; 0.445503; 1.4268; 0.4; 0.00179385; 0.00716326; 0.00650511; 0.00658306; 1.00381
4.12284; 34.0649; 0.446013; 1.42713; 0.4; 0.00178843; 0.00716491; 0.00650839; 0.00658247; 1.00379
4.12384; 34.0971; 0.44652; 1.42744; 0.4; 0.00178294; 0.00716652; 0.00651163; 0.00658188; 1.00377
4.12484; 34.1291; 0.447025; 1.42775; 0.4; 0.00177739; 0.00716807; 0.00651484; 0.00658129; 1.00375
4.12584; 34.1611; 0.447527; 1.42805; 0.4; 0.00177178; 0.00716959; 0.00651801; 0.00658071; 1.00373
4.12684; 34.1929; 0.448027; 1.42837; 0.4; 0.00176612; 0.00717117; 0.0065212; 0.00658013; 1.00371
4.12784; 34.2247; 0.448524; 1.42865; 0.4; 0.0017604; 0.0071726; 0.0065243; 0.00657956; 1.00369
4.12884; 34.2563; 0.449019; 1.42893; 0.4; 0.00175462; 0.00717399; 0.00652737; 0.00657899; 1.00367
4.12984; 34.2878; 0.44951; 1.4292; 0.4; 0.00174878; 0.00717535; 0.00653041; 0.00657842; 1.00365
4.13084; 34.3193; 0.45; 1.42953; 0.4; 0.00174289; 0.00717701; 0.00653355; 0.00657787; 1.00363
4.13184; 34.3506; 0.450486; 1.4298; 0.4; 0.00173694; 0.0071784; 0.00653656; 0.00657732; 1.00361
4.13284; 34.3818; 0.45097; 1.43007; 0.4; 0.00173093; 0.00717975; 0.00653955; 0.00657677; 1.00359
4.13384; 34.4129; 0.451451; 1.43035; 0.4; 0.00172487; 0.00718118; 0.00654254; 0.00657623; 1.00357
4.13484; 34.4439; 0.45193; 1.43063; 0.4; 0.00171875; 0.00718257; 0.0065455; 0.00657569; 1.00356
4.13584; 34.4748; 0.452406; 1.4309; 0.4; 0.00171257; 0.00718392; 0.00654843; 0.00657516; 1.00354
4.13684; 34.5055; 0.452879; 1.43116; 0.4; 0.00170634; 0.00718523; 0.00655132; 0.00657463; 1.00352
4.13784; 34.5362; 0.453349; 1.43141; 0.4; 0.00170006; 0.00718652; 0.00655419; 0.00657411; 1.0035
4.13884; 34.5667; 0.453817; 1.43169; 0.4; 0.00169372; 0.00718788; 0.00655706; 0.00657359; 1.00348
4.13984; 34.5972; 0.454282; 1.43193; 0.4; 0.00168733; 0.00718909; 0.00655986; 0.00657307; 1.00346
4.14084; 34.6275; 0.454744; 1.43218; 0.4; 0.00168088; 0.00719039; 0.00656267; 0.00657256; 1.00345
4.14184; 34.6577; 0.455203; 1.43241; 0.4; 0.00167438; 0.00719154; 0.0065654; 0.00657205; 1.00343
4.14284; 34.6877; 0.45566; 1.43266; 0.4; 0.00166782; 0.00719277; 0.00656815; 0.00657155; 1.00341
4.14384; 34.7177; 0.456114; 1.43289; 0.4; 0.00166122; 0.00719397; 0.00657086; 0.00657105; 1.00339
4.14484; 34.7476; 0.456565; 1.43313; 0.4; 0.00165456; 0.00719514; 0.00657354; 0.00657055; 1.00337
4.14584; 34.7773; 0.457013; 1.43338; 0.4; 0.00164785; 0.0071964; 0.00657624; 0.00657007; 1.00336
4.14684; 34.8069; 0.457458; 1.43357; 0.4; 0.00164108; 0.0071974; 0.0065788; 0.00656957; 1.00334
4.14784; 34.8364; 0.4579; 1.43383; 0.4; 0.00163427; 0.00719871; 0.00658148; 0.0065691; 1.00332
4.14884; 34.8657; 0.45834; 1.43404; 0.4; 0.0016274; 0.00719976; 0.00658404; 0.00656861; 1.0033
4.14984; 34.8949; 0.458776; 1.43424; 0.4; 0.00162049; 0.00720078; 0.00658656; 0.00656813; 1.00329
4.15084; 34.9241; 0.45921; 1.43446; 0.4; 0.00161352; 0.00720189; 0.0065891; 0.00656766; 1.00327
4.15184; 34.953; 0.459641; 1.43468; 0.4; 0.0016065; 0.00720298; 0.00659161; 0.00656719; 1.00325
4.15284; 34.9819; 0.460069; 1.43486; 0.4; 0.00159943; 0.00720392; 0.00659403; 0.00656671; 1.00324
4.15384; 35.0106; 0.460494; 1.43507; 0.4; 0.00159232; 0.00720495; 0.00659648; 0.00656625; 1.00322
4.15484; 35.0392; 0.460915; 1.43525; 0.4; 0.00158515; 0.00720585; 0.00659884; 0.00656578; 1.0032
4.15584; 35.0677; 0.461334; 1.43547; 0.4; 0.00157794; 0.00720695; 0.00660128; 0.00656533; 1.00319
4.15684; 35.096; 0.461751; 1.43563; 0.4; 0.00157067; 0.00720779; 0.00660358; 0.00656487; 1.00317
4.15784; 35.1242; 0.462163; 1.43582; 0.4; 0.00156336; 0.00720874; 0.0066059; 0.00656441; 1.00315
4.15884; 35.1523; 0.462574; 1.436; 0.4; 0.001556; 0.00720965; 0.0066082; 0.00656396; 1.00314
4.15984; 35.1802; 0.462981; 1.43618; 0.4; 0.0015486; 0.00721055; 0.00661045; 0.00656351; 1.00312
4.16084; 35.208; 0.463385; 1.43635; 0.4; 0.00154114; 0.00721142; 0.00661269; 0.00656306; 1.00311
