Time(s), gENROE.delta, gENROE.PELEC, eSAC1A.EFD, gENROE.PMECH, gENROE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
5.47579, 40.3009, 0.432152, 1.35956, 0.4, -0.000145924, 0.973935, 0.976177, 0.989505, 0.982837
5.48079, 40.2869, 0.43171, 1.35913, 0.4, -0.000164547, 0.97398, 0.976208, 0.989526, 0.982862
5.48579, 40.2713, 0.431242, 1.35868, 0.4, -0.0001829, 0.974025, 0.97624, 0.989546, 0.982888
5.49079, 40.254, 0.430748, 1.3582, 0.4, -0.000200967, 0.974072, 0.976272, 0.989568, 0.982915
5.49579, 40.2351, 0.430229, 1.35771, 0.4, -0.000218735, 0.974119, 0.976305, 0.989589, 0.982942
5.50079, 40.2146, 0.429685, 1.35721, 0.4, -0.000236187, 0.974167, 0.976339, 0.989611, 0.98297
5.50579, 40.1926, 0.429117, 1.35668, 0.4, -0.00025331, 0.974216, 0.976373, 0.989633, 0.982998
5.51079, 40.169, 0.428526, 1.35614, 0.4, -0.000270091, 0.974265, 0.976408, 0.989656, 0.983027
5.51579, 40.1439, 0.427912, 1.35558, 0.4, -0.000286516, 0.974314, 0.976443, 0.989679, 0.983055
5.52079, 40.1174, 0.427276, 1.35501, 0.4, -0.000302571, 0.974364, 0.976479, 0.989702, 0.983085
5.52579, 40.0894, 0.426619, 1.35442, 0.4, -0.000318245, 0.974414, 0.976515, 0.989725, 0.983114
5.53079, 40.0601, 0.425941, 1.35381, 0.4, -0.000333525, 0.974465, 0.976551, 0.989748, 0.983144
5.53579, 40.0294, 0.425244, 1.3532, 0.4, -0.0003484, 0.974516, 0.976588, 0.989772, 0.983174
5.54079, 39.9974, 0.424527, 1.35257, 0.4, -0.000362858, 0.974567, 0.976625, 0.989796, 0.983204
5.54579, 39.964, 0.423793, 1.35193, 0.4, -0.000376889, 0.974619, 0.976662, 0.98982, 0.983235
5.55079, 39.9295, 0.423041, 1.35128, 0.4, -0.000390482, 0.974671, 0.976699, 0.989844, 0.983266
5.55579, 39.8937, 0.422272, 1.35063, 0.4, -0.000403628, 0.974722, 0.976737, 0.989868, 0.983296
5.56079, 39.8568, 0.421488, 1.34996, 0.4, -0.000416317, 0.974774, 0.976775, 0.989893, 0.983327
5.56579, 39.8188, 0.420689, 1.34929, 0.4, -0.000428541, 0.974826, 0.976812, 0.989917, 0.983358
5.57079, 39.7797, 0.419875, 1.34861, 0.4, -0.00044029, 0.974877, 0.97685, 0.989941, 0.983389
5.57579, 39.7395, 0.419049, 1.34793, 0.4, -0.000451558, 0.974929, 0.976888, 0.989966, 0.98342
5.58079, 39.6984, 0.41821, 1.34724, 0.4, -0.000462336, 0.974981, 0.976926, 0.98999, 0.983451
5.58579, 39.6563, 0.41736, 1.34655, 0.4, -0.000472619, 0.975032, 0.976964, 0.990014, 0.983482
5.59079, 39.6133, 0.416499, 1.34586, 0.4, -0.000482399, 0.975083, 0.977001, 0.990038, 0.983512
5.59579, 39.5694, 0.415628, 1.34517, 0.4, -0.00049167, 0.975134, 0.977039, 0.990062, 0.983543
5.60079, 39.5247, 0.414748, 1.34448, 0.4, -0.000500428, 0.975185, 0.977076, 0.990086, 0.983573
5.60579, 39.4793, 0.41386, 1.34379, 0.4, -0.000508668, 0.975235, 0.977114, 0.99011, 0.983604
5.6108, 39.4332, 0.412965, 1.3431, 0.4, -0.000516384, 0.975285, 0.97715, 0.990133, 0.983634
5.6158, 39.3863, 0.412064, 1.34242, 0.4, -0.000523575, 0.975334, 0.977187, 0.990156, 0.983663
5.6208, 39.3389, 0.411157, 1.34174, 0.4, -0.000530235, 0.975383, 0.977224, 0.990179, 0.983693
5.6258, 39.2909, 0.410246, 1.34106, 0.4, -0.000536363, 0.975431, 0.97726, 0.990202, 0.983722
5.6308, 39.2423, 0.409332, 1.34039, 0.4, -0.000541955, 0.975479, 0.977295, 0.990225, 0.983751
5.6358, 39.1933, 0.408414, 1.33973, 0.4, -0.000547012, 0.975526, 0.977331, 0.990247, 0.98378
5.6408, 39.1438, 0.407495, 1.33908, 0.4, -0.00055153, 0.975572, 0.977366, 0.990269, 0.983808
5.6458, 39.094, 0.406575, 1.33844, 0.4, -0.00055551, 0.975618, 0.9774, 0.990291, 0.983836
5.6508, 39.0438, 0.405655, 1.33781, 0.4, -0.000558952, 0.975663, 0.977434, 0.990312, 0.983863
5.6558, 38.9934, 0.404735, 1.33719, 0.4, -0.000561855, 0.975708, 0.977467, 0.990333, 0.98389
5.6608, 38.9427, 0.403818, 1.33658, 0.4, -0.000564221, 0.975751, 0.9775, 0.990353, 0.983917
5.6658, 38.8918, 0.402902, 1.33598, 0.4, -0.00056605, 0.975794, 0.977533, 0.990374, 0.983943
5.6708, 38.8408, 0.40199, 1.3354, 0.4, -0.000567346, 0.975836, 0.977565, 0.990394, 0.983968
5.6758, 38.7896, 0.401083, 1.33483, 0.4, -0.000568109, 0.975877, 0.977596, 0.990413, 0.983993
5.6808, 38.7385, 0.40018, 1.33428, 0.4, -0.000568344, 0.975918, 0.977626, 0.990432, 0.984018
5.6858, 38.6873, 0.399283, 1.33374, 0.4, -0.000568052, 0.975957, 0.977656, 0.990451, 0.984042
5.6908, 38.6362, 0.398393, 1.33321, 0.4, -0.000567239, 0.975996, 0.977686, 0.990469, 0.984066
5.6958, 38.5852, 0.397511, 1.3327, 0.4, -0.000565908, 0.976033, 0.977714, 0.990486, 0.984089
5.7008, 38.5343, 0.396636, 1.33221, 0.4, -0.000564064, 0.97607, 0.977742, 0.990504, 0.984111
5.7058, 38.4836, 0.395771, 1.33174, 0.4, -0.000561712, 0.976106, 0.97777, 0.99052, 0.984133
5.7108, 38.4332, 0.394916, 1.33129, 0.4, -0.000558858, 0.97614, 0.977796, 0.990537, 0.984154
5.7158, 38.383, 0.394071, 1.33086, 0.4, -0.000555508, 0.976174, 0.977822, 0.990553, 0.984175
5.7208, 38.3332, 0.393237, 1.33045, 0.4, -0.000551669, 0.976207, 0.977848, 0.990568, 0.984195
5.7258, 38.2837, 0.392416, 1.33006, 0.4, -0.000547346, 0.976238, 0.977872, 0.990583, 0.984214
5.7308, 38.2346, 0.391607, 1.32969, 0.4, -0.000542549, 0.976269, 0.977896, 0.990597, 0.984233
5.7358, 38.186, 0.390811, 1.32934, 0.4, -0.000537284, 0.976299, 0.977919, 0.990611, 0.984251
5.7408, 38.1379, 0.39003, 1.32901, 0.4, -0.000531559, 0.976327, 0.977941, 0.990625, 0.984269
5.7458, 38.0903, 0.389263, 1.32871, 0.4, -0.000525384, 0.976355, 0.977962, 0.990638, 0.984286
5.7508, 38.0433, 0.388512, 1.32842, 0.4, -0.000518766, 0.976381, 0.977983, 0.99065, 0.984302
5.7558, 37.9969, 0.387777, 1.32816, 0.4, -0.000511716, 0.976407, 0.978003, 0.990662, 0.984318
5.7608, 37.9512, 0.387058, 1.32792, 0.4, -0.000504243, 0.976431, 0.978022, 0.990673, 0.984333
5.7658, 37.9061, 0.386356, 1.3277, 0.4, -0.000496356, 0.976455, 0.978041, 0.990685, 0.984348
5.7708, 37.8618, 0.385673, 1.32751, 0.4, -0.000488067, 0.976477, 0.978058, 0.990695, 0.984362
5.7758, 37.8183, 0.385007, 1.32733, 0.4, -0.000479385, 0.976498, 0.978075, 0.990705, 0.984375
5.7808, 37.7755, 0.38436, 1.32718, 0.4, -0.000470322, 0.976518, 0.978091, 0.990714, 0.984388
5.7858, 37.7336, 0.383732, 1.32705, 0.4, -0.000460888, 0.976538, 0.978107, 0.990724, 0.984399
5.7908, 37.6925, 0.383124, 1.32695, 0.4, -0.000451096, 0.976556, 0.978121, 0.990732, 0.984411
5.7958, 37.6524, 0.382537, 1.32686, 0.4, -0.000440957, 0.976573, 0.978135, 0.99074, 0.984422
5.8008, 37.6131, 0.38197, 1.3268, 0.4, -0.000430483, 0.976589, 0.978148, 0.990748, 0.984432
5.8058, 37.5749, 0.381423, 1.32676, 0.4, -0.000419686, 0.976604, 0.978161, 0.990755, 0.984442
5.8108, 37.5376, 0.380898, 1.32674, 0.4, -0.000408579, 0.976619, 0.978172, 0.990762, 0.984451
5.8158, 37.5013, 0.380395, 1.32675, 0.4, -0.000397174, 0.976632, 0.978183, 0.990768, 0.984459
5.8208, 37.4661, 0.379914, 1.32677, 0.4, -0.000385484, 0.976644, 0.978193, 0.990774, 0.984467
5.8258, 37.4319, 0.379456, 1.32682, 0.4, -0.000373523, 0.976655, 0.978203, 0.990779, 0.984474
5.8308, 37.3988, 0.379019, 1.32688, 0.4, -0.000361302, 0.976666, 0.978211, 0.990784, 0.984481
5.8358, 37.3669, 0.378606, 1.32697, 0.4, -0.000348837, 0.976675, 0.978219, 0.990789, 0.984487
5.8408, 37.336, 0.378216, 1.32708, 0.4, -0.00033614, 0.976684, 0.978227, 0.990793, 0.984493
5.8458, 37.3063, 0.37785, 1.32721, 0.4, -0.000323225, 0.976691, 0.978233, 0.990797, 0.984498
5.8508, 37.2778, 0.377507, 1.32736, 0.4, -0.000310105, 0.976698, 0.978239, 0.9908, 0.984502
5.8558, 37.2505, 0.377187, 1.32753, 0.4, -0.000296795, 0.976704, 0.978245, 0.990803, 0.984506
5.8608, 37.2244, 0.376892, 1.32772, 0.4, -0.000283309, 0.976709, 0.978249, 0.990805, 0.98451
5.8658, 37.1995, 0.37662, 1.32792, 0.4, -0.00026966, 0.976713, 0.978254, 0.990807, 0.984513
5.8708, 37.1758, 0.376373, 1.32815, 0.4, -0.000255863, 0.976717, 0.978257, 0.990809, 0.984515
5.8758, 37.1534, 0.37615, 1.32839, 0.4, -0.000241932, 0.976719, 0.97826, 0.990811, 0.984518
5.8808, 37.1323, 0.37595, 1.32865, 0.4, -0.000227881, 0.976721, 0.978262, 0.990812, 0.984519
5.8858, 37.1124, 0.375777, 1.32893, 0.4, -0.000213723, 0.976724, 0.978268, 0.990816, 0.984524
5.8908, 37.0938, 0.375626, 1.32922, 0.4, -0.000199475, 0.976725, 0.978269, 0.990816, 0.984524
5.8958, 37.0765, 0.375499, 1.32953, 0.4, -0.000185149, 0.976724, 0.978269, 0.990815, 0.984524
5.9008, 37.0605, 0.375397, 1.32985, 0.4, -0.00017076, 0.976723, 0.978268, 0.990815, 0.984523
5.9058, 37.0458, 0.375318, 1.33019, 0.4, -0.00015632, 0.976721, 0.978267, 0.990814, 0.984522
5.9108, 37.0324, 0.375264, 1.33054, 0.4, -0.000141845, 0.976718, 0.978265, 0.990812, 0.984521
5.9158, 37.0202, 0.375233, 1.3309, 0.4, -0.000127349, 0.976715, 0.978263, 0.990811, 0.984519
5.9208, 37.0094, 0.375226, 1.33128, 0.4, -0.000112845, 0.976711, 0.97826, 0.990809, 0.984517
5.9258, 36.9999, 0.375242, 1.33167, 0.4, -9.83474e-05, 0.976706, 0.978257, 0.990807, 0.984514
5.9308, 36.9917, 0.375282, 1.33207, 0.4, -8.38694e-05, 0.976701, 0.978253, 0.990805, 0.984511
5.9358, 36.9848, 0.375345, 1.33249, 0.4, -6.94249e-05, 0.976695, 0.978249, 0.990802, 0.984508
5.9408, 36.9792, 0.375431, 1.33292, 0.4, -5.50274e-05, 0.976689, 0.978244, 0.990799, 0.984504
5.9458, 36.9749, 0.375539, 1.33336, 0.4, -4.06901e-05, 0.976682, 0.978239, 0.990796, 0.9845
5.9508, 36.9719, 0.37567, 1.33381, 0.4, -2.64262e-05, 0.976675, 0.978234, 0.990793, 0.984495
5.9558, 36.9702, 0.375824, 1.33427, 0.4, -1.22487e-05, 0.976667, 0.978228, 0.990789, 0.984491
5.9608, 36.9697, 0.375999, 1.33474, 0.4, 1.82943e-06, 0.976659, 0.978222, 0.990785, 0.984486
5.9658, 36.9705, 0.376197, 1.33523, 0.4, 1.57957e-05, 0.976653, 0.97822, 0.990785, 0.984485
5.9708, 36.9726, 0.376415, 1.33572, 0.4, 2.96358e-05, 0.976645, 0.978214, 0.990781, 0.98448
5.9758, 36.9758, 0.376654, 1.33623, 0.4, 4.33398e-05, 0.976636, 0.978207, 0.990777, 0.984474
5.9808, 36.9804, 0.376913, 1.33674, 0.4, 5.6895e-05, 0.976626, 0.9782, 0.990773, 0.984469
5.9858, 36.9861, 0.377193, 1.33725, 0.4, 7.02898e-05, 0.976617, 0.978193, 0.990768, 0.984463
5.9908, 36.993, 0.377491, 1.33777, 0.4, 8.35123e-05, 0.976607, 0.978185, 0.990764, 0.984457
5.9958, 37.0011, 0.37781, 1.33829, 0.4, 9.65515e-05, 0.976596, 0.978177, 0.990759, 0.984451
6.0008, 37.0104, 0.378147, 1.33882, 0.4, 0.000109396, 0.976586, 0.978169, 0.990754, 0.984444
6.0058, 37.0208, 0.378502, 1.33935, 0.4, 0.000122036, 0.976575, 0.97816, 0.990749, 0.984438
6.0108, 37.0324, 0.378875, 1.33988, 0.4, 0.000134459, 0.976564, 0.978151, 0.990744, 0.984431
6.0158, 37.045, 0.379266, 1.34042, 0.4, 0.000146657, 0.976552, 0.978142, 0.990739, 0.984424
6.0208, 37.0588, 0.379673, 1.34096, 0.4, 0.000158618, 0.976541, 0.978133, 0.990733, 0.984417
6.0258, 37.0736, 0.380097, 1.3415, 0.4, 0.000170334, 0.976529, 0.978123, 0.990728, 0.984409
6.0308, 37.0895, 0.380537, 1.34204, 0.4, 0.000181794, 0.976517, 0.978114, 0.990722, 0.984402
6.0358, 37.1063, 0.380992, 1.34259, 0.4, 0.000192991, 0.976505, 0.978104, 0.990717, 0.984394
6.0408, 37.1242, 0.381462, 1.34314, 0.4, 0.000203914, 0.976493, 0.978094, 0.990711, 0.984386
6.0458, 37.1431, 0.381946, 1.34369, 0.4, 0.000214557, 0.97648, 0.978083, 0.990705, 0.984378
6.05081, 37.1628, 0.382444, 1.34424, 0.4, 0.000224909, 0.976468, 0.978073, 0.990699, 0.98437
6.05581, 37.1836, 0.382955, 1.34479, 0.4, 0.000234965, 0.976455, 0.978062, 0.990693, 0.984362
6.06081, 37.2052, 0.383478, 1.34534, 0.4, 0.000244716, 0.976443, 0.978052, 0.990686, 0.984353
6.06581, 37.2276, 0.384014, 1.3459, 0.4, 0.000254155, 0.97643, 0.978041, 0.99068, 0.984345
6.07081, 37.2509, 0.384561, 1.34645, 0.4, 0.000263276, 0.976417, 0.97803, 0.990674, 0.984337
6.07581, 37.275, 0.385118, 1.347, 0.4, 0.000272072, 0.976405, 0.978019, 0.990668, 0.984328
6.08081, 37.2999, 0.385686, 1.34756, 0.4, 0.000280537, 0.976392, 0.978008, 0.990661, 0.98432
6.08581, 37.3255, 0.386264, 1.34811, 0.4, 0.000288666, 0.97638, 0.977996, 0.990655, 0.984311
6.09081, 37.3519, 0.38685, 1.34866, 0.4, 0.000296452, 0.976367, 0.977985, 0.990648, 0.984302
6.09581, 37.3789, 0.387445, 1.34921, 0.4, 0.000303891, 0.976354, 0.977974, 0.990642, 0.984294
6.10081, 37.4066, 0.388047, 1.34975, 0.4, 0.00031098, 0.976342, 0.977963, 0.990636, 0.984285
6.10581, 37.4349, 0.388657, 1.3503, 0.4, 0.000317712, 0.97633, 0.977951, 0.990629, 0.984276
6.11081, 37.4638, 0.389273, 1.35084, 0.4, 0.000324084, 0.976317, 0.97794, 0.990623, 0.984267
6.11581, 37.4932, 0.389895, 1.35137, 0.4, 0.000330094, 0.976305, 0.977929, 0.990616, 0.984259
6.12081, 37.5232, 0.390522, 1.35191, 0.4, 0.000335737, 0.976293, 0.977917, 0.99061, 0.98425
6.12581, 37.5537, 0.391154, 1.35243, 0.4, 0.00034101, 0.976282, 0.977906, 0.990604, 0.984241
6.13081, 37.5846, 0.39179, 1.35296, 0.4, 0.000345913, 0.97627, 0.977895, 0.990597, 0.984233
6.13581, 37.616, 0.392429, 1.35348, 0.4, 0.000350441, 0.976259, 0.977884, 0.990591, 0.984224
6.14081, 37.6477, 0.393071, 1.35399, 0.4, 0.000354595, 0.976247, 0.977873, 0.990585, 0.984216
6.14581, 37.6798, 0.393715, 1.35451, 0.4, 0.000358371, 0.976236, 0.977862, 0.990578, 0.984207
6.15081, 37.7122, 0.39436, 1.35501, 0.4, 0.000361771, 0.976226, 0.977851, 0.990572, 0.984199
6.15581, 37.745, 0.395007, 1.35551, 0.4, 0.000364791, 0.976215, 0.977841, 0.990566, 0.984191
6.16081, 37.7779, 0.395653, 1.35601, 0.4, 0.000367434, 0.976205, 0.97783, 0.99056, 0.984183
6.16581, 37.8111, 0.3963, 1.3565, 0.4, 0.000369698, 0.976195, 0.97782, 0.990555, 0.984175
6.17081, 37.8445, 0.396945, 1.35699, 0.4, 0.000371584, 0.976186, 0.977809, 0.990549, 0.984167
6.17581, 37.878, 0.397589, 1.35747, 0.4, 0.000373093, 0.976177, 0.977799, 0.990543, 0.984159
6.18081, 37.9117, 0.39823, 1.35794, 0.4, 0.000374226, 0.976168, 0.97779, 0.990538, 0.984152
6.18581, 37.9454, 0.398869, 1.3584, 0.4, 0.000374985, 0.976159, 0.97778, 0.990532, 0.984145
6.19081, 37.9792, 0.399505, 1.35886, 0.4, 0.000375371, 0.976151, 0.977771, 0.990527, 0.984138
6.19581, 38.013, 0.400137, 1.35932, 0.4, 0.000375387, 0.976144, 0.977762, 0.990522, 0.984131
6.20081, 38.0468, 0.400764, 1.35976, 0.4, 0.000375035, 0.976136, 0.977753, 0.990517, 0.984124
6.20581, 38.0805, 0.401387, 1.3602, 0.4, 0.000374317, 0.97613, 0.977744, 0.990512, 0.984117
6.21081, 38.1142, 0.402004, 1.36063, 0.4, 0.000373238, 0.976123, 0.977736, 0.990507, 0.984111
6.21581, 38.1477, 0.402615, 1.36105, 0.4, 0.000371801, 0.976117, 0.977728, 0.990503, 0.984105
6.22081, 38.1811, 0.403219, 1.36147, 0.4, 0.000370008, 0.976112, 0.97772, 0.990499, 0.984099
6.22581, 38.2143, 0.403816, 1.36187, 0.4, 0.000367866, 0.976107, 0.977712, 0.990495, 0.984093
6.23081, 38.2473, 0.404405, 1.36227, 0.4, 0.000365377, 0.976102, 0.977705, 0.990491, 0.984088
6.23581, 38.2801, 0.404987, 1.36266, 0.4, 0.000362546, 0.976098, 0.977699, 0.990487, 0.984083
6.24081, 38.3126, 0.405559, 1.36304, 0.4, 0.000359379, 0.976095, 0.977692, 0.990484, 0.984078
6.24581, 38.3448, 0.406123, 1.36341, 0.4, 0.000355881, 0.976092, 0.977686, 0.990481, 0.984074
6.25081, 38.3767, 0.406678, 1.36377, 0.4, 0.000352057, 0.976089, 0.977681, 0.990478, 0.984069
6.25581, 38.4082, 0.407222, 1.36412, 0.4, 0.000347913, 0.976088, 0.977675, 0.990475, 0.984066
6.26081, 38.4393, 0.407755, 1.36446, 0.4, 0.000343455, 0.976086, 0.97767, 0.990472, 0.984062
6.26581, 38.47, 0.408278, 1.36479, 0.4, 0.000338689, 0.976086, 0.977666, 0.99047, 0.984059
6.27081, 38.5003, 0.40879, 1.36512, 0.4, 0.000333623, 0.976086, 0.977662, 0.990468, 0.984056
6.27581, 38.5301, 0.40929, 1.36543, 0.4, 0.000328261, 0.976086, 0.977658, 0.990466, 0.984053
6.28081, 38.5594, 0.409778, 1.36573, 0.4, 0.000322613, 0.976087, 0.977655, 0.990465, 0.984051
6.28581, 38.5882, 0.410254, 1.36602, 0.4, 0.000316684, 0.976089, 0.977653, 0.990464, 0.984049
6.29081, 38.6164, 0.410717, 1.3663, 0.4, 0.000310483, 0.976091, 0.97765, 0.990463, 0.984048
6.29581, 38.6441, 0.411166, 1.36657, 0.4, 0.000304016, 0.976094, 0.977649, 0.990462, 0.984047
6.30081, 38.6711, 0.411602, 1.36683, 0.4, 0.000297292, 0.976098, 0.977647, 0.990462, 0.984046
6.30581, 38.6976, 0.412025, 1.36708, 0.4, 0.000290319, 0.976103, 0.977647, 0.990462, 0.984046
6.31081, 38.7234, 0.412433, 1.36732, 0.4, 0.000283105, 0.976107, 0.977646, 0.990463, 0.984046
6.31581, 38.7486, 0.412827, 1.36754, 0.4, 0.000275658, 0.976113, 0.977646, 0.990463, 0.984047
6.32081, 38.773, 0.413207, 1.36776, 0.4, 0.000267987, 0.976119, 0.977647, 0.990464, 0.984047
6.32581, 38.7968, 0.413571, 1.36796, 0.4, 0.0002601, 0.976126, 0.977648, 0.990465, 0.984049
6.33081, 38.8199, 0.413921, 1.36815, 0.4, 0.000252006, 0.976134, 0.97765, 0.990467, 0.984051
6.33581, 38.8422, 0.414255, 1.36833, 0.4, 0.000243715, 0.976142, 0.977652, 0.990469, 0.984053
6.34081, 38.8638, 0.414574, 1.36849, 0.4, 0.000235235, 0.976151, 0.977655, 0.990471, 0.984055
6.34581, 38.8845, 0.414876, 1.36865, 0.4, 0.000226575, 0.976161, 0.977658, 0.990474, 0.984058
6.35081, 38.9045, 0.415163, 1.36879, 0.4, 0.000217746, 0.976171, 0.977662, 0.990477, 0.984062
6.35581, 38.9237, 0.415434, 1.36892, 0.4, 0.000208755, 0.976182, 0.977667, 0.99048, 0.984066
6.36081, 38.9421, 0.415689, 1.36903, 0.4, 0.000199613, 0.976194, 0.977672, 0.990484, 0.98407
6.36581, 38.9597, 0.415927, 1.36914, 0.4, 0.000190329, 0.976206, 0.977677, 0.990487, 0.984075
6.37081, 38.9764, 0.416149, 1.36923, 0.4, 0.000180912, 0.976219, 0.977683, 0.990492, 0.98408
6.37581, 38.9922, 0.416355, 1.3693, 0.4, 0.000171373, 0.976233, 0.977689, 0.990496, 0.984085
6.38081, 39.0072, 0.416541, 1.36937, 0.4, 0.000161722, 0.976245, 0.977692, 0.990498, 0.984087
6.38581, 39.0214, 0.416713, 1.36942, 0.4, 0.000151968, 0.97626, 0.9777, 0.990503, 0.984094
6.39081, 39.0346, 0.416869, 1.36946, 0.4, 0.000142121, 0.976276, 0.977708, 0.990509, 0.984101
6.39581, 39.0469, 0.417008, 1.36949, 0.4, 0.00013219, 0.976293, 0.977717, 0.990515, 0.984109
6.40081, 39.0584, 0.41713, 1.36951, 0.4, 0.000122186, 0.97631, 0.977727, 0.990522, 0.984117
6.40581, 39.0689, 0.417235, 1.36952, 0.4, 0.000112117, 0.976328, 0.977737, 0.990529, 0.984125
6.41081, 39.0786, 0.417323, 1.36951, 0.4, 0.000101994, 0.976346, 0.977747, 0.990536, 0.984134
6.41581, 39.0873, 0.417395, 1.3695, 0.4, 9.18276e-05, 0.976365, 0.977758, 0.990543, 0.984144
6.42081, 39.0951, 0.417449, 1.36947, 0.4, 8.1626e-05, 0.976385, 0.97777, 0.990551, 0.984153
6.42581, 39.102, 0.417488, 1.36943, 0.4, 7.13998e-05, 0.976405, 0.977782, 0.990559, 0.984163
6.43081, 39.108, 0.417509, 1.36938, 0.4, 6.11585e-05, 0.976426, 0.977795, 0.990568, 0.984174
6.43581, 39.113, 0.417514, 1.36931, 0.4, 5.0912e-05, 0.976448, 0.977808, 0.990577, 0.984185
6.44081, 39.1171, 0.417503, 1.36923, 0.4, 4.06696e-05, 0.97647, 0.977822, 0.990586, 0.984196
6.44581, 39.1203, 0.417475, 1.36914, 0.4, 3.04409e-05, 0.976492, 0.977836, 0.990595, 0.984208
6.45081, 39.1226, 0.417432, 1.36904, 0.4, 2.02356e-05, 0.976516, 0.97785, 0.990605, 0.98422
6.45581, 39.124, 0.417372, 1.36892, 0.4, 1.00629e-05, 0.976539, 0.977865, 0.990615, 0.984232
6.46081, 39.1244, 0.417296, 1.3688, 0.4, -6.79856e-08, 0.976564, 0.977881, 0.990625, 0.984245
6.46581, 39.124, 0.417205, 1.36866, 0.4, -1.01476e-05, 0.976589, 0.977896, 0.990635, 0.984258
6.47081, 39.1226, 0.417098, 1.3685, 0.4, -2.01671e-05, 0.976614, 0.977913, 0.990646, 0.984272
6.47581, 39.1203, 0.416976, 1.36834, 0.4, -3.01175e-05, 0.97664, 0.977929, 0.990657, 0.984286
6.48081, 39.1172, 0.416839, 1.36816, 0.4, -3.99897e-05, 0.976666, 0.977946, 0.990668, 0.9843
6.48582, 39.1131, 0.416688, 1.36798, 0.4, -4.97754e-05, 0.976692, 0.977964, 0.99068, 0.984314
6.49082, 39.1082, 0.416521, 1.36778, 0.4, -5.94656e-05, 0.976719, 0.977982, 0.990691, 0.984329
6.49582, 39.1024, 0.416338, 1.36757, 0.4, -6.90521e-05, 0.976744, 0.977995, 0.9907, 0.98434
6.50082, 39.0958, 0.416143, 1.36736, 0.4, -7.85247e-05, 0.976772, 0.978013, 0.990711, 0.984355
6.50582, 39.0883, 0.415934, 1.36713, 0.4, -8.78777e-05, 0.9768, 0.978031, 0.990723, 0.98437
6.51082, 39.0799, 0.415712, 1.3669, 0.4, -9.71023e-05, 0.976828, 0.97805, 0.990736, 0.984385
6.51582, 39.0708, 0.415476, 1.36666, 0.4, -0.000106191, 0.976856, 0.978069, 0.990748, 0.984401
6.52082, 39.0608, 0.415228, 1.36642, 0.4, -0.000115136, 0.976885, 0.978088, 0.99076, 0.984416
6.52582, 39.0501, 0.414966, 1.36617, 0.4, -0.00012393, 0.976914, 0.978108, 0.990773, 0.984432
6.53082, 39.0385, 0.414693, 1.36591, 0.4, -0.000132566, 0.976944, 0.978127, 0.990786, 0.984449
6.53582, 39.0262, 0.414408, 1.36565, 0.4, -0.000141036, 0.976973, 0.978147, 0.990799, 0.984465
6.54082, 39.0131, 0.41411, 1.36538, 0.4, -0.000149335, 0.977003, 0.978168, 0.990812, 0.984482
6.54582, 38.9993, 0.413802, 1.36511, 0.4, -0.000157454, 0.977033, 0.978188, 0.990825, 0.984499
6.55082, 38.9848, 0.413483, 1.36483, 0.4, -0.000165388, 0.977063, 0.978209, 0.990839, 0.984515
6.55582, 38.9695, 0.413153, 1.36455, 0.4, -0.000173131, 0.977094, 0.978229, 0.990852, 0.984532
6.56082, 38.9536, 0.412813, 1.36426, 0.4, -0.000180676, 0.977124, 0.97825, 0.990865, 0.98455
6.56582, 38.937, 0.412464, 1.36396, 0.4, -0.000188018, 0.977155, 0.978271, 0.990879, 0.984567
6.57082, 38.9197, 0.412105, 1.36366, 0.4, -0.000195152, 0.977186, 0.978293, 0.990893, 0.984584
6.57582, 38.9019, 0.411737, 1.36336, 0.4, -0.000202071, 0.977217, 0.978314, 0.990906, 0.984602
6.58082, 38.8834, 0.411361, 1.36305, 0.4, -0.000208771, 0.977247, 0.978335, 0.99092, 0.984619
6.58582, 38.8643, 0.410976, 1.36274, 0.4, -0.000215247, 0.977278, 0.978357, 0.990934, 0.984637
6.59082, 38.8446, 0.410583, 1.36243, 0.4, -0.000221495, 0.977309, 0.978378, 0.990948, 0.984654
6.59582, 38.8244, 0.410184, 1.36211, 0.4, -0.00022751, 0.97734, 0.9784, 0.990962, 0.984672
6.60082, 38.8036, 0.409777, 1.36179, 0.4, -0.000233287, 0.977371, 0.978422, 0.990975, 0.98469
6.60582, 38.7824, 0.409364, 1.36147, 0.4, -0.000238824, 0.977402, 0.978443, 0.990989, 0.984707
6.61082, 38.7606, 0.408945, 1.36115, 0.4, -0.000244117, 0.977433, 0.978465, 0.991003, 0.984725
6.61582, 38.7384, 0.40852, 1.36083, 0.4, -0.000249161, 0.977463, 0.978486, 0.991017, 0.984742
6.62082, 38.7158, 0.40809, 1.36051, 0.4, -0.000253955, 0.977494, 0.978508, 0.991031, 0.98476
6.62582, 38.6927, 0.407655, 1.36019, 0.4, -0.000258495, 0.977524, 0.978529, 0.991044, 0.984777
6.63082, 38.6692, 0.407216, 1.35987, 0.4, -0.000262779, 0.977555, 0.978551, 0.991058, 0.984795
6.63582, 38.6454, 0.406773, 1.35955, 0.4, -0.000266803, 0.977585, 0.978572, 0.991072, 0.984812
6.64082, 38.6212, 0.406327, 1.35923, 0.4, -0.000270568, 0.977615, 0.978594, 0.991085, 0.98483
6.64582, 38.5967, 0.405878, 1.35892, 0.4, -0.000274069, 0.977644, 0.978615, 0.991099, 0.984847
