Time(s), gENROE.delta, gENROE.PELEC, eSAC1A.EFD, gENROE.PMECH, gENROE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
3.49489, 43.298, 0.490285, 1.29314, 0.4, -0.00153563, 0.972943, 0.974932, 0.988692, 0.981812
3.49589, 43.2703, 0.489656, 1.29236, 0.4, -0.00154607, 0.972982, 0.974964, 0.988714, 0.981839
3.49689, 43.2424, 0.489024, 1.29158, 0.4, -0.00155644, 0.973022, 0.974997, 0.988735, 0.981866
3.49789, 43.2143, 0.48839, 1.2908, 0.4, -0.00156673, 0.973062, 0.975029, 0.988757, 0.981893
3.49889, 43.186, 0.487753, 1.29001, 0.4, -0.00157694, 0.973102, 0.975061, 0.988779, 0.98192
3.49989, 43.1575, 0.487113, 1.28923, 0.4, -0.00158708, 0.973142, 0.975093, 0.9888, 0.981947
3.50089, 43.1288, 0.486471, 1.28843, 0.4, -0.00159715, 0.973182, 0.975125, 0.988822, 0.981974
3.50189, 43.1, 0.485827, 1.28764, 0.4, -0.00160714, 0.973222, 0.975157, 0.988844, 0.982
3.50289, 43.071, 0.48518, 1.28684, 0.4, -0.00161705, 0.973262, 0.97519, 0.988865, 0.982027
3.50389, 43.0418, 0.484531, 1.28604, 0.4, -0.00162689, 0.973302, 0.975222, 0.988887, 0.982054
3.50489, 43.0124, 0.483879, 1.28523, 0.4, -0.00163665, 0.973341, 0.975254, 0.988908, 0.982081
3.50589, 42.9829, 0.483225, 1.28443, 0.4, -0.00164633, 0.973381, 0.975286, 0.98893, 0.982108
3.50689, 42.9531, 0.482568, 1.28362, 0.4, -0.00165594, 0.973421, 0.975318, 0.988951, 0.982135
3.50789, 42.9233, 0.481909, 1.28281, 0.4, -0.00166547, 0.973461, 0.97535, 0.988973, 0.982162
3.50889, 42.8932, 0.481248, 1.28199, 0.4, -0.00167492, 0.973501, 0.975383, 0.988994, 0.982188
3.50989, 42.863, 0.480584, 1.28118, 0.4, -0.0016843, 0.97354, 0.975415, 0.989016, 0.982215
3.51089, 42.8326, 0.479919, 1.28036, 0.4, -0.00169359, 0.97358, 0.975447, 0.989037, 0.982242
3.51189, 42.802, 0.479251, 1.27954, 0.4, -0.00170281, 0.97362, 0.975479, 0.989059, 0.982269
3.51289, 42.7713, 0.478581, 1.27871, 0.4, -0.00171195, 0.97366, 0.975511, 0.98908, 0.982295
3.51389, 42.7404, 0.477908, 1.27789, 0.4, -0.00172101, 0.973699, 0.975543, 0.989102, 0.982322
3.51489, 42.7093, 0.477234, 1.27706, 0.4, -0.00172999, 0.973739, 0.975575, 0.989123, 0.982349
3.51589, 42.6781, 0.476557, 1.27623, 0.4, -0.00173889, 0.973778, 0.975607, 0.989144, 0.982375
3.51689, 42.6467, 0.475878, 1.2754, 0.4, -0.00174772, 0.973818, 0.975639, 0.989166, 0.982402
3.51789, 42.6152, 0.475198, 1.27457, 0.4, -0.00175646, 0.973857, 0.975671, 0.989187, 0.982428
3.51889, 42.5835, 0.474515, 1.27373, 0.4, -0.00176512, 0.973897, 0.975703, 0.989208, 0.982455
3.51989, 42.5516, 0.47383, 1.27289, 0.4, -0.0017737, 0.973936, 0.975734, 0.989229, 0.982481
3.52089, 42.5196, 0.473143, 1.27206, 0.4, -0.0017822, 0.973975, 0.975766, 0.98925, 0.982508
3.52189, 42.4875, 0.472454, 1.27122, 0.4, -0.00179063, 0.974015, 0.975798, 0.989272, 0.982534
3.52289, 42.4552, 0.471764, 1.27037, 0.4, -0.00179897, 0.974054, 0.975829, 0.989293, 0.98256
3.52389, 42.4227, 0.471071, 1.26953, 0.4, -0.00180722, 0.974093, 0.975861, 0.989314, 0.982587
3.52489, 42.3901, 0.470376, 1.26869, 0.4, -0.0018154, 0.974132, 0.975893, 0.989335, 0.982613
3.52589, 42.3573, 0.46968, 1.26784, 0.4, -0.0018235, 0.974171, 0.975924, 0.989355, 0.982639
3.52689, 42.3244, 0.468982, 1.267, 0.4, -0.00183151, 0.97421, 0.975956, 0.989376, 0.982665
3.52789, 42.2914, 0.468282, 1.26615, 0.4, -0.00183944, 0.974249, 0.975987, 0.989397, 0.982691
3.52889, 42.2582, 0.46758, 1.2653, 0.4, -0.00184729, 0.974287, 0.976018, 0.989418, 0.982717
3.52989, 42.2249, 0.466877, 1.26445, 0.4, -0.00185506, 0.974326, 0.97605, 0.989439, 0.982743
3.53089, 42.1914, 0.466171, 1.2636, 0.4, -0.00186275, 0.974365, 0.976081, 0.989459, 0.982769
3.53189, 42.1578, 0.465465, 1.26275, 0.4, -0.00187035, 0.974403, 0.976112, 0.98948, 0.982795
3.53289, 42.1241, 0.464756, 1.2619, 0.4, -0.00187787, 0.974442, 0.976143, 0.989501, 0.982821
3.53389, 42.0902, 0.464046, 1.26104, 0.4, -0.0018853, 0.97448, 0.976174, 0.989521, 0.982847
3.53489, 42.0562, 0.463334, 1.26019, 0.4, -0.00189265, 0.974518, 0.976205, 0.989542, 0.982872
3.53589, 42.0221, 0.462621, 1.25934, 0.4, -0.00189992, 0.974556, 0.976236, 0.989562, 0.982898
3.53689, 41.9878, 0.461906, 1.25848, 0.4, -0.00190711, 0.974594, 0.976267, 0.989582, 0.982923
3.53789, 41.9534, 0.46119, 1.25763, 0.4, -0.00191421, 0.974632, 0.976297, 0.989603, 0.982949
3.53889, 41.9189, 0.460472, 1.25677, 0.4, -0.00192122, 0.97467, 0.976328, 0.989623, 0.982974
3.53989, 41.8843, 0.459752, 1.25591, 0.4, -0.00192816, 0.974708, 0.976359, 0.989643, 0.982999
3.54089, 41.8495, 0.459032, 1.25506, 0.4, -0.001935, 0.974745, 0.976389, 0.989663, 0.983025
3.54189, 41.8146, 0.45831, 1.2542, 0.4, -0.00194177, 0.974783, 0.976419, 0.989683, 0.98305
3.54289, 41.7796, 0.457586, 1.25335, 0.4, -0.00194845, 0.97482, 0.97645, 0.989703, 0.983075
3.54389, 41.7445, 0.456861, 1.25249, 0.4, -0.00195504, 0.974857, 0.97648, 0.989723, 0.9831
3.54489, 41.7092, 0.456135, 1.25163, 0.4, -0.00196155, 0.974894, 0.97651, 0.989742, 0.983125
3.54589, 41.6739, 0.455408, 1.25078, 0.4, -0.00196797, 0.974931, 0.97654, 0.989762, 0.983149
3.54689, 41.6384, 0.454679, 1.24992, 0.4, -0.00197431, 0.974968, 0.97657, 0.989782, 0.983174
3.54789, 41.6028, 0.453949, 1.24907, 0.4, -0.00198056, 0.975005, 0.9766, 0.989801, 0.983199
3.54889, 41.5671, 0.453218, 1.24821, 0.4, -0.00198673, 0.975042, 0.976629, 0.989821, 0.983223
3.54989, 41.5313, 0.452486, 1.24736, 0.4, -0.00199281, 0.975078, 0.976659, 0.98984, 0.983248
3.55089, 41.4953, 0.451752, 1.2465, 0.4, -0.00199881, 0.975115, 0.976688, 0.98986, 0.983272
3.55189, 41.4593, 0.451018, 1.24565, 0.4, -0.00200471, 0.975151, 0.976718, 0.989879, 0.983296
3.55289, 41.4232, 0.450282, 1.2448, 0.4, -0.00201054, 0.975187, 0.976747, 0.989898, 0.98332
3.55389, 41.3869, 0.449545, 1.24394, 0.4, -0.00201627, 0.975223, 0.976776, 0.989917, 0.983344
3.55489, 41.3506, 0.448808, 1.24309, 0.4, -0.00202193, 0.975258, 0.976805, 0.989936, 0.983368
3.55589, 41.3141, 0.448069, 1.24224, 0.4, -0.00202749, 0.975294, 0.976834, 0.989955, 0.983392
3.55689, 41.2776, 0.447329, 1.24139, 0.4, -0.00203297, 0.97533, 0.976863, 0.989973, 0.983416
3.55789, 41.2409, 0.446589, 1.24054, 0.4, -0.00203836, 0.975365, 0.976892, 0.989992, 0.983439
3.55889, 41.2042, 0.445847, 1.23969, 0.4, -0.00204366, 0.9754, 0.97692, 0.990011, 0.983463
3.55989, 41.1674, 0.445105, 1.23885, 0.4, -0.00204888, 0.975435, 0.976949, 0.990029, 0.983486
3.56089, 41.1304, 0.444362, 1.238, 0.4, -0.00205401, 0.97547, 0.976977, 0.990048, 0.983509
3.56189, 41.0934, 0.443618, 1.23716, 0.4, -0.00205905, 0.975505, 0.977005, 0.990066, 0.983533
3.56289, 41.0563, 0.442873, 1.23632, 0.4, -0.00206401, 0.975539, 0.977034, 0.990084, 0.983556
3.56388, 41.0191, 0.442128, 1.23547, 0.4, -0.00206887, 0.975574, 0.977061, 0.990102, 0.983579
3.56488, 40.9818, 0.441382, 1.23463, 0.4, -0.00207366, 0.975608, 0.977089, 0.99012, 0.983602
3.56588, 40.9445, 0.440635, 1.2338, 0.4, -0.00207835, 0.975642, 0.977117, 0.990138, 0.983624
3.56688, 40.907, 0.439887, 1.23296, 0.4, -0.00208295, 0.975676, 0.977145, 0.990156, 0.983647
3.56788, 40.8695, 0.439139, 1.23213, 0.4, -0.00208747, 0.97571, 0.977172, 0.990174, 0.983669
3.56888, 40.8319, 0.43839, 1.23129, 0.4, -0.0020919, 0.975743, 0.977199, 0.990192, 0.983692
3.56988, 40.7942, 0.43764, 1.23046, 0.4, -0.00209625, 0.975777, 0.977227, 0.990209, 0.983714
3.57088, 40.7564, 0.43689, 1.22963, 0.4, -0.0021005, 0.97581, 0.977254, 0.990227, 0.983736
3.57188, 40.7185, 0.43614, 1.2288, 0.4, -0.00210467, 0.975843, 0.977281, 0.990244, 0.983758
3.57288, 40.6806, 0.435389, 1.22798, 0.4, -0.00210875, 0.975876, 0.977307, 0.990261, 0.98378
3.57388, 40.6426, 0.434637, 1.22716, 0.4, -0.00211274, 0.975908, 0.977334, 0.990278, 0.983802
3.57488, 40.6046, 0.433885, 1.22633, 0.4, -0.00211664, 0.975941, 0.97736, 0.990295, 0.983823
3.57588, 40.5664, 0.433133, 1.22552, 0.4, -0.00212046, 0.975973, 0.977387, 0.990312, 0.983845
3.57688, 40.5282, 0.43238, 1.2247, 0.4, -0.00212419, 0.976005, 0.977413, 0.990329, 0.983866
3.57788, 40.49, 0.431628, 1.22389, 0.4, -0.00212783, 0.976037, 0.977439, 0.990346, 0.983887
3.57888, 40.4516, 0.430874, 1.22307, 0.4, -0.00213138, 0.976069, 0.977465, 0.990362, 0.983909
3.57988, 40.4132, 0.430121, 1.22226, 0.4, -0.00213484, 0.976101, 0.977491, 0.990379, 0.98393
3.58088, 40.3748, 0.429367, 1.22146, 0.4, -0.00213821, 0.976132, 0.977516, 0.990395, 0.98395
3.58188, 40.3363, 0.428613, 1.22065, 0.4, -0.0021415, 0.976163, 0.977542, 0.990411, 0.983971
3.58288, 40.2977, 0.427858, 1.21985, 0.4, -0.0021447, 0.976194, 0.977567, 0.990427, 0.983992
3.58388, 40.259, 0.427104, 1.21905, 0.4, -0.00214781, 0.976225, 0.977592, 0.990443, 0.984012
3.58488, 40.2204, 0.42635, 1.21826, 0.4, -0.00215083, 0.976255, 0.977617, 0.990459, 0.984032
3.58588, 40.1816, 0.425595, 1.21746, 0.4, -0.00215376, 0.976286, 0.977642, 0.990475, 0.984053
3.58688, 40.1428, 0.42484, 1.21667, 0.4, -0.00215661, 0.976316, 0.977667, 0.990491, 0.984073
3.58788, 40.104, 0.424085, 1.21589, 0.4, -0.00215937, 0.976346, 0.977691, 0.990506, 0.984092
3.58888, 40.0651, 0.423331, 1.2151, 0.4, -0.00216203, 0.976375, 0.977715, 0.990522, 0.984112
3.58988, 40.0261, 0.422576, 1.21432, 0.4, -0.00216461, 0.976405, 0.97774, 0.990537, 0.984132
3.59088, 39.9872, 0.421821, 1.21355, 0.4, -0.00216711, 0.976434, 0.977764, 0.990552, 0.984151
3.59188, 39.9481, 0.421067, 1.21277, 0.4, -0.00216951, 0.976463, 0.977787, 0.990567, 0.98417
3.59288, 39.9091, 0.420312, 1.212, 0.4, -0.00217182, 0.976492, 0.977811, 0.990582, 0.98419
3.59388, 39.8699, 0.419558, 1.21123, 0.4, -0.00217405, 0.976521, 0.977835, 0.990597, 0.984209
3.59488, 39.8308, 0.418803, 1.21047, 0.4, -0.00217619, 0.97655, 0.977858, 0.990611, 0.984228
3.59588, 39.7916, 0.418049, 1.20971, 0.4, -0.00217824, 0.976578, 0.977881, 0.990626, 0.984246
3.59688, 39.7524, 0.417295, 1.20895, 0.4, -0.0021802, 0.976606, 0.977904, 0.99064, 0.984265
3.59788, 39.7131, 0.416542, 1.2082, 0.4, -0.00218208, 0.976634, 0.977927, 0.990655, 0.984283
3.59888, 39.6738, 0.415788, 1.20745, 0.4, -0.00218386, 0.976661, 0.97795, 0.990669, 0.984302
3.59988, 39.6345, 0.415036, 1.2067, 0.4, -0.00218556, 0.976688, 0.977972, 0.990683, 0.98432
3.60088, 39.5951, 0.414283, 1.20596, 0.4, -0.00218717, 0.976716, 0.977995, 0.990697, 0.984338
3.60188, 39.5558, 0.413531, 1.20522, 0.4, -0.00218869, 0.976743, 0.978017, 0.990711, 0.984355
3.60288, 39.5163, 0.412779, 1.20448, 0.4, -0.00219013, 0.976769, 0.978039, 0.990724, 0.984373
3.60388, 39.4769, 0.412027, 1.20375, 0.4, -0.00219148, 0.976796, 0.97806, 0.990738, 0.984391
3.60488, 39.4375, 0.411276, 1.20302, 0.4, -0.00219273, 0.976822, 0.978082, 0.990751, 0.984408
3.60588, 39.398, 0.410526, 1.2023, 0.4, -0.0021939, 0.976848, 0.978103, 0.990765, 0.984425
3.60688, 39.3585, 0.409776, 1.20158, 0.4, -0.00219499, 0.976874, 0.978125, 0.990778, 0.984442
3.60788, 39.319, 0.409026, 1.20087, 0.4, -0.00219598, 0.976899, 0.978146, 0.990791, 0.984459
3.60888, 39.2794, 0.408278, 1.20015, 0.4, -0.00219689, 0.976925, 0.978167, 0.990804, 0.984476
3.60988, 39.2399, 0.407529, 1.19945, 0.4, -0.00219771, 0.97695, 0.978188, 0.990816, 0.984492
3.61088, 39.2003, 0.406782, 1.19874, 0.4, -0.00219844, 0.976974, 0.978208, 0.990829, 0.984509
3.61188, 39.1607, 0.406035, 1.19805, 0.4, -0.00219909, 0.976999, 0.978228, 0.990842, 0.984525
3.61288, 39.1211, 0.405288, 1.19735, 0.4, -0.00219965, 0.977023, 0.978249, 0.990854, 0.984541
3.61388, 39.0815, 0.404543, 1.19666, 0.4, -0.00220012, 0.977048, 0.978269, 0.990866, 0.984557
3.61488, 39.0419, 0.403798, 1.19598, 0.4, -0.0022005, 0.977072, 0.978288, 0.990878, 0.984573
3.61588, 39.0023, 0.403054, 1.1953, 0.4, -0.0022008, 0.977095, 0.978308, 0.99089, 0.984589
3.61688, 38.9627, 0.402311, 1.19462, 0.4, -0.00220101, 0.977119, 0.978328, 0.990902, 0.984604
3.61788, 38.9231, 0.401568, 1.19395, 0.4, -0.00220113, 0.977142, 0.978347, 0.990914, 0.984619
3.61888, 38.8834, 0.400827, 1.19328, 0.4, -0.00220117, 0.977165, 0.978366, 0.990925, 0.984635
3.61988, 38.8438, 0.400086, 1.19262, 0.4, -0.00220112, 0.977187, 0.978385, 0.990937, 0.98465
3.62088, 38.8042, 0.399346, 1.19196, 0.4, -0.00220098, 0.97721, 0.978403, 0.990948, 0.984664
3.62188, 38.7646, 0.398607, 1.19131, 0.4, -0.00220076, 0.977232, 0.978422, 0.990959, 0.984679
3.62288, 38.725, 0.39787, 1.19066, 0.4, -0.00220045, 0.977254, 0.97844, 0.99097, 0.984694
3.62388, 38.6854, 0.397133, 1.19002, 0.4, -0.00220006, 0.977276, 0.978458, 0.990981, 0.984708
3.62488, 38.6458, 0.396397, 1.18938, 0.4, -0.00219958, 0.977297, 0.978476, 0.990992, 0.984722
3.62588, 38.6062, 0.395662, 1.18875, 0.4, -0.00219901, 0.977319, 0.978494, 0.991003, 0.984736
3.62688, 38.5666, 0.394929, 1.18812, 0.4, -0.00219836, 0.97734, 0.978512, 0.991013, 0.98475
3.62788, 38.5271, 0.394196, 1.18749, 0.4, -0.00219762, 0.97736, 0.978529, 0.991024, 0.984764
3.62888, 38.4875, 0.393465, 1.18688, 0.4, -0.0021968, 0.977381, 0.978546, 0.991034, 0.984777
3.62988, 38.448, 0.392735, 1.18626, 0.4, -0.00219589, 0.977401, 0.978563, 0.991044, 0.984791
3.63088, 38.4084, 0.392005, 1.18566, 0.4, -0.00219489, 0.977421, 0.97858, 0.991054, 0.984804
3.63188, 38.3689, 0.391278, 1.18505, 0.4, -0.00219381, 0.977441, 0.978597, 0.991064, 0.984817
3.63288, 38.3295, 0.390551, 1.18445, 0.4, -0.00219265, 0.977461, 0.978613, 0.991073, 0.98483
3.63388, 38.29, 0.389826, 1.18386, 0.4, -0.0021914, 0.97748, 0.97863, 0.991083, 0.984842
3.63488, 38.2506, 0.389102, 1.18327, 0.4, -0.00219007, 0.977499, 0.978646, 0.991092, 0.984855
3.63588, 38.2112, 0.388379, 1.18269, 0.4, -0.00218865, 0.977518, 0.978661, 0.991102, 0.984867
3.63688, 38.1718, 0.387658, 1.18212, 0.4, -0.00218715, 0.977536, 0.978677, 0.991111, 0.98488
3.63788, 38.1324, 0.386938, 1.18155, 0.4, -0.00218556, 0.977554, 0.978693, 0.99112, 0.984892
3.63888, 38.0931, 0.38622, 1.18098, 0.4, -0.00218389, 0.977572, 0.978708, 0.991129, 0.984903
3.63988, 38.0538, 0.385503, 1.18042, 0.4, -0.00218214, 0.97759, 0.978723, 0.991137, 0.984915
3.64088, 38.0145, 0.384787, 1.17986, 0.4, -0.0021803, 0.977608, 0.978738, 0.991146, 0.984927
3.64188, 37.9753, 0.384073, 1.17931, 0.4, -0.00217838, 0.977625, 0.978753, 0.991154, 0.984938
3.64288, 37.9361, 0.383361, 1.17877, 0.4, -0.00217637, 0.977642, 0.978767, 0.991163, 0.984949
3.64388, 37.897, 0.38265, 1.17823, 0.4, -0.00217429, 0.977659, 0.978782, 0.991171, 0.98496
3.64488, 37.8578, 0.381941, 1.1777, 0.4, -0.00217212, 0.977675, 0.978796, 0.991179, 0.984971
3.64588, 37.8188, 0.381233, 1.17717, 0.4, -0.00216986, 0.977692, 0.97881, 0.991187, 0.984982
3.64688, 37.7797, 0.380527, 1.17665, 0.4, -0.00216753, 0.977708, 0.978824, 0.991195, 0.984993
3.64788, 37.7407, 0.379822, 1.17614, 0.4, -0.00216511, 0.977723, 0.978837, 0.991202, 0.985003
3.64888, 37.7018, 0.37912, 1.17563, 0.4, -0.00216261, 0.977739, 0.97885, 0.99121, 0.985013
3.64988, 37.6629, 0.378419, 1.17512, 0.4, -0.00216003, 0.977754, 0.978864, 0.991217, 0.985023
3.65088, 37.624, 0.377719, 1.17462, 0.4, -0.00215736, 0.977769, 0.978877, 0.991225, 0.985033
3.65188, 37.5852, 0.377022, 1.17413, 0.4, -0.00215462, 0.977784, 0.978889, 0.991232, 0.985043
3.65288, 37.5465, 0.376326, 1.17365, 0.4, -0.00215179, 0.977798, 0.978902, 0.991239, 0.985053
3.65388, 37.5077, 0.375632, 1.17316, 0.4, -0.00214889, 0.977813, 0.978914, 0.991246, 0.985062
3.65488, 37.4691, 0.37494, 1.17269, 0.4, -0.0021459, 0.977827, 0.978927, 0.991252, 0.985071
3.65588, 37.4305, 0.37425, 1.17222, 0.4, -0.00214283, 0.97784, 0.978939, 0.991259, 0.98508
3.65688, 37.392, 0.373561, 1.17176, 0.4, -0.00213968, 0.977854, 0.978951, 0.991265, 0.985089
3.65788, 37.3535, 0.372875, 1.1713, 0.4, -0.00213645, 0.977867, 0.978962, 0.991272, 0.985098
3.65888, 37.315, 0.372191, 1.17085, 0.4, -0.00213314, 0.97788, 0.978974, 0.991278, 0.985107
3.65988, 37.2767, 0.371508, 1.1704, 0.4, -0.00212976, 0.977893, 0.978985, 0.991284, 0.985115
3.66088, 37.2384, 0.370828, 1.16997, 0.4, -0.00212629, 0.977906, 0.978996, 0.99129, 0.985124
3.66188, 37.2001, 0.370149, 1.16953, 0.4, -0.00212274, 0.977918, 0.979007, 0.991296, 0.985132
3.66288, 37.162, 0.369473, 1.16911, 0.4, -0.00211911, 0.97793, 0.979018, 0.991301, 0.98514
3.66388, 37.1238, 0.368798, 1.16869, 0.4, -0.00211541, 0.977942, 0.979028, 0.991307, 0.985148
3.66488, 37.0858, 0.368126, 1.16827, 0.4, -0.00211163, 0.977953, 0.979039, 0.991312, 0.985155
3.66588, 37.0478, 0.367456, 1.16786, 0.4, -0.00210776, 0.977964, 0.979049, 0.991318, 0.985163
3.66688, 37.0099, 0.366788, 1.16746, 0.4, -0.00210382, 0.977975, 0.979059, 0.991323, 0.98517
3.66788, 36.9721, 0.366122, 1.16706, 0.4, -0.00209981, 0.977986, 0.979069, 0.991328, 0.985177
3.66888, 36.9343, 0.365458, 1.16667, 0.4, -0.00209571, 0.977997, 0.979078, 0.991333, 0.985184
3.66988, 36.8966, 0.364797, 1.16629, 0.4, -0.00209154, 0.978007, 0.979088, 0.991337, 0.985191
3.67088, 36.859, 0.364138, 1.16591, 0.4, -0.00208729, 0.978017, 0.979097, 0.991342, 0.985198
3.67188, 36.8215, 0.363481, 1.16554, 0.4, -0.00208296, 0.978027, 0.979106, 0.991347, 0.985204
3.67288, 36.784, 0.362826, 1.16517, 0.4, -0.00207856, 0.978036, 0.979115, 0.991351, 0.985211
3.67388, 36.7467, 0.362174, 1.16481, 0.4, -0.00207408, 0.978046, 0.979124, 0.991355, 0.985217
3.67488, 36.7094, 0.361524, 1.16446, 0.4, -0.00206953, 0.978055, 0.979132, 0.991359, 0.985223
3.67588, 36.6722, 0.360876, 1.16411, 0.4, -0.0020649, 0.978063, 0.97914, 0.991364, 0.985229
3.67688, 36.635, 0.360231, 1.16377, 0.4, -0.0020602, 0.978072, 0.979149, 0.991367, 0.985235
3.67788, 36.598, 0.359588, 1.16344, 0.4, -0.00205542, 0.97808, 0.979156, 0.991371, 0.985241
3.67888, 36.561, 0.358947, 1.16311, 0.4, -0.00205056, 0.978088, 0.979164, 0.991375, 0.985246
3.67988, 36.5242, 0.358309, 1.16279, 0.4, -0.00204563, 0.978096, 0.979172, 0.991378, 0.985251
3.68088, 36.4874, 0.357674, 1.16247, 0.4, -0.00204063, 0.978104, 0.979179, 0.991382, 0.985257
3.68188, 36.4507, 0.35704, 1.16217, 0.4, -0.00203555, 0.978111, 0.979187, 0.991385, 0.985262
3.68288, 36.4141, 0.35641, 1.16186, 0.4, -0.0020304, 0.978118, 0.979194, 0.991388, 0.985266
3.68388, 36.3776, 0.355782, 1.16157, 0.4, -0.00202518, 0.978125, 0.9792, 0.991391, 0.985271
3.68488, 36.3412, 0.355156, 1.16128, 0.4, -0.00201988, 0.978132, 0.979207, 0.991394, 0.985276
3.68588, 36.3049, 0.354534, 1.16099, 0.4, -0.00201451, 0.978138, 0.979214, 0.991397, 0.98528
3.68688, 36.2687, 0.353913, 1.16071, 0.4, -0.00200907, 0.978144, 0.97922, 0.9914, 0.985284
3.68788, 36.2326, 0.353296, 1.16044, 0.4, -0.00200355, 0.97815, 0.979226, 0.991402, 0.985289
3.68888, 36.1965, 0.352681, 1.16018, 0.4, -0.00199797, 0.978156, 0.979232, 0.991405, 0.985293
3.68988, 36.1606, 0.352068, 1.15992, 0.4, -0.00199231, 0.978162, 0.979238, 0.991407, 0.985296
3.69088, 36.1248, 0.351459, 1.15967, 0.4, -0.00198658, 0.978167, 0.979244, 0.991409, 0.9853
3.69188, 36.0891, 0.350851, 1.15942, 0.4, -0.00198078, 0.978172, 0.979249, 0.991411, 0.985304
3.69288, 36.0535, 0.350247, 1.15918, 0.4, -0.00197491, 0.978176, 0.979254, 0.991413, 0.985307
3.69388, 36.018, 0.349646, 1.15895, 0.4, -0.00196897, 0.978181, 0.979259, 0.991415, 0.98531
3.69488, 35.9826, 0.349047, 1.15872, 0.4, -0.00196296, 0.978185, 0.979264, 0.991417, 0.985313
3.69588, 35.9473, 0.348451, 1.1585, 0.4, -0.00195688, 0.978189, 0.979269, 0.991418, 0.985316
3.69688, 35.9122, 0.347858, 1.15828, 0.4, -0.00195074, 0.978193, 0.979274, 0.99142, 0.985319
3.69788, 35.8771, 0.347268, 1.15808, 0.4, -0.00194452, 0.978197, 0.979278, 0.991421, 0.985322
3.69888, 35.8422, 0.34668, 1.15787, 0.4, -0.00193823, 0.9782, 0.979282, 0.991423, 0.985325
3.69988, 35.8073, 0.346096, 1.15768, 0.4, -0.00193188, 0.978203, 0.979287, 0.991424, 0.985327
3.70088, 35.7726, 0.345514, 1.15749, 0.4, -0.00192546, 0.978206, 0.979291, 0.991425, 0.985329
3.70187, 35.738, 0.344935, 1.15731, 0.4, -0.00191897, 0.978209, 0.979294, 0.991426, 0.985331
3.70287, 35.7035, 0.34436, 1.15713, 0.4, -0.00191241, 0.978212, 0.979298, 0.991427, 0.985333
3.70387, 35.6692, 0.343787, 1.15696, 0.4, -0.00190579, 0.978214, 0.979301, 0.991427, 0.985335
3.70487, 35.6349, 0.343217, 1.15679, 0.4, -0.0018991, 0.978216, 0.979305, 0.991428, 0.985337
3.70587, 35.6008, 0.34265, 1.15664, 0.4, -0.00189234, 0.978218, 0.979308, 0.991429, 0.985339
3.70687, 35.5668, 0.342086, 1.15648, 0.4, -0.00188552, 0.978219, 0.979311, 0.991429, 0.98534
3.70787, 35.5329, 0.341525, 1.15634, 0.4, -0.00187864, 0.978221, 0.979314, 0.991429, 0.985341
3.70887, 35.4992, 0.340967, 1.1562, 0.4, -0.00187168, 0.978222, 0.979316, 0.99143, 0.985343
3.70987, 35.4655, 0.340412, 1.15607, 0.4, -0.00186467, 0.978223, 0.979319, 0.99143, 0.985344
3.71087, 35.432, 0.339861, 1.15594, 0.4, -0.00185759, 0.978224, 0.979321, 0.99143, 0.985345
3.71187, 35.3987, 0.339312, 1.15582, 0.4, -0.00185044, 0.978224, 0.979323, 0.99143, 0.985346
3.71287, 35.3654, 0.338767, 1.1557, 0.4, -0.00184323, 0.978225, 0.979325, 0.99143, 0.985346
3.71387, 35.3323, 0.338224, 1.1556, 0.4, -0.00183596, 0.978225, 0.979327, 0.991429, 0.985347
3.71487, 35.2993, 0.337685, 1.15549, 0.4, -0.00182863, 0.978225, 0.979329, 0.991429, 0.985347
3.71587, 35.2665, 0.337149, 1.1554, 0.4, -0.00182123, 0.978224, 0.97933, 0.991428, 0.985348
3.71687, 35.2338, 0.336616, 1.15531, 0.4, -0.00181377, 0.978224, 0.979332, 0.991428, 0.985348
3.71787, 35.2012, 0.336086, 1.15522, 0.4, -0.00180625, 0.978223, 0.979333, 0.991427, 0.985348
3.71887, 35.1687, 0.33556, 1.15515, 0.4, -0.00179867, 0.978222, 0.979334, 0.991426, 0.985348
3.71987, 35.1364, 0.335037, 1.15507, 0.4, -0.00179103, 0.978221, 0.979335, 0.991426, 0.985348
3.72087, 35.1043, 0.334517, 1.15501, 0.4, -0.00178332, 0.97822, 0.979336, 0.991425, 0.985347
3.72187, 35.0722, 0.334, 1.15495, 0.4, -0.00177556, 0.978218, 0.979337, 0.991424, 0.985347
3.72287, 35.0404, 0.333487, 1.15489, 0.4, -0.00176774, 0.978217, 0.979337, 0.991423, 0.985347
3.72387, 35.0086, 0.332977, 1.15485, 0.4, -0.00175985, 0.978215, 0.979338, 0.991421, 0.985346
3.72487, 34.977, 0.33247, 1.15481, 0.4, -0.00175191, 0.978213, 0.979338, 0.99142, 0.985345
3.72587, 34.9455, 0.331966, 1.15477, 0.4, -0.00174391, 0.97821, 0.979338, 0.991418, 0.985344
3.72687, 34.9142, 0.331466, 1.15474, 0.4, -0.00173585, 0.978208, 0.979338, 0.991417, 0.985343
3.72787, 34.883, 0.330969, 1.15472, 0.4, -0.00172774, 0.978205, 0.979338, 0.991415, 0.985342
3.72887, 34.852, 0.330476, 1.1547, 0.4, -0.00171956, 0.978202, 0.979338, 0.991414, 0.985341
3.72987, 34.8211, 0.329986, 1.15469, 0.4, -0.00171133, 0.978199, 0.979337, 0.991412, 0.98534
