Time(s) " gENROE.delta" " gENROE.PELEC" " iEEET2_1.EFD" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.56896 " 37.1656" " 0.415188" " 2.10824" " 0.4" " -0.00524027" " 0.1" " 1.00023" " 0.992025" " 1.00004"
2.56996 " 37.0712" " 0.413489" " 2.10767" " 0.4" " -0.0052417" " 0.1" " 1.00038" " 0.992129" " 1.00011"
2.57096 " 36.9769" " 0.411791" " 2.10709" " 0.4" " -0.00524293" " 0.1" " 1.00054" " 0.992233" " 1.00018"
2.57196 " 36.8825" " 0.410094" " 2.10652" " 0.4" " -0.00524396" " 0.1" " 1.00069" " 0.992335" " 1.00024"
2.57296 " 36.7881" " 0.408399" " 2.10594" " 0.4" " -0.00524479" " 0.1" " 1.00084" " 0.992437" " 1.00031"
2.57396 " 36.6937" " 0.406704" " 2.10536" " 0.4" " -0.00524543" " 0.1" " 1.00099" " 0.992538" " 1.00037"
2.57496 " 36.5993" " 0.405011" " 2.10479" " 0.4" " -0.00524586" " 0.1" " 1.00114" " 0.992639" " 1.00044"
2.57596 " 36.5048" " 0.403319" " 2.10421" " 0.4" " -0.00524611" " 0.1" " 1.00129" " 0.992739" " 1.0005"
2.57696 " 36.4104" " 0.401629" " 2.10364" " 0.4" " -0.00524615" " 0.1" " 1.00143" " 0.992838" " 1.00056"
2.57796 " 36.316" " 0.39994" " 2.10306" " 0.4" " -0.00524599" " 0.1" " 1.00158" " 0.992936" " 1.00063"
2.57896 " 36.2215" " 0.398253" " 2.10248" " 0.4" " -0.00524564" " 0.1" " 1.00173" " 0.993034" " 1.00069"
2.57996 " 36.1271" " 0.396568" " 2.10191" " 0.4" " -0.00524509" " 0.1" " 1.00187" " 0.993131" " 1.00075"
2.58096 " 36.0327" " 0.394884" " 2.10133" " 0.4" " -0.00524435" " 0.1" " 1.00201" " 0.993227" " 1.00081"
2.58196 " 35.9383" " 0.393202" " 2.10076" " 0.4" " -0.0052434" " 0.1" " 1.00216" " 0.993323" " 1.00087"
2.58296 " 35.844" " 0.391522" " 2.10018" " 0.4" " -0.00524227" " 0.1" " 1.0023" " 0.993418" " 1.00093"
2.58396 " 35.7496" " 0.389844" " 2.0996" " 0.4" " -0.00524093" " 0.1" " 1.00244" " 0.993513" " 1.00099"
2.58496 " 35.6553" " 0.388167" " 2.09903" " 0.4" " -0.0052394" " 0.1" " 1.00258" " 0.993606" " 1.00105"
2.58596 " 35.561" " 0.386493" " 2.09845" " 0.4" " -0.00523767" " 0.1" " 1.00272" " 0.993699" " 1.00111"
2.58696 " 35.4667" " 0.384822" " 2.09788" " 0.4" " -0.00523575" " 0.1" " 1.00286" " 0.993792" " 1.00117"
2.58796 " 35.3725" " 0.383152" " 2.0973" " 0.4" " -0.00523363" " 0.1" " 1.003" " 0.993883" " 1.00123"
2.58896 " 35.2783" " 0.381485" " 2.09673" " 0.4" " -0.00523132" " 0.1" " 1.00314" " 0.993974" " 1.00128"
2.58996 " 35.1842" " 0.37982" " 2.09615" " 0.4" " -0.00522882" " 0.1" " 1.00328" " 0.994064" " 1.00134"
2.59096 " 35.0901" " 0.378157" " 2.09558" " 0.4" " -0.00522612" " 0.1" " 1.00341" " 0.994154" " 1.0014"
2.59196 " 34.996" " 0.376497" " 2.09501" " 0.4" " -0.00522322" " 0.1" " 1.00355" " 0.994243" " 1.00145"
2.59296 " 34.902" " 0.37484" " 2.09443" " 0.4" " -0.00522013" " 0.1" " 1.00368" " 0.994331" " 1.00151"
2.59396 " 34.8081" " 0.373185" " 2.09386" " 0.4" " -0.00521685" " 0.1" " 1.00381" " 0.994419" " 1.00156"
2.59496 " 34.7142" " 0.371533" " 2.09329" " 0.4" " -0.00521338" " 0.1" " 1.00395" " 0.994505" " 1.00162"
2.59596 " 34.6204" " 0.369884" " 2.09272" " 0.4" " -0.00520971" " 0.1" " 1.00408" " 0.994592" " 1.00167"
2.59696 " 34.5267" " 0.368238" " 2.09215" " 0.4" " -0.00520585" " 0.1" " 1.00421" " 0.994677" " 1.00172"
2.59795 " 34.433" " 0.366595" " 2.09158" " 0.4" " -0.0052018" " 0.1" " 1.00434" " 0.994762" " 1.00178"
2.59895 " 34.3394" " 0.364955" " 2.09101" " 0.4" " -0.00519756" " 0.1" " 1.00447" " 0.994846" " 1.00183"
2.59995 " 34.2459" " 0.363318" " 2.09044" " 0.4" " -0.00519313" " 0.1" " 1.0046" " 0.994929" " 1.00188"
2.60095 " 34.1525" " 0.361684" " 2.08987" " 0.4" " -0.0051885" " 0.1" " 1.00473" " 0.995012" " 1.00193"
2.60195 " 34.0591" " 0.360053" " 2.0893" " 0.4" " -0.00518369" " 0.1" " 1.00485" " 0.995094" " 1.00198"
2.60295 " 33.9658" " 0.358426" " 2.08873" " 0.4" " -0.00517868" " 0.1" " 1.00498" " 0.995176" " 1.00203"
2.60395 " 33.8727" " 0.356802" " 2.08817" " 0.4" " -0.00517349" " 0.1" " 1.0051" " 0.995256" " 1.00208"
2.60495 " 33.7796" " 0.355181" " 2.0876" " 0.4" " -0.0051681" " 0.1" " 1.00523" " 0.995337" " 1.00213"
2.60595 " 33.6866" " 0.353564" " 2.08704" " 0.4" " -0.00516253" " 0.1" " 1.00535" " 0.995416" " 1.00218"
2.60695 " 33.5937" " 0.351951" " 2.08647" " 0.4" " -0.00515677" " 0.1" " 1.00547" " 0.995495" " 1.00223"
2.60795 " 33.501" " 0.350341" " 2.08591" " 0.4" " -0.00515082" " 0.1" " 1.0056" " 0.995573" " 1.00228"
2.60895 " 33.4083" " 0.348735" " 2.08535" " 0.4" " -0.00514468" " 0.1" " 1.00572" " 0.99565" " 1.00232"
2.60995 " 33.3158" " 0.347133" " 2.08479" " 0.4" " -0.00513836" " 0.1" " 1.00584" " 0.995727" " 1.00237"
2.61095 " 33.2233" " 0.345534" " 2.08423" " 0.4" " -0.00513184" " 0.1" " 1.00596" " 0.995803" " 1.00242"
2.61195 " 33.131" " 0.34394" " 2.08367" " 0.4" " -0.00512515" " 0.1" " 1.00608" " 0.995878" " 1.00246"
2.61295 " 33.0388" " 0.342349" " 2.08311" " 0.4" " -0.00511826" " 0.1" " 1.00619" " 0.995953" " 1.00251"
2.61395 " 32.9467" " 0.340763" " 2.08255" " 0.4" " -0.0051112" " 0.1" " 1.00631" " 0.996027" " 1.00255"
2.61495 " 32.8548" " 0.339181" " 2.08199" " 0.4" " -0.00510394" " 0.1" " 1.00643" " 0.996101" " 1.0026"
2.61595 " 32.763" " 0.337603" " 2.08144" " 0.4" " -0.00509651" " 0.1" " 1.00654" " 0.996173" " 1.00264"
2.61695 " 32.6713" " 0.336029" " 2.08088" " 0.4" " -0.00508889" " 0.1" " 1.00666" " 0.996246" " 1.00268"
2.61795 " 32.5798" " 0.33446" " 2.08033" " 0.4" " -0.00508108" " 0.1" " 1.00677" " 0.996317" " 1.00273"
2.61895 " 32.4884" " 0.332895" " 2.07978" " 0.4" " -0.0050731" " 0.1" " 1.00688" " 0.996388" " 1.00277"
2.61995 " 32.3972" " 0.331334" " 2.07923" " 0.4" " -0.00506493" " 0.1" " 1.00699" " 0.996458" " 1.00281"
2.62095 " 32.3061" " 0.329778" " 2.07868" " 0.4" " -0.00505658" " 0.1" " 1.00711" " 0.996528" " 1.00285"
2.62195 " 32.2151" " 0.328227" " 2.07813" " 0.4" " -0.00504804" " 0.1" " 1.00722" " 0.996597" " 1.00289"
2.62295 " 32.1243" " 0.32668" " 2.07758" " 0.4" " -0.00503933" " 0.1" " 1.00733" " 0.996665" " 1.00293"
2.62395 " 32.0337" " 0.325138" " 2.07703" " 0.4" " -0.00503044" " 0.1" " 1.00744" " 0.996732" " 1.00297"
2.62495 " 31.9432" " 0.323601" " 2.07649" " 0.4" " -0.00502137" " 0.1" " 1.00754" " 0.9968" " 1.00301"
2.62595 " 31.8529" " 0.322068" " 2.07594" " 0.4" " -0.00501212" " 0.1" " 1.00765" " 0.996866" " 1.00305"
2.62695 " 31.7628" " 0.320541" " 2.0754" " 0.4" " -0.00500269" " 0.1" " 1.00776" " 0.996932" " 1.00309"
2.62795 " 31.6728" " 0.319018" " 2.07486" " 0.4" " -0.00499308" " 0.1" " 1.00786" " 0.996997" " 1.00313"
2.62895 " 31.5831" " 0.317501" " 2.07432" " 0.4" " -0.0049833" " 0.1" " 1.00797" " 0.997061" " 1.00317"
2.62995 " 31.4934" " 0.315988" " 2.07378" " 0.4" " -0.00497334" " 0.1" " 1.00807" " 0.997125" " 1.00321"
2.63095 " 31.404" " 0.314481" " 2.07324" " 0.4" " -0.0049632" " 0.1" " 1.00818" " 0.997189" " 1.00324"
2.63195 " 31.3148" " 0.312979" " 2.0727" " 0.4" " -0.00495289" " 0.1" " 1.00828" " 0.997251" " 1.00328"
2.63295 " 31.2257" " 0.311483" " 2.07217" " 0.4" " -0.00494241" " 0.1" " 1.00838" " 0.997313" " 1.00332"
2.63395 " 31.1368" " 0.309991" " 2.07163" " 0.4" " -0.00493174" " 0.1" " 1.00848" " 0.997375" " 1.00335"
2.63495 " 31.0482" " 0.308505" " 2.0711" " 0.4" " -0.00492091" " 0.1" " 1.00858" " 0.997436" " 1.00339"
2.63595 " 30.9597" " 0.307025" " 2.07057" " 0.4" " -0.00490991" " 0.1" " 1.00868" " 0.997496" " 1.00342"
2.63695 " 30.8714" " 0.30555" " 2.07004" " 0.4" " -0.00489873" " 0.1" " 1.00878" " 0.997555" " 1.00346"
2.63795 " 30.7833" " 0.304081" " 2.06951" " 0.4" " -0.00488738" " 0.1" " 1.00888" " 0.997615" " 1.00349"
2.63895 " 30.6955" " 0.302617" " 2.06898" " 0.4" " -0.00487586" " 0.1" " 1.00897" " 0.997673" " 1.00352"
2.63995 " 30.6078" " 0.301159" " 2.06846" " 0.4" " -0.00486417" " 0.1" " 1.00907" " 0.997731" " 1.00356"
2.64095 " 30.5203" " 0.299707" " 2.06793" " 0.4" " -0.00485231" " 0.1" " 1.00917" " 0.997788" " 1.00359"
2.64195 " 30.4331" " 0.29826" " 2.06741" " 0.4" " -0.00484028" " 0.1" " 1.00926" " 0.997845" " 1.00362"
2.64295 " 30.3461" " 0.29682" " 2.06689" " 0.4" " -0.00482808" " 0.1" " 1.00935" " 0.997901" " 1.00365"
2.64395 " 30.2593" " 0.295385" " 2.06637" " 0.4" " -0.00481572" " 0.1" " 1.00945" " 0.997957" " 1.00369"
2.64495 " 30.1727" " 0.293957" " 2.06585" " 0.4" " -0.00480318" " 0.1" " 1.00954" " 0.998012" " 1.00372"
2.64595 " 30.0864" " 0.292534" " 2.06533" " 0.4" " -0.00479049" " 0.1" " 1.00963" " 0.998066" " 1.00375"
2.64695 " 30.0003" " 0.291118" " 2.06482" " 0.4" " -0.00477763" " 0.1" " 1.00972" " 0.99812" " 1.00378"
2.64795 " 29.9144" " 0.289708" " 2.0643" " 0.4" " -0.0047646" " 0.1" " 1.00981" " 0.998174" " 1.00381"
2.64895 " 29.8287" " 0.288304" " 2.06379" " 0.4" " -0.00475141" " 0.1" " 1.0099" " 0.998226" " 1.00384"
2.64995 " 29.7433" " 0.286906" " 2.06328" " 0.4" " -0.00473806" " 0.1" " 1.00999" " 0.998279" " 1.00387"
2.65095 " 29.6582" " 0.285515" " 2.06277" " 0.4" " -0.00472454" " 0.1" " 1.01008" " 0.99833" " 1.0039"
2.65195 " 29.5732" " 0.28413" " 2.06226" " 0.4" " -0.00471086" " 0.1" " 1.01017" " 0.998381" " 1.00393"
2.65295 " 29.4886" " 0.282752" " 2.06175" " 0.4" " -0.00469702" " 0.1" " 1.01026" " 0.998432" " 1.00395"
2.65395 " 29.4041" " 0.28138" " 2.06125" " 0.4" " -0.00468303" " 0.1" " 1.01034" " 0.998482" " 1.00398"
2.65495 " 29.32" " 0.280014" " 2.06074" " 0.4" " -0.00466887" " 0.1" " 1.01043" " 0.998532" " 1.00401"
2.65595 " 29.2361" " 0.278655" " 2.06024" " 0.4" " -0.00465455" " 0.1" " 1.01051" " 0.998581" " 1.00404"
2.65695 " 29.1524" " 0.277303" " 2.05974" " 0.4" " -0.00464008" " 0.1" " 1.0106" " 0.99863" " 1.00406"
2.65795 " 29.069" " 0.275957" " 2.05924" " 0.4" " -0.00462545" " 0.1" " 1.01068" " 0.998678" " 1.00409"
2.65895 " 28.9859" " 0.274619" " 2.05875" " 0.4" " -0.00461066" " 0.1" " 1.01076" " 0.998725" " 1.00412"
2.65995 " 28.903" " 0.273287" " 2.05825" " 0.4" " -0.00459572" " 0.1" " 1.01084" " 0.998772" " 1.00414"
2.66095 " 28.8204" " 0.271962" " 2.05776" " 0.4" " -0.00458063" " 0.1" " 1.01093" " 0.998819" " 1.00417"
2.66195 " 28.7381" " 0.270644" " 2.05726" " 0.4" " -0.00456538" " 0.1" " 1.01101" " 0.998865" " 1.00419"
2.66295 " 28.6561" " 0.269332" " 2.05677" " 0.4" " -0.00454997" " 0.1" " 1.01109" " 0.99891" " 1.00422"
2.66395 " 28.5743" " 0.268028" " 2.05628" " 0.4" " -0.00453442" " 0.1" " 1.01117" " 0.998955" " 1.00424"
2.66495 " 28.4929" " 0.266731" " 2.05579" " 0.4" " -0.00451871" " 0.1" " 1.01124" " 0.999" " 1.00426"
2.66595 " 28.4117" " 0.265441" " 2.05531" " 0.4" " -0.00450286" " 0.1" " 1.01132" " 0.999044" " 1.00429"
2.66695 " 28.3307" " 0.264158" " 2.05482" " 0.4" " -0.00448685" " 0.1" " 1.0114" " 0.999088" " 1.00431"
2.66795 " 28.2501" " 0.262883" " 2.05434" " 0.4" " -0.0044707" " 0.1" " 1.01148" " 0.999131" " 1.00434"
2.66895 " 28.1698" " 0.261614" " 2.05386" " 0.4" " -0.00445439" " 0.1" " 1.01155" " 0.999173" " 1.00436"
2.66995 " 28.0898" " 0.260353" " 2.05338" " 0.4" " -0.00443795" " 0.1" " 1.01163" " 0.999216" " 1.00438"
2.67095 " 28.01" " 0.259099" " 2.0529" " 0.4" " -0.00442135" " 0.1" " 1.0117" " 0.999257" " 1.0044"
2.67195 " 27.9306" " 0.257853" " 2.05242" " 0.4" " -0.00440461" " 0.1" " 1.01178" " 0.999299" " 1.00442"
2.67295 " 27.8515" " 0.256614" " 2.05195" " 0.4" " -0.00438772" " 0.1" " 1.01185" " 0.99934" " 1.00445"
2.67395 " 27.7726" " 0.255383" " 2.05148" " 0.4" " -0.0043707" " 0.1" " 1.01192" " 0.99938" " 1.00447"
2.67495 " 27.6941" " 0.254159" " 2.051" " 0.4" " -0.00435352" " 0.1" " 1.01199" " 0.99942" " 1.00449"
2.67595 " 27.6159" " 0.252942" " 2.05053" " 0.4" " -0.00433621" " 0.1" " 1.01207" " 0.999459" " 1.00451"
2.67695 " 27.538" " 0.251733" " 2.05006" " 0.4" " -0.00431876" " 0.1" " 1.01214" " 0.999499" " 1.00453"
2.67795 " 27.4604" " 0.250532" " 2.0496" " 0.4" " -0.00430116" " 0.1" " 1.01221" " 0.999537" " 1.00455"
2.67895 " 27.3832" " 0.249339" " 2.04913" " 0.4" " -0.00428343" " 0.1" " 1.01228" " 0.999576" " 1.00457"
2.67995 " 27.3062" " 0.248153" " 2.04867" " 0.4" " -0.00426556" " 0.1" " 1.01235" " 0.999614" " 1.00459"
2.68095 " 27.2296" " 0.246975" " 2.0482" " 0.4" " -0.00424755" " 0.1" " 1.01242" " 0.999651" " 1.00461"
2.68195 " 27.1533" " 0.245805" " 2.04774" " 0.4" " -0.00422941" " 0.1" " 1.01248" " 0.999688" " 1.00463"
2.68295 " 27.0774" " 0.244643" " 2.04728" " 0.4" " -0.00421113" " 0.1" " 1.01255" " 0.999725" " 1.00465"
2.68395 " 27.0017" " 0.243489" " 2.04683" " 0.4" " -0.00419271" " 0.1" " 1.01262" " 0.999761" " 1.00467"
2.68495 " 26.9264" " 0.242342" " 2.04637" " 0.4" " -0.00417417" " 0.1" " 1.01269" " 0.999797" " 1.00468"
2.68595 " 26.8514" " 0.241204" " 2.04591" " 0.4" " -0.00415549" " 0.1" " 1.01275" " 0.999832" " 1.0047"
2.68695 " 26.7768" " 0.240074" " 2.04546" " 0.4" " -0.00413667" " 0.1" " 1.01282" " 0.999867" " 1.00472"
2.68795 " 26.7025" " 0.238951" " 2.04501" " 0.4" " -0.00411773" " 0.1" " 1.01288" " 0.999902" " 1.00474"
2.68895 " 26.6286" " 0.237837" " 2.04456" " 0.4" " -0.00409866" " 0.1" " 1.01295" " 0.999937" " 1.00475"
2.68995 " 26.555" " 0.236731" " 2.04411" " 0.4" " -0.00407946" " 0.1" " 1.01301" " 0.999971" " 1.00477"
2.69095 " 26.4817" " 0.235633" " 2.04366" " 0.4" " -0.00406013" " 0.1" " 1.01307" " 1" " 1.00479"
2.69195 " 26.4088" " 0.234544" " 2.04322" " 0.4" " -0.00404067" " 0.1" " 1.01314" " 1.00004" " 1.00481"
2.69295 " 26.3362" " 0.233462" " 2.04277" " 0.4" " -0.00402109" " 0.1" " 1.0132" " 1.00007" " 1.00482"
2.69395 " 26.264" " 0.232389" " 2.04233" " 0.4" " -0.00400138" " 0.1" " 1.01326" " 1.0001" " 1.00484"
2.69495 " 26.1922" " 0.231324" " 2.04189" " 0.4" " -0.00398155" " 0.1" " 1.01332" " 1.00014" " 1.00485"
2.69595 " 26.1207" " 0.230268" " 2.04145" " 0.4" " -0.0039616" " 0.1" " 1.01338" " 1.00017" " 1.00487"
2.69695 " 26.0496" " 0.22922" " 2.04101" " 0.4" " -0.00394152" " 0.1" " 1.01344" " 1.0002" " 1.00489"
2.69795 " 25.9788" " 0.22818" " 2.04057" " 0.4" " -0.00392133" " 0.1" " 1.0135" " 1.00023" " 1.0049"
2.69895 " 25.9084" " 0.227149" " 2.04014" " 0.4" " -0.00390101" " 0.1" " 1.01356" " 1.00026" " 1.00492"
2.69995 " 25.8384" " 0.226126" " 2.0397" " 0.4" " -0.00388058" " 0.1" " 1.01362" " 1.00029" " 1.00493"
2.70095 " 25.7687" " 0.225112" " 2.03927" " 0.4" " -0.00386002" " 0.1" " 1.01368" " 1.00032" " 1.00495"
2.70195 " 25.6994" " 0.224106" " 2.03884" " 0.4" " -0.00383935" " 0.1" " 1.01373" " 1.00035" " 1.00496"
2.70295 " 25.6305" " 0.223109" " 2.03841" " 0.4" " -0.00381856" " 0.1" " 1.01379" " 1.00038" " 1.00498"
2.70395 " 25.5619" " 0.222121" " 2.03798" " 0.4" " -0.00379766" " 0.1" " 1.01385" " 1.00041" " 1.00499"
2.70495 " 25.4938" " 0.221141" " 2.03755" " 0.4" " -0.00377665" " 0.1" " 1.0139" " 1.00044" " 1.00501"
2.70595 " 25.426" " 0.22017" " 2.03713" " 0.4" " -0.00375552" " 0.1" " 1.01396" " 1.00047" " 1.00502"
2.70695 " 25.3586" " 0.219207" " 2.0367" " 0.4" " -0.00373428" " 0.1" " 1.01401" " 1.0005" " 1.00503"
2.70795 " 25.2915" " 0.218253" " 2.03628" " 0.4" " -0.00371293" " 0.1" " 1.01407" " 1.00053" " 1.00505"
2.70895 " 25.2249" " 0.217308" " 2.03586" " 0.4" " -0.00369146" " 0.1" " 1.01412" " 1.00055" " 1.00506"
2.70995 " 25.1587" " 0.216372" " 2.03544" " 0.4" " -0.00366989" " 0.1" " 1.01418" " 1.00058" " 1.00507"
2.71095 " 25.0928" " 0.215445" " 2.03502" " 0.4" " -0.00364822" " 0.1" " 1.01423" " 1.00061" " 1.00509"
2.71195 " 25.0273" " 0.214526" " 2.0346" " 0.4" " -0.00362643" " 0.1" " 1.01429" " 1.00064" " 1.0051"
2.71295 " 24.9622" " 0.213617" " 2.03418" " 0.4" " -0.00360454" " 0.1" " 1.01434" " 1.00066" " 1.00511"
2.71395 " 24.8976" " 0.212716" " 2.03377" " 0.4" " -0.00358254" " 0.1" " 1.01439" " 1.00069" " 1.00513"
2.71495 " 24.8333" " 0.211824" " 2.03335" " 0.4" " -0.00356045" " 0.1" " 1.01444" " 1.00072" " 1.00514"
2.71595 " 24.7694" " 0.210941" " 2.03294" " 0.4" " -0.00353824" " 0.1" " 1.01449" " 1.00074" " 1.00515"
2.71695 " 24.7059" " 0.210067" " 2.03253" " 0.4" " -0.00351594" " 0.1" " 1.01455" " 1.00077" " 1.00516"
2.71795 " 24.6428" " 0.209202" " 2.03212" " 0.4" " -0.00349354" " 0.1" " 1.0146" " 1.00079" " 1.00518"
2.71895 " 24.5801" " 0.208346" " 2.03171" " 0.4" " -0.00347103" " 0.1" " 1.01465" " 1.00082" " 1.00519"
2.71995 " 24.5178" " 0.2075" " 2.0313" " 0.4" " -0.00344843" " 0.1" " 1.0147" " 1.00084" " 1.0052"
2.72095 " 24.456" " 0.206662" " 2.03089" " 0.4" " -0.00342573" " 0.1" " 1.01475" " 1.00087" " 1.00521"
2.72195 " 24.3945" " 0.205833" " 2.03049" " 0.4" " -0.00340294" " 0.1" " 1.01479" " 1.00089" " 1.00523"
2.72295 " 24.3335" " 0.205013" " 2.03008" " 0.4" " -0.00338005" " 0.1" " 1.01484" " 1.00092" " 1.00524"
2.72395 " 24.2728" " 0.204203" " 2.02968" " 0.4" " -0.00335706" " 0.1" " 1.01489" " 1.00094" " 1.00525"
2.72495 " 24.2126" " 0.203402" " 2.02928" " 0.4" " -0.00333398" " 0.1" " 1.01494" " 1.00097" " 1.00526"
2.72595 " 24.1528" " 0.20261" " 2.02888" " 0.4" " -0.00331082" " 0.1" " 1.01499" " 1.00099" " 1.00527"
2.72695 " 24.0934" " 0.201827" " 2.02848" " 0.4" " -0.00328755" " 0.1" " 1.01504" " 1.00102" " 1.00528"
2.72795 " 24.0345" " 0.201053" " 2.02808" " 0.4" " -0.0032642" " 0.1" " 1.01508" " 1.00104" " 1.00529"
2.72895 " 23.9759" " 0.200288" " 2.02768" " 0.4" " -0.00324077" " 0.1" " 1.01513" " 1.00106" " 1.00531"
2.72995 " 23.9178" " 0.199533" " 2.02728" " 0.4" " -0.00321724" " 0.1" " 1.01518" " 1.00109" " 1.00532"
2.73095 " 23.8601" " 0.198787" " 2.02689" " 0.4" " -0.00319362" " 0.1" " 1.01522" " 1.00111" " 1.00533"
2.73195 " 23.8028" " 0.19805" " 2.02649" " 0.4" " -0.00316993" " 0.1" " 1.01527" " 1.00113" " 1.00534"
2.73295 " 23.746" " 0.197323" " 2.0261" " 0.4" " -0.00314614" " 0.1" " 1.01531" " 1.00115" " 1.00535"
2.73395 " 23.6896" " 0.196605" " 2.02571" " 0.4" " -0.00312228" " 0.1" " 1.01536" " 1.00118" " 1.00536"
2.73495 " 23.6336" " 0.195896" " 2.02531" " 0.4" " -0.00309833" " 0.1" " 1.0154" " 1.0012" " 1.00537"
2.73594 " 23.578" " 0.195197" " 2.02492" " 0.4" " -0.0030743" " 0.1" " 1.01545" " 1.00122" " 1.00538"
2.73694 " 23.5229" " 0.194507" " 2.02453" " 0.4" " -0.00305019" " 0.1" " 1.01549" " 1.00124" " 1.00539"
2.73794 " 23.4682" " 0.193826" " 2.02414" " 0.4" " -0.003026" " 0.1" " 1.01554" " 1.00127" " 1.0054"
2.73894 " 23.414" " 0.193155" " 2.02375" " 0.4" " -0.00300173" " 0.1" " 1.01558" " 1.00129" " 1.00542"
2.73994 " 23.3601" " 0.192493" " 2.02337" " 0.4" " -0.00297739" " 0.1" " 1.01562" " 1.00131" " 1.00543"
2.74094 " 23.3068" " 0.191841" " 2.02298" " 0.4" " -0.00295297" " 0.1" " 1.01567" " 1.00133" " 1.00544"
2.74194 " 23.2538" " 0.191198" " 2.02259" " 0.4" " -0.00292847" " 0.1" " 1.01571" " 1.00135" " 1.00545"
2.74294 " 23.2013" " 0.190564" " 2.02221" " 0.4" " -0.00290391" " 0.1" " 1.01575" " 1.00137" " 1.00546"
2.74394 " 23.1493" " 0.18994" " 2.02183" " 0.4" " -0.00287927" " 0.1" " 1.01579" " 1.0014" " 1.00547"
2.74494 " 23.0977" " 0.189326" " 2.02144" " 0.4" " -0.00285456" " 0.1" " 1.01584" " 1.00142" " 1.00548"
2.74594 " 23.0465" " 0.188721" " 2.02106" " 0.4" " -0.00282978" " 0.1" " 1.01588" " 1.00144" " 1.00549"
2.74694 " 22.9958" " 0.188125" " 2.02068" " 0.4" " -0.00280493" " 0.1" " 1.01592" " 1.00146" " 1.0055"
2.74794 " 22.9456" " 0.187539" " 2.0203" " 0.4" " -0.00278001" " 0.1" " 1.01596" " 1.00148" " 1.00551"
2.74894 " 22.8957" " 0.186963" " 2.01992" " 0.4" " -0.00275503" " 0.1" " 1.016" " 1.0015" " 1.00552"
2.74994 " 22.8464" " 0.186395" " 2.01954" " 0.4" " -0.00272998" " 0.1" " 1.01604" " 1.00152" " 1.00553"
2.75094 " 22.7975" " 0.185838" " 2.01916" " 0.4" " -0.00270486" " 0.1" " 1.01608" " 1.00154" " 1.00554"
2.75194 " 22.749" " 0.18529" " 2.01878" " 0.4" " -0.00267968" " 0.1" " 1.01612" " 1.00156" " 1.00555"
2.75294 " 22.701" " 0.184752" " 2.0184" " 0.4" " -0.00265444" " 0.1" " 1.01617" " 1.00158" " 1.00556"
2.75394 " 22.6534" " 0.184223" " 2.01802" " 0.4" " -0.00262914" " 0.1" " 1.01621" " 1.0016" " 1.00557"
2.75494 " 22.6063" " 0.183704" " 2.01765" " 0.4" " -0.00260378" " 0.1" " 1.01624" " 1.00162" " 1.00558"
2.75594 " 22.5597" " 0.183194" " 2.01727" " 0.4" " -0.00257836" " 0.1" " 1.01628" " 1.00164" " 1.00559"
2.75694 " 22.5135" " 0.182694" " 2.0169" " 0.4" " -0.00255288" " 0.1" " 1.01632" " 1.00166" " 1.0056"
2.75794 " 22.4678" " 0.182203" " 2.01652" " 0.4" " -0.00252735" " 0.1" " 1.01636" " 1.00168" " 1.00561"
2.75894 " 22.4225" " 0.181722" " 2.01615" " 0.4" " -0.00250176" " 0.1" " 1.0164" " 1.0017" " 1.00562"
2.75994 " 22.3777" " 0.181251" " 2.01577" " 0.4" " -0.00247612" " 0.1" " 1.01644" " 1.00172" " 1.00563"
2.76094 " 22.3334" " 0.180789" " 2.0154" " 0.4" " -0.00245042" " 0.1" " 1.01648" " 1.00174" " 1.00564"
2.76194 " 22.2895" " 0.180337" " 2.01503" " 0.4" " -0.00242467" " 0.1" " 1.01652" " 1.00176" " 1.00565"
2.76294 " 22.2461" " 0.179895" " 2.01466" " 0.4" " -0.00239887" " 0.1" " 1.01656" " 1.00178" " 1.00566"
2.76394 " 22.2032" " 0.179462" " 2.01428" " 0.4" " -0.00237302" " 0.1" " 1.01659" " 1.0018" " 1.00568"
2.76494 " 22.1607" " 0.179039" " 2.01391" " 0.4" " -0.00234712" " 0.1" " 1.01663" " 1.00182" " 1.00569"
2.76594 " 22.1187" " 0.178625" " 2.01354" " 0.4" " -0.00232117" " 0.1" " 1.01667" " 1.00184" " 1.0057"
2.76694 " 22.0771" " 0.178221" " 2.01317" " 0.4" " -0.00229518" " 0.1" " 1.01671" " 1.00186" " 1.00571"
2.76794 " 22.036" " 0.177827" " 2.0128" " 0.4" " -0.00226914" " 0.1" " 1.01674" " 1.00188" " 1.00572"
2.76894 " 21.9954" " 0.177442" " 2.01243" " 0.4" " -0.00224305" " 0.1" " 1.01678" " 1.0019" " 1.00573"
2.76994 " 21.9553" " 0.177067" " 2.01206" " 0.4" " -0.00221693" " 0.1" " 1.01682" " 1.00192" " 1.00574"
2.77094 " 21.9156" " 0.176701" " 2.01169" " 0.4" " -0.00219076" " 0.1" " 1.01686" " 1.00194" " 1.00575"
2.77194 " 21.8764" " 0.176345" " 2.01132" " 0.4" " -0.00216455" " 0.1" " 1.01689" " 1.00196" " 1.00576"
2.77294 " 21.8377" " 0.175999" " 2.01096" " 0.4" " -0.0021383" " 0.1" " 1.01693" " 1.00198" " 1.00577"
