Time(s) " generator.delta" " generator.PELEC" " eSAC2A.EFD" " generator.PMECH" " generator.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.95986 " 28.8959" " 0.327927" " 1.39345" " 0.4" " 0.00102068" " 1.00493" " 0.99524" " 1.00199" " 0.998577"
3.96086 " 28.9143" " 0.328366" " 1.39378" " 0.4" " 0.00102903" " 1.00492" " 0.995228" " 1.00198" " 0.998568"
3.96186 " 28.9329" " 0.328808" " 1.39411" " 0.4" " 0.00103732" " 1.0049" " 0.995217" " 1.00198" " 0.99856"
3.96286 " 28.9517" " 0.329251" " 1.39444" " 0.4" " 0.00104556" " 1.00488" " 0.995205" " 1.00197" " 0.998551"
3.96386 " 28.9706" " 0.329696" " 1.39476" " 0.4" " 0.00105375" " 1.00486" " 0.995194" " 1.00196" " 0.998542"
3.96486 " 28.9896" " 0.330144" " 1.39509" " 0.4" " 0.00106189" " 1.00484" " 0.995182" " 1.00196" " 0.998533"
3.96586 " 29.0088" " 0.330593" " 1.39541" " 0.4" " 0.00106998" " 1.00483" " 0.995171" " 1.00195" " 0.998525"
3.96686 " 29.0281" " 0.331045" " 1.39574" " 0.4" " 0.00107801" " 1.00481" " 0.995159" " 1.00195" " 0.998516"
3.96786 " 29.0476" " 0.331499" " 1.39606" " 0.4" " 0.00108599" " 1.00479" " 0.995147" " 1.00194" " 0.998507"
3.96886 " 29.0672" " 0.331955" " 1.39638" " 0.4" " 0.00109391" " 1.00477" " 0.995136" " 1.00193" " 0.998498"
3.96986 " 29.087" " 0.332412" " 1.3967" " 0.4" " 0.00110178" " 1.00476" " 0.995124" " 1.00193" " 0.998489"
3.97086 " 29.1069" " 0.332872" " 1.39702" " 0.4" " 0.0011096" " 1.00474" " 0.995112" " 1.00192" " 0.998481"
3.97186 " 29.1269" " 0.333333" " 1.39733" " 0.4" " 0.00111736" " 1.00472" " 0.9951" " 1.00191" " 0.998472"
3.97286 " 29.1471" " 0.333797" " 1.39765" " 0.4" " 0.00112507" " 1.0047" " 0.995089" " 1.00191" " 0.998463"
3.97386 " 29.1674" " 0.334262" " 1.39797" " 0.4" " 0.00113273" " 1.00468" " 0.995077" " 1.0019" " 0.998454"
3.97486 " 29.1879" " 0.334729" " 1.39828" " 0.4" " 0.00114033" " 1.00467" " 0.995065" " 1.00189" " 0.998445"
3.97586 " 29.2085" " 0.335198" " 1.39859" " 0.4" " 0.00114787" " 1.00465" " 0.995054" " 1.00189" " 0.998436"
3.97686 " 29.2292" " 0.335669" " 1.3989" " 0.4" " 0.00115536" " 1.00463" " 0.995042" " 1.00188" " 0.998427"
3.97785 " 29.2501" " 0.336142" " 1.39922" " 0.4" " 0.00116279" " 1.00461" " 0.99503" " 1.00188" " 0.998418"
3.97885 " 29.2711" " 0.336616" " 1.39952" " 0.4" " 0.00117017" " 1.00459" " 0.995018" " 1.00187" " 0.998409"
3.97985 " 29.2922" " 0.337093" " 1.39983" " 0.4" " 0.00117749" " 1.00458" " 0.995006" " 1.00186" " 0.9984"
3.98085 " 29.3135" " 0.337571" " 1.40014" " 0.4" " 0.00118476" " 1.00456" " 0.994994" " 1.00186" " 0.998391"
3.98185 " 29.3349" " 0.33805" " 1.40045" " 0.4" " 0.00119197" " 1.00454" " 0.994982" " 1.00185" " 0.998382"
3.98285 " 29.3564" " 0.338532" " 1.40075" " 0.4" " 0.00119912" " 1.00452" " 0.99497" " 1.00184" " 0.998373"
3.98385 " 29.378" " 0.339015" " 1.40106" " 0.4" " 0.00120622" " 1.00451" " 0.994959" " 1.00184" " 0.998364"
3.98485 " 29.3998" " 0.3395" " 1.40136" " 0.4" " 0.00121326" " 1.00449" " 0.994947" " 1.00183" " 0.998355"
3.98585 " 29.4217" " 0.339986" " 1.40166" " 0.4" " 0.00122024" " 1.00447" " 0.994935" " 1.00182" " 0.998346"
3.98685 " 29.4437" " 0.340474" " 1.40196" " 0.4" " 0.00122717" " 1.00445" " 0.994923" " 1.00182" " 0.998337"
3.98785 " 29.4659" " 0.340963" " 1.40226" " 0.4" " 0.00123404" " 1.00443" " 0.99491" " 1.00181" " 0.998328"
3.98885 " 29.4882" " 0.341454" " 1.40256" " 0.4" " 0.00124085" " 1.00442" " 0.994898" " 1.0018" " 0.998319"
3.98985 " 29.5106" " 0.341947" " 1.40286" " 0.4" " 0.0012476" " 1.0044" " 0.994886" " 1.0018" " 0.998309"
3.99085 " 29.5331" " 0.342441" " 1.40315" " 0.4" " 0.00125429" " 1.00438" " 0.994874" " 1.00179" " 0.9983"
3.99185 " 29.5557" " 0.342937" " 1.40345" " 0.4" " 0.00126093" " 1.00436" " 0.994862" " 1.00178" " 0.998291"
3.99285 " 29.5785" " 0.343434" " 1.40374" " 0.4" " 0.00126751" " 1.00434" " 0.99485" " 1.00178" " 0.998282"
3.99385 " 29.6013" " 0.343933" " 1.40404" " 0.4" " 0.00127403" " 1.00433" " 0.994838" " 1.00177" " 0.998273"
3.99485 " 29.6243" " 0.344433" " 1.40433" " 0.4" " 0.00128049" " 1.00431" " 0.994826" " 1.00176" " 0.998263"
3.99585 " 29.6474" " 0.344934" " 1.40462" " 0.4" " 0.00128689" " 1.00429" " 0.994814" " 1.00176" " 0.998254"
3.99685 " 29.6707" " 0.345437" " 1.40491" " 0.4" " 0.00129324" " 1.00427" " 0.994801" " 1.00175" " 0.998245"
3.99785 " 29.694" " 0.345941" " 1.4052" " 0.4" " 0.00129952" " 1.00426" " 0.994789" " 1.00174" " 0.998236"
3.99885 " 29.7174" " 0.346447" " 1.40549" " 0.4" " 0.00130575" " 1.00424" " 0.994777" " 1.00174" " 0.998226"
3.99985 " 29.741" " 0.346954" " 1.40577" " 0.4" " 0.00131191" " 1.00422" " 0.994765" " 1.00173" " 0.998217"
4.00085 " 29.7647" " 0.347462" " 1.40606" " 0.4" " 0.00131802" " 1.0042" " 0.994752" " 1.00172" " 0.998208"
4.00185 " 29.7885" " 0.347971" " 1.40634" " 0.4" " 0.00132406" " 1.00418" " 0.99474" " 1.00172" " 0.998198"
4.00285 " 29.8123" " 0.348482" " 1.40663" " 0.4" " 0.00133005" " 1.00417" " 0.994728" " 1.00171" " 0.998189"
4.00385 " 29.8363" " 0.348994" " 1.40691" " 0.4" " 0.00133598" " 1.00415" " 0.994715" " 1.0017" " 0.998179"
4.00485 " 29.8604" " 0.349507" " 1.40719" " 0.4" " 0.00134184" " 1.00413" " 0.994703" " 1.00169" " 0.99817"
4.00585 " 29.8846" " 0.350022" " 1.40747" " 0.4" " 0.00134765" " 1.00411" " 0.99469" " 1.00169" " 0.99816"
4.00685 " 29.909" " 0.350537" " 1.40775" " 0.4" " 0.00135339" " 1.00409" " 0.994678" " 1.00168" " 0.998151"
4.00785 " 29.9334" " 0.351054" " 1.40803" " 0.4" " 0.00135908" " 1.00408" " 0.994666" " 1.00167" " 0.998142"
4.00885 " 29.9579" " 0.351572" " 1.40831" " 0.4" " 0.0013647" " 1.00406" " 0.994653" " 1.00167" " 0.998132"
4.00985 " 29.9825" " 0.352091" " 1.40859" " 0.4" " 0.00137027" " 1.00404" " 0.994641" " 1.00166" " 0.998122"
4.01085 " 30.0072" " 0.35261" " 1.40886" " 0.4" " 0.00137577" " 1.00402" " 0.994628" " 1.00165" " 0.998113"
4.01185 " 30.032" " 0.353131" " 1.40914" " 0.4" " 0.00138121" " 1.004" " 0.994616" " 1.00165" " 0.998103"
4.01285 " 30.0569" " 0.353653" " 1.40941" " 0.4" " 0.00138659" " 1.00399" " 0.994603" " 1.00164" " 0.998094"
4.01385 " 30.0819" " 0.354177" " 1.40968" " 0.4" " 0.00139191" " 1.00397" " 0.99459" " 1.00163" " 0.998084"
4.01485 " 30.107" " 0.354701" " 1.40995" " 0.4" " 0.00139717" " 1.00395" " 0.994578" " 1.00163" " 0.998075"
4.01585 " 30.1322" " 0.355226" " 1.41023" " 0.4" " 0.00140236" " 1.00393" " 0.994565" " 1.00162" " 0.998065"
4.01685 " 30.1575" " 0.355751" " 1.4105" " 0.4" " 0.0014075" " 1.00391" " 0.994553" " 1.00161" " 0.998055"
4.01785 " 30.1829" " 0.356278" " 1.41076" " 0.4" " 0.00141257" " 1.0039" " 0.99454" " 1.0016" " 0.998046"
4.01885 " 30.2084" " 0.356806" " 1.41103" " 0.4" " 0.00141758" " 1.00388" " 0.994527" " 1.0016" " 0.998036"
4.01985 " 30.2339" " 0.357335" " 1.4113" " 0.4" " 0.00142253" " 1.00386" " 0.994515" " 1.00159" " 0.998026"
4.02085 " 30.2596" " 0.357864" " 1.41157" " 0.4" " 0.00142742" " 1.00384" " 0.994502" " 1.00158" " 0.998016"
4.02185 " 30.2853" " 0.358395" " 1.41183" " 0.4" " 0.00143224" " 1.00382" " 0.994489" " 1.00158" " 0.998007"
4.02285 " 30.3112" " 0.358926" " 1.4121" " 0.4" " 0.001437" " 1.00381" " 0.994476" " 1.00157" " 0.997997"
4.02385 " 30.3371" " 0.359458" " 1.41236" " 0.4" " 0.0014417" " 1.00379" " 0.994463" " 1.00156" " 0.997987"
4.02485 " 30.3631" " 0.35999" " 1.41262" " 0.4" " 0.00144634" " 1.00377" " 0.994451" " 1.00155" " 0.997977"
4.02585 " 30.3891" " 0.360524" " 1.41288" " 0.4" " 0.00145092" " 1.00375" " 0.994438" " 1.00155" " 0.997967"
4.02685 " 30.4153" " 0.361058" " 1.41314" " 0.4" " 0.00145543" " 1.00373" " 0.994425" " 1.00154" " 0.997957"
4.02785 " 30.4415" " 0.361593" " 1.4134" " 0.4" " 0.00145988" " 1.00372" " 0.994412" " 1.00153" " 0.997947"
4.02885 " 30.4678" " 0.362128" " 1.41366" " 0.4" " 0.00146427" " 1.0037" " 0.994399" " 1.00152" " 0.997938"
4.02985 " 30.4942" " 0.362665" " 1.41392" " 0.4" " 0.00146859" " 1.00368" " 0.994386" " 1.00152" " 0.997928"
4.03085 " 30.5207" " 0.363202" " 1.41418" " 0.4" " 0.00147285" " 1.00366" " 0.994373" " 1.00151" " 0.997918"
4.03185 " 30.5473" " 0.363739" " 1.41444" " 0.4" " 0.00147705" " 1.00364" " 0.99436" " 1.0015" " 0.997908"
4.03285 " 30.5739" " 0.364277" " 1.41469" " 0.4" " 0.00148119" " 1.00363" " 0.994347" " 1.0015" " 0.997898"
4.03385 " 30.6006" " 0.364816" " 1.41495" " 0.4" " 0.00148526" " 1.00361" " 0.994334" " 1.00149" " 0.997888"
4.03485 " 30.6274" " 0.365355" " 1.4152" " 0.4" " 0.00148927" " 1.00359" " 0.994321" " 1.00148" " 0.997878"
4.03585 " 30.6542" " 0.365895" " 1.41545" " 0.4" " 0.00149322" " 1.00357" " 0.994308" " 1.00147" " 0.997868"
4.03685 " 30.6811" " 0.366435" " 1.41571" " 0.4" " 0.0014971" " 1.00356" " 0.994295" " 1.00147" " 0.997858"
4.03785 " 30.7081" " 0.366975" " 1.41596" " 0.4" " 0.00150092" " 1.00354" " 0.994282" " 1.00146" " 0.997847"
4.03885 " 30.7352" " 0.367516" " 1.41621" " 0.4" " 0.00150468" " 1.00352" " 0.994269" " 1.00145" " 0.997837"
4.03985 " 30.7623" " 0.368058" " 1.41646" " 0.4" " 0.00150837" " 1.0035" " 0.994256" " 1.00144" " 0.997827"
4.04085 " 30.7895" " 0.3686" " 1.41671" " 0.4" " 0.001512" " 1.00348" " 0.994242" " 1.00144" " 0.997817"
4.04185 " 30.8167" " 0.369142" " 1.41696" " 0.4" " 0.00151556" " 1.00347" " 0.994229" " 1.00143" " 0.997807"
4.04285 " 30.844" " 0.369685" " 1.4172" " 0.4" " 0.00151907" " 1.00345" " 0.994216" " 1.00142" " 0.997797"
4.04385 " 30.8714" " 0.370228" " 1.41745" " 0.4" " 0.00152251" " 1.00343" " 0.994203" " 1.00141" " 0.997786"
4.04485 " 30.8988" " 0.370771" " 1.4177" " 0.4" " 0.00152588" " 1.00341" " 0.99419" " 1.00141" " 0.997776"
4.04585 " 30.9263" " 0.371315" " 1.41794" " 0.4" " 0.00152919" " 1.00339" " 0.994176" " 1.0014" " 0.997766"
4.04685 " 30.9539" " 0.371859" " 1.41819" " 0.4" " 0.00153244" " 1.00338" " 0.994163" " 1.00139" " 0.997756"
4.04785 " 30.9815" " 0.372403" " 1.41843" " 0.4" " 0.00153562" " 1.00336" " 0.99415" " 1.00138" " 0.997746"
4.04885 " 31.0092" " 0.372948" " 1.41867" " 0.4" " 0.00153874" " 1.00334" " 0.994137" " 1.00137" " 0.997735"
4.04985 " 31.0369" " 0.373493" " 1.41892" " 0.4" " 0.0015418" " 1.00332" " 0.994123" " 1.00137" " 0.997725"
4.05085 " 31.0647" " 0.374037" " 1.41916" " 0.4" " 0.00154479" " 1.0033" " 0.99411" " 1.00136" " 0.997714"
4.05185 " 31.0925" " 0.374582" " 1.4194" " 0.4" " 0.00154772" " 1.00329" " 0.994097" " 1.00135" " 0.997704"
4.05285 " 31.1204" " 0.375128" " 1.41964" " 0.4" " 0.00155059" " 1.00327" " 0.994083" " 1.00134" " 0.997694"
4.05385 " 31.1483" " 0.375673" " 1.41988" " 0.4" " 0.00155339" " 1.00325" " 0.99407" " 1.00134" " 0.997683"
4.05485 " 31.1763" " 0.376218" " 1.42012" " 0.4" " 0.00155613" " 1.00323" " 0.994056" " 1.00133" " 0.997673"
4.05585 " 31.2043" " 0.376764" " 1.42036" " 0.4" " 0.0015588" " 1.00321" " 0.994043" " 1.00132" " 0.997663"
4.05685 " 31.2324" " 0.37731" " 1.42059" " 0.4" " 0.00156141" " 1.0032" " 0.99403" " 1.00131" " 0.997652"
4.05785 " 31.2606" " 0.377855" " 1.42083" " 0.4" " 0.00156396" " 1.00318" " 0.994016" " 1.00131" " 0.997642"
4.05885 " 31.2887" " 0.378401" " 1.42107" " 0.4" " 0.00156644" " 1.00316" " 0.994003" " 1.0013" " 0.997631"
4.05985 " 31.3169" " 0.378947" " 1.4213" " 0.4" " 0.00156886" " 1.00314" " 0.993989" " 1.00129" " 0.997621"
4.06085 " 31.3452" " 0.379492" " 1.42154" " 0.4" " 0.00157121" " 1.00312" " 0.993976" " 1.00128" " 0.99761"
4.06185 " 31.3735" " 0.380038" " 1.42177" " 0.4" " 0.0015735" " 1.00311" " 0.993962" " 1.00127" " 0.9976"
4.06285 " 31.4018" " 0.380583" " 1.422" " 0.4" " 0.00157573" " 1.00309" " 0.993949" " 1.00127" " 0.997589"
4.06385 " 31.4302" " 0.381129" " 1.42224" " 0.4" " 0.00157789" " 1.00307" " 0.993935" " 1.00126" " 0.997578"
4.06485 " 31.4587" " 0.381674" " 1.42247" " 0.4" " 0.00157999" " 1.00305" " 0.993921" " 1.00125" " 0.997568"
4.06585 " 31.4871" " 0.382219" " 1.4227" " 0.4" " 0.00158203" " 1.00303" " 0.993908" " 1.00124" " 0.997557"
4.06685 " 31.5156" " 0.382765" " 1.42293" " 0.4" " 0.001584" " 1.00302" " 0.993894" " 1.00123" " 0.997547"
4.06785 " 31.5441" " 0.383309" " 1.42316" " 0.4" " 0.0015859" " 1.003" " 0.993881" " 1.00123" " 0.997536"
4.06885 " 31.5727" " 0.383854" " 1.42339" " 0.4" " 0.00158775" " 1.00298" " 0.993867" " 1.00122" " 0.997525"
4.06985 " 31.6013" " 0.384399" " 1.42362" " 0.4" " 0.00158953" " 1.00296" " 0.993853" " 1.00121" " 0.997515"
4.07085 " 31.6299" " 0.384943" " 1.42385" " 0.4" " 0.00159125" " 1.00294" " 0.99384" " 1.0012" " 0.997504"
4.07185 " 31.6586" " 0.385487" " 1.42408" " 0.4" " 0.0015929" " 1.00293" " 0.993826" " 1.00119" " 0.997493"
4.07285 " 31.6873" " 0.386031" " 1.42431" " 0.4" " 0.00159449" " 1.00291" " 0.993812" " 1.00119" " 0.997483"
4.07385 " 31.716" " 0.386574" " 1.42453" " 0.4" " 0.00159601" " 1.00289" " 0.993799" " 1.00118" " 0.997472"
4.07485 " 31.7447" " 0.387118" " 1.42476" " 0.4" " 0.00159748" " 1.00287" " 0.993785" " 1.00117" " 0.997461"
4.07585 " 31.7735" " 0.38766" " 1.42499" " 0.4" " 0.00159887" " 1.00286" " 0.993771" " 1.00116" " 0.997451"
4.07685 " 31.8023" " 0.388203" " 1.42521" " 0.4" " 0.00160021" " 1.00284" " 0.993758" " 1.00115" " 0.99744"
4.07785 " 31.8311" " 0.388745" " 1.42544" " 0.4" " 0.00160148" " 1.00282" " 0.993744" " 1.00115" " 0.997429"
4.07885 " 31.8599" " 0.389287" " 1.42566" " 0.4" " 0.00160269" " 1.0028" " 0.99373" " 1.00114" " 0.997418"
4.07985 " 31.8888" " 0.389828" " 1.42588" " 0.4" " 0.00160384" " 1.00278" " 0.993716" " 1.00113" " 0.997407"
4.08085 " 31.9177" " 0.390369" " 1.42611" " 0.4" " 0.00160492" " 1.00277" " 0.993703" " 1.00112" " 0.997397"
4.08185 " 31.9466" " 0.390909" " 1.42633" " 0.4" " 0.00160594" " 1.00275" " 0.993689" " 1.00111" " 0.997386"
4.08285 " 31.9755" " 0.391449" " 1.42655" " 0.4" " 0.00160689" " 1.00273" " 0.993675" " 1.0011" " 0.997375"
4.08385 " 32.0044" " 0.391989" " 1.42677" " 0.4" " 0.00160778" " 1.00271" " 0.993661" " 1.0011" " 0.997364"
4.08485 " 32.0334" " 0.392527" " 1.427" " 0.4" " 0.00160861" " 1.0027" " 0.993648" " 1.00109" " 0.997353"
4.08585 " 32.0623" " 0.393066" " 1.42722" " 0.4" " 0.00160938" " 1.00268" " 0.993634" " 1.00108" " 0.997342"
4.08685 " 32.0913" " 0.393604" " 1.42744" " 0.4" " 0.00161008" " 1.00266" " 0.99362" " 1.00107" " 0.997332"
4.08785 " 32.1203" " 0.394141" " 1.42766" " 0.4" " 0.00161072" " 1.00264" " 0.993606" " 1.00106" " 0.997321"
4.08885 " 32.1493" " 0.394678" " 1.42787" " 0.4" " 0.0016113" " 1.00262" " 0.993592" " 1.00106" " 0.99731"
4.08985 " 32.1783" " 0.395214" " 1.42809" " 0.4" " 0.00161182" " 1.00261" " 0.993578" " 1.00105" " 0.997299"
4.09085 " 32.2073" " 0.395749" " 1.42831" " 0.4" " 0.00161227" " 1.00259" " 0.993565" " 1.00104" " 0.997288"
4.09185 " 32.2363" " 0.396284" " 1.42853" " 0.4" " 0.00161266" " 1.00257" " 0.993551" " 1.00103" " 0.997277"
4.09285 " 32.2654" " 0.396818" " 1.42875" " 0.4" " 0.00161299" " 1.00255" " 0.993537" " 1.00102" " 0.997266"
4.09385 " 32.2944" " 0.397351" " 1.42896" " 0.4" " 0.00161325" " 1.00254" " 0.993523" " 1.00101" " 0.997255"
4.09485 " 32.3235" " 0.397884" " 1.42918" " 0.4" " 0.00161346" " 1.00252" " 0.993509" " 1.00101" " 0.997244"
4.09585 " 32.3525" " 0.398416" " 1.4294" " 0.4" " 0.0016136" " 1.0025" " 0.993496" " 1.001" " 0.997233"
4.09685 " 32.3815" " 0.398947" " 1.42961" " 0.4" " 0.00161368" " 1.00248" " 0.993482" " 1.00099" " 0.997222"
4.09785 " 32.4106" " 0.399478" " 1.42983" " 0.4" " 0.00161369" " 1.00247" " 0.993468" " 1.00098" " 0.997212"
4.09885 " 32.4396" " 0.400007" " 1.43004" " 0.4" " 0.00161365" " 1.00245" " 0.993454" " 1.00097" " 0.997201"
4.09985 " 32.4687" " 0.400536" " 1.43025" " 0.4" " 0.00161354" " 1.00243" " 0.99344" " 1.00096" " 0.99719"
4.10085 " 32.4977" " 0.401064" " 1.43047" " 0.4" " 0.00161337" " 1.00241" " 0.993426" " 1.00096" " 0.997179"
4.10185 " 32.5268" " 0.401591" " 1.43068" " 0.4" " 0.00161314" " 1.0024" " 0.993413" " 1.00095" " 0.997168"
4.10285 " 32.5558" " 0.402117" " 1.43089" " 0.4" " 0.00161285" " 1.00238" " 0.993399" " 1.00094" " 0.997157"
4.10385 " 32.5848" " 0.402643" " 1.4311" " 0.4" " 0.0016125" " 1.00236" " 0.993385" " 1.00093" " 0.997146"
4.10485 " 32.6139" " 0.403167" " 1.43132" " 0.4" " 0.00161208" " 1.00234" " 0.993371" " 1.00092" " 0.997135"
4.10585 " 32.6429" " 0.403691" " 1.43153" " 0.4" " 0.0016116" " 1.00233" " 0.993357" " 1.00091" " 0.997124"
4.10685 " 32.6719" " 0.404213" " 1.43174" " 0.4" " 0.00161107" " 1.00231" " 0.993343" " 1.00091" " 0.997113"
4.10785 " 32.7009" " 0.404735" " 1.43195" " 0.4" " 0.00161047" " 1.00229" " 0.99333" " 1.0009" " 0.997102"
4.10885 " 32.7298" " 0.405256" " 1.43216" " 0.4" " 0.00160981" " 1.00228" " 0.993316" " 1.00089" " 0.997091"
4.10985 " 32.7588" " 0.405775" " 1.43237" " 0.4" " 0.00160909" " 1.00226" " 0.993302" " 1.00088" " 0.99708"
4.11085 " 32.7878" " 0.406294" " 1.43258" " 0.4" " 0.00160831" " 1.00224" " 0.993288" " 1.00087" " 0.997069"
4.11185 " 32.8167" " 0.406811" " 1.43278" " 0.4" " 0.00160747" " 1.00222" " 0.993274" " 1.00086" " 0.997058"
4.11285 " 32.8456" " 0.407328" " 1.43299" " 0.4" " 0.00160657" " 1.00221" " 0.993261" " 1.00086" " 0.997047"
4.11385 " 32.8746" " 0.407844" " 1.4332" " 0.4" " 0.00160561" " 1.00219" " 0.993247" " 1.00085" " 0.997036"
4.11485 " 32.9035" " 0.408358" " 1.43341" " 0.4" " 0.00160459" " 1.00217" " 0.993233" " 1.00084" " 0.997025"
4.11585 " 32.9323" " 0.408871" " 1.43361" " 0.4" " 0.00160351" " 1.00216" " 0.993219" " 1.00083" " 0.997014"
4.11685 " 32.9612" " 0.409383" " 1.43382" " 0.4" " 0.00160237" " 1.00214" " 0.993206" " 1.00082" " 0.997003"
4.11785 " 32.99" " 0.409894" " 1.43403" " 0.4" " 0.00160116" " 1.00212" " 0.993192" " 1.00081" " 0.996992"
4.11884 " 33.0188" " 0.410404" " 1.43423" " 0.4" " 0.0015999" " 1.0021" " 0.993178" " 1.00081" " 0.996981"
4.11984 " 33.0476" " 0.410913" " 1.43444" " 0.4" " 0.00159858" " 1.00209" " 0.993164" " 1.0008" " 0.99697"
4.12084 " 33.0764" " 0.411421" " 1.43464" " 0.4" " 0.00159721" " 1.00207" " 0.993151" " 1.00079" " 0.99696"
4.12184 " 33.1051" " 0.411927" " 1.43485" " 0.4" " 0.00159577" " 1.00205" " 0.993137" " 1.00078" " 0.996949"
4.12284 " 33.1338" " 0.412432" " 1.43505" " 0.4" " 0.00159427" " 1.00204" " 0.993123" " 1.00077" " 0.996938"
4.12384 " 33.1625" " 0.412935" " 1.43525" " 0.4" " 0.00159271" " 1.00202" " 0.99311" " 1.00076" " 0.996927"
4.12484 " 33.1912" " 0.413438" " 1.43546" " 0.4" " 0.0015911" " 1.002" " 0.993096" " 1.00075" " 0.996916"
4.12584 " 33.2198" " 0.413939" " 1.43566" " 0.4" " 0.00158943" " 1.00199" " 0.993082" " 1.00075" " 0.996905"
4.12684 " 33.2484" " 0.414439" " 1.43586" " 0.4" " 0.00158769" " 1.00197" " 0.993069" " 1.00074" " 0.996894"
4.12784 " 33.2769" " 0.414938" " 1.43606" " 0.4" " 0.0015859" " 1.00195" " 0.993055" " 1.00073" " 0.996883"
4.12884 " 33.3055" " 0.415435" " 1.43627" " 0.4" " 0.00158406" " 1.00194" " 0.993041" " 1.00072" " 0.996872"
4.12984 " 33.334" " 0.415931" " 1.43647" " 0.4" " 0.00158215" " 1.00192" " 0.993028" " 1.00071" " 0.996861"
4.13084 " 33.3624" " 0.416426" " 1.43667" " 0.4" " 0.00158019" " 1.0019" " 0.993014" " 1.0007" " 0.99685"
4.13184 " 33.3909" " 0.416919" " 1.43687" " 0.4" " 0.00157816" " 1.00189" " 0.993001" " 1.0007" " 0.99684"
4.13284 " 33.4192" " 0.41741" " 1.43707" " 0.4" " 0.00157609" " 1.00187" " 0.992987" " 1.00069" " 0.996829"
4.13384 " 33.4476" " 0.417901" " 1.43727" " 0.4" " 0.00157395" " 1.00185" " 0.992974" " 1.00068" " 0.996818"
4.13484 " 33.4759" " 0.41839" " 1.43746" " 0.4" " 0.00157176" " 1.00184" " 0.99296" " 1.00067" " 0.996807"
4.13584 " 33.5042" " 0.418877" " 1.43766" " 0.4" " 0.00156951" " 1.00182" " 0.992947" " 1.00066" " 0.996796"
4.13684 " 33.5324" " 0.419363" " 1.43786" " 0.4" " 0.0015672" " 1.0018" " 0.992933" " 1.00065" " 0.996786"
4.13784 " 33.5606" " 0.419848" " 1.43806" " 0.4" " 0.00156484" " 1.00179" " 0.99292" " 1.00065" " 0.996775"
4.13884 " 33.5887" " 0.420331" " 1.43826" " 0.4" " 0.00156242" " 1.00177" " 0.992907" " 1.00064" " 0.996764"
4.13984 " 33.6168" " 0.420812" " 1.43845" " 0.4" " 0.00155994" " 1.00176" " 0.992893" " 1.00063" " 0.996753"
4.14084 " 33.6449" " 0.421292" " 1.43865" " 0.4" " 0.00155741" " 1.00174" " 0.99288" " 1.00062" " 0.996742"
4.14184 " 33.6729" " 0.42177" " 1.43884" " 0.4" " 0.00155482" " 1.00172" " 0.992867" " 1.00061" " 0.996732"
4.14284 " 33.7009" " 0.422247" " 1.43904" " 0.4" " 0.00155218" " 1.00171" " 0.992853" " 1.0006" " 0.996721"
4.14384 " 33.7288" " 0.422723" " 1.43923" " 0.4" " 0.00154948" " 1.00169" " 0.99284" " 1.0006" " 0.99671"
4.14484 " 33.7567" " 0.423196" " 1.43943" " 0.4" " 0.00154672" " 1.00168" " 0.992827" " 1.00059" " 0.9967"
4.14584 " 33.7845" " 0.423668" " 1.43962" " 0.4" " 0.00154391" " 1.00166" " 0.992813" " 1.00058" " 0.996689"
4.14684 " 33.8122" " 0.424139" " 1.43982" " 0.4" " 0.00154105" " 1.00164" " 0.9928" " 1.00057" " 0.996679"
4.14784 " 33.8399" " 0.424608" " 1.44001" " 0.4" " 0.00153813" " 1.00163" " 0.992787" " 1.00056" " 0.996668"
4.14884 " 33.8676" " 0.425075" " 1.4402" " 0.4" " 0.00153515" " 1.00161" " 0.992774" " 1.00056" " 0.996657"
4.14984 " 33.8952" " 0.42554" " 1.44039" " 0.4" " 0.00153213" " 1.0016" " 0.992761" " 1.00055" " 0.996647"
4.15084 " 33.9228" " 0.426004" " 1.44059" " 0.4" " 0.00152904" " 1.00158" " 0.992748" " 1.00054" " 0.996636"
4.15184 " 33.9503" " 0.426466" " 1.44078" " 0.4" " 0.00152591" " 1.00157" " 0.992735" " 1.00053" " 0.996626"
4.15284 " 33.9777" " 0.426926" " 1.44097" " 0.4" " 0.00152272" " 1.00155" " 0.992722" " 1.00052" " 0.996615"
4.15384 " 34.0051" " 0.427385" " 1.44116" " 0.4" " 0.00151947" " 1.00153" " 0.992709" " 1.00051" " 0.996605"
4.15484 " 34.0324" " 0.427842" " 1.44135" " 0.4" " 0.00151618" " 1.00152" " 0.992696" " 1.00051" " 0.996594"
4.15584 " 34.0597" " 0.428297" " 1.44154" " 0.4" " 0.00151283" " 1.0015" " 0.992683" " 1.0005" " 0.996584"
4.15684 " 34.0869" " 0.42875" " 1.44173" " 0.4" " 0.00150942" " 1.00149" " 0.99267" " 1.00049" " 0.996574"
4.15784 " 34.114" " 0.429202" " 1.44192" " 0.4" " 0.00150597" " 1.00147" " 0.992657" " 1.00048" " 0.996563"
4.15884 " 34.1411" " 0.429651" " 1.4421" " 0.4" " 0.00150246" " 1.00146" " 0.992644" " 1.00047" " 0.996553"
4.15984 " 34.1681" " 0.430099" " 1.44229" " 0.4" " 0.0014989" " 1.00144" " 0.992632" " 1.00047" " 0.996542"
4.16084 " 34.195" " 0.430545" " 1.44248" " 0.4" " 0.00149529" " 1.00143" " 0.992619" " 1.00046" " 0.996532"
