Time(s), generator.delta, generator.PELEC, uRST5T.EFD, generator.PMECH, generator.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
3.64888, 35.2998, 0.373064, 1.47102, 0.4, -0.0020412, 0.994169, 0.988674, 0.997738, 0.993186
3.64988, 35.2631, 0.372433, 1.47116, 0.4, -0.00203792, 0.994195, 0.988693, 0.997749, 0.993201
3.65088, 35.2264, 0.371804, 1.4713, 0.4, -0.00203456, 0.994221, 0.988711, 0.99776, 0.993215
3.65188, 35.1898, 0.371178, 1.47144, 0.4, -0.00203114, 0.994247, 0.98873, 0.997771, 0.99323
3.65288, 35.1533, 0.370553, 1.47157, 0.4, -0.00202764, 0.994272, 0.988748, 0.997782, 0.993244
3.65388, 35.1168, 0.369931, 1.47171, 0.4, -0.00202407, 0.994297, 0.988766, 0.997792, 0.993258
3.65488, 35.0804, 0.369311, 1.47185, 0.4, -0.00202042, 0.994322, 0.988784, 0.997803, 0.993272
3.65588, 35.0441, 0.368692, 1.47199, 0.4, -0.00201671, 0.994347, 0.988802, 0.997813, 0.993286
3.65688, 35.0078, 0.368076, 1.47212, 0.4, -0.00201292, 0.994372, 0.988819, 0.997824, 0.9933
3.65788, 34.9716, 0.367462, 1.47226, 0.4, -0.00200906, 0.994397, 0.988837, 0.997834, 0.993314
3.65888, 34.9355, 0.36685, 1.47239, 0.4, -0.00200513, 0.994421, 0.988854, 0.997844, 0.993327
3.65988, 34.8994, 0.366241, 1.47253, 0.4, -0.00200113, 0.994446, 0.988872, 0.997854, 0.993341
3.66088, 34.8635, 0.365633, 1.47267, 0.4, -0.00199705, 0.99447, 0.988889, 0.997864, 0.993354
3.66188, 34.8275, 0.365028, 1.4728, 0.4, -0.00199291, 0.994494, 0.988906, 0.997874, 0.993367
3.66288, 34.7917, 0.364425, 1.47293, 0.4, -0.0019887, 0.994517, 0.988923, 0.997884, 0.993381
3.66388, 34.7559, 0.363825, 1.47307, 0.4, -0.00198441, 0.994541, 0.988939, 0.997894, 0.993394
3.66488, 34.7203, 0.363226, 1.4732, 0.4, -0.00198006, 0.994564, 0.988956, 0.997904, 0.993407
3.66588, 34.6847, 0.36263, 1.47334, 0.4, -0.00197563, 0.994588, 0.988973, 0.997913, 0.993419
3.66688, 34.6491, 0.362036, 1.47347, 0.4, -0.00197114, 0.994611, 0.988989, 0.997923, 0.993432
3.66788, 34.6137, 0.361445, 1.4736, 0.4, -0.00196658, 0.994634, 0.989005, 0.997932, 0.993445
3.66888, 34.5784, 0.360856, 1.47374, 0.4, -0.00196195, 0.994657, 0.989021, 0.997941, 0.993457
3.66988, 34.5431, 0.36027, 1.47387, 0.4, -0.00195725, 0.994679, 0.989037, 0.997951, 0.99347
3.67088, 34.5079, 0.359686, 1.474, 0.4, -0.00195248, 0.994702, 0.989053, 0.99796, 0.993482
3.67188, 34.4728, 0.359104, 1.47413, 0.4, -0.00194765, 0.994724, 0.989069, 0.997969, 0.993494
3.67288, 34.4378, 0.358525, 1.47426, 0.4, -0.00194275, 0.994746, 0.989084, 0.997978, 0.993506
3.67388, 34.4028, 0.357948, 1.47439, 0.4, -0.00193778, 0.994768, 0.9891, 0.997987, 0.993518
3.67488, 34.368, 0.357374, 1.47452, 0.4, -0.00193274, 0.99479, 0.989115, 0.997995, 0.99353
3.67588, 34.3333, 0.356802, 1.47465, 0.4, -0.00192763, 0.994811, 0.98913, 0.998004, 0.993542
3.67688, 34.2986, 0.356233, 1.47478, 0.4, -0.00192246, 0.994833, 0.989145, 0.998013, 0.993553
3.67788, 34.2641, 0.355667, 1.47491, 0.4, -0.00191723, 0.994854, 0.98916, 0.998021, 0.993565
3.67888, 34.2296, 0.355102, 1.47504, 0.4, -0.00191193, 0.994875, 0.989175, 0.99803, 0.993576
3.67988, 34.1952, 0.354541, 1.47517, 0.4, -0.00190656, 0.994896, 0.98919, 0.998038, 0.993588
3.68088, 34.161, 0.353982, 1.4753, 0.4, -0.00190113, 0.994917, 0.989204, 0.998046, 0.993599
3.68188, 34.1268, 0.353426, 1.47542, 0.4, -0.00189563, 0.994938, 0.989219, 0.998055, 0.99361
3.68288, 34.0927, 0.352873, 1.47555, 0.4, -0.00189007, 0.994958, 0.989233, 0.998063, 0.993621
3.68388, 34.0587, 0.352322, 1.47568, 0.4, -0.00188444, 0.994979, 0.989247, 0.998071, 0.993632
3.68488, 34.0249, 0.351774, 1.4758, 0.4, -0.00187875, 0.994999, 0.989261, 0.998079, 0.993643
3.68588, 33.9911, 0.351229, 1.47593, 0.4, -0.001873, 0.995019, 0.989275, 0.998086, 0.993653
3.68688, 33.9575, 0.350686, 1.47605, 0.4, -0.00186718, 0.995039, 0.989289, 0.998094, 0.993664
3.68788, 33.9239, 0.350146, 1.47618, 0.4, -0.0018613, 0.995058, 0.989303, 0.998102, 0.993674
3.68888, 33.8904, 0.349609, 1.4763, 0.4, -0.00185536, 0.995078, 0.989316, 0.998109, 0.993685
3.68988, 33.8571, 0.349074, 1.47642, 0.4, -0.00184935, 0.995097, 0.98933, 0.998117, 0.993695
3.69088, 33.8239, 0.348543, 1.47655, 0.4, -0.00184329, 0.995116, 0.989343, 0.998124, 0.993705
3.69188, 33.7907, 0.348014, 1.47667, 0.4, -0.00183716, 0.995135, 0.989356, 0.998132, 0.993715
3.69288, 33.7577, 0.347488, 1.47679, 0.4, -0.00183097, 0.995154, 0.989369, 0.998139, 0.993725
3.69388, 33.7248, 0.346965, 1.47691, 0.4, -0.00182472, 0.995173, 0.989382, 0.998146, 0.993735
3.69488, 33.692, 0.346445, 1.47703, 0.4, -0.00181841, 0.995192, 0.989395, 0.998153, 0.993745
3.69588, 33.6594, 0.345928, 1.47715, 0.4, -0.00181203, 0.99521, 0.989408, 0.998161, 0.993755
3.69688, 33.6268, 0.345413, 1.47727, 0.4, -0.0018056, 0.995228, 0.98942, 0.998168, 0.993764
3.69788, 33.5944, 0.344902, 1.47739, 0.4, -0.00179911, 0.995246, 0.989433, 0.998174, 0.993774
3.69888, 33.562, 0.344393, 1.47751, 0.4, -0.00179256, 0.995264, 0.989445, 0.998181, 0.993783
3.69988, 33.5298, 0.343888, 1.47763, 0.4, -0.00178595, 0.995282, 0.989457, 0.998188, 0.993792
3.70088, 33.4977, 0.343385, 1.47775, 0.4, -0.00177928, 0.9953, 0.989469, 0.998195, 0.993801
3.70187, 33.4658, 0.342885, 1.47787, 0.4, -0.00177256, 0.995317, 0.989482, 0.998201, 0.993811
3.70287, 33.4339, 0.342389, 1.47798, 0.4, -0.00176577, 0.995334, 0.989493, 0.998208, 0.99382
3.70387, 33.4022, 0.341895, 1.4781, 0.4, -0.00175893, 0.995352, 0.989505, 0.998214, 0.993828
3.70487, 33.3706, 0.341404, 1.47821, 0.4, -0.00175203, 0.995369, 0.989517, 0.998221, 0.993837
3.70587, 33.3391, 0.340917, 1.47833, 0.4, -0.00174507, 0.995386, 0.989528, 0.998227, 0.993846
3.70687, 33.3078, 0.340432, 1.47844, 0.4, -0.00173806, 0.995402, 0.98954, 0.998233, 0.993855
3.70787, 33.2766, 0.339951, 1.47856, 0.4, -0.00173099, 0.995419, 0.989551, 0.998239, 0.993863
3.70887, 33.2455, 0.339473, 1.47867, 0.4, -0.00172387, 0.995435, 0.989562, 0.998245, 0.993872
3.70987, 33.2145, 0.338997, 1.47878, 0.4, -0.00171669, 0.995451, 0.989573, 0.998251, 0.99388
3.71087, 33.1837, 0.338525, 1.4789, 0.4, -0.00170946, 0.995467, 0.989584, 0.998257, 0.993888
3.71187, 33.153, 0.338056, 1.47901, 0.4, -0.00170217, 0.995483, 0.989595, 0.998263, 0.993896
3.71287, 33.1224, 0.33759, 1.47912, 0.4, -0.00169482, 0.995499, 0.989606, 0.998269, 0.993904
3.71387, 33.0919, 0.337128, 1.47923, 0.4, -0.00168743, 0.995515, 0.989616, 0.998275, 0.993912
3.71487, 33.0616, 0.336668, 1.47934, 0.4, -0.00167998, 0.99553, 0.989627, 0.99828, 0.99392
3.71587, 33.0315, 0.336212, 1.47945, 0.4, -0.00167247, 0.995546, 0.989637, 0.998286, 0.993928
3.71687, 33.0014, 0.335759, 1.47956, 0.4, -0.00166492, 0.995561, 0.989648, 0.998292, 0.993936
3.71787, 32.9715, 0.335309, 1.47967, 0.4, -0.00165731, 0.995576, 0.989658, 0.998297, 0.993944
3.71887, 32.9418, 0.334862, 1.47977, 0.4, -0.00164965, 0.995591, 0.989668, 0.998302, 0.993951
3.71987, 32.9121, 0.334419, 1.47988, 0.4, -0.00164193, 0.995606, 0.989678, 0.998308, 0.993959
3.72087, 32.8827, 0.333979, 1.47999, 0.4, -0.00163417, 0.99562, 0.989688, 0.998313, 0.993966
3.72187, 32.8533, 0.333542, 1.48009, 0.4, -0.00162635, 0.995635, 0.989698, 0.998318, 0.993973
3.72287, 32.8241, 0.333108, 1.4802, 0.4, -0.00161849, 0.995649, 0.989707, 0.998323, 0.99398
3.72387, 32.795, 0.332678, 1.4803, 0.4, -0.00161057, 0.995663, 0.989717, 0.998328, 0.993988
3.72487, 32.7661, 0.332251, 1.4804, 0.4, -0.00160261, 0.995677, 0.989726, 0.998333, 0.993995
3.72587, 32.7374, 0.331827, 1.48051, 0.4, -0.00159459, 0.995691, 0.989735, 0.998338, 0.994002
3.72687, 32.7087, 0.331407, 1.48061, 0.4, -0.00158653, 0.995705, 0.989745, 0.998343, 0.994008
3.72787, 32.6802, 0.33099, 1.48071, 0.4, -0.00157842, 0.995719, 0.989754, 0.998348, 0.994015
3.72887, 32.6519, 0.330576, 1.48081, 0.4, -0.00157026, 0.995732, 0.989763, 0.998353, 0.994022
3.72987, 32.6237, 0.330166, 1.48091, 0.4, -0.00156205, 0.995745, 0.989772, 0.998358, 0.994029
3.73087, 32.5957, 0.329759, 1.48101, 0.4, -0.0015538, 0.995759, 0.989781, 0.998362, 0.994035
3.73187, 32.5678, 0.329356, 1.48111, 0.4, -0.00154549, 0.995772, 0.989789, 0.998367, 0.994042
3.73287, 32.54, 0.328955, 1.48121, 0.4, -0.00153715, 0.995785, 0.989798, 0.998371, 0.994048
3.73387, 32.5124, 0.328559, 1.48131, 0.4, -0.00152875, 0.995797, 0.989807, 0.998376, 0.994054
3.73487, 32.485, 0.328165, 1.4814, 0.4, -0.00152031, 0.99581, 0.989815, 0.99838, 0.994061
3.73587, 32.4577, 0.327775, 1.4815, 0.4, -0.00151182, 0.995823, 0.989823, 0.998384, 0.994067
3.73687, 32.4306, 0.327389, 1.4816, 0.4, -0.00150329, 0.995835, 0.989832, 0.998389, 0.994073
3.73787, 32.4036, 0.327006, 1.48169, 0.4, -0.00149472, 0.995847, 0.98984, 0.998393, 0.994079
3.73887, 32.3768, 0.326627, 1.48179, 0.4, -0.0014861, 0.995859, 0.989848, 0.998397, 0.994085
3.73987, 32.3501, 0.326251, 1.48188, 0.4, -0.00147744, 0.995871, 0.989856, 0.998401, 0.994091
3.74087, 32.3236, 0.325878, 1.48197, 0.4, -0.00146873, 0.995883, 0.989864, 0.998405, 0.994097
3.74187, 32.2972, 0.325509, 1.48206, 0.4, -0.00145998, 0.995895, 0.989871, 0.998409, 0.994102
3.74287, 32.271, 0.325144, 1.48216, 0.4, -0.00145119, 0.995907, 0.989879, 0.998413, 0.994108
3.74387, 32.245, 0.324782, 1.48225, 0.4, -0.00144235, 0.995918, 0.989887, 0.998417, 0.994114
3.74487, 32.2191, 0.324423, 1.48234, 0.4, -0.00143348, 0.995929, 0.989894, 0.998421, 0.994119
3.74587, 32.1934, 0.324068, 1.48243, 0.4, -0.00142456, 0.995941, 0.989901, 0.998425, 0.994124
3.74687, 32.1678, 0.323717, 1.48251, 0.4, -0.0014156, 0.995952, 0.989909, 0.998429, 0.99413
3.74787, 32.1424, 0.323369, 1.4826, 0.4, -0.00140661, 0.995963, 0.989916, 0.998432, 0.994135
3.74887, 32.1172, 0.323024, 1.48269, 0.4, -0.00139757, 0.995974, 0.989923, 0.998436, 0.99414
3.74987, 32.0921, 0.322684, 1.48278, 0.4, -0.00138849, 0.995984, 0.98993, 0.99844, 0.994145
3.75087, 32.0672, 0.322346, 1.48286, 0.4, -0.00137937, 0.995995, 0.989937, 0.998443, 0.994151
3.75187, 32.0424, 0.322013, 1.48295, 0.4, -0.00137022, 0.996005, 0.989944, 0.998447, 0.994156
3.75287, 32.0179, 0.321683, 1.48303, 0.4, -0.00136102, 0.996016, 0.989951, 0.99845, 0.994161
3.75387, 31.9934, 0.321356, 1.48311, 0.4, -0.00135179, 0.996026, 0.989957, 0.998454, 0.994165
3.75487, 31.9692, 0.321033, 1.4832, 0.4, -0.00134252, 0.996036, 0.989964, 0.998457, 0.99417
3.75587, 31.9451, 0.320714, 1.48328, 0.4, -0.00133321, 0.996046, 0.98997, 0.99846, 0.994175
3.75687, 31.9212, 0.320398, 1.48336, 0.4, -0.00132387, 0.996056, 0.989977, 0.998464, 0.99418
3.75787, 31.8974, 0.320086, 1.48344, 0.4, -0.00131449, 0.996065, 0.989983, 0.998467, 0.994184
3.75887, 31.8739, 0.319778, 1.48352, 0.4, -0.00130508, 0.996075, 0.989989, 0.99847, 0.994189
3.75987, 31.8505, 0.319473, 1.4836, 0.4, -0.00129563, 0.996084, 0.989996, 0.998473, 0.994193
3.76087, 31.8272, 0.319172, 1.48368, 0.4, -0.00128614, 0.996094, 0.990002, 0.998476, 0.994198
3.76187, 31.8042, 0.318875, 1.48376, 0.4, -0.00127662, 0.996103, 0.990008, 0.998479, 0.994202
3.76287, 31.7813, 0.318581, 1.48383, 0.4, -0.00126707, 0.996112, 0.990014, 0.998482, 0.994207
3.76387, 31.7585, 0.318291, 1.48391, 0.4, -0.00125748, 0.996121, 0.99002, 0.998485, 0.994211
3.76487, 31.736, 0.318004, 1.48398, 0.4, -0.00124786, 0.99613, 0.990025, 0.998488, 0.994215
3.76587, 31.7136, 0.317721, 1.48406, 0.4, -0.0012382, 0.996139, 0.990031, 0.998491, 0.994219
3.76687, 31.6914, 0.317442, 1.48413, 0.4, -0.00122852, 0.996148, 0.990037, 0.998494, 0.994223
3.76787, 31.6694, 0.317167, 1.4842, 0.4, -0.0012188, 0.996156, 0.990042, 0.998496, 0.994227
3.76887, 31.6475, 0.316895, 1.48428, 0.4, -0.00120905, 0.996165, 0.990048, 0.998499, 0.994231
3.76987, 31.6259, 0.316627, 1.48435, 0.4, -0.00119927, 0.996173, 0.990053, 0.998502, 0.994235
3.77087, 31.6044, 0.316363, 1.48442, 0.4, -0.00118946, 0.996181, 0.990058, 0.998505, 0.994239
3.77187, 31.583, 0.316102, 1.48449, 0.4, -0.00117962, 0.996189, 0.990063, 0.998507, 0.994243
3.77287, 31.5619, 0.315845, 1.48456, 0.4, -0.00116975, 0.996197, 0.990069, 0.99851, 0.994247
3.77387, 31.5409, 0.315592, 1.48463, 0.4, -0.00115984, 0.996205, 0.990074, 0.998512, 0.99425
3.77487, 31.5201, 0.315343, 1.48469, 0.4, -0.00114991, 0.996213, 0.990079, 0.998515, 0.994254
3.77587, 31.4995, 0.315097, 1.48476, 0.4, -0.00113996, 0.996221, 0.990084, 0.998517, 0.994258
3.77687, 31.4791, 0.314855, 1.48483, 0.4, -0.00112997, 0.996228, 0.990089, 0.99852, 0.994261
3.77787, 31.4589, 0.314616, 1.48489, 0.4, -0.00111996, 0.996236, 0.990093, 0.998522, 0.994265
3.77887, 31.4388, 0.314382, 1.48496, 0.4, -0.00110992, 0.996243, 0.990098, 0.998524, 0.994268
3.77987, 31.4189, 0.314151, 1.48502, 0.4, -0.00109985, 0.996251, 0.990103, 0.998527, 0.994271
3.78087, 31.3992, 0.313924, 1.48508, 0.4, -0.00108976, 0.996258, 0.990107, 0.998529, 0.994275
3.78187, 31.3797, 0.313701, 1.48514, 0.4, -0.00107964, 0.996265, 0.990112, 0.998531, 0.994278
3.78287, 31.3603, 0.313481, 1.48521, 0.4, -0.00106949, 0.996272, 0.990116, 0.998534, 0.994281
3.78387, 31.3412, 0.313265, 1.48527, 0.4, -0.00105932, 0.996279, 0.990121, 0.998536, 0.994284
3.78487, 31.3222, 0.313053, 1.48533, 0.4, -0.00104913, 0.996285, 0.990125, 0.998538, 0.994288
3.78587, 31.3034, 0.312845, 1.48538, 0.4, -0.00103891, 0.996292, 0.990129, 0.99854, 0.994291
3.78687, 31.2848, 0.31264, 1.48544, 0.4, -0.00102867, 0.996299, 0.990133, 0.998542, 0.994294
3.78787, 31.2664, 0.312439, 1.4855, 0.4, -0.0010184, 0.996305, 0.990138, 0.998544, 0.994297
3.78887, 31.2481, 0.312242, 1.48556, 0.4, -0.00100811, 0.996311, 0.990142, 0.998546, 0.9943
3.78987, 31.2301, 0.31205, 1.48561, 0.4, -0.000997801, 0.99632, 0.990151, 0.998551, 0.994307
3.79087, 31.2122, 0.311861, 1.48567, 0.4, -0.000987469, 0.996326, 0.990154, 0.998553, 0.994309
3.79187, 31.1945, 0.311675, 1.48572, 0.4, -0.000977115, 0.996332, 0.990158, 0.998555, 0.994312
3.79287, 31.177, 0.311493, 1.48577, 0.4, -0.000966741, 0.996338, 0.990162, 0.998557, 0.994315
3.79387, 31.1597, 0.311315, 1.48583, 0.4, -0.000956345, 0.996344, 0.990165, 0.998559, 0.994318
3.79487, 31.1426, 0.31114, 1.48588, 0.4, -0.00094593, 0.99635, 0.990169, 0.998561, 0.99432
3.79587, 31.1257, 0.310969, 1.48593, 0.4, -0.000935495, 0.996356, 0.990173, 0.998562, 0.994323
3.79687, 31.1089, 0.310802, 1.48598, 0.4, -0.000925041, 0.996361, 0.990176, 0.998564, 0.994325
3.79787, 31.0924, 0.310639, 1.48603, 0.4, -0.000914568, 0.996367, 0.990179, 0.998566, 0.994328
3.79887, 31.076, 0.31048, 1.48608, 0.4, -0.000904076, 0.996372, 0.990183, 0.998568, 0.99433
3.79987, 31.0598, 0.310324, 1.48612, 0.4, -0.000893567, 0.996377, 0.990186, 0.998569, 0.994332
3.80087, 31.0438, 0.310172, 1.48617, 0.4, -0.00088304, 0.996383, 0.990189, 0.998571, 0.994335
3.80187, 31.028, 0.310024, 1.48622, 0.4, -0.000872496, 0.996388, 0.990192, 0.998572, 0.994337
3.80287, 31.0124, 0.30988, 1.48626, 0.4, -0.000861936, 0.996393, 0.990196, 0.998574, 0.994339
3.80387, 30.997, 0.309739, 1.4863, 0.4, -0.000851359, 0.996398, 0.990199, 0.998576, 0.994342
3.80487, 30.9818, 0.309602, 1.48635, 0.4, -0.000840767, 0.996403, 0.990202, 0.998577, 0.994344
3.80587, 30.9667, 0.309469, 1.48639, 0.4, -0.000830159, 0.996408, 0.990204, 0.998578, 0.994346
3.80687, 30.9519, 0.30934, 1.48643, 0.4, -0.000819537, 0.996412, 0.990207, 0.99858, 0.994348
3.80787, 30.9372, 0.309214, 1.48647, 0.4, -0.0008089, 0.996417, 0.99021, 0.998581, 0.99435
3.80887, 30.9228, 0.309093, 1.48651, 0.4, -0.000798249, 0.996421, 0.990213, 0.998583, 0.994352
3.80987, 30.9085, 0.308975, 1.48655, 0.4, -0.000787585, 0.996426, 0.990216, 0.998584, 0.994354
3.81087, 30.8944, 0.308861, 1.48659, 0.4, -0.000776908, 0.99643, 0.990218, 0.998586, 0.994356
3.81187, 30.8805, 0.30875, 1.48663, 0.4, -0.000766218, 0.996434, 0.990221, 0.998587, 0.994358
3.81287, 30.8668, 0.308644, 1.48666, 0.4, -0.000755516, 0.996439, 0.990223, 0.998588, 0.99436
3.81387, 30.8533, 0.308541, 1.4867, 0.4, -0.000744802, 0.996443, 0.990226, 0.99859, 0.994362
3.81487, 30.84, 0.308441, 1.48673, 0.4, -0.000734077, 0.996447, 0.990228, 0.998591, 0.994363
3.81587, 30.8269, 0.308346, 1.48677, 0.4, -0.000723341, 0.996451, 0.990231, 0.998592, 0.994365
3.81687, 30.814, 0.308254, 1.4868, 0.4, -0.000712595, 0.996455, 0.990233, 0.998593, 0.994367
3.81787, 30.8012, 0.308166, 1.48683, 0.4, -0.000701838, 0.996458, 0.990235, 0.998595, 0.994369
3.81887, 30.7887, 0.308082, 1.48687, 0.4, -0.000691072, 0.996462, 0.990237, 0.998596, 0.99437
3.81987, 30.7764, 0.308002, 1.4869, 0.4, -0.000680297, 0.996466, 0.99024, 0.998597, 0.994372
3.82087, 30.7642, 0.307925, 1.48693, 0.4, -0.000669514, 0.996469, 0.990242, 0.998598, 0.994374
3.82187, 30.7523, 0.307852, 1.48695, 0.4, -0.000658722, 0.996473, 0.990244, 0.998599, 0.994375
3.82287, 30.7405, 0.307783, 1.48698, 0.4, -0.000647922, 0.996476, 0.990246, 0.9986, 0.994377
3.82387, 30.7289, 0.307718, 1.48701, 0.4, -0.000637115, 0.996479, 0.990248, 0.998601, 0.994378
3.82487, 30.7176, 0.307656, 1.48704, 0.4, -0.000626301, 0.996483, 0.99025, 0.998602, 0.99438
3.82587, 30.7064, 0.307598, 1.48706, 0.4, -0.000615481, 0.996486, 0.990252, 0.998603, 0.994381
3.82687, 30.6954, 0.307544, 1.48709, 0.4, -0.000604654, 0.996489, 0.990253, 0.998604, 0.994382
3.82787, 30.6846, 0.307494, 1.48711, 0.4, -0.000593822, 0.996492, 0.990255, 0.998605, 0.994384
3.82887, 30.674, 0.307447, 1.48713, 0.4, -0.000582985, 0.996495, 0.990257, 0.998607, 0.994385
3.82987, 30.6636, 0.307403, 1.48716, 0.4, -0.000572143, 0.996498, 0.990259, 0.998607, 0.994386
3.83087, 30.6534, 0.307364, 1.48718, 0.4, -0.000561296, 0.9965, 0.99026, 0.998608, 0.994388
3.83187, 30.6434, 0.307328, 1.4872, 0.4, -0.000550446, 0.996503, 0.990262, 0.998609, 0.994389
3.83287, 30.6336, 0.307296, 1.48722, 0.4, -0.000539592, 0.996506, 0.990263, 0.99861, 0.99439
3.83387, 30.624, 0.307268, 1.48724, 0.4, -0.000528736, 0.996508, 0.990265, 0.998611, 0.994391
3.83487, 30.6146, 0.307243, 1.48725, 0.4, -0.000517876, 0.996511, 0.990266, 0.998612, 0.994393
3.83587, 30.6054, 0.307222, 1.48727, 0.4, -0.000507015, 0.996513, 0.990268, 0.998613, 0.994394
3.83687, 30.5963, 0.307205, 1.48729, 0.4, -0.000496152, 0.996516, 0.990269, 0.998614, 0.994395
3.83787, 30.5875, 0.307192, 1.4873, 0.4, -0.000485287, 0.996518, 0.99027, 0.998615, 0.994396
3.83887, 30.5789, 0.307182, 1.48732, 0.4, -0.000474422, 0.99652, 0.990272, 0.998615, 0.994397
3.83986, 30.5704, 0.307175, 1.48733, 0.4, -0.000463556, 0.996522, 0.990273, 0.998616, 0.994398
3.84086, 30.5622, 0.307173, 1.48735, 0.4, -0.00045269, 0.996525, 0.990274, 0.998617, 0.994399
3.84186, 30.5541, 0.307174, 1.48736, 0.4, -0.000441825, 0.996527, 0.990275, 0.998618, 0.9944
3.84286, 30.5463, 0.307179, 1.48737, 0.4, -0.00043096, 0.996529, 0.990276, 0.998618, 0.994401
3.84386, 30.5386, 0.307187, 1.48738, 0.4, -0.000420097, 0.99653, 0.990277, 0.998619, 0.994402
3.84486, 30.5311, 0.307199, 1.48739, 0.4, -0.000409236, 0.996532, 0.990278, 0.99862, 0.994402
3.84586, 30.5239, 0.307214, 1.4874, 0.4, -0.000398376, 0.996534, 0.990279, 0.998621, 0.994403
3.84686, 30.5168, 0.307234, 1.48741, 0.4, -0.000387519, 0.996536, 0.99028, 0.998621, 0.994404
3.84786, 30.5099, 0.307256, 1.48741, 0.4, -0.000376665, 0.996537, 0.990281, 0.998622, 0.994405
3.84886, 30.5032, 0.307283, 1.48742, 0.4, -0.000365815, 0.996539, 0.990282, 0.998623, 0.994406
3.84986, 30.4968, 0.307313, 1.48742, 0.4, -0.000354968, 0.99654, 0.990283, 0.998623, 0.994406
3.85086, 30.4905, 0.307347, 1.48743, 0.4, -0.000344126, 0.996542, 0.990284, 0.998624, 0.994407
3.85186, 30.4844, 0.307384, 1.48743, 0.4, -0.000333288, 0.996543, 0.990284, 0.998625, 0.994408
3.85286, 30.4785, 0.307425, 1.48743, 0.4, -0.000322455, 0.996545, 0.990285, 0.998625, 0.994408
3.85386, 30.4728, 0.307469, 1.48744, 0.4, -0.000311628, 0.996546, 0.990286, 0.998626, 0.994409
3.85486, 30.4672, 0.307517, 1.48744, 0.4, -0.000300806, 0.996547, 0.990286, 0.998626, 0.99441
3.85586, 30.4619, 0.307568, 1.48744, 0.4, -0.000289991, 0.996548, 0.990287, 0.998627, 0.99441
3.85686, 30.4568, 0.307623, 1.48744, 0.4, -0.000279183, 0.996549, 0.990287, 0.998627, 0.994411
3.85786, 30.4519, 0.307682, 1.48744, 0.4, -0.000268381, 0.996551, 0.990288, 0.998628, 0.994411
3.85886, 30.4471, 0.307744, 1.48743, 0.4, -0.000257588, 0.996551, 0.990288, 0.998628, 0.994412
3.85986, 30.4426, 0.307809, 1.48743, 0.4, -0.000246802, 0.996552, 0.990289, 0.998629, 0.994412
3.86086, 30.4383, 0.307878, 1.48743, 0.4, -0.000236024, 0.996553, 0.990289, 0.998629, 0.994413
3.86186, 30.4341, 0.307951, 1.48742, 0.4, -0.000225256, 0.996554, 0.990289, 0.99863, 0.994413
3.86286, 30.4301, 0.308027, 1.48742, 0.4, -0.000214496, 0.996555, 0.99029, 0.99863, 0.994414
3.86386, 30.4264, 0.308107, 1.48741, 0.4, -0.000203747, 0.996555, 0.99029, 0.998631, 0.994414
3.86486, 30.4228, 0.30819, 1.4874, 0.4, -0.000193007, 0.996556, 0.99029, 0.998631, 0.994415
3.86586, 30.4194, 0.308276, 1.48739, 0.4, -0.000182277, 0.996556, 0.99029, 0.998632, 0.994415
3.86686, 30.4163, 0.308366, 1.48739, 0.4, -0.000171559, 0.996557, 0.990291, 0.998632, 0.994415
3.86786, 30.4133, 0.30846, 1.48738, 0.4, -0.000160851, 0.996557, 0.990291, 0.998632, 0.994415
3.86886, 30.4105, 0.308557, 1.48737, 0.4, -0.000150156, 0.996558, 0.990291, 0.998633, 0.994416
3.86986, 30.4079, 0.308657, 1.48735, 0.4, -0.000139472, 0.996558, 0.990291, 0.998633, 0.994416
3.87086, 30.4054, 0.308761, 1.48734, 0.4, -0.0001288, 0.996558, 0.990291, 0.998633, 0.994416
3.87186, 30.4032, 0.308868, 1.48733, 0.4, -0.000118142, 0.996559, 0.990291, 0.998634, 0.994416
3.87286, 30.4012, 0.308978, 1.48731, 0.4, -0.000107497, 0.996559, 0.990291, 0.998634, 0.994417
3.87386, 30.3993, 0.309092, 1.4873, 0.4, -9.6865e-05, 0.996559, 0.99029, 0.998634, 0.994417
3.87486, 30.3977, 0.30921, 1.48728, 0.4, -8.62473e-05, 0.996559, 0.99029, 0.998635, 0.994417
3.87586, 30.3962, 0.30933, 1.48727, 0.4, -7.5644e-05, 0.996559, 0.99029, 0.998635, 0.994417
3.87686, 30.395, 0.309454, 1.48725, 0.4, -6.50555e-05, 0.996559, 0.99029, 0.998635, 0.994417
3.87786, 30.3939, 0.309582, 1.48723, 0.4, -5.44822e-05, 0.996559, 0.99029, 0.998636, 0.994417
3.87886, 30.393, 0.309712, 1.48721, 0.4, -4.39244e-05, 0.996559, 0.990289, 0.998636, 0.994417
3.87986, 30.3923, 0.309846, 1.48719, 0.4, -3.33826e-05, 0.996558, 0.990289, 0.998636, 0.994417
3.88086, 30.3918, 0.309984, 1.48717, 0.4, -2.28572e-05, 0.996558, 0.990289, 0.998636, 0.994417
3.88186, 30.3915, 0.310125, 1.48715, 0.4, -1.23485e-05, 0.996558, 0.990288, 0.998636, 0.994417
3.88286, 30.3914, 0.310269, 1.48713, 0.4, -1.8569e-06, 0.996558, 0.990288, 0.998637, 0.994417
3.88386, 30.3914, 0.310416, 1.48711, 0.4, 8.61719e-06, 0.996557, 0.990287, 0.998637, 0.994417
