Time(s), gENSAE.delta, gENSAE.PELEC, gENSAE.PMECH, gENSAE.SPEED, GEN1.V, LOAD.V, GEN2.V, FAULT.V
2.30431, 51.2809, 0.60035, 0.4, 0.00228363, 0.983953, 0.979761, 0.991761, 0.985746
2.30531, 51.3218, 0.601025, 0.4, 0.00226008, 0.984058, 0.979812, 0.991793, 0.985787
2.30631, 51.3623, 0.601689, 0.4, 0.00223645, 0.98416, 0.97986, 0.991823, 0.985827
2.30731, 51.4023, 0.602343, 0.4, 0.00221275, 0.984259, 0.979907, 0.991853, 0.985865
2.30831, 51.4419, 0.602988, 0.4, 0.00218897, 0.984355, 0.979952, 0.991882, 0.985902
2.30931, 51.4811, 0.603622, 0.4, 0.00216511, 0.984449, 0.979996, 0.99191, 0.985937
2.31031, 51.5199, 0.604246, 0.4, 0.00214119, 0.984539, 0.980039, 0.991936, 0.985972
2.31131, 51.5582, 0.60486, 0.4, 0.00211719, 0.984628, 0.98008, 0.991962, 0.986005
2.31231, 51.5961, 0.605463, 0.4, 0.00209313, 0.984713, 0.98012, 0.991987, 0.986037
2.31331, 51.6336, 0.606057, 0.4, 0.00206899, 0.984796, 0.980158, 0.992011, 0.986068
2.31431, 51.6706, 0.60664, 0.4, 0.00204479, 0.984877, 0.980195, 0.992035, 0.986098
2.31531, 51.7072, 0.607213, 0.4, 0.00202052, 0.984955, 0.980231, 0.992057, 0.986127
2.31631, 51.7433, 0.607776, 0.4, 0.00199619, 0.985031, 0.980266, 0.992079, 0.986155
2.31731, 51.779, 0.608329, 0.4, 0.00197179, 0.985105, 0.980299, 0.9921, 0.986182
2.31831, 51.8143, 0.608872, 0.4, 0.00194733, 0.985176, 0.980331, 0.99212, 0.986208
2.31931, 51.8491, 0.609405, 0.4, 0.0019228, 0.985245, 0.980363, 0.992139, 0.986234
2.32031, 51.8835, 0.609928, 0.4, 0.00189822, 0.985313, 0.980393, 0.992158, 0.986258
2.32131, 51.9175, 0.610441, 0.4, 0.00187358, 0.985378, 0.980422, 0.992176, 0.986281
2.32231, 51.951, 0.610944, 0.4, 0.00184888, 0.985441, 0.98045, 0.992193, 0.986304
2.32331, 51.984, 0.611437, 0.4, 0.00182412, 0.985502, 0.980477, 0.99221, 0.986325
2.32431, 52.0167, 0.611921, 0.4, 0.0017993, 0.985561, 0.980503, 0.992226, 0.986346
2.32531, 52.0488, 0.612394, 0.4, 0.00177443, 0.985618, 0.980528, 0.992242, 0.986366
2.32631, 52.0805, 0.612857, 0.4, 0.00174951, 0.985674, 0.980552, 0.992257, 0.986386
2.32731, 52.1118, 0.613311, 0.4, 0.00172454, 0.985728, 0.980575, 0.992271, 0.986404
2.32831, 52.1426, 0.613754, 0.4, 0.00169951, 0.98578, 0.980597, 0.992285, 0.986422
2.32931, 52.173, 0.614188, 0.4, 0.00167444, 0.98583, 0.980619, 0.992298, 0.98644
2.33031, 52.2029, 0.614612, 0.4, 0.00164931, 0.985878, 0.98064, 0.99231, 0.986456
2.33131, 52.2324, 0.615026, 0.4, 0.00162414, 0.985925, 0.98066, 0.992323, 0.986472
2.33231, 52.2614, 0.61543, 0.4, 0.00159892, 0.985971, 0.980679, 0.992334, 0.986487
2.33331, 52.2899, 0.615825, 0.4, 0.00157365, 0.986015, 0.980697, 0.992346, 0.986502
2.33431, 52.318, 0.61621, 0.4, 0.00154835, 0.986057, 0.980715, 0.992356, 0.986516
2.33531, 52.3457, 0.616585, 0.4, 0.00152299, 0.986098, 0.980732, 0.992367, 0.98653
2.33631, 52.3728, 0.616951, 0.4, 0.0014976, 0.986137, 0.980748, 0.992376, 0.986543
2.33731, 52.3996, 0.617307, 0.4, 0.00147216, 0.986175, 0.980764, 0.992386, 0.986555
2.33831, 52.4258, 0.617653, 0.4, 0.00144669, 0.986212, 0.980779, 0.992395, 0.986567
2.33931, 52.4517, 0.61799, 0.4, 0.00142117, 0.986247, 0.980793, 0.992404, 0.986578
2.34031, 52.477, 0.618317, 0.4, 0.00139562, 0.986281, 0.980807, 0.992412, 0.986589
2.34131, 52.5019, 0.618635, 0.4, 0.00137003, 0.986313, 0.98082, 0.99242, 0.9866
2.34231, 52.5263, 0.618943, 0.4, 0.00134441, 0.986345, 0.980833, 0.992427, 0.98661
2.34331, 52.5503, 0.619242, 0.4, 0.00131875, 0.986375, 0.980845, 0.992434, 0.986619
2.34431, 52.5738, 0.619531, 0.4, 0.00129306, 0.986404, 0.980856, 0.992441, 0.986628
2.34531, 52.5968, 0.619811, 0.4, 0.00126734, 0.986432, 0.980867, 0.992448, 0.986637
2.34631, 52.6194, 0.620081, 0.4, 0.00124159, 0.986458, 0.980878, 0.992454, 0.986645
2.34731, 52.6415, 0.620342, 0.4, 0.0012158, 0.986484, 0.980888, 0.99246, 0.986653
2.34831, 52.6632, 0.620594, 0.4, 0.00118999, 0.986508, 0.980897, 0.992466, 0.986661
2.34931, 52.6844, 0.620836, 0.4, 0.00116415, 0.986531, 0.980906, 0.992471, 0.986668
2.35031, 52.7051, 0.621069, 0.4, 0.00113828, 0.986554, 0.980915, 0.992476, 0.986675
2.35131, 52.7254, 0.621293, 0.4, 0.00111239, 0.986575, 0.980923, 0.992481, 0.986681
2.35231, 52.7452, 0.621507, 0.4, 0.00108648, 0.986595, 0.980931, 0.992486, 0.986687
2.35331, 52.7645, 0.62171, 0.4, 0.00106054, 0.986612, 0.980933, 0.992487, 0.986689
2.35431, 52.7833, 0.621906, 0.4, 0.00103457, 0.98663, 0.980941, 0.992491, 0.986694
2.35531, 52.8017, 0.622093, 0.4, 0.00100859, 0.986648, 0.980947, 0.992495, 0.9867
2.35631, 52.8196, 0.622271, 0.4, 0.000982589, 0.986664, 0.980954, 0.992499, 0.986705
2.35731, 52.8371, 0.62244, 0.4, 0.000956567, 0.98668, 0.98096, 0.992502, 0.98671
2.35831, 52.8541, 0.6226, 0.4, 0.000930527, 0.986695, 0.980966, 0.992506, 0.986714
2.35931, 52.8706, 0.622751, 0.4, 0.000904471, 0.986709, 0.980971, 0.992509, 0.986719
2.36031, 52.8866, 0.622892, 0.4, 0.000878398, 0.986722, 0.980976, 0.992512, 0.986723
2.36131, 52.9022, 0.623025, 0.4, 0.000852311, 0.986735, 0.980981, 0.992515, 0.986727
2.36231, 52.9173, 0.623149, 0.4, 0.000826209, 0.986746, 0.980986, 0.992518, 0.98673
2.36331, 52.932, 0.623263, 0.4, 0.000800095, 0.986757, 0.98099, 0.99252, 0.986733
2.36431, 52.9461, 0.623369, 0.4, 0.00077397, 0.986767, 0.980994, 0.992522, 0.986737
2.36531, 52.9598, 0.623466, 0.4, 0.000747833, 0.986776, 0.980998, 0.992525, 0.98674
2.36631, 52.9731, 0.623554, 0.4, 0.000721688, 0.986785, 0.981002, 0.992527, 0.986742
2.36731, 52.9858, 0.623633, 0.4, 0.000695533, 0.986793, 0.981005, 0.992529, 0.986745
2.36831, 52.9981, 0.623704, 0.4, 0.000669371, 0.9868, 0.981008, 0.992531, 0.986748
2.36931, 53.0099, 0.623765, 0.4, 0.000643203, 0.986807, 0.981011, 0.992532, 0.98675
2.37031, 53.0212, 0.623818, 0.4, 0.000617029, 0.986813, 0.981014, 0.992534, 0.986752
2.3713, 53.0321, 0.623862, 0.4, 0.000590851, 0.986819, 0.981016, 0.992536, 0.986754
2.3723, 53.0425, 0.623898, 0.4, 0.000564669, 0.986823, 0.981018, 0.992537, 0.986756
2.3733, 53.0524, 0.623924, 0.4, 0.000538485, 0.986827, 0.981021, 0.992538, 0.986758
2.3743, 53.0619, 0.623942, 0.4, 0.0005123, 0.986831, 0.981023, 0.99254, 0.986759
2.3753, 53.0709, 0.623952, 0.4, 0.000486114, 0.986834, 0.981024, 0.992541, 0.986761
2.3763, 53.0794, 0.623952, 0.4, 0.000459929, 0.986836, 0.981026, 0.992542, 0.986762
2.3773, 53.0874, 0.623945, 0.4, 0.000433745, 0.986839, 0.981027, 0.992543, 0.986763
2.3783, 53.095, 0.623928, 0.4, 0.000407564, 0.98684, 0.981029, 0.992544, 0.986764
2.3793, 53.1021, 0.623904, 0.4, 0.000381387, 0.986841, 0.98103, 0.992545, 0.986766
2.3803, 53.1087, 0.62387, 0.4, 0.000355214, 0.986841, 0.981031, 0.992546, 0.986767
2.3813, 53.1149, 0.623829, 0.4, 0.000329047, 0.986841, 0.981032, 0.992546, 0.986767
2.3823, 53.1206, 0.623778, 0.4, 0.000302886, 0.98684, 0.981033, 0.992547, 0.986768
2.3833, 53.1258, 0.62372, 0.4, 0.000276733, 0.986839, 0.981034, 0.992548, 0.986769
2.3843, 53.1305, 0.623653, 0.4, 0.000250589, 0.986838, 0.981034, 0.992548, 0.98677
2.3853, 53.1348, 0.623578, 0.4, 0.000224454, 0.986836, 0.981035, 0.992549, 0.98677
2.3863, 53.1386, 0.623494, 0.4, 0.00019833, 0.986834, 0.981035, 0.99255, 0.986771
2.3873, 53.142, 0.623402, 0.4, 0.000172217, 0.986831, 0.981036, 0.99255, 0.986771
2.3883, 53.1448, 0.623302, 0.4, 0.000146116, 0.986828, 0.981036, 0.992551, 0.986772
2.3893, 53.1472, 0.623193, 0.4, 0.000120029, 0.986824, 0.981036, 0.992551, 0.986772
2.3903, 53.1492, 0.623077, 0.4, 9.39568e-05, 0.98682, 0.981036, 0.992551, 0.986772
2.3913, 53.1506, 0.622952, 0.4, 6.78994e-05, 0.986816, 0.981037, 0.992552, 0.986773
2.3923, 53.1516, 0.622819, 0.4, 4.18583e-05, 0.986811, 0.981037, 0.992552, 0.986773
2.3933, 53.1521, 0.622678, 0.4, 1.58345e-05, 0.986806, 0.981037, 0.992553, 0.986773
2.3943, 53.1522, 0.622529, 0.4, -1.01712e-05, 0.9868, 0.981036, 0.992553, 0.986773
2.3953, 53.1517, 0.622372, 0.4, -3.61578e-05, 0.986794, 0.981036, 0.992554, 0.986774
2.3963, 53.1509, 0.622207, 0.4, -6.21243e-05, 0.986788, 0.981036, 0.992554, 0.986774
2.3973, 53.1495, 0.622033, 0.4, -8.80699e-05, 0.986782, 0.981036, 0.992554, 0.986774
2.3983, 53.1477, 0.621852, 0.4, -0.000113993, 0.986775, 0.981036, 0.992555, 0.986774
2.3993, 53.1454, 0.621663, 0.4, -0.000139894, 0.986768, 0.981036, 0.992555, 0.986774
2.4003, 53.1427, 0.621466, 0.4, -0.000165771, 0.98676, 0.981036, 0.992556, 0.986775
2.4013, 53.1394, 0.621257, 0.4, -0.000191623, 0.98675, 0.98103, 0.992553, 0.98677
2.4023, 53.1358, 0.621045, 0.4, -0.00021745, 0.986742, 0.981029, 0.992553, 0.98677
2.4033, 53.1316, 0.620824, 0.4, -0.000243249, 0.986733, 0.981029, 0.992553, 0.98677
2.4043, 53.127, 0.620595, 0.4, -0.000269022, 0.986724, 0.981028, 0.992553, 0.98677
2.4053, 53.1219, 0.620359, 0.4, -0.000294766, 0.986715, 0.981028, 0.992554, 0.98677
2.4063, 53.1164, 0.620115, 0.4, -0.00032048, 0.986706, 0.981027, 0.992554, 0.98677
2.4073, 53.1104, 0.619863, 0.4, -0.000346165, 0.986697, 0.981027, 0.992554, 0.98677
2.4083, 53.1039, 0.619603, 0.4, -0.000371818, 0.986687, 0.981026, 0.992555, 0.98677
2.4093, 53.097, 0.619336, 0.4, -0.00039744, 0.986677, 0.981026, 0.992555, 0.98677
2.4103, 53.0896, 0.619062, 0.4, -0.000423028, 0.986666, 0.981025, 0.992556, 0.98677
2.4113, 53.0818, 0.618779, 0.4, -0.000448583, 0.986656, 0.981025, 0.992556, 0.98677
2.4123, 53.0735, 0.618489, 0.4, -0.000474103, 0.986645, 0.981024, 0.992556, 0.98677
2.4133, 53.0647, 0.618192, 0.4, -0.000499588, 0.986634, 0.981024, 0.992557, 0.98677
2.4143, 53.0555, 0.617886, 0.4, -0.000525036, 0.986623, 0.981023, 0.992558, 0.986771
2.4153, 53.0458, 0.617574, 0.4, -0.000550447, 0.986612, 0.981023, 0.992558, 0.986771
2.4163, 53.0357, 0.617254, 0.4, -0.00057582, 0.9866, 0.981022, 0.992559, 0.986771
2.4173, 53.0251, 0.616927, 0.4, -0.000601154, 0.986588, 0.981022, 0.992559, 0.986771
2.4183, 53.014, 0.616592, 0.4, -0.000626448, 0.986576, 0.981022, 0.99256, 0.986771
2.4193, 53.0025, 0.61625, 0.4, -0.000651702, 0.986564, 0.981021, 0.992561, 0.986772
2.4203, 52.9906, 0.6159, 0.4, -0.000676913, 0.986552, 0.981021, 0.992562, 0.986772
2.4213, 52.9781, 0.615544, 0.4, -0.000702083, 0.986539, 0.981021, 0.992562, 0.986772
2.4223, 52.9653, 0.61518, 0.4, -0.000727209, 0.986526, 0.981021, 0.992563, 0.986773
2.4233, 52.952, 0.614808, 0.4, -0.000752291, 0.986514, 0.98102, 0.992564, 0.986773
2.4243, 52.9382, 0.61443, 0.4, -0.000777328, 0.986501, 0.98102, 0.992565, 0.986774
2.4253, 52.924, 0.614044, 0.4, -0.000802319, 0.986487, 0.98102, 0.992566, 0.986774
2.4263, 52.9093, 0.613651, 0.4, -0.000827264, 0.986474, 0.98102, 0.992567, 0.986775
2.4273, 52.8942, 0.613251, 0.4, -0.000852161, 0.98646, 0.98102, 0.992568, 0.986776
2.4283, 52.8786, 0.612844, 0.4, -0.000877009, 0.986447, 0.98102, 0.992569, 0.986776
2.4293, 52.8626, 0.61243, 0.4, -0.000901809, 0.986433, 0.98102, 0.992571, 0.986777
2.4303, 52.8462, 0.612009, 0.4, -0.000926559, 0.986419, 0.98102, 0.992572, 0.986778
2.4313, 52.8293, 0.611581, 0.4, -0.000951258, 0.986405, 0.98102, 0.992573, 0.986779
2.4323, 52.8119, 0.611146, 0.4, -0.000975905, 0.98639, 0.98102, 0.992574, 0.986779
2.4333, 52.7941, 0.610704, 0.4, -0.0010005, 0.986376, 0.981021, 0.992576, 0.98678
2.4343, 52.7759, 0.610255, 0.4, -0.00102504, 0.986361, 0.981021, 0.992577, 0.986781
2.4353, 52.7572, 0.609799, 0.4, -0.00104953, 0.986347, 0.981021, 0.992578, 0.986782
2.4363, 52.7381, 0.609337, 0.4, -0.00107396, 0.986332, 0.981021, 0.99258, 0.986783
2.4373, 52.7186, 0.608867, 0.4, -0.00109834, 0.986317, 0.981022, 0.992581, 0.986784
2.4383, 52.6986, 0.608391, 0.4, -0.00112266, 0.986302, 0.981022, 0.992583, 0.986786
2.4393, 52.6782, 0.607908, 0.4, -0.00114692, 0.986286, 0.981023, 0.992584, 0.986787
2.4403, 52.6573, 0.607419, 0.4, -0.00117113, 0.986271, 0.981023, 0.992586, 0.986788
2.4413, 52.636, 0.606922, 0.4, -0.00119528, 0.986256, 0.981024, 0.992588, 0.986789
2.4423, 52.6143, 0.60642, 0.4, -0.00121937, 0.98624, 0.981024, 0.992589, 0.986791
2.4433, 52.5921, 0.60591, 0.4, -0.00124339, 0.986224, 0.981025, 0.992591, 0.986792
2.4443, 52.5695, 0.605394, 0.4, -0.00126736, 0.986208, 0.981026, 0.992593, 0.986793
2.4453, 52.5465, 0.604871, 0.4, -0.00129126, 0.986193, 0.981026, 0.992595, 0.986795
2.4463, 52.523, 0.604342, 0.4, -0.00131511, 0.986176, 0.981027, 0.992597, 0.986796
2.4473, 52.4991, 0.603806, 0.4, -0.00133888, 0.98616, 0.981028, 0.992599, 0.986798
2.4483, 52.4748, 0.603264, 0.4, -0.0013626, 0.986144, 0.981029, 0.992601, 0.986799
2.4493, 52.4501, 0.602716, 0.4, -0.00138625, 0.986128, 0.98103, 0.992603, 0.986801
2.4503, 52.4249, 0.602161, 0.4, -0.00140983, 0.986111, 0.981031, 0.992605, 0.986803
2.4513, 52.3993, 0.6016, 0.4, -0.00143335, 0.986095, 0.981032, 0.992607, 0.986804
2.4523, 52.3733, 0.601032, 0.4, -0.0014568, 0.986078, 0.981033, 0.992609, 0.986806
2.4533, 52.3469, 0.600459, 0.4, -0.00148019, 0.986061, 0.981034, 0.992611, 0.986808
2.4543, 52.32, 0.599879, 0.4, -0.0015035, 0.986044, 0.981035, 0.992613, 0.98681
2.4553, 52.2927, 0.599292, 0.4, -0.00152675, 0.986027, 0.981036, 0.992615, 0.986811
2.4563, 52.265, 0.5987, 0.4, -0.00154992, 0.98601, 0.981037, 0.992617, 0.986813
2.4573, 52.2369, 0.598101, 0.4, -0.00157303, 0.985993, 0.981039, 0.99262, 0.986815
2.4583, 52.2084, 0.597497, 0.4, -0.00159606, 0.985976, 0.98104, 0.992622, 0.986817
2.4593, 52.1795, 0.596886, 0.4, -0.00161902, 0.985958, 0.981041, 0.992624, 0.986819
2.4603, 52.1501, 0.596269, 0.4, -0.00164191, 0.98594, 0.981042, 0.992627, 0.986821
2.4613, 52.1204, 0.595647, 0.4, -0.00166473, 0.985923, 0.981044, 0.992629, 0.986823
2.4623, 52.0902, 0.595018, 0.4, -0.00168747, 0.985905, 0.981045, 0.992632, 0.986825
2.4633, 52.0596, 0.594384, 0.4, -0.00171013, 0.985887, 0.981046, 0.992634, 0.986827
2.4643, 52.0286, 0.593743, 0.4, -0.00173272, 0.985869, 0.981048, 0.992636, 0.986829
2.4653, 51.9972, 0.593097, 0.4, -0.00175524, 0.985851, 0.981049, 0.992639, 0.986831
2.4663, 51.9655, 0.592444, 0.4, -0.00177768, 0.985833, 0.981051, 0.992641, 0.986834
2.4673, 51.9333, 0.591787, 0.4, -0.00180004, 0.985815, 0.981052, 0.992644, 0.986836
2.4683, 51.9006, 0.591123, 0.4, -0.00182232, 0.985796, 0.981054, 0.992646, 0.986838
2.4693, 51.8676, 0.590454, 0.4, -0.00184452, 0.985778, 0.981055, 0.992649, 0.98684
2.4703, 51.8342, 0.589778, 0.4, -0.00186664, 0.985759, 0.981057, 0.992651, 0.986842
2.4713, 51.8004, 0.589098, 0.4, -0.00188869, 0.985741, 0.981058, 0.992654, 0.986845
2.4723, 51.7663, 0.588411, 0.4, -0.00191065, 0.985722, 0.98106, 0.992657, 0.986847
2.4733, 51.7317, 0.58772, 0.4, -0.00193253, 0.985703, 0.981062, 0.992659, 0.986849
2.4743, 51.6967, 0.587022, 0.4, -0.00195433, 0.985684, 0.981063, 0.992662, 0.986851
2.4753, 51.6613, 0.586319, 0.4, -0.00197604, 0.985665, 0.981065, 0.992664, 0.986854
2.4763, 51.6255, 0.585611, 0.4, -0.00199768, 0.985646, 0.981067, 0.992667, 0.986856
2.4773, 51.5894, 0.584897, 0.4, -0.00201922, 0.985626, 0.981068, 0.99267, 0.986858
2.4783, 51.5528, 0.584178, 0.4, -0.00204069, 0.985607, 0.98107, 0.992672, 0.986861
2.4793, 51.5159, 0.583453, 0.4, -0.00206207, 0.985587, 0.981071, 0.992675, 0.986863
2.4803, 51.4786, 0.582724, 0.4, -0.00208336, 0.985568, 0.981073, 0.992678, 0.986865
2.4813, 51.4409, 0.581988, 0.4, -0.00210456, 0.985548, 0.981075, 0.99268, 0.986867
2.4823, 51.4028, 0.581248, 0.4, -0.00212568, 0.985528, 0.981076, 0.992683, 0.98687
2.4833, 51.3644, 0.580503, 0.4, -0.00214671, 0.985508, 0.981078, 0.992686, 0.986872
2.4843, 51.3256, 0.579752, 0.4, -0.00216765, 0.985488, 0.981079, 0.992688, 0.986874
2.4853, 51.2864, 0.578996, 0.4, -0.00218851, 0.985468, 0.981081, 0.992691, 0.986877
2.4863, 51.2468, 0.578235, 0.4, -0.00220927, 0.985448, 0.981083, 0.992693, 0.986879
2.4873, 51.2068, 0.57747, 0.4, -0.00222994, 0.985427, 0.981084, 0.992696, 0.986881
2.4883, 51.1665, 0.576699, 0.4, -0.00225053, 0.985407, 0.981086, 0.992698, 0.986883
2.4893, 51.1258, 0.575923, 0.4, -0.00227102, 0.985386, 0.981087, 0.992701, 0.986885
2.4903, 51.0847, 0.575142, 0.4, -0.00229142, 0.985365, 0.981089, 0.992704, 0.986888
2.4913, 51.0433, 0.574356, 0.4, -0.00231172, 0.985344, 0.98109, 0.992706, 0.98689
2.4923, 51.0015, 0.573566, 0.4, -0.00233194, 0.985323, 0.981092, 0.992709, 0.986892
2.4933, 50.9594, 0.572771, 0.4, -0.00235206, 0.985302, 0.981093, 0.992711, 0.986894
2.4943, 50.9168, 0.57197, 0.4, -0.00237209, 0.985281, 0.981094, 0.992714, 0.986896
2.4953, 50.874, 0.571166, 0.4, -0.00239202, 0.985259, 0.981096, 0.992716, 0.986898
2.4963, 50.8307, 0.570356, 0.4, -0.00241185, 0.985238, 0.981097, 0.992718, 0.9869
2.4973, 50.7871, 0.569542, 0.4, -0.00243159, 0.985216, 0.981098, 0.992721, 0.986902
2.4983, 50.7432, 0.568723, 0.4, -0.00245124, 0.985194, 0.9811, 0.992723, 0.986904
2.4993, 50.6989, 0.5679, 0.4, -0.00247079, 0.985172, 0.981101, 0.992725, 0.986906
2.5003, 50.6542, 0.567072, 0.4, -0.00249024, 0.98515, 0.981102, 0.992728, 0.986908
2.5013, 50.6092, 0.566239, 0.4, -0.00250959, 0.985128, 0.981103, 0.99273, 0.98691
2.5023, 50.5639, 0.565403, 0.4, -0.00252884, 0.985106, 0.981104, 0.992732, 0.986912
2.5033, 50.5182, 0.564561, 0.4, -0.002548, 0.985083, 0.981105, 0.992734, 0.986913
2.5043, 50.4722, 0.563716, 0.4, -0.00256705, 0.985061, 0.981106, 0.992736, 0.986915
2.5053, 50.4258, 0.562866, 0.4, -0.00258601, 0.985038, 0.981107, 0.992738, 0.986917
2.5063, 50.3791, 0.562011, 0.4, -0.00260486, 0.985015, 0.981108, 0.992741, 0.986918
2.5073, 50.332, 0.561153, 0.4, -0.00262362, 0.984992, 0.981109, 0.992742, 0.98692
2.5083, 50.2846, 0.56029, 0.4, -0.00264227, 0.984968, 0.98111, 0.992744, 0.986921
2.50929, 50.2369, 0.559423, 0.4, -0.00266082, 0.984945, 0.98111, 0.992746, 0.986923
2.51029, 50.1888, 0.558552, 0.4, -0.00267927, 0.984922, 0.981111, 0.992748, 0.986924
2.51129, 50.1404, 0.557677, 0.4, -0.00269762, 0.984898, 0.981111, 0.99275, 0.986925
2.51229, 50.0917, 0.556798, 0.4, -0.00271586, 0.984874, 0.981112, 0.992752, 0.986927
2.51329, 50.0427, 0.555915, 0.4, -0.002734, 0.98485, 0.981112, 0.992753, 0.986928
2.51429, 49.9933, 0.555028, 0.4, -0.00275203, 0.984826, 0.981113, 0.992755, 0.986929
2.51529, 49.9436, 0.554136, 0.4, -0.00276996, 0.984802, 0.981113, 0.992756, 0.98693
2.51629, 49.8936, 0.553241, 0.4, -0.00278778, 0.984777, 0.981113, 0.992758, 0.986931
2.51729, 49.8432, 0.552343, 0.4, -0.0028055, 0.984753, 0.981113, 0.992759, 0.986932
2.51829, 49.7926, 0.55144, 0.4, -0.00282312, 0.984728, 0.981113, 0.992761, 0.986933
2.51929, 49.7416, 0.550534, 0.4, -0.00284062, 0.984703, 0.981113, 0.992762, 0.986933
2.52029, 49.6903, 0.549624, 0.4, -0.00285802, 0.984678, 0.981113, 0.992763, 0.986934
2.52129, 49.6387, 0.54871, 0.4, -0.00287531, 0.984653, 0.981112, 0.992764, 0.986934
2.52229, 49.5868, 0.547792, 0.4, -0.0028925, 0.984627, 0.981112, 0.992765, 0.986935
2.52329, 49.5346, 0.546872, 0.4, -0.00290957, 0.984602, 0.981112, 0.992766, 0.986935
2.52429, 49.482, 0.545947, 0.4, -0.00292654, 0.984576, 0.981111, 0.992767, 0.986936
2.52529, 49.4292, 0.545019, 0.4, -0.0029434, 0.98455, 0.98111, 0.992768, 0.986936
2.52629, 49.3761, 0.544087, 0.4, -0.00296015, 0.984524, 0.98111, 0.992769, 0.986936
2.52729, 49.3226, 0.543152, 0.4, -0.00297679, 0.984498, 0.981109, 0.992769, 0.986936
2.52829, 49.2689, 0.542214, 0.4, -0.00299332, 0.984471, 0.981108, 0.99277, 0.986936
2.52929, 49.2149, 0.541272, 0.4, -0.00300973, 0.984444, 0.981107, 0.99277, 0.986936
2.53029, 49.1606, 0.540327, 0.4, -0.00302604, 0.984418, 0.981105, 0.992771, 0.986935
2.53129, 49.1059, 0.539379, 0.4, -0.00304224, 0.98439, 0.981104, 0.992771, 0.986935
2.53229, 49.051, 0.538428, 0.4, -0.00305832, 0.984363, 0.981103, 0.992771, 0.986934
2.53329, 48.9958, 0.537473, 0.4, -0.00307429, 0.984336, 0.981101, 0.992771, 0.986934
2.53429, 48.9404, 0.536515, 0.4, -0.00309015, 0.984308, 0.981099, 0.992771, 0.986933
2.53529, 48.8846, 0.535555, 0.4, -0.0031059, 0.984281, 0.981098, 0.992771, 0.986932
2.53629, 48.8286, 0.534591, 0.4, -0.00312153, 0.984253, 0.981096, 0.992771, 0.986931
2.53729, 48.7722, 0.533624, 0.4, -0.00313705, 0.984224, 0.981094, 0.992771, 0.98693
2.53829, 48.7156, 0.532654, 0.4, -0.00315246, 0.984196, 0.981091, 0.99277, 0.986929
2.53929, 48.6587, 0.531681, 0.4, -0.00316775, 0.984167, 0.981089, 0.99277, 0.986928
2.54029, 48.6016, 0.530706, 0.4, -0.00318293, 0.984139, 0.981087, 0.992769, 0.986926
2.54129, 48.5441, 0.529727, 0.4, -0.00319799, 0.98411, 0.981084, 0.992769, 0.986925
2.54229, 48.4864, 0.528746, 0.4, -0.00321294, 0.984081, 0.981081, 0.992768, 0.986923
2.54329, 48.4285, 0.527762, 0.4, -0.00322777, 0.984051, 0.981078, 0.992767, 0.986921
2.54429, 48.3702, 0.526775, 0.4, -0.00324249, 0.984022, 0.981075, 0.992766, 0.986919
2.54529, 48.3117, 0.525786, 0.4, -0.00325709, 0.983992, 0.981072, 0.992765, 0.986917
2.54629, 48.253, 0.524794, 0.4, -0.00327157, 0.983962, 0.981069, 0.992764, 0.986915
2.54729, 48.194, 0.523799, 0.4, -0.00328594, 0.983932, 0.981066, 0.992762, 0.986913
2.54829, 48.1347, 0.522802, 0.4, -0.00330019, 0.983901, 0.981062, 0.992761, 0.98691
2.54929, 48.0752, 0.521803, 0.4, -0.00331432, 0.983871, 0.981058, 0.992759, 0.986908
2.55029, 48.0154, 0.520801, 0.4, -0.00332834, 0.98384, 0.981054, 0.992757, 0.986905
2.55129, 47.9553, 0.519796, 0.4, -0.00334223, 0.983809, 0.98105, 0.992756, 0.986902
2.55229, 47.8951, 0.518789, 0.4, -0.00335601, 0.983778, 0.981046, 0.992754, 0.986899
2.55329, 47.8345, 0.51778, 0.4, -0.00336967, 0.983746, 0.981042, 0.992751, 0.986896
2.55429, 47.7737, 0.516769, 0.4, -0.00338322, 0.983714, 0.981037, 0.992749, 0.986893
2.55529, 47.7127, 0.515755, 0.4, -0.00339664, 0.983683, 0.981032, 0.992747, 0.986889
2.55629, 47.6515, 0.514739, 0.4, -0.00340994, 0.98365, 0.981028, 0.992744, 0.986885
2.55729, 47.59, 0.513722, 0.4, -0.00342313, 0.983618, 0.981023, 0.992742, 0.986882
2.55829, 47.5282, 0.512702, 0.4, -0.00343619, 0.983585, 0.981017, 0.992739, 0.986878
2.55929, 47.4663, 0.511679, 0.4, -0.00344914, 0.983553, 0.981012, 0.992736, 0.986874
2.56029, 47.4041, 0.510655, 0.4, -0.00346196, 0.98352, 0.981007, 0.992733, 0.98687
2.56129, 47.3416, 0.509629, 0.4, -0.00347467, 0.983486, 0.981001, 0.99273, 0.986865
2.56229, 47.279, 0.508601, 0.4, -0.00348725, 0.983453, 0.980995, 0.992727, 0.986861
2.56329, 47.2161, 0.507571, 0.4, -0.00349972, 0.983419, 0.980989, 0.992723, 0.986856
2.56429, 47.153, 0.50654, 0.4, -0.00351206, 0.983385, 0.980983, 0.99272, 0.986851
2.56529, 47.0896, 0.505506, 0.4, -0.00352428, 0.983351, 0.980976, 0.992716, 0.986846
