Time(s) " gENSAL.delta" " gENSAL.PELEC" " gENSAL.PMECH" " gENSAL.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.59496 " 46.9727" " 0.468566" " 0.4" " -0.00391325" " 0.982642" " 0.981011" " 0.992746" " 0.986878"
2.59596 " 46.9022" " 0.467477" " 0.4" " -0.00392101" " 0.982589" " 0.980992" " 0.992733" " 0.986862"
2.59696 " 46.8316" " 0.466389" " 0.4" " -0.00392865" " 0.982536" " 0.980973" " 0.99272" " 0.986845"
2.59795 " 46.7608" " 0.465301" " 0.4" " -0.00393616" " 0.982483" " 0.980953" " 0.992707" " 0.986829"
2.59895 " 46.6899" " 0.464212" " 0.4" " -0.00394354" " 0.98243" " 0.980933" " 0.992693" " 0.986812"
2.59995 " 46.6188" " 0.463124" " 0.4" " -0.00395079" " 0.982376" " 0.980913" " 0.992679" " 0.986795"
2.60095 " 46.5477" " 0.462035" " 0.4" " -0.00395791" " 0.982322" " 0.980892" " 0.992665" " 0.986777"
2.60195 " 46.4763" " 0.460946" " 0.4" " -0.00396491" " 0.982267" " 0.980872" " 0.992651" " 0.98676"
2.60295 " 46.4049" " 0.459858" " 0.4" " -0.00397178" " 0.982213" " 0.980851" " 0.992637" " 0.986742"
2.60395 " 46.3334" " 0.45877" " 0.4" " -0.00397852" " 0.982158" " 0.980829" " 0.992622" " 0.986724"
2.60495 " 46.2617" " 0.457681" " 0.4" " -0.00398514" " 0.982103" " 0.980808" " 0.992608" " 0.986706"
2.60595 " 46.1899" " 0.456593" " 0.4" " -0.00399163" " 0.982047" " 0.980786" " 0.992593" " 0.986688"
2.60695 " 46.118" " 0.455505" " 0.4" " -0.00399799" " 0.981991" " 0.980764" " 0.992578" " 0.986669"
2.60795 " 46.046" " 0.454418" " 0.4" " -0.00400422" " 0.981935" " 0.980742" " 0.992562" " 0.98665"
2.60895 " 45.9738" " 0.45333" " 0.4" " -0.00401033" " 0.981879" " 0.98072" " 0.992547" " 0.986631"
2.60995 " 45.9016" " 0.452243" " 0.4" " -0.00401631" " 0.981822" " 0.980697" " 0.992531" " 0.986612"
2.61095 " 45.8292" " 0.451157" " 0.4" " -0.00402216" " 0.981765" " 0.980674" " 0.992515" " 0.986592"
2.61195 " 45.7568" " 0.450071" " 0.4" " -0.00402788" " 0.981708" " 0.980651" " 0.992499" " 0.986573"
2.61295 " 45.6842" " 0.448985" " 0.4" " -0.00403348" " 0.98165" " 0.980628" " 0.992483" " 0.986553"
2.61395 " 45.6116" " 0.4479" " 0.4" " -0.00403895" " 0.981593" " 0.980604" " 0.992467" " 0.986533"
2.61495 " 45.5388" " 0.446815" " 0.4" " -0.00404429" " 0.981535" " 0.98058" " 0.99245" " 0.986512"
2.61595 " 45.466" " 0.445731" " 0.4" " -0.00404951" " 0.981476" " 0.980556" " 0.992434" " 0.986492"
2.61695 " 45.3931" " 0.444648" " 0.4" " -0.00405459" " 0.981418" " 0.980532" " 0.992417" " 0.986471"
2.61795 " 45.32" " 0.443565" " 0.4" " -0.00405956" " 0.981359" " 0.980507" " 0.992399" " 0.98645"
2.61895 " 45.2469" " 0.442483" " 0.4" " -0.00406439" " 0.9813" " 0.980482" " 0.992382" " 0.986429"
2.61995 " 45.1737" " 0.441402" " 0.4" " -0.0040691" " 0.98124" " 0.980457" " 0.992365" " 0.986408"
2.62095 " 45.1004" " 0.440321" " 0.4" " -0.00407368" " 0.981181" " 0.980432" " 0.992347" " 0.986386"
2.62195 " 45.0271" " 0.439242" " 0.4" " -0.00407814" " 0.981121" " 0.980407" " 0.992329" " 0.986364"
2.62295 " 44.9536" " 0.438163" " 0.4" " -0.00408247" " 0.98106" " 0.980381" " 0.992311" " 0.986342"
2.62395 " 44.8801" " 0.437085" " 0.4" " -0.00408667" " 0.981" " 0.980355" " 0.992293" " 0.98632"
2.62495 " 44.8065" " 0.436008" " 0.4" " -0.00409075" " 0.980939" " 0.980329" " 0.992275" " 0.986297"
2.62595 " 44.7328" " 0.434932" " 0.4" " -0.0040947" " 0.980878" " 0.980302" " 0.992256" " 0.986275"
2.62695 " 44.6591" " 0.433857" " 0.4" " -0.00409853" " 0.980817" " 0.980275" " 0.992237" " 0.986252"
2.62795 " 44.5853" " 0.432783" " 0.4" " -0.00410223" " 0.980755" " 0.980249" " 0.992218" " 0.986229"
2.62895 " 44.5114" " 0.43171" " 0.4" " -0.0041058" " 0.980694" " 0.980221" " 0.992199" " 0.986205"
2.62995 " 44.4375" " 0.430638" " 0.4" " -0.00410925" " 0.980632" " 0.980194" " 0.99218" " 0.986182"
2.63095 " 44.3635" " 0.429568" " 0.4" " -0.00411258" " 0.98057" " 0.980166" " 0.992161" " 0.986158"
2.63195 " 44.2894" " 0.428498" " 0.4" " -0.00411577" " 0.980507" " 0.980139" " 0.992141" " 0.986134"
2.63295 " 44.2153" " 0.42743" " 0.4" " -0.00411885" " 0.980444" " 0.980111" " 0.992122" " 0.98611"
2.63395 " 44.1411" " 0.426363" " 0.4" " -0.0041218" " 0.980381" " 0.980082" " 0.992102" " 0.986086"
2.63495 " 44.0669" " 0.425298" " 0.4" " -0.00412462" " 0.980318" " 0.980054" " 0.992082" " 0.986062"
2.63595 " 43.9926" " 0.424233" " 0.4" " -0.00412732" " 0.980255" " 0.980025" " 0.992061" " 0.986037"
2.63695 " 43.9183" " 0.42317" " 0.4" " -0.0041299" " 0.980191" " 0.979996" " 0.992041" " 0.986012"
2.63795 " 43.8439" " 0.422109" " 0.4" " -0.00413235" " 0.980127" " 0.979967" " 0.99202" " 0.985987"
2.63895 " 43.7695" " 0.421049" " 0.4" " -0.00413467" " 0.980063" " 0.979938" " 0.992" " 0.985962"
2.63995 " 43.6951" " 0.419991" " 0.4" " -0.00413688" " 0.979999" " 0.979908" " 0.991979" " 0.985936"
2.64095 " 43.6206" " 0.418933" " 0.4" " -0.00413896" " 0.979934" " 0.979878" " 0.991958" " 0.985911"
2.64195 " 43.5461" " 0.417878" " 0.4" " -0.00414091" " 0.97987" " 0.979849" " 0.991936" " 0.985885"
2.64295 " 43.4715" " 0.416824" " 0.4" " -0.00414274" " 0.979805" " 0.979818" " 0.991915" " 0.985859"
2.64395 " 43.397" " 0.415772" " 0.4" " -0.00414445" " 0.979739" " 0.979788" " 0.991893" " 0.985833"
2.64495 " 43.3223" " 0.414721" " 0.4" " -0.00414604" " 0.979674" " 0.979757" " 0.991872" " 0.985806"
2.64595 " 43.2477" " 0.413672" " 0.4" " -0.0041475" " 0.979608" " 0.979727" " 0.99185" " 0.98578"
2.64695 " 43.173" " 0.412625" " 0.4" " -0.00414884" " 0.979542" " 0.979696" " 0.991828" " 0.985753"
2.64795 " 43.0983" " 0.41158" " 0.4" " -0.00415006" " 0.979476" " 0.979664" " 0.991806" " 0.985726"
2.64895 " 43.0236" " 0.410536" " 0.4" " -0.00415116" " 0.97941" " 0.979633" " 0.991783" " 0.985699"
2.64995 " 42.9489" " 0.409494" " 0.4" " -0.00415214" " 0.979344" " 0.979601" " 0.991761" " 0.985672"
2.65095 " 42.8741" " 0.408454" " 0.4" " -0.00415299" " 0.979277" " 0.97957" " 0.991738" " 0.985645"
2.65195 " 42.7994" " 0.407416" " 0.4" " -0.00415372" " 0.97921" " 0.979538" " 0.991716" " 0.985617"
2.65295 " 42.7246" " 0.40638" " 0.4" " -0.00415433" " 0.979143" " 0.979506" " 0.991693" " 0.985589"
2.65395 " 42.6498" " 0.405345" " 0.4" " -0.00415482" " 0.979076" " 0.979473" " 0.99167" " 0.985561"
2.65495 " 42.575" " 0.404313" " 0.4" " -0.00415519" " 0.979009" " 0.979441" " 0.991646" " 0.985533"
2.65595 " 42.5002" " 0.403283" " 0.4" " -0.00415544" " 0.978941" " 0.979408" " 0.991623" " 0.985505"
2.65695 " 42.4254" " 0.402255" " 0.4" " -0.00415557" " 0.978873" " 0.979375" " 0.9916" " 0.985476"
2.65795 " 42.3506" " 0.401229" " 0.4" " -0.00415558" " 0.978805" " 0.979342" " 0.991576" " 0.985448"
2.65895 " 42.2758" " 0.400204" " 0.4" " -0.00415546" " 0.978737" " 0.979309" " 0.991552" " 0.985419"
2.65995 " 42.201" " 0.399183" " 0.4" " -0.00415523" " 0.978669" " 0.979275" " 0.991529" " 0.98539"
2.66095 " 42.1263" " 0.398163" " 0.4" " -0.00415488" " 0.978601" " 0.979242" " 0.991505" " 0.985361"
2.66195 " 42.0515" " 0.397145" " 0.4" " -0.00415441" " 0.978532" " 0.979208" " 0.99148" " 0.985332"
2.66295 " 41.9767" " 0.39613" " 0.4" " -0.00415383" " 0.978463" " 0.979174" " 0.991456" " 0.985303"
2.66395 " 41.9019" " 0.395117" " 0.4" " -0.00415312" " 0.978395" " 0.97914" " 0.991432" " 0.985273"
2.66495 " 41.8272" " 0.394106" " 0.4" " -0.00415229" " 0.978325" " 0.979105" " 0.991407" " 0.985243"
2.66595 " 41.7524" " 0.393098" " 0.4" " -0.00415135" " 0.978256" " 0.979071" " 0.991383" " 0.985214"
2.66695 " 41.6777" " 0.392092" " 0.4" " -0.00415029" " 0.978187" " 0.979036" " 0.991358" " 0.985184"
2.66795 " 41.603" " 0.391088" " 0.4" " -0.00414912" " 0.978118" " 0.979002" " 0.991333" " 0.985154"
2.66895 " 41.5284" " 0.390086" " 0.4" " -0.00414782" " 0.978048" " 0.978967" " 0.991308" " 0.985124"
2.66995 " 41.4537" " 0.389087" " 0.4" " -0.00414641" " 0.977978" " 0.978932" " 0.991283" " 0.985093"
2.67095 " 41.3791" " 0.388091" " 0.4" " -0.00414488" " 0.977908" " 0.978896" " 0.991258" " 0.985063"
2.67195 " 41.3045" " 0.387097" " 0.4" " -0.00414324" " 0.977838" " 0.978861" " 0.991232" " 0.985032"
2.67295 " 41.2299" " 0.386105" " 0.4" " -0.00414148" " 0.977768" " 0.978826" " 0.991207" " 0.985001"
2.67395 " 41.1554" " 0.385116" " 0.4" " -0.0041396" " 0.977698" " 0.97879" " 0.991181" " 0.98497"
2.67495 " 41.0809" " 0.38413" " 0.4" " -0.00413761" " 0.977628" " 0.978754" " 0.991156" " 0.984939"
2.67595 " 41.0064" " 0.383146" " 0.4" " -0.00413551" " 0.977557" " 0.978718" " 0.99113" " 0.984908"
2.67695 " 40.932" " 0.382165" " 0.4" " -0.00413329" " 0.977487" " 0.978682" " 0.991104" " 0.984877"
2.67795 " 40.8576" " 0.381186" " 0.4" " -0.00413095" " 0.977416" " 0.978646" " 0.991078" " 0.984846"
2.67895 " 40.7833" " 0.38021" " 0.4" " -0.0041285" " 0.977346" " 0.97861" " 0.991052" " 0.984814"
2.67995 " 40.709" " 0.379237" " 0.4" " -0.00412594" " 0.977275" " 0.978573" " 0.991026" " 0.984782"
2.68095 " 40.6348" " 0.378267" " 0.4" " -0.00412326" " 0.977204" " 0.978537" " 0.990999" " 0.984751"
2.68195 " 40.5606" " 0.377299" " 0.4" " -0.00412047" " 0.977133" " 0.9785" " 0.990973" " 0.984719"
2.68295 " 40.4864" " 0.376334" " 0.4" " -0.00411757" " 0.977062" " 0.978463" " 0.990946" " 0.984687"
2.68395 " 40.4123" " 0.375372" " 0.4" " -0.00411456" " 0.97699" " 0.978426" " 0.99092" " 0.984655"
2.68495 " 40.3383" " 0.374412" " 0.4" " -0.00411143" " 0.976919" " 0.978389" " 0.990893" " 0.984623"
2.68595 " 40.2643" " 0.373456" " 0.4" " -0.00410819" " 0.976848" " 0.978352" " 0.990866" " 0.98459"
2.68695 " 40.1904" " 0.372502" " 0.4" " -0.00410484" " 0.976776" " 0.978314" " 0.99084" " 0.984558"
2.68795 " 40.1165" " 0.371552" " 0.4" " -0.00410138" " 0.976705" " 0.978277" " 0.990813" " 0.984526"
2.68895 " 40.0428" " 0.370604" " 0.4" " -0.00409781" " 0.976633" " 0.978239" " 0.990786" " 0.984493"
2.68995 " 39.969" " 0.369659" " 0.4" " -0.00409413" " 0.976562" " 0.978202" " 0.990758" " 0.98446"
2.69095 " 39.8954" " 0.368717" " 0.4" " -0.00409034" " 0.97649" " 0.978164" " 0.990731" " 0.984428"
2.69195 " 39.8218" " 0.367778" " 0.4" " -0.00408644" " 0.976418" " 0.978126" " 0.990704" " 0.984395"
2.69295 " 39.7483" " 0.366842" " 0.4" " -0.00408243" " 0.976347" " 0.978088" " 0.990677" " 0.984362"
2.69395 " 39.6748" " 0.365909" " 0.4" " -0.00407831" " 0.976275" " 0.97805" " 0.990649" " 0.984329"
2.69495 " 39.6014" " 0.364979" " 0.4" " -0.00407408" " 0.976203" " 0.978012" " 0.990622" " 0.984296"
2.69595 " 39.5281" " 0.364052" " 0.4" " -0.00406974" " 0.976131" " 0.977974" " 0.990594" " 0.984263"
2.69695 " 39.4549" " 0.363129" " 0.4" " -0.0040653" " 0.976059" " 0.977936" " 0.990567" " 0.984229"
2.69795 " 39.3818" " 0.362208" " 0.4" " -0.00406075" " 0.975987" " 0.977898" " 0.990539" " 0.984196"
2.69895 " 39.3087" " 0.361291" " 0.4" " -0.00405609" " 0.975916" " 0.977859" " 0.990511" " 0.984163"
2.69995 " 39.2358" " 0.360376" " 0.4" " -0.00405132" " 0.975843" " 0.977821" " 0.990484" " 0.984129"
2.70095 " 39.1629" " 0.359465" " 0.4" " -0.00404645" " 0.975772" " 0.977782" " 0.990456" " 0.984096"
2.70195 " 39.0901" " 0.358557" " 0.4" " -0.00404147" " 0.9757" " 0.977743" " 0.990428" " 0.984062"
2.70295 " 39.0174" " 0.357652" " 0.4" " -0.00403639" " 0.975628" " 0.977705" " 0.9904" " 0.984029"
2.70395 " 38.9448" " 0.356751" " 0.4" " -0.0040312" " 0.975556" " 0.977666" " 0.990372" " 0.983995"
2.70495 " 38.8723" " 0.355853" " 0.4" " -0.0040259" " 0.975484" " 0.977627" " 0.990344" " 0.983961"
2.70595 " 38.7999" " 0.354958" " 0.4" " -0.0040205" " 0.975412" " 0.977588" " 0.990316" " 0.983927"
2.70695 " 38.7275" " 0.354066" " 0.4" " -0.004015" " 0.97534" " 0.977549" " 0.990288" " 0.983894"
2.70795 " 38.6553" " 0.353177" " 0.4" " -0.0040094" " 0.975268" " 0.97751" " 0.99026" " 0.98386"
2.70895 " 38.5832" " 0.352292" " 0.4" " -0.00400369" " 0.975196" " 0.977471" " 0.990231" " 0.983826"
2.70995 " 38.5112" " 0.351411" " 0.4" " -0.00399787" " 0.975124" " 0.977432" " 0.990203" " 0.983792"
2.71095 " 38.4393" " 0.350532" " 0.4" " -0.00399196" " 0.975052" " 0.977393" " 0.990175" " 0.983758"
2.71195 " 38.3675" " 0.349658" " 0.4" " -0.00398594" " 0.97498" " 0.977354" " 0.990147" " 0.983724"
2.71295 " 38.2958" " 0.348786" " 0.4" " -0.00397982" " 0.974908" " 0.977315" " 0.990118" " 0.983689"
2.71395 " 38.2242" " 0.347918" " 0.4" " -0.0039736" " 0.974836" " 0.977275" " 0.99009" " 0.983655"
2.71495 " 38.1527" " 0.347053" " 0.4" " -0.00396728" " 0.974765" " 0.977236" " 0.990061" " 0.983621"
2.71595 " 38.0814" " 0.346192" " 0.4" " -0.00396086" " 0.974693" " 0.977197" " 0.990033" " 0.983587"
2.71695 " 38.0101" " 0.345334" " 0.4" " -0.00395434" " 0.974621" " 0.977157" " 0.990005" " 0.983553"
2.71795 " 37.939" " 0.34448" " 0.4" " -0.00394771" " 0.97455" " 0.977118" " 0.989976" " 0.983518"
2.71895 " 37.868" " 0.343629" " 0.4" " -0.00394099" " 0.974478" " 0.977079" " 0.989948" " 0.983484"
2.71995 " 37.7971" " 0.342781" " 0.4" " -0.00393417" " 0.974407" " 0.977039" " 0.989919" " 0.98345"
2.72095 " 37.7264" " 0.341937" " 0.4" " -0.00392726" " 0.974335" " 0.977" " 0.989891" " 0.983416"
2.72195 " 37.6558" " 0.341097" " 0.4" " -0.00392024" " 0.974264" " 0.97696" " 0.989862" " 0.983381"
2.72295 " 37.5853" " 0.340261" " 0.4" " -0.00391313" " 0.974193" " 0.976921" " 0.989833" " 0.983347"
2.72395 " 37.5149" " 0.339428" " 0.4" " -0.00390591" " 0.974121" " 0.976881" " 0.989805" " 0.983313"
2.72495 " 37.4446" " 0.338598" " 0.4" " -0.00389861" " 0.97405" " 0.976842" " 0.989776" " 0.983278"
2.72595 " 37.3745" " 0.337772" " 0.4" " -0.0038912" " 0.973979" " 0.976803" " 0.989748" " 0.983244"
2.72695 " 37.3046" " 0.33695" " 0.4" " -0.0038837" " 0.973908" " 0.976763" " 0.989719" " 0.98321"
2.72795 " 37.2347" " 0.336131" " 0.4" " -0.00387611" " 0.973837" " 0.976724" " 0.989691" " 0.983175"
2.72895 " 37.165" " 0.335316" " 0.4" " -0.00386841" " 0.973767" " 0.976684" " 0.989662" " 0.983141"
2.72995 " 37.0955" " 0.334505" " 0.4" " -0.00386063" " 0.973696" " 0.976645" " 0.989633" " 0.983106"
2.73095 " 37.026" " 0.333697" " 0.4" " -0.00385275" " 0.973625" " 0.976605" " 0.989605" " 0.983072"
2.73195 " 36.9568" " 0.332893" " 0.4" " -0.00384478" " 0.973555" " 0.976566" " 0.989576" " 0.983038"
2.73295 " 36.8876" " 0.332093" " 0.4" " -0.00383671" " 0.973485" " 0.976527" " 0.989548" " 0.983004"
2.73395 " 36.8186" " 0.331296" " 0.4" " -0.00382855" " 0.973415" " 0.976487" " 0.989519" " 0.982969"
2.73495 " 36.7498" " 0.330503" " 0.4" " -0.0038203" " 0.973345" " 0.976448" " 0.989491" " 0.982935"
2.73594 " 36.6811" " 0.329714" " 0.4" " -0.00381195" " 0.973275" " 0.976408" " 0.989462" " 0.982901"
2.73694 " 36.6126" " 0.328929" " 0.4" " -0.00380352" " 0.973205" " 0.976369" " 0.989434" " 0.982867"
2.73794 " 36.5442" " 0.328147" " 0.4" " -0.00379499" " 0.973135" " 0.97633" " 0.989405" " 0.982832"
2.73894 " 36.4759" " 0.327369" " 0.4" " -0.00378637" " 0.973065" " 0.976291" " 0.989377" " 0.982798"
2.73994 " 36.4079" " 0.326595" " 0.4" " -0.00377767" " 0.972996" " 0.976252" " 0.989348" " 0.982764"
2.74094 " 36.3399" " 0.325824" " 0.4" " -0.00376887" " 0.972927" " 0.976213" " 0.98932" " 0.98273"
2.74194 " 36.2722" " 0.325058" " 0.4" " -0.00375998" " 0.972858" " 0.976173" " 0.989291" " 0.982696"
2.74294 " 36.2046" " 0.324295" " 0.4" " -0.00375101" " 0.972789" " 0.976134" " 0.989263" " 0.982662"
2.74394 " 36.1372" " 0.323536" " 0.4" " -0.00374194" " 0.97272" " 0.976095" " 0.989235" " 0.982628"
2.74494 " 36.0699" " 0.322781" " 0.4" " -0.00373279" " 0.972651" " 0.976056" " 0.989207" " 0.982594"
2.74594 " 36.0028" " 0.32203" " 0.4" " -0.00372355" " 0.972583" " 0.976017" " 0.989178" " 0.98256"
2.74694 " 35.9358" " 0.321283" " 0.4" " -0.00371422" " 0.972514" " 0.975979" " 0.98915" " 0.982526"
2.74794 " 35.8691" " 0.320539" " 0.4" " -0.00370481" " 0.972446" " 0.97594" " 0.989122" " 0.982492"
2.74894 " 35.8025" " 0.319799" " 0.4" " -0.00369531" " 0.972378" " 0.975901" " 0.989094" " 0.982459"
2.74994 " 35.736" " 0.319064" " 0.4" " -0.00368572" " 0.97231" " 0.975862" " 0.989066" " 0.982425"
2.75094 " 35.6698" " 0.318332" " 0.4" " -0.00367605" " 0.972243" " 0.975824" " 0.989038" " 0.982391"
2.75194 " 35.6037" " 0.317604" " 0.4" " -0.0036663" " 0.972175" " 0.975785" " 0.98901" " 0.982358"
2.75294 " 35.5378" " 0.31688" " 0.4" " -0.00365646" " 0.972108" " 0.975747" " 0.988982" " 0.982324"
2.75394 " 35.4721" " 0.31616" " 0.4" " -0.00364653" " 0.972041" " 0.975709" " 0.988954" " 0.982291"
2.75494 " 35.4065" " 0.315443" " 0.4" " -0.00363653" " 0.971974" " 0.97567" " 0.988926" " 0.982257"
2.75594 " 35.3411" " 0.314731" " 0.4" " -0.00362644" " 0.971907" " 0.975632" " 0.988898" " 0.982224"
2.75694 " 35.276" " 0.314022" " 0.4" " -0.00361626" " 0.971841" " 0.975594" " 0.988871" " 0.982191"
2.75794 " 35.211" " 0.313318" " 0.4" " -0.00360601" " 0.971775" " 0.975556" " 0.988843" " 0.982158"
2.75894 " 35.1461" " 0.312617" " 0.4" " -0.00359567" " 0.971709" " 0.975518" " 0.988816" " 0.982125"
2.75994 " 35.0815" " 0.311921" " 0.4" " -0.00358525" " 0.971643" " 0.97548" " 0.988788" " 0.982092"
2.76094 " 35.0171" " 0.311228" " 0.4" " -0.00357476" " 0.971577" " 0.975442" " 0.988761" " 0.982059"
2.76194 " 34.9528" " 0.310539" " 0.4" " -0.00356418" " 0.971512" " 0.975405" " 0.988733" " 0.982026"
2.76294 " 34.8888" " 0.309855" " 0.4" " -0.00355352" " 0.971447" " 0.975367" " 0.988706" " 0.981993"
2.76394 " 34.8249" " 0.309174" " 0.4" " -0.00354278" " 0.971382" " 0.97533" " 0.988679" " 0.98196"
2.76494 " 34.7612" " 0.308497" " 0.4" " -0.00353197" " 0.971317" " 0.975292" " 0.988652" " 0.981928"
2.76594 " 34.6977" " 0.307825" " 0.4" " -0.00352107" " 0.971253" " 0.975255" " 0.988624" " 0.981895"
2.76694 " 34.6345" " 0.307156" " 0.4" " -0.0035101" " 0.971188" " 0.975218" " 0.988597" " 0.981863"
2.76794 " 34.5714" " 0.306491" " 0.4" " -0.00349905" " 0.971125" " 0.975181" " 0.988571" " 0.981831"
2.76894 " 34.5085" " 0.305831" " 0.4" " -0.00348792" " 0.971061" " 0.975144" " 0.988544" " 0.981799"
2.76994 " 34.4458" " 0.305174" " 0.4" " -0.00347672" " 0.970997" " 0.975107" " 0.988517" " 0.981766"
2.77094 " 34.3833" " 0.304521" " 0.4" " -0.00346544" " 0.970934" " 0.97507" " 0.98849" " 0.981734"
2.77194 " 34.321" " 0.303873" " 0.4" " -0.00345409" " 0.970871" " 0.975034" " 0.988464" " 0.981703"
2.77294 " 34.259" " 0.303228" " 0.4" " -0.00344266" " 0.970808" " 0.974997" " 0.988437" " 0.981671"
2.77394 " 34.1971" " 0.302587" " 0.4" " -0.00343115" " 0.970746" " 0.974961" " 0.988411" " 0.981639"
2.77494 " 34.1354" " 0.301951" " 0.4" " -0.00341958" " 0.970684" " 0.974925" " 0.988384" " 0.981607"
2.77594 " 34.074" " 0.301318" " 0.4" " -0.00340792" " 0.970622" " 0.974889" " 0.988358" " 0.981576"
2.77694 " 34.0128" " 0.30069" " 0.4" " -0.0033962" " 0.97056" " 0.974853" " 0.988332" " 0.981545"
2.77794 " 33.9517" " 0.300066" " 0.4" " -0.0033844" " 0.970499" " 0.974817" " 0.988306" " 0.981514"
2.77894 " 33.8909" " 0.299445" " 0.4" " -0.00337253" " 0.970438" " 0.974782" " 0.98828" " 0.981482"
2.77994 " 33.8303" " 0.298829" " 0.4" " -0.00336059" " 0.970377" " 0.974746" " 0.988254" " 0.981451"
2.78094 " 33.7699" " 0.298217" " 0.4" " -0.00334858" " 0.970316" " 0.974711" " 0.988228" " 0.981421"
2.78194 " 33.7098" " 0.297609" " 0.4" " -0.0033365" " 0.970256" " 0.974675" " 0.988203" " 0.98139"
2.78294 " 33.6498" " 0.297005" " 0.4" " -0.00332434" " 0.970196" " 0.97464" " 0.988177" " 0.981359"
2.78394 " 33.5901" " 0.296405" " 0.4" " -0.00331212" " 0.970136" " 0.974606" " 0.988152" " 0.981329"
2.78494 " 33.5306" " 0.295809" " 0.4" " -0.00329983" " 0.970077" " 0.974571" " 0.988127" " 0.981298"
2.78594 " 33.4713" " 0.295217" " 0.4" " -0.00328747" " 0.970018" " 0.974536" " 0.988101" " 0.981268"
2.78694 " 33.4122" " 0.294629" " 0.4" " -0.00327504" " 0.969959" " 0.974502" " 0.988076" " 0.981238"
2.78794 " 33.3534" " 0.294045" " 0.4" " -0.00326254" " 0.969901" " 0.974467" " 0.988051" " 0.981208"
2.78894 " 33.2948" " 0.293466" " 0.4" " -0.00324997" " 0.969843" " 0.974433" " 0.988026" " 0.981178"
2.78994 " 33.2364" " 0.29289" " 0.4" " -0.00323734" " 0.969785" " 0.974399" " 0.988002" " 0.981149"
2.79094 " 33.1782" " 0.292319" " 0.4" " -0.00322464" " 0.969727" " 0.974365" " 0.987977" " 0.981119"
2.79194 " 33.1203" " 0.291751" " 0.4" " -0.00321188" " 0.96967" " 0.974332" " 0.987953" " 0.98109"
2.79294 " 33.0626" " 0.291188" " 0.4" " -0.00319905" " 0.969613" " 0.974298" " 0.987928" " 0.981061"
2.79394 " 33.0051" " 0.290629" " 0.4" " -0.00318616" " 0.969557" " 0.974265" " 0.987904" " 0.981032"
2.79494 " 32.9479" " 0.290074" " 0.4" " -0.0031732" " 0.9695" " 0.974232" " 0.98788" " 0.981003"
2.79594 " 32.8909" " 0.289522" " 0.4" " -0.00316018" " 0.969444" " 0.974199" " 0.987856" " 0.980974"
2.79694 " 32.8342" " 0.288976" " 0.4" " -0.00314709" " 0.969389" " 0.974166" " 0.987832" " 0.980945"
2.79794 " 32.7776" " 0.288433" " 0.4" " -0.00313394" " 0.969334" " 0.974133" " 0.987808" " 0.980917"
2.79894 " 32.7213" " 0.287894" " 0.4" " -0.00312073" " 0.969279" " 0.974101" " 0.987785" " 0.980888"
2.79994 " 32.6653" " 0.287359" " 0.4" " -0.00310745" " 0.969224" " 0.974069" " 0.987761" " 0.98086"
2.80094 " 32.6095" " 0.286829" " 0.4" " -0.00309412" " 0.96917" " 0.974037" " 0.987738" " 0.980832"
2.80194 " 32.5539" " 0.286302" " 0.4" " -0.00308072" " 0.969116" " 0.974005" " 0.987714" " 0.980804"
2.80294 " 32.4986" " 0.28578" " 0.4" " -0.00306727" " 0.969062" " 0.973973" " 0.987691" " 0.980777"
2.80394 " 32.4435" " 0.285261" " 0.4" " -0.00305375" " 0.969009" " 0.973942" " 0.987668" " 0.980749"
2.80494 " 32.3886" " 0.284747" " 0.4" " -0.00304017" " 0.968956" " 0.97391" " 0.987646" " 0.980722"
2.80594 " 32.334" " 0.284237" " 0.4" " -0.00302653" " 0.968904" " 0.973879" " 0.987623" " 0.980695"
2.80694 " 32.2797" " 0.283731" " 0.4" " -0.00301284" " 0.968852" " 0.973848" " 0.9876" " 0.980668"
2.80794 " 32.2256" " 0.283229" " 0.4" " -0.00299909" " 0.9688" " 0.973818" " 0.987578" " 0.980641"
2.80894 " 32.1717" " 0.282731" " 0.4" " -0.00298528" " 0.968748" " 0.973787" " 0.987556" " 0.980614"
2.80994 " 32.1181" " 0.282238" " 0.4" " -0.00297141" " 0.968697" " 0.973757" " 0.987533" " 0.980588"
2.81094 " 32.0647" " 0.281748" " 0.4" " -0.00295748" " 0.968647" " 0.973727" " 0.987512" " 0.980561"
2.81194 " 32.0116" " 0.281262" " 0.4" " -0.0029435" " 0.968596" " 0.973697" " 0.98749" " 0.980535"
2.81294 " 31.9588" " 0.280781" " 0.4" " -0.00292946" " 0.968546" " 0.973667" " 0.987468" " 0.980509"
2.81394 " 31.9062" " 0.280303" " 0.4" " -0.00291537" " 0.968497" " 0.973637" " 0.987446" " 0.980484"
2.81494 " 31.8538" " 0.27983" " 0.4" " -0.00290122" " 0.968447" " 0.973608" " 0.987425" " 0.980458"
2.81594 " 31.8017" " 0.279361" " 0.4" " -0.00288702" " 0.968399" " 0.973579" " 0.987404" " 0.980433"
2.81694 " 31.7499" " 0.278895" " 0.4" " -0.00287277" " 0.96835" " 0.97355" " 0.987383" " 0.980407"
2.81794 " 31.6983" " 0.278434" " 0.4" " -0.00285846" " 0.968302" " 0.973522" " 0.987362" " 0.980382"
