Time(s) " gENSAL.delta" " gENSAL.PELEC" " gENSAL.PMECH" " gENSAL.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.69888 " 45.5519" " 0.486191" " 0.4" " -0.0013404" " 0.992574" " 0.986756" " 0.996577" " 0.991666"
3.69988 " 45.5277" " 0.485761" " 0.4" " -0.00135038" " 0.992549" " 0.986747" " 0.996571" " 0.991659"
3.70088 " 45.5033" " 0.48533" " 0.4" " -0.00136031" " 0.992525" " 0.986737" " 0.996564" " 0.991651"
3.70187 " 45.4787" " 0.484896" " 0.4" " -0.00137019" " 0.9925" " 0.986728" " 0.996558" " 0.991643"
3.70287 " 45.454" " 0.484461" " 0.4" " -0.00138002" " 0.992475" " 0.986718" " 0.996552" " 0.991634"
3.70387 " 45.4291" " 0.484023" " 0.4" " -0.00138979" " 0.99245" " 0.986708" " 0.996545" " 0.991626"
3.70487 " 45.4039" " 0.483583" " 0.4" " -0.00139952" " 0.992425" " 0.986698" " 0.996539" " 0.991618"
3.70587 " 45.3787" " 0.483141" " 0.4" " -0.00140919" " 0.9924" " 0.986688" " 0.996532" " 0.99161"
3.70687 " 45.3532" " 0.482698" " 0.4" " -0.00141881" " 0.992375" " 0.986679" " 0.996525" " 0.991602"
3.70787 " 45.3276" " 0.482252" " 0.4" " -0.00142838" " 0.992349" " 0.986669" " 0.996519" " 0.991593"
3.70887 " 45.3018" " 0.481804" " 0.4" " -0.0014379" " 0.992324" " 0.986659" " 0.996512" " 0.991585"
3.70987 " 45.2758" " 0.481354" " 0.4" " -0.00144736" " 0.992298" " 0.986648" " 0.996505" " 0.991576"
3.71087 " 45.2497" " 0.480903" " 0.4" " -0.00145677" " 0.992272" " 0.986638" " 0.996498" " 0.991568"
3.71187 " 45.2234" " 0.480449" " 0.4" " -0.00146612" " 0.992246" " 0.986628" " 0.996492" " 0.991559"
3.71287 " 45.1969" " 0.479994" " 0.4" " -0.00147543" " 0.99222" " 0.986618" " 0.996485" " 0.991551"
3.71387 " 45.1703" " 0.479536" " 0.4" " -0.00148468" " 0.992194" " 0.986607" " 0.996478" " 0.991542"
3.71487 " 45.1435" " 0.479077" " 0.4" " -0.00149387" " 0.992167" " 0.986597" " 0.996471" " 0.991533"
3.71587 " 45.1165" " 0.478616" " 0.4" " -0.00150301" " 0.992141" " 0.986586" " 0.996464" " 0.991525"
3.71687 " 45.0893" " 0.478153" " 0.4" " -0.0015121" " 0.992114" " 0.986576" " 0.996457" " 0.991516"
3.71787 " 45.062" " 0.477688" " 0.4" " -0.00152113" " 0.992088" " 0.986565" " 0.99645" " 0.991507"
3.71887 " 45.0346" " 0.477222" " 0.4" " -0.00153011" " 0.992061" " 0.986554" " 0.996442" " 0.991498"
3.71987 " 45.007" " 0.476754" " 0.4" " -0.00153903" " 0.992034" " 0.986544" " 0.996435" " 0.991489"
3.72087 " 44.9792" " 0.476284" " 0.4" " -0.0015479" " 0.992007" " 0.986533" " 0.996428" " 0.99148"
3.72187 " 44.9512" " 0.475812" " 0.4" " -0.00155671" " 0.99198" " 0.986522" " 0.996421" " 0.991471"
3.72287 " 44.9231" " 0.475338" " 0.4" " -0.00156547" " 0.991952" " 0.986511" " 0.996413" " 0.991462"
3.72387 " 44.8949" " 0.474863" " 0.4" " -0.00157417" " 0.991925" " 0.9865" " 0.996406" " 0.991452"
3.72487 " 44.8665" " 0.474387" " 0.4" " -0.00158281" " 0.991897" " 0.986489" " 0.996399" " 0.991443"
3.72587 " 44.8379" " 0.473908" " 0.4" " -0.0015914" " 0.99187" " 0.986478" " 0.996391" " 0.991434"
3.72687 " 44.8092" " 0.473428" " 0.4" " -0.00159993" " 0.991842" " 0.986467" " 0.996384" " 0.991424"
3.72787 " 44.7803" " 0.472946" " 0.4" " -0.0016084" " 0.991814" " 0.986455" " 0.996376" " 0.991415"
3.72887 " 44.7513" " 0.472463" " 0.4" " -0.00161682" " 0.991786" " 0.986444" " 0.996368" " 0.991405"
3.72987 " 44.7221" " 0.471978" " 0.4" " -0.00162518" " 0.991758" " 0.986432" " 0.996361" " 0.991396"
3.73087 " 44.6928" " 0.471492" " 0.4" " -0.00163349" " 0.99173" " 0.986421" " 0.996353" " 0.991386"
3.73187 " 44.6633" " 0.471004" " 0.4" " -0.00164173" " 0.991701" " 0.986409" " 0.996345" " 0.991376"
3.73287 " 44.6337" " 0.470514" " 0.4" " -0.00164992" " 0.991673" " 0.986398" " 0.996337" " 0.991367"
3.73387 " 44.6039" " 0.470023" " 0.4" " -0.00165805" " 0.991644" " 0.986386" " 0.996329" " 0.991357"
3.73487 " 44.574" " 0.469531" " 0.4" " -0.00166613" " 0.991616" " 0.986374" " 0.996321" " 0.991347"
3.73587 " 44.5439" " 0.469037" " 0.4" " -0.00167414" " 0.991587" " 0.986363" " 0.996314" " 0.991337"
3.73687 " 44.5137" " 0.468541" " 0.4" " -0.0016821" " 0.991558" " 0.986351" " 0.996305" " 0.991327"
3.73787 " 44.4833" " 0.468044" " 0.4" " -0.00169" " 0.991529" " 0.986339" " 0.996297" " 0.991317"
3.73887 " 44.4529" " 0.467546" " 0.4" " -0.00169784" " 0.9915" " 0.986327" " 0.996289" " 0.991307"
3.73987 " 44.4222" " 0.467047" " 0.4" " -0.00170562" " 0.99147" " 0.986315" " 0.996281" " 0.991297"
3.74087 " 44.3915" " 0.466546" " 0.4" " -0.00171335" " 0.991441" " 0.986303" " 0.996273" " 0.991287"
3.74187 " 44.3605" " 0.466043" " 0.4" " -0.00172101" " 0.991411" " 0.98629" " 0.996265" " 0.991276"
3.74287 " 44.3295" " 0.46554" " 0.4" " -0.00172862" " 0.991382" " 0.986278" " 0.996256" " 0.991266"
3.74387 " 44.2983" " 0.465034" " 0.4" " -0.00173616" " 0.991352" " 0.986266" " 0.996248" " 0.991256"
3.74487 " 44.267" " 0.464528" " 0.4" " -0.00174365" " 0.991322" " 0.986253" " 0.996239" " 0.991245"
3.74587 " 44.2355" " 0.464021" " 0.4" " -0.00175108" " 0.991292" " 0.986241" " 0.996231" " 0.991235"
3.74687 " 44.204" " 0.463512" " 0.4" " -0.00175844" " 0.991262" " 0.986228" " 0.996222" " 0.991224"
3.74787 " 44.1722" " 0.463002" " 0.4" " -0.00176575" " 0.991232" " 0.986216" " 0.996214" " 0.991213"
3.74887 " 44.1404" " 0.462491" " 0.4" " -0.001773" " 0.991202" " 0.986203" " 0.996205" " 0.991203"
3.74987 " 44.1084" " 0.461978" " 0.4" " -0.00178019" " 0.991172" " 0.98619" " 0.996197" " 0.991192"
3.75087 " 44.0763" " 0.461464" " 0.4" " -0.00178731" " 0.991141" " 0.986178" " 0.996188" " 0.991181"
3.75187 " 44.0441" " 0.46095" " 0.4" " -0.00179438" " 0.99111" " 0.986165" " 0.996179" " 0.99117"
3.75287 " 44.0117" " 0.460433" " 0.4" " -0.00180139" " 0.99108" " 0.986152" " 0.99617" " 0.991159"
3.75387 " 43.9792" " 0.459916" " 0.4" " -0.00180833" " 0.991049" " 0.986139" " 0.996161" " 0.991148"
3.75487 " 43.9466" " 0.459398" " 0.4" " -0.00181522" " 0.991018" " 0.986126" " 0.996152" " 0.991137"
3.75587 " 43.9139" " 0.458879" " 0.4" " -0.00182204" " 0.990987" " 0.986112" " 0.996143" " 0.991126"
3.75687 " 43.881" " 0.458359" " 0.4" " -0.0018288" " 0.990956" " 0.986099" " 0.996134" " 0.991115"
3.75787 " 43.848" " 0.457838" " 0.4" " -0.0018355" " 0.990925" " 0.986086" " 0.996125" " 0.991104"
3.75887 " 43.8149" " 0.457315" " 0.4" " -0.00184214" " 0.990893" " 0.986073" " 0.996116" " 0.991092"
3.75987 " 43.7817" " 0.456792" " 0.4" " -0.00184872" " 0.990862" " 0.986059" " 0.996107" " 0.991081"
3.76087 " 43.7484" " 0.456268" " 0.4" " -0.00185524" " 0.99083" " 0.986046" " 0.996098" " 0.99107"
3.76187 " 43.7149" " 0.455742" " 0.4" " -0.0018617" " 0.990799" " 0.986032" " 0.996088" " 0.991058"
3.76287 " 43.6814" " 0.455216" " 0.4" " -0.00186809" " 0.990767" " 0.986019" " 0.996079" " 0.991047"
3.76387 " 43.6477" " 0.454689" " 0.4" " -0.00187442" " 0.990735" " 0.986005" " 0.99607" " 0.991035"
3.76487 " 43.6139" " 0.454161" " 0.4" " -0.00188069" " 0.990703" " 0.985991" " 0.99606" " 0.991023"
3.76587 " 43.58" " 0.453631" " 0.4" " -0.0018869" " 0.990671" " 0.985977" " 0.996051" " 0.991012"
3.76687 " 43.546" " 0.453102" " 0.4" " -0.00189305" " 0.990639" " 0.985963" " 0.996041" " 0.991"
3.76787 " 43.5118" " 0.452571" " 0.4" " -0.00189913" " 0.990607" " 0.985949" " 0.996032" " 0.990988"
3.76887 " 43.4776" " 0.452039" " 0.4" " -0.00190515" " 0.990575" " 0.985935" " 0.996022" " 0.990976"
3.76987 " 43.4432" " 0.451507" " 0.4" " -0.00191111" " 0.990542" " 0.985921" " 0.996012" " 0.990964"
3.77087 " 43.4088" " 0.450974" " 0.4" " -0.00191701" " 0.99051" " 0.985907" " 0.996003" " 0.990952"
3.77187 " 43.3742" " 0.45044" " 0.4" " -0.00192284" " 0.990477" " 0.985893" " 0.995993" " 0.99094"
3.77287 " 43.3396" " 0.449905" " 0.4" " -0.00192861" " 0.990444" " 0.985879" " 0.995983" " 0.990928"
3.77387 " 43.3048" " 0.44937" " 0.4" " -0.00193432" " 0.990412" " 0.985864" " 0.995973" " 0.990916"
3.77487 " 43.2699" " 0.448833" " 0.4" " -0.00193996" " 0.990379" " 0.98585" " 0.995963" " 0.990904"
3.77587 " 43.2349" " 0.448297" " 0.4" " -0.00194555" " 0.990346" " 0.985835" " 0.995953" " 0.990891"
3.77687 " 43.1999" " 0.447759" " 0.4" " -0.00195107" " 0.990312" " 0.985821" " 0.995943" " 0.990879"
3.77787 " 43.1647" " 0.447221" " 0.4" " -0.00195652" " 0.990279" " 0.985806" " 0.995933" " 0.990866"
3.77887 " 43.1294" " 0.446682" " 0.4" " -0.00196192" " 0.990246" " 0.985792" " 0.995923" " 0.990854"
3.77987 " 43.0941" " 0.446143" " 0.4" " -0.00196725" " 0.990213" " 0.985777" " 0.995913" " 0.990842"
3.78087 " 43.0586" " 0.445603" " 0.4" " -0.00197251" " 0.990179" " 0.985762" " 0.995902" " 0.990829"
3.78187 " 43.0231" " 0.445062" " 0.4" " -0.00197772" " 0.990146" " 0.985747" " 0.995892" " 0.990816"
3.78287 " 42.9874" " 0.444521" " 0.4" " -0.00198286" " 0.990112" " 0.985732" " 0.995882" " 0.990804"
3.78387 " 42.9517" " 0.443979" " 0.4" " -0.00198793" " 0.990078" " 0.985717" " 0.995871" " 0.990791"
3.78487 " 42.9159" " 0.443437" " 0.4" " -0.00199295" " 0.990045" " 0.985702" " 0.995861" " 0.990778"
3.78587 " 42.8799" " 0.442894" " 0.4" " -0.0019979" " 0.990011" " 0.985687" " 0.995851" " 0.990765"
3.78687 " 42.8439" " 0.442351" " 0.4" " -0.00200278" " 0.989977" " 0.985672" " 0.99584" " 0.990752"
3.78787 " 42.8078" " 0.441808" " 0.4" " -0.0020076" " 0.989943" " 0.985657" " 0.995829" " 0.990739"
3.78887 " 42.7717" " 0.441263" " 0.4" " -0.00201236" " 0.989909" " 0.985641" " 0.995819" " 0.990726"
3.78987 " 42.7354" " 0.440719" " 0.4" " -0.00201706" " 0.989874" " 0.985626" " 0.995808" " 0.990713"
3.79087 " 42.699" " 0.440174" " 0.4" " -0.00202169" " 0.98984" " 0.985611" " 0.995797" " 0.9907"
3.79187 " 42.6626" " 0.439628" " 0.4" " -0.00202625" " 0.989806" " 0.985595" " 0.995787" " 0.990687"
3.79287 " 42.6261" " 0.439083" " 0.4" " -0.00203076" " 0.989771" " 0.98558" " 0.995776" " 0.990673"
3.79387 " 42.5895" " 0.438536" " 0.4" " -0.00203519" " 0.989737" " 0.985564" " 0.995765" " 0.99066"
3.79487 " 42.5528" " 0.43799" " 0.4" " -0.00203957" " 0.989702" " 0.985548" " 0.995754" " 0.990647"
3.79587 " 42.5161" " 0.437443" " 0.4" " -0.00204388" " 0.989667" " 0.985532" " 0.995743" " 0.990633"
3.79687 " 42.4792" " 0.436896" " 0.4" " -0.00204813" " 0.989633" " 0.985517" " 0.995732" " 0.99062"
3.79787 " 42.4423" " 0.436349" " 0.4" " -0.00205231" " 0.989598" " 0.985501" " 0.995721" " 0.990606"
3.79887 " 42.4054" " 0.435801" " 0.4" " -0.00205643" " 0.989563" " 0.985485" " 0.99571" " 0.990593"
3.79987 " 42.3683" " 0.435253" " 0.4" " -0.00206048" " 0.989528" " 0.985469" " 0.995699" " 0.990579"
3.80087 " 42.3312" " 0.434705" " 0.4" " -0.00206447" " 0.989493" " 0.985453" " 0.995688" " 0.990565"
3.80187 " 42.294" " 0.434157" " 0.4" " -0.0020684" " 0.989457" " 0.985437" " 0.995676" " 0.990552"
3.80287 " 42.2567" " 0.433609" " 0.4" " -0.00207226" " 0.989422" " 0.985421" " 0.995665" " 0.990538"
3.80387 " 42.2194" " 0.43306" " 0.4" " -0.00207605" " 0.989387" " 0.985404" " 0.995654" " 0.990524"
3.80487 " 42.182" " 0.432511" " 0.4" " -0.00207979" " 0.989352" " 0.985388" " 0.995642" " 0.99051"
3.80587 " 42.1445" " 0.431962" " 0.4" " -0.00208346" " 0.989316" " 0.985372" " 0.995631" " 0.990496"
3.80687 " 42.107" " 0.431413" " 0.4" " -0.00208706" " 0.989281" " 0.985355" " 0.99562" " 0.990482"
3.80787 " 42.0694" " 0.430864" " 0.4" " -0.0020906" " 0.989245" " 0.985339" " 0.995608" " 0.990468"
3.80887 " 42.0317" " 0.430315" " 0.4" " -0.00209408" " 0.98921" " 0.985322" " 0.995597" " 0.990454"
3.80987 " 41.994" " 0.429766" " 0.4" " -0.00209749" " 0.989174" " 0.985306" " 0.995585" " 0.99044"
3.81087 " 41.9562" " 0.429216" " 0.4" " -0.00210083" " 0.989138" " 0.985289" " 0.995573" " 0.990425"
3.81187 " 41.9184" " 0.428667" " 0.4" " -0.00210412" " 0.989102" " 0.985273" " 0.995562" " 0.990411"
3.81287 " 41.8805" " 0.428118" " 0.4" " -0.00210733" " 0.989066" " 0.985256" " 0.99555" " 0.990397"
3.81387 " 41.8425" " 0.427568" " 0.4" " -0.00211049" " 0.98903" " 0.985239" " 0.995538" " 0.990383"
3.81487 " 41.8045" " 0.427019" " 0.4" " -0.00211358" " 0.988994" " 0.985222" " 0.995526" " 0.990368"
3.81587 " 41.7664" " 0.42647" " 0.4" " -0.0021166" " 0.988958" " 0.985205" " 0.995515" " 0.990354"
3.81687 " 41.7283" " 0.425921" " 0.4" " -0.00211956" " 0.988922" " 0.985188" " 0.995503" " 0.990339"
3.81787 " 41.6901" " 0.425371" " 0.4" " -0.00212246" " 0.988886" " 0.985171" " 0.995491" " 0.990325"
3.81887 " 41.6519" " 0.424822" " 0.4" " -0.00212529" " 0.98885" " 0.985154" " 0.995479" " 0.99031"
3.81987 " 41.6136" " 0.424274" " 0.4" " -0.00212806" " 0.988813" " 0.985137" " 0.995467" " 0.990295"
3.82087 " 41.5753" " 0.423725" " 0.4" " -0.00213076" " 0.988777" " 0.98512" " 0.995455" " 0.990281"
3.82187 " 41.5369" " 0.423176" " 0.4" " -0.0021334" " 0.988741" " 0.985103" " 0.995443" " 0.990266"
3.82287 " 41.4985" " 0.422628" " 0.4" " -0.00213598" " 0.988704" " 0.985086" " 0.995431" " 0.990251"
3.82387 " 41.46" " 0.422079" " 0.4" " -0.00213849" " 0.988668" " 0.985068" " 0.995418" " 0.990236"
3.82487 " 41.4215" " 0.421531" " 0.4" " -0.00214094" " 0.988631" " 0.985051" " 0.995406" " 0.990221"
3.82587 " 41.3829" " 0.420984" " 0.4" " -0.00214332" " 0.988595" " 0.985034" " 0.995394" " 0.990207"
3.82687 " 41.3443" " 0.420436" " 0.4" " -0.00214564" " 0.988558" " 0.985016" " 0.995382" " 0.990192"
3.82787 " 41.3057" " 0.419889" " 0.4" " -0.00214789" " 0.988521" " 0.984999" " 0.995369" " 0.990177"
3.82887 " 41.267" " 0.419342" " 0.4" " -0.00215009" " 0.988484" " 0.984981" " 0.995357" " 0.990162"
3.82987 " 41.2283" " 0.418795" " 0.4" " -0.00215221" " 0.988448" " 0.984964" " 0.995345" " 0.990146"
3.83087 " 41.1895" " 0.418248" " 0.4" " -0.00215428" " 0.988411" " 0.984946" " 0.995332" " 0.990131"
3.83187 " 41.1507" " 0.417702" " 0.4" " -0.00215627" " 0.988374" " 0.984928" " 0.99532" " 0.990116"
3.83287 " 41.1119" " 0.417156" " 0.4" " -0.00215821" " 0.988337" " 0.984911" " 0.995307" " 0.990101"
3.83387 " 41.073" " 0.416611" " 0.4" " -0.00216008" " 0.9883" " 0.984893" " 0.995295" " 0.990086"
3.83487 " 41.0341" " 0.416066" " 0.4" " -0.00216189" " 0.988263" " 0.984875" " 0.995282" " 0.99007"
3.83587 " 40.9952" " 0.415521" " 0.4" " -0.00216363" " 0.988226" " 0.984857" " 0.99527" " 0.990055"
3.83687 " 40.9562" " 0.414977" " 0.4" " -0.00216531" " 0.988189" " 0.984839" " 0.995257" " 0.99004"
3.83787 " 40.9172" " 0.414433" " 0.4" " -0.00216693" " 0.988152" " 0.984821" " 0.995244" " 0.990024"
3.83887 " 40.8782" " 0.41389" " 0.4" " -0.00216848" " 0.988115" " 0.984803" " 0.995232" " 0.990009"
3.83986 " 40.8392" " 0.413347" " 0.4" " -0.00216997" " 0.988077" " 0.984785" " 0.995219" " 0.989993"
3.84086 " 40.8001" " 0.412804" " 0.4" " -0.0021714" " 0.98804" " 0.984767" " 0.995206" " 0.989978"
3.84186 " 40.761" " 0.412262" " 0.4" " -0.00217276" " 0.988003" " 0.984749" " 0.995193" " 0.989962"
3.84286 " 40.7219" " 0.411721" " 0.4" " -0.00217406" " 0.987966" " 0.984731" " 0.995181" " 0.989947"
3.84386 " 40.6827" " 0.41118" " 0.4" " -0.00217529" " 0.987928" " 0.984713" " 0.995168" " 0.989931"
3.84486 " 40.6436" " 0.41064" " 0.4" " -0.00217647" " 0.987891" " 0.984695" " 0.995155" " 0.989915"
3.84586 " 40.6044" " 0.4101" " 0.4" " -0.00217758" " 0.987854" " 0.984676" " 0.995142" " 0.9899"
3.84686 " 40.5652" " 0.40956" " 0.4" " -0.00217862" " 0.987816" " 0.984658" " 0.995129" " 0.989884"
3.84786 " 40.526" " 0.409022" " 0.4" " -0.00217961" " 0.987779" " 0.98464" " 0.995116" " 0.989868"
3.84886 " 40.4867" " 0.408484" " 0.4" " -0.00218053" " 0.987741" " 0.984621" " 0.995103" " 0.989852"
3.84986 " 40.4475" " 0.407946" " 0.4" " -0.00218138" " 0.987704" " 0.984603" " 0.99509" " 0.989837"
3.85086 " 40.4082" " 0.407409" " 0.4" " -0.00218218" " 0.987666" " 0.984585" " 0.995077" " 0.989821"
3.85186 " 40.3689" " 0.406873" " 0.4" " -0.00218291" " 0.987629" " 0.984566" " 0.995064" " 0.989805"
3.85286 " 40.3296" " 0.406338" " 0.4" " -0.00218358" " 0.987592" " 0.984548" " 0.995051" " 0.989789"
3.85386 " 40.2903" " 0.405803" " 0.4" " -0.00218419" " 0.987554" " 0.984529" " 0.995038" " 0.989773"
3.85486 " 40.251" " 0.405269" " 0.4" " -0.00218473" " 0.987516" " 0.984511" " 0.995025" " 0.989757"
3.85586 " 40.2116" " 0.404735" " 0.4" " -0.00218521" " 0.987479" " 0.984492" " 0.995012" " 0.989741"
3.85686 " 40.1723" " 0.404202" " 0.4" " -0.00218563" " 0.987441" " 0.984473" " 0.994998" " 0.989725"
3.85786 " 40.1329" " 0.40367" " 0.4" " -0.00218599" " 0.987404" " 0.984455" " 0.994985" " 0.989709"
3.85886 " 40.0936" " 0.403139" " 0.4" " -0.00218628" " 0.987366" " 0.984436" " 0.994972" " 0.989693"
3.85986 " 40.0542" " 0.402609" " 0.4" " -0.00218652" " 0.987328" " 0.984417" " 0.994959" " 0.989677"
3.86086 " 40.0149" " 0.402079" " 0.4" " -0.00218669" " 0.987291" " 0.984399" " 0.994945" " 0.989661"
3.86186 " 39.9755" " 0.40155" " 0.4" " -0.0021868" " 0.987253" " 0.98438" " 0.994932" " 0.989644"
3.86286 " 39.9362" " 0.401022" " 0.4" " -0.00218685" " 0.987216" " 0.984361" " 0.994919" " 0.989628"
3.86386 " 39.8968" " 0.400495" " 0.4" " -0.00218683" " 0.987178" " 0.984342" " 0.994905" " 0.989612"
3.86486 " 39.8574" " 0.399969" " 0.4" " -0.00218676" " 0.98714" " 0.984324" " 0.994892" " 0.989596"
3.86586 " 39.8181" " 0.399443" " 0.4" " -0.00218662" " 0.987103" " 0.984305" " 0.994879" " 0.98958"
3.86686 " 39.7787" " 0.398918" " 0.4" " -0.00218642" " 0.987065" " 0.984286" " 0.994865" " 0.989563"
3.86786 " 39.7394" " 0.398395" " 0.4" " -0.00218616" " 0.987027" " 0.984267" " 0.994852" " 0.989547"
3.86886 " 39.7" " 0.397872" " 0.4" " -0.00218584" " 0.98699" " 0.984248" " 0.994838" " 0.989531"
3.86986 " 39.6607" " 0.39735" " 0.4" " -0.00218546" " 0.986952" " 0.984229" " 0.994825" " 0.989514"
3.87086 " 39.6213" " 0.396829" " 0.4" " -0.00218502" " 0.986914" " 0.98421" " 0.994811" " 0.989498"
3.87186 " 39.582" " 0.396309" " 0.4" " -0.00218452" " 0.986877" " 0.984191" " 0.994798" " 0.989482"
3.87286 " 39.5427" " 0.39579" " 0.4" " -0.00218395" " 0.986839" " 0.984172" " 0.994784" " 0.989465"
3.87386 " 39.5034" " 0.395272" " 0.4" " -0.00218333" " 0.986802" " 0.984153" " 0.994771" " 0.989449"
3.87486 " 39.4641" " 0.394755" " 0.4" " -0.00218264" " 0.986764" " 0.984134" " 0.994757" " 0.989433"
3.87586 " 39.4248" " 0.394238" " 0.4" " -0.0021819" " 0.986726" " 0.984115" " 0.994744" " 0.989416"
3.87686 " 39.3855" " 0.393723" " 0.4" " -0.00218109" " 0.986689" " 0.984096" " 0.99473" " 0.9894"
3.87786 " 39.3463" " 0.393209" " 0.4" " -0.00218023" " 0.986651" " 0.984077" " 0.994717" " 0.989383"
3.87886 " 39.307" " 0.392696" " 0.4" " -0.0021793" " 0.986614" " 0.984058" " 0.994703" " 0.989367"
3.87986 " 39.2678" " 0.392184" " 0.4" " -0.00217832" " 0.986576" " 0.984039" " 0.994689" " 0.98935"
3.88086 " 39.2286" " 0.391674" " 0.4" " -0.00217727" " 0.986539" " 0.98402" " 0.994676" " 0.989334"
3.88186 " 39.1894" " 0.391164" " 0.4" " -0.00217617" " 0.986501" " 0.984001" " 0.994662" " 0.989317"
3.88286 " 39.1503" " 0.390655" " 0.4" " -0.002175" " 0.986464" " 0.983982" " 0.994649" " 0.989301"
3.88386 " 39.1111" " 0.390147" " 0.4" " -0.00217378" " 0.986426" " 0.983963" " 0.994635" " 0.989284"
3.88486 " 39.072" " 0.389641" " 0.4" " -0.0021725" " 0.986389" " 0.983943" " 0.994621" " 0.989268"
3.88586 " 39.0329" " 0.389135" " 0.4" " -0.00217115" " 0.986352" " 0.983924" " 0.994608" " 0.989251"
3.88686 " 38.9939" " 0.388631" " 0.4" " -0.00216975" " 0.986314" " 0.983905" " 0.994594" " 0.989235"
3.88786 " 38.9548" " 0.388128" " 0.4" " -0.0021683" " 0.986277" " 0.983886" " 0.99458" " 0.989218"
3.88886 " 38.9158" " 0.387627" " 0.4" " -0.00216678" " 0.98624" " 0.983867" " 0.994567" " 0.989202"
3.88986 " 38.8768" " 0.387126" " 0.4" " -0.0021652" " 0.986202" " 0.983848" " 0.994553" " 0.989185"
3.89086 " 38.8379" " 0.386626" " 0.4" " -0.00216357" " 0.986165" " 0.983829" " 0.994539" " 0.989169"
3.89186 " 38.7989" " 0.386128" " 0.4" " -0.00216187" " 0.986128" " 0.983809" " 0.994526" " 0.989152"
3.89286 " 38.76" " 0.385631" " 0.4" " -0.00216012" " 0.986091" " 0.98379" " 0.994512" " 0.989136"
3.89386 " 38.7212" " 0.385135" " 0.4" " -0.00215831" " 0.986054" " 0.983771" " 0.994498" " 0.989119"
3.89486 " 38.6823" " 0.384641" " 0.4" " -0.00215645" " 0.986016" " 0.983752" " 0.994484" " 0.989102"
3.89586 " 38.6435" " 0.384147" " 0.4" " -0.00215452" " 0.985979" " 0.983733" " 0.994471" " 0.989086"
3.89686 " 38.6048" " 0.383655" " 0.4" " -0.00215254" " 0.985942" " 0.983714" " 0.994457" " 0.989069"
3.89786 " 38.566" " 0.383165" " 0.4" " -0.0021505" " 0.985905" " 0.983695" " 0.994443" " 0.989053"
3.89886 " 38.5274" " 0.382675" " 0.4" " -0.00214841" " 0.985869" " 0.983675" " 0.99443" " 0.989036"
3.89986 " 38.4887" " 0.382187" " 0.4" " -0.00214625" " 0.985832" " 0.983656" " 0.994416" " 0.98902"
3.90086 " 38.4501" " 0.3817" " 0.4" " -0.00214404" " 0.985795" " 0.983637" " 0.994402" " 0.989003"
3.90186 " 38.4115" " 0.381215" " 0.4" " -0.00214178" " 0.985758" " 0.983618" " 0.994389" " 0.988986"
3.90286 " 38.373" " 0.380731" " 0.4" " -0.00213945" " 0.985721" " 0.983599" " 0.994375" " 0.98897"
3.90386 " 38.3345" " 0.380248" " 0.4" " -0.00213707" " 0.985685" " 0.98358" " 0.994361" " 0.988953"
3.90486 " 38.296" " 0.379767" " 0.4" " -0.00213464" " 0.985648" " 0.983561" " 0.994348" " 0.988937"
3.90586 " 38.2576" " 0.379287" " 0.4" " -0.00213215" " 0.985611" " 0.983542" " 0.994334" " 0.98892"
3.90686 " 38.2193" " 0.378808" " 0.4" " -0.0021296" " 0.985575" " 0.983523" " 0.99432" " 0.988904"
3.90786 " 38.181" " 0.378331" " 0.4" " -0.002127" " 0.985538" " 0.983503" " 0.994307" " 0.988887"
3.90886 " 38.1427" " 0.377855" " 0.4" " -0.00212434" " 0.985502" " 0.983484" " 0.994293" " 0.988871"
3.90986 " 38.1045" " 0.37738" " 0.4" " -0.00212162" " 0.985465" " 0.983465" " 0.994279" " 0.988854"
3.91086 " 38.0663" " 0.376908" " 0.4" " -0.00211885" " 0.985429" " 0.983446" " 0.994266" " 0.988838"
3.91186 " 38.0282" " 0.376436" " 0.4" " -0.00211603" " 0.985393" " 0.983427" " 0.994252" " 0.988821"
3.91286 " 37.9902" " 0.375966" " 0.4" " -0.00211315" " 0.985357" " 0.983408" " 0.994238" " 0.988805"
3.91386 " 37.9521" " 0.375497" " 0.4" " -0.00211022" " 0.985321" " 0.983389" " 0.994225" " 0.988789"
3.91486 " 37.9142" " 0.37503" " 0.4" " -0.00210723" " 0.985285" " 0.98337" " 0.994211" " 0.988772"
3.91586 " 37.8763" " 0.374565" " 0.4" " -0.00210418" " 0.985248" " 0.983351" " 0.994198" " 0.988756"
3.91686 " 37.8384" " 0.3741" " 0.4" " -0.00210109" " 0.985213" " 0.983333" " 0.994184" " 0.988739"
3.91786 " 37.8006" " 0.373638" " 0.4" " -0.00209794" " 0.985177" " 0.983314" " 0.99417" " 0.988723"
3.91886 " 37.7629" " 0.373177" " 0.4" " -0.00209473" " 0.985141" " 0.983295" " 0.994157" " 0.988707"
3.91986 " 37.7252" " 0.372717" " 0.4" " -0.00209147" " 0.985105" " 0.983276" " 0.994143" " 0.98869"
3.92086 " 37.6876" " 0.372259" " 0.4" " -0.00208816" " 0.98507" " 0.983257" " 0.99413" " 0.988674"
3.92186 " 37.6501" " 0.371803" " 0.4" " -0.0020848" " 0.985034" " 0.983238" " 0.994116" " 0.988658"
3.92286 " 37.6126" " 0.371348" " 0.4" " -0.00208138" " 0.984998" " 0.98322" " 0.994103" " 0.988641"
