Time(s) " gENROE.delta" " gENROE.PELEC" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.92493 " 25.8994" " 0.239651" " 0.4" " 0.00155555" " 0.98213" " 0.981667" " 0.99261" " 0.987054"
2.92593 " 25.9275" " 0.240391" " 0.4" " 0.00157417" " 0.982129" " 0.981669" " 0.992614" " 0.987058"
2.92693 " 25.956" " 0.241136" " 0.4" " 0.0015927" " 0.982129" " 0.981671" " 0.992619" " 0.987062"
2.92793 " 25.9849" " 0.241885" " 0.4" " 0.00161114" " 0.982129" " 0.981673" " 0.992624" " 0.987066"
2.92893 " 26.014" " 0.24264" " 0.4" " 0.00162949" " 0.982129" " 0.981675" " 0.992629" " 0.98707"
2.92993 " 26.0435" " 0.243399" " 0.4" " 0.00164775" " 0.982128" " 0.981677" " 0.992634" " 0.987073"
2.93093 " 26.0734" " 0.244163" " 0.4" " 0.00166592" " 0.982128" " 0.981678" " 0.992639" " 0.987077"
2.93193 " 26.1035" " 0.244931" " 0.4" " 0.00168401" " 0.982128" " 0.98168" " 0.992644" " 0.987081"
2.93293 " 26.134" " 0.245704" " 0.4" " 0.001702" " 0.982127" " 0.981682" " 0.992648" " 0.987085"
2.93393 " 26.1648" " 0.246482" " 0.4" " 0.0017199" " 0.982127" " 0.981683" " 0.992653" " 0.987088"
2.93493 " 26.1959" " 0.247265" " 0.4" " 0.00173771" " 0.982126" " 0.981685" " 0.992658" " 0.987092"
2.93593 " 26.2273" " 0.248051" " 0.4" " 0.00175542" " 0.982126" " 0.981687" " 0.992662" " 0.987096"
2.93693 " 26.2591" " 0.248843" " 0.4" " 0.00177304" " 0.982125" " 0.981688" " 0.992667" " 0.987099"
2.93793 " 26.2912" " 0.249639" " 0.4" " 0.00179057" " 0.982125" " 0.98169" " 0.992672" " 0.987103"
2.93893 " 26.3236" " 0.250439" " 0.4" " 0.00180801" " 0.982124" " 0.981691" " 0.992676" " 0.987106"
2.93993 " 26.3563" " 0.251244" " 0.4" " 0.00182535" " 0.982123" " 0.981692" " 0.992681" " 0.98711"
2.94093 " 26.3893" " 0.252052" " 0.4" " 0.0018426" " 0.982122" " 0.981694" " 0.992685" " 0.987113"
2.94193 " 26.4226" " 0.252866" " 0.4" " 0.00185975" " 0.982121" " 0.981695" " 0.99269" " 0.987117"
2.94293 " 26.4562" " 0.253683" " 0.4" " 0.0018768" " 0.982121" " 0.981696" " 0.992695" " 0.98712"
2.94393 " 26.4902" " 0.254505" " 0.4" " 0.00189376" " 0.98212" " 0.981697" " 0.992699" " 0.987123"
2.94493 " 26.5244" " 0.255331" " 0.4" " 0.00191062" " 0.982119" " 0.981698" " 0.992703" " 0.987126"
2.94593 " 26.5589" " 0.256161" " 0.4" " 0.00192738" " 0.982118" " 0.981699" " 0.992708" " 0.98713"
2.94693 " 26.5938" " 0.256995" " 0.4" " 0.00194404" " 0.982117" " 0.9817" " 0.992712" " 0.987133"
2.94793 " 26.6289" " 0.257833" " 0.4" " 0.00196061" " 0.982116" " 0.981701" " 0.992716" " 0.987136"
2.94893 " 26.6644" " 0.258676" " 0.4" " 0.00197708" " 0.982114" " 0.981701" " 0.992721" " 0.987139"
2.94993 " 26.7001" " 0.259522" " 0.4" " 0.00199345" " 0.982113" " 0.981702" " 0.992725" " 0.987142"
2.95093 " 26.7361" " 0.260372" " 0.4" " 0.00200971" " 0.982112" " 0.981703" " 0.992729" " 0.987145"
2.95193 " 26.7725" " 0.261226" " 0.4" " 0.00202588" " 0.98211" " 0.981703" " 0.992733" " 0.987147"
2.95293 " 26.8091" " 0.262085" " 0.4" " 0.00204195" " 0.982109" " 0.981704" " 0.992737" " 0.98715"
2.95393 " 26.846" " 0.262946" " 0.4" " 0.00205792" " 0.982107" " 0.981704" " 0.992741" " 0.987153"
2.95493 " 26.8832" " 0.263812" " 0.4" " 0.00207378" " 0.982106" " 0.981704" " 0.992745" " 0.987156"
2.95593 " 26.9206" " 0.264681" " 0.4" " 0.00208954" " 0.982104" " 0.981704" " 0.992749" " 0.987158"
2.95693 " 26.9584" " 0.265555" " 0.4" " 0.0021052" " 0.982102" " 0.981704" " 0.992753" " 0.987161"
2.95793 " 26.9964" " 0.266432" " 0.4" " 0.00212076" " 0.9821" " 0.981704" " 0.992757" " 0.987163"
2.95893 " 27.0347" " 0.267312" " 0.4" " 0.00213621" " 0.982099" " 0.981704" " 0.99276" " 0.987165"
2.95993 " 27.0733" " 0.268196" " 0.4" " 0.00215156" " 0.982097" " 0.981704" " 0.992764" " 0.987168"
2.96093 " 27.1122" " 0.269084" " 0.4" " 0.00216681" " 0.982095" " 0.981704" " 0.992768" " 0.98717"
2.96193 " 27.1513" " 0.269975" " 0.4" " 0.00218195" " 0.982093" " 0.981704" " 0.992771" " 0.987172"
2.96293 " 27.1907" " 0.27087" " 0.4" " 0.00219698" " 0.98209" " 0.981703" " 0.992775" " 0.987174"
2.96393 " 27.2304" " 0.271768" " 0.4" " 0.00221191" " 0.982088" " 0.981703" " 0.992778" " 0.987176"
2.96493 " 27.2704" " 0.272669" " 0.4" " 0.00222674" " 0.982086" " 0.981702" " 0.992781" " 0.987178"
2.96593 " 27.3106" " 0.273574" " 0.4" " 0.00224146" " 0.982084" " 0.981702" " 0.992785" " 0.98718"
2.96693 " 27.3511" " 0.274482" " 0.4" " 0.00225607" " 0.982081" " 0.981701" " 0.992788" " 0.987182"
2.96793 " 27.3918" " 0.275394" " 0.4" " 0.00227057" " 0.982079" " 0.9817" " 0.992791" " 0.987183"
2.96893 " 27.4328" " 0.276308" " 0.4" " 0.00228497" " 0.982076" " 0.981699" " 0.992794" " 0.987185"
2.96993 " 27.4741" " 0.277226" " 0.4" " 0.00229926" " 0.982073" " 0.981698" " 0.992797" " 0.987186"
2.97093 " 27.5156" " 0.278147" " 0.4" " 0.00231344" " 0.98207" " 0.981697" " 0.9928" " 0.987188"
2.97193 " 27.5573" " 0.279071" " 0.4" " 0.00232751" " 0.982067" " 0.981695" " 0.992803" " 0.987189"
2.97293 " 27.5994" " 0.279999" " 0.4" " 0.00234148" " 0.982064" " 0.981694" " 0.992806" " 0.98719"
2.97393 " 27.6416" " 0.280929" " 0.4" " 0.00235533" " 0.982061" " 0.981692" " 0.992809" " 0.987191"
2.97493 " 27.6842" " 0.281862" " 0.4" " 0.00236908" " 0.982058" " 0.981691" " 0.992811" " 0.987192"
2.97593 " 27.7269" " 0.282799" " 0.4" " 0.00238272" " 0.982055" " 0.981689" " 0.992814" " 0.987193"
2.97693 " 27.7699" " 0.283738" " 0.4" " 0.00239624" " 0.982052" " 0.981687" " 0.992816" " 0.987194"
2.97793 " 27.8132" " 0.28468" " 0.4" " 0.00240966" " 0.982048" " 0.981685" " 0.992819" " 0.987195"
2.97893 " 27.8567" " 0.285625" " 0.4" " 0.00242296" " 0.982045" " 0.981683" " 0.992821" " 0.987196"
2.97993 " 27.9004" " 0.286572" " 0.4" " 0.00243615" " 0.982041" " 0.981681" " 0.992823" " 0.987196"
2.98093 " 27.9444" " 0.287523" " 0.4" " 0.00244924" " 0.982037" " 0.981679" " 0.992825" " 0.987197"
2.98193 " 27.9886" " 0.288476" " 0.4" " 0.00246221" " 0.982034" " 0.981677" " 0.992827" " 0.987197"
2.98293 " 28.033" " 0.289432" " 0.4" " 0.00247506" " 0.98203" " 0.981674" " 0.99283" " 0.987197"
2.98393 " 28.0777" " 0.29039" " 0.4" " 0.00248781" " 0.982026" " 0.981672" " 0.992831" " 0.987197"
2.98493 " 28.1226" " 0.291351" " 0.4" " 0.00250044" " 0.982021" " 0.981669" " 0.992833" " 0.987198"
2.98593 " 28.1677" " 0.292315" " 0.4" " 0.00251296" " 0.982017" " 0.981666" " 0.992835" " 0.987197"
2.98693 " 28.2131" " 0.293281" " 0.4" " 0.00252537" " 0.982013" " 0.981663" " 0.992837" " 0.987197"
2.98793 " 28.2586" " 0.29425" " 0.4" " 0.00253766" " 0.982009" " 0.98166" " 0.992838" " 0.987197"
2.98893 " 28.3044" " 0.295221" " 0.4" " 0.00254984" " 0.982004" " 0.981657" " 0.99284" " 0.987197"
2.98993 " 28.3504" " 0.296194" " 0.4" " 0.0025619" " 0.981999" " 0.981653" " 0.992841" " 0.987196"
2.99093 " 28.3967" " 0.29717" " 0.4" " 0.00257385" " 0.981995" " 0.98165" " 0.992842" " 0.987196"
2.99193 " 28.4431" " 0.298148" " 0.4" " 0.00258569" " 0.98199" " 0.981646" " 0.992844" " 0.987195"
2.99293 " 28.4897" " 0.299129" " 0.4" " 0.00259741" " 0.981985" " 0.981643" " 0.992845" " 0.987194"
2.99393 " 28.5366" " 0.300111" " 0.4" " 0.00260902" " 0.98198" " 0.981639" " 0.992846" " 0.987193"
2.99493 " 28.5837" " 0.301096" " 0.4" " 0.00262051" " 0.981975" " 0.981635" " 0.992847" " 0.987192"
2.99593 " 28.6309" " 0.302083" " 0.4" " 0.00263188" " 0.981969" " 0.981631" " 0.992847" " 0.987191"
2.99693 " 28.6784" " 0.303072" " 0.4" " 0.00264314" " 0.981964" " 0.981627" " 0.992848" " 0.98719"
2.99793 " 28.7261" " 0.304063" " 0.4" " 0.00265428" " 0.981958" " 0.981622" " 0.992849" " 0.987188"
2.99893 " 28.774" " 0.305056" " 0.4" " 0.00266531" " 0.981953" " 0.981618" " 0.992849" " 0.987187"
2.99993 " 28.822" " 0.306051" " 0.4" " 0.00267621" " 0.981947" " 0.981613" " 0.99285" " 0.987185"
3.00093 " 28.8703" " 0.307048" " 0.4" " 0.00268701" " 0.981941" " 0.981609" " 0.99285" " 0.987184"
3.00193 " 28.9188" " 0.308047" " 0.4" " 0.00269768" " 0.981935" " 0.981604" " 0.99285" " 0.987182"
3.00293 " 28.9674" " 0.309048" " 0.4" " 0.00270824" " 0.981929" " 0.981599" " 0.99285" " 0.98718"
3.00393 " 29.0163" " 0.310051" " 0.4" " 0.00271868" " 0.981923" " 0.981593" " 0.99285" " 0.987178"
3.00493 " 29.0653" " 0.311055" " 0.4" " 0.002729" " 0.981916" " 0.981588" " 0.99285" " 0.987176"
3.00593 " 29.1145" " 0.312061" " 0.4" " 0.00273921" " 0.98191" " 0.981583" " 0.99285" " 0.987173"
3.00693 " 29.1639" " 0.313069" " 0.4" " 0.00274929" " 0.981904" " 0.981577" " 0.99285" " 0.987171"
3.00793 " 29.2135" " 0.314079" " 0.4" " 0.00275926" " 0.981897" " 0.981572" " 0.992849" " 0.987168"
3.00893 " 29.2632" " 0.31509" " 0.4" " 0.00276911" " 0.98189" " 0.981566" " 0.992849" " 0.987165"
3.00993 " 29.3132" " 0.316102" " 0.4" " 0.00277884" " 0.981883" " 0.98156" " 0.992848" " 0.987163"
3.01093 " 29.3633" " 0.317116" " 0.4" " 0.00278846" " 0.981876" " 0.981554" " 0.992847" " 0.98716"
3.01192 " 29.4136" " 0.318132" " 0.4" " 0.00279795" " 0.981869" " 0.981548" " 0.992846" " 0.987157"
3.01292 " 29.464" " 0.319149" " 0.4" " 0.00280732" " 0.981862" " 0.981541" " 0.992845" " 0.987153"
3.01392 " 29.5146" " 0.320168" " 0.4" " 0.00281658" " 0.981854" " 0.981535" " 0.992844" " 0.98715"
3.01492 " 29.5654" " 0.321188" " 0.4" " 0.00282571" " 0.981847" " 0.981528" " 0.992843" " 0.987147"
3.01592 " 29.6164" " 0.322209" " 0.4" " 0.00283473" " 0.981839" " 0.981521" " 0.992842" " 0.987143"
3.01692 " 29.6675" " 0.323232" " 0.4" " 0.00284362" " 0.981831" " 0.981514" " 0.99284" " 0.987139"
3.01792 " 29.7187" " 0.324255" " 0.4" " 0.0028524" " 0.981823" " 0.981507" " 0.992839" " 0.987136"
3.01892 " 29.7701" " 0.32528" " 0.4" " 0.00286106" " 0.981815" " 0.9815" " 0.992837" " 0.987132"
3.01992 " 29.8217" " 0.326307" " 0.4" " 0.00286959" " 0.981807" " 0.981493" " 0.992836" " 0.987127"
3.02092 " 29.8735" " 0.327334" " 0.4" " 0.00287801" " 0.981799" " 0.981485" " 0.992834" " 0.987123"
3.02192 " 29.9253" " 0.328362" " 0.4" " 0.0028863" " 0.981791" " 0.981477" " 0.992832" " 0.987119"
3.02292 " 29.9774" " 0.329392" " 0.4" " 0.00289447" " 0.981782" " 0.98147" " 0.99283" " 0.987114"
3.02392 " 30.0295" " 0.330422" " 0.4" " 0.00290253" " 0.981773" " 0.981462" " 0.992828" " 0.98711"
3.02492 " 30.0819" " 0.331454" " 0.4" " 0.00291046" " 0.981765" " 0.981454" " 0.992825" " 0.987105"
3.02592 " 30.1343" " 0.332486" " 0.4" " 0.00291827" " 0.981756" " 0.981445" " 0.992823" " 0.9871"
3.02692 " 30.1869" " 0.333519" " 0.4" " 0.00292596" " 0.981747" " 0.981437" " 0.99282" " 0.987095"
3.02792 " 30.2396" " 0.334553" " 0.4" " 0.00293353" " 0.981737" " 0.981429" " 0.992818" " 0.98709"
3.02892 " 30.2925" " 0.335588" " 0.4" " 0.00294098" " 0.981728" " 0.98142" " 0.992815" " 0.987085"
3.02992 " 30.3455" " 0.336624" " 0.4" " 0.00294831" " 0.981719" " 0.981411" " 0.992812" " 0.987079"
3.03092 " 30.3987" " 0.33766" " 0.4" " 0.00295551" " 0.981709" " 0.981402" " 0.992809" " 0.987074"
3.03192 " 30.4519" " 0.338697" " 0.4" " 0.0029626" " 0.981699" " 0.981393" " 0.992806" " 0.987068"
3.03292 " 30.5053" " 0.339735" " 0.4" " 0.00296956" " 0.98169" " 0.981384" " 0.992803" " 0.987062"
3.03392 " 30.5588" " 0.340773" " 0.4" " 0.0029764" " 0.98168" " 0.981374" " 0.992799" " 0.987056"
3.03492 " 30.6125" " 0.341812" " 0.4" " 0.00298312" " 0.981669" " 0.981365" " 0.992796" " 0.98705"
3.03592 " 30.6662" " 0.342851" " 0.4" " 0.00298972" " 0.981659" " 0.981355" " 0.992792" " 0.987044"
3.03692 " 30.7201" " 0.343891" " 0.4" " 0.0029962" " 0.981649" " 0.981345" " 0.992788" " 0.987037"
3.03792 " 30.7741" " 0.344931" " 0.4" " 0.00300255" " 0.981638" " 0.981335" " 0.992784" " 0.987031"
3.03892 " 30.8282" " 0.345972" " 0.4" " 0.00300878" " 0.981628" " 0.981325" " 0.99278" " 0.987024"
3.03992 " 30.8824" " 0.347013" " 0.4" " 0.00301489" " 0.981617" " 0.981315" " 0.992776" " 0.987017"
3.04092 " 30.9367" " 0.348054" " 0.4" " 0.00302088" " 0.981606" " 0.981304" " 0.992772" " 0.98701"
3.04192 " 30.9912" " 0.349096" " 0.4" " 0.00302675" " 0.981595" " 0.981294" " 0.992768" " 0.987003"
3.04292 " 31.0457" " 0.350138" " 0.4" " 0.00303249" " 0.981584" " 0.981283" " 0.992763" " 0.986996"
3.04392 " 31.1003" " 0.35118" " 0.4" " 0.00303812" " 0.981573" " 0.981272" " 0.992759" " 0.986989"
3.04492 " 31.1551" " 0.352222" " 0.4" " 0.00304362" " 0.981561" " 0.981261" " 0.992754" " 0.986982"
3.04592 " 31.2099" " 0.353265" " 0.4" " 0.003049" " 0.98155" " 0.98125" " 0.992749" " 0.986974"
3.04692 " 31.2648" " 0.354307" " 0.4" " 0.00305425" " 0.981538" " 0.981239" " 0.992744" " 0.986966"
3.04792 " 31.3199" " 0.355349" " 0.4" " 0.00305939" " 0.981526" " 0.981227" " 0.992739" " 0.986958"
3.04892 " 31.375" " 0.356392" " 0.4" " 0.0030644" " 0.981514" " 0.981216" " 0.992734" " 0.98695"
3.04992 " 31.4302" " 0.357435" " 0.4" " 0.00306929" " 0.981502" " 0.981204" " 0.992729" " 0.986942"
3.05092 " 31.4855" " 0.358477" " 0.4" " 0.00307406" " 0.98149" " 0.981192" " 0.992724" " 0.986934"
3.05192 " 31.5408" " 0.359519" " 0.4" " 0.00307871" " 0.981478" " 0.98118" " 0.992718" " 0.986925"
3.05292 " 31.5963" " 0.360561" " 0.4" " 0.00308323" " 0.981465" " 0.981168" " 0.992712" " 0.986917"
3.05392 " 31.6518" " 0.361603" " 0.4" " 0.00308763" " 0.981453" " 0.981155" " 0.992707" " 0.986908"
3.05492 " 31.7075" " 0.362645" " 0.4" " 0.00309191" " 0.98144" " 0.981143" " 0.992701" " 0.986899"
3.05592 " 31.7631" " 0.363687" " 0.4" " 0.00309607" " 0.981427" " 0.98113" " 0.992695" " 0.98689"
3.05692 " 31.8189" " 0.364728" " 0.4" " 0.00310011" " 0.981414" " 0.981117" " 0.992689" " 0.986881"
3.05792 " 31.8748" " 0.365769" " 0.4" " 0.00310403" " 0.981401" " 0.981105" " 0.992682" " 0.986872"
3.05892 " 31.9307" " 0.366809" " 0.4" " 0.00310782" " 0.981388" " 0.981091" " 0.992676" " 0.986863"
3.05992 " 31.9866" " 0.367849" " 0.4" " 0.00311149" " 0.981374" " 0.981078" " 0.99267" " 0.986853"
3.06092 " 32.0427" " 0.368889" " 0.4" " 0.00311504" " 0.981361" " 0.981065" " 0.992663" " 0.986844"
3.06192 " 32.0988" " 0.369928" " 0.4" " 0.00311847" " 0.981347" " 0.981052" " 0.992656" " 0.986834"
3.06292 " 32.1549" " 0.370967" " 0.4" " 0.00312178" " 0.981333" " 0.981038" " 0.992649" " 0.986824"
3.06392 " 32.2112" " 0.372005" " 0.4" " 0.00312496" " 0.981319" " 0.981024" " 0.992643" " 0.986814"
3.06492 " 32.2674" " 0.373042" " 0.4" " 0.00312803" " 0.981305" " 0.98101" " 0.992636" " 0.986804"
3.06592 " 32.3238" " 0.374079" " 0.4" " 0.00313097" " 0.981291" " 0.980996" " 0.992628" " 0.986794"
3.06692 " 32.3802" " 0.375115" " 0.4" " 0.00313379" " 0.981277" " 0.980982" " 0.992621" " 0.986783"
3.06792 " 32.4366" " 0.37615" " 0.4" " 0.00313649" " 0.981263" " 0.980968" " 0.992614" " 0.986773"
3.06892 " 32.4931" " 0.377185" " 0.4" " 0.00313907" " 0.981248" " 0.980953" " 0.992606" " 0.986762"
3.06992 " 32.5496" " 0.378218" " 0.4" " 0.00314153" " 0.981233" " 0.980939" " 0.992599" " 0.986751"
3.07092 " 32.6062" " 0.379251" " 0.4" " 0.00314387" " 0.981219" " 0.980924" " 0.992591" " 0.98674"
3.07192 " 32.6628" " 0.380283" " 0.4" " 0.00314608" " 0.981204" " 0.980909" " 0.992583" " 0.986729"
3.07292 " 32.7194" " 0.381315" " 0.4" " 0.00314818" " 0.981189" " 0.980894" " 0.992575" " 0.986718"
3.07392 " 32.7761" " 0.382345" " 0.4" " 0.00315016" " 0.981174" " 0.980879" " 0.992567" " 0.986707"
3.07492 " 32.8328" " 0.383374" " 0.4" " 0.00315201" " 0.981158" " 0.980864" " 0.992559" " 0.986695"
3.07592 " 32.8896" " 0.384402" " 0.4" " 0.00315375" " 0.981143" " 0.980848" " 0.99255" " 0.986684"
3.07692 " 32.9464" " 0.38543" " 0.4" " 0.00315536" " 0.981128" " 0.980833" " 0.992542" " 0.986672"
3.07792 " 33.0032" " 0.386456" " 0.4" " 0.00315686" " 0.981112" " 0.980817" " 0.992534" " 0.98666"
3.07892 " 33.06" " 0.387481" " 0.4" " 0.00315823" " 0.981096" " 0.980801" " 0.992525" " 0.986648"
3.07992 " 33.1169" " 0.388505" " 0.4" " 0.00315949" " 0.98108" " 0.980785" " 0.992516" " 0.986636"
3.08092 " 33.1738" " 0.389527" " 0.4" " 0.00316062" " 0.981064" " 0.980769" " 0.992507" " 0.986624"
3.08192 " 33.2307" " 0.390549" " 0.4" " 0.00316164" " 0.981048" " 0.980753" " 0.992498" " 0.986612"
3.08292 " 33.2876" " 0.391569" " 0.4" " 0.00316254" " 0.981032" " 0.980737" " 0.992489" " 0.986599"
3.08392 " 33.3445" " 0.392588" " 0.4" " 0.00316332" " 0.981016" " 0.98072" " 0.99248" " 0.986587"
3.08492 " 33.4015" " 0.393605" " 0.4" " 0.00316398" " 0.980999" " 0.980704" " 0.992471" " 0.986574"
3.08592 " 33.4584" " 0.394621" " 0.4" " 0.00316452" " 0.980983" " 0.980687" " 0.992461" " 0.986561"
3.08692 " 33.5154" " 0.395636" " 0.4" " 0.00316494" " 0.980966" " 0.98067" " 0.992452" " 0.986549"
3.08792 " 33.5724" " 0.396649" " 0.4" " 0.00316524" " 0.98095" " 0.980653" " 0.992442" " 0.986536"
3.08892 " 33.6293" " 0.397661" " 0.4" " 0.00316543" " 0.980933" " 0.980636" " 0.992433" " 0.986522"
3.08992 " 33.6863" " 0.398671" " 0.4" " 0.00316549" " 0.980916" " 0.980619" " 0.992423" " 0.986509"
3.09092 " 33.7433" " 0.39968" " 0.4" " 0.00316544" " 0.980899" " 0.980602" " 0.992413" " 0.986496"
3.09192 " 33.8003" " 0.400687" " 0.4" " 0.00316527" " 0.980882" " 0.980585" " 0.992403" " 0.986482"
3.09292 " 33.8572" " 0.401692" " 0.4" " 0.00316498" " 0.980864" " 0.980567" " 0.992393" " 0.986469"
3.09392 " 33.9142" " 0.402696" " 0.4" " 0.00316458" " 0.980847" " 0.98055" " 0.992383" " 0.986455"
3.09492 " 33.9712" " 0.403698" " 0.4" " 0.00316406" " 0.98083" " 0.980532" " 0.992372" " 0.986441"
3.09592 " 34.0281" " 0.404699" " 0.4" " 0.00316342" " 0.980812" " 0.980514" " 0.992362" " 0.986428"
3.09692 " 34.0851" " 0.405698" " 0.4" " 0.00316267" " 0.980794" " 0.980496" " 0.992352" " 0.986414"
3.09792 " 34.142" " 0.406694" " 0.4" " 0.0031618" " 0.980777" " 0.980478" " 0.992341" " 0.9864"
3.09892 " 34.1989" " 0.40769" " 0.4" " 0.00316081" " 0.980759" " 0.98046" " 0.99233" " 0.986385"
3.09992 " 34.2558" " 0.408683" " 0.4" " 0.00315971" " 0.980741" " 0.980442" " 0.992319" " 0.986371"
3.10092 " 34.3126" " 0.409674" " 0.4" " 0.00315849" " 0.980723" " 0.980423" " 0.992309" " 0.986357"
3.10192 " 34.3695" " 0.410663" " 0.4" " 0.00315715" " 0.980705" " 0.980405" " 0.992298" " 0.986342"
3.10292 " 34.4263" " 0.411651" " 0.4" " 0.0031557" " 0.980686" " 0.980386" " 0.992287" " 0.986328"
3.10392 " 34.4831" " 0.412636" " 0.4" " 0.00315413" " 0.980668" " 0.980368" " 0.992276" " 0.986313"
3.10492 " 34.5398" " 0.41362" " 0.4" " 0.00315245" " 0.98065" " 0.980349" " 0.992264" " 0.986298"
3.10592 " 34.5966" " 0.414601" " 0.4" " 0.00315066" " 0.980631" " 0.98033" " 0.992253" " 0.986283"
3.10692 " 34.6533" " 0.41558" " 0.4" " 0.00314875" " 0.980613" " 0.980311" " 0.992242" " 0.986268"
3.10792 " 34.7099" " 0.416557" " 0.4" " 0.00314672" " 0.980594" " 0.980292" " 0.99223" " 0.986253"
3.10892 " 34.7665" " 0.417533" " 0.4" " 0.00314459" " 0.980575" " 0.980273" " 0.992219" " 0.986238"
3.10992 " 34.8231" " 0.418505" " 0.4" " 0.00314234" " 0.980556" " 0.980254" " 0.992207" " 0.986223"
3.11092 " 34.8797" " 0.419476" " 0.4" " 0.00313997" " 0.980537" " 0.980234" " 0.992195" " 0.986208"
3.11192 " 34.9362" " 0.420444" " 0.4" " 0.00313749" " 0.980518" " 0.980215" " 0.992183" " 0.986192"
3.11292 " 34.9926" " 0.42141" " 0.4" " 0.0031349" " 0.980499" " 0.980195" " 0.992172" " 0.986177"
3.11392 " 35.049" " 0.422374" " 0.4" " 0.0031322" " 0.98048" " 0.980176" " 0.992159" " 0.986161"
3.11492 " 35.1054" " 0.423335" " 0.4" " 0.00312938" " 0.980461" " 0.980156" " 0.992148" " 0.986145"
3.11592 " 35.1617" " 0.424294" " 0.4" " 0.00312645" " 0.980442" " 0.980136" " 0.992135" " 0.98613"
3.11692 " 35.2179" " 0.425251" " 0.4" " 0.00312341" " 0.980422" " 0.980116" " 0.992123" " 0.986114"
3.11792 " 35.2741" " 0.426205" " 0.4" " 0.00312026" " 0.980403" " 0.980097" " 0.992111" " 0.986098"
3.11892 " 35.3303" " 0.427157" " 0.4" " 0.003117" " 0.980383" " 0.980077" " 0.992099" " 0.986082"
3.11992 " 35.3863" " 0.428106" " 0.4" " 0.00311363" " 0.980364" " 0.980057" " 0.992086" " 0.986066"
3.12092 " 35.4424" " 0.429053" " 0.4" " 0.00311014" " 0.980344" " 0.980036" " 0.992074" " 0.98605"
3.12192 " 35.4983" " 0.429996" " 0.4" " 0.00310655" " 0.980324" " 0.980016" " 0.992061" " 0.986033"
3.12292 " 35.5542" " 0.430938" " 0.4" " 0.00310285" " 0.980305" " 0.979996" " 0.992049" " 0.986017"
3.12392 " 35.61" " 0.431877" " 0.4" " 0.00309903" " 0.980285" " 0.979976" " 0.992036" " 0.986001"
3.12492 " 35.6658" " 0.432813" " 0.4" " 0.00309511" " 0.980265" " 0.979955" " 0.992023" " 0.985984"
3.12592 " 35.7214" " 0.433747" " 0.4" " 0.00309108" " 0.980245" " 0.979935" " 0.99201" " 0.985968"
3.12692 " 35.777" " 0.434677" " 0.4" " 0.00308694" " 0.980225" " 0.979914" " 0.991997" " 0.985951"
3.12792 " 35.8326" " 0.435605" " 0.4" " 0.00308269" " 0.980205" " 0.979893" " 0.991984" " 0.985935"
3.12892 " 35.888" " 0.436531" " 0.4" " 0.00307833" " 0.980185" " 0.979873" " 0.991971" " 0.985918"
3.12992 " 35.9434" " 0.437453" " 0.4" " 0.00307386" " 0.980165" " 0.979852" " 0.991958" " 0.985901"
3.13092 " 35.9987" " 0.438373" " 0.4" " 0.00306929" " 0.980145" " 0.979831" " 0.991945" " 0.985884"
3.13192 " 36.0539" " 0.43929" " 0.4" " 0.00306461" " 0.980124" " 0.97981" " 0.991932" " 0.985867"
3.13292 " 36.109" " 0.440203" " 0.4" " 0.00305983" " 0.980104" " 0.97979" " 0.991919" " 0.985851"
3.13392 " 36.164" " 0.441114" " 0.4" " 0.00305493" " 0.980084" " 0.979769" " 0.991906" " 0.985834"
3.13492 " 36.219" " 0.442022" " 0.4" " 0.00304994" " 0.980063" " 0.979748" " 0.991892" " 0.985816"
3.13592 " 36.2738" " 0.442927" " 0.4" " 0.00304483" " 0.980043" " 0.979727" " 0.991879" " 0.985799"
3.13692 " 36.3286" " 0.443829" " 0.4" " 0.00303962" " 0.980023" " 0.979706" " 0.991865" " 0.985782"
3.13792 " 36.3833" " 0.444729" " 0.4" " 0.00303431" " 0.980002" " 0.979685" " 0.991852" " 0.985765"
3.13892 " 36.4378" " 0.445624" " 0.4" " 0.00302889" " 0.979982" " 0.979663" " 0.991839" " 0.985748"
3.13992 " 36.4923" " 0.446517" " 0.4" " 0.00302336" " 0.979961" " 0.979642" " 0.991825" " 0.985731"
3.14092 " 36.5467" " 0.447407" " 0.4" " 0.00301774" " 0.979941" " 0.979621" " 0.991811" " 0.985713"
3.14192 " 36.6009" " 0.448294" " 0.4" " 0.00301201" " 0.97992" " 0.9796" " 0.991798" " 0.985696"
3.14292 " 36.6551" " 0.449177" " 0.4" " 0.00300617" " 0.9799" " 0.979578" " 0.991784" " 0.985679"
3.14392 " 36.7092" " 0.450057" " 0.4" " 0.00300024" " 0.979879" " 0.979557" " 0.99177" " 0.985661"
3.14492 " 36.7631" " 0.450935" " 0.4" " 0.0029942" " 0.979858" " 0.979536" " 0.991756" " 0.985644"
3.14592 " 36.817" " 0.451808" " 0.4" " 0.00298806" " 0.979838" " 0.979514" " 0.991743" " 0.985626"
3.14692 " 36.8707" " 0.452679" " 0.4" " 0.00298181" " 0.979817" " 0.979493" " 0.991729" " 0.985609"
3.14792 " 36.9243" " 0.453546" " 0.4" " 0.00297547" " 0.979796" " 0.979471" " 0.991715" " 0.985591"
