Time(s) " gENROE.delta" " gENROE.PELEC" " gENROE.PMECH" " gENROE.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
3.48989 " 41.7174" " 0.483226" " 0.4" " -0.00158642" " 0.98287" " 0.980976" " 0.992723" " 0.986849"
3.49089 " 41.6888" " 0.482599" " 0.4" " -0.00159603" " 0.982914" " 0.981009" " 0.992746" " 0.986877"
3.49189 " 41.66" " 0.481971" " 0.4" " -0.00160557" " 0.982957" " 0.981043" " 0.992768" " 0.986906"
3.49289 " 41.631" " 0.48134" " 0.4" " -0.00161503" " 0.983001" " 0.981077" " 0.992791" " 0.986934"
3.49389 " 41.6018" " 0.480707" " 0.4" " -0.00162442" " 0.983044" " 0.981111" " 0.992813" " 0.986962"
3.49489 " 41.5725" " 0.480071" " 0.4" " -0.00163374" " 0.983088" " 0.981144" " 0.992836" " 0.98699"
3.49589 " 41.543" " 0.479434" " 0.4" " -0.00164298" " 0.983132" " 0.981178" " 0.992859" " 0.987018"
3.49689 " 41.5134" " 0.478794" " 0.4" " -0.00165214" " 0.983175" " 0.981212" " 0.992881" " 0.987046"
3.49789 " 41.4836" " 0.478152" " 0.4" " -0.00166123" " 0.983219" " 0.981246" " 0.992904" " 0.987074"
3.49889 " 41.4536" " 0.477508" " 0.4" " -0.00167025" " 0.983263" " 0.98128" " 0.992926" " 0.987103"
3.49989 " 41.4234" " 0.476862" " 0.4" " -0.00167918" " 0.983307" " 0.981314" " 0.992949" " 0.987131"
3.50089 " 41.3931" " 0.476214" " 0.4" " -0.00168805" " 0.98335" " 0.981348" " 0.992971" " 0.987159"
3.50189 " 41.3626" " 0.475563" " 0.4" " -0.00169683" " 0.983394" " 0.981382" " 0.992994" " 0.987187"
3.50289 " 41.332" " 0.474911" " 0.4" " -0.00170554" " 0.983438" " 0.981415" " 0.993017" " 0.987216"
3.50389 " 41.3013" " 0.474256" " 0.4" " -0.00171418" " 0.983482" " 0.981449" " 0.993039" " 0.987244"
3.50489 " 41.2703" " 0.4736" " 0.4" " -0.00172273" " 0.983526" " 0.981483" " 0.993062" " 0.987272"
3.50589 " 41.2392" " 0.472942" " 0.4" " -0.00173121" " 0.98357" " 0.981517" " 0.993084" " 0.9873"
3.50689 " 41.208" " 0.472282" " 0.4" " -0.00173961" " 0.983614" " 0.981551" " 0.993107" " 0.987328"
3.50789 " 41.1766" " 0.471619" " 0.4" " -0.00174794" " 0.983658" " 0.981585" " 0.993129" " 0.987356"
3.50889 " 41.1451" " 0.470955" " 0.4" " -0.00175618" " 0.983701" " 0.981619" " 0.993152" " 0.987385"
3.50989 " 41.1134" " 0.47029" " 0.4" " -0.00176435" " 0.983745" " 0.981653" " 0.993174" " 0.987413"
3.51089 " 41.0816" " 0.469622" " 0.4" " -0.00177244" " 0.983789" " 0.981687" " 0.993197" " 0.987441"
3.51189 " 41.0496" " 0.468953" " 0.4" " -0.00178045" " 0.983833" " 0.98172" " 0.993219" " 0.987469"
3.51289 " 41.0175" " 0.468281" " 0.4" " -0.00178838" " 0.983877" " 0.981754" " 0.993242" " 0.987497"
3.51389 " 40.9852" " 0.467609" " 0.4" " -0.00179624" " 0.983921" " 0.981788" " 0.993264" " 0.987525"
3.51489 " 40.9528" " 0.466934" " 0.4" " -0.00180401" " 0.983965" " 0.981822" " 0.993286" " 0.987553"
3.51589 " 40.9202" " 0.466258" " 0.4" " -0.00181171" " 0.984008" " 0.981856" " 0.993309" " 0.987581"
3.51689 " 40.8876" " 0.46558" " 0.4" " -0.00181932" " 0.984052" " 0.981889" " 0.993331" " 0.987609"
3.51789 " 40.8548" " 0.4649" " 0.4" " -0.00182686" " 0.984096" " 0.981923" " 0.993353" " 0.987637"
3.51889 " 40.8218" " 0.464219" " 0.4" " -0.00183432" " 0.98414" " 0.981957" " 0.993376" " 0.987665"
3.51989 " 40.7887" " 0.463536" " 0.4" " -0.00184169" " 0.984184" " 0.981991" " 0.993398" " 0.987693"
3.52089 " 40.7555" " 0.462852" " 0.4" " -0.00184899" " 0.984228" " 0.982024" " 0.99342" " 0.987721"
3.52189 " 40.7222" " 0.462166" " 0.4" " -0.00185621" " 0.984271" " 0.982058" " 0.993442" " 0.987749"
3.52289 " 40.6887" " 0.461479" " 0.4" " -0.00186334" " 0.984315" " 0.982091" " 0.993465" " 0.987777"
3.52389 " 40.6551" " 0.46079" " 0.4" " -0.00187039" " 0.984359" " 0.982125" " 0.993487" " 0.987804"
3.52489 " 40.6213" " 0.460101" " 0.4" " -0.00187737" " 0.984402" " 0.982159" " 0.993509" " 0.987832"
3.52589 " 40.5875" " 0.459409" " 0.4" " -0.00188426" " 0.984446" " 0.982192" " 0.993531" " 0.98786"
3.52689 " 40.5535" " 0.458716" " 0.4" " -0.00189107" " 0.984489" " 0.982226" " 0.993553" " 0.987887"
3.52789 " 40.5194" " 0.458022" " 0.4" " -0.0018978" " 0.984533" " 0.982259" " 0.993575" " 0.987915"
3.52889 " 40.4852" " 0.457326" " 0.4" " -0.00190445" " 0.984576" " 0.982292" " 0.993597" " 0.987943"
3.52989 " 40.4508" " 0.456629" " 0.4" " -0.00191102" " 0.98462" " 0.982326" " 0.993619" " 0.98797"
3.53089 " 40.4164" " 0.455932" " 0.4" " -0.0019175" " 0.984663" " 0.982359" " 0.99364" " 0.987998"
3.53189 " 40.3818" " 0.455232" " 0.4" " -0.00192391" " 0.984707" " 0.982392" " 0.993662" " 0.988025"
3.53289 " 40.3471" " 0.454532" " 0.4" " -0.00193023" " 0.98475" " 0.982425" " 0.993684" " 0.988053"
3.53389 " 40.3123" " 0.45383" " 0.4" " -0.00193647" " 0.984793" " 0.982458" " 0.993706" " 0.98808"
3.53489 " 40.2774" " 0.453127" " 0.4" " -0.00194262" " 0.984836" " 0.982491" " 0.993728" " 0.988107"
3.53589 " 40.2424" " 0.452423" " 0.4" " -0.0019487" " 0.984879" " 0.982524" " 0.993749" " 0.988134"
3.53689 " 40.2073" " 0.451718" " 0.4" " -0.00195469" " 0.984922" " 0.982557" " 0.993771" " 0.988162"
3.53789 " 40.172" " 0.451012" " 0.4" " -0.0019606" " 0.984965" " 0.98259" " 0.993792" " 0.988189"
3.53889 " 40.1367" " 0.450305" " 0.4" " -0.00196643" " 0.985008" " 0.982623" " 0.993814" " 0.988216"
3.53989 " 40.1012" " 0.449597" " 0.4" " -0.00197217" " 0.985051" " 0.982656" " 0.993835" " 0.988243"
3.54089 " 40.0657" " 0.448888" " 0.4" " -0.00197783" " 0.985094" " 0.982689" " 0.993856" " 0.98827"
3.54189 " 40.03" " 0.448178" " 0.4" " -0.00198341" " 0.985137" " 0.982721" " 0.993878" " 0.988297"
3.54289 " 39.9943" " 0.447467" " 0.4" " -0.0019889" " 0.985179" " 0.982754" " 0.993899" " 0.988324"
3.54389 " 39.9584" " 0.446755" " 0.4" " -0.00199431" " 0.985222" " 0.982786" " 0.99392" " 0.98835"
3.54489 " 39.9225" " 0.446043" " 0.4" " -0.00199964" " 0.985264" " 0.982819" " 0.993941" " 0.988377"
3.54589 " 39.8864" " 0.445329" " 0.4" " -0.00200488" " 0.985307" " 0.982851" " 0.993962" " 0.988404"
3.54689 " 39.8503" " 0.444615" " 0.4" " -0.00201004" " 0.985349" " 0.982883" " 0.993984" " 0.98843"
3.54789 " 39.8141" " 0.4439" " 0.4" " -0.00201512" " 0.985391" " 0.982916" " 0.994004" " 0.988457"
3.54889 " 39.7778" " 0.443184" " 0.4" " -0.00202011" " 0.985434" " 0.982948" " 0.994025" " 0.988483"
3.54989 " 39.7413" " 0.442467" " 0.4" " -0.00202502" " 0.985476" " 0.98298" " 0.994046" " 0.988509"
3.55089 " 39.7049" " 0.44175" " 0.4" " -0.00202984" " 0.985518" " 0.983012" " 0.994067" " 0.988536"
3.55189 " 39.6683" " 0.441032" " 0.4" " -0.00203458" " 0.98556" " 0.983044" " 0.994088" " 0.988562"
3.55289 " 39.6316" " 0.440314" " 0.4" " -0.00203924" " 0.985601" " 0.983075" " 0.994108" " 0.988588"
3.55389 " 39.5949" " 0.439595" " 0.4" " -0.00204381" " 0.985643" " 0.983107" " 0.994129" " 0.988614"
3.55489 " 39.558" " 0.438875" " 0.4" " -0.0020483" " 0.985685" " 0.983139" " 0.994149" " 0.98864"
3.55589 " 39.5211" " 0.438155" " 0.4" " -0.0020527" " 0.985727" " 0.98317" " 0.99417" " 0.988666"
3.55689 " 39.4841" " 0.437434" " 0.4" " -0.00205702" " 0.985768" " 0.983202" " 0.99419" " 0.988692"
3.55789 " 39.4471" " 0.436713" " 0.4" " -0.00206126" " 0.985809" " 0.983233" " 0.994211" " 0.988717"
3.55889 " 39.4099" " 0.435991" " 0.4" " -0.00206541" " 0.98585" " 0.983264" " 0.994231" " 0.988743"
3.55989 " 39.3727" " 0.435269" " 0.4" " -0.00206947" " 0.985892" " 0.983296" " 0.994251" " 0.988769"
3.56089 " 39.3354" " 0.434546" " 0.4" " -0.00207345" " 0.985933" " 0.983327" " 0.994271" " 0.988794"
3.56189 " 39.2981" " 0.433823" " 0.4" " -0.00207735" " 0.985974" " 0.983358" " 0.994291" " 0.988819"
3.56289 " 39.2606" " 0.4331" " 0.4" " -0.00208116" " 0.986015" " 0.983389" " 0.994311" " 0.988845"
3.56388 " 39.2231" " 0.432377" " 0.4" " -0.00208489" " 0.986055" " 0.98342" " 0.994331" " 0.98887"
3.56488 " 39.1856" " 0.431653" " 0.4" " -0.00208853" " 0.986096" " 0.98345" " 0.994351" " 0.988895"
3.56588 " 39.148" " 0.430929" " 0.4" " -0.00209209" " 0.986136" " 0.983481" " 0.99437" " 0.98892"
3.56688 " 39.1103" " 0.430205" " 0.4" " -0.00209556" " 0.986177" " 0.983511" " 0.99439" " 0.988945"
3.56788 " 39.0725" " 0.42948" " 0.4" " -0.00209895" " 0.986217" " 0.983542" " 0.99441" " 0.98897"
3.56888 " 39.0347" " 0.428755" " 0.4" " -0.00210225" " 0.986257" " 0.983572" " 0.994429" " 0.988995"
3.56988 " 38.9968" " 0.428031" " 0.4" " -0.00210547" " 0.986297" " 0.983602" " 0.994448" " 0.989019"
3.57088 " 38.9589" " 0.427306" " 0.4" " -0.0021086" " 0.986337" " 0.983633" " 0.994468" " 0.989044"
3.57188 " 38.9209" " 0.426581" " 0.4" " -0.00211165" " 0.986377" " 0.983662" " 0.994487" " 0.989069"
3.57288 " 38.8829" " 0.425856" " 0.4" " -0.00211462" " 0.986417" " 0.983692" " 0.994506" " 0.989093"
3.57388 " 38.8448" " 0.42513" " 0.4" " -0.0021175" " 0.986456" " 0.983722" " 0.994525" " 0.989117"
3.57488 " 38.8067" " 0.424405" " 0.4" " -0.00212029" " 0.986496" " 0.983752" " 0.994544" " 0.989141"
3.57588 " 38.7685" " 0.42368" " 0.4" " -0.002123" " 0.986535" " 0.983781" " 0.994563" " 0.989165"
3.57688 " 38.7302" " 0.422955" " 0.4" " -0.00212562" " 0.986574" " 0.983811" " 0.994582" " 0.989189"
3.57788 " 38.6919" " 0.42223" " 0.4" " -0.00212816" " 0.986613" " 0.98384" " 0.9946" " 0.989213"
3.57888 " 38.6536" " 0.421505" " 0.4" " -0.00213062" " 0.986652" " 0.983869" " 0.994619" " 0.989237"
3.57988 " 38.6152" " 0.420781" " 0.4" " -0.00213299" " 0.986691" " 0.983898" " 0.994638" " 0.989261"
3.58088 " 38.5768" " 0.420056" " 0.4" " -0.00213527" " 0.986729" " 0.983927" " 0.994656" " 0.989284"
3.58188 " 38.5384" " 0.419332" " 0.4" " -0.00213747" " 0.986768" " 0.983956" " 0.994674" " 0.989308"
3.58288 " 38.4999" " 0.418608" " 0.4" " -0.00213959" " 0.986806" " 0.983985" " 0.994693" " 0.989331"
3.58388 " 38.4613" " 0.417884" " 0.4" " -0.00214162" " 0.986844" " 0.984014" " 0.994711" " 0.989354"
3.58488 " 38.4228" " 0.41716" " 0.4" " -0.00214357" " 0.986882" " 0.984042" " 0.994729" " 0.989378"
3.58588 " 38.3842" " 0.416437" " 0.4" " -0.00214543" " 0.98692" " 0.984071" " 0.994747" " 0.989401"
3.58688 " 38.3455" " 0.415714" " 0.4" " -0.00214721" " 0.986958" " 0.984099" " 0.994765" " 0.989424"
3.58788 " 38.3069" " 0.414992" " 0.4" " -0.0021489" " 0.986996" " 0.984127" " 0.994783" " 0.989446"
3.58888 " 38.2682" " 0.414269" " 0.4" " -0.00215051" " 0.987033" " 0.984155" " 0.9948" " 0.989469"
3.58988 " 38.2295" " 0.413548" " 0.4" " -0.00215203" " 0.987071" " 0.984183" " 0.994818" " 0.989492"
3.59088 " 38.1907" " 0.412826" " 0.4" " -0.00215347" " 0.987108" " 0.98421" " 0.994835" " 0.989514"
3.59188 " 38.1519" " 0.412106" " 0.4" " -0.00215483" " 0.987145" " 0.984238" " 0.994853" " 0.989537"
3.59288 " 38.1131" " 0.411385" " 0.4" " -0.0021561" " 0.987182" " 0.984266" " 0.99487" " 0.989559"
3.59388 " 38.0743" " 0.410666" " 0.4" " -0.00215729" " 0.987218" " 0.984293" " 0.994887" " 0.989581"
3.59488 " 38.0355" " 0.409947" " 0.4" " -0.00215839" " 0.987255" " 0.98432" " 0.994905" " 0.989603"
3.59588 " 37.9966" " 0.409228" " 0.4" " -0.00215941" " 0.987291" " 0.984347" " 0.994922" " 0.989625"
3.59688 " 37.9577" " 0.40851" " 0.4" " -0.00216034" " 0.987328" " 0.984374" " 0.994939" " 0.989647"
3.59788 " 37.9188" " 0.407793" " 0.4" " -0.00216119" " 0.987364" " 0.984401" " 0.994955" " 0.989668"
3.59888 " 37.8799" " 0.407076" " 0.4" " -0.00216196" " 0.9874" " 0.984428" " 0.994972" " 0.98969"
3.59988 " 37.841" " 0.40636" " 0.4" " -0.00216265" " 0.987436" " 0.984455" " 0.994989" " 0.989711"
3.60088 " 37.8021" " 0.405645" " 0.4" " -0.00216325" " 0.987471" " 0.984481" " 0.995005" " 0.989733"
3.60188 " 37.7631" " 0.40493" " 0.4" " -0.00216376" " 0.987507" " 0.984507" " 0.995022" " 0.989754"
3.60288 " 37.7242" " 0.404216" " 0.4" " -0.00216419" " 0.987542" " 0.984533" " 0.995038" " 0.989775"
3.60388 " 37.6852" " 0.403504" " 0.4" " -0.00216454" " 0.987577" " 0.984559" " 0.995055" " 0.989796"
3.60488 " 37.6463" " 0.402791" " 0.4" " -0.00216481" " 0.987612" " 0.984585" " 0.995071" " 0.989817"
3.60588 " 37.6073" " 0.40208" " 0.4" " -0.00216499" " 0.987647" " 0.984611" " 0.995087" " 0.989838"
3.60688 " 37.5683" " 0.40137" " 0.4" " -0.00216509" " 0.987682" " 0.984637" " 0.995103" " 0.989858"
3.60788 " 37.5293" " 0.400661" " 0.4" " -0.00216511" " 0.987716" " 0.984662" " 0.995119" " 0.989879"
3.60888 " 37.4904" " 0.399952" " 0.4" " -0.00216504" " 0.98775" " 0.984688" " 0.995134" " 0.989899"
3.60988 " 37.4514" " 0.399245" " 0.4" " -0.0021649" " 0.987785" " 0.984713" " 0.99515" " 0.989919"
3.61088 " 37.4124" " 0.398538" " 0.4" " -0.00216467" " 0.987819" " 0.984738" " 0.995166" " 0.98994"
3.61188 " 37.3735" " 0.397833" " 0.4" " -0.00216435" " 0.987852" " 0.984763" " 0.995181" " 0.98996"
3.61288 " 37.3345" " 0.397128" " 0.4" " -0.00216396" " 0.987886" " 0.984788" " 0.995196" " 0.98998"
3.61388 " 37.2956" " 0.396425" " 0.4" " -0.00216348" " 0.98792" " 0.984812" " 0.995212" " 0.989999"
3.61488 " 37.2566" " 0.395723" " 0.4" " -0.00216292" " 0.987953" " 0.984837" " 0.995227" " 0.990019"
3.61588 " 37.2177" " 0.395022" " 0.4" " -0.00216228" " 0.987986" " 0.984861" " 0.995242" " 0.990038"
3.61688 " 37.1788" " 0.394322" " 0.4" " -0.00216155" " 0.988019" " 0.984886" " 0.995257" " 0.990058"
3.61788 " 37.1399" " 0.393623" " 0.4" " -0.00216075" " 0.988052" " 0.98491" " 0.995272" " 0.990077"
3.61888 " 37.101" " 0.392926" " 0.4" " -0.00215986" " 0.988084" " 0.984934" " 0.995286" " 0.990096"
3.61988 " 37.0621" " 0.392229" " 0.4" " -0.00215889" " 0.988117" " 0.984957" " 0.995301" " 0.990115"
3.62088 " 37.0233" " 0.391534" " 0.4" " -0.00215784" " 0.988149" " 0.984981" " 0.995316" " 0.990134"
3.62188 " 36.9844" " 0.390841" " 0.4" " -0.00215671" " 0.988181" " 0.985005" " 0.99533" " 0.990153"
3.62288 " 36.9456" " 0.390148" " 0.4" " -0.0021555" " 0.988213" " 0.985028" " 0.995344" " 0.990172"
3.62388 " 36.9068" " 0.389457" " 0.4" " -0.00215421" " 0.988245" " 0.985051" " 0.995358" " 0.99019"
3.62488 " 36.8681" " 0.388767" " 0.4" " -0.00215283" " 0.988276" " 0.985074" " 0.995373" " 0.990209"
3.62588 " 36.8293" " 0.388079" " 0.4" " -0.00215138" " 0.988308" " 0.985097" " 0.995387" " 0.990227"
3.62688 " 36.7906" " 0.387392" " 0.4" " -0.00214985" " 0.988339" " 0.98512" " 0.9954" " 0.990245"
3.62788 " 36.7519" " 0.386707" " 0.4" " -0.00214823" " 0.98837" " 0.985143" " 0.995414" " 0.990263"
3.62888 " 36.7133" " 0.386023" " 0.4" " -0.00214654" " 0.988401" " 0.985165" " 0.995428" " 0.990281"
3.62988 " 36.6747" " 0.38534" " 0.4" " -0.00214477" " 0.988431" " 0.985187" " 0.995442" " 0.990299"
3.63088 " 36.6361" " 0.384659" " 0.4" " -0.00214291" " 0.988462" " 0.98521" " 0.995455" " 0.990316"
3.63188 " 36.5975" " 0.38398" " 0.4" " -0.00214098" " 0.988492" " 0.985232" " 0.995468" " 0.990334"
3.63288 " 36.559" " 0.383302" " 0.4" " -0.00213897" " 0.988522" " 0.985254" " 0.995482" " 0.990351"
3.63388 " 36.5205" " 0.382626" " 0.4" " -0.00213688" " 0.988552" " 0.985275" " 0.995495" " 0.990368"
3.63488 " 36.4821" " 0.381951" " 0.4" " -0.00213471" " 0.988582" " 0.985297" " 0.995508" " 0.990386"
3.63588 " 36.4437" " 0.381278" " 0.4" " -0.00213246" " 0.988611" " 0.985318" " 0.995521" " 0.990403"
3.63688 " 36.4053" " 0.380607" " 0.4" " -0.00213014" " 0.98864" " 0.98534" " 0.995534" " 0.990419"
3.63788 " 36.367" " 0.379937" " 0.4" " -0.00212773" " 0.98867" " 0.985361" " 0.995546" " 0.990436"
3.63888 " 36.3287" " 0.379269" " 0.4" " -0.00212525" " 0.988699" " 0.985382" " 0.995559" " 0.990453"
3.63988 " 36.2905" " 0.378603" " 0.4" " -0.00212269" " 0.988728" " 0.985403" " 0.995572" " 0.990469"
3.64088 " 36.2523" " 0.377939" " 0.4" " -0.00212005" " 0.988756" " 0.985423" " 0.995584" " 0.990486"
3.64188 " 36.2141" " 0.377276" " 0.4" " -0.00211734" " 0.988784" " 0.985444" " 0.995596" " 0.990502"
3.64288 " 36.1761" " 0.376615" " 0.4" " -0.00211454" " 0.988813" " 0.985464" " 0.995609" " 0.990518"
3.64388 " 36.138" " 0.375956" " 0.4" " -0.00211167" " 0.988841" " 0.985484" " 0.995621" " 0.990534"
3.64488 " 36.1" " 0.375299" " 0.4" " -0.00210873" " 0.988869" " 0.985505" " 0.995633" " 0.99055"
3.64588 " 36.0621" " 0.374644" " 0.4" " -0.00210571" " 0.988896" " 0.985525" " 0.995645" " 0.990566"
3.64688 " 36.0242" " 0.373991" " 0.4" " -0.00210261" " 0.988924" " 0.985544" " 0.995656" " 0.990581"
3.64788 " 35.9864" " 0.373339" " 0.4" " -0.00209943" " 0.988951" " 0.985564" " 0.995668" " 0.990597"
3.64888 " 35.9486" " 0.37269" " 0.4" " -0.00209618" " 0.988978" " 0.985584" " 0.99568" " 0.990612"
3.64988 " 35.9109" " 0.372043" " 0.4" " -0.00209285" " 0.989005" " 0.985603" " 0.995691" " 0.990627"
3.65088 " 35.8733" " 0.371397" " 0.4" " -0.00208945" " 0.989032" " 0.985622" " 0.995703" " 0.990642"
3.65188 " 35.8357" " 0.370754" " 0.4" " -0.00208598" " 0.989058" " 0.985641" " 0.995714" " 0.990657"
3.65288 " 35.7982" " 0.370112" " 0.4" " -0.00208242" " 0.989085" " 0.98566" " 0.995725" " 0.990672"
3.65388 " 35.7608" " 0.369473" " 0.4" " -0.0020788" " 0.989111" " 0.985679" " 0.995736" " 0.990687"
3.65488 " 35.7234" " 0.368836" " 0.4" " -0.0020751" " 0.989137" " 0.985698" " 0.995747" " 0.990701"
3.65588 " 35.6861" " 0.368201" " 0.4" " -0.00207132" " 0.989163" " 0.985716" " 0.995758" " 0.990716"
3.65688 " 35.6488" " 0.367568" " 0.4" " -0.00206747" " 0.989188" " 0.985734" " 0.995769" " 0.99073"
3.65788 " 35.6116" " 0.366937" " 0.4" " -0.00206355" " 0.989214" " 0.985752" " 0.99578" " 0.990744"
3.65888 " 35.5745" " 0.366309" " 0.4" " -0.00205955" " 0.989239" " 0.985771" " 0.99579" " 0.990758"
3.65988 " 35.5375" " 0.365683" " 0.4" " -0.00205549" " 0.989264" " 0.985788" " 0.995801" " 0.990772"
3.66088 " 35.5005" " 0.365058" " 0.4" " -0.00205134" " 0.989289" " 0.985806" " 0.995811" " 0.990786"
3.66188 " 35.4636" " 0.364437" " 0.4" " -0.00204713" " 0.989313" " 0.985824" " 0.995821" " 0.9908"
3.66288 " 35.4268" " 0.363817" " 0.4" " -0.00204284" " 0.989338" " 0.985841" " 0.995831" " 0.990814"
3.66388 " 35.3901" " 0.3632" " 0.4" " -0.00203848" " 0.989362" " 0.985858" " 0.995841" " 0.990827"
3.66488 " 35.3534" " 0.362585" " 0.4" " -0.00203405" " 0.989386" " 0.985876" " 0.995851" " 0.99084"
3.66588 " 35.3169" " 0.361972" " 0.4" " -0.00202955" " 0.98941" " 0.985893" " 0.995861" " 0.990854"
3.66688 " 35.2804" " 0.361362" " 0.4" " -0.00202498" " 0.989434" " 0.985909" " 0.995871" " 0.990867"
3.66788 " 35.244" " 0.360754" " 0.4" " -0.00202033" " 0.989457" " 0.985926" " 0.995881" " 0.99088"
3.66888 " 35.2076" " 0.360148" " 0.4" " -0.00201562" " 0.989481" " 0.985943" " 0.99589" " 0.990893"
3.66988 " 35.1714" " 0.359545" " 0.4" " -0.00201083" " 0.989504" " 0.985959" " 0.9959" " 0.990905"
3.67088 " 35.1352" " 0.358945" " 0.4" " -0.00200598" " 0.989527" " 0.985975" " 0.995909" " 0.990918"
3.67188 " 35.0992" " 0.358346" " 0.4" " -0.00200105" " 0.98955" " 0.985991" " 0.995918" " 0.99093"
3.67288 " 35.0632" " 0.357751" " 0.4" " -0.00199606" " 0.989572" " 0.986007" " 0.995928" " 0.990943"
3.67388 " 35.0273" " 0.357158" " 0.4" " -0.00199099" " 0.989595" " 0.986023" " 0.995937" " 0.990955"
3.67488 " 34.9915" " 0.356567" " 0.4" " -0.00198586" " 0.989617" " 0.986039" " 0.995946" " 0.990967"
3.67588 " 34.9558" " 0.355979" " 0.4" " -0.00198066" " 0.989639" " 0.986054" " 0.995954" " 0.990979"
3.67688 " 34.9202" " 0.355393" " 0.4" " -0.00197539" " 0.989661" " 0.98607" " 0.995963" " 0.990991"
3.67788 " 34.8847" " 0.35481" " 0.4" " -0.00197005" " 0.989682" " 0.986085" " 0.995972" " 0.991003"
3.67888 " 34.8493" " 0.35423" " 0.4" " -0.00196465" " 0.989704" " 0.9861" " 0.995981" " 0.991014"
3.67988 " 34.814" " 0.353652" " 0.4" " -0.00195918" " 0.989725" " 0.986115" " 0.995989" " 0.991026"
3.68088 " 34.7788" " 0.353077" " 0.4" " -0.00195364" " 0.989746" " 0.98613" " 0.995997" " 0.991037"
3.68188 " 34.7437" " 0.352505" " 0.4" " -0.00194803" " 0.989767" " 0.986145" " 0.996006" " 0.991049"
3.68288 " 34.7086" " 0.351935" " 0.4" " -0.00194236" " 0.989788" " 0.986159" " 0.996014" " 0.99106"
3.68388 " 34.6737" " 0.351368" " 0.4" " -0.00193662" " 0.989808" " 0.986174" " 0.996022" " 0.991071"
3.68488 " 34.6389" " 0.350804" " 0.4" " -0.00193081" " 0.989829" " 0.986188" " 0.99603" " 0.991082"
3.68588 " 34.6042" " 0.350242" " 0.4" " -0.00192494" " 0.989849" " 0.986202" " 0.996038" " 0.991093"
3.68688 " 34.5696" " 0.349683" " 0.4" " -0.00191901" " 0.989869" " 0.986216" " 0.996046" " 0.991103"
3.68788 " 34.5351" " 0.349127" " 0.4" " -0.00191301" " 0.989889" " 0.98623" " 0.996054" " 0.991114"
3.68888 " 34.5007" " 0.348574" " 0.4" " -0.00190694" " 0.989908" " 0.986244" " 0.996061" " 0.991124"
3.68988 " 34.4665" " 0.348024" " 0.4" " -0.00190081" " 0.989928" " 0.986257" " 0.996069" " 0.991135"
3.69088 " 34.4323" " 0.347476" " 0.4" " -0.00189462" " 0.989947" " 0.986271" " 0.996076" " 0.991145"
3.69188 " 34.3983" " 0.346931" " 0.4" " -0.00188836" " 0.989966" " 0.986284" " 0.996084" " 0.991155"
3.69288 " 34.3643" " 0.346389" " 0.4" " -0.00188204" " 0.989985" " 0.986297" " 0.996091" " 0.991165"
3.69388 " 34.3305" " 0.34585" " 0.4" " -0.00187566" " 0.990004" " 0.98631" " 0.996098" " 0.991175"
3.69488 " 34.2968" " 0.345314" " 0.4" " -0.00186921" " 0.990022" " 0.986323" " 0.996106" " 0.991185"
3.69588 " 34.2632" " 0.344781" " 0.4" " -0.00186271" " 0.990041" " 0.986336" " 0.996113" " 0.991195"
3.69688 " 34.2298" " 0.344251" " 0.4" " -0.00185614" " 0.990059" " 0.986349" " 0.99612" " 0.991204"
3.69788 " 34.1964" " 0.343723" " 0.4" " -0.00184951" " 0.990077" " 0.986361" " 0.996126" " 0.991214"
3.69888 " 34.1632" " 0.343199" " 0.4" " -0.00184282" " 0.990095" " 0.986373" " 0.996133" " 0.991223"
3.69988 " 34.1301" " 0.342678" " 0.4" " -0.00183606" " 0.990112" " 0.986386" " 0.99614" " 0.991232"
3.70088 " 34.0971" " 0.34216" " 0.4" " -0.00182925" " 0.99013" " 0.986398" " 0.996147" " 0.991241"
3.70187 " 34.0642" " 0.341644" " 0.4" " -0.00182238" " 0.990147" " 0.98641" " 0.996153" " 0.99125"
3.70287 " 34.0315" " 0.341132" " 0.4" " -0.00181545" " 0.990164" " 0.986422" " 0.99616" " 0.991259"
3.70387 " 33.9989" " 0.340623" " 0.4" " -0.00180845" " 0.990181" " 0.986433" " 0.996166" " 0.991268"
3.70487 " 33.9664" " 0.340117" " 0.4" " -0.0018014" " 0.990198" " 0.986445" " 0.996172" " 0.991277"
3.70587 " 33.934" " 0.339614" " 0.4" " -0.00179429" " 0.990215" " 0.986456" " 0.996178" " 0.991286"
3.70687 " 33.9018" " 0.339114" " 0.4" " -0.00178713" " 0.990231" " 0.986467" " 0.996185" " 0.991294"
3.70787 " 33.8697" " 0.338617" " 0.4" " -0.0017799" " 0.990247" " 0.986479" " 0.996191" " 0.991302"
3.70887 " 33.8377" " 0.338123" " 0.4" " -0.00177262" " 0.990263" " 0.98649" " 0.996197" " 0.991311"
3.70987 " 33.8059" " 0.337633" " 0.4" " -0.00176528" " 0.990279" " 0.986501" " 0.996202" " 0.991319"
3.71087 " 33.7741" " 0.337145" " 0.4" " -0.00175788" " 0.990295" " 0.986511" " 0.996208" " 0.991327"
3.71187 " 33.7426" " 0.336661" " 0.4" " -0.00175043" " 0.990311" " 0.986522" " 0.996214" " 0.991335"
3.71287 " 33.7111" " 0.33618" " 0.4" " -0.00174292" " 0.990326" " 0.986533" " 0.99622" " 0.991343"
