Time,gENROU.delta,gENROU.PELEC,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.608,34.3342,0.39999998,-1.4206621e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.61,34.3342,0.39999998,-1.4157044e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.612,34.3342,0.39999998,-1.4107467e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.614,34.3342,0.39999998,-1.4057892e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.616,34.3342,0.39999998,-1.4008315e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.618,34.3342,0.39999998,-1.3958739e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.62,34.3342,0.39999998,-1.3909162e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.622,34.3342,0.39999998,-1.3859586e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.624,34.3342,0.39999998,-1.3810009e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.626,34.3342,0.39999998,-1.3760432e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.628,34.3342,0.39999998,-1.3710856e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.63,34.3342,0.39999998,-1.3661279e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.632,34.3342,0.39999998,-1.3611703e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.634,34.3342,0.39999998,-1.3562126e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.636,34.3342,0.39999998,-1.351255e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.638,34.3342,0.39999998,-1.3462973e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.64,34.3342,0.39999998,-1.3413396e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.642,34.3342,0.39999998,-1.336382e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.644,34.3342,0.39999998,-1.3314243e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.646,34.3342,0.39999998,-1.3264667e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.648,34.3342,0.39999998,-1.321509e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.65,34.3342,0.39999998,-1.3165513e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.652,34.3342,0.39999998,-1.3115937e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.654,34.3342,0.39999998,-1.306636e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.656,34.3342,0.39999998,-1.3016784e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.658,34.3342,0.39999998,-1.2967207e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.66,34.3342,0.39999998,-1.2917631e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.662,34.3342,0.39999998,-1.2868054e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.664,34.3342,0.39999998,-1.2818477e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.666,34.3342,0.39999998,-1.2768901e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.668,34.3342,0.39999998,-1.2719324e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.67,34.3342,0.39999998,-1.2669749e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.672,34.3342,0.39999998,-1.2620172e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.674,34.3342,0.39999998,-1.2570596e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.676,34.3342,0.39999998,-1.2521019e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.678,34.3342,0.39999998,-1.2471442e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.68,34.3342,0.39999998,-1.2421866e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.682,34.3342,0.39999998,-1.2372289e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.684,34.3342,0.39999998,-1.2322713e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.686,34.3342,0.39999998,-1.2273136e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.688,34.3342,0.39999998,-1.2223559e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.69,34.3342,0.39999998,-1.2173983e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.692,34.3342,0.39999998,-1.2124406e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.694,34.3342,0.39999998,-1.207483e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.696,34.3342,0.39999998,-1.2025253e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.698,34.3342,0.39999998,-1.1975677e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.7,34.3342,0.39999998,-1.19261e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.702,34.3342,0.39999998,-1.1876523e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.704,34.3342,0.39999998,-1.1826947e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.706,34.3342,0.39999998,-1.177737e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.708,34.3342,0.39999998,-1.1727794e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.71,34.3342,0.39999998,-1.1678217e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.712,34.3342,0.39999998,-1.1628641e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.714,34.3342,0.39999998,-1.1579064e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.716,34.3342,0.39999998,-1.1529487e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.718,34.3342,0.39999998,-1.1479911e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.72,34.3342,0.39999998,-1.1430334e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.722,34.3342,0.39999998,-1.1380759e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.724,34.3342,0.39999998,-1.1331182e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.726,34.3342,0.39999998,-1.1281605e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.728,34.3342,0.39999998,-1.1232029e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.73,34.3342,0.39999998,-1.1182452e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.732,34.3342,0.39999998,-1.1132876e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.734,34.3342,0.39999998,-1.1083299e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.736,34.3342,0.39999998,-1.1033723e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.738,34.3342,0.39999998,-1.0984146e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.74,34.3342,0.39999998,-1.0934569e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.742,34.3342,0.39999998,-1.0884993e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.744,34.3342,0.39999998,-1.0835416e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.746,34.3342,0.39999998,-1.078584e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.748,34.3342,0.39999998,-1.0736263e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.75,34.3342,0.39999998,-1.0686687e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.752,34.3342,0.39999998,-1.063711e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.754,34.3342,0.39999998,-1.0587533e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.756,34.3342,0.39999998,-1.0537957e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.758,34.3342,0.39999998,-1.048838e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.76,34.3342,0.39999998,-1.0438804e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.762,34.3342,0.39999998,-1.0389227e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.764,34.3342,0.39999998,-1.033965e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.766,34.3342,0.39999998,-1.0290074e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.768,34.3342,0.39999998,-1.0240497e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.77,34.3342,0.39999998,-1.0190921e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.772,34.3342,0.39999998,-1.0141344e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.774,34.3342,0.39999998,-1.0091769e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.776,34.3342,0.39999998,-1.0042192e-09,0.99999994,0.9919934,0.9999999,0.9959841
1.778,34.3342,0.39999998,-9.992615e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.78,34.3342,0.39999998,-9.943039e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.782,34.3342,0.39999998,-9.893462e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.784,34.3342,0.39999998,-9.843886e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.786,34.3342,0.39999998,-9.794309e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.788,34.3342,0.39999998,-9.744733e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.79,34.3342,0.39999998,-9.695156e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.792,34.3342,0.39999998,-9.645579e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.794,34.3342,0.39999998,-9.596003e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.796,34.3342,0.39999998,-9.546426e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.798,34.3342,0.39999998,-9.49685e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.8,34.3342,0.39999998,-9.447273e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.802,34.3342,0.39999998,-9.397696e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.804,34.3342,0.39999998,-9.34812e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.806,34.3342,0.39999998,-9.2985436e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.808,34.3342,0.39999998,-9.248967e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.81,34.3342,0.39999998,-9.19939e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.812,34.3342,0.39999998,-9.1498137e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.814,34.3342,0.39999998,-9.100237e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.816,34.3342,0.39999998,-9.050661e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.818,34.3342,0.39999998,-9.0010843e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.82,34.3342,0.39999998,-8.951508e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.822,34.3342,0.39999998,-8.901931e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.824,34.3342,0.39999998,-8.8523544e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.826,34.3342,0.39999998,-8.802778e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.828,34.3342,0.39999998,-8.7532015e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.83,34.3342,0.39999998,-8.703625e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.832,34.3342,0.39999998,-8.6540486e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.834,34.3342,0.39999998,-8.6044716e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.836,34.3342,0.39999998,-8.554895e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.838,34.334198,0.39999998,-8.5053187e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.84,34.334198,0.39999998,-8.455742e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.842,34.334198,0.39999998,-8.406166e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.844,34.334198,0.39999998,-8.3565893e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.846,34.334198,0.39999998,-8.307013e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.848,34.334198,0.39999998,-8.257436e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.85,34.334198,0.39999998,-8.2078594e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.852,34.334198,0.39999998,-8.158283e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.854,34.334198,0.39999998,-8.1087065e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.856,34.334198,0.39999998,-8.05913e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.858,34.334198,0.39999998,-8.0095536e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.86,34.334198,0.39999998,-7.9599766e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.862,34.334198,0.39999998,-7.9104e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.864,34.334198,0.39999998,-7.8608237e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.866,34.334198,0.39999998,-7.811247e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.868,34.334198,0.39999998,-7.761671e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.87,34.334198,0.39999998,-7.7120943e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.872,34.334198,0.39999998,-7.6625173e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.874,34.334198,0.39999998,-7.612941e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.876,34.334198,0.39999998,-7.5633644e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.878,34.334198,0.39999998,-7.513788e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.88,34.334198,0.39999998,-7.4642115e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.882,34.334198,0.39999998,-7.414635e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.884,34.334198,0.39999998,-7.3650586e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.886,34.334198,0.39999998,-7.3154816e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.888,34.334198,0.39999998,-7.265905e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.89,34.334198,0.39999998,-7.2163286e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.892,34.334198,0.39999998,-7.166752e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.894,34.334198,0.39999998,-7.117176e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.896,34.334198,0.39999998,-7.0675993e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.898,34.334198,0.39999998,-7.018022e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.9,34.334198,0.39999998,-6.968446e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.902,34.334198,0.39999998,-6.9188694e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.904,34.334198,0.39999998,-6.869293e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.906,34.334198,0.39999998,-6.8197165e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.908,34.334198,0.39999998,-6.77014e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.91,34.334198,0.39999998,-6.720563e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.912,34.334198,0.39999998,-6.6709865e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.914,34.334198,0.39999998,-6.62141e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.916,34.334198,0.39999998,-6.5718336e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.918,34.334198,0.39999998,-6.522257e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.92,34.334198,0.39999998,-6.472681e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.922,34.334198,0.39999998,-6.423104e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.924,34.334198,0.39999998,-6.373527e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.926,34.334198,0.39999998,-6.323951e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.928,34.334198,0.39999998,-6.2743744e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.93,34.334198,0.39999998,-6.224798e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.932,34.334198,0.39999998,-6.1752214e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.934,34.334198,0.39999998,-6.125645e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.936,34.334198,0.39999998,-6.076068e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.938,34.334198,0.39999998,-6.0264915e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.94,34.334198,0.39999998,-5.976915e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.942,34.334198,0.39999998,-5.9273386e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.944,34.334198,0.39999998,-5.877762e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.946,34.334198,0.39999998,-5.8281857e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.948,34.334198,0.39999998,-5.7786087e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.95,34.334198,0.39999998,-5.729032e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.952,34.334198,0.39999998,-5.679456e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.954,34.334198,0.39999998,-5.6298793e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.956,34.334198,0.39999998,-5.580303e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.958,34.334198,0.39999998,-5.5307264e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.96,34.334198,0.39999998,-5.48115e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.962,34.334198,0.39999998,-5.431573e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.964,34.334198,0.39999998,-5.3819965e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.966,34.334198,0.39999998,-5.33242e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.968,34.334198,0.39999998,-5.2828436e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.97,34.334198,0.39999998,-5.233267e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.972,34.334198,0.39999998,-5.1836907e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.974,34.334198,0.39999998,-5.1341137e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.976,34.334198,0.39999998,-5.084537e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.978,34.334198,0.39999998,-5.034961e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.98,34.334198,0.39999998,-4.9853843e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.982,34.334198,0.39999998,-4.935808e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.984,34.334198,0.39999998,-4.8862314e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.986,34.334198,0.39999998,-4.8366544e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.988,34.334198,0.39999998,-4.787078e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.99,34.334198,0.39999998,-4.7375015e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.992,34.334198,0.39999998,-4.687925e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.994,34.334198,0.39999998,-4.6383486e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.996,34.334198,0.39999998,-4.588772e-10,0.99999994,0.9919934,0.9999999,0.9959841
1.998,34.334198,0.39999998,-4.5391954e-10,0.99999994,0.9919934,0.9999999,0.9959841
2.0,34.334198,0.39999998,-4.489619e-10,0.99999994,0.9919934,0.9999999,0.9959841
2.0,34.334198,0.050378893,-4.489619e-10,0.58651894,0.1598131,0.059244864,1e-10
2.002,34.33567,0.049214393,8.181964e-05,0.57863885,0.15768863,0.058568195,1e-10
2.004,34.340096,0.048107825,0.00016389461,0.5710802,0.15565117,0.057920296,1e-10
2.006,34.347485,0.047055114,0.00024620467,0.5638228,0.15369529,0.057299357,1e-10
2.008,34.357838,0.04605486,0.0003287484,0.5568642,0.15182027,0.0567051,1e-10
2.01,34.371174,0.045102928,0.0004115048,0.5501827,0.15002024,0.056135576,1e-10
2.012,34.38749,0.044198796,0.00049447775,0.543781,0.14829591,0.05559096,1e-10
2.014,34.406803,0.043337982,0.0005776427,0.53763354,0.14664039,0.055069,1e-10
2.016,34.429104,0.042519864,0.000661002,0.5317417,0.14505401,0.054569744,1e-10
2.018,34.454414,0.041740745,0.00074453594,0.5260843,0.14353104,0.054091323,1e-10
2.02,34.48273,0.040999748,0.0008282441,0.52066,0.14207111,0.053633567,1e-10
2.022,34.514065,0.040294684,0.00091211684,0.51545763,0.14067118,0.053195465,1e-10
2.024,34.548416,0.039623357,0.000996144,0.51046556,0.1393281,0.052775983,1e-10
2.026,34.585793,0.038984325,0.0010803201,0.50567716,0.13804008,0.0523745,1e-10
2.028,34.6262,0.038375884,0.0011646376,0.50108373,0.13680477,0.051990237,1e-10
2.03,34.669643,0.037796263,0.0012490886,0.4966756,0.13561952,0.05162232,1e-10
2.032,34.71613,0.037243802,0.0013336653,0.49244362,0.13448188,0.051269937,1e-10
2.034,34.765663,0.03671698,0.0014183604,0.48837927,0.13338953,0.05093233,1e-10
2.036,34.81825,0.03621426,0.0015031659,0.48447376,0.1323401,0.05060871,1e-10
2.038,34.873886,0.035734724,0.0015880796,0.48072273,0.1313324,0.05029868,1e-10
2.04,34.932583,0.035277344,0.0016730973,0.47712064,0.13036492,0.05000174,1e-10
2.042,34.994343,0.03484054,0.0017582101,0.47365767,0.12943503,0.04971702,1e-10
2.044,35.059166,0.03442308,0.0018434116,0.47032624,0.12854068,0.049443867,1e-10
2.046,35.127064,0.034024283,0.0019287,0.4671231,0.12768096,0.04918196,1e-10
2.048,35.198032,0.033643603,0.0020140745,0.46404573,0.1268552,0.04893108,1e-10
2.05,35.27207,0.033279657,0.0020995268,0.46108493,0.12606092,0.04869042,1e-10
2.052,35.349194,0.032931484,0.0021850518,0.45823467,0.12529647,0.048459444,1e-10
2.054,35.429394,0.032598455,0.0022706476,0.45549136,0.124560915,0.048237838,1e-10
2.056,35.512676,0.032280263,0.0023563139,0.45285398,0.12385394,0.04802549,1e-10
2.058,35.599045,0.03197578,0.0024420442,0.4503147,0.123173445,0.047821727,1e-10
2.06,35.6885,0.03168426,0.0025278348,0.44786867,0.12251812,0.04762612,1e-10
2.062,35.781048,0.031405084,0.0026136825,0.4455119,0.121886894,0.04743832,1e-10
2.064,35.876686,0.031137954,0.0026995875,0.4432431,0.1212794,0.0472582,1e-10
2.066,35.975418,0.030882128,0.002785545,0.44105706,0.12069425,0.04708531,1e-10
2.068,36.077244,0.030637076,0.0028715532,0.43895033,0.1201305,0.046919353,1e-10
2.07,36.18217,0.030402297,0.0029576092,0.43691963,0.119587265,0.04676003,1e-10
2.072,36.29019,0.030177284,0.0030437107,0.43496147,0.11906361,0.046607044,1e-10
2.074,36.401318,0.029961606,0.0031298553,0.43307307,0.11855876,0.04646014,1e-10
2.076,36.515545,0.029754851,0.0032160415,0.43125156,0.118071966,0.04631908,1e-10
2.078,36.632874,0.029556615,0.0033022668,0.4294942,0.11760248,0.04618362,1e-10
2.08,36.75331,0.029366404,0.003388529,0.42779744,0.11714934,0.046053447,1e-10
2.082,36.87685,0.029183896,0.003474826,0.42615905,0.11671195,0.04592837,1e-10
2.084,37.003498,0.02900874,0.0035611566,0.42457658,0.11628965,0.045808174,1e-10
2.086,37.133255,0.028840601,0.0036475186,0.42304766,0.115881786,0.045692652,1e-10
2.088,37.266125,0.028679162,0.0037339106,0.42157,0.115487754,0.045581605,1e-10
2.09,37.402103,0.028524129,0.0038203313,0.42014146,0.11510698,0.045474846,1e-10
2.092,37.54119,0.02837522,0.003906779,0.41876006,0.114738904,0.045372203,1e-10
2.094,37.683395,0.028232176,0.0039932523,0.41742387,0.114383034,0.045273505,1e-10
2.096,37.828712,0.028094705,0.00407975,0.41613072,0.11403877,0.04517857,1e-10
2.098,37.977146,0.027962597,0.0041662706,0.4148791,0.1137057,0.045087256,1e-10
2.1,38.128693,0.027835635,0.0042528138,0.4136674,0.11338341,0.044999428,1e-10
2.102,38.283356,0.027713621,0.004339378,0.41249418,0.11307149,0.044914957,1e-10
2.104,38.441135,0.027596366,0.004425962,0.411358,0.11276955,0.04483372,1e-10
2.106,38.60203,0.027483694,0.004512566,0.41025764,0.11247727,0.044755604,1e-10
2.108,38.766045,0.027375452,0.0045991885,0.40919188,0.11219432,0.04468051,1e-10
2.11,38.933174,0.027271494,0.004685829,0.40815967,0.11192043,0.04460834,1e-10
2.112,39.103428,0.027171329,0.004772484,0.40715694,0.11165447,0.044538744,1e-10
2.114,39.276802,0.02707485,0.0048591527,0.40618286,0.11139624,0.04447165,1e-10
2.116,39.453293,0.026982026,0.0049458356,0.40523735,0.11114571,0.044407055,1e-10
2.118,39.632908,0.026892722,0.005032532,0.40431935,0.11090259,0.04434485,1e-10
2.12,39.815643,0.026806805,0.005119241,0.4034278,0.11066661,0.044284955,1e-10
2.122,40.0015,0.026724156,0.005205962,0.4025618,0.11043751,0.044227283,1e-10
2.124,40.190475,0.026644666,0.005292695,0.40172052,0.11021506,0.04417176,1e-10
2.126,40.382576,0.02656823,0.0053794384,0.40090314,0.10999905,0.044118315,1e-10
2.128,40.577797,0.026494594,0.0054661916,0.40010747,0.109788895,0.04406676,1e-10
2.13,40.776146,0.026423572,0.0055529526,0.399332,0.10958417,0.044016957,1e-10
2.132,40.977615,0.026355186,0.0056397216,0.39857695,0.109384954,0.04396893,1e-10
2.134,41.18221,0.02628934,0.005726499,0.3978416,0.10919104,0.04392261,1e-10
2.136,41.389927,0.026225949,0.0058132834,0.39712524,0.10900223,0.04387793,1e-10
2.138,41.600765,0.026164925,0.0059000747,0.3964272,0.10881835,0.04383483,1e-10
2.14,41.81473,0.026106196,0.0059868726,0.39574686,0.10863923,0.043793257,1e-10
2.142,42.031822,0.026049688,0.0060736765,0.39508367,0.108464725,0.043753155,1e-10
2.144,42.25204,0.025995301,0.0061604856,0.39443672,0.10829458,0.04371445,1e-10
2.146,42.47538,0.025942886,0.0062472993,0.39380476,0.108128466,0.043677025,1e-10
2.148,42.701843,0.025892451,0.0063341176,0.39318797,0.10796642,0.043640893,1e-10
2.15,42.931435,0.025843943,0.0064209397,0.3925858,0.107808314,0.043606006,1e-10
2.15,42.931435,0.0028735695,0.0064209397,0.33903638,5.4276145e-33,0.012824165,0.0064120824
2.152,43.16425,0.0028510026,0.0065131285,0.33770245,6.4014624e-23,0.012824165,0.0064120824
2.154,43.400383,0.0028293103,0.006605314,0.3364153,2.216045e-32,0.012824165,0.0064120824
2.156,43.63983,0.002808433,0.0066974955,0.3351718,8.5096394e-33,0.012824165,0.0064120824
2.158,43.8826,0.0027883577,0.0067896736,0.3339717,2.691494e-32,0.012824165,0.0064120824
2.16,44.12869,0.0027689715,0.006881847,0.3328087,7.7091035e-33,0.012824165,0.0064120824
2.162,44.378094,0.0027502854,0.0069740163,0.33168384,1.9203415e-32,0.012824165,0.0064120824
2.164,44.630817,0.0027322995,0.007066182,0.33059752,1.7534416e-20,0.012824165,0.0064120824
2.166,44.886856,0.0027150062,0.0071583427,0.32954964,2.418708e-21,0.012824165,0.0064120824
2.168,45.146217,0.002698265,0.007250499,0.32853204,7.567553e-33,0.012824165,0.0064120824
2.17,45.40889,0.0026821112,0.0073426506,0.32754713,1.5879229e-32,0.012824165,0.0064120824
2.172,45.67488,0.002666564,0.0074347975,0.3265964,2.0321605e-32,0.012824165,0.0064120824
2.174,45.944195,0.0026516174,0.0075269397,0.3256798,1.3932519e-32,0.012824165,0.0064120824
2.176,46.21682,0.0026371237,0.007619077,0.32478854,1.9466067e-32,0.012824165,0.0064120824
2.178,46.492767,0.002623093,0.0077112084,0.32392338,2.7979402e-32,0.012824165,0.0064120824
2.18,46.772026,0.002609566,0.007803335,0.32308707,1.1042971e-32,0.012824165,0.0064120824
2.182,47.054604,0.0025965385,0.007895457,0.3222796,4.3012576e-33,0.012824165,0.0064120824
2.184,47.3405,0.002583901,0.007987572,0.32149434,3.659626e-21,0.012824165,0.0064120824
2.186,47.629707,0.0025716315,0.0080796825,0.32073015,1.452002e-20,0.012824165,0.0064120824
