Time,gENSAL.delta,gENSAL.PELEC,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.06,36.640797,0.40000004,-1.8405825e-10,1.0,0.99199355,1.0,0.9959842
0.062,36.640797,0.40000004,-1.8987177e-10,1.0,0.99199355,1.0,0.9959842
0.064,36.640797,0.40000004,-1.9566296e-10,1.0,0.99199355,1.0,0.9959842
0.066,36.640797,0.40000004,-2.0140555e-10,1.0,0.99199355,1.0,0.9959842
0.068,36.640797,0.40000004,-2.0703103e-10,1.0,0.99199355,1.0,0.9959842
0.07,36.640797,0.40000004,-2.1262063e-10,1.0,0.99199355,1.0,0.9959842
0.072,36.640797,0.40000004,-2.1817431e-10,1.0,0.99199355,1.0,0.9959842
0.074,36.640797,0.40000004,-2.236921e-10,1.0,0.99199355,1.0,0.9959842
0.076,36.640797,0.40000004,-2.2917399e-10,1.0,0.99199355,1.0,0.9959842
0.078,36.640797,0.40000004,-2.3462e-10,1.0,0.99199355,1.0,0.9959842
0.08,36.640797,0.40000004,-2.4003005e-10,1.0,0.99199355,1.0,0.9959842
0.082,36.640797,0.40000004,-2.4540425e-10,1.0,0.99199355,1.0,0.9959842
0.084,36.640797,0.40000004,-2.5074254e-10,1.0,0.99199355,1.0,0.9959842
0.086,36.640797,0.40000004,-2.5604494e-10,1.0,0.99199355,1.0,0.9959842
0.088,36.640797,0.40000004,-2.6131142e-10,1.0,0.99199355,1.0,0.9959842
0.09,36.640797,0.40000004,-2.6654198e-10,1.0,0.99199355,1.0,0.9959842
0.092,36.640797,0.40000004,-2.717367e-10,1.0,0.99199355,1.0,0.9959842
0.094,36.640797,0.40000004,-2.7689548e-10,1.0,0.99199355,1.0,0.9959842
0.096,36.640797,0.40000004,-2.8201835e-10,1.0,0.99199355,1.0,0.9959842
0.098,36.640797,0.40000004,-2.8710534e-10,1.0,0.99199355,1.0,0.9959842
0.1,36.640797,0.40000004,-2.921564e-10,1.0,0.99199355,1.0,0.9959842
0.102,36.640797,0.40000004,-2.971716e-10,1.0,0.99199355,1.0,0.9959842
0.104,36.640797,0.40000004,-3.021509e-10,1.0,0.99199355,1.0,0.9959842
0.106,36.640797,0.40000004,-3.0709427e-10,1.0,0.99199355,1.0,0.9959842
0.108,36.640797,0.40000004,-3.1200176e-10,1.0,0.99199355,1.0,0.9959842
0.11,36.640797,0.40000004,-3.1687333e-10,1.0,0.99199355,1.0,0.9959842
0.112,36.640797,0.40000004,-3.2170902e-10,1.0,0.99199355,1.0,0.9959842
0.114,36.640797,0.40000004,-3.265088e-10,1.0,0.99199355,1.0,0.9959842
0.116,36.640797,0.40000004,-3.3127268e-10,1.0,0.99199355,1.0,0.9959842
0.118,36.640797,0.4,-3.3600067e-10,1.0,0.99199355,1.0,0.9959842
0.12,36.640797,0.4,-3.4069275e-10,1.0,0.99199355,1.0,0.9959842
0.122,36.640797,0.4,-3.4534892e-10,1.0,0.99199355,1.0,0.9959842
0.124,36.640797,0.4,-3.4996922e-10,1.0,0.99199355,1.0,0.9959842
0.126,36.640797,0.4,-3.5455358e-10,1.0,0.99199355,1.0,0.9959842
0.128,36.640797,0.4,-3.5910208e-10,1.0,0.99199355,1.0,0.9959842
0.13,36.640797,0.4,-3.6361464e-10,1.0,0.99199355,1.0,0.9959842
0.132,36.640797,0.4,-3.6799513e-10,1.0,0.99199355,1.0,0.9959842
0.134,36.640797,0.4,-3.7221998e-10,1.0,0.99199355,1.0,0.9959842
0.136,36.640797,0.4,-3.7639644e-10,1.0,0.99199355,1.0,0.9959842
0.138,36.640797,0.4,-3.8052456e-10,1.0,0.99199355,1.0,0.9959842
0.14,36.640797,0.4,-3.8460432e-10,1.0,0.99199355,1.0,0.9959842
0.142,36.640797,0.4,-3.8863576e-10,1.0,0.99199355,1.0,0.9959842
0.144,36.640797,0.4,-3.9261883e-10,1.0,0.99199355,1.0,0.9959842
0.146,36.640797,0.4,-3.9655357e-10,1.0,0.99199355,1.0,0.9959842
0.148,36.640797,0.4,-4.0043996e-10,1.0,0.99199355,1.0,0.9959842
0.15,36.640797,0.4,-4.0427797e-10,1.0,0.99199355,1.0,0.9959842
0.152,36.640797,0.4,-4.0806766e-10,1.0,0.99199355,1.0,0.9959842
0.154,36.640797,0.4,-4.11809e-10,1.0,0.99199355,1.0,0.9959842
0.156,36.640797,0.4,-4.15502e-10,1.0,0.99199355,1.0,0.9959842
0.158,36.640797,0.4,-4.1914663e-10,1.0,0.99199355,1.0,0.9959842
0.16,36.640797,0.4,-4.2274292e-10,1.0,0.99199355,1.0,0.9959842
0.162,36.640797,0.4,-4.2629086e-10,1.0,0.99199355,1.0,0.9959842
0.164,36.640797,0.4,-4.2979045e-10,1.0,0.99199355,1.0,0.9959842
0.166,36.640797,0.4,-4.3324172e-10,1.0,0.99199355,1.0,0.9959842
0.168,36.640797,0.4,-4.366446e-10,1.0,0.99199355,1.0,0.9959842
0.17,36.640797,0.4,-4.3999915e-10,1.0,0.99199355,1.0,0.9959842
0.172,36.640797,0.4,-4.4330536e-10,1.0,0.99199355,1.0,0.9959842
0.174,36.640797,0.4,-4.4656323e-10,1.0,0.99199355,1.0,0.9959842
0.176,36.640797,0.4,-4.4977272e-10,1.0,0.99199355,1.0,0.9959842
0.178,36.640797,0.4,-4.5293388e-10,1.0,0.99199355,1.0,0.9959842
0.18,36.640797,0.4,-4.560467e-10,1.0,0.99199355,1.0,0.9959842
0.182,36.640797,0.4,-4.5911117e-10,1.0,0.99199355,1.0,0.9959842
0.184,36.640797,0.4,-4.6212725e-10,1.0,0.99199355,1.0,0.9959842
0.186,36.640797,0.4,-4.6509502e-10,1.0,0.99199355,1.0,0.9959842
0.188,36.640797,0.4,-4.6801446e-10,1.0,0.99199355,1.0,0.9959842
0.19,36.640797,0.4,-4.708855e-10,1.0,0.99199355,1.0,0.9959842
0.192,36.640797,0.4,-4.7370824e-10,1.0,0.99199355,1.0,0.9959842
0.194,36.640797,0.4,-4.7648263e-10,1.0,0.99199355,1.0,0.9959842
0.196,36.640797,0.4,-4.792086e-10,1.0,0.99199355,1.0,0.9959842
0.198,36.640797,0.4,-4.818863e-10,1.0,0.99199355,1.0,0.9959842
0.2,36.640797,0.4,-4.8451565e-10,1.0,0.99199355,1.0,0.9959842
0.202,36.640797,0.4,-4.870966e-10,1.0,0.99199355,1.0,0.9959842
0.204,36.640797,0.4,-4.896292e-10,1.0,0.99199355,1.0,0.9959842
0.206,36.640797,0.4,-4.921135e-10,1.0,0.99199355,1.0,0.9959842
0.208,36.640797,0.4,-4.9454946e-10,1.0,0.99199355,1.0,0.9959842
0.21,36.640797,0.4,-4.9693705e-10,1.0,0.99199355,1.0,0.9959842
0.212,36.640797,0.4,-4.992763e-10,1.0,0.99199355,1.0,0.9959842
0.214,36.640797,0.4,-5.015672e-10,1.0,0.99199355,1.0,0.9959842
0.216,36.640797,0.4,-5.038097e-10,1.0,0.99199355,1.0,0.9959842
0.218,36.640797,0.4,-5.060039e-10,1.0,0.99199355,1.0,0.9959842
0.22,36.640797,0.4,-5.0814974e-10,1.0,0.99199355,1.0,0.9959842
0.222,36.640797,0.4,-5.1024723e-10,1.0,0.99199355,1.0,0.9959842
0.224,36.640797,0.4,-5.1229637e-10,1.0,0.99199355,1.0,0.9959842
0.226,36.640797,0.4,-5.142972e-10,1.0,0.99199355,1.0,0.9959842
0.228,36.640797,0.4,-5.1624965e-10,1.0,0.99199355,1.0,0.9959842
0.23,36.640797,0.4,-5.1815374e-10,1.0,0.99199355,1.0,0.9959842
0.232,36.640797,0.4,-5.200095e-10,1.0,0.99199355,1.0,0.9959842
0.234,36.640797,0.4,-5.218169e-10,1.0,0.99199355,1.0,0.9959842
0.236,36.640797,0.4,-5.2357596e-10,1.0,0.99199355,1.0,0.9959842
0.238,36.640797,0.4,-5.2528665e-10,1.0,0.99199355,1.0,0.9959842
0.24,36.640797,0.4,-5.2694904e-10,1.0,0.99199355,1.0,0.9959842
0.242,36.640797,0.4,-5.28563e-10,1.0,0.99199355,1.0,0.9959842
0.244,36.640797,0.4,-5.301287e-10,1.0,0.99199355,1.0,0.9959842
0.246,36.640797,0.4,-5.31646e-10,1.0,0.99199355,1.0,0.9959842
0.248,36.640797,0.4,-5.33115e-10,1.0,0.99199355,1.0,0.9959842
0.25,36.640797,0.4,-5.3453564e-10,1.0,0.99199355,1.0,0.9959842
0.252,36.640797,0.4,-5.359079e-10,1.0,0.99199355,1.0,0.9959842
0.254,36.640797,0.4,-5.372318e-10,1.0,0.99199355,1.0,0.9959842
0.256,36.640797,0.4,-5.385074e-10,1.0,0.99199355,1.0,0.9959842
0.258,36.640797,0.4,-5.397346e-10,1.0,0.99199355,1.0,0.9959842
0.26,36.640797,0.4,-5.409135e-10,1.0,0.99199355,1.0,0.9959842
0.262,36.640797,0.4,-5.42044e-10,1.0,0.99199355,1.0,0.9959842
0.264,36.640797,0.4,-5.4344e-10,1.0,0.99199355,1.0,0.9959842
0.266,36.640797,0.4,-5.4482147e-10,1.0,0.99199355,1.0,0.9959842
0.268,36.640797,0.4,-5.461647e-10,1.0,0.99199355,1.0,0.9959842
0.27,36.640797,0.4,-5.474698e-10,1.0,0.99199355,1.0,0.9959842
0.272,36.640797,0.4,-5.4873667e-10,1.0,0.99199355,1.0,0.9959842
0.274,36.640797,0.4,-5.499654e-10,1.0,0.99199355,1.0,0.9959842
0.276,36.640797,0.4,-5.511559e-10,1.0,0.99199355,1.0,0.9959842
0.278,36.640797,0.4,-5.5230825e-10,1.0,0.99199355,1.0,0.9959842
0.28,36.640797,0.4,-5.534224e-10,1.0,0.99199355,1.0,0.9959842
0.282,36.640797,0.4,-5.544984e-10,1.0,0.99199355,1.0,0.9959842
0.284,36.640797,0.4,-5.555362e-10,1.0,0.99199355,1.0,0.9959842
0.286,36.640797,0.4,-5.5653576e-10,1.0,0.99199355,1.0,0.9959842
0.288,36.640797,0.4,-5.574972e-10,1.0,0.99199355,1.0,0.9959842
0.29,36.640797,0.4,-5.584205e-10,1.0,0.99199355,1.0,0.9959842
0.292,36.640797,0.4,-5.593055e-10,1.0,0.99199355,1.0,0.9959842
0.294,36.640797,0.4,-5.6015237e-10,1.0,0.99199355,1.0,0.9959842
0.296,36.640797,0.4,-5.6096106e-10,1.0,0.99199355,1.0,0.9959842
0.298,36.640797,0.4,-5.6173155e-10,1.0,0.99199355,1.0,0.9959842
0.3,36.640797,0.4,-5.624639e-10,1.0,0.99199355,1.0,0.9959842
0.302,36.640797,0.4,-5.63158e-10,1.0,0.99199355,1.0,0.9959842
0.304,36.640797,0.4,-5.63814e-10,1.0,0.99199355,1.0,0.9959842
0.306,36.640797,0.4,-5.644318e-10,1.0,0.99199355,1.0,0.9959842
0.308,36.640797,0.4,-5.6501137e-10,1.0,0.99199355,1.0,0.9959842
0.31,36.640793,0.4,-5.6555277e-10,1.0,0.99199355,1.0,0.9959842
0.312,36.640793,0.4,-5.66056e-10,1.0,0.99199355,1.0,0.9959842
0.314,36.640793,0.4,-5.66521e-10,1.0,0.99199355,1.0,0.9959842
0.316,36.640793,0.4,-5.669479e-10,1.0,0.99199355,1.0,0.9959842
0.318,36.640793,0.4,-5.6733657e-10,1.0,0.99199355,1.0,0.9959842
0.32,36.640793,0.4,-5.67687e-10,1.0,0.99199355,1.0,0.9959842
0.322,36.640793,0.4,-5.679993e-10,1.0,0.99199355,1.0,0.9959842
0.324,36.640793,0.4,-5.682735e-10,1.0,0.99199355,1.0,0.9959842
0.326,36.640793,0.4,-5.685094e-10,1.0,0.99199355,1.0,0.9959842
0.328,36.640793,0.4,-5.6870714e-10,1.0,0.99199355,1.0,0.9959842
0.33,36.640793,0.4,-5.6886673e-10,1.0,0.99199355,1.0,0.9959842
0.332,36.640793,0.4,-5.6898813e-10,1.0,0.99199355,1.0,0.9959842
0.334,36.640793,0.4,-5.690713e-10,1.0,0.99199355,1.0,0.9959842
0.336,36.640793,0.4,-5.691163e-10,1.0,0.99199355,1.0,0.9959842
0.338,36.640793,0.4,-5.691232e-10,1.0,0.99199355,1.0,0.9959842
0.34,36.640793,0.4,-5.6909183e-10,1.0,0.99199355,1.0,0.9959842
0.342,36.640793,0.4,-5.690223e-10,1.0,0.99199355,1.0,0.9959842
0.344,36.640793,0.4,-5.689146e-10,1.0,0.99199355,1.0,0.9959842
0.346,36.640793,0.4,-5.687687e-10,1.0,0.99199355,1.0,0.9959842
0.348,36.640793,0.4,-5.685846e-10,1.0,0.99199355,1.0,0.9959842
0.35,36.640793,0.4,-5.6836236e-10,1.0,0.99199355,1.0,0.9959842
0.352,36.640793,0.4,-5.681019e-10,1.0,0.99199355,1.0,0.9959842
0.354,36.640793,0.4,-5.6780325e-10,1.0,0.99199355,1.0,0.9959842
0.356,36.640793,0.4,-5.6746646e-10,1.0,0.99199355,1.0,0.9959842
0.358,36.640793,0.4,-5.6709143e-10,1.0,0.99199355,1.0,0.9959842
0.36,36.640793,0.4,-5.6667826e-10,1.0,0.99199355,1.0,0.9959842
0.362,36.640793,0.4,-5.662269e-10,1.0,0.99199355,1.0,0.9959842
0.364,36.640793,0.4,-5.6573735e-10,1.0,0.99199355,1.0,0.9959842
0.366,36.640793,0.4,-5.6520966e-10,1.0,0.99199355,1.0,0.9959842
0.368,36.640793,0.4,-5.646437e-10,1.0,0.99199355,1.0,0.9959842
0.37,36.640793,0.4,-5.640396e-10,1.0,0.99199355,1.0,0.9959842
0.372,36.640793,0.4,-5.6339733e-10,1.0,0.99199355,1.0,0.9959842
0.374,36.640793,0.4,-5.627169e-10,1.0,0.99199355,1.0,0.9959842
0.376,36.640793,0.4,-5.619982e-10,1.0,0.99199355,1.0,0.9959842
0.378,36.640793,0.4,-5.612414e-10,1.0,0.99199355,1.0,0.9959842
0.38,36.640793,0.4,-5.6044636e-10,1.0,0.99199355,1.0,0.9959842
0.382,36.640793,0.4,-5.596132e-10,1.0,0.99199355,1.0,0.9959842
0.384,36.640793,0.4,-5.587418e-10,1.0,0.99199355,1.0,0.9959842
0.386,36.640793,0.4,-5.578322e-10,1.0,0.99199355,1.0,0.9959842
0.388,36.640793,0.4,-5.568845e-10,1.0,0.99199355,1.0,0.9959842
0.39,36.640793,0.4,-5.5589855e-10,1.0,0.99199355,1.0,0.9959842
0.392,36.640793,0.4,-5.548744e-10,1.0,0.99199355,1.0,0.9959842
0.394,36.640793,0.4,-5.5381216e-10,1.0,0.99199355,1.0,0.9959842
0.396,36.640793,0.4,-5.5271165e-10,1.0,0.99199355,1.0,0.9959842
0.398,36.640793,0.4,-5.51573e-10,1.0,0.99199355,1.0,0.9959842
0.4,36.640793,0.4,-5.503961e-10,1.0,0.99199355,1.0,0.9959842
0.402,36.640793,0.4,-5.491811e-10,1.0,0.99199355,1.0,0.9959842
0.404,36.640793,0.4,-5.4792787e-10,1.0,0.99199355,1.0,0.9959842
0.406,36.640793,0.4,-5.466365e-10,1.0,0.99199355,1.0,0.9959842
0.408,36.640793,0.4,-5.453069e-10,1.0,0.99199355,1.0,0.9959842
0.41,36.640793,0.4,-5.439391e-10,1.0,0.99199355,1.0,0.9959842
0.412,36.640793,0.4,-5.425332e-10,1.0,0.99199355,1.0,0.9959842
0.414,36.640793,0.4,-5.4108906e-10,1.0,0.99199355,1.0,0.9959842
0.416,36.640793,0.4,-5.3960675e-10,1.0,0.99199355,1.0,0.9959842
0.418,36.640793,0.4,-5.3808624e-10,1.0,0.99199355,1.0,0.9959842
0.42,36.640793,0.4,-5.3652754e-10,1.0,0.99199355,1.0,0.9959842
0.422,36.640793,0.4,-5.349307e-10,1.0,0.99199355,1.0,0.9959842
0.424,36.640793,0.4,-5.3329563e-10,1.0,0.99199355,1.0,0.9959842
0.426,36.640793,0.39999998,-5.316224e-10,1.0,0.99199355,1.0,0.9959842
0.428,36.640793,0.39999998,-5.29911e-10,1.0,0.99199355,1.0,0.9959842
0.43,36.640793,0.39999998,-5.281614e-10,1.0,0.99199355,1.0,0.9959842
0.432,36.640793,0.39999998,-5.263736e-10,1.0,0.99199355,1.0,0.9959842
0.434,36.640793,0.39999998,-5.245476e-10,1.0,0.99199355,1.0,0.9959842
0.436,36.640793,0.39999998,-5.226835e-10,1.0,0.99199355,1.0,0.9959842
0.438,36.640793,0.39999998,-5.2078114e-10,1.0,0.99199355,1.0,0.9959842
0.44,36.640793,0.39999998,-5.1884064e-10,1.0,0.99199355,1.0,0.9959842
0.442,36.640793,0.39999998,-5.1686194e-10,1.0,0.99199355,1.0,0.9959842
0.444,36.640793,0.39999998,-5.1484506e-10,1.0,0.99199355,1.0,0.9959842
0.446,36.640793,0.39999998,-5.1279e-10,1.0,0.99199355,1.0,0.9959842
0.448,36.640793,0.39999998,-5.106967e-10,1.0,0.99199355,1.0,0.9959842
0.45,36.640793,0.39999998,-5.085653e-10,1.0,0.99199355,1.0,0.9959842
0.452,36.640793,0.39999998,-5.0639565e-10,1.0,0.99199355,1.0,0.9959842
0.454,36.640793,0.39999998,-5.0418786e-10,1.0,0.99199355,1.0,0.9959842
0.456,36.640793,0.39999998,-5.019419e-10,1.0,0.99199355,1.0,0.9959842
0.458,36.640793,0.39999998,-4.996577e-10,1.0,0.99199355,1.0,0.9959842
0.46,36.640793,0.39999998,-4.9733534e-10,1.0,0.99199355,1.0,0.9959842
0.462,36.640793,0.39999998,-4.9497484e-10,1.0,0.99199355,1.0,0.9959842
0.464,36.640793,0.39999998,-4.925761e-10,1.0,0.99199355,1.0,0.9959842
0.466,36.640793,0.39999998,-4.901392e-10,1.0,0.99199355,1.0,0.9959842
0.468,36.640793,0.39999998,-4.8766413e-10,1.0,0.99199355,1.0,0.9959842
0.47,36.640793,0.39999998,-4.8515086e-10,1.0,0.99199355,1.0,0.9959842
0.472,36.640793,0.39999998,-4.825994e-10,1.0,0.99199355,1.0,0.9959842
0.474,36.640793,0.39999998,-4.8000975e-10,1.0,0.99199355,1.0,0.9959842
0.476,36.640793,0.39999998,-4.773819e-10,1.0,0.99199355,1.0,0.9959842
0.478,36.640793,0.39999998,-4.7471593e-10,1.0,0.99199355,1.0,0.9959842
0.48,36.640793,0.39999998,-4.7201176e-10,1.0,0.99199355,1.0,0.9959842
0.482,36.640793,0.39999998,-4.692694e-10,1.0,0.99199355,1.0,0.9959842
0.484,36.640793,0.39999998,-4.6648885e-10,1.0,0.99199355,1.0,0.9959842
0.486,36.640793,0.39999998,-4.6367007e-10,1.0,0.99199355,1.0,0.9959842
0.488,36.640793,0.39999998,-4.6081317e-10,1.0,0.99199355,1.0,0.9959842
0.49,36.640793,0.39999998,-4.5791806e-10,1.0,0.99199355,1.0,0.9959842
0.492,36.640793,0.39999998,-4.5498477e-10,1.0,0.99199355,1.0,0.9959842
0.494,36.640793,0.39999998,-4.5201332e-10,1.0,0.99199355,1.0,0.9959842
0.496,36.640793,0.39999998,-4.4900364e-10,1.0,0.99199355,1.0,0.9959842
0.498,36.640793,0.39999998,-4.459558e-10,1.0,0.99199355,1.0,0.9959842
0.5,36.640793,0.39999998,-4.428698e-10,1.0,0.99199355,1.0,0.9959842
0.502,36.640793,0.39999998,-4.3974557e-10,1.0,0.99199355,1.0,0.9959842
0.504,36.640793,0.39999998,-4.365832e-10,1.0,0.99199355,1.0,0.9959842
0.506,36.640793,0.39999998,-4.3338264e-10,1.0,0.99199355,1.0,0.9959842
0.508,36.640793,0.39999998,-4.3014386e-10,1.0,0.99199355,1.0,0.9959842
0.51,36.640793,0.39999998,-4.2686693e-10,1.0,0.99199355,1.0,0.9959842
0.512,36.640793,0.39999998,-4.235518e-10,1.0,0.99199355,1.0,0.9959842
0.514,36.640793,0.39999998,-4.2019851e-10,1.0,0.99199355,1.0,0.9959842
0.516,36.640793,0.39999998,-4.16807e-10,1.0,0.99199355,1.0,0.9959842
0.518,36.640793,0.39999998,-4.1337733e-10,1.0,0.99199355,1.0,0.9959842
0.52,36.640793,0.39999998,-4.099095e-10,1.0,0.99199355,1.0,0.9959842
0.522,36.640793,0.39999998,-4.0640344e-10,1.0,0.99199355,1.0,0.9959842
0.524,36.640793,0.39999998,-4.0285922e-10,1.0,0.99199355,1.0,0.9959842
0.526,36.640793,0.39999998,-4.0095524e-10,1.0,0.99199355,1.0,0.9959842
0.528,36.640793,0.39999998,-3.9932857e-10,1.0,0.99199355,1.0,0.9959842
0.53,36.640793,0.39999998,-3.977019e-10,1.0,0.99199355,1.0,0.9959842
0.532,36.640793,0.39999998,-3.9607523e-10,1.0,0.99199355,1.0,0.9959842
0.534,36.640793,0.39999998,-3.9444856e-10,1.0,0.99199355,1.0,0.9959842
0.536,36.640793,0.39999998,-3.928219e-10,1.0,0.99199355,1.0,0.9959842
0.538,36.640793,0.39999998,-3.911952e-10,1.0,0.99199355,1.0,0.9959842
0.54,36.640793,0.39999998,-3.8956852e-10,1.0,0.99199355,1.0,0.9959842
0.542,36.640793,0.39999998,-3.8794185e-10,1.0,0.99199355,1.0,0.9959842
0.544,36.640793,0.39999998,-3.8631517e-10,1.0,0.99199355,1.0,0.9959842
0.546,36.640793,0.39999998,-3.846885e-10,1.0,0.99199355,1.0,0.9959842
0.548,36.640793,0.39999998,-3.8306183e-10,1.0,0.99199355,1.0,0.9959842
0.55,36.640793,0.39999998,-3.8143516e-10,1.0,0.99199355,1.0,0.9959842
0.552,36.640793,0.39999998,-3.7980846e-10,1.0,0.99199355,1.0,0.9959842
0.554,36.640793,0.39999998,-3.781818e-10,1.0,0.99199355,1.0,0.9959842
0.556,36.640793,0.39999998,-3.7655512e-10,1.0,0.99199355,1.0,0.9959842
0.558,36.640793,0.39999998,-3.7492845e-10,1.0,0.99199355,1.0,0.9959842
0.56,36.640793,0.39999998,-3.7330178e-10,1.0,0.99199355,1.0,0.9959842
0.562,36.640793,0.39999998,-3.716751e-10,1.0,0.99199355,1.0,0.9959842
0.564,36.640793,0.39999998,-3.7004844e-10,1.0,0.99199355,1.0,0.9959842
0.566,36.640793,0.39999998,-3.6842174e-10,1.0,0.99199355,1.0,0.9959842
0.568,36.640793,0.39999998,-3.6679507e-10,1.0,0.99199355,1.0,0.9959842
0.57,36.640793,0.39999998,-3.651684e-10,1.0,0.99199355,1.0,0.9959842
0.572,36.640793,0.39999998,-3.6354172e-10,1.0,0.99199355,1.0,0.9959842
0.574,36.640793,0.39999998,-3.6191505e-10,1.0,0.99199355,1.0,0.9959842
0.576,36.640793,0.39999998,-3.6028838e-10,1.0,0.99199355,1.0,0.9959842
0.578,36.640793,0.39999998,-3.586617e-10,1.0,0.99199355,1.0,0.9959842
0.58,36.640793,0.39999998,-3.57035e-10,1.0,0.99199355,1.0,0.9959842
0.582,36.640793,0.39999998,-3.5540834e-10,1.0,0.99199355,1.0,0.9959842
0.584,36.640793,0.39999998,-3.5378167e-10,1.0,0.99199355,1.0,0.9959842
0.586,36.640793,0.39999998,-3.52155e-10,1.0,0.99199355,1.0,0.9959842
0.588,36.640793,0.39999998,-3.5052833e-10,1.0,0.99199355,1.0,0.9959842
0.59,36.640793,0.39999998,-3.4890166e-10,1.0,0.99199355,1.0,0.9959842
0.592,36.640793,0.39999998,-3.47275e-10,1.0,0.99199355,1.0,0.9959842
0.594,36.640793,0.39999998,-3.456483e-10,1.0,0.99199355,1.0,0.9959842
0.596,36.640793,0.39999998,-3.4402162e-10,1.0,0.99199355,1.0,0.9959842
0.598,36.640793,0.39999998,-3.4239495e-10,1.0,0.99199355,1.0,0.9959842
0.6,36.640793,0.39999998,-3.4076827e-10,1.0,0.99199355,1.0,0.9959842
0.602,36.640793,0.39999998,-3.391416e-10,1.0,0.99199355,1.0,0.9959842
0.604,36.640793,0.39999998,-3.3751493e-10,1.0,0.99199355,1.0,0.9959842
0.606,36.640793,0.39999998,-3.3588826e-10,1.0,0.99199355,1.0,0.9959842
0.608,36.640793,0.39999998,-3.3426156e-10,1.0,0.99199355,1.0,0.9959842
0.61,36.640793,0.39999998,-3.326349e-10,1.0,0.99199355,1.0,0.9959842
0.612,36.640793,0.39999998,-3.3100822e-10,1.0,0.99199355,1.0,0.9959842
0.614,36.640793,0.39999998,-3.2938155e-10,1.0,0.99199355,1.0,0.9959842
0.616,36.640793,0.39999998,-3.2775488e-10,1.0,0.99199355,1.0,0.9959842
0.618,36.640793,0.39999998,-3.261282e-10,1.0,0.99199355,1.0,0.9959842
0.62,36.640793,0.39999998,-3.2450154e-10,1.0,0.99199355,1.0,0.9959842
0.622,36.640793,0.39999998,-3.2287484e-10,1.0,0.99199355,1.0,0.9959842
0.624,36.640793,0.39999998,-3.2124817e-10,1.0,0.99199355,1.0,0.9959842
0.626,36.640793,0.39999998,-3.196215e-10,1.0,0.99199355,1.0,0.9959842
0.628,36.640793,0.39999998,-3.1799482e-10,1.0,0.99199355,1.0,0.9959842
0.63,36.640793,0.39999998,-3.1636815e-10,1.0,0.99199355,1.0,0.9959842
