Time,gENSAE.delta,gENSAE.PELEC,gENSAE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
4.984,62.58582,0.000657475,0.13004676,0.16217169,1.0957493e-28,0.012824165,0.0064120824
4.986,62.667553,0.00065720384,0.13012931,0.16213824,8.388506e-29,0.012824165,0.0064120824
4.988,62.749344,0.0006569331,0.13021185,0.16210485,3.0865528e-29,0.012824165,0.0064120824
4.99,62.831184,0.00065666286,0.13029438,0.1620715,2.3662913e-17,0.012824165,0.0064120824
4.992,62.913074,0.00065639295,0.1303769,0.16203819,1.2155957e-29,0.012824165,0.0064120824
4.994,62.995018,0.0006561235,0.13045943,0.16200493,2.4046122e-29,0.012824165,0.0064120824
4.996,63.077015,0.00065585447,0.13054195,0.1619717,3.290362e-17,0.012824165,0.0064120824
4.998,63.159065,0.00065558584,0.13062446,0.16193853,1.5844058e-28,0.012824165,0.0064120824
5.0,63.24116,0.0006553176,0.13070695,0.16190541,1.1887902e-17,0.012824165,0.0064120824
5.002,63.323315,0.0006550498,0.13078946,0.16187231,9.0394835e-18,0.012824165,0.0064120824
5.004,63.405518,0.0006547824,0.13087195,0.16183928,1.6661689e-17,0.012824165,0.0064120824
5.006,63.487774,0.0006545154,0.13095443,0.16180627,1.1993238e-28,0.012824165,0.0064120824
5.008,63.57008,0.0006542488,0.13103692,0.16177332,2.5672108e-29,0.012824165,0.0064120824
5.01,63.65244,0.0006539826,0.13111939,0.1617404,2.7080047e-17,0.012824165,0.0064120824
5.012,63.734848,0.00065371685,0.13120186,0.16170754,2.4189829e-29,0.012824165,0.0064120824
5.014,63.81731,0.0006534515,0.13128433,0.16167472,4.172865e-17,0.012824165,0.0064120824
5.016,63.899826,0.0006531866,0.13136677,0.16164194,9.142194e-18,0.012824165,0.0064120824
5.018,63.98239,0.000652922,0.13144922,0.1616092,1.0787225e-17,0.012824165,0.0064120824
5.02,64.06501,0.0006526579,0.13153167,0.16157651,1.8798834e-29,0.012824165,0.0064120824
5.022,64.14768,0.00065239414,0.13161412,0.16154386,1.623194e-17,0.012824165,0.0064120824
5.024,64.2304,0.0006521308,0.13169654,0.16151126,9.005887e-18,0.012824165,0.0064120824
5.026,64.31317,0.0006518679,0.13177897,0.16147868,2.4619206e-17,0.012824165,0.0064120824
5.028,64.395996,0.00065160537,0.13186139,0.16144617,1.6961531e-29,0.012824165,0.0064120824
5.03,64.478874,0.00065134326,0.1319438,0.1614137,3.0757128e-29,0.012824165,0.0064120824
5.032,64.561806,0.0006510815,0.13202621,0.16138126,8.8752645e-30,0.012824165,0.0064120824
5.034,64.64478,0.0006508202,0.13210861,0.16134888,3.2056557e-17,0.012824165,0.0064120824
5.036,64.72782,0.00065055926,0.13219102,0.16131653,7.0130225e-18,0.012824165,0.0064120824
5.038,64.8109,0.0006502988,0.1322734,0.16128422,1.6596519e-29,0.012824165,0.0064120824
5.04,64.894035,0.00065003865,0.1323558,0.16125196,9.3572345e-30,0.012824165,0.0064120824
5.042,64.97723,0.0006497789,0.13243817,0.16121975,3.033825e-29,0.012824165,0.0064120824
5.044,65.06046,0.0006495196,0.13252054,0.16118757,6.6815427e-18,0.012824165,0.0064120824
5.046,65.14375,0.0006492607,0.13260292,0.16115545,1.676904e-18,0.012824165,0.0064120824
5.048,65.2271,0.0006490022,0.13268527,0.16112335,6.8050457e-18,0.012824165,0.0064120824
5.05,65.31049,0.00064874406,0.13276763,0.16109131,4.0997805e-18,0.012824165,0.0064120824
5.052,65.393936,0.0006484863,0.13284998,0.1610593,1.7222681e-31,0.012824165,0.0064120824
5.054,65.47744,0.000648229,0.13293232,0.16102736,4.8382134e-31,0.012824165,0.0064120824
5.056,65.56099,0.00064797205,0.13301466,0.16099544,3.4928164e-19,0.012824165,0.0064120824
5.058,65.644585,0.00064771535,0.133097,0.16096355,9.537635e-19,0.012824165,0.0064120824
5.06,65.72824,0.0006474589,0.13317932,0.16093168,3.501345e-31,0.012824165,0.0064120824
5.062,65.81194,0.00064720283,0.13326164,0.16089985,1.1813658e-30,0.012824165,0.0064120824
5.064,65.8957,0.0006469471,0.13334395,0.16086806,7.999842e-31,0.012824165,0.0064120824
5.066,65.97951,0.0006466918,0.13342626,0.16083631,1.0589089e-30,0.012824165,0.0064120824
5.068,66.06337,0.0006464369,0.13350856,0.16080461,1.0564772e-17,0.012824165,0.0064120824
5.07,66.14728,0.00064618234,0.13359086,0.16077295,8.229893e-30,0.012824165,0.0064120824
5.072,66.23125,0.0006459282,0.13367315,0.16074133,1.5297962e-18,0.012824165,0.0064120824
5.074,66.31526,0.0006456744,0.13375543,0.16070974,6.623751e-30,0.012824165,0.0064120824
5.076,66.39933,0.000645421,0.13383771,0.16067821,1.078606e-30,0.012824165,0.0064120824
5.078,66.483444,0.000645168,0.13391998,0.1606467,5.1800895e-18,0.012824165,0.0064120824
5.08,66.56761,0.00064491533,0.13400225,0.16061525,5.156527e-30,0.012824165,0.0064120824
5.082,66.65184,0.00064466306,0.13408451,0.16058384,1.7629682e-17,0.012824165,0.0064120824
5.084,66.73611,0.0006444112,0.13416676,0.16055246,1.1042571e-28,0.012824165,0.0064120824
5.086,66.820435,0.0006441597,0.13424902,0.16052112,2.2910664e-29,0.012824165,0.0064120824
5.088,66.904816,0.00064390857,0.13433126,0.16048983,8.520853e-30,0.012824165,0.0064120824
5.09,66.98924,0.0006436578,0.1344135,0.16045858,1.7804652e-17,0.012824165,0.0064120824
5.092,67.07372,0.00064340746,0.13449572,0.16042738,6.4598314e-29,0.012824165,0.0064120824
5.094,67.15826,0.00064315746,0.13457794,0.1603962,2.904468e-29,0.012824165,0.0064120824
5.096,67.242836,0.0006429078,0.13466017,0.16036507,7.1633436e-29,0.012824165,0.0064120824
5.098,67.32747,0.00064265856,0.13474238,0.16033398,2.3316061e-17,0.012824165,0.0064120824
5.1,67.412155,0.00064240966,0.13482459,0.16030294,8.35349e-29,0.012824165,0.0064120824
5.102,67.496895,0.0006421612,0.13490678,0.16027193,6.0815e-29,0.012824165,0.0064120824
5.104,67.58169,0.00064191304,0.13498898,0.16024096,3.6637998e-29,0.012824165,0.0064120824
5.106,67.66653,0.0006416653,0.13507117,0.16021003,1.7291336e-28,0.012824165,0.0064120824
5.108,67.75142,0.0006414179,0.13515335,0.16017914,1.7250213e-17,0.012824165,0.0064120824
5.11,67.836365,0.0006411709,0.13523553,0.1601483,5.4408406e-29,0.012824165,0.0064120824
5.112,67.921364,0.0006409242,0.13531771,0.16011749,5.1242725e-29,0.012824165,0.0064120824
5.114,68.00641,0.0006406779,0.13539988,0.16008672,1.4482761e-28,0.012824165,0.0064120824
5.116,68.091515,0.00064043206,0.13548203,0.160056,6.197394e-29,0.012824165,0.0064120824
5.118,68.17667,0.0006401865,0.1355642,0.16002531,2.6576542e-17,0.012824165,0.0064120824
5.12,68.26186,0.0006399413,0.13564634,0.15999466,1.3838844e-28,0.012824165,0.0064120824
5.122,68.34712,0.0006396965,0.13572848,0.15996405,9.792944e-30,0.012824165,0.0064120824
5.124,68.43243,0.0006394521,0.13581061,0.15993349,3.7408725e-29,0.012824165,0.0064120824
5.126,68.517784,0.00063920795,0.13589275,0.15990296,1.7405316e-28,0.012824165,0.0064120824
5.128,68.603195,0.00063896424,0.13597487,0.15987247,1.8409909e-17,0.012824165,0.0064120824
5.13,68.68866,0.0006387209,0.13605699,0.15984203,2.4957796e-28,0.012824165,0.0064120824
5.132,68.77417,0.0006384779,0.13613911,0.15981163,1.2393737e-28,0.012824165,0.0064120824
5.134,68.85973,0.0006382353,0.13622122,0.15978126,4.2033415e-29,0.012824165,0.0064120824
5.136,68.94535,0.00063799304,0.1363033,0.15975092,5.838038e-29,0.012824165,0.0064120824
5.138,69.03101,0.00063775113,0.13638541,0.15972064,1.8091253e-29,0.012824165,0.0064120824
5.14,69.11674,0.00063750957,0.1364675,0.1596904,7.7081115e-29,0.012824165,0.0064120824
5.142,69.20251,0.0006372684,0.13654958,0.15966018,2.834727e-28,0.012824165,0.0064120824
5.144,69.28833,0.0006370276,0.13663165,0.15963002,4.3327054e-28,0.012824165,0.0064120824
5.146,69.3742,0.0006367871,0.13671373,0.15959989,2.3304532e-28,0.012824165,0.0064120824
5.148,69.46013,0.00063654705,0.13679579,0.15956978,7.0043755e-29,0.012824165,0.0064120824
5.15,69.546104,0.0006363073,0.13687785,0.15953973,1.3260479e-29,0.012824165,0.0064120824
5.152,69.63213,0.0006360679,0.13695991,0.15950972,8.95698e-30,0.012824165,0.0064120824
5.154,69.718216,0.0006358289,0.13704196,0.15947975,1.7518347e-28,0.012824165,0.0064120824
5.156,69.804344,0.0006355902,0.137124,0.15944982,1.4096185e-28,0.012824165,0.0064120824
5.158,69.890526,0.00063535187,0.13720603,0.15941992,1.9025255e-17,0.012824165,0.0064120824
5.16,69.97676,0.0006351139,0.13728806,0.15939006,8.2273386e-29,0.012824165,0.0064120824
5.162,70.06305,0.0006348763,0.1373701,0.15936024,6.0180823e-30,0.012824165,0.0064120824
5.164,70.14938,0.00063463906,0.13745211,0.15933046,1.6379562e-28,0.012824165,0.0064120824
5.166,70.23578,0.00063440215,0.13753413,0.15930071,1.649015e-29,0.012824165,0.0064120824
5.168,70.32222,0.0006341656,0.13761613,0.15927102,1.7715547e-17,0.012824165,0.0064120824
5.17,70.40871,0.0006339294,0.13769813,0.15924136,6.0508006e-29,0.012824165,0.0064120824
5.172,70.495255,0.00063369353,0.13778013,0.15921172,5.376365e-29,0.012824165,0.0064120824
5.174,70.58185,0.0006334581,0.13786212,0.15918215,1.3871932e-17,0.012824165,0.0064120824
5.176,70.668495,0.0006332229,0.1379441,0.1591526,8.482701e-18,0.012824165,0.0064120824
5.178,70.755196,0.0006329881,0.13802607,0.1591231,3.9883785e-29,0.012824165,0.0064120824
5.18,70.84194,0.00063275365,0.13810804,0.15909362,1.5008008e-29,0.012824165,0.0064120824
5.182,70.92874,0.0006325196,0.13819002,0.15906419,8.83519e-18,0.012824165,0.0064120824
5.184,71.015594,0.00063228584,0.13827197,0.15903479,2.5015453e-29,0.012824165,0.0064120824
5.186,71.1025,0.0006320524,0.13835393,0.15900543,2.3125738e-29,0.012824165,0.0064120824
5.188,71.18946,0.00063181936,0.13843589,0.15897612,6.24e-30,0.012824165,0.0064120824
5.19,71.27647,0.00063158665,0.13851783,0.15894684,4.953261e-18,0.012824165,0.0064120824
5.192,71.363525,0.0006313543,0.13859977,0.1589176,5.0954404e-30,0.012824165,0.0064120824
5.194,71.45064,0.00063112227,0.1386817,0.1588884,4.006285e-18,0.012824165,0.0064120824
5.196,71.537796,0.0006308906,0.13876362,0.15885924,4.4826204e-30,0.012824165,0.0064120824
5.198,71.62501,0.0006306593,0.13884553,0.1588301,8.78496e-18,0.012824165,0.0064120824
5.2,71.71227,0.0006304283,0.13892744,0.15880102,3.1190845e-30,0.012824165,0.0064120824
5.202,71.79959,0.00063019764,0.13900936,0.15877196,9.0717855e-31,0.012824165,0.0064120824
5.204,71.886955,0.00062996737,0.13909125,0.15874295,1.2515672e-18,0.012824165,0.0064120824
5.206,71.97438,0.0006297374,0.13917315,0.15871398,2.4843586e-31,0.012824165,0.0064120824
5.208,72.061844,0.00062950776,0.13925505,0.15868504,9.0311115e-31,0.012824165,0.0064120824
5.21,72.14937,0.00062927854,0.13933693,0.15865614,5.7120158e-31,0.012824165,0.0064120824
5.212,72.236946,0.00062904955,0.13941881,0.15862727,4.580328e-31,0.012824165,0.0064120824
5.214,72.32457,0.00062882097,0.13950068,0.15859845,6.613782e-18,0.012824165,0.0064120824
5.216,72.41225,0.00062859274,0.13958254,0.15856966,6.786979e-30,0.012824165,0.0064120824
5.218,72.49997,0.0006283648,0.13966441,0.1585409,4.451807e-18,0.012824165,0.0064120824
5.22,72.58775,0.0006281372,0.13974626,0.1585122,8.283792e-31,0.012824165,0.0064120824
5.222,72.67558,0.00062790996,0.13982812,0.15848352,9.000832e-30,0.012824165,0.0064120824
5.224,72.763466,0.00062768307,0.13990995,0.15845488,9.868508e-30,0.012824165,0.0064120824
5.226,72.851395,0.0006274565,0.13999179,0.15842628,1.319436e-17,0.012824165,0.0064120824
5.228,72.939384,0.00062723027,0.14007363,0.15839772,2.3737026e-17,0.012824165,0.0064120824
5.23,73.02742,0.00062700437,0.14015545,0.1583692,1.0961806e-17,0.012824165,0.0064120824
5.232,73.11551,0.0006267788,0.14023727,0.1583407,5.680621e-30,0.012824165,0.0064120824
5.234,73.20364,0.00062655355,0.14031908,0.15831225,3.4643113e-29,0.012824165,0.0064120824
5.236,73.29183,0.0006263287,0.14040089,0.15828384,1.3283809e-17,0.012824165,0.0064120824
5.238,73.38007,0.0006261041,0.1404827,0.15825546,6.661953e-30,0.012824165,0.0064120824
5.24,73.46837,0.00062587985,0.14056449,0.15822712,2.6219366e-17,0.012824165,0.0064120824
5.242,73.55672,0.000625656,0.14064628,0.15819882,2.2695709e-29,0.012824165,0.0064120824
5.244,73.64511,0.0006254324,0.14072807,0.15817055,3.8718273e-17,0.012824165,0.0064120824
5.246,73.73356,0.0006252092,0.14080985,0.15814231,1.2254495e-17,0.012824165,0.0064120824
5.248,73.82206,0.00062498625,0.14089163,0.15811412,9.716493e-18,0.012824165,0.0064120824
5.25,73.91061,0.00062476366,0.14097339,0.15808596,1.3411785e-28,0.012824165,0.0064120824
5.252,73.99921,0.0006245414,0.14105515,0.15805784,2.777502e-17,0.012824165,0.0064120824
5.254,74.08786,0.0006243195,0.14113691,0.15802975,2.474448e-17,0.012824165,0.0064120824
5.256,74.17657,0.0006240979,0.14121866,0.1580017,3.542067e-29,0.012824165,0.0064120824
5.258,74.26532,0.00062387664,0.1413004,0.15797369,7.834783e-29,0.012824165,0.0064120824
5.26,74.354126,0.0006236557,0.14138214,0.15794572,6.192055e-17,0.012824165,0.0064120824
5.262,74.442986,0.0006234351,0.14146388,0.15791778,4.769891e-17,0.012824165,0.0064120824
5.264,74.5319,0.0006232148,0.1415456,0.15788989,3.583077e-17,0.012824165,0.0064120824
5.266,74.62086,0.00062299485,0.14162733,0.15786202,4.38565e-30,0.012824165,0.0064120824
5.268,74.70987,0.0006227752,0.14170903,0.15783419,6.3521756e-29,0.012824165,0.0064120824
5.27,74.798935,0.00062255585,0.14179075,0.1578064,2.4475103e-29,0.012824165,0.0064120824
5.272,74.88805,0.00062233687,0.14187245,0.15777864,7.5795074e-28,0.012824165,0.0064120824
5.274,74.97722,0.00062211824,0.14195415,0.15775092,1.5170049e-17,0.012824165,0.0064120824
5.276,75.06644,0.00062189985,0.14203584,0.15772323,7.48408e-29,0.012824165,0.0064120824
5.278,75.1557,0.00062168186,0.14211753,0.15769558,9.843275e-29,0.012824165,0.0064120824
5.28,75.245026,0.00062146416,0.1421992,0.15766796,2.1808162e-28,0.012824165,0.0064120824
5.282,75.3344,0.00062124676,0.14228088,0.15764038,1.9979596e-28,0.012824165,0.0064120824
5.284,75.42382,0.0006210297,0.14236255,0.15761285,1.966578e-28,0.012824165,0.0064120824
5.286,75.51329,0.000620813,0.14244421,0.15758534,1.2440297e-29,0.012824165,0.0064120824
5.288,75.60282,0.0006205965,0.14252587,0.15755787,4.268341e-28,0.012824165,0.0064120824
5.29,75.6924,0.00062038045,0.14260752,0.15753044,5.3883667e-17,0.012824165,0.0064120824
5.292,75.78202,0.0006201647,0.14268917,0.15750304,4.4387013e-29,0.012824165,0.0064120824
5.294,75.871704,0.0006199492,0.14277081,0.15747568,5.360388e-17,0.012824165,0.0064120824
5.296,75.96143,0.00061973406,0.14285244,0.15744835,2.3769712e-29,0.012824165,0.0064120824
5.298,76.051216,0.0006195192,0.14293407,0.15742105,7.833899e-29,0.012824165,0.0064120824
5.3,76.14105,0.0006193047,0.1430157,0.1573938,1.8354109e-17,0.012824165,0.0064120824
5.302,76.230934,0.0006190905,0.14309731,0.15736657,8.015705e-29,0.012824165,0.0064120824
5.304,76.32087,0.0006188766,0.14317892,0.1573394,2.8291066e-17,0.012824165,0.0064120824
5.306,76.41086,0.00061866303,0.14326052,0.15731224,1.8443951e-29,0.012824165,0.0064120824
5.308,76.50089,0.0006184498,0.14334212,0.15728512,2.6192394e-29,0.012824165,0.0064120824
5.31,76.59099,0.00061823684,0.14342372,0.15725805,2.366958e-29,0.012824165,0.0064120824
5.312,76.68113,0.0006180242,0.1435053,0.157231,1.3206926e-17,0.012824165,0.0064120824
5.314,76.77132,0.0006178119,0.14358689,0.15720399,1.6284174e-29,0.012824165,0.0064120824
5.316,76.861565,0.00061759993,0.14366846,0.15717702,5.081313e-29,0.012824165,0.0064120824
5.318,76.95186,0.0006173882,0.14375004,0.15715007,2.4071034e-29,0.012824165,0.0064120824
5.32,77.042206,0.0006171768,0.1438316,0.15712318,3.4411027e-29,0.012824165,0.0064120824
5.322,77.1326,0.00061696576,0.14391316,0.1570963,9.76171e-18,0.012824165,0.0064120824
5.324,77.22305,0.000616755,0.14399472,0.15706946,5.6581268e-30,0.012824165,0.0064120824
5.326,77.31355,0.00061654457,0.14407626,0.15704267,1.8140175e-17,0.012824165,0.0064120824
5.328,77.4041,0.00061633444,0.1441578,0.1570159,7.908408e-18,0.012824165,0.0064120824
5.33,77.494705,0.0006161246,0.14423934,0.15698917,2.4620306e-29,0.012824165,0.0064120824
5.332,77.58536,0.00061591505,0.14432086,0.15696247,8.752598e-30,0.012824165,0.0064120824
5.334,77.67606,0.00061570585,0.14440238,0.15693581,5.422311e-30,0.012824165,0.0064120824
5.336,77.766815,0.00061549695,0.14448391,0.15690918,5.9211456e-30,0.012824165,0.0064120824
5.338,77.85762,0.0006152883,0.14456542,0.1568826,1.1827978e-29,0.012824165,0.0064120824
5.34,77.94848,0.00061508006,0.14464693,0.15685605,1.3529608e-30,0.012824165,0.0064120824
5.342,78.03939,0.0006148721,0.14472844,0.15682952,3.753472e-18,0.012824165,0.0064120824
5.344,78.130356,0.0006146644,0.14480993,0.15680303,6.2114226e-31,0.012824165,0.0064120824
5.346,78.22137,0.000614457,0.14489141,0.15677658,2.704625e-30,0.012824165,0.0064120824
5.348,78.31243,0.0006142499,0.1449729,0.15675016,7.312703e-31,0.012824165,0.0064120824
5.35,78.40354,0.00061404315,0.14505439,0.15672377,1.9189551e-31,0.012824165,0.0064120824
5.352,78.494705,0.0006138367,0.14513585,0.15669742,1.3631927e-30,0.012824165,0.0064120824
5.354,78.58592,0.0006136305,0.14521731,0.1566711,6.6780596e-31,0.012824165,0.0064120824
5.356,78.67719,0.0006134247,0.14529878,0.15664482,2.4064908e-31,0.012824165,0.0064120824
5.358,78.76851,0.0006132191,0.14538023,0.15661858,2.0665004e-30,0.012824165,0.0064120824
5.36,78.85988,0.00061301386,0.14546168,0.15659235,5.3399097e-30,0.012824165,0.0064120824
5.362,78.9513,0.0006128089,0.14554313,0.15656617,5.2700872e-30,0.012824165,0.0064120824
5.364,79.04278,0.00061260426,0.14562456,0.15654004,9.7344835e-30,0.012824165,0.0064120824
5.366,79.1343,0.0006123999,0.145706,0.15651391,4.4903553e-18,0.012824165,0.0064120824
5.368,79.225876,0.0006121958,0.14578742,0.15648784,8.2632145e-30,0.012824165,0.0064120824
5.37,79.3175,0.000611992,0.14586884,0.1564618,9.367029e-18,0.012824165,0.0064120824
5.372,79.40918,0.0006117886,0.14595026,0.15643579,1.7548868e-17,0.012824165,0.0064120824
5.374,79.50091,0.00061158545,0.14603166,0.15640981,4.9134624e-18,0.012824165,0.0064120824
5.376,79.59269,0.00061138254,0.14611307,0.15638387,2.7505906e-29,0.012824165,0.0064120824
5.378,79.68452,0.00061118,0.14619447,0.15635796,4.2486923e-29,0.012824165,0.0064120824
5.38,79.7764,0.0006109777,0.14627586,0.15633208,1.3534068e-29,0.012824165,0.0064120824
5.382,79.86833,0.0006107757,0.14635725,0.15630624,6.835347e-29,0.012824165,0.0064120824
5.384,79.96032,0.0006105741,0.14643863,0.15628043,3.1722486e-17,0.012824165,0.0064120824
5.386,80.05235,0.0006103727,0.14652,0.15625466,6.844984e-30,0.012824165,0.0064120824
5.388,80.14444,0.0006101716,0.14660136,0.15622891,6.054829e-18,0.012824165,0.0064120824
5.39,80.23657,0.00060997077,0.14668274,0.15620321,1.794559e-17,0.012824165,0.0064120824
5.392,80.328766,0.0006097703,0.14676408,0.15617754,1.8029978e-29,0.012824165,0.0064120824
5.394,80.421005,0.00060957007,0.14684545,0.15615189,2.738204e-29,0.012824165,0.0064120824
5.396,80.5133,0.0006093702,0.14692679,0.15612628,4.0382613e-29,0.012824165,0.0064120824
5.398,80.60564,0.0006091705,0.14700814,0.1561007,2.7651984e-17,0.012824165,0.0064120824
5.4,80.69803,0.0006089712,0.14708947,0.15607516,3.71173e-28,0.012824165,0.0064120824
5.402,80.790474,0.00060877216,0.1471708,0.15604965,3.0148218e-29,0.012824165,0.0064120824
5.404,80.882965,0.00060857343,0.14725211,0.15602419,4.5023007e-17,0.012824165,0.0064120824
5.406,80.97552,0.00060837495,0.14733343,0.15599874,6.3945244e-29,0.012824165,0.0064120824
5.408,81.068115,0.0006081768,0.14741474,0.15597333,1.4282887e-28,0.012824165,0.0064120824
5.41,81.16076,0.0006079789,0.14749604,0.15594795,1.3975208e-17,0.012824165,0.0064120824
5.412,81.25346,0.00060778135,0.14757735,0.1559226,2.8140394e-29,0.012824165,0.0064120824
5.414,81.346214,0.000607584,0.14765865,0.1558973,1.437734e-28,0.012824165,0.0064120824
5.416,81.43901,0.000607387,0.14773993,0.15587202,2.7044476e-30,0.012824165,0.0064120824
5.418,81.53187,0.0006071903,0.14782122,0.15584677,1.4836115e-29,0.012824165,0.0064120824
5.42,81.62477,0.00060699385,0.14790249,0.15582156,2.9133696e-29,0.012824165,0.0064120824
5.422,81.71773,0.0006067977,0.14798376,0.1557964,7.404114e-29,0.012824165,0.0064120824
5.424,81.81073,0.0006066018,0.14806503,0.15577124,4.3952516e-17,0.012824165,0.0064120824
5.426,81.903786,0.00060640625,0.14814629,0.15574613,1.7749365e-17,0.012824165,0.0064120824
5.428,81.996895,0.00060621096,0.14822754,0.15572105,1.553211e-17,0.012824165,0.0064120824
5.43,82.09006,0.00060601596,0.1483088,0.155696,9.78701e-30,0.012824165,0.0064120824
5.432,82.183266,0.0006058212,0.14839004,0.15567099,1.0537903e-28,0.012824165,0.0064120824
5.434,82.27653,0.0006056268,0.14847128,0.155646,6.190484e-29,0.012824165,0.0064120824
5.436,82.36984,0.0006054326,0.1485525,0.15562105,3.7670624e-29,0.012824165,0.0064120824
5.438,82.4632,0.0006052387,0.14863373,0.15559612,1.8012665e-29,0.012824165,0.0064120824
5.44,82.55662,0.0006050452,0.14871494,0.15557124,1.3089042e-17,0.012824165,0.0064120824
5.442,82.650085,0.00060485187,0.14879617,0.15554638,2.2946153e-28,0.012824165,0.0064120824
5.444,82.7436,0.0006046588,0.14887738,0.15552157,1.1939913e-28,0.012824165,0.0064120824
5.446,82.837166,0.00060446607,0.14895858,0.15549678,1.2295051e-17,0.012824165,0.0064120824
5.448,82.930786,0.00060427363,0.14903978,0.15547203,9.085961e-29,0.012824165,0.0064120824
5.45,83.02445,0.00060408143,0.14912097,0.15544729,2.7649726e-17,0.012824165,0.0064120824
5.452,83.11817,0.0006038895,0.14920215,0.1554226,8.66159e-30,0.012824165,0.0064120824
5.454,83.211945,0.0006036979,0.14928333,0.15539794,8.7989883e-29,0.012824165,0.0064120824
5.456,83.30577,0.0006035066,0.1493645,0.1553733,1.8603322e-28,0.012824165,0.0064120824
5.458,83.39964,0.0006033155,0.14944568,0.15534872,8.6798634e-18,0.012824165,0.0064120824
5.46,83.49357,0.0006031247,0.14952683,0.15532415,6.2358614e-29,0.012824165,0.0064120824
5.462,83.58754,0.0006029342,0.149608,0.15529962,1.3781874e-17,0.012824165,0.0064120824
5.464,83.68157,0.00060274394,0.14968915,0.15527512,3.636164e-29,0.012824165,0.0064120824
5.466,83.77565,0.000602554,0.14977029,0.15525064,5.110434e-29,0.012824165,0.0064120824
5.468,83.869774,0.0006023643,0.14985144,0.1552262,3.5130774e-29,0.012824165,0.0064120824
5.47,83.96395,0.0006021749,0.14993256,0.15520181,2.661137e-29,0.012824165,0.0064120824
5.472,84.05818,0.0006019858,0.1500137,0.15517743,2.2107094e-29,0.012824165,0.0064120824
5.474,84.152466,0.00060179696,0.15009482,0.15515308,1.3044452e-17,0.012824165,0.0064120824
5.476,84.246796,0.00060160836,0.15017594,0.15512878,2.3558075e-30,0.012824165,0.0064120824
5.478,84.34118,0.00060142006,0.15025705,0.15510449,1.3573524e-30,0.012824165,0.0064120824
5.48,84.435616,0.00060123205,0.15033816,0.15508024,1.6999945e-30,0.012824165,0.0064120824
5.482,84.5301,0.0006010443,0.15041927,0.15505603,1.0667617e-17,0.012824165,0.0064120824
5.484,84.62464,0.0006008568,0.15050036,0.15503184,9.324751e-31,0.012824165,0.0064120824
5.486,84.71922,0.0006006696,0.15058145,0.15500769,9.096201e-31,0.012824165,0.0064120824
5.488,84.813866,0.0006004827,0.15066253,0.15498357,1.3244324e-18,0.012824165,0.0064120824
5.49,84.908554,0.000600296,0.1507436,0.15495948,7.5890156e-19,0.012824165,0.0064120824
5.492,85.003296,0.00060010963,0.15082468,0.15493542,1.0854436e-30,0.012824165,0.0064120824
5.494,85.09808,0.0005999235,0.15090574,0.1549114,1.3818446e-19,0.012824165,0.0064120824
5.496,85.192924,0.0005997376,0.1509868,0.1548874,2.1646915e-18,0.012824165,0.0064120824
5.498,85.28782,0.00059955206,0.15106785,0.15486343,8.659209e-31,0.012824165,0.0064120824
5.5,85.38276,0.00059936673,0.1511489,0.1548395,1.663681e-18,0.012824165,0.0064120824
5.502,85.47775,0.0005991817,0.15122995,0.1548156,1.0182188e-29,0.012824165,0.0064120824
5.504,85.5728,0.00059899694,0.151311,0.15479171,9.0319016e-18,0.012824165,0.0064120824
5.506,85.6679,0.0005988124,0.15139203,0.15476789,3.3279938e-30,0.012824165,0.0064120824
5.508,85.76305,0.0005986282,0.15147305,0.15474407,2.1670547e-29,0.012824165,0.0064120824
5.51,85.858246,0.00059844425,0.15155406,0.15472029,7.9162475e-18,0.012824165,0.0064120824
5.512,85.95349,0.00059826055,0.15163508,0.15469654,1.1571336e-29,0.012824165,0.0064120824
5.514,86.04879,0.0005980771,0.1517161,0.15467282,1.6976008e-30,0.012824165,0.0064120824
5.516,86.14414,0.00059789396,0.1517971,0.15464914,1.5742109e-17,0.012824165,0.0064120824
5.518,86.23955,0.000597711,0.1518781,0.15462548,2.4484824e-17,0.012824165,0.0064120824
5.52,86.335,0.0005975284,0.15195909,0.15460186,4.2633065e-29,0.012824165,0.0064120824
5.522,86.430504,0.00059734605,0.15204008,0.15457827,8.430835e-29,0.012824165,0.0064120824
5.524,86.526054,0.0005971639,0.15212105,0.1545547,7.35252e-29,0.012824165,0.0064120824
5.526,86.621666,0.0005969821,0.15220204,0.15453117,5.90304e-31,0.012824165,0.0064120824
5.528,86.717316,0.0005968005,0.152283,0.15450767,4.0347107e-17,0.012824165,0.0064120824
5.53,86.81303,0.0005966192,0.15236397,0.1544842,3.5212764e-17,0.012824165,0.0064120824
5.532,86.90878,0.0005964382,0.15244493,0.15446074,3.17167e-17,0.012824165,0.0064120824
5.534,87.00459,0.0005962574,0.15252589,0.15443733,1.590968e-17,0.012824165,0.0064120824
5.536,87.10046,0.00059607683,0.15260683,0.15441395,2.4972282e-29,0.012824165,0.0064120824
5.538,87.196365,0.0005958966,0.15268777,0.1543906,9.913351e-18,0.012824165,0.0064120824
5.54,87.29233,0.0005957166,0.1527687,0.15436728,9.168149e-18,0.012824165,0.0064120824
5.542,87.388336,0.00059553684,0.15284963,0.15434399,4.5233922e-29,0.012824165,0.0064120824
5.544,87.4844,0.0005953574,0.15293056,0.15432075,1.8662544e-29,0.012824165,0.0064120824
