Time,gENSAE.delta,gENSAE.PELEC,gENSAE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
2.98,7.4121394,0.001344904,0.044114985,0.23194289,7.428405e-30,0.012824165,0.0064120824
2.982,7.4398856,0.0013434412,0.044204175,0.23181672,1.4152535e-29,0.012824165,0.0064120824
2.984,7.467688,0.0013419812,0.044293363,0.23169072,3.5626896e-29,0.012824165,0.0064120824
2.986,7.4955463,0.001340524,0.04438254,0.2315649,1.5108958e-17,0.012824165,0.0064120824
2.988,7.523461,0.0013390695,0.044471707,0.23143923,2.742994e-17,0.012824165,0.0064120824
2.99,7.5514317,0.0013376178,0.04456087,0.23131375,1.4839602e-17,0.012824165,0.0064120824
2.992,7.5794578,0.0013361688,0.044650026,0.23118843,3.4108437e-30,0.012824165,0.0064120824
2.994,7.6075406,0.0013347226,0.04473917,0.23106328,1.3458258e-17,0.012824165,0.0064120824
2.996,7.635679,0.0013332792,0.044828314,0.2309383,2.5125341e-17,0.012824165,0.0064120824
2.998,7.6638737,0.0013318384,0.044917446,0.23081349,5.9052213e-30,0.012824165,0.0064120824
3.0,7.692124,0.0013304005,0.045006573,0.23068886,1.6244238e-29,0.012824165,0.0064120824
3.002,7.7204304,0.0013289651,0.04509569,0.23056439,7.297271e-30,0.012824165,0.0064120824
3.004,7.748793,0.0013275326,0.045184802,0.23044008,2.5067093e-29,0.012824165,0.0064120824
3.006,7.7772117,0.0013261026,0.045273904,0.23031594,9.5044304e-30,0.012824165,0.0064120824
3.008,7.805686,0.0013246755,0.045363,0.23019198,3.323543e-30,0.012824165,0.0064120824
3.01,7.8342166,0.0013232509,0.04545209,0.23006818,2.3357445e-29,0.012824165,0.0064120824
3.012,7.862803,0.0013218292,0.045541175,0.22994454,1.4797841e-17,0.012824165,0.0064120824
3.014,7.8914456,0.00132041,0.045630246,0.22982107,1.8773235e-17,0.012824165,0.0064120824
3.016,7.9201436,0.0013189936,0.045719314,0.22969776,2.3524602e-30,0.012824165,0.0064120824
3.018,7.9488983,0.0013175799,0.045808375,0.22957464,2.1431789e-29,0.012824165,0.0064120824
3.02,7.9777083,0.0013161687,0.045897428,0.22945166,2.1101823e-29,0.012824165,0.0064120824
3.022,8.006575,0.0013147603,0.045986474,0.22932886,1.9881422e-17,0.012824165,0.0064120824
3.024,8.035497,0.0013133545,0.04607551,0.22920622,5.067224e-30,0.012824165,0.0064120824
3.026,8.064475,0.0013119513,0.046164542,0.22908375,1.6830444e-17,0.012824165,0.0064120824
3.028,8.093509,0.0013105507,0.046253566,0.22896144,2.3192803e-30,0.012824165,0.0064120824
3.03,8.122599,0.0013091528,0.046342585,0.2288393,2.4036543e-29,0.012824165,0.0064120824
3.032,8.151745,0.0013077576,0.046431594,0.22871731,1.5601242e-29,0.012824165,0.0064120824
3.034,8.180946,0.0013063649,0.046520595,0.2285955,1.4148648e-17,0.012824165,0.0064120824
3.036,8.210204,0.0013049749,0.046609588,0.22847384,2.4898533e-17,0.012824165,0.0064120824
3.038,8.239518,0.0013035873,0.046698578,0.22835235,2.2027998e-29,0.012824165,0.0064120824
3.04,8.2688875,0.0013022026,0.046787556,0.22823103,1.1957786e-17,0.012824165,0.0064120824
3.042,8.298313,0.0013008203,0.04687653,0.22810987,5.5557752e-30,0.012824165,0.0064120824
3.044,8.327795,0.0012994406,0.046965495,0.22798887,1.297217e-17,0.012824165,0.0064120824
3.046,8.357332,0.0012980634,0.047054455,0.22786802,9.776377e-18,0.012824165,0.0064120824
3.048,8.386925,0.0012966889,0.047143403,0.22774735,8.143894e-18,0.012824165,0.0064120824
3.05,8.4165745,0.001295317,0.04723235,0.22762683,2.084844e-30,0.012824165,0.0064120824
3.052,8.44628,0.0012939476,0.047321286,0.22750647,3.3667234e-30,0.012824165,0.0064120824
3.054,8.47604,0.0012925807,0.047410216,0.22738628,6.835129e-18,0.012824165,0.0064120824
3.056,8.5058565,0.0012912165,0.047499135,0.22726625,8.973644e-31,0.012824165,0.0064120824
3.058,8.535729,0.0012898548,0.04758805,0.22714639,2.3162237e-31,0.012824165,0.0064120824
3.06,8.565658,0.0012884955,0.04767696,0.22702667,3.461944e-18,0.012824165,0.0064120824
3.062,8.595642,0.0012871388,0.04776586,0.22690712,2.0264531e-30,0.012824165,0.0064120824
3.064,8.625682,0.0012857846,0.04785475,0.22678772,6.0540667e-31,0.012824165,0.0064120824
3.066,8.655778,0.001284433,0.047943637,0.22666849,1.7522643e-32,0.012824165,0.0064120824
3.068,8.685929,0.0012830845,0.048032515,0.22654948,6.1952667e-31,0.012824165,0.0064120824
3.07,8.716138,0.0012817389,0.04812139,0.22643064,2.846064e-31,0.012824165,0.0064120824
3.072,8.746401,0.0012803957,0.048210252,0.22631197,5.1432354e-31,0.012824165,0.0064120824
3.074,8.776721,0.001279055,0.048299108,0.22619346,1.3950504e-30,0.012824165,0.0064120824
3.076,8.807096,0.0012777168,0.04838796,0.2260751,6.6187366e-30,0.012824165,0.0064120824
3.078,8.837527,0.0012763812,0.0484768,0.22595692,2.5441266e-30,0.012824165,0.0064120824
3.08,8.868014,0.0012750481,0.048565637,0.22583888,3.3864638e-18,0.012824165,0.0064120824
3.082,8.898557,0.0012737175,0.048654463,0.22572102,5.582041e-30,0.012824165,0.0064120824
3.084,8.929155,0.0012723894,0.048743285,0.2256033,8.2632084e-30,0.012824165,0.0064120824
3.086,8.95981,0.0012710638,0.0488321,0.22548576,1.7215531e-17,0.012824165,0.0064120824
3.088,8.9905205,0.0012697408,0.048920903,0.22536837,5.5425044e-29,0.012824165,0.0064120824
3.09,9.021286,0.00126842,0.049009703,0.22525112,3.322475e-30,0.012824165,0.0064120824
3.092,9.052108,0.001267102,0.049098495,0.22513406,1.9685489e-17,0.012824165,0.0064120824
3.094,9.082986,0.0012657862,0.04918728,0.22501715,2.0066768e-17,0.012824165,0.0064120824
3.096,9.113919,0.0012644731,0.049276058,0.2249004,1.1474136e-17,0.012824165,0.0064120824
3.098,9.144908,0.0012631624,0.049364828,0.2247838,2.302889e-17,0.012824165,0.0064120824
3.1,9.175953,0.0012618541,0.04945359,0.22466736,2.2922581e-17,0.012824165,0.0064120824
3.102,9.207053,0.0012605481,0.049542345,0.22455108,2.4599255e-29,0.012824165,0.0064120824
3.104,9.23821,0.0012592447,0.049631093,0.22443496,2.6849682e-17,0.012824165,0.0064120824
3.106,9.269423,0.0012579438,0.049719837,0.224319,4.3144692e-29,0.012824165,0.0064120824
3.108,9.300691,0.0012566453,0.04980857,0.22420318,7.8929586e-29,0.012824165,0.0064120824
3.11,9.332014,0.0012553493,0.049897294,0.22408754,1.8084603e-17,0.012824165,0.0064120824
3.112,9.363394,0.0012540556,0.049986016,0.22397205,1.667016e-29,0.012824165,0.0064120824
3.114,9.394829,0.0012527644,0.050074726,0.22385672,7.176483e-29,0.012824165,0.0064120824
3.116,9.42632,0.0012514755,0.050163433,0.22374153,3.2405538e-17,0.012824165,0.0064120824
3.118,9.457867,0.0012501891,0.050252132,0.22362651,3.918709e-17,0.012824165,0.0064120824
3.12,9.489469,0.0012489051,0.05034082,0.22351164,5.280726e-29,0.012824165,0.0064120824
3.122,9.521127,0.0012476235,0.050429504,0.22339693,2.0568258e-29,0.012824165,0.0064120824
3.124,9.552841,0.0012463443,0.05051818,0.22328237,9.26844e-30,0.012824165,0.0064120824
3.126,9.584611,0.0012450675,0.05060685,0.22316797,1.1079083e-28,0.012824165,0.0064120824
3.128,9.616436,0.0012437929,0.050695512,0.22305372,7.118169e-29,0.012824165,0.0064120824
3.13,9.648317,0.0012425209,0.050784167,0.22293963,4.2856178e-17,0.012824165,0.0064120824
3.132,9.680254,0.0012412512,0.050872814,0.22282569,8.117332e-29,0.012824165,0.0064120824
3.134,9.712246,0.0012399838,0.050961453,0.2227119,1.0931852e-28,0.012824165,0.0064120824
3.136,9.744294,0.0012387189,0.05105009,0.22259828,4.648846e-29,0.012824165,0.0064120824
3.138,9.776399,0.0012374562,0.051138714,0.2224848,3.3932478e-29,0.012824165,0.0064120824
3.14,9.8085575,0.0012361959,0.05122733,0.22237147,4.2787405e-29,0.012824165,0.0064120824
3.142,9.840773,0.001234938,0.051315945,0.22225831,1.5892416e-29,0.012824165,0.0064120824
3.144,9.873044,0.0012336824,0.051404547,0.22214529,1.7013352e-28,0.012824165,0.0064120824
3.146,9.905371,0.0012324292,0.051493146,0.22203243,1.1056339e-28,0.012824165,0.0064120824
3.148,9.937753,0.0012311782,0.051581733,0.22191972,1.6698924e-28,0.012824165,0.0064120824
3.15,9.97019,0.0012299296,0.051670317,0.22180715,4.561929e-29,0.012824165,0.0064120824
3.152,10.002684,0.0012286833,0.051758893,0.22169475,1.574853e-29,0.012824165,0.0064120824
3.154,10.0352335,0.0012274393,0.05184746,0.22158249,1.5173001e-28,0.012824165,0.0064120824
3.156,10.067838,0.0012261976,0.051936023,0.22147039,2.102113e-28,0.012824165,0.0064120824
3.158,10.100498,0.0012249582,0.052024577,0.22135843,6.292266e-17,0.012824165,0.0064120824
3.16,10.133215,0.0012237212,0.052113123,0.22124663,1.3303616e-28,0.012824165,0.0064120824
3.162,10.165986,0.0012224864,0.052201662,0.22113498,3.076861e-29,0.012824165,0.0064120824
3.164,10.198813,0.0012212539,0.052290194,0.22102347,5.3342055e-17,0.012824165,0.0064120824
3.166,10.231697,0.0012200236,0.05237872,0.22091213,2.988005e-17,0.012824165,0.0064120824
3.168,10.264635,0.0012187957,0.05246724,0.22080092,4.9611898e-28,0.012824165,0.0064120824
3.17,10.297629,0.00121757,0.052555747,0.22068986,6.655637e-28,0.012824165,0.0064120824
3.172,10.33068,0.0012163466,0.052644253,0.22057897,4.466982e-29,0.012824165,0.0064120824
3.174,10.363785,0.0012151254,0.052732747,0.22046821,4.6997405e-17,0.012824165,0.0064120824
3.176,10.396946,0.0012139066,0.052821238,0.22035761,1.886539e-28,0.012824165,0.0064120824
3.178,10.430163,0.0012126899,0.05290972,0.22024715,2.5196404e-29,0.012824165,0.0064120824
3.18,10.463435,0.0012114755,0.052998196,0.22013685,2.3448462e-28,0.012824165,0.0064120824
3.182,10.496763,0.0012102633,0.053086665,0.22002669,2.7383972e-28,0.012824165,0.0064120824
3.184,10.530147,0.0012090533,0.05317512,0.21991667,2.587782e-28,0.012824165,0.0064120824
3.186,10.563585,0.0012078456,0.05326358,0.21980682,4.5730548e-17,0.012824165,0.0064120824
3.188,10.59708,0.0012066402,0.053352024,0.2196971,3.827014e-17,0.012824165,0.0064120824
3.19,10.6306305,0.0012054369,0.053440463,0.21958753,3.184179e-17,0.012824165,0.0064120824
3.192,10.664236,0.001204236,0.053528894,0.21947812,2.942038e-28,0.012824165,0.0064120824
3.194,10.697898,0.0012030371,0.053617317,0.21936883,1.7797602e-28,0.012824165,0.0064120824
3.196,10.731614,0.0012018405,0.053705737,0.21925971,1.8367684e-28,0.012824165,0.0064120824
3.198,10.765387,0.001200646,0.053794146,0.21915072,3.076687e-17,0.012824165,0.0064120824
3.2,10.799214,0.0011994537,0.05388255,0.21904188,3.197026e-17,0.012824165,0.0064120824
3.202,10.833098,0.0011982637,0.053970948,0.2189332,4.0897084e-28,0.012824165,0.0064120824
3.204,10.867038,0.0011970758,0.054059334,0.21882465,1.0150563e-28,0.012824165,0.0064120824
3.206,10.901032,0.0011958901,0.054147717,0.21871626,4.160905e-28,0.012824165,0.0064120824
3.208,10.935082,0.0011947067,0.05423609,0.218608,1.2761371e-28,0.012824165,0.0064120824
3.21,10.969188,0.0011935253,0.05432446,0.2184999,7.037635e-29,0.012824165,0.0064120824
3.212,11.003349,0.0011923461,0.05441282,0.21839193,2.1184522e-28,0.012824165,0.0064120824
3.214,11.037565,0.001191169,0.054501172,0.21828412,3.0629357e-28,0.012824165,0.0064120824
3.216,11.071837,0.0011899942,0.054589517,0.21817644,3.4929266e-17,0.012824165,0.0064120824
3.218,11.106166,0.0011888214,0.05467786,0.2180689,2.1494394e-28,0.012824165,0.0064120824
3.22,11.140549,0.0011876508,0.05476619,0.21796152,3.7728457e-28,0.012824165,0.0064120824
3.222,11.174988,0.0011864824,0.054854512,0.21785428,2.8150237e-28,0.012824165,0.0064120824
3.224,11.209482,0.0011853161,0.05494283,0.21774717,1.5780517e-17,0.012824165,0.0064120824
3.226,11.244032,0.001184152,0.055031143,0.2176402,5.9331544e-18,0.012824165,0.0064120824
3.228,11.278637,0.0011829899,0.055119444,0.2175334,5.9992603e-29,0.012824165,0.0064120824
3.23,11.313297,0.00118183,0.05520774,0.21742672,1.2824521e-28,0.012824165,0.0064120824
3.232,11.348014,0.0011806721,0.05529603,0.21732019,5.3186563e-28,0.012824165,0.0064120824
3.234,11.382785,0.0011795164,0.05538431,0.2172138,1.7667816e-28,0.012824165,0.0064120824
3.236,11.417612,0.0011783628,0.055472586,0.21710755,1.5126114e-29,0.012824165,0.0064120824
3.238,11.452495,0.0011772113,0.055560853,0.21700144,1.8641914e-29,0.012824165,0.0064120824
3.24,11.4874325,0.0011760618,0.055649113,0.21689548,4.092329e-29,0.012824165,0.0064120824
3.242,11.522427,0.0011749145,0.05573737,0.21678966,3.1000582e-17,0.012824165,0.0064120824
3.244,11.557475,0.0011737692,0.055825613,0.21668397,6.15406e-29,0.012824165,0.0064120824
3.246,11.59258,0.001172626,0.05591385,0.21657842,3.7203812e-29,0.012824165,0.0064120824
3.248,11.62774,0.0011714849,0.056002084,0.21647303,1.15105e-17,0.012824165,0.0064120824
3.25,11.662954,0.0011703459,0.05609031,0.21636777,2.7402683e-28,0.012824165,0.0064120824
3.252,11.698225,0.001169209,0.056178525,0.21626264,6.50697e-29,0.012824165,0.0064120824
3.254,11.733552,0.0011680741,0.056266736,0.21615766,2.1755023e-28,0.012824165,0.0064120824
3.256,11.768933,0.0011669412,0.05635494,0.21605282,5.713195e-29,0.012824165,0.0064120824
3.258,11.80437,0.0011658105,0.056443136,0.2159481,1.9344156e-28,0.012824165,0.0064120824
3.26,11.839863,0.0011646817,0.056531325,0.21584354,3.0664396e-17,0.012824165,0.0064120824
3.262,11.87541,0.001163555,0.056619506,0.21573912,1.0791285e-29,0.012824165,0.0064120824
3.264,11.911014,0.0011624304,0.05670768,0.21563482,3.781806e-29,0.012824165,0.0064120824
3.266,11.9466715,0.0011613077,0.05679585,0.21553066,9.6535696e-30,0.012824165,0.0064120824
3.268,11.982386,0.0011601871,0.05688401,0.21542665,5.7454854e-29,0.012824165,0.0064120824
3.27,12.018155,0.0011590685,0.056972165,0.21532278,5.1088055e-19,0.012824165,0.0064120824
3.272,12.05398,0.0011579519,0.05706031,0.21521904,3.050594e-17,0.012824165,0.0064120824
3.274,12.08986,0.0011568373,0.05714845,0.21511544,1.5331746e-28,0.012824165,0.0064120824
3.276,12.125795,0.0011557247,0.057236582,0.21501197,2.6768882e-29,0.012824165,0.0064120824
3.278,12.161786,0.0011546143,0.057324708,0.21490864,1.9416857e-29,0.012824165,0.0064120824
3.28,12.197833,0.0011535058,0.057412826,0.21480545,4.11502e-29,0.012824165,0.0064120824
3.282,12.233934,0.0011523991,0.057500936,0.2147024,5.056447e-17,0.012824165,0.0064120824
3.284,12.270091,0.0011512946,0.05758904,0.21459948,3.1483695e-17,0.012824165,0.0064120824
3.286,12.306304,0.001150192,0.057677135,0.21449669,6.910621e-29,0.012824165,0.0064120824
3.288,12.342571,0.0011490914,0.057765227,0.21439403,9.3495455e-29,0.012824165,0.0064120824
3.29,12.378894,0.0011479927,0.057853308,0.21429153,6.5265475e-29,0.012824165,0.0064120824
3.292,12.415273,0.001146896,0.057941385,0.21418914,4.5542772e-29,0.012824165,0.0064120824
3.294,12.451706,0.0011458014,0.05802945,0.2140869,6.446861e-29,0.012824165,0.0064120824
3.296,12.488195,0.0011447086,0.058117513,0.21398479,4.0151763e-29,0.012824165,0.0064120824
3.298,12.524739,0.0011436178,0.058205567,0.21388282,5.995132e-18,0.012824165,0.0064120824
3.3,12.561339,0.001142529,0.058293615,0.21378097,3.8228347e-17,0.012824165,0.0064120824
3.302,12.597995,0.0011414421,0.058381654,0.21367925,2.5681849e-17,0.012824165,0.0064120824
3.304,12.634705,0.0011403572,0.058469687,0.21357769,3.081932e-29,0.012824165,0.0064120824
3.306,12.671471,0.0011392742,0.05855771,0.21347624,2.2509812e-30,0.012824165,0.0064120824
3.308,12.708291,0.0011381931,0.05864573,0.21337493,1.7213829e-17,0.012824165,0.0064120824
3.31,12.745168,0.0011371139,0.058733743,0.21327375,7.175228e-30,0.012824165,0.0064120824
3.312,12.782099,0.0011360367,0.058821745,0.2131727,4.789644e-18,0.012824165,0.0064120824
3.314,12.819086,0.0011349614,0.058909744,0.2130718,7.693636e-18,0.012824165,0.0064120824
3.316,12.856128,0.001133888,0.05899773,0.21297102,1.3300823e-29,0.012824165,0.0064120824
3.318,12.893225,0.0011328165,0.059085716,0.21287037,1.6734741e-29,0.012824165,0.0064120824
3.32,12.930378,0.0011317469,0.059173692,0.21276985,6.9193638e-18,0.012824165,0.0064120824
3.322,12.967586,0.0011306793,0.05926166,0.21266946,1.1231897e-17,0.012824165,0.0064120824
3.324,13.0048485,0.0011296135,0.059349623,0.2125692,8.762681e-30,0.012824165,0.0064120824
3.326,13.042168,0.0011285496,0.059437577,0.21246909,9.3814636e-30,0.012824165,0.0064120824
3.328,13.079541,0.0011274876,0.059525527,0.2123691,1.7866566e-29,0.012824165,0.0064120824
3.33,13.11697,0.0011264274,0.059613466,0.21226923,2.9166894e-30,0.012824165,0.0064120824
3.332,13.154454,0.0011253692,0.0597014,0.2121695,8.641513e-30,0.012824165,0.0064120824
3.334,13.191994,0.0011243129,0.059789326,0.2120699,4.0859676e-30,0.012824165,0.0064120824
3.336,13.2295885,0.0011232584,0.059877247,0.21197042,8.625144e-18,0.012824165,0.0064120824
3.338,13.267239,0.0011222058,0.05996516,0.21187107,5.3248122e-18,0.012824165,0.0064120824
3.34,13.304943,0.001121155,0.060053065,0.21177186,3.1532603e-18,0.012824165,0.0064120824
3.342,13.342704,0.001120106,0.060140964,0.21167277,1.802222e-18,0.012824165,0.0064120824
3.344,13.38052,0.0011190589,0.060228854,0.21157381,1.0354371e-30,0.012824165,0.0064120824
3.346,13.41839,0.0011180138,0.060316738,0.21147498,8.247917e-31,0.012824165,0.0064120824
3.348,13.456316,0.0011169703,0.060404614,0.21137628,4.816061e-31,0.012824165,0.0064120824
3.35,13.494298,0.0011159288,0.060492486,0.21127771,3.4004268e-19,0.012824165,0.0064120824
3.352,13.532334,0.0011148903,0.060580347,0.21117938,2.9756646e-19,0.012824165,0.0064120824
3.354,13.570426,0.0011138545,0.060668204,0.21108125,5.8963836e-31,0.012824165,0.0064120824
3.356,13.608573,0.0011128206,0.060756054,0.21098326,4.132242e-31,0.012824165,0.0064120824
3.358,13.646775,0.0011117886,0.060843892,0.2108854,8.240726e-31,0.012824165,0.0064120824
3.36,13.685033,0.0011107583,0.060931727,0.21078767,2.3430536e-30,0.012824165,0.0064120824
3.362,13.723346,0.00110973,0.061019555,0.21069008,6.2078308e-30,0.012824165,0.0064120824
3.364,13.761714,0.0011087036,0.06110738,0.21059261,1.3505258e-30,0.012824165,0.0064120824
3.366,13.800137,0.0011076789,0.06119519,0.21049528,7.517223e-18,0.012824165,0.0064120824
3.368,13.838615,0.001106656,0.061282996,0.21039808,1.3073504e-30,0.012824165,0.0064120824
3.37,13.877149,0.0011056351,0.061370797,0.210301,4.6514537e-31,0.012824165,0.0064120824
3.372,13.915737,0.001104616,0.06145859,0.21020405,1.4687668e-30,0.012824165,0.0064120824
3.374,13.954381,0.0011035987,0.061546374,0.21010724,7.477181e-30,0.012824165,0.0064120824
3.376,13.99308,0.0011025833,0.061634153,0.21001056,4.150159e-30,0.012824165,0.0064120824
3.378,14.031835,0.0011015696,0.061721925,0.209914,8.03352e-30,0.012824165,0.0064120824
3.38,14.070643,0.0011005579,0.06180969,0.20981757,1.1466218e-29,0.012824165,0.0064120824
3.382,14.109508,0.0010995478,0.061897445,0.20972128,9.376202e-30,0.012824165,0.0064120824
3.384,14.148427,0.0010985397,0.0619852,0.20962511,1.03646636e-29,0.012824165,0.0064120824
3.386,14.187402,0.0010975334,0.06207294,0.20952907,2.1806632e-29,0.012824165,0.0064120824
3.388,14.226432,0.0010965288,0.062160674,0.20943315,7.174435e-18,0.012824165,0.0064120824
3.39,14.265516,0.001095526,0.062248405,0.20933737,3.125385e-29,0.012824165,0.0064120824
3.392,14.304657,0.0010945251,0.06233613,0.20924172,4.6314562e-18,0.012824165,0.0064120824
3.394,14.343852,0.0010935259,0.062423844,0.20914619,2.695255e-30,0.012824165,0.0064120824
3.396,14.383102,0.0010925286,0.06251155,0.20905079,6.780674e-31,0.012824165,0.0064120824
3.398,14.422407,0.001091533,0.06259925,0.20895553,1.0279911e-29,0.012824165,0.0064120824
3.4,14.461768,0.0010905392,0.06268694,0.20886037,5.342214e-29,0.012824165,0.0064120824
3.402,14.5011835,0.0010895471,0.062774636,0.20876536,5.5092333e-29,0.012824165,0.0064120824
3.404,14.540654,0.0010885568,0.062862314,0.20867047,7.29713e-30,0.012824165,0.0064120824
3.406,14.58018,0.0010875684,0.062949985,0.2085757,1.2909249e-17,0.012824165,0.0064120824
3.408,14.6197605,0.0010865816,0.06303765,0.20848106,2.1305093e-29,0.012824165,0.0064120824
3.41,14.659396,0.0010855967,0.06312531,0.20838654,8.884233e-31,0.012824165,0.0064120824
3.412,14.699087,0.0010846135,0.06321296,0.20829216,6.1337513e-30,0.012824165,0.0064120824
3.414,14.738833,0.001083632,0.06330061,0.2081979,6.891941e-29,0.012824165,0.0064120824
3.416,14.778635,0.0010826524,0.06338824,0.20810376,1.8538686e-29,0.012824165,0.0064120824
3.418,14.818491,0.0010816744,0.06347588,0.20800975,3.3287334e-29,0.012824165,0.0064120824
3.42,14.858402,0.0010806982,0.0635635,0.20791587,1.3758735e-17,0.012824165,0.0064120824
3.422,14.898369,0.0010797237,0.063651115,0.20782211,1.3600277e-17,0.012824165,0.0064120824
3.424,14.93839,0.0010787509,0.063738726,0.20772848,6.825287e-29,0.012824165,0.0064120824
3.426,14.978466,0.0010777799,0.06382633,0.20763496,4.111893e-17,0.012824165,0.0064120824
3.428,15.018598,0.0010768106,0.06391393,0.20754157,1.4022081e-28,0.012824165,0.0064120824
3.43,15.0587845,0.0010758431,0.064001516,0.2074483,3.935926e-29,0.012824165,0.0064120824
3.432,15.099026,0.0010748773,0.0640891,0.20735517,4.361124e-28,0.012824165,0.0064120824
3.434,15.139322,0.0010739132,0.06417667,0.20726216,3.1925075e-17,0.012824165,0.0064120824
3.436,15.179674,0.0010729508,0.06426424,0.20716926,5.7785627e-17,0.012824165,0.0064120824
3.438,15.22008,0.0010719901,0.0643518,0.20707649,7.9828635e-29,0.012824165,0.0064120824
3.44,15.260542,0.0010710311,0.06443935,0.20698385,1.5153663e-17,0.012824165,0.0064120824
3.442,15.301059,0.0010700738,0.0645269,0.20689133,3.234223e-17,0.012824165,0.0064120824
3.444,15.34163,0.0010691182,0.06461444,0.20679893,3.736093e-29,0.012824165,0.0064120824
3.446,15.3822565,0.0010681642,0.064701974,0.20670664,1.666341e-28,0.012824165,0.0064120824
3.448,15.422938,0.0010672121,0.0647895,0.2066145,6.79414e-29,0.012824165,0.0064120824
3.45,15.4636755,0.0010662614,0.06487702,0.20652246,2.0435638e-29,0.012824165,0.0064120824
3.452,15.504467,0.0010653127,0.064964525,0.20643054,8.841414e-29,0.012824165,0.0064120824
3.454,15.545313,0.0010643655,0.06505203,0.20633876,3.8826365e-18,0.012824165,0.0064120824
3.456,15.586215,0.00106342,0.06513953,0.20624709,1.6664233e-28,0.012824165,0.0064120824
3.458,15.6271715,0.0010624761,0.065227024,0.20615554,1.4190747e-17,0.012824165,0.0064120824
3.46,15.668182,0.0010615339,0.06531451,0.20606412,2.3273082e-28,0.012824165,0.0064120824
3.462,15.7092495,0.0010605934,0.06540198,0.2059728,1.6398536e-17,0.012824165,0.0064120824
3.464,15.750371,0.0010596545,0.06548945,0.20588163,4.2268135e-17,0.012824165,0.0064120824
3.466,15.791547,0.0010587174,0.06557692,0.20579055,4.8190402e-29,0.012824165,0.0064120824
3.468,15.832778,0.0010577819,0.06566437,0.20569961,4.0293656e-28,0.012824165,0.0064120824
3.47,15.874064,0.0010568479,0.06575182,0.20560879,5.084206e-29,0.012824165,0.0064120824
3.472,15.915405,0.0010559156,0.06583926,0.20551808,9.559835e-18,0.012824165,0.0064120824
3.474,15.956801,0.001054985,0.06592669,0.2054275,5.6881607e-29,0.012824165,0.0064120824
3.476,15.998253,0.001054056,0.066014126,0.20533703,4.3580034e-17,0.012824165,0.0064120824
3.478,16.039759,0.0010531287,0.06610154,0.20524669,2.3120855e-17,0.012824165,0.0064120824
3.48,16.08132,0.001052203,0.06618896,0.20515646,3.8921722e-18,0.012824165,0.0064120824
3.482,16.122936,0.0010512789,0.066276364,0.20506634,2.3001904e-17,0.012824165,0.0064120824
3.484,16.164606,0.0010503564,0.06636377,0.20497635,6.382506e-29,0.012824165,0.0064120824
3.486,16.206331,0.0010494355,0.06645116,0.20488648,2.0333049e-28,0.012824165,0.0064120824
3.488,16.248114,0.0010485162,0.06653855,0.20479673,4.4513438e-17,0.012824165,0.0064120824
3.49,16.289948,0.0010475987,0.06662592,0.20470709,4.5502268e-29,0.012824165,0.0064120824
3.492,16.331839,0.0010466826,0.066713296,0.20461757,6.5612204e-17,0.012824165,0.0064120824
3.494,16.373783,0.0010457681,0.06680066,0.20452817,1.1956426e-28,0.012824165,0.0064120824
3.496,16.415785,0.0010448553,0.06688802,0.20443888,1.4572113e-28,0.012824165,0.0064120824
3.498,16.457838,0.001043944,0.06697537,0.20434971,4.7100368e-29,0.012824165,0.0064120824
3.5,16.499949,0.0010430345,0.06706272,0.20426066,2.2479734e-28,0.012824165,0.0064120824
3.502,16.542114,0.0010421263,0.06715006,0.20417173,4.34898e-28,0.012824165,0.0064120824
3.504,16.584333,0.0010412199,0.067237385,0.20408292,6.7057155e-29,0.012824165,0.0064120824
3.506,16.626608,0.001040315,0.067324705,0.20399421,1.8660341e-28,0.012824165,0.0064120824
3.508,16.668938,0.0010394116,0.067412026,0.20390563,2.835811e-17,0.012824165,0.0064120824
3.51,16.71132,0.0010385099,0.06749933,0.20381716,3.9169127e-28,0.012824165,0.0064120824
3.512,16.753761,0.0010376098,0.06758664,0.20372881,2.5651933e-17,0.012824165,0.0064120824
3.514,16.796255,0.0010367112,0.06767394,0.20364057,1.7783707e-28,0.012824165,0.0064120824
3.516,16.838804,0.001035814,0.06776122,0.20355245,7.890244e-18,0.012824165,0.0064120824
3.518,16.881407,0.0010349186,0.0678485,0.20346445,3.6905656e-17,0.012824165,0.0064120824
3.52,16.924065,0.0010340246,0.06793578,0.20337655,3.407656e-17,0.012824165,0.0064120824
3.522,16.966778,0.0010331323,0.06802305,0.20328876,2.5083285e-28,0.012824165,0.0064120824
3.524,17.009546,0.0010322414,0.06811031,0.2032011,1.2467355e-17,0.012824165,0.0064120824
3.526,17.05237,0.0010313521,0.06819756,0.20311356,1.9579344e-28,0.012824165,0.0064120824
3.528,17.095247,0.0010304644,0.06828481,0.20302612,8.273152e-29,0.012824165,0.0064120824
3.53,17.13818,0.0010295782,0.06837205,0.2029388,2.0350758e-28,0.012824165,0.0064120824
3.532,17.181168,0.0010286935,0.06845928,0.2028516,3.8309052e-29,0.012824165,0.0064120824
3.534,17.224209,0.0010278104,0.06854651,0.2027645,5.3149383e-29,0.012824165,0.0064120824
3.536,17.267307,0.0010269287,0.06863373,0.20267752,2.2953146e-28,0.012824165,0.0064120824
3.538,17.31046,0.0010260486,0.06872094,0.20259064,6.7337823e-29,0.012824165,0.0064120824
