Time,wT4G1.P,wT4G1.Q,GEN1.V,FAULT.V,GEN2.V
0.0,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.02,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.04,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.06,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.08,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.1,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.12,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.14,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.16,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.18,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.2,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.22,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.24,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.26,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.28,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.3,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.32,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.34,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
0.36,0.015000002637631535,-0.05665800996286182,1.0000000758420848,1.0001042368972957,1.0000000938440696
