Time,gENROE.delta,gENROE.PELEC,eXAC1_1.EFD,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,0.6004578381341846,0.4000000252477881,1.4314197089012368,0.0,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
1.0000000007867766e-10,0.6004578381341846,0.4000000252477881,1.4314197089012368,-2.9495076958641724e-19,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
1.0000000007867766e-10,0.6004578381341846,0.4000000252477881,1.4314197089012368,-2.9495076958641724e-19,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
0.002,0.6004578381323317,0.4000000252451772,1.4314197089013132,-5.89849553640465e-12,0.9999999913061286,0.9919935378249731,0.9999999954927712,0.9959841726475223
0.004,0.6004578381267732,0.4000000252373909,1.4314197089015488,-1.1794979646359319e-11,0.9999999913063403,0.9919935378251501,0.9999999954928762,0.9959841726476614
0.006,0.6004578381175133,0.4000000252245202,1.4314197089019427,-1.768758721921404e-11,0.9999999913066921,0.9919935378254437,0.9999999954930505,0.995984172647892
0.008,0.6004578381045518,0.40000002520657163,1.4314197089024945,-2.3576186189131842e-11,0.999999991307184,0.9919935378258542,0.9999999954932942,0.9959841726482144
0.01,0.6004578380879059,0.4000000251837548,1.4314197089031264,-2.9456432907565685e-11,0.9999999913078134,0.9919935378263781,0.9999999954936055,0.9959841726486263
0.012,0.6004578380675722,0.40000002515603134,1.431419708903853,-3.5329125876900986e-11,0.9999999913085805,0.9919935378270163,0.9999999954939847,0.9959841726491278
0.014,0.6004578380435498,0.40000002512338667,1.4314197089046785,-4.1194569349615185e-11,0.9999999913094861,0.991993537827769,0.9999999954944321,0.9959841726497196
0.016,0.6004578380158386,0.40000002508582033,1.431419708905604,-4.705276332570826e-11,0.9999999913105294,0.991993537828636,0.9999999954949474,0.9959841726504012
0.018,0.6004578379845317,0.40000002504392806,1.431419708906139,-5.289147382894648e-11,0.9999999913117015,0.991993537829608,0.9999999954955255,0.9959841726511657
0.02,0.6004578379496005,0.400000024997527,1.4314197089064333,-5.871446924471293e-11,0.9999999913130052,0.9919935378306878,0.9999999954961681,0.995984172652015
0.022,0.6004578379110274,0.4000000249465042,1.4314197089065805,-6.452404907345048e-11,0.9999999913144424,0.9919935378318774,0.9999999954968761,0.9959841726529508
0.024,0.6004578378688123,0.4000000248908606,1.43141970890658,-7.032021331515921e-11,0.9999999913160126,0.9919935378331762,0.9999999954976493,0.9959841726539727
0.026,0.6004578378229556,0.40000002483059593,1.431419708906432,-7.610296196983905e-11,0.9999999913177163,0.991993537834585,0.999999995498488,0.9959841726550811
0.028,0.6004578377734568,0.4000000247657096,1.4314197089061365,-8.187229503749005e-11,0.9999999913195534,0.9919935378361033,0.9999999954993919,0.9959841726562756
0.03,0.6004578377203164,0.4000000246962024,1.4314197089056928,-8.762821251811216e-11,0.9999999913215237,0.9919935378377314,0.9999999955003613,0.9959841726575567
0.032,0.600457837663534,0.4000000246220737,1.4314197089051022,-9.337071441170545e-11,0.9999999913236275,0.9919935378394689,0.9999999955013962,0.995984172658924
0.034,0.6004578376035714,0.4000000245448526,1.4314197089028162,-9.907029443540986e-11,0.9999999913258303,0.9919935378412856,0.9999999955024786,0.995984172660354
0.036,0.6004578375403911,0.40000002446441474,1.4314197088989618,-1.0472936469818679e-10,0.999999991328135,0.9919935378431841,0.9999999955036102,0.9959841726618485
0.038,0.6004578374737386,0.4000000243799176,1.4314197088943905,-1.1036416181578578e-10,0.9999999913305604,0.9919935378451813,0.9999999955048008,0.9959841726634208
0.04,0.6004578374036141,0.4000000242913621,1.4314197088891023,-1.1597468578820685e-10,0.9999999913331065,0.9919935378472766,0.9999999955060499,0.9959841726650704
0.042,0.6004578373300178,0.40000002419874797,1.4314197088830967,-1.2156093661544997e-10,0.9999999913357732,0.9919935378494705,0.9999999955073581,0.9959841726667978
0.044,0.6004578372529495,0.4000000241020749,1.4314197088763743,-1.2712291429751514e-10,0.9999999913385608,0.9919935378517628,0.9999999955087251,0.9959841726686028
0.046,0.6004578371724092,0.4000000240013436,1.4314197088689349,-1.3266061883440238e-10,0.999999991341469,0.9919935378541536,0.999999995510151,0.9959841726704856
0.048,0.600457837088397,0.40000002389655337,1.4314197088607787,-1.3817405022611168e-10,0.999999991344498,0.9919935378566427,0.9999999955116355,0.9959841726724457
0.05,0.6004578370009127,0.40000002378770455,1.4314197088519052,-1.4366320847264306e-10,0.9999999913476477,0.9919935378592304,0.9999999955131792,0.9959841726744836
0.052,0.6004578369099566,0.4000000236747973,1.4314197088423148,-1.4912809357399648e-10,0.9999999913509181,0.9919935378619162,0.9999999955147816,0.9959841726765991
0.054,0.6004578368155284,0.40000002355783093,1.4314197088320075,-1.5456870553017196e-10,0.9999999913543093,0.9919935378647008,0.9999999955164428,0.9959841726787921
0.056,0.6004578367176282,0.4000000234368065,1.4314197088209832,-1.5998504434116952e-10,0.9999999913578212,0.9919935378675838,0.9999999955181631,0.9959841726810629
0.058,0.6004578366162562,0.400000023311723,1.4314197088092422,-1.6537711000698913e-10,0.9999999913614537,0.9919935378705651,0.999999995519942,0.9959841726834111
0.06,0.6004578365114122,0.40000002318258115,1.4314197087967835,-1.707449025276308e-10,0.9999999913652072,0.991993537873645,0.9999999955217799,0.9959841726858372
0.062,0.6004578364030961,0.4000000230493804,1.431419708783608,-1.7608842190309451e-10,0.9999999913690811,0.9919935378768232,0.9999999955236766,0.9959841726883407
0.064,0.6004578362913081,0.40000002291212094,1.4314197087697156,-1.814076681333803e-10,0.9999999913730759,0.9919935378800998,0.9999999955256321,0.9959841726909219
0.066,0.6004578361771443,0.40000002277287966,1.431419708754063,-1.8667146463840347e-10,0.9999999913771269,0.991993537883423,0.9999999955276154,0.9959841726935397
0.068,0.6004578360634664,0.40000002263707635,1.4314197087339267,-1.9179843199550357e-10,0.9999999913810659,0.9919935378866569,0.9999999955295448,0.9959841726960867
0.07,0.6004578359468826,0.4000000224982867,1.4314197087125342,-1.9688502171847933e-10,0.9999999913850923,0.9919935378899624,0.9999999955315171,0.9959841726986903
0.072,0.6004578358273932,0.4000000223565116,1.4314197086898863,-2.019312338073307e-10,0.999999991389206,0.9919935378933395,0.999999995533532,0.9959841727013502
0.074,0.600457835704998,0.4000000222117498,1.4314197086659821,-2.069370682620578e-10,0.9999999913934071,0.9919935378967882,0.9999999955355898,0.9959841727040665
0.076,0.6004578355796972,0.40000002206400226,1.431419708640822,-2.1190252508266054e-10,0.9999999913976957,0.9919935379003084,0.9999999955376903,0.9959841727068394
0.078,0.6004578354514907,0.4000000219132688,1.4314197086144056,-2.1682760426913893e-10,0.9999999914020719,0.9919935379039001,0.9999999955398333,0.9959841727096682
0.08,0.6004578353203784,0.40000002175954946,1.4314197085867342,-2.2171230582149295e-10,0.9999999914065353,0.9919935379075638,0.9999999955420195,0.9959841727125539
0.082,0.6004578351863604,0.4000000216028434,1.4314197085578062,-2.265566297397227e-10,0.999999991411086,0.9919935379112989,0.9999999955442481,0.9959841727154958
0.084,0.6004578350494368,0.4000000214431522,1.4314197085276221,-2.3136057602382806e-10,0.9999999914157244,0.9919935379151054,0.9999999955465195,0.9959841727184943
0.086,0.6004578349096074,0.40000002128047424,1.4314197084961826,-2.3612414467380904e-10,0.99999999142045,0.9919935379189836,0.9999999955488338,0.9959841727215489
0.088,0.6004578347668724,0.4000000211148109,1.431419708463487,-2.408473356896658e-10,0.9999999914252632,0.9919935379229333,0.9999999955511907,0.9959841727246601
0.09,0.6004578346212316,0.4000000209461614,1.4314197084295355,-2.455301490713981e-10,0.9999999914301637,0.9919935379269548,0.9999999955535903,0.9959841727278278
0.092,0.6004578344726852,0.40000002077452573,1.4314197083943279,-2.5017258481900607e-10,0.9999999914351515,0.9919935379310477,0.9999999955560328,0.9959841727310518
0.094,0.6004578343212329,0.400000020599904,1.4314197083578644,-2.547746429324897e-10,0.9999999914402271,0.9919935379352124,0.999999995558518,0.9959841727343322
0.096,0.6004578341668751,0.4000000204222964,1.431419708320145,-2.593363234118491e-10,0.9999999914453896,0.9919935379394484,0.9999999955610458,0.9959841727376688
0.098,0.6004578340096115,0.40000002024170245,1.4314197082811697,-2.63857626257084e-10,0.9999999914506398,0.9919935379437561,0.9999999955636165,0.9959841727410621
0.1,0.6004578338494423,0.4000000200581228,1.4314197082409386,-2.683385514681947e-10,0.9999999914559773,0.9919935379481353,0.9999999955662298,0.9959841727445116
0.102,0.6004578336863672,0.4000000198715569,1.4314197081994513,-2.727790990451809e-10,0.9999999914614024,0.9919935379525864,0.999999995568886,0.9959841727480175
0.104,0.6004578335203864,0.4000000196820053,1.4314197081567082,-2.771792689880429e-10,0.999999991466915,0.991993537957109,0.999999995571585,0.9959841727515801
0.106,0.6004578333515002,0.40000001948946756,1.4314197081127094,-2.815390612967805e-10,0.9999999914725147,0.991993537961703,0.9999999955743267,0.995984172755199
0.108,0.6004578331797079,0.4000000192939435,1.4314197080674544,-2.858584759713937e-10,0.9999999914782018,0.9919935379663685,0.999999995577111,0.995984172758874
0.11,0.6004578330050102,0.4000000190954338,1.4314197080209434,-2.9013751301188265e-10,0.9999999914839767,0.9919935379711059,0.9999999955799381,0.9959841727626058
0.112,0.6004578328274066,0.40000001889393777,1.4314197079731767,-2.9437617241824724e-10,0.9999999914898386,0.9919935379759147,0.999999995582808,0.9959841727663937
0.114,0.6004578326468974,0.4000000186894561,1.4314197079241537,-2.9857445419048753e-10,0.9999999914957883,0.9919935379807951,0.9999999955857207,0.9959841727702383
0.116,0.6004578324634825,0.40000001848198813,1.4314197078738748,-3.0273235832860337e-10,0.999999991501825,0.9919935379857472,0.999999995588676,0.9959841727741391
0.118,0.600457832277162,0.40000001827153436,1.4314197078223403,-3.068498848325949e-10,0.9999999915079492,0.9919935379907706,0.9999999955916741,0.9959841727780963
0.12,0.6004578320879356,0.40000001805809443,1.4314197077695496,-3.1092703370246216e-10,0.9999999915141613,0.9919935379958661,0.9999999955947151,0.99598417278211
0.122,0.6004578318958036,0.4000000178416685,1.4314197077155033,-3.14963804938205e-10,0.9999999915204605,0.9919935380010327,0.9999999955977986,0.99598417278618
0.124,0.6004578317007658,0.40000001762225623,1.4314197076602009,-3.189601985398235e-10,0.9999999915268469,0.9919935380062711,0.9999999956009249,0.9959841727903065
0.126,0.6004578315028224,0.40000001739985824,1.4314197076036423,-3.229162145073177e-10,0.9999999915333209,0.991993538011581,0.9999999956040941,0.9959841727944895
0.128,0.6004578313019732,0.40000001717447414,1.4314197075458281,-3.268318528406876e-10,0.9999999915398822,0.9919935380169626,0.9999999956073059,0.9959841727987288
0.13,0.6004578310982184,0.40000001694610443,1.4314197074867578,-3.3070711353993307e-10,0.9999999915465312,0.9919935380224157,0.9999999956105605,0.9959841728030244
0.132,0.6004578309030005,0.4000000167296483,1.4314197074299024,-3.344486607518288e-10,0.9999999915527512,0.9919935380275355,0.9999999956136127,0.9959841728070553
0.134,0.6004578307191272,0.40000001652876266,1.4314197073761123,-3.3803359697584927e-10,0.9999999915584157,0.9919935380322227,0.9999999956164025,0.9959841728107426
0.136,0.6004578305338288,0.40000001632681886,1.4314197073215158,-3.415660759543618e-10,0.9999999915641011,0.991993538036929,0.9999999956192035,0.9959841728144448
0.138,0.6004578303471059,0.40000001612381775,1.4314197072661121,-3.450460976873664e-10,0.9999999915698071,0.9919935380416546,0.9999999956220154,0.9959841728181619
0.14,0.600457830158958,0.4000000159197583,1.4314197072099015,-3.48473662174863e-10,0.9999999915755334,0.9919935380463991,0.9999999956248382,0.9959841728218936
0.142,0.6004578299693855,0.4000000157146421,1.4314197071528847,-3.518487694168516e-10,0.9999999915812806,0.9919935380511631,0.9999999956276723,0.9959841728256404
0.144,0.6004578297783881,0.4000000155084679,1.4314197070950607,-3.551714194133324e-10,0.9999999915870482,0.991993538055946,0.9999999956305172,0.9959841728294019
0.146,0.6004578295859659,0.4000000153012361,1.4314197070364298,-3.5844161216430514e-10,0.9999999915928367,0.9919935380607484,0.9999999956333733,0.9959841728331783
0.148,0.6004578293921191,0.40000001509294686,1.4314197069769925,-3.6165934766977e-10,0.9999999915986454,0.9919935380655697,0.9999999956362402,0.9959841728369694
0.15,0.6004578291968474,0.40000001488359976,1.431419706916748,-3.6482462592972693e-10,0.9999999916044751,0.9919935380704104,0.9999999956391183,0.9959841728407753
0.152,0.6004578290001511,0.40000001467319524,1.4314197068556969,-3.679374469441759e-10,0.9999999916103252,0.9919935380752701,0.9999999956420074,0.9959841728445963
0.154,0.6004578288020299,0.4000000144617332,1.431419706793839,-3.70997810713117e-10,0.999999991616196,0.991993538080149,0.9999999956449075,0.995984172848432
0.156,0.600457828602484,0.4000000142492137,1.4314197067311745,-3.7400571723655004e-10,0.9999999916220874,0.9919935380850472,0.9999999956478187,0.9959841728522825
0.158,0.6004578284015133,0.4000000140356362,1.431419706667703,-3.7696116651447514e-10,0.9999999916279992,0.9919935380899645,0.9999999956507408,0.9959841728561477
0.16,0.6004578281991177,0.4000000138210011,1.4314197066034247,-3.7986415854689233e-10,0.9999999916339319,0.9919935380949011,0.9999999956536741,0.995984172860028
0.162,0.6004578279952976,0.4000000136053089,1.4314197065383396,-3.827146933338016e-10,0.9999999916398853,0.9919935380998567,0.9999999956566183,0.9959841728639232
0.164,0.6004578277900525,0.4000000133885585,1.4314197064724477,-3.855127708752029e-10,0.999999991645859,0.9919935381048315,0.9999999956595735,0.995984172867833
0.166,0.6004578275833827,0.4000000131707505,1.431419706405749,-3.882583911710963e-10,0.9999999916518534,0.9919935381098255,0.9999999956625398,0.9959841728717577
0.168,0.6004578273752882,0.40000001295188525,1.4314197063382437,-3.909515542214818e-10,0.9999999916578685,0.9919935381148389,0.9999999956655172,0.9959841728756973
0.17,0.6004578271657689,0.40000001273196234,1.4314197062699314,-3.935922600263592e-10,0.9999999916639041,0.9919935381198712,0.9999999956685055,0.9959841728796517
0.172,0.6004578269548249,0.400000012510982,1.431419706200812,-3.9618050858572874e-10,0.9999999916699603,0.9919935381249229,0.9999999956715049,0.9959841728836208
0.174,0.600457826742456,0.4000000122889432,1.4314197061308864,-3.987162998995903e-10,0.9999999916760371,0.9919935381299937,0.9999999956745154,0.995984172887605
0.176,0.6004578265286623,0.40000001206584734,1.4314197060601541,-4.0119963396794396e-10,0.9999999916821347,0.9919935381350836,0.9999999956775368,0.9959841728916039
0.178,0.6004578263134439,0.4000000118416942,1.4314197059886145,-4.0363051079078966e-10,0.9999999916882527,0.9919935381401928,0.9999999956805693,0.9959841728956176
0.18,0.6004578260968008,0.4000000116164832,1.4314197059162683,-4.0600893036812744e-10,0.9999999916943915,0.9919935381453212,0.9999999956836128,0.995984172899646
0.182,0.6004578258787328,0.4000000113902143,1.4314197058431153,-4.0833489269995727e-10,0.9999999917005508,0.9919935381504686,0.9999999956866673,0.9959841729036896
