Time,gENROE.delta,gENROE.PELEC,eXAC1_1.EFD,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.184,0.6004578256592401,0.4000000111628882,1.4314197057691556,-4.1060839778627913e-10,0.9999999917067308,0.9919935381556355,0.999999995689733,0.9959841729077479
0.186,0.6004578254383227,0.40000001093450444,1.4314197056943887,-4.128294456270931e-10,0.9999999917129313,0.9919935381608213,0.9999999956928095,0.9959841729118208
0.188,0.6004578252159805,0.400000010705063,1.4314197056188158,-4.1499803622239913e-10,0.9999999917191524,0.9919935381660263,0.9999999956958971,0.995984172915909
0.19,0.6004578249922135,0.4000000104745639,1.4314197055424354,-4.1711416957219716e-10,0.9999999917253941,0.9919935381712505,0.9999999956989957,0.9959841729200115
0.192,0.6004578247670216,0.4000000102430067,1.4314197054652484,-4.1917784567648724e-10,0.9999999917316563,0.9919935381764939,0.9999999957021054,0.9959841729241292
0.194,0.6004578245404052,0.4000000100103928,1.4314197053872548,-4.211890645352694e-10,0.9999999917379394,0.9919935381817566,0.9999999957052262,0.9959841729282617
0.196,0.6004578243123638,0.40000000977672084,1.431419705308454,-4.2314782614854365e-10,0.9999999917442433,0.9919935381870385,0.9999999957083581,0.995984172932409
0.198,0.6004578240828977,0.4000000095419913,1.4314197052288469,-4.2505413051630994e-10,0.9999999917505674,0.9919935381923395,0.9999999957115008,0.995984172936571
0.2,0.600457823852007,0.40000000930620416,1.4314197051484328,-4.269079776385683e-10,0.999999991756912,0.9919935381976595,0.9999999957146545,0.995984172940748
0.202,0.6004578236196912,0.4000000090693595,1.431419705067212,-4.287093675153187e-10,0.9999999917632777,0.991993538202999,0.9999999957178194,0.9959841729449399
0.204,0.600457823385951,0.4000000088314571,1.431419704985184,-4.3045830014656106e-10,0.9999999917696637,0.9919935382083575,0.9999999957209952,0.9959841729491464
0.206,0.6004578231507858,0.40000000859249696,1.4314197049023496,-4.321547755322956e-10,0.9999999917760701,0.9919935382137353,0.9999999957241821,0.9959841729533679
0.208,0.6004578229141959,0.4000000083524793,1.4314197048187083,-4.337987936725222e-10,0.9999999917824972,0.9919935382191319,0.9999999957273799,0.9959841729576041
0.21,0.6004578226761812,0.40000000811140424,1.4314197047342605,-4.353903545672408e-10,0.999999991788945,0.9919935382245482,0.9999999957305888,0.9959841729618553
0.212,0.6004578224367417,0.4000000078692716,1.4314197046490054,-4.3692945821645145e-10,0.9999999917954139,0.9919935382299834,0.9999999957338089,0.9959841729661214
0.214,0.6004578221958776,0.4000000076260812,1.4314197045629435,-4.3841610462015426e-10,0.9999999918019028,0.9919935382354378,0.9999999957370399,0.9959841729704021
0.216,0.6004578219535885,0.4000000073818333,1.4314197044760755,-4.39850293778349e-10,0.9999999918084125,0.9919935382409115,0.9999999957402819,0.9959841729746978
0.218,0.6004578217098748,0.4000000071365276,1.4314197043884,-4.4123202569103584e-10,0.9999999918149429,0.9919935382464041,0.9999999957435349,0.9959841729790082
0.22,0.6004578214647363,0.40000000689016435,1.431419704299918,-4.425613003582148e-10,0.9999999918214937,0.9919935382519163,0.999999995746799,0.9959841729833334
0.222,0.600457821218173,0.4000000066427434,1.4314197042106294,-4.4383811777988574e-10,0.9999999918280651,0.9919935382574473,0.999999995750074,0.9959841729876736
0.224,0.6004578209701849,0.400000006394265,1.4314197041205337,-4.4506247795604875e-10,0.9999999918346575,0.9919935382629979,0.9999999957533603,0.9959841729920288
0.226,0.6004578207207721,0.4000000061447292,1.431419704029631,-4.4623438088670385e-10,0.9999999918412703,0.9919935382685674,0.9999999957566575,0.9959841729963986
0.228,0.6004578204699346,0.4000000058941352,1.4314197039379217,-4.47353826571851e-10,0.9999999918479033,0.991993538274156,0.9999999957599656,0.9959841730007832
0.23,0.6004578202176721,0.4000000056424839,1.4314197038454057,-4.484208150114902e-10,0.9999999918545576,0.9919935382797641,0.999999995763285,0.9959841730051828
0.232,0.6004578199639851,0.40000000538977537,1.431419703752083,-4.494353462056214e-10,0.9999999918612321,0.991993538285391,0.9999999957666151,0.9959841730095971
0.234,0.6004578197088731,0.40000000513600886,1.4314197036579537,-4.5039742015424473e-10,0.9999999918679273,0.9919935382910374,0.9999999957699565,0.9959841730140263
0.236,0.6004578194523364,0.40000000488118465,1.4314197035630172,-4.513070368573601e-10,0.9999999918746431,0.9919935382967028,0.9999999957733088,0.9959841730184704
0.238,0.600457819194375,0.40000000462530283,1.4314197034672738,-4.5216419631496756e-10,0.9999999918813794,0.9919935383023873,0.999999995776672,0.9959841730229291
0.24,0.6004578189349888,0.4000000043683637,1.4314197033707239,-4.52968898527067e-10,0.9999999918881366,0.9919935383080912,0.9999999957800465,0.9959841730274028
0.242,0.6004578186741778,0.4000000041103665,1.431419703273367,-4.5372114349365855e-10,0.9999999918949142,0.9919935383138142,0.9999999957834319,0.9959841730318915
0.244,0.6004578184119421,0.40000000385131224,1.4314197031752038,-4.544209312147421e-10,0.9999999919017124,0.9919935383195563,0.9999999957868283,0.9959841730363947
0.246,0.6004578181482817,0.40000000359120025,1.4314197030762332,-4.550682616903178e-10,0.9999999919085312,0.9919935383253177,0.9999999957902357,0.9959841730409129
0.248,0.6004578178831963,0.4000000033300303,1.4314197029764562,-4.556631349203855e-10,0.9999999919153708,0.9919935383310984,0.9999999957936543,0.9959841730454461
0.25,0.6004578176166864,0.4000000030678031,1.4314197028758722,-4.5620555090494526e-10,0.9999999919222309,0.9919935383368981,0.9999999957970838,0.995984173049994
0.252,0.6004578173487515,0.40000000280451814,1.4314197027744813,-4.5669550964399707e-10,0.9999999919291114,0.991993538342717,0.9999999958005242,0.9959841730545566
0.254,0.6004578170793919,0.4000000025401756,1.4314197026722841,-4.5713301113754097e-10,0.9999999919360127,0.9919935383485551,0.9999999958039758,0.9959841730591341
0.256,0.6004578168086075,0.4000000022747755,1.4314197025692796,-4.575180553855769e-10,0.9999999919429347,0.9919935383544125,0.9999999958074386,0.9959841730637266
0.258,0.6004578165363985,0.40000000200831776,1.4314197024654685,-4.578506423881049e-10,0.9999999919498773,0.9919935383602888,0.9999999958109121,0.9959841730683339
0.26,0.6004578162627646,0.4000000017408023,1.4314197023608506,-4.5813077214512497e-10,0.9999999919568403,0.9919935383661843,0.9999999958143967,0.9959841730729557
0.262,0.600457815987706,0.4000000014722292,1.4314197022554258,-4.58358444656637e-10,0.9999999919638239,0.9919935383720992,0.9999999958178925,0.9959841730775927
0.264,0.600457815859084,0.4000000013805002,1.431419702217132,-4.564478100245228e-10,0.9999999919651564,0.9919935383734915,0.9999999958186683,0.9959841730786534
0.266,0.6004578157417108,0.4000000013023286,1.431419702184001,-4.5437591533218833e-10,0.9999999919660562,0.9919935383745374,0.9999999958192357,0.9959841730794403
0.268,0.6004578156243375,0.4000000012241571,1.43141970215087,-4.5230402063985383e-10,0.9999999919669558,0.9919935383755834,0.9999999958198033,0.9959841730802271
0.27,0.6004578155069643,0.4000000011459852,1.4314197021177395,-4.5023212594751927e-10,0.9999999919678554,0.9919935383766293,0.9999999958203707,0.9959841730810141
0.272,0.6004578153895912,0.4000000010678137,1.4314197020846084,-4.481602312551848e-10,0.9999999919687551,0.9919935383776751,0.9999999958209381,0.9959841730818009
0.274,0.600457815272218,0.4000000009896423,1.4314197020514776,-4.460883365628503e-10,0.9999999919696548,0.9919935383787212,0.9999999958215057,0.9959841730825878
0.276,0.6004578151548448,0.40000000091147053,1.4314197020183468,-4.440164418705158e-10,0.9999999919705543,0.991993538379767,0.9999999958220731,0.9959841730833747
0.278,0.6004578150374715,0.400000000833299,1.431419701985216,-4.419445471781813e-10,0.9999999919714542,0.9919935383808128,0.9999999958226407,0.9959841730841615
0.28,0.6004578149200983,0.400000000755127,1.431419701952085,-4.3987265248584687e-10,0.9999999919723537,0.9919935383818587,0.999999995823208,0.9959841730849482
0.282,0.6004578148027252,0.4000000006769557,1.431419701918954,-4.378007577935124e-10,0.9999999919732535,0.9919935383829046,0.9999999958237755,0.9959841730857352
0.284,0.600457814685352,0.4000000005987838,1.4314197018858235,-4.357288631011779e-10,0.999999991974153,0.9919935383839505,0.9999999958243431,0.995984173086522
0.286,0.6004578145679788,0.4000000005206124,1.4314197018526922,-4.336569684088434e-10,0.9999999919750527,0.9919935383849964,0.9999999958249105,0.9959841730873089
0.288,0.6004578144506055,0.40000000044244066,1.4314197018195614,-4.3158507371650896e-10,0.9999999919759525,0.9919935383860424,0.999999995825478,0.9959841730880957
0.29,0.6004578143332324,0.40000000036426914,1.4314197017864307,-4.2951317902417446e-10,0.9999999919768522,0.9919935383870881,0.9999999958260455,0.9959841730888827
0.292,0.6004578142158592,0.40000000028609767,1.4314197017533,-4.2744128433183996e-10,0.9999999919777519,0.9919935383881341,0.9999999958266129,0.9959841730896695
0.294,0.600457814098486,0.40000000020792603,1.4314197017201689,-4.2536938963950546e-10,0.9999999919786515,0.99199353838918,0.9999999958271804,0.9959841730904563
0.296,0.6004578139811128,0.4000000001297543,1.4314197016870382,-4.2329749494717096e-10,0.999999991979551,0.9919935383902259,0.9999999958277479,0.9959841730912432
0.298,0.6004578138637395,0.4000000000515827,1.4314197016539074,-4.2122560025483645e-10,0.9999999919804509,0.9919935383912718,0.9999999958283154,0.99598417309203
0.3,0.6004578137463664,0.3999999999734113,1.4314197016207761,-4.1915370556250195e-10,0.9999999919813505,0.9919935383923177,0.9999999958288829,0.9959841730928168
0.302,0.6004578136289932,0.3999999998952396,1.4314197015876453,-4.170818108701675e-10,0.9999999919822502,0.9919935383933637,0.9999999958294503,0.9959841730936038
0.304,0.60045781351162,0.39999999981706785,1.4314197015545147,-4.1500991617783295e-10,0.9999999919831499,0.9919935383944095,0.9999999958300179,0.9959841730943907
0.306,0.6004578133942468,0.3999999997388961,1.4314197015213839,-4.129380214854985e-10,0.9999999919840494,0.9919935383954553,0.9999999958305853,0.9959841730951774
0.308,0.6004578132768736,0.3999999996607244,1.4314197014882526,-4.10866126793164e-10,0.999999991984949,0.9919935383965013,0.9999999958311527,0.9959841730959643
0.31,0.6004578131595004,0.39999999958255306,1.431419701455122,-4.087942321008295e-10,0.9999999919858489,0.9919935383975472,0.9999999958317203,0.9959841730967511
0.312,0.6004578130421272,0.39999999950438153,1.4314197014219912,-4.0672233740849505e-10,0.9999999919867485,0.991993538398593,0.9999999958322877,0.995984173097538
0.314,0.600457812924754,0.3999999994262099,1.43141970138886,-4.0465044271616054e-10,0.9999999919876482,0.9919935383996391,0.9999999958328554,0.995984173098325
0.316,0.6004578128073808,0.399999999348038,1.4314197013557295,-4.0257854802382604e-10,0.9999999919885478,0.9919935384006848,0.9999999958334227,0.9959841730991117
0.318,0.6004578126900076,0.3999999992698668,1.4314197013225984,-4.0050665333149154e-10,0.9999999919894477,0.9919935384017307,0.9999999958339901,0.9959841730998986
0.32,0.6004578125726344,0.39999999919169493,1.4314197012894676,-3.9843475863915704e-10,0.9999999919903472,0.9919935384027766,0.9999999958345577,0.9959841731006854
0.322,0.6004578124552612,0.39999999911352346,1.4314197012563368,-3.963628639468226e-10,0.9999999919912468,0.9919935384038225,0.9999999958351251,0.9959841731014724
0.324,0.600457812337888,0.3999999990353516,1.431419701223206,-3.9429096925448803e-10,0.9999999919921466,0.9919935384048685,0.9999999958356927,0.9959841731022592
0.326,0.6004578122205149,0.39999999895718014,1.4314197011900751,-3.922190745621536e-10,0.9999999919930462,0.9919935384059143,0.9999999958362601,0.9959841731030461
0.328,0.6004578121031416,0.39999999887900867,1.431419701156944,-3.9014717986981903e-10,0.9999999919939458,0.9919935384069603,0.9999999958368276,0.9959841731038329
0.33,0.6004578119857684,0.3999999988008369,1.4314197011238132,-3.880752851774846e-10,0.9999999919948456,0.9919935384080061,0.9999999958373951,0.9959841731046197
0.332,0.6004578118683952,0.3999999987226652,1.4314197010906824,-3.860033904851501e-10,0.9999999919957452,0.9919935384090518,0.9999999958379624,0.9959841731054064
0.334,0.600457811751022,0.39999999864449376,1.4314197010575516,-3.839314957928156e-10,0.999999991996645,0.991993538410098,0.99999999583853,0.9959841731061936
0.336,0.6004578116336489,0.3999999985663221,1.4314197010244207,-3.8185960110048113e-10,0.9999999919975445,0.9919935384111437,0.9999999958390974,0.9959841731069803
0.338,0.6004578115162756,0.39999999848815065,1.43141970099129,-3.7978770640814663e-10,0.9999999919984444,0.9919935384121897,0.999999995839665,0.9959841731077672
0.34,0.6004578113989024,0.39999999840997874,1.4314197009581588,-3.777158117158121e-10,0.9999999919993438,0.9919935384132357,0.9999999958402325,0.995984173108554
0.342,0.6004578112815292,0.39999999833180705,1.4314197009250282,-3.756439170234776e-10,0.9999999920002435,0.9919935384142816,0.9999999958407999,0.995984173109341
0.344,0.600457811164156,0.3999999982536355,1.4314197008918972,-3.735720223311432e-10,0.9999999920011433,0.9919935384153274,0.9999999958413675,0.9959841731101278
0.346,0.6004578110467829,0.3999999981754641,1.4314197008587661,-3.715001276388087e-10,0.9999999920020429,0.9919935384163733,0.9999999958419348,0.9959841731109146
