Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.012,14.551720755401192,0.4031897283072515,0.4,-0.00034653974403176744,-0.001133550605318126,0.9521447225644012,0.9129207963737048,0.9345299384277655,0.9219462169558185
5.014,14.539232754725832,0.4030033518141074,0.4,-0.00034723080292787964,-0.0010530023593628632,0.9521609598398011,0.9129242150290042,0.9345274886651922,0.9219460669416718
5.016,14.526720660814346,0.4028170397508188,0.4,-0.00034787826033862764,-0.0009725392573571509,0.9521771636833526,0.9129276117717708,0.9345250247423075,0.9219458989283966
5.018,14.514186042939025,0.4026308183643809,0.4,-0.0003484821384621742,-0.0008921725159513894,0.9521933343230521,0.9129309877254953,0.9345225480935496,0.9219457142894134
5.02,14.5016304694628,0.40244471382041447,0.4,-0.000349042465617373,-0.0008119133082707605,0.9522094719941089,0.9129343440169724,0.9345200601540903,0.9219455143999651
5.022,14.489055507619243,0.40225875219963103,0.4,-0.00034955927622377025,-0.0007317727624300829,0.9522255769389061,0.9129376817761379,0.9345175623596301,0.9219453006369205
5.024,14.476462723293341,0.40207295949432464,0.4,-0.0003500326107807843,-0.0006517619600602195,0.9522416494069595,0.9129410021359001,0.934515056146193,0.9219450743785738
5.026,14.463853680802972,0.4018873616048817,0.4,-0.0003504625158460719,-0.0005718919348451645,0.9522576896548728,0.9129443062319736,0.9345125429499196,0.9219448370044453
5.028,14.451229942681225,0.40170198433631793,0.4,-0.00035084904401308194,-0.0004921736710703506,0.9522736979462891,0.9129475952027062,0.9345100242068589,0.9219445898950777
5.03,14.438593069459527,0.40151685339483434,0.4,-0.0003511922538878055,-0.00041261810218276573,0.9522896745518431,0.9129508701889086,0.9345075013527598,0.9219443344318341
5.032,14.425944619451641,0.4013319943844029,0.4,-0.0003514922100647262,-0.00033323610936279724,0.9523056197491058,0.9129541323336794,0.9345049758228611,0.9219440719966917
5.034,14.413286148538488,0.40114743280336973,0.4,-0.00035174898310197866,-0.0002540385201075593,0.9523215338225303,0.9129573827822294,0.9345024490516812,0.921943803972037
5.036,14.40061920995394,0.40096319404108854,0.4,-0.0003519626494957174,-0.00017503610682664816,0.9523374170633928,0.912960622681704,0.9344999224728063,0.9219435317404577
5.038,14.387945354071512,0.4007793033745749,0.4,-0.00035213329165370506,-9.623958544947853e-05,0.9523532697697308,0.9129638531810033,0.934497397518678,0.921943256684534
5.04,14.375266128192054,0.4005957859651914,0.4,-0.0003522609978681246,-1.7659614045949235e-05,0.9523690922462815,0.912967075430603,0.9344948756203807,0.9219429801866297
5.042,14.362583076332381,0.4004126668553527,0.4,-0.00035234586228762217,6.06932085413861e-05,0.9523848848044126,0.9129702905823696,0.9344923582074278,0.9219427036286801
5.044,14.349897739014976,0.40022997096526103,0.4,-0.0003523879848885864,0.00013880834405158998,0.9524006477620554,0.9129734997893785,0.9344898467075473,0.9219424283919819
5.046,14.3372116530587,0.400047723089668,0.4,-0.00035238747144567017,0.00021667531614755903,0.9524163814436318,0.9129767042057266,0.9344873425464661,0.9219421558569787
5.048,14.324526351370642,0.3998659478946621,0.4,-0.00035234443350156243,0.0002942837117444405,0.9524320861799809,0.9129799049863473,0.9344848471476956,0.921941887403048
