Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.4037,0.48036215,0.4000000059604645,0.0,1.4314197,0.8599103,0.8565387,0.898289,0.87573403
0.002,34.403362,0.48035568,0.4000000059604645,-1.8775323e-05,1.43142,0.8599104,0.8565386,0.8982888,0.87573385
0.002,34.403362,0.09123416,0.4000000059604645,-1.8775323e-05,1.4533125,0.90621644,0.9356049,0.96102047,0.9481017
0.004,34.403984,0.09572563,0.4000000059604645,5.283394e-05,1.4555681,0.9071153,0.93619084,0.96144617,0.9486125
0.006,34.407166,0.10012035,0.4000000059604645,0.00012339871,1.4579619,0.9079873,0.93675846,0.9618584,0.9491072
0.008,34.41287,0.10442259,0.4000000059604645,0.00019294121,1.4594827,0.908833,0.9373081,0.9622575,0.9495862
0.01,34.42106,0.10863637,0.4000000059604645,0.0002614826,1.4592592,0.90965307,0.9378402,0.96264386,0.95005
0.012,34.431698,0.11276542,0.4000000059604645,0.00032904325,1.4565583,0.91044796,0.9383553,0.9630179,0.9504989
0.014,34.44475,0.11681324,0.4000000059604645,0.0003956426,1.450782,0.911218,0.93885374,0.9633798,0.9509332
0.016,34.460182,0.1207831,0.4000000059604645,0.0004612993,1.4414608,0.9119637,0.9393358,0.96372986,0.9513534
0.018,34.477962,0.12467804,0.4000000059604645,0.0005260313,1.4282484,0.91268533,0.9398018,0.96406835,0.9517595
0.018,34.477962,0.12467804,0.4000000059604645,0.0005260313,1.4282484,0.91268533,0.9398018,0.96406835,0.9517595
0.02,34.49806,0.1285011,0.4000000059604645,0.00058985583,1.4164294,0.9133833,0.94025207,0.9643955,0.9521521
0.02,34.49806,0.1285011,0.4000000059604645,0.00058985583,1.4164294,0.9133833,0.94025207,0.9643955,0.9521521
0.022,34.52043,0.13225558,0.4000000059604645,0.00065278943,1.4046136,0.9140583,0.9406871,0.9647117,0.9525314
0.022,34.52043,0.13225558,0.4000000059604645,0.00065278943,1.4046136,0.9140583,0.9406871,0.9647117,0.9525314
0.024,34.54506,0.13594455,0.4000000059604645,0.0007148478,1.3928018,0.91471094,0.9411073,0.9650173,0.95289785
0.026,34.5719,0.13957085,0.4000000059604645,0.0007760461,1.3809947,0.9153416,0.94151306,0.96531254,0.95325184
0.028,34.600933,0.14313729,0.4000000059604645,0.0008363985,1.3691932,0.91595095,0.9419048,0.96559775,0.95359373
0.03,34.632122,0.14664653,0.4000000059604645,0.00089591887,1.3573982,0.91653955,0.94228286,0.9658732,0.95392376
0.032,34.66544,0.1501011,0.4000000059604645,0.00095462037,1.3456103,0.9171078,0.94264764,0.96613914,0.95424235
0.034,34.700855,0.15350346,0.4000000059604645,0.0010125155,1.33383,0.9176563,0.94299954,0.9663959,0.9545498
0.036,34.738342,0.15685594,0.4000000059604645,0.0010696164,1.3220584,0.91818553,0.9433389,0.9666437,0.95484644
0.038,34.77787,0.16016077,0.4000000059604645,0.0011259343,1.3102959,0.918696,0.9436659,0.9668828,0.95513254
0.04,34.81941,0.16342011,0.4000000059604645,0.0011814804,1.2985431,0.9191882,0.9439812,0.96711355,0.9554084
0.042,34.862934,0.166636,0.4000000059604645,0.0012362648,1.2868007,0.9196626,0.94428486,0.96733606,0.9556743
0.044,34.90842,0.16981041,0.4000000059604645,0.001290298,1.2750692,0.92011964,0.9445773,0.9675506,0.95593053
0.046,34.955837,0.17294522,0.4000000059604645,0.001343589,1.2633493,0.9205598,0.9448588,0.9677574,0.9561774
0.048,35.005157,0.1760422,0.4000000059604645,0.0013961473,1.2516413,0.92098355,0.9451297,0.9679567,0.9564151
0.05,35.05636,0.17910309,0.4000000059604645,0.0014479813,1.2399458,0.9213913,0.9453902,0.9681487,0.956644
0.052,35.109413,0.18212952,0.4000000059604645,0.0014990997,1.2282633,0.9217835,0.94564074,0.9683336,0.95686424
0.054,35.164295,0.18512306,0.4000000059604645,0.00154951,1.2165942,0.9221605,0.9458815,0.9685116,0.9570761
0.056,35.220978,0.18808521,0.4000000059604645,0.0015992201,1.204939,0.9225228,0.9461127,0.9686829,0.95727974
0.058,35.27944,0.19101739,0.4000000059604645,0.001648237,1.1932981,0.9228707,0.94633466,0.9688477,0.95747554
0.06,35.339653,0.19392096,0.4000000059604645,0.0016965677,1.1816719,0.9232046,0.9465477,0.9690062,0.9576636
0.062,35.401592,0.19679722,0.4000000059604645,0.0017442189,1.1700608,0.9235249,0.9467519,0.9691585,0.95784414
0.064,35.465237,0.19964741,0.4000000059604645,0.0017911968,1.1584651,0.923832,0.94694763,0.96930474,0.95801735
0.066,35.53056,0.20247272,0.4000000059604645,0.0018375072,1.1468853,0.9241262,0.9471351,0.9694452,0.9581835
0.068,35.597534,0.20527425,0.4000000059604645,0.0018831562,1.1353215,0.92440784,0.94731444,0.96958005,0.9583428
0.07,35.666145,0.20805311,0.4000000059604645,0.0019281491,1.1237743,0.92467725,0.947486,0.9697094,0.95849526
0.072,35.736362,0.21081029,0.4000000059604645,0.0019724912,1.1122438,0.9249348,0.94764984,0.9698333,0.9586413
0.074,35.808167,0.21354675,0.4000000059604645,0.0020161874,1.1007303,0.92518073,0.9478063,0.969952,0.9587809
0.076,35.881527,0.21626344,0.4000000059604645,0.0020592427,1.0892342,0.9254154,0.9479555,0.97006565,0.9589143
0.078,35.956432,0.21896121,0.4000000059604645,0.0021016614,1.0777557,0.9256391,0.9480976,0.9701743,0.95904166
0.08,36.03285,0.2216409,0.4000000059604645,0.002143448,1.066295,0.9258521,0.9482328,0.97027814,0.9591631
0.082,36.11076,0.22430329,0.4000000059604645,0.0021846069,1.0548525,0.92605466,0.9483614,0.97037727,0.9592789
0.084,36.19014,0.22694914,0.4000000059604645,0.0022251417,1.0434283,0.9262471,0.9484834,0.97047186,0.95938903
0.086,36.27097,0.22957914,0.4000000059604645,0.0022650566,1.0320226,0.9264296,0.9485991,0.970562,0.95949376
0.088,36.353226,0.23219396,0.4000000059604645,0.0023043551,1.0206357,0.92660254,0.94870853,0.9706477,0.9595932
0.09,36.436882,0.23479423,0.4000000059604645,0.002343041,1.0092678,0.9267661,0.9488119,0.97072923,0.9596874
0.092,36.521923,0.23738055,0.4000000059604645,0.002381117,0.9979191,0.9269205,0.9489094,0.9708066,0.9597766
0.094,36.608322,0.23995349,0.4000000059604645,0.0024185872,0.98658967,0.9270659,0.94900113,0.9708799,0.9598608
0.096,36.696064,0.24251355,0.4000000059604645,0.002455454,0.97527975,0.92720264,0.9490872,0.9709493,0.95994025
0.098,36.785114,0.24506126,0.4000000059604645,0.0024917212,0.96398956,0.9273309,0.94916785,0.9710148,0.960015
0.1,36.875465,0.24759708,0.4000000059604645,0.0025273908,0.95271915,0.92745095,0.9492431,0.9710766,0.96008515
0.102,36.967087,0.25012144,0.4000000059604645,0.002562466,0.9414688,0.92756283,0.94931316,0.9711347,0.9601509
0.104,37.059963,0.25263473,0.4000000059604645,0.0025969497,0.9302385,0.9276669,0.9493781,0.97118926,0.9602122
0.106,37.154068,0.25513738,0.4000000059604645,0.0026308442,0.91902846,0.9277632,0.949438,0.9712403,0.9602692
0.108,37.249382,0.2576297,0.4000000059604645,0.002664152,0.9078388,0.9278521,0.94949305,0.97128785,0.96032214
0.11,37.345886,0.26011205,0.4000000059604645,0.0026968757,0.8966697,0.9279336,0.9495433,0.9713321,0.9603709
0.112,37.443558,0.26258475,0.4000000059604645,0.0027290175,0.8855212,0.92800796,0.94958895,0.9713731,0.9604157
0.114,37.542377,0.26504806,0.4000000059604645,0.0027605796,0.8743934,0.9280753,0.94962996,0.9714108,0.9604566
0.116,37.64232,0.26750225,0.4000000059604645,0.0027915644,0.8632865,0.9281359,0.94966656,0.97144544,0.9604937
0.118,37.74337,0.26994756,0.4000000059604645,0.0028219742,0.8522005,0.9281897,0.9496988,0.97147703,0.960527
0.12,37.8455,0.27238423,0.4000000059604645,0.0028518108,0.8411355,0.928237,0.94972676,0.9715056,0.9605567
0.122,37.9487,0.27481243,0.4000000059604645,0.0028810762,0.83009166,0.92827797,0.94975054,0.9715312,0.96058273
0.124,38.05294,0.27723238,0.4000000059604645,0.0029097726,0.81906897,0.9283127,0.9497702,0.9715539,0.9606053
