Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.456,34.403698,0.39999998,0.4,-1.6007544e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.458,34.403698,0.39999998,0.4,-1.5577756e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.46,34.403698,0.39999998,0.4,-1.5147399e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.462,34.403698,0.39999998,0.4,-1.471654e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.464,34.403698,0.39999998,0.4,-1.4285258e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.466,34.403698,0.39999998,0.4,-1.385362e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.468,34.403698,0.39999998,0.4,-1.34217e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.47,34.403698,0.39999998,0.4,-1.2989566e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.472,34.403698,0.39999998,0.4,-1.2557294e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.474,34.403698,0.39999998,0.4,-1.2124952e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.476,34.403698,0.39999998,0.4,-1.1692612e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.478,34.403698,0.39999998,0.4,-1.1260344e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.48,34.403698,0.39999998,0.4,-1.0828219e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.482,34.403698,0.39999998,0.4,-1.0396306e-10,0.4,1.0,0.99199355,1.0,0.9959842
0.484,34.403698,0.39999998,0.4,-9.9646756e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.486,34.403698,0.39999998,0.4,-9.5333984e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.488,34.403698,0.39999998,0.4,-9.1025416e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.49,34.403698,0.39999998,0.4,-8.672176e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.492,34.403698,0.39999998,0.4,-8.242371e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.494,34.403698,0.39999998,0.4,-7.8131925e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.496,34.403698,0.39999998,0.4,-7.38471e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.498,34.403698,0.39999998,0.4,-6.956992e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.5,34.403698,0.39999998,0.4,-6.530105e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.502,34.403698,0.39999998,0.4,-6.1041165e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.504,34.403698,0.39999998,0.4,-5.679093e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.506,34.403698,0.39999998,0.4,-5.2551016e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.508,34.403698,0.39999998,0.4,-4.8322072e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.51,34.403698,0.39999998,0.4,-4.4104765e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.512,34.403698,0.39999998,0.4,-3.9899743e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.514,34.403698,0.39999998,0.4,-3.5707652e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.516,34.403698,0.39999998,0.4,-3.1529137e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.518,34.403698,0.39999998,0.4,-2.7364841e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.52,34.403698,0.39999998,0.4,-2.3215397e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.522,34.403698,0.39999998,0.4,-1.9081434e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.524,34.403698,0.39999998,0.4,-1.4963582e-11,0.4,1.0,0.99199355,1.0,0.9959842
0.526,34.403698,0.39999998,0.4,-1.0862462e-11,0.4,1.0,0.99199355,1.0,0.9959842
